army_name	battle_name
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_01	wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_02	wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_03	wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_attacker	wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_1	wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_2	wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley
wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay_attacker	wh2_dlc09_qb_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay
wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay_defender	wh2_dlc09_qb_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_01	wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_02	wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_03	wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_defender_01	wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness
wh2_dlc10_hef_alarielle_star_of_avelorn_stage_5_attacker_01	wh2_dlc10_qb_hef_alarielle_star_of_avelorn_stage_5
wh2_dlc10_hef_alarielle_star_of_avelorn_stage_5_defender_01	wh2_dlc10_qb_hef_alarielle_star_of_avelorn_stage_5
wh2_dlc10_hef_alarielle_star_of_avelorn_stage_5_defender_02	wh2_dlc10_qb_hef_alarielle_star_of_avelorn_stage_5
wh2_dlc10_hef_alarielle_star_of_avelorn_stage_5_defender_03	wh2_dlc10_qb_hef_alarielle_star_of_avelorn_stage_5
wh2_dlc10_qb_hef_alith_anar_stage_4_the_moon_bow_attacker_01	wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4
wh2_dlc10_qb_hef_alith_anar_stage_4_the_moon_bow_attacker_02	wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4
wh2_dlc10_qb_hef_alith_anar_stage_4_the_moon_bow_defender_01	wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4
wh2_dlc10_qb_hef_alith_anar_stage_4_the_moon_bow_defender_02	wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4
wh_dlc08_qb_nor_monster_hunt_10	wh2_dlc10_qb_nor_monster_hunt_10
wh_dlc08_qb_nor_monster_hunt_10_reinforcement	wh2_dlc10_qb_nor_monster_hunt_10
wh_dlc08_qb_nor_wulfrik_monster_hunt_army_high	wh2_dlc10_qb_nor_monster_hunt_10
wh_dlc08_qb_nor_monster_hunt_11	wh2_dlc10_qb_nor_monster_hunt_11
wh_dlc08_qb_nor_throgg_monster_hunt_army_high	wh2_dlc10_qb_nor_monster_hunt_11
wh_dlc08_qb_nor_monster_hunt_8	wh2_dlc10_qb_nor_monster_hunt_8
wh_dlc08_qb_nor_monster_hunt_8_reinforcement	wh2_dlc10_qb_nor_monster_hunt_8
wh_dlc08_qb_nor_monster_hunt_8_reinforcement_2	wh2_dlc10_qb_nor_monster_hunt_8
wh_dlc08_qb_nor_wulfrik_monster_hunt_army_high	wh2_dlc10_qb_nor_monster_hunt_8
wh_dlc08_qb_nor_monster_hunt_9	wh2_dlc10_qb_nor_monster_hunt_9
wh_dlc08_qb_nor_monster_hunt_9_initial	wh2_dlc10_qb_nor_monster_hunt_9
wh_dlc08_qb_nor_monster_hunt_9_reinforcement	wh2_dlc10_qb_nor_monster_hunt_9
wh_dlc08_qb_nor_throgg_monster_hunt_army_high	wh2_dlc10_qb_nor_monster_hunt_9
wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_attacker_1	wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane
wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_attacker_2	wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane
wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_defender_1	wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane
wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_player	wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane
wh2_dlc11_qb_cst_cylostra_shifting_isles_bretonnia	wh2_dlc11_qb_cst_cylostra_shifting_isles_battle_bretonnia
wh2_dlc11_qb_cst_cylostra_shifting_isles_bretonnia_reinforcement	wh2_dlc11_qb_cst_cylostra_shifting_isles_battle_bretonnia
wh2_dlc11_qb_cst_cylostra_shifting_isles_player_01	wh2_dlc11_qb_cst_cylostra_shifting_isles_battle_bretonnia
wh2_dlc11_qb_cst_final_battle_aranessa_reinforcement	wh2_dlc11_qb_cst_final_battle_aranessa
wh2_dlc11_qb_cst_final_battle_attacker_01	wh2_dlc11_qb_cst_final_battle_aranessa
wh2_dlc11_qb_cst_final_battle_attacker_02_left	wh2_dlc11_qb_cst_final_battle_aranessa
wh2_dlc11_qb_cst_final_battle_attacker_02_right	wh2_dlc11_qb_cst_final_battle_aranessa
wh2_dlc11_qb_cst_final_battle_attacker_03_left	wh2_dlc11_qb_cst_final_battle_aranessa
wh2_dlc11_qb_cst_final_battle_fellheart	wh2_dlc11_qb_cst_final_battle_aranessa
wh2_dlc11_qb_cst_final_battle_luthor	wh2_dlc11_qb_cst_final_battle_aranessa
wh2_dlc11_qb_cst_final_battle_attacker_01	wh2_dlc11_qb_cst_final_battle_cylostra
wh2_dlc11_qb_cst_final_battle_attacker_02_left	wh2_dlc11_qb_cst_final_battle_cylostra
wh2_dlc11_qb_cst_final_battle_attacker_02_right	wh2_dlc11_qb_cst_final_battle_cylostra
wh2_dlc11_qb_cst_final_battle_attacker_03_left	wh2_dlc11_qb_cst_final_battle_cylostra
wh2_dlc11_qb_cst_final_battle_cylostra_reinforcement	wh2_dlc11_qb_cst_final_battle_cylostra
wh2_dlc11_qb_cst_final_battle_fellheart	wh2_dlc11_qb_cst_final_battle_cylostra
wh2_dlc11_qb_cst_final_battle_luthor	wh2_dlc11_qb_cst_final_battle_cylostra
wh2_dlc11_qb_cst_final_battle_attacker_01	wh2_dlc11_qb_cst_final_battle_noctilus
wh2_dlc11_qb_cst_final_battle_attacker_02_left	wh2_dlc11_qb_cst_final_battle_noctilus
wh2_dlc11_qb_cst_final_battle_attacker_02_right	wh2_dlc11_qb_cst_final_battle_noctilus
wh2_dlc11_qb_cst_final_battle_attacker_03_left	wh2_dlc11_qb_cst_final_battle_noctilus
wh2_dlc11_qb_cst_final_battle_fellheart	wh2_dlc11_qb_cst_final_battle_noctilus
wh2_dlc11_qb_cst_final_battle_luthor	wh2_dlc11_qb_cst_final_battle_noctilus
wh2_dlc11_qb_cst_final_battle_noctilus_reinforcement	wh2_dlc11_qb_cst_final_battle_noctilus
wh2_dlc11_qb_cst_final_battle_attacker_01	wh2_dlc11_qb_cst_final_battle
wh2_dlc11_qb_cst_final_battle_attacker_02_left	wh2_dlc11_qb_cst_final_battle
wh2_dlc11_qb_cst_final_battle_attacker_02_right	wh2_dlc11_qb_cst_final_battle
wh2_dlc11_qb_cst_final_battle_attacker_03_left	wh2_dlc11_qb_cst_final_battle
wh2_dlc11_qb_cst_final_battle_fellheart	wh2_dlc11_qb_cst_final_battle
wh2_dlc11_qb_cst_final_battle_luthor	wh2_dlc11_qb_cst_final_battle
wh2_dlc11_qb_cst_final_battle_luthor_reinforcement	wh2_dlc11_qb_cst_final_battle
wh2_dlc11_qb_cst_harkon_quest_for_slann_gold_attacker_01	wh2_dlc11_qb_cst_harkon
wh2_dlc11_qb_cst_harkon_quest_for_slann_gold_defender_01	wh2_dlc11_qb_cst_harkon
wh2_dlc11_qb_cst_harkon_quest_for_slann_gold_reinforcement	wh2_dlc11_qb_cst_harkon
wh2_dlc11_qb_noctilus_piece_of_8_attacker_01	wh2_dlc11_qb_cst_noctilus_captain_roths_moondial
wh2_dlc11_qb_noctilus_piece_of_8_defender_01	wh2_dlc11_qb_cst_noctilus_captain_roths_moondial
wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken_attacker_01	wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken
wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken_defender_01	wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken
wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken_reinforcement_01	wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken
wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken_reinforcement_02	wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken
wh2_dlc12_great_vortex_kroqgar_lord_kroak_stage_3_player	wh2_dlc12_great_vortex_kroqgar_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_player_reinforcements	wh2_dlc12_great_vortex_kroqgar_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_1	wh2_dlc12_great_vortex_kroqgar_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_reinforcements	wh2_dlc12_great_vortex_kroqgar_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_reinforcements_2	wh2_dlc12_great_vortex_kroqgar_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_player_reinforcements	wh2_dlc12_great_vortex_mazdamundi_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_1	wh2_dlc12_great_vortex_mazdamundi_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_reinforcements	wh2_dlc12_great_vortex_mazdamundi_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_reinforcements_2	wh2_dlc12_great_vortex_mazdamundi_lord_kroak_stage_3
wh2_dlc12_great_vortex_mazdamundi_lord_kroak_stage_3_player	wh2_dlc12_great_vortex_mazdamundi_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_player_reinforcements	wh2_dlc12_great_vortex_tehenhauin_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_1	wh2_dlc12_great_vortex_tehenhauin_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_reinforcements	wh2_dlc12_great_vortex_tehenhauin_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_reinforcements_2	wh2_dlc12_great_vortex_tehenhauin_lord_kroak_stage_3
wh2_dlc12_great_vortex_tehenhauin_lord_kroak_stage_3_player	wh2_dlc12_great_vortex_tehenhauin_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_player_reinforcements	wh2_dlc12_great_vortex_tiktaqto_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_1	wh2_dlc12_great_vortex_tiktaqto_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_reinforcements	wh2_dlc12_great_vortex_tiktaqto_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_reinforcements_2	wh2_dlc12_great_vortex_tiktaqto_lord_kroak_stage_3
wh2_dlc12_great_vortex_tiktaqto_lord_kroak_stage_3_player	wh2_dlc12_great_vortex_tiktaqto_lord_kroak_stage_3
wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_enemy	wh2_dlc12_lzd_tehenhauin_plaque_of_sotek_stage_6
wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_enemy_reinforcements_1	wh2_dlc12_lzd_tehenhauin_plaque_of_sotek_stage_6
wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_enemy_reinforcements_2	wh2_dlc12_lzd_tehenhauin_plaque_of_sotek_stage_6
wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_player	wh2_dlc12_lzd_tehenhauin_plaque_of_sotek_stage_6
wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_player_reinforcements_1	wh2_dlc12_lzd_tehenhauin_plaque_of_sotek_stage_6
wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_player_reinforcements_2	wh2_dlc12_lzd_tehenhauin_plaque_of_sotek_stage_6
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy	wh2_dlc12_lzd_tiktaqto_mask_of_heavens_stage_5
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy_reinforcements_1	wh2_dlc12_lzd_tiktaqto_mask_of_heavens_stage_5
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy_reinforcements_2	wh2_dlc12_lzd_tiktaqto_mask_of_heavens_stage_5
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy_reinforcements_3	wh2_dlc12_lzd_tiktaqto_mask_of_heavens_stage_5
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_player	wh2_dlc12_lzd_tiktaqto_mask_of_heavens_stage_5
wh2_dlc12_skv_ikit_claw_storm_daemon_enemy	wh2_dlc12_qb_skv_ikit_claw_storm_daemon_stage_4
wh2_dlc12_skv_ikit_claw_storm_daemon_enemy_reinforcements	wh2_dlc12_qb_skv_ikit_claw_storm_daemon_stage_4
wh2_dlc12_skv_ikit_claw_storm_daemon_player	wh2_dlc12_qb_skv_ikit_claw_storm_daemon_stage_4
wh2_dlc13_great_vortex_gorrok_lord_kroak_stage_3_player	wh2_dlc12_vor_gorrok_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_player_reinforcements	wh2_dlc12_vor_nakai_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_1	wh2_dlc12_vor_nakai_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_reinforcements	wh2_dlc12_vor_nakai_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_reinforcements_2	wh2_dlc12_vor_nakai_lord_kroak_stage_3
wh2_dlc13_great_vortex_nakai_lord_kroak_stage_3_player	wh2_dlc12_vor_nakai_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_player_reinforcements	wh2_dlc12_vor_oxyotl_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_1	wh2_dlc12_vor_oxyotl_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_reinforcements	wh2_dlc12_vor_oxyotl_lord_kroak_stage_3
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_reinforcements_2	wh2_dlc12_vor_oxyotl_lord_kroak_stage_3
wh2_dlc17_great_vortex_oxyotl_lord_kroak_stage_3_player	wh2_dlc12_vor_oxyotl_lord_kroak_stage_3
wh2_dlc13_emp_final_battle_gorrok_enemy	wh2_dlc13_qb_emp_final_battle_wulfhart
wh2_dlc13_emp_final_battle_nakai_enemy	wh2_dlc13_qb_emp_final_battle_wulfhart
wh2_dlc13_emp_final_battle_summoner_1_enemy	wh2_dlc13_qb_emp_final_battle_wulfhart
wh2_dlc13_emp_final_battle_summoner_2_enemy	wh2_dlc13_qb_emp_final_battle_wulfhart
wh2_dlc13_emp_final_battle_wulfhart_player	wh2_dlc13_qb_emp_final_battle_wulfhart
wh2_dlc13_emp_final_battle_wulfhart_reinf_player	wh2_dlc13_qb_emp_final_battle_wulfhart
wh2_dlc13_lzd_final_battle_emp_harass	wh2_dlc13_qb_lzd_final_battle_nakai
wh2_dlc13_lzd_final_battle_gorrok_ally	wh2_dlc13_qb_lzd_final_battle_nakai
wh2_dlc13_lzd_final_battle_nakai_player	wh2_dlc13_qb_lzd_final_battle_nakai
wh2_dlc13_lzd_final_battle_summoner_1_ally	wh2_dlc13_qb_lzd_final_battle_nakai
wh2_dlc13_lzd_final_battle_summoner_2_ally	wh2_dlc13_qb_lzd_final_battle_nakai
wh2_dlc13_lzd_final_battle_wulfhart_enemy	wh2_dlc13_qb_lzd_final_battle_nakai
wh2_dlc13_lzd_final_battle_wulfhart_reinf_enemy	wh2_dlc13_qb_lzd_final_battle_nakai
wh2_dlc13_qb_nakai_golden_tributes_ally_1_high_ground	wh2_dlc13_vor_lzd_nakai_golden_tributes_stage_3
wh2_dlc13_qb_nakai_golden_tributes_ally_2_gor_rok	wh2_dlc13_vor_lzd_nakai_golden_tributes_stage_3
wh2_dlc13_qb_nakai_golden_tributes_enemy_1_vampirates	wh2_dlc13_vor_lzd_nakai_golden_tributes_stage_3
wh2_dlc13_qb_nakai_golden_tributes_enemy_2_skaven	wh2_dlc13_vor_lzd_nakai_golden_tributes_stage_3
wh2_dlc13_qb_nakai_golden_tributes_enemy_3_vampirates	wh2_dlc13_vor_lzd_nakai_golden_tributes_stage_3
wh2_dlc13_qb_nakai_golden_tributes_enemy_6_vampirates	wh2_dlc13_vor_lzd_nakai_golden_tributes_stage_3
wh2_dlc13_qb_nakai_golden_tributes_player	wh2_dlc13_vor_lzd_nakai_golden_tributes_stage_3
wh2_dlc13_qb_nakai_albion_ogham_shard_enemy_1	wh2_dlc13_vor_lzd_nakai_the_ogham_shard_stage_2
wh2_dlc13_qb_nakai_albion_ogham_shard_enemy_2	wh2_dlc13_vor_lzd_nakai_the_ogham_shard_stage_2
wh2_dlc13_qb_nakai_albion_ogham_shard_player	wh2_dlc13_vor_lzd_nakai_the_ogham_shard_stage_2
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_1	wh2_dlc13_vortex_emp_wulfhart_amber_bow_stage_4
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_2	wh2_dlc13_vortex_emp_wulfhart_amber_bow_stage_4
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_3	wh2_dlc13_vortex_emp_wulfhart_amber_bow_stage_4
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_defender_1	wh2_dlc13_vortex_emp_wulfhart_amber_bow_stage_4
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_defender_2	wh2_dlc13_vortex_emp_wulfhart_amber_bow_stage_4
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player	wh2_dlc13_vortex_emp_wulfhart_amber_bow_stage_4
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_ally_nakai	wh2_dlc13_vortex_gorrok_the_shield_of_aeons_stage_3
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_enemy_2_skaven	wh2_dlc13_vortex_gorrok_the_shield_of_aeons_stage_3
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_enemy_3_vampirates	wh2_dlc13_vortex_gorrok_the_shield_of_aeons_stage_3
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_player	wh2_dlc13_vortex_gorrok_the_shield_of_aeons_stage_3
wh2_dlc13_qb_nakai_golden_tributes_ally_1_high_ground	wh2_dlc13_vortex_gorrok_the_shield_of_aeons_stage_3
wh2_dlc13_qb_nakai_golden_tributes_enemy_1_vampirates	wh2_dlc13_vortex_gorrok_the_shield_of_aeons_stage_3
wh2_dlc13_qb_nakai_golden_tributes_enemy_6_vampirates	wh2_dlc13_vortex_gorrok_the_shield_of_aeons_stage_3
wh2_dlc14_qb_def_malus_final_battle_dark_elves_ally	wh2_dlc14_qb_def_final_battle_malus
wh2_dlc14_qb_def_malus_final_battle_player	wh2_dlc14_qb_def_final_battle_malus
wh2_dlc14_qb_def_malus_final_battle_skaven_initial	wh2_dlc14_qb_def_final_battle_malus
