bonus_value_id	effect	unit_set_attribute
enable	wh2_dlc16_effect_unit_enable_attribute_expert_charge_defence_empire_halberds	wh2_dlc16_effect_unit_enable_attribute_expert_charge_defence_empire_halberds
enable	wh2_dlc16_effect_unit_enable_attribute_expert_charge_defence_eternal_guard	wh2_dlc16_effect_expert_charge_defence_eternal_guard
enable	wh2_dlc16_effect_vanguard_flying	wh2_dlc16_flying_guerilla_deploy
enable	wh2_dlc16_wef_immune_to_psychology_all_elf_units	wh2_dlc16_immune_to_psychology_elf_units
enable	wh2_dlc17_effect_attribute_stalk_khazrak_focus_units	wh2_dlc17_effect_attribute_stalk_khazrak_focus_units
enable	wh2_dlc17_effect_attribute_stalk_khazrak_focus_units	wh2_dlc17_effect_attribute_stalk_khazrak_focus_units_2
enable	wh2_dlc17_effect_cause_fear_harpies	wh2_dlc17_effect_enable_fear_harpies
enable	wh2_dlc17_effect_enable_attribute_cause_fear_bst_tuskgor_chariots	wh2_dlc17_effect_enable_attribute_cause_fear_bst_tuskgor_chariots
enable	wh2_dlc17_effect_enable_attribute_cause_fear_bst_warhounds_harpies	wh2_dlc17_effect_enable_attribute_cause_fear_bst_warhounds_harpies
enable	wh2_dlc17_effect_enable_attribute_cause_terror_bst_minotaurs_units	wh2_dlc17_effect_enable_attribute_cause_terror_bst_minotaurs_units
enable	wh2_dlc17_effect_enable_attribute_cause_terror_bst_razorgor_chariots	wh2_dlc17_effect_enable_attribute_cause_terror_bst_razorgor_chariots
enable	wh2_dlc17_effect_enable_attribute_cause_terror_bst_wargor_chariot_mounts	wh2_dlc17_effect_enable_attribute_cause_fear_bst_wargor_chariot_mounts
enable	wh2_dlc17_effect_enable_attribute_cause_terror_bst_wargor_chariot_mounts	wh2_dlc17_effect_enable_attribute_cause_terror_bst_wargor_chariot_mounts
enable	wh2_dlc17_effect_enable_attribute_cause_terror_throgg_focus_units	wh2_dlc17_effect_enable_attribute_cause_terror_throgg_units
enable	wh2_dlc17_effect_enable_attribute_encourage_bst_bestigors	wh2_dlc17_effect_enable_attribute_encourage_bst_bestigors
enable	wh2_dlc17_effect_enable_attribute_fire_while_moving_gyrocopters	wh2_dlc17_effect_enable_attribute_fire_while_moving_gyrocopters
enable	wh2_dlc17_effect_enable_attribute_snipe_chameleon_skinks	wh2_dlc17_snipe_chameleon_skink_skirmishers
enable	wh2_dlc17_effect_enable_attribute_snipe_rangers	wh2_dlc17_snipe_rangers
enable	wh2_dlc17_effect_enable_attribute_stalk_all_skink_units	wh2_dlc17_stalk_all_skinks
enable	wh2_dlc17_effect_enable_attribute_unspottable_chameleon_stalkers	wh2_dlc17_unspottable_chameleon_stalkers
enable	wh2_dlc17_effect_enable_attribute_vanguard_deployment_bst_bestigors	wh2_dlc17_effect_enable_attribute_vanguard_deployment_bst_bestigors
enable	wh2_dlc17_effect_enable_attribute_vanguard_deployment_bst_chariot_units	wh2_dlc17_effect_enable_attribute_vanguard_deployment_bst_chariot_units
enable	wh2_dlc17_effect_enable_attribute_vanguard_deployment_bst_wargor_chariot_mounts	wh2_dlc17_effect_enable_attribute_vanguard_deployment_bst_wargor_chariot_mounts
enable	wh2_dlc17_effect_enable_attribute_vanguard_deployment_bst_wargor_unmounted	wh2_dlc17_effect_enable_attribute_vanguard_deployment_bst_wargor_unmounted
enable	wh2_dlc17_effect_enable_attribute_vanguard_deployment_minotaurs	wh2_dlc17_vanguard_minotaurs
enable	wh2_dlc17_effect_vanguard_deployment_skinks	wh2_dlc17_vanguard_skinks
enable	wh2_main_effect_attribute_enable_causes_fear_blackguard	def_enable_fear_blackguard
enable	wh2_main_effect_attribute_enable_causes_fear_shades	def_enable_fear_shades
enable	wh2_main_effect_attribute_enable_vanguard_deployment_archers_spearmen	wh2_main_hef_moranions_wayshard
enable	wh2_main_effect_attribute_enable_vanguard_deployment_lzd_units	lzd_astromancy_guerilla_units_deploy
enable	wh2_main_spawning_blessed_kroxigors_cause_terror	lzd_enable_terror_blessed_kroxigors
enable	wh2_twa03_effect_attribute_stalk_cold_ones	wh2_twa03_stalk_cold_ones
enable	wh2_twa03_effect_unit_enable_attribute_guerrilla_deployment_corsairs	wh2_twa03_vanguard_corsairs
enable	wh3_dlc20_attribute_expendable_marauders_marauder_cav	wh3_dlc20_expendable_marauder_horsemen
enable	wh3_dlc20_attribute_expendable_marauders_marauder_cav	wh3_dlc20_expendable_marauders
enable	wh3_dlc20_effect_attribute_cause_fear_undivided_units	cause_fear_undivided_units
enable	wh3_dlc20_effect_attribute_enable_ogre_charge_skullcrushers_knights_mkho	wh3_dlc20_ogre_charge_knights_mkho
enable	wh3_dlc20_effect_attribute_enable_ogre_charge_skullcrushers_knights_mkho	wh3_dlc20_ogre_charge_skullcrushers
enable	wh3_dlc20_effect_attribute_enable_perfect_vigour_chs_forsaken	wh3_dlc20_effect_attribute_perfect_vigour_forsaken
enable	wh3_dlc20_effect_attribute_expert_charge_defence_chs_spear_halberd_units_rank_4	wh3_dlc20_expert_charge_defence_chs_spear_halberds_rank_4
enable	wh3_dlc20_effect_attribute_fear_aspiring_champions	wh3_dlc20_effect_attribute_fear_chosen_und
enable	wh3_dlc20_effect_attribute_fear_aspiring_champions	wh3_dlc20_effect_attribute_fear_terror_aspiring_champions
enable	wh3_dlc20_effect_attribute_immpsy_aspiring_champions	wh3_dlc20_effect_attribute_immpsy_aspiring_champions
enable	wh3_dlc20_effect_attribute_perfect_vigour_aspiring_champions	wh3_dlc20_effect_attribute_perfect_vigour_aspiring_champions
enable	wh3_dlc20_effect_attribute_perfect_vigour_aspiring_champions	wh3_dlc20_effect_attribute_perfect_vigour_chosen_und
enable	wh3_dlc20_effect_attribute_perfect_vigour_chosen	wh3_dlc20_effect_attribute_perfect_vigour_chosen
enable	wh3_dlc20_effect_attribute_strider_aspiring_champions	wh3_dlc20_effect_attribute_strider_aspiring_champions
enable	wh3_dlc20_effect_attribute_terror_chaos_spawn	wh3_dlc20_terror_chaos_spawn
enable	wh3_dlc20_effect_attribute_vanguard_marauders_warriors	wh3_dlc20_effect_attribute_vanguard_chosen
enable	wh3_dlc20_effect_attribute_vanguard_marauders_warriors	wh3_dlc20_effect_attribute_vanguard_marauders
enable	wh3_dlc20_effect_attribute_vanguard_marauders_warriors	wh3_dlc20_effect_attribute_vanguard_warriors
enable	wh3_dlc20_effect_attribute_vanguard_slaanesh_units	vanguard_slaanesh_units
enable	wh3_dlc20_effect_cause_fear_chs_great_weapons_units_rank_4	wh3_dlc20_cause_fear_rank_4_chs_great_weapons
enable	wh3_dlc20_effect_enable_attribute_vanguard_deployment_chs_chaos_knights	wh3_dlc20_vanguard_chaos_knights
enable	wh3_dlc20_effect_enable_attribute_vanguard_deployment_chs_juggernauts	wh3_dlc20_vanguard_juggernauts
enable	wh3_dlc20_effect_expendable_all_non_characters	expendable_all_non_characters
enable	wh3_dlc23_effect_ability_replace_burning_bright_upgraded_chd_kdaai	unbreakable_chd_kdaai
enable	wh3_dlc23_effect_attribute_enable_causes_fear_chd_melee_inf	cause_fear_chd_mel_inf
enable	wh3_dlc23_effect_attribute_enable_charge_defence_chd_warriors	wh3_dlc23_charge_defence_large_chd_warriors
enable	wh3_dlc23_effect_attribute_enable_charge_reflection_chd_melee_inf	charge_reflection_chd_melee_inf
enable	wh3_dlc23_effect_attribute_enable_charge_reflection_infernal_guard	wh3_dlc23_charge_reflection_chd_infernal_guard
enable	wh3_dlc23_effect_attribute_enable_expert_charge_defence_infernal_ironsworn	wh3_dlc23_expert_charge_defence_chd_infernal_ironsworn
enable	wh3_dlc23_effect_attribute_enable_hellforged_chd_bull_centaur	hellforged_chd_bull_centaurs
enable	wh3_dlc23_effect_attribute_enable_immune_to_psychology_chd_infernal	wh3_dlc23_effect_attribute_enable_immune_to_psychology_infernal
enable	wh3_dlc23_effect_attribute_enable_immune_to_psychology	wh3_dlc23_immune_to_psychology_kislev
enable	wh3_dlc23_effect_attribute_enable_stalk_chd_flying_monsters	stalk_chd_flying_monsters
enable	wh3_dlc23_effect_attribute_enable_stalk_chd_missile_infantry	stalk_chd_missile_inf
enable	wh3_dlc23_effect_attribute_enable_strider_chd_war_machines	wh3_dlc23_effect_attribute_enable_strider_chd_war_machines
enable	wh3_dlc23_effect_attribute_enable_vanguard_chd_centaur_taurus	vanguard_chd_centaur_taurus
enable	wh3_dlc23_effect_attribute_enable_vanguard_chd_kdaai	vanguard_chd_kdaai
enable	wh3_dlc23_effect_attribute_enable_vanguard_chd_missile_inf	vanguard_chd_mis_inf
enable	wh3_dlc23_effect_attribute_enable_vanguard_deployment_bull_centaurs	wh3_dlc23_effect_attribute_vanguard_chd_bull_centaurs
enable	wh3_dlc23_effect_attribute_enable_vanguard_deployment_chd_war_machines	wh3_dlc23_effect_attribute_enable_vanguard_deployment_chd_war_machines
enable	wh3_dlc23_effect_attribute_enable_vanguard_deployment_hobgoblins	wh3_dlc23_effect_attribute_vanguard_chd_hobgoblin_units
enable	wh3_dlc23_effect_attribute_perfect_vigour_chd_bull_centaur_renders	wh3_dlc23_effect_attribute_perfect_vigour_chd_bull_centaur_renders
enable	wh3_dlc23_effect_attribute_perfect_vigour_chd_bull_centaur_renders	wh3_dlc23_effect_attribute_perfect_vigour_chd_bull_centaur_renders_ror
enable	wh3_dlc23_effect_attribute_perfect_vigour_chd_kdaai	perfect_vigour_chd_kdaai
enable	wh3_dlc23_effect_enable_attribute_cause_terror_chd_centaur_taurus	terror_chd_centaur
enable	wh3_dlc23_effect_enable_attribute_devastating_flanker_chd_bull_centaurs	devastating_flanker_chd_bull_centaurs
enable	wh3_dlc23_effect_enable_attribute_encourage_chd_melee_inf	encourage_chd_melee_inf
enable	wh3_dlc23_effect_enable_attribute_immpsy_chd_melee_inf	immune_to_psychology_chd_melee_inf
enable	wh3_dlc23_effect_enable_attribute_immpsy_hobgoblins	wh3_dlc23_effect_enable_attribute_immpsy_hobgoblins
enable	wh3_dlc23_effect_enable_attribute_stalk_hobgoblins	wh3_dlc23_effect_enable_attribute_vanguard_deployment_hobgoblins
enable	wh3_dlc23_effect_enable_attribute_strider_chd_kdaai	strider_chd_kdaai
enable	wh3_dlc23_effect_enable_attribute_vanguard_deployment_hobgoblins	wh3_dlc23_effect_enable_attribute_stalk_hobgoblins
enable	wh3_dlc23_effect_enable_vanguard_deployment_chd_flying_beasts	vanguard_chd_taurus_lammasu
enable	wh3_dlc23_effect_force_stat_missile_block_chance_chd_kdaai	360_missile_block_chd_kdaai
enable	wh3_dlc23_effect_immunity_to_contact_effects_chd_melee_inf	contact_immune_chd_mel_inf
enable	wh3_dlc23_effect_immunity_to_contact_effects_chd_warmachines	contact_immune_chd_warmachines
enable	wh3_dlc24_effect_attribute_enable_360_missile_block_cth_lord_magistrate_sky_lantern_mount	wh3_dlc24_effect_attribute_enable_360_missile_block_cth_lord_magistrate_sky_lantern_mount
enable	wh3_dlc24_effect_attribute_enable_360_missile_block_cth_war_compass	wh3_dlc24_effect_attribute_enable_360_missile_block_cth_war_compass
enable	wh3_dlc24_effect_attribute_enable_immune_to_psychology_ksl_tzar_guard	wh3_dlc24_ksl_tzar_guard_enable_immune_to_psychology
enable	wh3_dlc24_effect_attribute_enable_snipe_akshina_ambushers	wh3_dlc24_snipe_akshina_ambushers
enable	wh3_dlc24_effect_attribute_mastery_of_the_winds_jade_lions	wh3_dlc24_effect_attribute_mastery_of_the_winds_jade_lions
enable	wh3_dlc24_effect_attribute_strider_marauder_infantry	wh3_dlc24_effect_attribute_strider_marauder_infantry
enable	wh3_dlc24_effect_attribute_terror_tze_horrors	wh3_dlc24_effect_attribute_terror_tze_horrors
enable	wh3_dlc24_effect_enable_attribute_strider_cth_peasants	wh3_dlc24_effect_enable_attribute_strider_cth_peasants
enable	wh3_dlc24_effect_force_attribute_enable_terror_ostankya_spiders	wh3_dlc24_effect_force_attribute_enable_terror_ostankya_spiders
enable	wh3_dlc24_effect_force_attribute_stalk_things_in_the_woods	wh3_dlc24_effect_force_attribute_stalk_things_in_the_woods
enable	wh3_dlc24_effect_force_attribute_stalk_things_in_the_woods	wh3_dlc24_effect_force_attribute_stalk_things_in_the_woods_1
enable	wh3_dlc24_effect_unit_enable_attribute_expert_charge_defence_terracotta_sentinal	wh2_dlc16_effect_expert_charge_defence_eternal_guard
enable	wh3_dlc24_effect_unit_enable_attribute_expert_charge_defence_terracotta_sentinal	wh3_dlc24_effect_unit_enable_attribute_expert_charge_defence_terracotta_sentinal
enable	wh3_dlc24_effect_unit_enable_spell_mastery_hag_witches	wh3_dlc24_effect_unit_enable_spell_mastery_hag_witches
enable	wh3_dlc25_attribute_enable_stalk_dwf_goblin_hewer	wh3_dlc25_stalk_dwf_goblin_hewer
enable	wh3_dlc25_effect_attribute_enable_360_missile_block_dwf_gyrocopters	dwf_gyrocopters_360_block
enable	wh3_dlc25_effect_attribute_enable_ballistic_plating_steam_tank	wh3_dlc25_effect_attribute_enable_ballistic_plating_steam_tank
enable	wh3_dlc25_effect_attribute_enable_cause_fear_dwf_characters	wh3_dlc25_enable_fear_characters
enable	wh3_dlc25_effect_attribute_enable_causes_terror_all_units	wh3_dlc25_enable_terror_all_units
enable	wh3_dlc25_effect_attribute_enable_causes_terror_cavalry_chariot	wh2_dlc25_effect_enable_attribute_cause_terror_cavalry_chariot
enable	wh3_dlc25_effect_attribute_enable_causes_terror_plague_ogre	wh3_dlc25_effect_attribute_enable_causes_terror_plague_ogre
enable	wh3_dlc25_effect_attribute_enable_charge_reflection_dwf_longbeards_gw	wh3_dlc25_charge_reflection_dwf_gw
enable	wh3_dlc25_effect_attribute_enable_encourage_dwf_hammerers_rank7	wh3_dlc25_effect_attribute_enable_encourage_dwf_hammerers_rank7
enable	wh3_dlc25_effect_attribute_enable_encourage_dwf_hammerers_rank7	wh3_dlc25_effect_attribute_enable_encourage_dwf_hammerers_ror_rank7
enable	wh3_dlc25_effect_attribute_enable_immune_to_psychology_chd_fireglavies	wh3_dlc25_effect_attribute_enable_immune_to_psychology_fireglaives
enable	wh3_dlc25_effect_attribute_enable_immune_to_psychology_emp_melee_cavalry	cavalry_immune_to_psychology
enable	wh3_dlc25_effect_attribute_enable_perfect_vigour_dwf_slayers	wh3_dlc25_perfect_vigour_all_slayers
enable	wh3_dlc25_effect_attribute_enable_spell_mastery_emp_wizards	wh3_dlc25_emp_wizards_spell_mastery
enable	wh3_dlc25_effect_attribute_enable_strider_emp_vehicles	wh3_dlc25_effect_attribute_enable_strider_emp_vehicles
enable	wh3_dlc25_effect_attribute_enable_strider_slayers	wh3_dlc25_effect_enable_attribute_strider_dwf_slayers
enable	wh3_dlc25_effect_attribute_enable_unbreakable_dwf_gyrocopter_gyrobomber	unbreakable_dwf_gyro_units
enable	wh3_dlc25_effect_attribute_enable_unbreakable_nur_toad_dragon	wh3_dlc25_effect_attribute_enable_unbreakable_nur_toad_dragon
enable	wh3_dlc25_effect_attribute_enable_vanguard_deployment_dwf_flying	wh2_dlc16_flying_guerilla_deploy
enable	wh3_dlc25_effect_attribute_enable_vanguard_deployment_emp_vehicles	wh3_dlc25_effect_attribute_enable_vanguard_deployment_emp_vehicles
enable	wh3_dlc25_effect_attribute_enable_vanguard_deployment_gyrocopters	vanguard_dwf_gyrocopters
enable	wh3_dlc25_effect_attribute_enalbe-vanguard_dwf_goblin_hewer	wh3_dlc25_vanguard_dwf_goblin_hewer
enable	wh3_dlc25_effect_attribute_flanking_immune_artillery	immune_to_flanking_artillery
enable	wh3_dlc25_effect_enable_attribute_cause_fear_gyrocopter_brimstone	wh3_dlc25_effect_enable_attribute_cause_fear_gyrocopter_brimstone
enable	wh3_dlc25_effect_enable_attribute_cause_terror_emp_demigryph	wh3_dlc25_effect_attribute_enable_terror_demigryph
enable	wh3_dlc25_effect_enable_attribute_immpsy_cavalry_chariot	wh3_dlc25_immune_to_psychology_cavalry_chariot
enable	wh3_dlc25_effect_enable_attribute_immpsy_dwf_miners	wh3_dlc25_immune_to_psychology_dwf_miners
enable	wh3_dlc25_effect_enable_attribute_immpsy_mortals	wh3_dlc25_immune_to_psychology_mortals
enable	wh3_dlc25_effect_enable_encourage_emp_steam_tank_luminark_landship	wh3_dlc25_effect_enable_attrtibute_encourage_emp_steam_luminark_land_ship
enable	wh3_dlc25_effect_force_ability_devastating_flanker_emp_reiksguard	wh3_dlc25_effect_force_ability_devastating_flanker_emp_reiksguard
enable	wh3_dlc25_effect_force_attribute_enable_strider_emp_cavalry	wh3_dlc25_cavalry
enable	wh3_dlc25_effect_force_unit_attribute_perfect_vigour_dwf_goblin_hewer	perfect_vigour_goblin_hewer
enable	wh3_dlc25_effect_ritual_amethyst_ironsides_upgrade_360_missile_block	emp_amethyst_ironsides_360_block
enable	wh3_dlc25_effect_ritual_amethyst_land_ship_upgrade_360_missile_block	emp_land_ship_morr_360_block
enable	wh3_dlc25_effect_ritual_buckshot_reaper_upgrade_stalk	wh3_dlc25_emp_cav_outrider_morr_stalk
enable	wh3_dlc25_effect_ritual_buckshot_reaper_upgrade_terror	wh3_dlc25_effect_attribute_enable_terror_amethyst_outrider
enable	wh3_dlc25_effect_ritual_buckshot_reaper_upgrade_unspottable	wh3_dlc25_emp_cav_outrider_morr_unspottable
enable	wh3_dlc25_effect_ritual_cultist_deathstorm_upgrade_vigour	wh3_dlc25_emp_art_helstorm_rocket_battery_morr_fatigue_immune
disable	wh3_dlc25_effect_ritual_gunnery_school_belblasters_run	wh3_dlc25_helblaster_cant_run
enable	wh3_dlc25_effect_ritual_gunnery_school_cav_guns_upgrade_strider	emp_gunnery_cav_strider
enable	wh3_dlc25_effect_ritual_gunnery_school_land_ship_contact_immunity	emp_land_ship_contact_immunity
enable	wh3_dlc25_effect_ritual_gunnery_school_land_ship_missile_block	emp_land_ship_360_block
enable	wh3_dlc25_effect_ritual_gunnery_school_mortors_snipe	wh3_dlc25_mortors_snipe
enable	wh3_dlc25_effect_ritual_gunnery_school_mortors_stalk	wh3_dlc25_mortors_stalk
enable	wh3_dlc25_effect_unit_enable_attribute_expert_charge_defence_nur_infantry_daemonic	wh3_dlc25_effect_unit_enable_attribute_expert_charge_defence_nur_infantry_daemonic
enable	wh3_dlc25_nur_chieftains_attribute_enable_strider_melee_troops	wh3_dlc25_nur_chieftains_exalted_hero_melee_infantry_enable_strider
disable	wh3_dlc26_effect_attribute_disable_ogre_charge_hidden	wh3_dlc26_ogr_inf_ogre_charge
enable	wh3_dlc26_effect_attribute_enable_causes_fear_grn_spider_riders_rank7	wh3_dlc26_cause_fear_grn_spider_riders_rank7
enable	wh3_dlc26_effect_attribute_enable_causes_fear_grn_spider_riders_rank7	wh3_dlc26_cause_fear_grn_spider_riders_rank7_ror
enable	wh3_dlc26_effect_attribute_enable_causes_terror_grn_spider_riders_rank7	wh3_dlc26_cause_terror_grn_spider_riders_rank7
enable	wh3_dlc26_effect_attribute_enable_causes_terror_grn_spider_riders_rank7	wh3_dlc26_cause_terror_grn_spider_riders_rank7_ror
enable	wh3_dlc26_effect_attribute_enable_causes_terror_ogr_maneaters	wh3_dlc26_effect_attribute_enable_causes_terror_ogr_maneaters
enable	wh3_dlc26_effect_attribute_enable_devastating_flanker_grn_spider_riders_all	wh3_dlc26_devastating_flanker_grn_spider_riders_all_snagla
enable	wh3_dlc26_effect_attribute_enable_devastating_flanker_kho_chaos_knights_skullcrushers	wh3_dlc26_effect_attribute_enable_devastating_flanker_kho_chaos_knights_skullcrushers
enable	wh3_dlc26_effect_attribute_enable_devastating_flanker_ogr_crushers	wh3_dlc26_devastating_flanker_ogr_crushers
enable	wh3_dlc26_effect_attribute_enable_devastating_flanker_ogr_gorgers	wh3_dlc26_effect_attribute_enable_devastating_flanker_ogr_gorgers
enable	wh3_dlc26_effect_attribute_enable_directional_armour_thundertusk_stonehorn	wh3_dlc26_effect_attribute_enable_directional_armour_thundertusk_stonehorn
enable	wh3_dlc26_effect_attribute_enable_glorious_charge_bloodbeasts	wh3_dlc26_glorious_charge_bloodbeast_of_khorne_minotaurs_spawn_of_khorne
enable	wh3_dlc26_effect_attribute_enable_ogre_charge_upgraded	wh3_dlc26_ogr_inf_ogre_charge_upgraded
enable	wh3_dlc26_effect_attribute_enable_perfect_vigour_ogr_sabretusk	wh3_dlc26_effect_attribute_enable_perfect_vigour_ogr_sabretusk
enable	wh3_dlc26_effect_attribute_enable_snipe_grn_spider_riders	wh3_dlc26_snipe_grn_spider_riders
enable	wh3_dlc26_effect_attribute_enable_stalk_grn_arachnarok	grn_arachnarok_stalk
enable	wh3_dlc26_effect_attribute_enable_stalk_grn_characters	grn_characters_stalk
enable	wh3_dlc26_effect_attribute_enable_stalk_grn_spider_riders	wh3_dlc26_stalk_grn_spider_riders
enable	wh3_dlc26_effect_attribute_enable_stalk_ogr_hunters_beasts	wh3_dlc26_ogr_hunters_beasts_enable_stalk
enable	wh3_dlc26_effect_attribute_enable_strider_kho_chaos_knights_skullcrushers	wh3_dlc26_effect_attribute_enable_strider_kho_chaos_knights_skullcrushers
enable	wh3_dlc26_effect_attribute_enable_unbreakable_grn_spiders_rank7	wh3_dlc26_unbreakable_grn_arachnarok_rank7
enable	wh3_dlc26_effect_attribute_enable_unbreakable_grn_spiders_rank7	wh3_dlc26_unbreakable_grn_arachnarok_rank7_ror
enable	wh3_dlc26_effect_attribute_enable_unbreakable_grn_spiders_rank7	wh3_dlc26_unbreakable_wh3_dlc26_grn_spider_riders_rank7
enable	wh3_dlc26_effect_attribute_enable_unbreakable_grn_spiders_rank7	wh3_dlc26_unbreakable_wh3_dlc26_grn_spider_riders_rank7_ror
enable	wh3_dlc26_effect_attribute_enable_unbreakable_grn_waaagh_units	wh3_dlc26_attribute_enable_unbreakable_grn_waaagh_units
enable	wh3_dlc26_effect_attribute_enable_unbreakable_kho_non_daemonic_rank7	wh3_dlc26_effect_attribute_enable_unbreakable_kho_non_daemonic_rank7
enable	wh3_dlc26_effect_attribute_enable_unbreakable_kho_non_daemonic_ror	wh3_dlc26_effect_attribute_enable_unbreakable_kho_non_daemonic_ror
enable	wh3_dlc26_effect_attribute_enable_unbreakable_regiments_of_renown	wh3_dlc26_effect_attribute_enable_unbreakable_regiments_of_renown
enable	wh3_dlc26_effect_attribute_enable_unspottable_grn_night_goblin_archers	grn_night_goblin_archers_unspottable
enable	wh3_dlc26_effect_attribute_enable_unspottable_grn_spider_riders	wh3_dlc26_unspottable_grn_spider_riders
enable	wh3_dlc26_effect_attribute_enable_vanguard_deployment_cultist_of_khorne	wh3_dlc26_vanguard_cultist_of_khorne
