key	left_click_down	left_click_up	right_click	mouse_on	mouse_off	drag_start	drag_stop	shortcut	panel_opened	panel_closed	double_left_click	mouse_on_off_cooldown	panel_opened_closed_cooldown
UI_BAT_HUD_Radial_Construct_Button	GBL_UI_Click_Small_Down	UI_BAT_HUD_Radial_Construct_Select		UI_MSO_Generic_Small			UI_BAT_HUD_Radial_Construct_Select	UI_BAT_HUD_Radial_Construct_Select				true	true
UI_BAT_HUD_Radial_Dismantle_Button	GBL_UI_Click_Small_Down	UI_BAT_HUD_Radial_Dismantle_Select		UI_MSO_Generic_Small			UI_BAT_HUD_Radial_Dismantle_Select	UI_BAT_HUD_Radial_Dismantle_Select				true	true
UI_BAT_HUD_Reinforcements_Close	GBL_UI_Click_Medium_Down	UI_BAT_HUD_Reinforcements_Close		UI_MSO_Generic_Small			UI_BAT_HUD_Reinforcements_Close	UI_BAT_HUD_Reinforcements_Close				true	true
UI_BAT_HUD_Reinforcements_Confirm	GBL_UI_Click_Medium_Down	UI_BAT_HUD_Reinforcements_Confirm		UI_MSO_Generic_Small			UI_BAT_HUD_Reinforcements_Confirm	UI_BAT_HUD_Reinforcements_Confirm				true	true
UI_BAT_HUD_Reinforcements_Deselect	GBL_UI_Click_Medium_Down	UI_BAT_HUD_Reinforcements_Deselect		UI_MSO_Generic_Small			UI_BAT_HUD_Reinforcements_Deselect	UI_BAT_HUD_Reinforcements_Deselect				true	true
UI_BAT_HUD_Reinforcements_Expand	GBL_UI_Click_Medium_Down	UI_BAT_HUD_Reinforcements_Expand		UI_MSO_Generic_Small			UI_BAT_HUD_Reinforcements_Expand	UI_BAT_HUD_Reinforcements_Expand				true	true
UI_BAT_HUD_Reinforcements_Open	GBL_UI_Click_Medium_Down	UI_BAT_HUD_Reinforcements_Open		UI_MSO_Generic_Small			UI_BAT_HUD_Reinforcements_Open	UI_BAT_HUD_Reinforcements_Open				true	true
UI_BAT_HUD_Reinforcements_Select	GBL_UI_Click_Medium_Down	UI_BAT_HUD_Reinforcements_Select		UI_MSO_Generic_Small			UI_BAT_HUD_Reinforcements_Select	UI_BAT_HUD_Reinforcements_Select				true	true
UI_BAT_HUD_Supplies_Upgrades	GBL_UI_Click_Small_Down			UI_MSO_Generic_Small			UI_BAT_HUD_Supply_Upgrade	UI_BAT_HUD_Supply_Upgrade				true	true
UI_BAT_MSO_ESC_Menu_Open				UI_MSO_Generic_Small								true	true
UI_BAT_POPUP_Generic												true	true
UI_BAT_POPUP_Results										UI_POPUP_Results		true	true
UI_BAT_SoM_Tzeentch_Lore_Select	GBL_UI_Click_Medium_Down	UI_BAT_SoM_Tzeentch_Lore_Select		UI_MSO_Generic_Small			UI_BAT_SoM_Tzeentch_Lore_Select	UI_BAT_SoM_Tzeentch_Lore_Select				true	true
UI_BAT_Spawn_Reinforcements	GBL_UI_Click_Medium_Down	UI_BAT_Spawn_Reinforcements		UI_MSO_Generic_Small			UI_BAT_Spawn_Reinforcements	UI_BAT_Spawn_Reinforcements				true	true
UI_CAM_Button_CP1_Twitch_Rename_Unit	GBL_UI_Click_Large_Down	UI_CAM_Button_Twitch_Rename_Units		UI_MSO_Generic_Medium				UI_CAM_Button_Twitch_Rename_Units				true	true
UI_CAM_Button_DLC27_HEF_Asur_Domination_Dilemma_Activate	GBL_UI_Click_Large_Down	UI_CAM_Button_Hef_Asur_Domination_Dilemma_Activate		UI_MSO_Generic_Medium				UI_CAM_Button_Hef_Asur_Domination_Dilemma_Activate				true	true
UI_CAM_Button_DLC27_HEF_Asur_Domination_Gift_Choice	GBL_UI_Click_Large_Down	UI_CAM_Button_Hef_Asur_Domination_Gift_Choice		UI_MSO_Generic_Medium				UI_CAM_Button_Hef_Asur_Domination_Gift_Choice				true	true
UI_CAM_Button_DLC27_HEF_Asur_Domination_Leaders_Click	GBL_UI_Click_Large_Down	UI_CAM_Button_Hef_Asur_Domination_Leaders_Click		UI_MSO_Generic_Medium				UI_CAM_Button_Hef_Asur_Domination_Leaders_Click				true	true
UI_CAM_Button_DLC27_HEF_Asur_Domination_Settlement_Choice	GBL_UI_Click_Large_Down	UI_CAM_Button_Hef_Asur_Domination_Settlement_Choice		UI_MSO_Generic_Medium				UI_CAM_Button_Hef_Asur_Domination_Settlement_Choice				true	true
UI_CAM_Button_DLC27_HEF_Dragonships_Perform	GBL_UI_Click_Large_Down	UI_CAM_HEF_Dragonships_Perform		UI_MSO_Generic_Medium				UI_CAM_HEF_Dragonships_Perform				true	true
UI_CAM_Button_DLC27_HEF_Intrigue_At_Court_Confederate	GBL_UI_Click_Large_Down	UI_CAM_Btn_Hef_Intrigue_At_Court_Confederate		UI_MSO_Generic_Medium				UI_CAM_Btn_Hef_Intrigue_At_Court_Confederate				true	true
UI_CAM_Button_DLC27_HEF_Intrigue_At_Court_Occupy	GBL_UI_Click_Large_Down	UI_CAM_Btn_Hef_Intrigue_At_Court_Occupy		UI_MSO_Generic_Medium				UI_CAM_Btn_Hef_Intrigue_At_Court_Occupy				true	true
UI_CAM_Button_DLC27_HEF_Intrigue_At_Court_Tribute	GBL_UI_Click_Large_Down	UI_CAM_Btn_Hef_Intrigue_At_Court_Tribute		UI_MSO_Generic_Medium				UI_CAM_Btn_Hef_Intrigue_At_Court_Tribute				true	true
UI_CAM_Button_DLC27_HEF_Secrets_Of_The_White_Tower_AvailableActions	GBL_UI_Click_Large_Down	UI_CAM_HEF_Secrets_Of_The_White_Tower_AvailableActions		UI_MSO_Generic_Medium				UI_CAM_HEF_Secrets_Of_The_White_Tower_AvailableActions				true	true
UI_CAM_Button_DLC27_HEF_Secrets_Of_The_White_Tower_Perform	GBL_UI_Click_Large_Down	UI_CAM_HEF_Secrets_Of_The_White_Tower_Perform		UI_MSO_Generic_Medium				UI_CAM_HEF_Secrets_Of_The_White_Tower_Perform				true	true
UI_CAM_Button_DLC27_HEF_Secrets_Of_The_White_Tower_Spell_School_Tab	GBL_UI_Click_Large_Down	UI_CAM_HEF_Secrets_Of_The_White_Tower_Spell_Schools		UI_MSO_Generic_Medium				UI_CAM_HEF_Secrets_Of_The_White_Tower_Spell_Schools				true	true
UI_CAM_Button_DLC27_HEF_Secrets_Of_The_White_Tower_Unlocks	GBL_UI_Click_Large_Down	UI_CAM_HEF_Secrets_Of_The_White_Tower_Unlocks		UI_MSO_Generic_Medium				UI_CAM_HEF_Secrets_Of_The_White_Tower_Unlocks				true	true
UI_CAM_Button_DLC27_HEF_Valiant_Imperatives_Perform_Click	GBL_UI_Click_Large_Down	UI_CAM_Btn_Hef_Valiant_Imperatives_Perform_Button		UI_MSO_Generic_Medium				UI_CAM_Btn_Hef_Valiant_Imperatives_Perform_Button				true	true
UI_CAM_Button_DLC27_NOR_Altar_PB	GBL_UI_Click_Large_Down	UI_CAM_Button_NOR_Altar_Select		UI_MSO_Generic_Medium				UI_CAM_Button_NOR_Altar_Select				true	true
UI_CAM_Button_DLC27_NOR_Manipulations_Button	GBL_UI_Click_Large_Down	UI_CAM_NOR_Sayl_Manipulations_Perform		UI_MSO_Generic_Medium				UI_CAM_NOR_Sayl_Manipulations_Perform				true	true
UI_CAM_Button_DLC27_NOR_Monstrous_Arcanum_Taming_Hunts				UI_CAM_MSO_NOR_Taming_Hunts								true	true
UI_CAM_Button_DLC27_NOR_Seafang_Teleport	GBL_UI_Click_Large_Down	UI_CAM_Button_NOR_Seafang_Teleport		UI_MSO_Generic_Medium				UI_CAM_Button_NOR_Seafang_Teleport				true	true
UI_CAM_Button_DLC27_SLA_Caress_Button	GBL_UI_Click_Large_Down	UI_CAM_Button_Sla_Caress_Button		UI_MSO_Generic_Medium				UI_CAM_Button_Sla_Caress_Button				true	true
UI_CAM_Button_DLC29_EMP_Action_Contruct	GBL_UI_Click_Large_Down	UI_CAM_EMP_TempleOfUlric_Action_Upgrade		UI_MSO_Generic_Medium				UI_CAM_EMP_TempleOfUlric_Action_Construct				true	true
UI_CAM_Button_DLC29_EMP_Action_Perform	GBL_UI_Click_Large_Down	UI_CAM_EMP_TempleOfUlric_Action_Upgrade		UI_MSO_Generic_Medium				UI_CAM_EMP_TempleOfUlric_Action_Perform				true	true
UI_CAM_Button_DLC29_EMP_Action_Upgrade	GBL_UI_Click_Large_Down	UI_CAM_EMP_TempleOfUlric_Action_Upgrade		UI_MSO_Generic_Medium				UI_CAM_EMP_TempleOfUlric_Action_Upgrade				true	true
UI_CAM_Button_DLC29_NAG_Black_Pyramid_Confirm	GBL_UI_Click_Medium_Down	UI_CAM_NAG_Black_Pyramid_Button_Confirm		UI_MSO_Generic_Medium				UI_CAM_NAG_Black_Pyramid_Button_Confirm				true	true
UI_CAM_Button_DLC29_NAG_Black_Pyramid_Disempower_All	GBL_UI_Click_Medium_Down	UI_CAM_NAG_Black_Pyramid_Disempower_All		UI_MSO_Generic_Medium				UI_CAM_NAG_Black_Pyramid_Disempower_All				true	true
UI_CAM_Button_DLC29_NAG_Black_Pyramid_Disempower_Close	GBL_UI_Click_Medium_Down	UI_CAM_NAG_Black_Pyramid_Disempower_Close		UI_MSO_Generic_Medium				UI_CAM_NAG_Black_Pyramid_Disempower_Close				true	true
UI_CAM_Button_DLC29_NAG_Black_Pyramid_Disempower_Open	GBL_UI_Click_Medium_Down	UI_CAM_NAG_Black_Pyramid_Disempower_Open		UI_MSO_Generic_Medium				UI_CAM_NAG_Black_Pyramid_Disempower_Open				true	true
UI_CAM_Button_DLC29_NAG_Black_Pyramid_Talent_Deselect	GBL_UI_Click_Small_Down	UI_CAM_NAG_Black_Pyramid_Talent_Deselect		UI_MSO_Generic_Small				UI_CAM_NAG_Black_Pyramid_Talent_Deselect				true	true
UI_CAM_Button_DLC29_NAG_Black_Pyramid_Talent_Refund_Select	GBL_UI_Click_Small_Down	UI_CAM_NAG_Black_Pyramid_Talent_Refund_Selection		UI_MSO_Generic_Small				UI_CAM_NAG_Black_Pyramid_Talent_Refund_Selection				true	true
UI_CAM_Button_DLC29_NAG_Black_Pyramid_Talent_Select	GBL_UI_Click_Small_Down	UI_CAM_NAG_Black_Pyramid_Talent_Selection		UI_MSO_Generic_Small				UI_CAM_NAG_Black_Pyramid_Talent_Selection				true	true
UI_CAM_Button_DLC29_NAG_Books_of_Nagash_Select_Book_Active	GBL_UI_Click_Medium_Down	UI_CAM_NAG_Books_of_Nagash_Select_Book_Active		UI_MSO_Generic_Small				UI_CAM_NAG_Books_of_Nagash_Select_Book_Active				true	true
UI_CAM_Button_DLC29_NAG_Books_of_Nagash_Select_Book_Locked	GBL_UI_Click_Medium_Down	UI_CAM_NAG_Books_of_Nagash_Select_Book_Locked		UI_MSO_Generic_Small				UI_CAM_NAG_Books_of_Nagash_Select_Book_Locked				true	true
UI_CAM_Button_DLC29_NAG_Books_of_Nagash_Spell_Activate	GBL_UI_Click_Medium_Down	UI_CAM_NAG_Books_of_Nagash_Spell_Confirm_Anim		UI_MSO_Generic_Small				UI_CAM_NAG_Books_of_Nagash_Spell_Confirm_Anim				true	true
UI_CAM_Button_DLC29_NAG_Books_of_Nagash_Spell_Drag	UI_CAM_NAG_Books_of_Nagash_Spell_Click			UI_MSO_Generic_Small		UI_CAM_NAG_Books_of_Nagash_Spell_Drag_Start	UI_CAM_NAG_Books_of_Nagash_Spell_Drag_Stop					true	true
UI_CAM_Button_DLC29_NAG_Books_of_Nagash_Spell_Remove	GBL_UI_Click_Medium_Down		UI_CAM_NAG_Books_of_Nagash_Spell_Remove	UI_MSO_Generic_Small								true	true
UI_CAM_Button_DLC29_NAG_Mortarchs_Portrait_Select	GBL_UI_Click_Medium_Down	UI_CAM_NAG_Mortarchs_Button_Portrait_Select		UI_MSO_Generic_Medium				UI_CAM_NAG_Mortarchs_Button_Portrait_Select				true	true
UI_CAM_Button_DLC29_NAG_Mortarchs_Subjugate	GBL_UI_Click_Medium_Down	UI_CAM_NAG_Mortarchs_Button_Subjugate		UI_MSO_Generic_Medium				UI_CAM_NAG_Mortarchs_Button_Subjugate				true	true
UI_CAM_Button_DLC29_NAG_Nagash_Portal_Traverse	GBL_UI_Click_Small_Down	UI_CAM_NAG_Traverse_Start		UI_MSO_Generic_Medium								true	true
UI_CAM_Button_DLC29_NAG_Necromancy_Increase_Unit_Capacity	GBL_UI_Click_Small_Down	UI_CAM_NAG_Necromancy_Increase_Unit_Capacity		UI_MSO_Generic_Medium				UI_CAM_NAG_Necromancy_Increase_Unit_Capacity				true	true
UI_CAM_Button_DLC29_NAG_Necromancy_Unit_Tabs	GBL_UI_Click_Small_Down	UI_CAM_NAG_Necromancy_Tab		UI_MSO_Generic_Medium				UI_CAM_NAG_Necromancy_Tab				true	true
UI_CAM_Button_DLC29_VMP_Confederation_Confirm	GBL_UI_Click_Medium_Down	UI_CAM_VMP_Confederation_Button_Confirm		UI_MSO_Generic_Medium				UI_CAM_VMP_Confederation_Button_Confirm				true	true
UI_CAM_Button_DLC29_VMP_Confederation_Portrait_Select	GBL_UI_Click_Medium_Down	UI_CAM_VMP_Confederation_Button_Portrait_Select		UI_MSO_Generic_Medium				UI_CAM_VMP_Confederation_Button_Portrait_Select				true	true
UI_CAM_Button_DLC29_VMP_Web_of_Power_Action_Button	GBL_UI_Click_Medium_Down	UI_CAM_VMP_Web_of_Power_Button_Action		UI_MSO_Generic_Medium				UI_CAM_VMP_Web_of_Power_Button_Action				true	true
UI_CAM_Button_DLC29_VMP_Web_of_Power_Portrait_Select	GBL_UI_Click_Medium_Down	UI_CAM_VMP_Web_of_Power_Button_Portrait_Select		UI_MSO_Generic_Medium				UI_CAM_VMP_Web_of_Power_Button_Portrait_Select				true	true
UI_CAM_Button_DLC29_VMP_Web_of_Power_Slide	GBL_UI_Click_Small_Down	UI_CAM_VMP_Web_of_Power_Button_Slide		UI_MSO_Generic_Small			UI_CAM_VMP_Web_of_Power_Button_Slide	UI_CAM_VMP_Web_of_Power_Button_Slide				true	true
UI_CAM_Button_dlc27_nor_allegiance_crow	GBL_UI_Click_Large_Down	UI_CAM_Button_dlc27_nor_allegiance_crow		UI_MSO_Generic_Medium				UI_CAM_Button_dlc27_nor_allegiance_crow				true	true
UI_CAM_Button_dlc27_nor_allegiance_eagle	GBL_UI_Click_Large_Down	UI_CAM_Button_dlc27_nor_allegiance_eagle		UI_MSO_Generic_Medium				UI_CAM_Button_dlc27_nor_allegiance_eagle				true	true
UI_CAM_Button_dlc27_nor_allegiance_hound	GBL_UI_Click_Large_Down	UI_CAM_Button_dlc27_nor_allegiance_hound		UI_MSO_Generic_Medium				UI_CAM_Button_dlc27_nor_allegiance_hound				true	true
UI_CAM_Button_dlc27_nor_allegiance_serpent	GBL_UI_Click_Large_Down	UI_CAM_Button_dlc27_nor_allegiance_serpent		UI_MSO_Generic_Medium				UI_CAM_Button_dlc27_nor_allegiance_serpent				true	true
UI_CAM_CLICK_Cathay_Spice_Road_Select_Route	GBL_UI_Click_Small_Down	UI_CAM_CLICK_Cathay_Spice_Road_Select_Route		UI_MSO_Generic_Small			UI_CAM_CLICK_Cathay_Spice_Road_Select_Route	UI_CAM_CLICK_Cathay_Spice_Road_Select_Route				true	true
UI_CAM_CLICK_Character_Details_Ancillaries	GBL_UI_Click_Small_Down	UI_CAM_HUD_Ancillaries_Select	UI_CAM_HUD_Ancillaries_Select	UI_MSO_Generic_Small			UI_CAM_HUD_Ancillaries_Drag_Stop	UI_CAM_HUD_Ancillaries_Select			UI_CAM_HUD_Ancillaries_Double_Click	true	true
UI_CAM_CLICK_Character_Details_Magical_Items	GBL_UI_Click_Small_Down	UI_CAM_HUD_Ancillaries_Select	UI_CAM_HUD_Ancillaries_Select	UI_MSO_Generic_Small			UI_CAM_HUD_Ancillaries_Drag_Stop	UI_CAM_HUD_Ancillaries_Select			UI_CAM_HUD_Magical_Item_Double_Click	true	true
UI_CAM_CLICK_DLC16_SoT_World_Roots_Deep_Roots_Travel	GBL_UI_Click_Small_Down	UI_CLICK_DLC16_SoT_World_Roots_Panel_Deep_Roots_Travel		UI_MSO_Generic_Small			UI_CLICK_DLC16_SoT_World_Roots_Panel_Deep_Roots_Travel	UI_CLICK_DLC16_SoT_World_Roots_Panel_Deep_Roots_Travel				true	true
UI_CAM_CLICK_DLC16_SoT_World_Roots_Panel	GBL_UI_Click_Large_Down	UI_CLICK_DLC16_SoT_World_Roots_Panel_Open		UI_MSO_Generic_Medium			UI_CLICK_DLC16_SoT_World_Roots_Panel_Open	UI_CLICK_DLC16_SoT_World_Roots_Panel_Open				true	true
UI_CAM_CLICK_DLC16_SoT_World_Roots_Ritual_Activate	GBL_UI_Click_Small_Down	UI_CLICK_DLC16_SoT_World_Roots_Ritual_Activate		UI_MSO_Generic_Small			UI_CLICK_DLC16_SoT_World_Roots_Ritual_Activate	UI_CLICK_DLC16_SoT_World_Roots_Ritual_Activate				true	true
UI_CAM_CLICK_DLC16_Throt_Augment_Panel									UI_CLICK_DLC16_Throt_Augment_Panel_Open	UI_CLICK_DLC16_Throt_Augment_Panel_Close		true	true
UI_CAM_CLICK_DLC16_Throt_Augment_Panel_Hex_Confirm	GBL_UI_Click_Small_Down	UI_CLICK_DLC16_Throt_Augment_Panel_Augment_Confirm		UI_MSO_Generic_Small			UI_CLICK_DLC16_Throt_Augment_Panel_Augment_Confirm	UI_CLICK_DLC16_Throt_Augment_Panel_Augment_Confirm				true	true
UI_CAM_CLICK_DLC16_Throt_Augment_Panel_Hex_Select	GBL_UI_Click_Small_Down	UI_CLICK_DLC16_Throt_Augment_Panel_Augment_Select		UI_MSO_Generic_Small			UI_CLICK_DLC16_Throt_Augment_Panel_Augment_Select	UI_CLICK_DLC16_Throt_Augment_Panel_Augment_Select				true	true
UI_CAM_CLICK_DLC16_Throt_Augment_Panel_Tab_Select	GBL_UI_Click_Large_Down	UI_CLICK_DLC16_Throt_Augment_Panel_Tab_Select		UI_MSO_Generic_Medium			UI_CLICK_DLC16_Throt_Augment_Panel_Tab_Select	UI_CLICK_DLC16_Throt_Augment_Panel_Tab_Select				true	true
UI_CAM_CLICK_DLC16_Throt_Augment_Panel_Upgrade_Confirm	GBL_UI_Click_Small_Down	UI_CLICK_DLC16_Throt_Augment_Panel_Lab_Upgrade_Confirm		UI_MSO_Generic_Small			UI_CLICK_DLC16_Throt_Augment_Panel_Lab_Upgrade_Confirm	UI_CLICK_DLC16_Throt_Augment_Panel_Lab_Upgrade_Confirm				true	true
UI_CAM_CLICK_DLC16_Throt_Augment_Panel_Upgrade_Select	GBL_UI_Click_Small_Down	UI_CLICK_DLC16_Throt_Augment_Panel_Lab_Upgrade_Select		UI_MSO_Generic_Small			UI_CLICK_DLC16_Throt_Augment_Panel_Lab_Upgrade_Select	UI_CLICK_DLC16_Throt_Augment_Panel_Lab_Upgrade_Select				true	true
UI_CAM_CLICK_DLC16_Throt_Flesh_Lab_Empty_Growth_Vat	GBL_UI_Click_Small_Down	UI_CLICK_DLC16_Throt_Flesh_Lab_Bar_Empty_Growth_Vat		UI_MSO_Generic_Small			UI_CLICK_DLC16_Throt_Flesh_Lab_Bar_Empty_Growth_Vat	UI_CLICK_DLC16_Throt_Flesh_Lab_Bar_Empty_Growth_Vat				true	true
UI_CAM_CLICK_DLC17_Beastmen_Panel_Increase_Unit_Cap	GBL_UI_Click_Small_Down	UI_CLICK_DLC17_Beastmen_Panel_Increase_Unit_Cap		UI_MSO_Generic_Small			UI_CLICK_DLC17_Beastmen_Panel_Increase_Unit_Cap	UI_CLICK_DLC17_Beastmen_Panel_Increase_Unit_Cap				true	true
UI_CAM_CLICK_DLC17_Beastmen_Panel_Spend_Dread_Large	GBL_UI_Click_Large_Down	UI_CLICK_DLC17_Beastmen_Spend_Dread_Large		UI_MSO_Generic_Small			UI_CLICK_DLC17_Beastmen_Spend_Dread_Large	UI_CLICK_DLC17_Beastmen_Spend_Dread_Large				true	true
UI_CAM_CLICK_DLC17_Beastmen_Panel_Tab	GBL_UI_Click_Small_Down	UI_CLICK_DLC17_Beastmen_Panel_Tab		UI_MSO_Generic_Small			UI_CLICK_DLC17_Beastmen_Panel_Tab	UI_CLICK_DLC17_Beastmen_Panel_Tab				true	true
UI_CAM_CLICK_DLC17_Beastmen_Panel_Upgrade	GBL_UI_Click_Small_Down	UI_CLICK_DLC17_Beastmen_Spend_Item_Upgrade		UI_MSO_Generic_Small			UI_CLICK_DLC17_Beastmen_Spend_Item_Upgrade	UI_CLICK_DLC17_Beastmen_Spend_Item_Upgrade				true	true
UI_CAM_CLICK_DLC17_Oxotyl_Silent_Sanctum_Build_Confirm	GBL_UI_Click_Small_Down	UI_CLICK_DLC17_Oxotyl_Silent_Sanctum_Build_Confirm		UI_MSO_Generic_Small			UI_CLICK_DLC17_Oxotyl_Silent_Sanctum_Build_Confirm	UI_CLICK_DLC17_Oxotyl_Silent_Sanctum_Build_Confirm				true	true
UI_CAM_CLICK_DLC17_Oxotyl_Silent_Sanctum_Select	GBL_UI_Click_Small_Down	UI_CLICK_Settlement_Select		UI_MSO_Generic_Small			UI_CLICK_Settlement_Select	UI_CLICK_Settlement_Select				true	true
UI_CAM_CLICK_DLC17_Oxotyl_Silent_Sanctum_Toggle_Close	GBL_UI_Click_Small_Down	UI_CLICK_DLC17_Oxotyl_Silent_Sanctum_Panel_Btn_Toggle_Close		UI_MSO_Generic_Small			UI_CLICK_DLC17_Oxotyl_Silent_Sanctum_Panel_Btn_Toggle_Close	UI_CLICK_DLC17_Oxotyl_Silent_Sanctum_Panel_Btn_Toggle_Close				true	true
UI_CAM_CLICK_DLC17_Oxotyl_Silent_Sanctum_Toggle_Open	GBL_UI_Click_Small_Down	UI_CLICK_DLC17_Oxotyl_Silent_Sanctum_Panel_Btn_Toggle_Open		UI_MSO_Generic_Small			UI_CLICK_DLC17_Oxotyl_Silent_Sanctum_Panel_Btn_Toggle_Open	UI_CLICK_DLC17_Oxotyl_Silent_Sanctum_Panel_Btn_Toggle_Open				true	true
UI_CAM_CLICK_DLC17_Oxotyl_Threat_Map_Close	GBL_UI_Click_Small_Down	UI_CLICK_DLC17_Oxotyl_Threat_Map_Panel_Close										true	true
UI_CAM_CLICK_DLC17_Oxotyl_Threat_Map_Open	GBL_UI_Click_Small_Down	UI_CLICK_DLC17_Oxotyl_Threat_Map_Panel_Open										true	true
UI_CAM_CLICK_DLC17_Oxotyl_Threat_Map_Panel									UI_CLICK_DLC17_Oxotyl_Threat_Map_Panel_Open	UI_CLICK_DLC17_Oxotyl_Threat_Map_Panel_Close		true	true
UI_CAM_CLICK_DLC17_Oxotyl_Threat_Panel_Travel_Confirm	GBL_UI_Click_Small_Down	UI_CLICK_DLC17_Oxotyl_Threat_Map_Panel_Travel_Confirm		UI_MSO_Generic_Small			UI_CLICK_DLC17_Oxotyl_Threat_Map_Panel_Travel_Confirm	UI_CLICK_DLC17_Oxotyl_Threat_Map_Panel_Travel_Confirm				true	true
UI_CAM_CLICK_DLC17_Taurox_Rampage_Panel_Close	GBL_UI_Click_Small_Down	UI_CLICK_DLC17_Taurox_Rampage_Panel_Close		UI_MSO_Generic_Small			UI_CLICK_DLC17_Taurox_Rampage_Panel_Close	UI_CLICK_DLC17_Taurox_Rampage_Panel_Close				true	true
UI_CAM_CLICK_DLC17_Taurox_Rampage_Panel_Open	GBL_UI_Click_Small_Down	UI_CLICK_DLC17_Taurox_Rampage_Panel_Open		UI_MSO_Generic_Small			UI_CLICK_DLC17_Taurox_Rampage_Panel_Open	UI_CLICK_DLC17_Taurox_Rampage_Panel_Open				true	true
UI_CAM_CLICK_DLC17_Taurox_Rampage_Panel_Rwrd_Claim	GBL_UI_Click_Small_Down	UI_CLICK_DLC17_Taurox_Rampage_Panel_Rwrd_Claim		UI_MSO_Generic_Small			UI_CLICK_DLC17_Taurox_Rampage_Panel_Rwrd_Claim	UI_CLICK_DLC17_Taurox_Rampage_Panel_Rwrd_Claim				true	true
UI_CAM_CLICK_DLC17_Taurox_Rampage_Panel_Rwrd_Opt_Btn	GBL_UI_Click_Small_Down	UI_CLICK_DLC17_Taurox_Rampage_Panel_Rwrd_Opt_Btn		UI_MSO_Generic_Small			UI_CLICK_DLC17_Taurox_Rampage_Panel_Rwrd_Opt_Btn	UI_CLICK_DLC17_Taurox_Rampage_Panel_Rwrd_Opt_Btn				true	true
UI_CAM_CLICK_DLC17_Taurox_Rampage_Panel_Rwrd_Tier_Btn	GBL_UI_Click_Small_Down	UI_CLICK_DLC17_Taurox_Rampage_Panel_Rwrd_Tier_Btn		UI_MSO_Generic_Small			UI_CLICK_DLC17_Taurox_Rampage_Panel_Rwrd_Tier_Btn	UI_CLICK_DLC17_Taurox_Rampage_Panel_Rwrd_Tier_Btn				true	true
UI_CAM_CLICK_DLC17_Thorek_Rune_Locator_Btn	GBL_UI_Click_Small_Down	UI_CLICK_DLC17_Thorek_Rune_Locator_Btn		UI_MSO_Generic_Small			UI_CLICK_DLC17_Thorek_Rune_Locator_Btn	UI_CLICK_DLC17_Thorek_Rune_Locator_Btn				true	true
