id	option	option_set	target	value
1156044787	META_OPTION_SET	mis_engage_force_army_brt	default	mis_engage_force_army
1157708114	GEN_TARGET_REGION	mis_raid_region	default	
1158643982	VAR_OBJECTIVE_ENEMY_OF_TARGET_FACTION	mis_diplomatic_capture_region	default	
1159022645	GEN_CND_CULTURE	mis_raze_sack_settlement_ogr	default	wh3_main_ogr_ogre_kingdoms
1164223988	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	mis_recruit_agent	default	8
1170079034	CND_NOT_HAS_AGENT	mis_recruit_agent_engineer	default	engineer
1175248925	VAR_OBJECTIVE_ARMIES_ONLY	mis_engage_force_army	default	
11776585	GEN_CND_VISIBLE	mis_eliminate_character_in_battle_high_rank	default	
1178492706	GEN_CND_CULTURE	mis_raze_sack_settlement_tmb	default	wh2_dlc09_tmb_tomb_kings
1180216370	GEN_CND_NOT_CULTURE	GEN_CND_NOT_CULTURE_vampire_counts_generic	default	wh_main_chs_chaos;wh_main_dwf_dwarfs;wh_main_grn_greenskins;wh_main_vmp_vampire_counts
1180626466	META_OPTION_SET	mis_raid_region_def	default	mis_raid_region
1181839923	META_OPTION_SET	mis_eliminate_character_in_battle_faction_leader_tmb	default	mis_eliminate_character_in_battle_faction_leader
1194234647	GEN_TARGET_CHARACTER	mis_assassinate_character_agent	default	
1195700680	GEN_CND_CULTURE	mis_engage_force_army_invading_bst	default	wh_dlc03_bst_beastmen
1195818428	GEN_CND_DIPLOMACY_AVAILABLE	mis_diplomatic_capture_region	default	
1196974424	GEN_CND_CULTURE	mis_declare_war_nor	default	wh_dlc08_nor_norsca
1202469333	CND_ROUNDS_UNTIL_NEXT	mis_engage_force_army_invading	default	8
1204826602	GEN_CND_NOT_CULTURE	GEN_CND_NOT_CULTURE_skaven_generic	default	wh2_main_def_dark_elves;wh2_main_hef_high_elves;wh2_main_lzd_lizardmen;wh2_main_skv_skaven;wh_dlc03_bst_beastmen;wh_dlc05_wef_wood_elves;wh_main_brt_bretonnia;wh_main_chs_chaos;wh_main_dwf_dwarfs;wh_main_grn_greenskins;wh_main_vmp_vampire_counts;wh3_dlc23_chd_chaos_dwarfs
120930763	META_OPTION_SET	mis_raid_region_hef	default	mis_raid_region
1209744919	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	mis_capture_regions	default	8
1210011516	META_OPTION_SET	mis_eliminate_character_in_battle_faction_leader_bst	default	mis_eliminate_character_in_battle_faction_leader
1210636684	GEN_CND_CULTURE	mis_engage_force_army_invading_kho	default	wh3_main_kho_khorne
1215243160	META_OPTION_SET	mis_engage_force_army_wef	default	mis_engage_force_army
1215487788	META_OPTION_SET	mis_capture_regions_dwf	default	mis_capture_regions
1215638188	META_OPTION_SET	mis_eliminate_character_in_battle_high_rank_ogr	default	mis_eliminate_character_in_battle_high_rank
1216598269	META_OPTION_SET	mis_diplomatic_eliminate_character_in_battle	default	GEN_CND_NOT_FACTION_excluded_factions
1218092786	GEN_CND_CULTURE	mis_engage_force_army_invading_chd	default	wh3_dlc23_chd_chaos_dwarfs
1221769528	META_OPTION_SET	mis_eliminate_character_in_battle_faction_leader_chs	default	mis_eliminate_character_in_battle_faction_leader
1232503243	GEN_CND_NOT_SUBCULTURE	GEN_CND_NOT_CULTURE_nurgle_generic	default	wh_main_sc_emp_empire
1239341105	GEN_CND_WAR	mis_engage_force_army_invading	default	
1243485873	GEN_CND_CULTURE	mis_engage_force_army_tze	default	wh3_main_tze_tzeentch
1246528408	META_OPTION_SET	mis_capture_regions_tmb	default	mis_capture_regions
1246571061	GEN_CND_CULTURE	mis_raze_sack_settlement_dae	default	wh3_main_dae_daemons
1250550966	GEN_CND_CULTURE	mis_eliminate_character_in_battle_faction_leader_cth	default	wh3_main_cth_cathay
1252898426	META_OPTION_SET	mis_raid_region_vmp	default	mis_raid_region
1259620453	META_OPTION_SET	mis_raze_sack_settlement_tze	default	mis_raze_sack_settlement
1263231390	CND_FIRST_ROUND	mis_raze_sack_settlement	default	10
1270501556	META_OPTION_SET	mis_raid_region_cth	default	mis_raid_region
1275716559	GEN_CND_VISIBLE	mis_assassinate_character_agent	default	
1276975963	META_OPTION_SET	mis_raze_sack_settlement_nor	default	mis_raze_sack_settlement
1277003204	GEN_CND_CULTURE	mis_raid_region_grn	default	wh_main_grn_greenskins
1277887177	META_OPTION_SET	mis_declare_war_ksl	default	mis_declare_war
1278487612	GEN_CND_WAR	mis_raze_sack_settlement	default	
1284604168	META_OPTION_SET	mis_raid_region_ksl	default	mis_raid_region
1285199948	GEN_TARGET_MILITARY_FORCE	mis_engage_force_army	default	
1285759539	META_OPTION_SET	mis_declare_war_kho	default	mis_declare_war
1291076383	VAR_OBJECTIVE_NUM_REGIONS	mis_diplomatic_raze_sack_settlement	default	1
1292846666	GEN_CND_MAX_REGION_DISTANCE	mis_eliminate_character_in_battle_high_rank	default	3
1293874147	CND_CULTURE	CND_CULTURE_warhammer3_gen_missions	default	wh3_main_cth_cathay;wh3_main_dae_daemons;wh3_main_kho_khorne;wh3_main_ksl_kislev;wh3_main_nur_nurgle;wh3_main_sla_slaanesh;wh3_main_tze_tzeentch;wh3_dlc23_chd_chaos_dwarfs
129861068	META_OPTION_SET	mis_raid_region_nor	default	mis_raid_region
1299644429	META_OPTION_SET	mis_declare_war_dwf	default	mis_declare_war
1300735668	VAR_CHANCE	mis_eliminate_character_in_battle_high_rank	default	25
130432242	CND_ROUNDS_UNTIL_NEXT	mis_raze_sack_settlement	default	40
1307499931	GEN_CND_CULTURE	mis_engage_force_army_ogr	default	wh3_main_ogr_ogre_kingdoms
130883639	META_OPTION_SET	mis_assassinate_character_agent_dwf	default	mis_assassinate_character_agent
1310406610	META_OPTION_SET	mis_raid_region_ogr	default	mis_raid_region
1311481427	VAR_MISSION_LENGTH_INFINITE	mis_engage_force_army_invading	default	
1316947791	GEN_CND_NOT_CULTURE	GEN_CND_NOT_CULTURE_khorne_generic	default	wh2_dlc09_tmb_tomb_kings;wh2_dlc11_cst_vampire_coast;wh2_main_def_dark_elves;wh2_main_hef_high_elves;wh2_main_lzd_lizardmen;wh2_main_skv_skaven;wh3_main_cth_cathay;wh3_main_dae_daemons;wh3_main_kho_khorne;wh3_main_ksl_kislev;wh3_main_nur_nurgle;wh3_main_ogr_ogre_kingdoms;wh3_main_sla_slaanesh;wh3_main_tze_tzeentch;wh_dlc03_bst_beastmen;wh_dlc05_wef_wood_elves;wh_dlc08_nor_norsca;wh_main_brt_bretonnia;wh_main_chs_chaos;wh_main_dwf_dwarfs;wh_main_grn_greenskins;wh_main_vmp_vampire_counts;wh3_dlc23_chd_chaos_dwarfs
1322935929	META_OPTION_SET	mis_capture_regions_chs	default	mis_capture_regions
1324412914	GEN_CND_CULTURE	mis_engage_force_army_tmb	default	wh2_dlc09_tmb_tomb_kings
1329458930	GEN_CND_CULTURE	mis_eliminate_character_in_battle_faction_leader_ogr	default	wh3_main_ogr_ogre_kingdoms
1335540715	GEN_CND_VISIBLE	mis_engage_force_army_invading	default	
1341361760	META_OPTION_SET	mis_capture_regions_ksl	default	mis_capture_regions
1342589009	META_OPTION_SET	mis_declare_war_tmb	default	mis_declare_war
134276350	GEN_CND_CULTURE	mis_engage_force_army_cth	default	wh3_main_cth_cathay
1342986665	GEN_TARGET_FACTION	mis_diplomatic_raid_region	default	
1344325585	GEN_CND_CULTURE	mis_eliminate_character_in_battle_high_rank_cth	default	wh3_main_cth_cathay
134725949	META_OPTION_SET	mis_declare_war_wef	default	mis_declare_war
1347360892	META_OPTION_SET	mis_eliminate_character_in_battle_faction_leader_nor	default	mis_eliminate_character_in_battle_faction_leader
1355382659	GEN_CND_NOT_WAR	mis_diplomatic_raze_sack_settlement	default	
1357158666	GEN_CND_CULTURE	mis_raid_region_lzd	default	wh2_main_lzd_lizardmen
1358030957	GEN_CND_DIPLOMACY_AVAILABLE	mis_diplomatic_raze_sack_settlement	default	
1370004591	META_OPTION_SET	mis_eliminate_character_in_battle_high_rank_dwf	default	mis_eliminate_character_in_battle_high_rank
1370614814	GEN_CND_CULTURE	mis_raid_region_ogr	default	wh3_main_ogr_ogre_kingdoms
1372890660	GEN_CND_DIPLOMACY_AVAILABLE	mis_diplomatic_raid_region	default	
137336601	META_OPTION_SET	mis_engage_force_army_invading_ksl	default	mis_engage_force_army_invading
137759618	GEN_CND_CULTURE	mis_declare_war_kho	default	wh3_main_kho_khorne
1378879709	GEN_CND_NOT_WAR	mis_diplomatic_capture_region	default	
1381792804	GEN_CND_CULTURE	mis_raid_region_def	default	wh2_main_def_dark_elves
1381817445	META_OPTION_SET	mis_raid_region_cst	default	mis_raid_region
1381862347	CND_FIRST_ROUND	mis_diplomatic_raid_region	default	10
1384571377	VAR_OBJECTIVE_ENEMY_OF_TARGET_FACTION	mis_diplomatic_assassinate_character	default	
1384823926	GEN_CND_CULTURE	mis_assassinate_character_agent_hef	default	wh2_main_hef_high_elves
1388185833	META_OPTION_SET	mis_eliminate_character_in_battle_high_rank_sla	default	mis_eliminate_character_in_battle_high_rank
1388966728	GEN_CND_VISIBLE	mis_engage_force_army	default	
1391241082	GEN_CND_CULTURE	mis_eliminate_character_in_battle_faction_leader_bst	default	wh_dlc03_bst_beastmen
1398738906	META_OPTION_SET	mis_raze_sack_settlement_ogr	default	mis_raze_sack_settlement
1401796933	META_OPTION_SET	mis_eliminate_character_in_battle_faction_leader	default	GEN_CND_NOT_FACTION_excluded_factions
140187439	META_OPTION_SET	mis_assassinate_character_agent_chd	default	mis_assassinate_character_agent
140452310	GEN_CND_CULTURE	mis_assassinate_character_agent_bst	default	wh_dlc03_bst_beastmen
1414595967	GEN_CND_CULTURE	mis_engage_force_army_chd	default	wh3_dlc23_chd_chaos_dwarfs
1421806252	GEN_CND_CULTURE	mis_engage_force_army_vmp	default	wh_main_vmp_vampire_counts
1423256377	META_OPTION_SET	mis_capture_regions_kho	default	mis_capture_regions
1425655393	VAR_OBJECTIVE_AGENT	mis_recruit_agent_spy	default	spy
1429501788	GEN_CND_NOT_CULTURE	GEN_CND_NOT_CULTURE_chaos_dwarfs_generic	default	wh2_dlc09_tmb_tomb_kings;wh2_dlc11_cst_vampire_coast;wh2_main_def_dark_elves;wh2_main_hef_high_elves;wh2_main_lzd_lizardmen;wh2_main_skv_skaven;wh_dlc03_bst_beastmen;wh_dlc05_wef_wood_elves;wh_dlc08_nor_norsca;wh_main_brt_bretonnia;wh_main_chs_chaos;wh_main_dwf_dwarfs;wh_main_grn_greenskins;wh_main_vmp_vampire_counts;wh3_dlc23_chd_chaos_dwarfs
1434090542	META_OPTION_SET	mis_eliminate_character_in_battle_faction_leader_vmp	default	mis_eliminate_character_in_battle_faction_leader
143469035	GEN_CND_CULTURE	mis_raid_region_kho	default	wh3_main_kho_khorne
1437495580	META_OPTION_SET	mis_assassinate_character_agent_nur	default	mis_assassinate_character_agent
1438910507	VAR_CHANCE	mis_diplomatic_assassinate_character	default	25
1457108964	GEN_CND_CULTURE	mis_engage_force_army_nor	default	wh_dlc08_nor_norsca
1457237327	GEN_CND_CULTURE	mis_engage_force_army_invading_ogr	default	wh3_main_ogr_ogre_kingdoms
1457600379	GEN_CND_CULTURE	mis_engage_force_army_invading_hef	default	wh2_main_hef_high_elves
1457634292	META_OPTION_SET	mis_eliminate_character_in_battle_high_rank_vmp	default	mis_eliminate_character_in_battle_high_rank
1459212579	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	mis_make_alliance	default	8
1462130184	GEN_TARGET_CHARACTER	mis_eliminate_character_in_battle_faction_leader	default	
1464801503	GEN_CND_MAX_REGION_DISTANCE	mis_assassinate_character_agent	default	3
1465403304	META_OPTION_SET	mis_eliminate_character_in_battle_high_rank_lzd	default	mis_eliminate_character_in_battle_high_rank
1466723521	GEN_CND_CULTURE	mis_engage_force_army_kho	default	wh3_main_kho_khorne
146700987	GEN_CND_HAS_ENEMIES_WITH_REGIONS	mis_diplomatic_raze_sack_settlement	default	
1467778635	GEN_CND_DIPLOMACY_AVAILABLE	mis_declare_war	default	
1468037018	META_OPTION_SET	mis_eliminate_character_in_battle_high_rank_cst	default	mis_eliminate_character_in_battle_high_rank
1470461347	META_OPTION_SET	mis_raze_sack_settlement_tmb	default	mis_raze_sack_settlement
1472091576	VAR_MISSION_LENGTH_INFINITE	mis_raze_sack_settlement	default	
1472498252	VAR_MISSION_LENGTH_INFINITE	mis_assassinate_character_agent	default	
147566212	META_OPTION_SET	mis_assassinate_character_agent_ksl	default	mis_assassinate_character_agent
147611676	GEN_CND_CULTURE	mis_eliminate_character_in_battle_faction_leader_grn	default	wh_main_grn_greenskins
1479220263	VAR_CHANCE	mis_raise_force_army	default	25
1479570499	META_OPTION_SET	mis_engage_force_army_invading_cst	default	mis_engage_force_army_invading
1481649587	GEN_CND_NOT_COMPANION_ARMY	mis_diplomatic_capture_region	default	
1481796966	GEN_CND_CULTURE	mis_eliminate_character_in_battle_faction_leader_dae	default	wh3_main_dae_daemons
1488463642	GEN_CND_NOT_SUBCULTURE	GEN_CND_NOT_CULTURE_kislev_generic	default	wh_main_sc_emp_empire
1489688072	GEN_CND_CULTURE	mis_engage_force_army_ksl	default	wh3_main_ksl_kislev
1492786268	GEN_CND_CULTURE	mis_raid_region_dae	default	wh3_main_dae_daemons
149448762	GEN_CND_CULTURE	mis_raid_region_cst	default	wh2_dlc11_cst_vampire_coast
1497359730	GEN_CND_CULTURE	mis_raid_region_dwf	default	wh_main_dwf_dwarfs
1509132600	GEN_CND_CULTURE	mis_declare_war_nur	default	wh3_main_nur_nurgle
151175279	GEN_CND_CULTURE	mis_eliminate_character_in_battle_high_rank_tze	default	wh3_main_tze_tzeentch
1511920829	CND_ROUNDS_UNTIL_NEXT	mis_raise_force_army	default	24
1516033992	GEN_CND_NOT_CULTURE	GEN_CND_NOT_CULTURE_empire_generic	default	wh_main_chs_chaos;wh_main_dwf_dwarfs;wh_main_grn_greenskins;wh_main_vmp_vampire_counts
151800368	GEN_CND_CULTURE	mis_raid_region_sla	default	wh3_main_sla_slaanesh
1518659321	GEN_TARGET_FACTION	mis_diplomatic_engage_force	default	
1523004874	VAR_OBJECTIVE_REQUIRES_VICTORY	mis_engage_force_army	default	
1525038423	GEN_CND_CULTURE	mis_engage_force_army_invading_grn	default	wh_main_grn_greenskins
1526606905	META_OPTION_SET	mis_engage_force_army_invading_cth	default	mis_engage_force_army_invading
1526809726	CND_FIRST_ROUND	mis_eliminate_character_in_battle_high_rank	default	10
1529814208	GEN_CND_CULTURE	mis_declare_war_def	default	wh2_main_def_dark_elves
1533912183	META_OPTION_SET	mis_engage_force_army_dae	default	mis_engage_force_army
1535970279	GEN_CND_CULTURE	mis_raze_sack_settlement_chs	default	wh_main_chs_chaos
1538634858	GEN_CND_CULTURE	mis_raid_region_tze	default	wh3_main_tze_tzeentch
1539137506	GEN_CND_CULTURE	mis_assassinate_character_agent_grn	default	wh_main_grn_greenskins
1542665744	CND_FIRST_ROUND	mis_recruit_agent	default	10
1543030258	CND_ROUNDS_UNTIL_NEXT	mis_diplomatic_raze_sack_settlement	default	10
1545712131	GEN_CND_CULTURE	mis_assassinate_character_agent_lzd	default	wh2_main_lzd_lizardmen
1547682508	GEN_CND_NOT_OWNS	mis_capture_regions	default	
1550517351	GEN_CND_CULTURE	mis_capture_regions_nor	default	wh_dlc08_nor_norsca
155722617	VAR_CHANCE	mis_declare_war	default	50
1563371600	GEN_CND_CULTURE	mis_assassinate_character_agent_brt	default	wh_main_brt_bretonnia
1567932151	GEN_CND_NOT_SUBCULTURE	GEN_CND_NOT_CULTURE_greenskins_generic	default	wh_main_sc_emp_empire
1569598968	GEN_CND_CULTURE	mis_engage_force_army_invading_ksl	default	wh3_main_ksl_kislev
157727112	META_OPTION_SET	mis_engage_force_army_hef	default	mis_engage_force_army
158200598	GEN_CND_CULTURE	mis_capture_regions_ksl	default	wh3_main_ksl_kislev
1584226017	GEN_CND_FACTION_NEIGHBOURS	mis_declare_war	default	
1591330249	META_OPTION_SET	mis_engage_force_army_bst	default	mis_engage_force_army
1593418495	GEN_CND_NOT_CULTURE	GEN_CND_NOT_CULTURE_cathay_generic	default	wh2_dlc09_tmb_tomb_kings;wh2_dlc11_cst_vampire_coast;wh2_main_def_dark_elves;wh2_main_hef_high_elves;wh2_main_lzd_lizardmen;wh2_main_skv_skaven;wh3_main_cth_cathay;wh3_main_dae_daemons;wh3_main_kho_khorne;wh3_main_ksl_kislev;wh3_main_nur_nurgle;wh3_main_ogr_ogre_kingdoms;wh3_main_sla_slaanesh;wh3_main_tze_tzeentch;wh_dlc03_bst_beastmen;wh_dlc05_wef_wood_elves;wh_dlc08_nor_norsca;wh_main_brt_bretonnia;wh_main_chs_chaos;wh_main_dwf_dwarfs;wh_main_grn_greenskins;wh_main_vmp_vampire_counts;wh3_dlc23_chd_chaos_dwarfs
1595738196	VAR_OBJECTIVE_NUM_REGIONS	mis_raze_sack_settlement	default	1
1598398764	VAR_CHANCE	mis_diplomatic_engage_force	default	25
1606244724	GEN_CND_CULTURE	mis_engage_force_army_invading_emp	default	wh_main_emp_empire
1606575802	GEN_CND_WAR	mis_capture_regions	default	
1607526284	META_OPTION_SET	mis_engage_force_army_invading_sla	default	mis_engage_force_army_invading
1611622149	META_OPTION_SET	mis_engage_force_army_invading_lzd	default	mis_engage_force_army_invading
1612034381	GEN_CND_NOT_COMPANION_ARMY	mis_make_alliance	default	
1617877306	GEN_CND_CULTURE	mis_declare_war_hef	default	wh2_main_hef_high_elves
1620888148	META_OPTION_SET	mis_engage_force_army_invading_def	default	mis_engage_force_army_invading
1621871192	VAR_MISSION_LENGTH_INFINITE	mis_engage_force_army	default	
1622341874	CND_ROUNDS_UNTIL_NEXT	mis_eliminate_character_in_battle_high_rank	default	16
1625139540	GEN_CND_NOT_CULTURE	GEN_CND_NOT_CULTURE_greenskins_generic	default	wh_main_chs_chaos;wh_main_dwf_dwarfs;wh_main_grn_greenskins;wh_main_vmp_vampire_counts
1625708213	META_OPTION_SET	mis_raze_sack_settlement_brt	default	mis_raze_sack_settlement
1626569475	GEN_TARGET_CHARACTER	mis_eliminate_character_in_battle_high_rank	default	
1630580314	META_OPTION_SET	mis_assassinate_character_agent_cst	default	mis_assassinate_character_agent
1631244688	META_OPTION_SET	mis_eliminate_character_in_battle_faction_leader_tze	default	mis_eliminate_character_in_battle_faction_leader
1632556858	GEN_CND_CULTURE	mis_eliminate_character_in_battle_faction_leader_skv	default	wh2_main_skv_skaven
1633248329	META_OPTION_SET	mis_eliminate_character_in_battle_faction_leader_wef	default	mis_eliminate_character_in_battle_faction_leader
1639111367	META_OPTION_SET	mis_engage_force_army_invading_nur	default	mis_engage_force_army_invading
1645311	META_OPTION_SET	mis_raze_sack_settlement_cst	default	mis_raze_sack_settlement
165054706	GEN_CND_NOT_CULTURE	GEN_CND_NOT_CULTURE_high_elves_generic	default	wh2_main_def_dark_elves;wh2_main_hef_high_elves;wh2_main_lzd_lizardmen;wh2_main_skv_skaven;wh_dlc03_bst_beastmen;wh_dlc05_wef_wood_elves;wh_main_brt_bretonnia;wh_main_chs_chaos;wh_main_dwf_dwarfs;wh_main_grn_greenskins;wh_main_vmp_vampire_counts;wh3_dlc23_chd_chaos_dwarfs
1651724467	META_OPTION_SET	mis_engage_force_army_invading_tze	default	mis_engage_force_army_invading
1652376964	GEN_CND_CULTURE	mis_eliminate_character_in_battle_faction_leader_ksl	default	wh3_main_ksl_kislev
1657304358	META_OPTION_SET	mis_raid_region_brt	default	mis_raid_region
1658751996	CND_ROUNDS_UNTIL_NEXT	mis_assassinate_character_agent	default	16
1662587856	GEN_CND_WAR	mis_engage_force_army	default	
1662678111	GEN_CND_CULTURE	mis_capture_regions_dwf	default	wh_main_dwf_dwarfs
1665715184	GEN_CND_CULTURE	mis_eliminate_character_in_battle_high_rank_skv	default	wh2_main_skv_skaven
1677241442	VAR_CHANCE	mis_make_alliance	default	25
1677706218	CND_FIRST_ROUND	mis_engage_force_army	default	10
1678938285	META_OPTION_SET	mis_raid_region_kho	default	mis_raid_region
1689223778	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	mis_recruit_unit	default	8
168930424	VAR_MISSION_LENGTH_INFINITE	mis_eliminate_character_in_battle_high_rank	default	
168965052	GEN_CND_CULTURE	mis_eliminate_character_in_battle_faction_leader_nur	default	wh3_main_nur_nurgle
1695086537	CND_FIRST_ROUND	mis_raise_force_army	default	10
1696025165	META_OPTION_SET	mis_raid_region_lzd	default	mis_raid_region
1699479683	GEN_CND_NOT_HUMAN	mis_diplomatic_raid_region	default	
1699532797	CND_ROUNDS_UNTIL_NEXT	mis_make_alliance	default	24
1702938442	GEN_CND_MIN_DIPLOMATIC_RELATION	mis_make_alliance	default	90
171074826	GEN_CND_CULTURE	mis_assassinate_character_agent_emp	default	wh_main_emp_empire
1710899773	GEN_CND_NOT_SUBCULTURE	GEN_CND_NOT_CULTURE_cathay_generic	default	wh_main_sc_emp_empire
1713020053	GEN_CND_CULTURE	mis_eliminate_character_in_battle_high_rank_grn	default	wh_main_grn_greenskins
1713570075	CND_CULTURE	CND_CULTURE_warhammer3_gen_missions_daemons	default	wh3_main_dae_daemons;wh3_main_kho_khorne;wh3_main_nur_nurgle;wh3_main_sla_slaanesh;wh3_main_tze_tzeentch
1716666674	GEN_CND_GARRISON_RESIDENCE_EXPOSED	mis_capture_regions	default	
1727908148	META_OPTION_SET	mis_raze_sack_settlement_hef	default	mis_raze_sack_settlement
1728763073	GEN_CND_CULTURE	mis_engage_force_army_invading_def	default	wh2_main_def_dark_elves
1730703437	META_OPTION_SET	mis_eliminate_character_in_battle_high_rank_def	default	mis_eliminate_character_in_battle_high_rank
1731538129	META_OPTION_SET	mis_assassinate_character_agent_ogr	default	mis_assassinate_character_agent
1732735280	GEN_CND_CULTURE	mis_eliminate_character_in_battle_high_rank_lzd	default	wh2_main_lzd_lizardmen
