id	component_type	payload	unit	amount	xp	ignore_unit_cap
1268166305	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_small_1_1	wh3_main_nur_inf_chaos_furies_0	1	0	false
1270332244	add_mercenaries_to_faction	wh3_dlc29_emp_markus_imperial_supplies_victory_objective_long	wh2_dlc13_emp_cav_demigryph_knights_0_imperial_supply	2	0	true
1270667941	add_mercenaries_to_faction	wh3_dlc20_soul_grinder_nur_x1	wh3_main_nur_mon_soul_grinder_0	1	0	false
1271401704	add_unit	wh3_dlc29_magic_summon_verminlord_deceiver_4	wh2_main_skv_inf_gutter_runner_slingers_1	1	3	false
1276755884	add_mercenaries_to_faction	wh3_dlc25_dwf_ritual_mercenary_unit_pack_6	wh_main_dwf_veh_gyrocopter_1_grudge_reward	1	0	false
1290794306	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_small_1_3	wh3_main_nur_mon_plague_toads_0	1	0	false
129589559	add_mercenaries_to_faction	wh3_main_nur_3_1	wh_main_chs_mon_chaos_warhounds_1	2	0	false
130198925	add_unit	wh3_dlc29_magic_summon_verminlord_piece_skryre_4	wh2_main_skv_inf_poison_wind_globadiers	2	5	false
1304987572	add_mercenaries_to_faction	wh3_dlc25_dwf_ritual_mercenary_unit_pack_2	wh_main_dwf_inf_quarrellers_1_grudge_reward	1	0	false
130684940	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_kho_2	wh3_main_kho_inf_bloodletters_0	4	0	false
1307683610	add_mercenaries_to_faction	wh3_main_nur_plaguebearer_exalted_x1	wh3_main_nur_inf_plaguebearers_1	1	0	false
1314185781	add_mercenaries_to_faction	wh3_dlc25_ritual_nur_bray_shaman_centigors	wh3_dlc25_nur_chieftain_inf_centigors_1	1	0	false
1314530260	add_mercenaries_to_faction	wh3_dlc20_marauders_mnur_greatweapons_x1_forsaken_mnur_x1	wh3_main_nur_inf_forsaken_0	1	0	false
1323270121	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_small_1_3	wh3_main_nur_inf_plaguebearers_0	1	0	false
1335774239	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_small_1_4	wh3_main_nur_inf_plaguebearers_1	1	0	false
1338945415	add_mercenaries_to_faction	wh3_main_nur_4_1	wh3_main_nur_cav_pox_riders_of_nurgle_0	1	0	false
1340037601	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_tze_1	wh3_main_tze_mon_flamers_0	2	0	false
1343149094	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_big_1_1	wh3_main_nur_inf_plaguebearers_1	1	0	false
1349456432	add_unit	wh3_dlc29_skv_add_warp_grinder	wh2_dlc14_skv_inf_warp_grinder_0	1	0	false
1350463717	add_mercenaries_to_faction	wh3_main_nur_2_7	wh3_dlc20_chs_inf_chosen_mnur_greatweapons	1	0	false
1353919398	add_unit	wh3_dlc29_magic_summon_verminlord_deceiver_3	wh2_main_skv_inf_gutter_runner_slingers_0	2	3	false
1356383265	add_mercenaries_to_faction	wh3_dlc25_malakai_feature_dreadquake_destruction_payload_unit	wh_main_dwf_veh_gyrocopter_0_malakai	2	0	false
136256506	add_mercenaries_to_faction	wh3_dlc29_ie_victory_conditions_reward_rakarth_beasts_short	wh2_dlc10_def_mon_kharibdyss_0	1	0	false
1363611316	add_mercenaries_to_faction	wh3_main_nur_2_6	wh3_dlc20_chs_inf_chosen_mnur_greatweapons	1	0	false
1366790298	add_mercenaries_to_faction	wh3_main_nur_5_1	wh3_dlc20_chs_mon_warshrine_mnur	1	0	false
1374207322	add_unit	wh3_dlc29_skv_add_stormfiend_shock	wh3_dlc29_skv_mon_stormfiend_shock_gauntlets	1	0	false
1379589817	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_und_1	wh3_main_dae_inf_chaos_furies_0	4	0	false
137991615	add_mercenaries_to_faction	wh3_main_nur_4_4	wh3_main_nur_cav_plague_drones_1	2	0	false
1383309456	add_unit	wh3_dlc29_magic_summon_verminlord_piece_skryre_4	wh2_main_skv_art_warp_lightning_cannon	1	5	false
1385301660	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_kho_1	wh3_main_kho_veh_skullcannon_0	1	0	false
1388310267	add_unit	wh3_dlc29_skv_add_poison_wind_mortar	wh2_dlc14_skv_inf_poison_wind_mortar_0	1	0	false
1398563542	add_unit	wh3_dlc29_skv_add_warp_lightning_cannons	wh2_main_skv_art_warp_lightning_cannon	1	0	false
1413505797	add_unit	wh3_dlc29_skv_add_pusbags_x2	wh3_dlc29_skv_inf_pusbags	2	0	false
1414865595	add_mercenaries_to_faction	wh3_main_nur_2_4	wh3_dlc25_nur_inf_pestigors	1	0	false
1415736684	add_mercenaries_to_faction	wh3_main_nur_rot_flies_x1	wh3_main_nur_mon_rot_flies_0	1	0	false
1416103479	add_mercenaries_to_faction	wh3_dlc20_lord_of_change_x1	wh3_main_tze_mon_lord_of_change_0	1	0	false
1417921648	add_mercenaries_to_faction	wh3_dlc29_ie_victory_conditions_reward_blessed_ripperdactyl_terradon_merc	wh2_main_lzd_cav_terradon_riders_0_blessed	2	0	false
1418181559	add_unit	wh3_dlc29_skv_add_skavenslaves_x3	wh2_main_skv_inf_skavenslaves_0	3	0	false
1426141628	add_unit	wh3_dlc29_skv_add_stormfiend_warpfire_rank_9	wh3_dlc29_skv_mon_stormfiend_warpfire_projectors	1	9	false
1427921596	add_mercenaries_to_faction	wh3_dlc25_nur_toad_dragon_x1_great_unclean_one_x1	wh3_dlc25_nur_mon_toad_dragon	1	0	false
1432215674	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_big_2_3	wh3_main_nur_mon_soul_grinder_0	1	0	false
1433289303	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_und_1	wh_main_chs_art_hellcannon	1	0	false
1435196038	add_unit	wh3_dlc29_skv_add_wolf_rats_x2	wh2_dlc16_skv_mon_wolf_rats_0	2	0	false
144085738	add_mercenaries_to_faction	wh3_dlc20_marauders_mnur_greatweapons_x1_forsaken_mnur_x1	wh3_dlc20_chs_inf_chaos_marauders_mnur_greatweapons	1	0	false
1446212011	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_small_2_4	wh3_main_nur_cav_plague_drones_1	1	0	false
145400031	add_mercenaries_to_faction	wh3_dlc29_emp_elspeth_amethyst_units_victory_objective_short	wh3_dlc25_emp_inf_nuln_ironsides_morr	2	0	true
1460190798	add_mercenaries_to_faction	wh3_main_nur_3_5	wh3_main_nur_mon_spawn_of_nurgle_0	1	0	false
146089509	add_mercenaries_to_faction	wh3_main_nur_5_8	wh3_dlc25_nur_mon_toad_dragon	2	0	false
146785003	add_mercenaries_to_faction	wh3_dlc29_ie_victory_conditions_reward_rakarth_beasts_short	wh2_main_def_mon_war_hydra	1	0	false
147011138	add_mercenaries_to_faction	wh3_main_nur_4_7	wh3_dlc20_chs_cav_chaos_knights_mnur_lances	2	0	false
147779868	add_unit	wh3_dlc29_skv_add_clanrats_x4	wh2_main_skv_inf_clanrats_0	4	0	false
1478469208	add_mercenaries_to_faction	wh3_dlc20_seeker_chariots_x1	wh3_main_sla_veh_seeker_chariot_0	1	0	false
149771641	add_mercenaries_to_faction	wh3_main_nur_2_1	wh3_dlc20_chs_inf_chaos_marauders_mnur	2	0	false
1501024388	add_mercenaries_to_faction	wh3_main_nur_5_5	wh3_dlc25_nur_inf_plague_ogres_great_weapons	1	0	false
1501285796	add_unit	wh3_dlc29_skv_add_skavenslave_slingers_x3	wh2_main_skv_inf_skavenslave_slingers_0	3	0	false
1504345606	add_mercenaries_to_faction	wh3_dlc25_nur_inf_plague_ogres_x1	wh3_dlc25_nur_inf_plague_ogres	1	0	false
1508595947	add_unit	wh3_dlc29_magic_summon_verminlord_piece_moulder_4	wh3_dlc29_skv_mon_stormfiend_grinderfists	1	5	false
151713489	add_mercenaries_to_faction	wh3_dlc20_warshrine_und_x1	wh3_dlc20_chs_mon_warshrine	1	0	false
1521191985	add_mercenaries_to_faction	wh3_dlc25_ritual_nur_castellan_blunderbusses	wh3_dlc25_nur_chieftain_inf_chaos_dwarf_blunderbusses	1	0	false
1536452396	add_unit	wh3_dlc29_magic_summon_verminlord_piece_moulder_5	wh3_dlc29_skv_mon_stormfiend_grinderfists	1	5	false
1539046544	add_mercenaries_to_faction	wh3_main_nur_2_2	wh3_dlc20_chs_inf_chaos_marauders_mnur_greatweapons	2	0	false
154302187	add_mercenaries_to_faction	wh3_dlc25_ritual_nur_kazyk_chaos_chariot_mnur	wh3_dlc25_nur_chieftain_cav_chaos_chariot_mnur	1	0	false
1545137642	add_unit	wh3_dlc29_magic_summon_verminlord_piece_pestilens_5	wh3_dlc29_skv_veh_cauldron_of_a_thousand_poxes	1	5	false
1545267249	add_mercenaries_to_faction	wh3_dlc25_malakai_feature_malevolent_tree_spirits_payload_unit	wh_main_dwf_art_flame_cannon_malakai	3	0	false
1547953212	add_mercenaries_to_faction	wh3_dlc25_dwf_ritual_mercenary_unit_pack_3	wh3_dlc25_dwf_art_grudge_thrower_grudge_reward	1	0	false
1549805490	add_unit	wh3_dlc29_magic_summon_verminlord_corruptor_3	wh2_main_skv_inf_plague_monks	4	3	false
1550295266	add_unit	wh3_dlc29_skv_add_plagueclaw_catapults	wh2_main_skv_art_plagueclaw_catapult	1	0	false
156036050	add_mercenaries_to_faction	wh3_dlc25_ritual_nur_werekin_war_mammoth	wh3_dlc25_nur_chieftain_mon_war_mammoth_1	1	0	false
1562059880	add_unit	wh3_dlc29_skv_add_clanrats_x3	wh2_main_skv_inf_clanrats_0	3	0	false
1564248013	add_mercenaries_to_faction	wh3_main_nur_spawn_of_nurgle_x1	wh3_main_nur_mon_spawn_of_nurgle_0	1	0	false
1564779046	add_unit	wh3_dlc29_magic_summon_verminlord_piece_pestilens_5	wh2_main_skv_inf_plague_monk_censer_bearer	2	5	false
1564993	add_mercenaries_to_faction	wh3_main_nur_4_3	wh3_main_nur_cav_plague_drones_0	2	0	false
1574204802	add_unit	wh3_dlc29_magic_summon_verminlord_piece_pestilens_3	wh2_main_skv_inf_plague_monks	2	3	false
1574679221	add_mercenaries_to_faction	wh3_main_nur_2_7	wh3_dlc29_chs_inf_putrid_blightkings_axe_shield	1	0	false
1577216971	add_unit	wh3_dlc29_skv_add_stormvermin_0	wh2_main_skv_inf_stormvermin_0	1	0	false
1580620738	add_unit	wh3_dlc29_magic_summon_verminlord_warpseer_2	wh2_main_skv_inf_warpfire_thrower	2	3	false
1581913498	add_mercenaries_to_faction	wh3_main_nur_5_7	wh3_dlc25_nur_mon_toad_dragon	1	0	false
1582042349	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_nur_2	wh3_main_nur_inf_plaguebearers_0	4	0	false
1585671320	add_unit	wh3_dlc29_skv_add_stormfiend_windlaunchers_rank_9	wh3_dlc29_skv_mon_stormfiend_windlaunchers	1	9	false
1588045639	add_mercenaries_to_faction	wh3_dlc25_ritual_nur_castellan_dreadquake	wh3_dlc25_nur_chieftain_veh_dreadquake_mortar	1	0	false
1588496279	add_mercenaries_to_faction	wh3_dlc29_ie_victory_conditions_reward_rakarth_beasts_short	wh2_main_def_mon_black_dragon	1	0	false
1592298904	add_unit	wh3_dlc29_skv_add_gutter_runners	wh2_main_skv_inf_gutter_runners_0	1	0	false
1597464623	add_unit	wh3_dlc29_magic_summon_verminlord_piece_pestilens_2	wh2_main_skv_inf_plague_monks	2	0	false
1600382685	add_unit	wh3_dlc29_skv_add_eshin_triads	wh2_dlc14_skv_inf_eshin_triads_0	1	0	false
1601343426	add_mercenaries_to_faction	wh3_main_nur_4_6	wh3_main_nur_cav_plague_drones_1	1	0	false
1602444462	add_unit	wh3_dlc29_skv_add_rat_ogres	wh2_main_skv_mon_rat_ogres	1	0	false
1608042062	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_small_2_2	wh3_main_nur_cav_pox_riders_of_nurgle_0	1	0	false
1609189545	add_mercenaries_to_faction	wh3_main_nur_2_5	wh3_dlc20_chs_inf_chaos_warriors_mnur	2	0	false
1616603414	add_mercenaries_to_faction	wh3_main_nur_plague_drones_death_x1	wh3_main_nur_cav_plague_drones_1	1	0	false
1624628690	add_unit	wh3_dlc29_magic_summon_verminlord_piece_pestilens_3	wh2_main_skv_art_plagueclaw_catapult	1	3	false
1638442928	add_unit	wh3_dlc29_magic_summon_verminlord_piece_eshin_1	wh2_main_skv_inf_gutter_runners_0	1	0	false
1645074250	add_unit	wh3_dlc29_skv_add_doomwheel	wh2_main_skv_veh_doomwheel	1	0	false
1652865601	add_mercenaries_to_faction	wh3_main_nur_beast_of_nurgle_x1	wh3_main_nur_mon_beast_of_nurgle_0	1	0	false
1654542708	add_mercenaries_to_faction	wh3_dlc20_chs_cav_chaos_knights_lances_mnur_x1_plague_drones_x1	wh3_main_nur_cav_plague_drones_0	1	0	false
1658375358	add_mercenaries_to_faction	wh3_main_nur_4_5	wh3_dlc20_chs_cav_chaos_knights_mnur	2	0	false
16588864	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_nur_1	wh3_main_nur_cav_plague_drones_0	1	0	false
1659190171	add_mercenaries_to_faction	wh3_main_nur_4_2	wh3_dlc20_chs_cav_marauder_horsemen_mnur_throwing_axes	1	0	false
166114890	add_unit	wh3_dlc29_skv_add_stormfiend_warpfire	wh3_dlc29_skv_mon_stormfiend_warpfire_projectors	1	0	false
1667086910	add_unit	wh3_dlc29_magic_summon_verminlord_piece_eshin_5	wh2_main_skv_inf_death_runners_0	2	5	false
1667579796	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_big_1_3	wh3_dlc25_nur_inf_plague_ogres_great_weapons	1	0	false
1668070988	add_mercenaries_to_faction	wh3_dlc25_ritual_nur_kazyk_rot_knights	wh3_dlc25_nur_chieftain_cav_rot_knights	1	0	false
1670591148	add_mercenaries_to_faction	wh3_dlc27_champions_of_slaanesh_sla_x1	wh3_dlc27_sla_mon_champions_of_slaanesh	1	0	false
1671480080	add_unit	wh3_dlc29_magic_summon_verminlord_piece_skryre_2	wh2_main_skv_inf_poison_wind_globadiers	2	3	false
1674401824	add_unit	wh3_dlc29_magic_summon_verminlord_piece_moulder_3	wh2_main_skv_mon_rat_ogres	2	3	false
1682157183	add_mercenaries_to_faction	wh3_dlc20_plague_drones_x1	wh3_main_nur_cav_plague_drones_0	1	0	false
1686810362	add_mercenaries_to_faction	wh3_main_nur_2_6	wh3_dlc20_chs_inf_chosen_mnur	1	0	false
1686940496	add_mercenaries_to_faction	wh3_dlc20_chs_cav_chaos_knights_mnur_x1_plague_drones_x1	wh3_main_nur_cav_plague_drones_0	1	0	false
1693085948	add_unit	wh3_dlc29_magic_summon_verminlord_warpseer_2	wh2_main_skv_inf_poison_wind_globadiers	1	0	false
1693825580	add_unit	wh3_dlc29_magic_summon_verminlord_warbringer_1	wh2_main_skv_inf_clanrats_1	2	0	false
170083237	add_unit	wh3_dlc29_magic_summon_verminlord_warpseer_5	wh3_dlc29_skv_mon_stormfiend_warpfire_projectors	1	3	false
1700841395	add_unit	wh3_dlc29_skv_add_poisoned_wind_mortars	wh2_dlc14_skv_inf_poison_wind_mortar_0	1	0	false
1701099630	add_mercenaries_to_faction	wh3_dlc25_ritual_nur_fimir_balefiend_frost_wyrm	wh3_dlc25_nur_chieftain_mon_frost_wyrm_0	1	0	false
1705467787	add_unit	wh3_dlc29_purple_military_ogre_kingdoms_mercenaries_reward_3	wh3_main_ogr_inf_maneaters_2	2	0	false
1717383477	add_unit	wh3_dlc29_magic_summon_verminlord_piece_skryre_1	wh2_main_skv_inf_poison_wind_globadiers	2	0	false
1717917012	add_mercenaries_to_faction	wh3_dlc25_ritual_nur_kazyk_toad_dragon	wh3_dlc25_nur_chieftain_mon_toad_dragon	1	0	false
171822796	add_mercenaries_to_faction	wh3_dlc20_nur_plague_drones_death_x1_chosen_mnur_x1	wh3_dlc20_chs_inf_chosen_mnur	1	0	false
1720748190	add_mercenaries_to_faction	wh3_dlc20_marauders_mnur_x1_forsaken_mnur_x1	wh3_main_nur_inf_forsaken_0	1	0	false
1721270585	add_mercenaries_to_faction	wh3_dlc20_hellcannons_x1	wh_main_chs_art_hellcannon	1	0	false
172443702	add_mercenaries_to_faction	wh3_main_nur_1_3	wh3_main_nur_inf_plaguebearers_0	2	0	false
1724945699	add_mercenaries_to_faction	wh3_main_nur_4_1	wh3_main_nur_cav_plague_drones_0	1	0	false
1726996874	add_unit	wh3_dlc29_magic_summon_verminlord_piece_pestilens_2	wh3_dlc29_skv_inf_pusbags	1	0	false
1728816244	add_mercenaries_to_faction	wh3_dlc20_warshrine_nur_x1_beast_x1	wh3_main_nur_mon_beast_of_nurgle_0	1	0	false
1728944970	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_big_1_2	wh3_dlc25_nur_inf_plague_ogres	1	0	false
1731315980	add_mercenaries_to_faction	wh3_dlc20_marauders_mnur_x1_forsaken_mnur_x1	wh3_dlc20_chs_inf_chaos_marauders_mnur	1	0	false
1735245456	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_small_2_2	wh3_dlc20_chs_mon_warshrine_mnur	1	0	false
1737639315	add_mercenaries_to_faction	wh3_dlc20_flesh_hounds_x1	wh3_main_kho_inf_flesh_hounds_of_khorne_0	1	0	false
1739100928	add_unit	wh3_dlc29_magic_summon_verminlord_deceiver_4	wh2_main_skv_inf_gutter_runner_slingers_0	1	3	false
1741321018	add_mercenaries_to_faction	wh3_main_nur_2_3	wh3_main_nur_inf_forsaken_0	1	0	false
174155047	add_unit	wh3_main_nor_throgg_dilemma_troll_recruitment_3	wh3_dlc27_throgg_mon_stone_trolls_0	2	0	false
1743090709	add_mercenaries_to_faction	wh3_dlc24_mutalith_vortex_beast_x1	wh3_dlc24_tze_mon_mutalith_vortex_beast	1	0	false
1745017146	add_unit	wh3_dlc29_skv_add_gutter_runners_x2	wh2_main_skv_inf_gutter_runners_0	2	0	false
1749294135	add_unit	wh3_dlc29_skv_add_stormvermin_0_x3	wh2_main_skv_inf_stormvermin_0	3	0	false
1749929992	add_unit	wh3_dlc29_skv_add_clanrats_x2	wh2_main_skv_inf_clanrats_0	2	0	false
1769329552	add_unit	wh3_dlc29_skv_add_clanrat_spears	wh2_main_skv_inf_clanrat_spearmen_0	1	0	false
1776730329	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_big_2_2	wh3_dlc29_chs_mon_basilisk	1	0	false
1777818318	add_unit	wh3_dlc29_skv_add_clanrats_x5	wh2_main_skv_inf_clanrats_0	5	0	false
1780745697	add_unit	wh3_dlc29_skv_add_night_runners_x2	wh2_main_skv_inf_night_runners_0	2	0	false
1785363486	add_mercenaries_to_faction	wh3_dlc29_ie_victory_conditions_reward_blessed_kroxigor_merc	wh2_dlc13_lzd_mon_sacred_kroxigors_0_blessed	2	0	false
178902386	add_mercenaries_to_faction	wh3_main_nur_1_2	wh3_main_nur_inf_nurglings_0	1	0	false
1801431182	add_unit	wh3_dlc29_magic_summon_verminlord_piece_moulder_4	wh2_main_skv_mon_rat_ogres	2	5	false
1808318230	add_mercenaries_to_faction	wh3_main_nur_2_7	wh3_dlc29_chs_inf_putrid_blightkings_dual_axe	1	0	false
