id	sort_priority	captive_outcome	campaign_group	effect_bundle	effect_bundle_turns	icon_path	resource_transaction	capturing_force_resource_transaction	men_per_force_resource_transaction	men_per_faction_resource_transaction	men_per_faction_resource_transaction_cap	men_per_force_resource_transaction_cap	audio_override
1371750908	2	release	wh2_dlc16_captive_option_ransom_sisters_of_twilight	wh2_dlc16_effect_post_battle_release_sisters	3	icon_ransom.png			0	0	0	0	
1402417137	0	kill	wh_dlc03_captive_option_kill_beastmen	wh2_dlc17_bundle_captives_kill_beastmen	1	icon_kill.png			0	0	0	0	
1403722180	0	kill	wh2_main_captive_option_kill_lizardmen	wh2_main_bundle_captives_kill_lizardmen	1	icon_liz_sacrifice_to_sotek.png			0	0	0	0	
1461807891	1	enslave	wh3_main_captive_option_kill_tzeentch		1	wh3_main_dae_devour.png			0	0	0	0	
1463634537	2	release	wh_main_captive_option_release_greenskins		1	icon_ransom.png			0	0	0	0	
1505287696	2	release	wh2_dlc09_captive_option_tomb_kings	wh2_dlc09_bundle_captives_release_tomb_kings	2	icon_tmb_endless_march.png			0	0	0	0	
1523432826	1	enslave	wh_dlc03_captive_option_enslave_beastmen		1	icon_bst_devour.png			0	0	0	0	
1528577727	0	kill	wh2_dlc09_captive_option_tomb_kings		1	icon_tmb_harvest_organs.png	wh2_dlc09_resource_cost_tmb_harvest_organs		0	0	0	0	
15612657	2	enslave	wh3_main_captive_option_kill_ogre_kingdoms		1	wh3_main_ogr_eat.png			0	0	0	0	
1563768610	2	release	wh2_main_captive_option_release_skaven_to_skaven		5	icon_ransom.png			0	0	0	0	
1578497231	1	enslave	wh_main_captive_option_enslave_vampire_counts		1	icon_dominate.png			0	0	0	0	
1579336154	1	release	wh3_dlc23_captive_option_release_chaos_dwarfs		1	icon_ransom.png			0	0	0	0	
1624040601	1	enslave	wh_main_captive_option_enslave_humans		1	icon_enslave.png			0	0	0	0	
1651831387	1	enslave	wh3_main_captive_option_kill_khorne		1	wh3_main_dae_devour.png			0	0	0	0	
1651899248	1	enslave_replenishment_only	wh3_dlc25_captive_option_recruit_dwarfs		1	icon_enslave.png			0	0	0	0	
1751195936	0	release	wh3_main_captive_option_kill_ogre_kingdoms		1	icon_ransom.png			0	0	0	0	
1773786478	0	enslave_slaves_only	wh3_dlc23_captive_option_enslave_chaos_dwarfs		1	icon_enslave.png	wh3_dlc23_post_battle_labour		0	2	0	0	
178216414	1	enslave	wh_main_captive_option_enslave_dwarfs		1	icon_enslave.png			0	0	0	0	
1797518193	0	kill	wh3_main_captive_option_kill_daemons		1	wh3_main_dae_kill_undivided.png	wh3_main_resource_cost_dae_captives_undivided		0	2	500	0	
1839252548	0	kill	wh2_main_captive_option_kill_dark_elves	wh2_main_bundle_captives_kill_dark_elves	1	icon_kill.png			0	0	0	0	
1843580409	1	enslave	wh_main_captive_option_enslave_bretonnia		1	icon_enslave.png			0	0	0	0	
1958052296	2	release	wh_dlc05_captive_option_release_wood_elves		1	icon_ransom.png			0	0	0	0	
1970123519	2	release	wh_main_captive_option_release_chaos		1	wh3_main_dae_offer_as_tribute.png			0	0	0	0	
1983935149	1	enslave	wh_main_captive_option_enslave_chaos		1	icon_enslave.png			0	0	0	0	
2015631255	0	kill	wh_main_captive_option_kill_vampire_counts	wh_main_bundle_captives_kill_vampire_counts	1	icon_kill.png			0	0	0	0	
2017353944	4	kill	wh3_main_captive_option_kill_daemons		1	wh3_main_dae_kill_tze.png	wh3_main_resource_cost_dae_captives_tze	wh3_main_resource_cost_tze_winds_of_magic_captive_option	0	2	500	0	
2031856484	0	kill	wh2_main_captive_option_kill_high_elves	wh2_main_bundle_captives_kill_high_elves	1	icon_kill.png			0	0	0	0	
2057380485	2	release	wh2_main_captive_option_release_lizardmen		5	icon_release_captives.png			0	0	0	0	
2062995851	1	enslave	wh2_main_captive_option_enslave_skaven		5	icon_skv_consume.png			0	0	0	0	
2073936174	2	release	wh2_main_captive_option_release_dark_elves		5	icon_def_torture_ransom.png			0	0	0	0	
2081266657	1	enslave_replenishment_only	wh3_dlc25_captive_option_praise_sigmar		1	icon_dominate.png			0	0	0	0	
2084187633	2	release	wh3_main_pro_captive_option_release_kislev		1	icon_ransom.png			0	0	0	0	
2086312487	2	release	wh3_dlc20_captive_option_release_chaos_vs_non_daemon		1	wh3_main_dae_offer_as_tribute.png	wh3_dlc20_souls_sacking_razing		0	1	500	0	
2087696419	2	release	wh2_main_captive_option_release_high_elves	wh2_main_bundle_captives_release_high_elves	5	icon_ransom.png			0	0	0	0	
2112099920	0	kill	wh_dlc05_captive_option_kill_wood_elves	wh_dlc05_bundle_captives_kill_wood_elves	1	icon_kill.png			0	0	0	0	
2115720326	0	kill	wh3_main_captive_option_kill_khorne		1	wh3_main_kho_reap.png	wh3_main_resource_cost_kho_kill_captives_skulls		0	1	0	0	
2119919487	0	kill	wh_main_captive_option_kill_bretonnia	wh_main_bundle_captives_kill_bretonnia	1	icon_kill.png			0	0	0	0	
2120875581	0	kill	wh2_dlc16_captive_option_kill_drycha_to_wood_elves	wh2_dlc16_effect_post_battle_kill_asrai_drycha	3	icon_kill.png			0	0	0	0	
2124615801	0	kill	wh3_dlc25_captive_option_salvage_guns	wh_main_bundle_captives_kill_humans	1	icon_gunnery_school_button.png	wh3_dlc25_captives_blueprints		0	1	0	0	
2137075511	1	enslave	wh2_dlc09_captive_option_tomb_kings	wh2_dlc09_bundle_captives_enslave_tomb_kings	3	icon_tmb_bind_souls.png			0	0	0	0	
218128004	2	enslave_replenishment_only	wh3_main_captive_option_kill_daemons		1	wh3_main_dae_kill_nur.png	wh3_main_resource_cost_dae_captives_nur		0	2	500	0	
246393969	2	release	wh_main_captive_option_release_humans		1	icon_ransom.png			0	0	0	0	
271468824	0	kill	wh3_dlc24_captive_option_kill_mother_ostankya		1	icon_kill.png	wh3_dlc24_resource_cost_ksl_captives_mother_ostankya		0	10	30	0	
313329685	1	enslave	wh3_main_captive_option_cathay_venerate		1	wh3_main_cth_venerate.png			0	0	0	0	
38100645	0	kill	wh2_dlc11_captive_option_kill_vampire_coast	wh2_dlc11_post_battle_cst_share_the_loot_xp	3	icon_share_loot.png	wh2_dlc11_resource_cost_cst_captives		0	0	0	0	
400532370	9	kill	wh3_main_captive_option_reveal_tzeentch		0	wh3_main_tze_conjurate_locus.png			0	0	0	0	
4085859	0	kill	wh3_main_pro_captive_option_kill_kislev	wh_main_bundle_captives_kill_humans	1	icon_kill.png			0	0	0	0	
427565148	2	release	wh2_dlc11_captive_option_release_vampire_coast		1	icon_ransom.png			0	0	0	0	
457552681	2	release	wh_captive_option_dwarfs_ancestral_enemies		1	icon_kill.png	wh2_dwf_post_battle_oathgold		0	8	0	0	
474277175	1	enslave	wh2_main_captive_option_enslave_lizardmen		5	icon_enslave.png			0	0	0	0	
495762298	2	release	wh_dlc03_captive_option_release_beastmen		1	icon_chs_ransom.png			0	0	0	0	
51769576	2	release	wh2_main_captive_option_release_skaven		5	icon_ransom.png			0	0	0	0	
536840012	1	kill	wh3_main_captive_option_process_meat_ogre_kingdoms		1	wh3_main_ogr_process_meat.png		wh3_main_resource_cost_ogr_eat_captives_meat	4	0	0	1000	
537208489	1	enslave	wh2_main_captive_option_enslave_high_elves		5	icon_enslave.png			0	0	0	0	
5967986	2	release	wh2_dlc17_captive_option_release_oxyotl_to_chaos	wh2_dlc17_bundle_kill_chs_oxyotl	3	icon_ransom.png			0	0	0	0	
625830769	1	enslave	wh3_main_captive_option_kislev_salyak_provides		1	wh3_main_ksl_salyak_provides.png			0	0	0	0	
627011600	3	release	wh3_main_captive_option_kill_daemons		1	wh3_main_dae_kill_sla.png	wh3_main_resource_cost_dae_captives_sla		0	2	500	0	
640301377	2	release	wh3_main_captive_option_kill_khorne		1	wh3_main_dae_offer_as_tribute.png			0	0	0	0	
64096457	1	enslave	wh2_main_captive_option_enslave_dark_elves		5	icon_captive_options_DEF_enslave.png	wh3_main_def_slaves_battles		0	2	0	0	
669551016	1	enslave	wh_main_captive_option_enslave_greenskins		1	icon_grn_eat.png			0	0	0	0	
727021835	0	kill	wh3_dlc20_captive_option_kill_festus	wh_main_bundle_captives_kill_chaos	1	wh3_main_nur_incubate.png	wh3_main_resource_cost_nur_kill_captives_infections		0	4	400	0	
755557953	0	kill	wh_main_captive_option_release_dwarfs	wh_main_bundle_captives_kill_dwarfs	2	icon_dominate.png			0	0	0	0	
803494256	1	enslave	wh3_main_captive_option_kill_nurgle		1	wh3_main_dae_devour.png			0	0	0	0	
826154462	3	kill	wh3_main_captive_option_kislev_devotion	wh3_main_bundle_captives_sacrificed_kislev	1	wh3_main_ksl_devotion.png			0	0	0	0	ksl_sacrifice
832122823	2	release	wh_main_captive_option_release_bretonnia		0	icon_ransom.png	wh3_main_chivalry_captives		0	0	0	0	
839488472	2	release	wh3_main_captive_option_kill_nurgle		1	wh3_main_dae_offer_as_tribute.png			0	0	0	0	
88488403	1	enslave	wh_dlc05_captive_option_enslave_wood_elves		1	icon_dominate.png		wh3_main_resource_cost_tze_winds_of_magic_captive_option	0	0	0	0	
924806959	2	release	wh3_main_captive_option_kill_tzeentch		1	wh3_main_dae_offer_as_tribute.png			0	0	0	0	
935305073	2	release	wh_main_captive_option_release_dwarfs		1	icon_release_captives.png	wh2_dwf_post_battle_oathgold		0	12	0	0	
96382337	0	kill	wh_main_captive_option_kill_humans	wh_main_bundle_captives_kill_humans	1	icon_kill.png			0	0	0	0	
976903749	0	kill	wh3_main_captive_option_conjurate_locus_tzeentch		1	wh3_main_tze_conjurate_locus.png		wh3_main_resource_cost_tze_winds_of_magic_captive_option	0	0	0	0	
