id	culture	faction	remove	set	subculture
1291636605	wh_main_chs_chaos		false	anc_set_multi_beastmen_chaos	
1292390511	wh_main_emp_empire		false	human_factions	
1293544458		wh2_main_rogue_morrsliebs_howlers	false	FavouredCorruptionSkaven	
1293792511			false	anc_set_exclusive_sc_pro_tzeentch	wh3_main_pro_sc_tze_tzeentch
129475946		wh2_dlc16_wef_sisters_of_twilight	false	wh3_dlc27_all_regular_factions	
1295029249		wh3_main_rogue_scriveners_of_fate	false	FavouredCorruptionTzeentch	
1295810675		wh3_dlc27_hef_aislinn	false	hef_playable_factions	
1296846132	wh3_main_dae_daemons		false	anc_set_exclusive_daemons	
1301576673	wh_main_brt_bretonnia		false	anc_set_multi_kislev_bretonnia_empire	
1304965653	wh3_main_sla_slaanesh		false	beastmen_diplomacy_permitted	
1305176034		wh2_main_hef_caledor	false	wh3_dlc27_all_regular_factions	
1306441881	wh3_main_dae_daemons		false	anc_set_multi_khorne_tzeentch_daemons_nurgle_slaanesh	
1307577309			false	slaanesh_seducible_factions	wh3_main_sc_ksl_kislev
1308164360	wh_main_grn_greenskins		false	faction_set_culture_greenskins	
1309119396			false	FavouredCorruptionUndivided	wh3_main_sc_dae_daemons
1312310258	wh3_main_nur_nurgle		false	anc_set_multi_daemons_nurgle	
1313335856		wh3_main_rogue_the_fluxion_host	false	FavouredCorruptionTzeentch	
1313986233	wh3_main_tze_tzeentch		false	wh3_dlc25_nur_chieftain_battle_cultures_kazyk	
1315935248		wh3_dlc25_nur_epidemius	false	wh3_dlc27_all_regular_factions	
1317882097		wh_dlc05_bst_morghur_herd	false	all_vanilla_playable_factions	
1323047842	wh3_main_kho_khorne		true	plague_effect_set_beastmen_negative	
1324289739		wh3_main_skv_clan_morbidus	false	wh3_dlc27_all_regular_factions	
1325826523			false	FavouredCorruptionNone	wh2_dlc09_sc_tmb_tomb_kings
1325999680		wh3_main_ogr_bloodmaw	false	wh3_dlc27_all_regular_factions	
1327777217		wh3_dlc20_chs_azazel	true	exclude_slaanesh	
1327825148	wh3_main_pro_ksl_kislev		false	anc_set_exclusive_kislev	
1328379155		wh3_dlc20_chs_festus	false	FavouredCorruptionNurgle	
133023897		wh_main_grn_skullsmasherz	false	wh3_dlc27_all_regular_factions	
1335711881		wh3_dlc20_chs_festus	true	plague_effect_set_daemon_prince_negative	
1337963089		wh2_dlc15_skv_clan_volkn	false	wh3_dlc27_all_regular_factions	
1338368890		wh3_main_tze_all_seeing_eye	false	wh3_dlc27_all_regular_factions	
1338731707		wh2_main_lzd_hexoatl	false	wh3_dlc27_all_regular_factions	
1342257919	wh_dlc05_wef_wood_elves		false	anc_set_exclusive_wood_elves	
1345650440		wh_main_grn_greenskins	false	wh3_dlc27_all_regular_factions	
1345984581	wh3_main_ogr_ogre_kingdoms		false	anc_set_exclusive_ogre_kingdoms	
1347372797		wh2_main_hef_nagarythe	false	all_vanilla_playable_factions	
1349885304		wh2_main_rogue_scourge_of_aquitaine	true	FavouredCorruptionNone	
1351757888		wh2_main_lzd_tlaqua	false	wh3_dlc27_all_regular_factions	
1355546127	wh3_main_nur_nurgle		false	anc_set_multi_khorne_tzeentch_daemons_nurgle_slaanesh	
1355995039		wh3_dlc25_dwf_malakai	false	wh3_dlc27_all_regular_factions	
1356942323		wh3_main_ogr_lazarghs	false	wh3_dlc27_all_regular_factions	
1358042539		wh2_main_hef_order_of_loremasters	false	hef_playable_factions	
1363717680	wh3_main_ogr_ogre_kingdoms		false	wh3_dlc25_nur_chieftain_battle_cultures_werekin	
1365374945		wh_main_emp_talabecland	false	wh3_dlc27_all_regular_factions	
1369920634			false	FavouredCorruptionNone	wh3_main_sc_ogr_ogre_kingdoms
1370653562	wh3_main_sla_slaanesh		false	anc_set_multi_daemons_slaanesh	
1372177371		wh2_dlc11_cst_the_drowned	false	wh3_dlc27_all_regular_factions	
1372309341	wh3_main_tze_tzeentch		false	anc_set_multi_tzeentch_daemons	
1373354541			false	kurgan_warband_war_exceptions	wh3_main_pro_sc_kho_khorne
1381765037		wh3_main_rogue_the_putrid_swarm	true	disabled_diplomacy_with_kurgan_warband	
1382481613		wh3_main_ogr_goldtooth	false	wh3_dlc27_all_regular_factions	
1383868210		wh_main_nor_baersonling	false	norscan_homeland_factions	
1385742794		wh3_main_tze_flaming_scribes	false	wh3_dlc27_all_regular_factions	
1387406645		wh_main_dwf_dwarfs	false	thorgrim_only	
1387732597		wh_dlc08_nor_helspire_tribe	false	norscan_homeland_factions	
1388541937	wh3_main_kho_khorne		false	khornate_factions	
1389254846		wh3_main_ogr_goldtooth	false	factions_allowed_to_teleport	
1389379045		wh2_main_lzd_tlaxtlan	false	wh3_dlc27_all_regular_factions	
1389490311			false	hostile_slot_factions	wh2_main_sc_skv_skaven
1389556528		wh_main_dwf_karak_kadrin	false	wh3_dlc27_all_regular_factions	
1392654861		wh3_main_rogue_scriveners_of_fate	true	FavouredCorruptionUndivided	
1396297802		wh2_dlc15_grn_broken_axe	false	wh3_dlc27_all_regular_factions	
1398441645		wh2_main_lzd_last_defenders	false	all_vanilla_playable_factions	
1398487059	wh_main_emp_empire		false	anc_set_multi_kislev_bretonnia_dwarfs_empire_greenskins	
1399842613	wh2_dlc09_tmb_tomb_kings		false	anc_set_multi_tomb_kings_vampire_coast_dark_elves_high_elves_kislev_empire_vampire_counts	
1400110686		wh3_dlc20_chs_valkia	true	FavouredCorruptionUndivided	
1400667337		wh2_main_nor_mung	false	wh3_dlc27_all_regular_factions	
140070372			false	hostile_slot_factions	wh_main_sc_dwf_dwarfs
1401145027	wh_dlc08_nor_norsca		false	anc_set_multi_kislev_norsca_bretonnia_chaos_dwarfs_empire_vampire_counts	
1403810329		wh_dlc05_wef_wood_elves	false	orion	
1405933104		wh3_dlc20_nur_pallid_nurslings	false	wh3_dlc27_all_regular_factions	
1409948611			false	has_ranged_character	
1410411197		wh_main_brt_carcassonne	false	wh3_dlc27_all_regular_factions	
141447949			false	norsca_beastmen	wh_dlc08_sc_nor_norsca
1418569410		wh2_main_hef_yvresse	false	wh2_main_hef_yvresse	
1419078384		wh_dlc05_brt_brionne	false	wh3_dlc27_all_regular_factions	
1420898016		wh2_dlc11_cst_pirates_of_sartosa	false	wh3_dlc27_all_regular_factions	
1422921872		wh2_main_hef_yvresse	false	wh3_dlc27_hef_aislinn_tracked_factions	
1425429830		wh3_main_cst_dread_rock_privateers	false	wh3_dlc27_all_regular_factions	
1427280956			false	FavouredCorruptionSkaven	wh2_main_sc_skv_skaven
143116652		wh2_dlc09_tmb_the_sentinels	false	wh3_dlc27_all_regular_factions	
1431788133		wh3_main_chs_khazag	false	kurgan_forced_alliance_factions	
1431943540		wh3_main_kho_bloody_sword	false	wh3_dlc27_all_regular_factions	
1432177540	wh3_main_nur_nurgle		true	all_except_nurgle_culture	
1432701246			false	slaanesh_seducible_factions	wh_main_sc_emp_empire
1441282943	wh_main_dwf_dwarfs		false	faction_set_civil	
1444762115		wh3_main_tze_sarthoraels_watchers	false	wh3_dlc27_all_regular_factions	
1445522076	wh_dlc08_nor_norsca		true	plague_effect_set_beastmen_negative	
1448624785		wh3_dlc23_chd_zhatan	false	wh3_dlc27_all_regular_factions	
1448834667		wh_dlc08_nor_norsca	false	wh3_dlc27_all_regular_factions	
145002661	wh3_main_tze_tzeentch		true	disabled_diplomacy_with_kurgan_warband	
1459005475		wh3_main_skv_clan_krizzor	false	wh3_dlc27_all_regular_factions	
1462294313	wh3_main_nur_nurgle		false	plague_effect_set_skaven_positive	
1465188958		wh3_dlc20_chs_vilitch	false	FavouredCorruptionTzeentch	
1466858843		wh3_main_ksl_ropsmenn_clan	false	wh3_dlc27_all_regular_factions	
1468086629		wh3_dlc27_sla_the_tormentors	false	wh3_dlc27_sla_dechala	
1468574970	wh_dlc03_bst_beastmen		false	anc_set_multi_beastmen_chaos	
1474906867		wh3_main_tze_tzeentch	false	wh3_dlc27_all_regular_factions	
1475848540		wh3_dlc20_chs_festus	false	nurglish_factions	
1476074343		wh_main_grn_bloody_spearz	false	wh3_dlc27_all_regular_factions	
1476197743		wh3_main_rogue_doombreeds_followers	true	disabled_diplomacy_with_kurgan_warband	
1476398323		wh2_dlc11_nor_norsca_qb4	false	FavouredCorruptionUndivided	
1478206852			false	disabled_diplomacy_with_realm_factions	
1478895501		wh2_main_grn_arachnos	false	wh3_dlc27_all_regular_factions	
1481039761		wh2_main_rogue_abominations	true	disabled_diplomacy_with_realm_factions	
1482289299			false	anc_set_exclusive_sc_pro_khorne	wh3_main_pro_sc_kho_khorne
1482777255	wh3_main_pro_ksl_kislev		false	anc_set_multi_kislev_bretonnia_dwarfs_empire_greenskins	
1483613438		wh3_main_ogr_eyebiter	false	wh3_dlc27_all_regular_factions	
1484577924	wh2_dlc09_tmb_tomb_kings		false	faction_set_culture_tomb_kings	
148972377		wh_main_emp_marienburg	false	wh3_dlc27_all_regular_factions	
1489957621		wh_dlc03_bst_jagged_horn	false	wh3_dlc27_all_regular_factions	
1492131684		wh3_dlc20_chs_vilitch	false	champions_factions	
1492720179		wh_dlc05_wef_wood_elves	false	wh3_dlc27_all_regular_factions	
1493964318		wh3_main_nur_poxmakers_of_nurgle	false	factions_allowed_to_teleport	
1496107709		wh3_dlc20_chs_sigvald	true	slaanesh_seducible_factions	
1496615291		wh3_main_ogr_crossed_clubs	false	wh3_dlc27_all_regular_factions	
149718895		wh3_dlc20_chs_festus	false	faction_set_festus	
1498096294		wh2_main_def_scourge_of_khaine	false	wh3_dlc27_all_regular_factions	
1498354529		wh3_dlc24_ksl_daughters_of_the_forest	false	wh3_dlc24_ksl_daughters_of_the_forest	
1498658559	wh_main_dwf_dwarfs		false	anc_set_exclusive_dwarfs	
1499373427	wh3_main_ksl_kislev		false	wh3_dlc25_emp_electoral_machination_target_factions	
1504730526		wh_main_chs_chaos	false	archaon	
1507395008		wh3_main_rogue_doombreeds_followers	true	FavouredCorruptionUndivided	
1507408934		wh2_main_skv_clan_septik	false	wh3_dlc27_all_regular_factions	
1508264777		wh3_main_ksl_ungol_kindred	false	wh3_dlc27_all_regular_factions	
1508456749		wh2_dlc15_hef_imrik	false	hef_playable_factions	
1509005633		wh3_dlc20_chs_sigvald	false	wh3_dcl27_seductive_influence	
1509562562		wh2_main_skv_clan_eshin	false	all_vanilla_playable_factions	
1509945596	wh2_main_lzd_lizardmen		false	anc_set_exclusive_lore_of_beasts	
1512967616	wh_dlc08_nor_norsca		false	anc_set_multi_beastmen_norsca_chaos	
1513755130		wh3_main_sla_seducers_of_slaanesh	false	factions_allowed_to_teleport	
1518528720		wh3_main_rogue_the_pleasure_tide	false	FavouredCorruptionSlaanesh	
1519209279		wh2_main_hef_avelorn	false	wh2_main_hef_avelorn	
1520322742		wh3_main_grn_moon_howlerz	false	wh3_dlc27_all_regular_factions	
1522100962	wh_main_vmp_vampire_counts		false	faction_set_menace	
1526500731			false	subcult_nurgle	wh3_main_sc_nur_nurgle
1526907699		wh3_dlc27_hef_aislinn_confederation_owner	true	slaanesh_seducible_factions	
1527872187		wh2_dlc16_grn_creeping_death	false	wh3_dlc27_all_regular_factions	
1532273437		wh2_dlc09_tmb_khemri	false	wh3_dlc27_all_regular_factions	
1533092916		wh2_dlc12_lzd_cult_of_sotek	false	all_vanilla_playable_factions	
1537095172	wh_main_chs_chaos		true	disabled_diplomacy_with_kurgan_warband	
1539810087	wh3_main_dae_daemons		false	anc_set_multi_daemons_slaanesh	
154008865	wh_dlc03_bst_beastmen		false	wh3_dlc25_nur_chieftain_battle_cultures_werekin	
1541628506	wh3_main_dae_daemons		false	faction_set_culture_daemons	
154491953		wh_main_emp_averland	false	wh3_dlc25_emp_elector_count_factions	
1546273494		wh3_main_dae_daemon_prince	false	factions_allowed_to_teleport	
1550207465			false	hostile_slot_factions	wh3_main_sc_sla_slaanesh
1550543943	wh2_main_skv_skaven		false	wh3_dlc25_nur_chieftain_battle_cultures_castellan	
1551982341		wh2_dlc09_tmb_rakaph_dynasty	false	wh3_dlc27_all_regular_factions	
1552044879		wh_main_vmp_rival_sylvanian_vamps	false	wh3_dlc27_all_regular_factions	
155210055		wh3_main_tze_oracles_of_tzeentch	false	wh3_dlc27_all_regular_factions	
1552309536		wh3_main_nur_maggoth_kin	false	wh3_dlc27_all_regular_factions	
1553256222		wh_dlc05_bst_morghur_herd	false	wh3_dlc27_all_regular_factions	
1554336080	wh_main_chs_chaos		false	anc_set_multi_chaos_khorne_daemons	
1554742862		wh2_dlc17_dwf_thorek_ironbrow	false	wh3_dlc27_all_regular_factions	
1560764082		wh3_dlc20_kho_blood_keepers	false	wh3_dlc27_all_regular_factions	
1561850676	wh_main_brt_bretonnia		false	anc_set_multi_high_elves_kislev_wood_elves_bretonnia_empire	
1562573480	wh3_main_sla_slaanesh		false	slaanesh_except_dechala	
1562849112	wh2_main_def_dark_elves		false	faction_set_menace	
1564512966		wh2_main_lzd_xlanhuapec	false	wh3_dlc27_all_regular_factions	
1566690840			false	slaanesh_seducible_factions	wh_main_sc_brt_bretonnia
1568725824	wh2_dlc11_cst_vampire_coast		false	anc_set_exclusive_vampire_coast	
1568803461		wh2_dlc17_bst_taurox	false	wh3_dlc27_all_regular_factions	
1569647797		wh2_main_def_ghrond	false	wh3_dlc27_all_regular_factions	
1570103738	wh2_dlc11_cst_vampire_coast		false	ostankya_valid_culture_targets	
1570460993	wh3_main_ksl_kislev		false	anc_set_multi_kislev_bretonnia_dwarfs_empire_greenskins	
1578345483	wh3_main_ksl_kislev		false	anc_set_exclusive_kislev	
1578468923		wh2_main_emp_pirates_of_sartosa	false	wh3_dlc27_all_regular_factions	
1578694998		wh2_dlc16_wef_sisters_of_twilight	false	wh2_dlc16_wef_sisters_of_twilight	
