key	man_animations_table	variant	battle_entity	battle_entity_stats	autonomous_rider_hero	autonomous_rider_can_shoot_in_melee	can_only_be_used_by_draught
wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1	hu1b_cst_admiral_cr1_promethean_wb_cutlass_and_pistol	wh2_dlc11_cst_ch_vampire_fleet_admiral_female	wh_main_cavalry_rider_standard_blood	wh2_cst_vampire_fleet_admiral_female_promethean	true	true	false
wh2_dlc11_cst_leviathan_cylostra_rider0	hc9_cst_cylostra_cr1_leviathan_wb_fan_and_staff	wh2_dlc11_cst_cylostra	wh_main_infantry_rider		true	true	false
wh2_dlc11_cst_leviathan_noctilus_rider0	hu1_cst_noctilus_gi2_colossus_wb_2handed_axe	wh2_dlc11_cst_cha_count_noctilus_necrofex_rider	wh_main_infantry_rider		true	true	false
wh2_dlc11_cst_mon_deck_dropper_rider_0	hu1_cst_deck_ba1_wb_pistol_and_sword	wh2_dlc11_cst_deck_dropper_riders_pistol	wh2_dlc11_infantry_deck_dropper_zombie	wh2_dlc11_cst_deck_droppers_0	false	true	false
wh2_dlc11_cst_mon_deck_dropper_rider_1	hu1_cst_deck_ba1_wb_bomb	wh2_dlc11_cst_deck_dropper_riders_bomb	wh2_dlc11_infantry_deck_dropper_zombie	wh2_dlc11_cst_deck_droppers_2	false	true	false
wh2_dlc11_cst_mon_deck_dropper_rider_2	hu1_cst_deck_ba1_wb_rifle	wh2_dlc11_cst_deck_dropper_riders_rifle	wh2_dlc11_infantry_deck_dropper_zombie	wh2_dlc11_cst_deck_droppers_1	false	true	false
wh2_dlc11_cst_mon_rotting_leviathan_rider_0	hu1_cst_zombie_cr1_leviathon_wb_rifle	wh2_dlc11_cst_zombie_gunnery_rider_rifle	wh2_dlc11_infantry_zombie_blood	wh2_dlc11_cst_mon_rotting_leviathan_rider	false	true	false
wh2_dlc11_cst_mon_rotting_leviathan_rider_1	hu1_cst_zombie_cr1_leviathon_wb_rifle	wh2_dlc11_cst_zombie_gunnery_rider_rifle	wh2_dlc11_infantry_zombie_blood	wh2_dlc11_cst_mon_rotting_leviathan_rider	false	true	false
wh2_dlc11_cst_mon_rotting_leviathan_rider_2	hu1_cst_zombie_cr1_leviathon_wb_rifle	wh2_dlc11_cst_zombie_gunnery_rider_rifle	wh2_dlc11_infantry_zombie_blood	wh2_dlc11_cst_mon_rotting_leviathan_rider	false	true	false
wh2_dlc11_cst_mon_rotting_leviathan_rider_3	hu1_cst_zombie_cr1_leviathon_wb_rifle	wh2_dlc11_cst_zombie_gunnery_rider_rifle	wh2_dlc11_infantry_zombie_blood	wh2_dlc11_cst_mon_rotting_leviathan_rider	false	true	false
wh2_dlc11_cst_mon_rotting_leviathan_rider_4	hu1_cst_zombie_cr1_leviathon_wb_rifle	wh2_dlc11_cst_zombie_gunnery_rider_rifle	wh2_dlc11_infantry_zombie_blood	wh2_dlc11_cst_mon_rotting_leviathan_rider	false	true	false
wh2_dlc11_cst_mon_rotting_promethean_rider_0	hu1_cst_zombie_cr1_promethean_wb_hand_cannon	wh2_dlc11_cst_zombie_gunnery_rider_hand_cannon	wh2_dlc11_infantry_zombie_blood	wh2_dlc11_cst_mon_rotting_promeathean_rider	true	true	false
wh2_dlc11_cst_mon_rotting_promethean_rider_1	hu1_cst_zombie_cr1_promethean_wb_hand_cannon1	wh2_dlc11_cst_zombie_gunnery_rider_hand_cannon	wh2_dlc11_infantry_zombie_blood	wh2_dlc11_cst_mon_rotting_promeathean_rider	true	true	false
wh2_dlc11_cst_necrofex_colossus_rider0	hu1_cst_zombie_gi2_colossus_wb_crew_3	wh2_dlc11_cst_zombie_gunnery_rider_rifle	wh2_dlc11_infantry_zombie_blood	wh2_dlc11_cst_mon_necrofex_colossus_rider	false	true	false
wh2_dlc11_cst_necrofex_colossus_rider1	hu1_cst_zombie_gi2_colossus_wb_crew_2	wh2_dlc11_cst_zombie_gunnery_rider_rifle	wh2_dlc11_infantry_zombie_blood	wh2_dlc11_cst_mon_necrofex_colossus_rider	false	true	false
wh2_dlc11_cst_necrofex_colossus_rider2	hu1_cst_zombie_gi2_colossus_wb_crew_1	wh2_dlc11_cst_zombie_gunnery_rider_rifle	wh2_dlc11_infantry_zombie_blood	wh2_dlc11_cst_mon_necrofex_colossus_rider	false	true	false
wh2_dlc11_cst_necrofex_colossus_rider3	hu1_cst_zombie_gi2_colossus_wb_crew_5	wh2_dlc11_cst_zombie_gunnery_rider_rifle	wh2_dlc11_infantry_zombie_blood	wh2_dlc11_cst_mon_necrofex_colossus_rider	false	true	false
wh2_dlc11_cst_necrofex_colossus_rider4	hu1_cst_zombie_gi2_colossus_wb_crew_4	wh2_dlc11_cst_zombie_gunnery_rider_rifle	wh2_dlc11_infantry_zombie_blood	wh2_dlc11_cst_mon_necrofex_colossus_rider	false	true	false
wh2_dlc11_def_black_dragon_lokhir	hu1d_elf_dr1_dragon_wb_sword_and_shield	wh2_dlc11_def_cha_lokhir	wh_main_infantry_standard_large_blood		true	true	false
wh2_dlc11_vmp_cha_bloodline_lahmian_lord_3	hu1b_elf_dr1_dragon_wb_sword_and_shield	wh2_dlc11_vmp_bloodline_lahmian_lord_campaign_01	wh_main_infantry_standard_blood_dismembers		true	true	false
wh2_dlc12_lzd_lord_kroak_0	hu9_dlc12_kroak	wh2_dlc12_lzd_lord_kroak	wh2_dlc12_lzd_lord_kroak		true	true	false
wh2_dlc12_lzd_mon_ancient_stegadon_rider_0	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_primary_ammo	false	true	false
wh2_dlc12_lzd_mon_ancient_stegadon_rider_1	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_primary_ammo	false	true	false
wh2_dlc12_lzd_mon_ancient_stegadon_rider_2	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_primary_ammo	false	true	false
wh2_dlc12_lzd_mon_ancient_stegadon_rider_3	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_primary_ammo	false	true	false
wh2_dlc12_lzd_mon_ancient_stegadon_rider_tehenhauin_0	hu7_dlc12_skink_hq1_stegadon_wb_sword_and_plaque	wh2_dlc12_lzd_tehenhauin_01	wh2_main_lzd_warbeast_rider_360_hero_blood		true	true	false
wh2_dlc12_lzd_mon_stegadon_engine_rider_0	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_primary_ammo	false	true	false
wh2_dlc12_lzd_mon_stegadon_engine_rider_1	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_primary_ammo	false	true	false
wh2_dlc12_lzd_mon_stegadon_engine_rider_2	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_primary_ammo	false	true	false
wh2_dlc12_lzd_mon_stegadon_rider_red_crested_skink_chief_0	hu7_dlc12_skink_chief_2h_greatweapon	wh2_dlc12_lzd_skink_chief_red_crested	wh2_main_lzd_warbeast_rider_360_hero_blood		true	true	false
wh2_dlc12_skv_veh_doom_flayer_driver_0	hu17_dlc12_skaven_doomflayer_driver_01	wh2_main_skv_skyre_artillery_crew	wh_main_infantry_rider_very_large_blood		false	true	false
wh2_dlc12_skv_veh_doom_flayer_driver_0_ror	hu17_dlc12_skaven_doomflayer_driver_01	wh2_dlc12_skv_skyre_artillery_crew_ror	wh_main_infantry_rider_very_large_blood		false	true	false
wh2_dlc12_skv_veh_doom_flayer_driver_0_ror_tech_lab	hu17_dlc12_skaven_doomflayer_driver_01	wh2_main_skv_skyre_artillery_crew_ror_tech_lab	wh_main_infantry_rider_very_large_blood		false	true	false
wh2_dlc12_skv_veh_doom_flayer_ikit_claw_0	hu17_dlc12_wm_doomflayer01_ikit_halberd_and_claw_gun	wh2_dlc12_skv_ikit	wh2_dlc12_skv_rider_doom_flayer_ikit_blood		true	true	false
wh2_dlc12_skv_veh_doom_flayer_warlock_master_0	hu17_dlc12_wm_doomflayer01_warlock_gauntlets	wh2_dlc12_skv_warlock_master	wh_main_infantry_rider_very_large_blood		true	true	false
wh2_dlc12_skv_veh_doomwheel_crew_0_ror_tech_lab	hu17_skaven_doom_wheel_driver_02	wh2_main_skv_skyre_artillery_crew_ror_tech_lab	wh2_main_infantry_rider_very_large		false	true	false
wh2_dlc12_skv_veh_doomwheel_crew_ikit_0	hu17_skaven_doom_wheel_driver_02	wh2_dlc12_skv_ikit_doomwheel_engineer_crew	wh2_main_infantry_rider_very_large		false	true	false
wh2_dlc12_skv_veh_doomwheel_driver_0_ror_tech_lab	hu17_skaven_doom_wheel_driver_01	wh2_main_skv_skyre_artillery_crew_ror_tech_lab	wh2_main_infantry_rider_very_large		false	true	false
wh2_dlc12_skv_veh_doomwheel_ikit_claw_0	hu17_dlc12_wm_doomwheel01_ikit_halberd_and_claw_gun	wh2_dlc12_skv_ikit_doomwheel	wh2_dlc12_skv_rider_doomwheel_ikit		true	true	false
wh2_dlc12_skv_veh_doomwheel_warlock_master_0	hu17_skaven_doom_wheel_driver_01	wh2_dlc12_skv_warlock_master	wh_main_infantry_rider_very_large_blood		true	true	false
wh2_dlc12_skv_veh_doomwheel_warp_lightning_ikit_0	wm_doomwheel_warp_lightning01	dummy_variant	wh2_main_skv_vehicle_doomwheel_warp_lightning_gun	wh2_main_skv_veh_doomwheel_warp_lightning_ikit	false	true	false
wh2_dlc12_skv_veh_doomwheel_warp_lightning_ikit_1	wm_doomwheel_warp_lightning01	dummy_variant	wh2_main_skv_vehicle_doomwheel_warp_lightning_gun	wh2_main_skv_veh_doomwheel_warp_lightning_ikit	false	true	false
wh2_dlc12_skv_veh_doomwheel_warp_lightning_ikit_2	wm_doomwheel_warp_lightning01	dummy_variant	wh2_main_skv_vehicle_doomwheel_warp_lightning_gun	wh2_main_skv_veh_doomwheel_warp_lightning_ikit	false	true	false
wh2_dlc12_skv_veh_doomwheel_warp_lightning_ror_0	wm_doomwheel_warp_lightning01	dummy_variant	wh2_main_skv_vehicle_doomwheel_warp_lightning_gun	wh2_dlc12_skv_veh_doomwheel_warp_lightning_ror	false	true	false
wh2_dlc12_skv_veh_doomwheel_warp_lightning_ror_1	wm_doomwheel_warp_lightning01	dummy_variant	wh2_main_skv_vehicle_doomwheel_warp_lightning_gun	wh2_dlc12_skv_veh_doomwheel_warp_lightning_ror	false	true	false
wh2_dlc12_skv_veh_doomwheel_warp_lightning_ror_2	wm_doomwheel_warp_lightning01	dummy_variant	wh2_main_skv_vehicle_doomwheel_warp_lightning_gun	wh2_dlc12_skv_veh_doomwheel_warp_lightning_ror	false	true	false
wh2_dlc13_emp_veh_steam_tank_turret_ror	wm_steam_tank_turret01	wh2_dlc13_emp_steamtank_turret_ror	wh_main_emp_veh_steam_tank_turret	wh2_dlc13_emp_steam_tank_turret_burnt	false	true	false
wh2_dlc13_emp_war_wagon_rider_0	hu1_dlc13_wagon01_crew_rifle01	wh2_dlc13_emp_war_wagon_gunner	wh_main_infantry_rider_blood	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
wh2_dlc13_emp_war_wagon_rider_1	hu1_dlc13_wagon01_crew_rifle01	wh2_dlc13_emp_war_wagon_gunner	wh_main_infantry_rider_blood	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
wh2_dlc13_emp_war_wagon_rider_2	hu1_dlc13_wagon01_crew_rifle01	wh2_dlc13_emp_war_wagon_gunner	wh_main_infantry_rider_blood	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
wh2_dlc13_emp_war_wagon_rider_3	hu1_dlc13_wagon01_crew_rifle01	wh2_dlc13_emp_war_wagon_gunner	wh_main_infantry_rider_blood	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
wh2_dlc13_emp_war_wagon_rider_4	hu1_dlc13_wagon01_crew_rifle01	wh2_dlc13_emp_war_wagon_gunner	wh_main_infantry_rider_blood	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
wh2_dlc13_emp_war_wagon_rider_5	hu1_dlc13_wagon01_crew_rifle01	wh2_dlc13_emp_war_wagon_gunner	wh_main_infantry_rider_blood	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
wh2_dlc13_emp_war_wagon_rider_hellblaster_0	hu1_dlc13_wagon01_hellblaster_crew_1	wh_emp_artillery_crew	wh_main_infantry_rider_blood		false	true	false
wh2_dlc13_emp_war_wagon_rider_hellblaster_1	hu1_dlc13_wagon01_hellblaster_crew_2	wh_emp_artillery_crew	wh_main_infantry_rider_blood		false	true	false
wh2_dlc13_emp_war_wagon_rider_mortar_0	hu1_dlc13_wagon01_hellblaster_crew_1	wh_emp_artillery_crew	wh_main_infantry_rider_blood		false	true	false
wh2_dlc13_emp_war_wagon_rider_mortar_1	hu1_dlc13_wagon01_hellblaster_crew_2	wh_emp_artillery_crew	wh_main_infantry_rider_blood		false	true	false
wh2_dlc13_lzd_mon_dread_saurian_rider_1	hu7_skink_hq1_stegadon_wb_giant_blowpipe_02	wh2_main_lzd_skink_crew	wh2_main_lzd_inf_skink_stegadon_rider_150_blood_dismembers	wh2_main_lzd_mon_ancient_stegadon_rider	false	true	false
wh2_dlc13_lzd_mon_dread_saurian_rider_10	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
wh2_dlc13_lzd_mon_dread_saurian_rider_11	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
wh2_dlc13_lzd_mon_dread_saurian_rider_12	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
wh2_dlc13_lzd_mon_dread_saurian_rider_2	hu7_skink_hq1_stegadon_wb_giant_blowpipe	wh2_main_lzd_skink_crew	wh2_main_lzd_inf_skink_stegadon_rider_150_blood_dismembers	wh2_main_lzd_mon_ancient_stegadon_rider	false	true	false
wh2_dlc13_lzd_mon_dread_saurian_rider_3	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
wh2_dlc13_lzd_mon_dread_saurian_rider_4	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
wh2_dlc13_lzd_mon_dread_saurian_rider_5	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
wh2_dlc13_lzd_mon_dread_saurian_rider_6	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
wh2_dlc13_lzd_mon_dread_saurian_rider_7	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
wh2_dlc13_lzd_mon_dread_saurian_rider_8	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
wh2_dlc13_lzd_mon_dread_saurian_rider_9	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
