id	trigger_events	needs_tracking	refund_on_cancel	active_cooldown_can_be_increased	group	sort_order	ui_icon
DISTRICTS_MILITARY_T1	false	false	false	true	toz_tier_1	0	UI\skins\default\0_placeholder.png
DISTRICTS_MILITARY_T2	false	false	false	true	toz_tier_2	0	UI\skins\default\0_placeholder.png
DISTRICTS_MILITARY_T3	false	false	false	true	toz_tier_3	0	UI\skins\default\0_placeholder.png
DISTRICTS_SORCERY_T1	false	false	false	true	toz_tier_1	0	UI\skins\default\0_placeholder.png
DISTRICTS_SORCERY_T2	false	false	false	true	toz_tier_2	0	UI\skins\default\0_placeholder.png
DISTRICTS_SORCERY_T3	false	false	false	true	toz_tier_3	0	UI\skins\default\0_placeholder.png
DON_AMETHYST_ARMORY_ARTILLERY	true	false	true	false		0	UI\skins\default\0_placeholder.png
DON_AMETHYST_ARMORY_UNITS	true	false	true	false		0	UI\skins\default\0_placeholder.png
DON_GUNNERY_SCHOOL	true	false	true	false		0	UI\skins\default\0_placeholder.png
DRILL_ARMAMENTS	false	false	false	true		0	UI\skins\default\0_placeholder.png
DRILL_RAW_MATERIALS	false	false	false	true		0	UI\skins\default\0_placeholder.png
DRILL_TREASURY	false	false	false	true		0	UI\skins\default\0_placeholder.png
DWARF_RITUAL_LORDS	false	false	true	true		0	UI\skins\default\0_placeholder.png
DWARF_RITUAL_UNIT_PACKS	false	false	true	true		0	UI\skins\default\0_placeholder.png
ELECTOR_COUNTS	false	false	true	true		0	UI\skins\default\0_placeholder.png
ELSPETH_TELEPORT	false	false	true	false		0	UI\skins\default\0_placeholder.png
EMPERORS_DECREES	false	false	true	true	college_of_magic	1	UI\skins\default\0_placeholder.png
ESHIN_MORS_RITUAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
ESHIN_MOULDER_RITUAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
ESHIN_PESTILENS_RITUAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
ESHIN_RITUAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
ESHIN_RITUAL_DELAYED	false	false	true	true		0	UI\skins\default\0_placeholder.png
ESHIN_SKYRE_RITUAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
ESHIN_VORTEX_RITUAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
ETERNAL_DANCE_FINAL_RITUAL	false	false	true	false		0	UI\skins\default\0_placeholder.png
ETERNAL_DANCE_RITUAL	false	false	true	false		0	UI\skins\default\0_placeholder.png
ETERNAL_DANCE_TELEPORTATION	false	false	true	false		0	UI\skins\default\0_placeholder.png
EXQUISITE_IMPORTS	false	false	true	true		0	UI\skins\default\0_placeholder.png
EYE_OF_THE_GODS	true	false	true	false		0	UI\skins\default\0_placeholder.png
FLASH_LAB_BOOSTER	false	false	true	true		0	UI\skins\default\0_placeholder.png
FLASH_LAB_MONSTER	false	false	true	true		0	UI\skins\default\0_placeholder.png
FLASH_LAB_RITUAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
FLASH_LAB_RITUAL_TIER2	false	false	true	true		0	UI\skins\default\0_placeholder.png
FLASH_LAB_RITUAL_TIER3	false	false	true	true		0	UI\skins\default\0_placeholder.png
FORCE_VASSAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
GOLGFAG_TELEPORT	false	false	true	false		0	UI\skins\default\0_placeholder.png
GREAT_GAME_1	false	false	true	true		0	UI\skins\default\0_placeholder.png
GREAT_GAME_2	false	false	true	true		0	UI\skins\default\0_placeholder.png
GREAT_GAME_3	false	false	true	true		0	UI\skins\default\0_placeholder.png
GREAT_GAME_4	false	false	true	true		0	UI\skins\default\0_placeholder.png
HEF_COURT_ACTION_CEDE_PATRONAGE	true	false	true	true		0	UI\skins\default\0_placeholder.png
HEF_COURT_ACTION_COURT_UNITY	true	false	true	true		0	UI\skins\default\0_placeholder.png
HEF_COURT_ACTION_INCREASE_STANDING	true	false	true	true		0	UI\skins\default\0_placeholder.png
HEF_COURT_ACTION_PROTECT_PATRONAGE	true	false	true	true		0	UI\skins\default\0_placeholder.png
HEF_COURT_ACTION_SWAP_LORD	true	false	true	true		0	UI\skins\default\0_placeholder.png
HEF_COURT_ACTION_TAKE_PATRONAGE	true	false	true	true		0	UI\skins\default\0_placeholder.png
HEF_COURT_ACTION_THREATEN_PATRONAGE	true	false	true	true		0	UI\skins\default\0_placeholder.png
HEF_COURT_ACTION_TRIBUTE	true	false	true	true		0	UI\skins\default\0_placeholder.png
HELLFORGE_CAPS_BULL_CENTAURS	true	false	true	true	hellforge_unit_caps	0	UI\skins\default\0_placeholder.png
HELLFORGE_CAPS_FLYING_BEASTS	true	false	true	true	hellforge_unit_caps	0	UI\skins\default\0_placeholder.png
HELLFORGE_CAPS_KDAAI	true	false	true	true	hellforge_unit_caps	0	UI\skins\default\0_placeholder.png
HELLFORGE_CAPS_MELEE_INFANTRY	true	false	true	true	hellforge_unit_caps	0	UI\skins\default\0_placeholder.png
HELLFORGE_CAPS_MISSILE_INFANTRY	true	false	true	true	hellforge_unit_caps	0	UI\skins\default\0_placeholder.png
HELLFORGE_CAPS_WARMACHINES	true	false	true	true	hellforge_unit_caps	0	UI\skins\default\0_placeholder.png
HELLFORGE_RITUAL_UNITS	false	false	true	true		0	UI\skins\default\0_placeholder.png
INTERVENTION_RITUAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
KISLEV_BOONS_BATTLE	false	false	true	true		0	UI\skins\default\0_placeholder.png
KISLEV_BOONS_CHARACTER	false	false	true	true		0	UI\skins\default\0_placeholder.png
KISLEV_BOONS_GLOBAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
KISLEV_BOONS_MAGIC	false	false	true	true		0	UI\skins\default\0_placeholder.png
KISLEV_BOONS_SETTLEMENT	false	false	true	true		0	UI\skins\default\0_placeholder.png
KISLEV_ICE_COURT_BOON	false	false	true	true		0	UI\skins\default\0_placeholder.png
KISLEV_ORTHODOXY_BOON	false	false	true	true		0	UI\skins\default\0_placeholder.png
KISLEV_RITUAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
LABOUR_ACTIONS	false	false	true	true		0	UI\skins\default\0_placeholder.png
MALAKAI_ADVENTURE_ACTIVATE	false	false	true	true		0	UI\skins\default\0_placeholder.png
MALAKAI_ADVENTURE_SWITCH	false	false	true	true		0	UI\skins\default\0_placeholder.png
MALUS_RITUAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
MARAUDING_RITUAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
MARK_OF_EXPLOITATION_RITUAL	false	false	false	false		0	UI\skins\default\0_placeholder.png
MASS_TELEPORT	false	false	true	true		0	UI\skins\default\0_placeholder.png
MEAT_RITUAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
MOTHERLAND_RITUAL	false	false	false	true		0	UI\skins\default\0_placeholder.png
MOTHERLAND_RITUAL_FORCE	false	false	false	true		0	UI\skins\default\0_placeholder.png
MOTHERLAND_RITUAL_PROVINCE	false	false	false	true		0	UI\skins\default\0_placeholder.png
NURGLE_RITUAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
OPERATION_RITUAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
OPULENT_GIFTS	false	false	true	true		0	UI\skins\default\0_placeholder.png
OSTANKYA_HEX_RITUAL	false	false	true	false		0	UI\skins\default\0_placeholder.png
OXYOTL_TELEPORT	false	false	true	false		0	UI\skins\default\0_placeholder.png
SACRIFICE_RITUAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
SANCTUM_CREATION	false	false	true	false		0	UI\skins\default\0_placeholder.png
SAYL_FACTION	true	false	true	true		0	UI\skins\default\0_placeholder.png
SAYL_FORCE	true	false	true	true		2	UI\skins\default\0_placeholder.png
SAYL_REGION	true	false	true	true		1	UI\skins\default\0_placeholder.png
SAYL_SELF	true	false	true	true		3	UI\skins\default\0_placeholder.png
SKULLS_RITUAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
SKULLTAKER_TELEPORT	false	false	true	true		0	UI\skins\default\0_placeholder.png
SLAVE_RITUAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
STANDARD_RITUAL	false	false	true	false		0	UI\skins\default\0_placeholder.png
SWT_BEING	false	false	true	true	secrets_of_the_white_tower	3	lore_life
SWT_BRILLIANCE	false	false	true	true	secrets_of_the_white_tower	2	lore_light
SWT_DARKNESS	false	false	true	true	secrets_of_the_white_tower	5	lore_death
SWT_LOREMASTER	false	false	true	true	secrets_of_the_white_tower	1	lore_high_magic
SWT_OBLIVION	false	false	true	true	secrets_of_the_white_tower	4	lore_fire
TAMURKHAN_CHIEFTAIN_BRAY_SHAMAN	false	false	false	true		0	UI\skins\default\0_placeholder.png
TAMURKHAN_CHIEFTAIN_CASTELLAN	false	false	false	true		0	UI\skins\default\0_placeholder.png
TAMURKHAN_CHIEFTAIN_EXALTED_HERO	false	false	false	true		0	UI\skins\default\0_placeholder.png
TAMURKHAN_CHIEFTAIN_FIMIR_BALEFIEND	false	false	false	true		0	UI\skins\default\0_placeholder.png
TAMURKHAN_CHIEFTAIN_KAZYK	false	false	false	true		0	UI\skins\default\0_placeholder.png
TAMURKHAN_CHIEFTAIN_RECRUIT	false	false	false	true		0	UI\skins\default\0_placeholder.png
TAMURKHAN_CHIEFTAIN_UNIT_PURCHASE	false	false	false	true		0	UI\skins\default\0_placeholder.png
TAMURKHAN_CHIEFTAIN_WEREKIN	false	false	false	true		0	UI\skins\default\0_placeholder.png
TAUROX_RAMPAGE_TIER1	false	false	true	true		0	UI\skins\default\0_placeholder.png
TAUROX_RAMPAGE_TIER2	false	false	true	true		0	UI\skins\default\0_placeholder.png
TAUROX_RAMPAGE_TIER3	false	false	true	true		0	UI\skins\default\0_placeholder.png
THROGG_TROLL_RITUAL	true	false	true	false		0	UI\skins\default\0_placeholder.png
TOZ_TIER_4	false	false	false	true	toz_tier_4	0	UI\skins\default\0_placeholder.png
TYRANTS_DEMANDS	false	false	true	true		0	UI\skins\default\0_placeholder.png
TYRION_IMPERATIVE_ALLIANCE	false	false	true	true		0	UI\skins\default\0_placeholder.png
TYRION_IMPERATIVE_HEIR	false	false	true	true		0	UI\skins\default\0_placeholder.png
TZEENTCH_RITUAL	false	true	true	true		0	UI\skins\default\0_placeholder.png
UNDERWAY_TELEPORTATION	false	false	true	false		0	UI\skins\default\0_placeholder.png
VORTEX_RITUAL	true	false	true	true		0	UI\skins\default\0_placeholder.png
WAAAGH_RITUAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
WORKSHOP_RITUAL	false	false	true	true		0	UI\skins\default\0_placeholder.png
WORLDROOTS_HEALING	false	false	true	true		0	UI\skins\default\0_placeholder.png
WORLDROOTS_TELEPORTATION	false	false	true	false		0	UI\skins\default\0_placeholder.png
YUAN_BO_ACTION	false	false	true	true		0	UI\skins\default\0_placeholder.png
