settlement_id	climate_type	citybar_height_offset	rotation
settlement:wh3_main_chaos_region_castle_alexandronov	climate_frozen	0	0
settlement:wh3_main_chaos_region_castle_drachenfels	climate_mountain	0	132
settlement:wh3_main_chaos_region_castle_drakenhof	climate_temperate	0	88
settlement:wh3_main_chaos_region_chasm_of_torment	climate_chaotic	0	0
settlement:wh3_main_chaos_region_chimera_plateau	climate_chaotic	0	0
settlement:wh3_main_chaos_region_city_of_monkeys	climate_desert	0	121
settlement:wh3_main_chaos_region_city_of_splinters	climate_chaotic	0	152
settlement:wh3_main_chaos_region_city_of_the_shugengan	climate_temperate	0	0
settlement:wh3_main_chaos_region_cliff_of_beasts	climate_chaotic	0	0
settlement:wh3_main_chaos_region_crookback_mountain	climate_mountain	0	0
settlement:wh3_main_chaos_region_darkhold	climate_wasteland	0	0
settlement:wh3_main_chaos_region_delberz	climate_temperate	0	38
settlement:wh3_main_chaos_region_dharko_wharf	climate_chaotic	0	334
settlement:wh3_main_chaos_region_dhazhyn	climate_frozen	0	202
settlement:wh3_main_chaos_region_dietershafen	climate_temperate	0	357
settlement:wh3_main_chaos_region_doomkeep	climate_frozen	0	0
settlement:wh3_main_chaos_region_dragon_fang_mount	climate_jungle	0	0
settlement:wh3_main_chaos_region_dragon_gate	climate_temperate	0	276
settlement:wh3_main_chaos_region_dragons_crossroad	climate_chaotic	0	0
settlement:wh3_main_chaos_region_dragons_death	climate_chaotic	0	0
settlement:wh3_main_chaos_region_dushyka	climate_temperate	0	251
settlement:wh3_main_chaos_region_eagle_eyries	climate_mountain	0	0
settlement:wh3_main_chaos_region_eilhart	climate_temperate	0	0
settlement:wh3_main_chaos_region_erengrad	climate_temperate	0	14
settlement:wh3_main_chaos_region_fallen_city	climate_mountain	0	0
settlement:wh3_main_chaos_region_fire_mouth	climate_mountain	0	0
settlement:wh3_main_chaos_region_floating_mountain	climate_wasteland	0	0
settlement:wh3_main_chaos_region_fort_bergbres	climate_temperate	0	283
settlement:wh3_main_chaos_region_fort_dolganyeir	climate_wasteland	0	171
settlement:wh3_main_chaos_region_fort_dorznye_vort	climate_wasteland	0	158
settlement:wh3_main_chaos_region_fort_jakova	climate_temperate	0	209
settlement:wh3_main_chaos_region_fort_ostrosk	climate_temperate	0	0
settlement:wh3_main_chaos_region_fort_straghov	climate_mountain	0	144
settlement:wh3_main_chaos_region_fortenhof	climate_temperate	0	201
settlement:wh3_main_chaos_region_fortress_of_eyes	climate_chaotic	0	0
settlement:wh3_main_chaos_region_fortress_of_the_damned	climate_chaotic	0	0
settlement:wh3_main_chaos_region_foul_fortress	climate_frozen	0	1
settlement:wh3_main_chaos_region_foundry_of_bones	climate_chaotic	0	0
settlement:wh3_main_chaos_region_frozen_landing	climate_frozen	0	54
settlement:wh3_main_chaos_region_gerslev	climate_temperate	0	189
settlement:wh3_main_chaos_region_glut_port	climate_chaotic	0	328
settlement:wh3_main_chaos_region_gnashraks_lair	climate_mountain	0	45
settlement:wh3_main_chaos_region_gorger_rock	climate_mountain	0	0
settlement:wh3_main_chaos_region_gorssel	climate_temperate	0	109
settlement:wh3_main_chaos_region_graeling_moot	climate_frozen	0	32
settlement:wh3_main_chaos_region_granite_spikes	climate_mountain	0	0
settlement:wh3_main_chaos_region_great_hall_of_greasus	climate_mountain	0	0
settlement:wh3_main_chaos_region_great_skull_lakes	climate_wasteland	0	0
settlement:wh3_main_chaos_region_grim_duraz	climate_mountain	0	0
settlement:wh3_main_chaos_region_grimtop	climate_mountain	0	0
settlement:wh3_main_chaos_region_grissenwald	climate_temperate	0	20
settlement:wh3_main_chaos_region_gristle_valley	climate_mountain	0	322
settlement:wh3_main_chaos_region_hanyu_port	climate_savannah	0	156
settlement:wh3_main_chaos_region_hell_pit	climate_wasteland	0	17
settlement:wh3_main_chaos_region_hellcade_drove	climate_chaotic	0	0
settlement:wh3_main_chaos_region_hergig	climate_temperate	0	70
settlement:wh3_main_chaos_region_hissing_pits	climate_mountain	0	0
settlement:wh3_main_chaos_region_howling_rock	climate_wasteland	0	0
settlement:wh3_main_chaos_region_ice_caverns_of_ymirdrak	climate_frozen	0	0
settlement:wh3_main_chaos_region_icedrake_fjord	climate_frozen	0	30
settlement:wh3_main_chaos_region_icespewer	climate_frozen	0	25
settlement:wh3_main_chaos_region_igerov	climate_temperate	0	273
settlement:wh3_main_chaos_region_infernius	climate_chaotic	0	0
settlement:wh3_main_chaos_region_iron_storm	climate_chaotic	0	0
settlement:wh3_main_chaos_region_jade_wind_mountain	climate_mountain	0	0
settlement:wh3_main_chaos_region_karak_azgaraz	climate_mountain	0	250
settlement:wh3_main_chaos_region_karak_azorn	climate_mountain	0	348
settlement:wh3_main_chaos_region_karak_dum	climate_mountain	0	0
settlement:wh3_main_chaos_region_karak_kadrin	climate_mountain	0	352
settlement:wh3_main_chaos_region_karak_krakaten	climate_mountain	0	0
settlement:wh3_main_chaos_region_karak_raziak	climate_mountain	0	0
settlement:wh3_main_chaos_region_karak_ungor	climate_mountain	0	0
settlement:wh3_main_chaos_region_karak_vlag	climate_mountain	0	0
settlement:wh3_main_chaos_region_karak_vrag	climate_mountain	0	0
settlement:wh3_main_chaos_region_karak_ziflin	climate_mountain	0	34
settlement:wh3_main_chaos_region_khazid_irkulaz	climate_mountain	0	0
settlement:wh3_main_chaos_region_kislev	climate_temperate	0	127
settlement:wh3_main_chaos_region_konigstein_tower	climate_temperate	0	0
settlement:wh3_main_chaos_region_kraka_dorden	climate_mountain	0	0
settlement:wh3_main_chaos_region_kraka_drak	climate_mountain	0	315
settlement:wh3_main_chaos_region_kraz_und	climate_mountain	0	224
settlement:wh3_main_chaos_region_krudenwald	climate_temperate	0	0
settlement:wh3_main_chaos_region_kunlan	climate_mountain	0	0
settlement:wh3_main_chaos_region_kurak_peak	climate_mountain	0	0
settlement:wh3_main_chaos_region_kusel	climate_temperate	0	0
settlement:wh3_main_chaos_region_laurelorn_forest	climate_magicforest	0	0
settlement:wh3_main_chaos_region_leblya	climate_frozen	0	0
settlement:wh3_main_chaos_region_longship_graveyard	climate_frozen	0	0
settlement:wh3_main_chaos_region_marienburg	climate_temperate	0	347
settlement:wh3_main_chaos_region_middenheim	climate_temperate	0	217
settlement:wh3_main_chaos_region_mines_of_gorgoth	climate_mountain	0	0
settlement:wh3_main_chaos_region_mines_of_nan_yang	climate_savannah	0	154
settlement:wh3_main_chaos_region_ming_zhu	climate_temperate	0	0
settlement:wh3_main_chaos_region_mist_gorge	climate_mountain	0	0
settlement:wh3_main_chaos_region_mount_cragg	climate_mountain	0	0
settlement:wh3_main_chaos_region_mount_grey_hag	climate_mountain	0	0
settlement:wh3_main_chaos_region_mount_grimfang	climate_mountain	0	0
settlement:wh3_main_chaos_region_mount_gunbad	climate_mountain	0	0
settlement:wh3_main_chaos_region_mount_thug	climate_mountain	0	0
settlement:wh3_main_chaos_region_nan_gau	climate_savannah	0	337
settlement:wh3_main_chaos_region_nan_li	climate_desert	0	158
settlement:wh3_main_chaos_region_nongchang	climate_savannah	0	0
settlement:wh3_main_chaos_region_norden	climate_temperate	0	359
settlement:wh3_main_chaos_region_novchozy	climate_frozen	0	0
settlement:wh3_main_chaos_region_nuln	climate_temperate	0	201
settlement:wh3_main_chaos_region_oakenhammer	climate_mountain	0	229
settlement:wh3_main_chaos_region_osterwald	climate_temperate	0	0
settlement:wh3_main_chaos_region_pack_ice_bay	climate_frozen	0	35
settlement:wh3_main_chaos_region_palace_of_princes	climate_chaotic	0	0
settlement:wh3_main_chaos_region_pigbarter	climate_temperate	0	0
settlement:wh3_main_chaos_region_pillar_of_skulls	climate_chaotic	0	0
settlement:wh3_main_chaos_region_plesk	climate_frozen	0	123
settlement:wh3_main_chaos_region_po_mei	climate_savannah	0	78
settlement:wh3_main_chaos_region_praag	climate_frozen	0	119
settlement:wh3_main_chaos_region_qiang	climate_desert	0	0
settlement:wh3_main_chaos_region_red_fortress	climate_chaotic	0	0
settlement:wh3_main_chaos_region_rosche	climate_temperate	0	90
settlement:wh3_main_chaos_region_sabre_mountain	climate_mountain	0	0
settlement:wh3_main_chaos_region_salzenmund	climate_temperate	0	101
settlement:wh3_main_chaos_region_seep_gore	climate_mountain	0	0
settlement:wh3_main_chaos_region_sepukzy	climate_frozen	0	177
settlement:wh3_main_chaos_region_serpent_jetty	climate_frozen	0	17
settlement:wh3_main_chaos_region_shambletown	climate_mountain	0	0
settlement:wh3_main_chaos_region_shang_wu	climate_savannah	0	67
settlement:wh3_main_chaos_region_shang_yang	climate_desert	0	0
settlement:wh3_main_chaos_region_shattered_stone_bay	climate_temperate	0	359
settlement:wh3_main_chaos_region_shi_long	climate_savannah	0	137
settlement:wh3_main_chaos_region_shrine_of_the_alchemist	climate_desert	0	351
settlement:wh3_main_chaos_region_siegfriedhof	climate_temperate	0	115
settlement:wh3_main_chaos_region_sjoktraken	climate_frozen	0	0
settlement:wh3_main_chaos_region_skrap_towers	climate_temperate	0	0
settlement:wh3_main_chaos_region_snake_gate	climate_temperate	0	285
settlement:wh3_main_chaos_region_stormvrack_mount	climate_wasteland	0	0
settlement:wh3_main_chaos_region_tai_tzu	climate_desert	0	198
settlement:wh3_main_chaos_region_talabheim	climate_temperate	0	11
settlement:wh3_main_chaos_region_temple_of_elemental_winds	climate_savannah	0	0
settlement:wh3_main_chaos_region_temple_of_heimkel	climate_frozen	0	0
settlement:wh3_main_chaos_region_terracotta_graveyard	climate_savannah	0	20
settlement:wh3_main_chaos_region_the_bleeding_spire	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_blighted_grove	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_brass_glacier	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_burning_monolith	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_challenge_stone	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_crystal_spires	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_daemons_stump	climate_wasteland	0	0
settlement:wh3_main_chaos_region_the_falls_of_doom	climate_wasteland	0	0
settlement:wh3_main_chaos_region_the_fetid_catacombs	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_folly_of_malofex	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_forbidden_citadel	climate_frozen	0	2
settlement:wh3_main_chaos_region_the_forest_of_decay	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_fortress_of_vorag	climate_wasteland	0	0
settlement:wh3_main_chaos_region_the_gallows_tree	climate_chaotic	0	135
settlement:wh3_main_chaos_region_the_gates_of_zharr	climate_wasteland	0	0
settlement:wh3_main_chaos_region_the_howling_citadel	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_last_sky_castle	climate_mountain	0	0
settlement:wh3_main_chaos_region_the_monolith_of_katam	climate_frozen	0	0
settlement:wh3_main_chaos_region_the_monolith_of_kjarl_deathaxe	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_monolith_of_the_void	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_palace_of_ruin	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_red_abyss	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_sentinels	climate_wasteland	0	0
settlement:wh3_main_chaos_region_the_shifting_monolith	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_silver_pinnacle	climate_mountain	0	0
settlement:wh3_main_chaos_region_the_silvered_tower_of_sorcerers	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_sky_monolith	climate_mountain	0	0
settlement:wh3_main_chaos_region_the_sunken_sewers	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_tower_of_flies	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_tower_of_gorgoth	climate_mountain	0	162
settlement:wh3_main_chaos_region_the_tower_of_khrakk	climate_frozen	0	0
settlement:wh3_main_chaos_region_the_tower_of_torment	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_twisted_towers	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_vale_of_nightmares	climate_chaotic	0	0
settlement:wh3_main_chaos_region_the_volary	climate_chaotic	0	187
settlement:wh3_main_chaos_region_the_writhing_fortress	climate_chaotic	0	0
settlement:wh3_main_chaos_region_titans_notch	climate_mountain	0	0
settlement:wh3_main_chaos_region_tower_of_ashshair	climate_desert	0	359
settlement:wh3_main_chaos_region_tower_of_grief	climate_wasteland	0	0
settlement:wh3_main_chaos_region_tree_of_damned_shades	climate_chaotic	0	0
settlement:wh3_main_chaos_region_troll_fjord	climate_frozen	0	12
settlement:wh3_main_chaos_region_turtle_gate	climate_temperate	0	281
settlement:wh3_main_chaos_region_ubersreik	climate_temperate	0	139
settlement:wh3_main_chaos_region_uzkulak	climate_wasteland	0	15
settlement:wh3_main_chaos_region_uzkulany	climate_wasteland	0	0
settlement:wh3_main_chaos_region_vale_of_titans	climate_mountain	0	0
settlement:wh3_main_chaos_region_village_of_the_moon	climate_temperate	0	0
settlement:wh3_main_chaos_region_village_of_the_tigermen	climate_desert	0	82
settlement:wh3_main_chaos_region_volcanos_heart	climate_chaotic	0	0
settlement:wh3_main_chaos_region_volksgrad	climate_frozen	0	89
settlement:wh3_main_chaos_region_waldenhof	climate_temperate	0	0
settlement:wh3_main_chaos_region_wei_jin	climate_temperate	0	12
settlement:wh3_main_chaos_region_weng_chang	climate_desert	0	204
settlement:wh3_main_chaos_region_winter_pyre	climate_frozen	0	0
settlement:wh3_main_chaos_region_wolfenburg	climate_temperate	0	196
settlement:wh3_main_chaos_region_wurtbad	climate_temperate	0	210
settlement:wh3_main_chaos_region_wurzen	climate_temperate	0	0
settlement:wh3_main_chaos_region_xen_wu	climate_desert	0	1
settlement:wh3_main_chaos_region_xing_po	climate_temperate	0	0
settlement:wh3_main_chaos_region_yetchitch	climate_frozen	0	131
settlement:wh3_main_chaos_region_yhetee_peak	climate_mountain	0	0
settlement:wh3_main_chaos_region_zamoski	climate_wasteland	0	0
settlement:wh3_main_chaos_region_zanbaijin	climate_chaotic	0	0
settlement:wh3_main_chaos_region_zerulous	climate_chaotic	0	0
settlement:wh3_main_chaos_region_zhanshi	climate_temperate	0	0
settlement:wh3_main_chaos_region_zharr_naggrund	climate_wasteland	0	0
settlement:wh3_main_chaos_region_zhufbar	climate_mountain	0	321
settlement:wh3_main_chaos_region_zoishenk	climate_frozen	0	76
settlement:wh3_main_combi_region_aarnau	climate_temperate	0	0
settlement:wh3_main_combi_region_agrul_migdhal	climate_wasteland	0	0
settlement:wh3_main_combi_region_akendorf	climate_temperate	0	170
settlement:wh3_main_combi_region_al_haikk	climate_desert	0	38
settlement:wh3_main_combi_region_altar_of_facades	climate_chaotic	0	138
settlement:wh3_main_combi_region_altar_of_spawns	climate_chaotic	0	0
settlement:wh3_main_combi_region_altar_of_the_bloody_harvest	climate_frozen	0	0
settlement:wh3_main_combi_region_altar_of_the_horned_rat	climate_jungle	0	0
settlement:wh3_main_combi_region_altar_of_ultimate_darkness	climate_frozen	0	0
settlement:wh3_main_combi_region_altdorf	climate_temperate	0	0
settlement:wh3_main_combi_region_amblepeak	climate_mountain	0	0
settlement:wh3_main_combi_region_ancient_city_of_quintex	climate_frozen	0	30
settlement:wh3_main_combi_region_angerrial	climate_island	0	0
settlement:wh3_main_combi_region_antoch	climate_desert	0	25
settlement:wh3_main_combi_region_aquitaine	climate_temperate	0	0
settlement:wh3_main_combi_region_argalis	climate_temperate	0	0
settlement:wh3_main_combi_region_arnheim	climate_frozen	0	336
settlement:wh3_main_combi_region_ash_ridge_mountains	climate_mountain	0	224
settlement:wh3_main_combi_region_ashrak	climate_frozen	0	84
settlement:wh3_main_combi_region_averheim	climate_temperate	0	0
settlement:wh3_main_combi_region_avethir	climate_island	0	347
settlement:wh3_main_combi_region_axlotl	climate_jungle	0	0
settlement:wh3_main_combi_region_baleful_hills	climate_savannah	0	181
settlement:wh3_main_combi_region_bamboo_crossing	climate_temperate	0	0
settlement:wh3_main_combi_region_barag_dawazbag	climate_wasteland	0	0
settlement:wh3_main_combi_region_barak_varr	climate_mountain	0	338
settlement:wh3_main_combi_region_bay_of_blades	climate_frozen	0	0
settlement:wh3_main_combi_region_bechafen	climate_temperate	0	0
settlement:wh3_main_combi_region_beichai	climate_temperate	0	0
settlement:wh3_main_combi_region_bhagar	climate_desert	0	0
settlement:wh3_main_combi_region_bilbali	climate_temperate	0	41
settlement:wh3_main_combi_region_bilious_cliffs	climate_chaotic	0	0
settlement:wh3_main_combi_region_bitter_bay	climate_wasteland	0	0
settlement:wh3_main_combi_region_bitterstone_mine	climate_wasteland	0	0
settlement:wh3_main_combi_region_black_crag	climate_mountain	0	304
settlement:wh3_main_combi_region_black_creek_spire	climate_frozen	0	0
settlement:wh3_main_combi_region_black_fang	climate_mountain	0	325
settlement:wh3_main_combi_region_black_fortress	climate_wasteland	0	0
settlement:wh3_main_combi_region_black_iron_mine	climate_mountain	0	0
settlement:wh3_main_combi_region_black_pyramid_of_nagash	climate_desert	0	356
settlement:wh3_main_combi_region_black_rock	climate_chaotic	0	0
settlement:wh3_main_combi_region_black_tower_of_arkhan	climate_desert	0	29
settlement:wh3_main_combi_region_blacklight_tower	climate_frozen	0	23
settlement:wh3_main_combi_region_blackstone_post	climate_mountain	0	102
settlement:wh3_main_combi_region_bleak_hold_fortress	climate_frozen	0	0
settlement:wh3_main_combi_region_blizzardpeak	climate_frozen	0	0
settlement:wh3_main_combi_region_blood_mountain	climate_chaotic	0	0
settlement:wh3_main_combi_region_bloodpeak	climate_mountain	0	332
settlement:wh3_main_combi_region_bloodwind_keep	climate_chaotic	0	0
settlement:wh3_main_combi_region_bordeleaux	climate_temperate	0	4
settlement:wh3_main_combi_region_brass_keep	climate_mountain	0	0
settlement:wh3_main_combi_region_bridge_of_heaven	climate_savannah	0	0
settlement:wh3_main_combi_region_brionne	climate_temperate	0	0
settlement:wh3_main_combi_region_cairn_thel	climate_island	0	0
settlement:wh3_main_combi_region_carroburg	climate_temperate	0	0
settlement:wh3_main_combi_region_castle_alexandronov	climate_frozen	0	0
settlement:wh3_main_combi_region_castle_artois	climate_temperate	0	156
settlement:wh3_main_combi_region_castle_bastonne	climate_temperate	0	89
settlement:wh3_main_combi_region_castle_carcassonne	climate_temperate	0	151
settlement:wh3_main_combi_region_castle_drakenhof	climate_temperate	0	0
settlement:wh3_main_combi_region_castle_of_splendour	climate_chaotic	0	352
settlement:wh3_main_combi_region_castle_templehof	climate_temperate	0	0
settlement:wh3_main_combi_region_castle_von_rauken	climate_temperate	0	52
settlement:wh3_main_combi_region_caverns_of_sotek	climate_jungle	0	0
settlement:wh3_main_combi_region_celestial_monastery	climate_temperate	0	0
settlement:wh3_main_combi_region_chamber_of_visions	climate_jungle	0	0
settlement:wh3_main_combi_region_chaqua	climate_jungle	0	0
settlement:wh3_main_combi_region_chill_road	climate_frozen	0	0
settlement:wh3_main_combi_region_chimai	climate_temperate	0	0
settlement:wh3_main_combi_region_chupayotl	climate_savannah	0	0
settlement:wh3_main_combi_region_circle_of_destruction	climate_frozen	0	331
settlement:wh3_main_combi_region_citadel_of_dusk	climate_savannah	0	0
settlement:wh3_main_combi_region_citadel_of_lead	climate_frozen	0	0
settlement:wh3_main_combi_region_city_of_the_shugengan	climate_temperate	0	142
settlement:wh3_main_combi_region_clar_karond	climate_frozen	0	0
settlement:wh3_main_combi_region_clarak_spire	climate_wasteland	0	0
settlement:wh3_main_combi_region_cliff_of_beasts	climate_chaotic	0	0
settlement:wh3_main_combi_region_copher	climate_desert	0	32
settlement:wh3_main_combi_region_couronne	climate_temperate	0	151
settlement:wh3_main_combi_region_crag_halls_of_findol	climate_magicforest	0	0
settlement:wh3_main_combi_region_cragroth_deep	climate_mountain	0	0
settlement:wh3_main_combi_region_crookback_mountain	climate_mountain	0	0
settlement:wh3_main_combi_region_crooked_fang_fort	climate_mountain	0	0
settlement:wh3_main_combi_region_crucible_of_delights	climate_chaotic	0	0
settlement:wh3_main_combi_region_cuexotl	climate_jungle	0	0
settlement:wh3_main_combi_region_daemons_gate	climate_chaotic	0	0
settlement:wh3_main_combi_region_dagraks_end	climate_chaotic	0	0
settlement:wh3_main_combi_region_dai_cheng	climate_temperate	0	359
settlement:wh3_main_combi_region_dargoth	climate_frozen	0	0
settlement:wh3_main_combi_region_darkhold	climate_wasteland	0	0
settlement:wh3_main_combi_region_deff_gorge	climate_mountain	0	0
settlement:wh3_main_combi_region_desolation_of_drakenmoor	climate_wasteland	0	161
settlement:wh3_main_combi_region_desolation_of_nagash	climate_wasteland	0	0
settlement:wh3_main_combi_region_dietershafen	climate_temperate	0	0
settlement:wh3_main_combi_region_dok_karaz	climate_wasteland	0	0
settlement:wh3_main_combi_region_doom_glade	climate_desert	0	145
settlement:wh3_main_combi_region_doomkeep	climate_chaotic	0	0
settlement:wh3_main_combi_region_dotternbach	climate_temperate	0	0
settlement:wh3_main_combi_region_drackla_spire	climate_mountain	0	70
settlement:wh3_main_combi_region_dragon_fang_mount	climate_jungle	0	0
settlement:wh3_main_combi_region_dragon_gate	climate_temperate	0	0
settlement:wh3_main_combi_region_dragonhorn_mines	climate_wasteland	0	0
settlement:wh3_main_combi_region_dragons_crossroad	climate_chaotic	0	0
settlement:wh3_main_combi_region_dragons_death	climate_chaotic	0	0
settlement:wh3_main_combi_region_dread_rock	climate_jungle	0	0
settlement:wh3_main_combi_region_dringorackaz	climate_mountain	0	278
settlement:wh3_main_combi_region_dusk_peaks	climate_savannah	0	0
settlement:wh3_main_combi_region_eagle_eyries	climate_mountain	0	0
settlement:wh3_main_combi_region_eagle_gate	climate_island	0	273
settlement:wh3_main_combi_region_eilhart	climate_temperate	0	0
settlement:wh3_main_combi_region_ekrund	climate_wasteland	0	0
settlement:wh3_main_combi_region_el_kalabad	climate_desert	0	0
settlement:wh3_main_combi_region_eldar_spire	climate_mountain	0	0
settlement:wh3_main_combi_region_elessaeli	climate_island	0	350
settlement:wh3_main_combi_region_elisia	climate_island	0	358
settlement:wh3_main_combi_region_erengrad	climate_temperate	0	0
settlement:wh3_main_combi_region_eschen	climate_temperate	0	0
settlement:wh3_main_combi_region_essen	climate_temperate	0	0
settlement:wh3_main_combi_region_evershale	climate_island	0	341
settlement:wh3_main_combi_region_eye_of_the_panther	climate_mountain	0	214
settlement:wh3_main_combi_region_fallen_gates	climate_savannah	0	0
settlement:wh3_main_combi_region_fallen_king_mountain	climate_mountain	0	180
settlement:wh3_main_combi_region_fateweavers_crevasse	climate_chaotic	0	212
settlement:wh3_main_combi_region_fire_mouth	climate_mountain	0	14
settlement:wh3_main_combi_region_flayed_rock	climate_mountain	0	0
settlement:wh3_main_combi_region_flensburg	climate_temperate	0	0
settlement:wh3_main_combi_region_floating_mountain	climate_chaotic	0	0
settlement:wh3_main_combi_region_floating_pyramid	climate_jungle	0	0
settlement:wh3_main_combi_region_floating_village	climate_wasteland	0	0
settlement:wh3_main_combi_region_forest_of_arnheim	climate_frozen	0	130
settlement:wh3_main_combi_region_forest_of_gloom	climate_magicforest	0	0
settlement:wh3_main_combi_region_fort_bergbres	climate_temperate	0	159
settlement:wh3_main_combi_region_fort_jakova	climate_temperate	0	0
settlement:wh3_main_combi_region_fort_oberstyre	climate_temperate	0	0
settlement:wh3_main_combi_region_fort_ostrosk	climate_frozen	0	66
settlement:wh3_main_combi_region_fort_soll	climate_temperate	0	78
settlement:wh3_main_combi_region_fort_straghov	climate_frozen	0	9
settlement:wh3_main_combi_region_fortress_of_dawn	climate_island	0	0
settlement:wh3_main_combi_region_fortress_of_eyes	climate_chaotic	0	0
settlement:wh3_main_combi_region_fortress_of_the_damned	climate_chaotic	0	0
settlement:wh3_main_combi_region_foundry_of_bones	climate_chaotic	0	0
settlement:wh3_main_combi_region_frozen_landing	climate_frozen	0	0
settlement:wh3_main_combi_region_fu_chow	climate_temperate	0	0
settlement:wh3_main_combi_region_fu_hung	climate_temperate	0	359
settlement:wh3_main_combi_region_fuming_serpent	climate_jungle	0	0
settlement:wh3_main_combi_region_fyrus	climate_desert	0	119
settlement:wh3_main_combi_region_gaean_vale	climate_magicforest	0	0
settlement:wh3_main_combi_region_galbaraz	climate_wasteland	0	211
settlement:wh3_main_combi_region_ghrond	climate_frozen	0	0
settlement:wh3_main_combi_region_gisoreux	climate_temperate	0	0
settlement:wh3_main_combi_region_gnashraks_lair	climate_mountain	0	190
settlement:wh3_main_combi_region_gnobbly_gorge	climate_temperate	0	0
settlement:wh3_main_combi_region_golden_ziggurat	climate_island	0	0
settlement:wh3_main_combi_region_gor_gazan	climate_wasteland	0	0
settlement:wh3_main_combi_region_gorger_rock	climate_mountain	0	23
settlement:wh3_main_combi_region_gorssel	climate_temperate	0	0
settlement:wh3_main_combi_region_graeling_moot	climate_chaotic	0	0
settlement:wh3_main_combi_region_granite_massif	climate_mountain	0	224
settlement:wh3_main_combi_region_granite_spikes	climate_mountain	0	116
settlement:wh3_main_combi_region_great_desert_of_araby	climate_desert	0	342
settlement:wh3_main_combi_region_great_hall_of_greasus	climate_mountain	0	343
settlement:wh3_main_combi_region_great_skull_lakes	climate_wasteland	0	30
settlement:wh3_main_combi_region_great_turtle_isle	climate_island	0	0
