agent_key	skill_rank	optional_campaign_key	for_army	for_navy	experience_threshold	skill_points
dignitary	43		false	false	154450	1
dignitary	44		false	false	159050	1
dignitary	45		false	false	163675	1
dignitary	46		false	false	168325	1
dignitary	47		false	false	173000	1
dignitary	48		false	false	177700	1
dignitary	4		false	false	7000	1
dignitary	5		false	false	9000	1
dignitary	6		false	false	11200	1
dignitary	7		false	false	13600	1
dignitary	8		false	false	16200	1
dignitary	9		false	false	19000	1
engineer	0		false	false	1000	1
engineer	10		false	false	21900	1
engineer	11		false	false	24900	1
engineer	12		false	false	28000	1
engineer	13		false	false	31200	1
engineer	14		false	false	34500	1
engineer	15		false	false	37900	1
engineer	16		false	false	41400	1
engineer	17		false	false	45000	1
engineer	18		false	false	48700	1
engineer	19		false	false	52450	1
engineer	1		false	false	2200	1
engineer	20		false	false	56250	1
engineer	21		false	false	60100	1
engineer	22		false	false	64000	1
engineer	23		false	false	67950	1
engineer	24		false	false	71950	1
engineer	25		false	false	76000	1
engineer	26		false	false	80100	1
engineer	27		false	false	84250	1
engineer	28		false	false	88450	1
engineer	29		false	false	92675	1
engineer	2		false	false	3600	1
engineer	30		false	false	96925	1
engineer	31		false	false	101200	1
engineer	32		false	false	105500	1
engineer	33		false	false	109825	1
engineer	34		false	false	114175	1
engineer	35		false	false	118550	1
engineer	36		false	false	122950	1
engineer	37		false	false	127375	1
engineer	38		false	false	131825	1
engineer	39		false	false	136300	1
engineer	3		false	false	5200	1
engineer	40		false	false	140800	1
engineer	41		false	false	145325	1
engineer	42		false	false	149875	1
engineer	43		false	false	154450	1
engineer	44		false	false	159050	1
engineer	45		false	false	163675	1
engineer	46		false	false	168325	1
engineer	47		false	false	173000	1
engineer	48		false	false	177700	1
engineer	4		false	false	7000	1
engineer	5		false	false	9000	1
engineer	6		false	false	11200	1
engineer	7		false	false	13600	1
engineer	8		false	false	16200	1
engineer	9		false	false	19000	1
general	0		false	false	1000	1
general	10		false	false	21900	1
general	11		false	false	24900	1
general	12		false	false	28000	1
general	13		false	false	31200	1
general	14		false	false	34500	1
general	15		false	false	37900	1
general	16		false	false	41400	1
general	17		false	false	45000	1
general	18		false	false	48700	1
general	19		false	false	52450	1
general	1		false	false	2200	1
general	20		false	false	56250	1
general	21		false	false	60100	1
general	22		false	false	64000	1
general	23		false	false	67950	1
general	24		false	false	71950	1
general	25		false	false	76000	1
general	26		false	false	80100	1
general	27		false	false	84250	1
general	28		false	false	88450	1
general	29		false	false	92675	1
general	2		false	false	3600	1
general	30		false	false	96925	1
general	31		false	false	101200	1
general	32		false	false	105500	1
general	33		false	false	109825	1
general	34		false	false	114175	1
general	35		false	false	118550	1
general	36		false	false	122950	1
general	37		false	false	127375	1
general	38		false	false	131825	1
general	39		false	false	136300	1
general	3		false	false	5200	1
general	40	wh3_main_chaos	false	false	140800	1
general	40	wh3_main_combi	false	false	140800	1
general	41	wh3_main_chaos	false	false	145325	1
general	41	wh3_main_combi	false	false	145325	1
general	42	wh3_main_chaos	false	false	149875	1
general	42	wh3_main_combi	false	false	149875	1
general	43	wh3_main_chaos	false	false	154450	1
general	43	wh3_main_combi	false	false	154450	1
general	44	wh3_main_chaos	false	false	159050	1
general	44	wh3_main_combi	false	false	159050	1
general	45	wh3_main_chaos	false	false	163675	1
general	45	wh3_main_combi	false	false	163675	1
general	46	wh3_main_chaos	false	false	168325	1
general	46	wh3_main_combi	false	false	168325	1
general	47	wh3_main_chaos	false	false	173000	1
general	47	wh3_main_combi	false	false	173000	1
general	48	wh3_main_chaos	false	false	177700	1
general	48	wh3_main_combi	false	false	177700	1
general	4		false	false	7000	1
general	5		false	false	9000	1
general	6		false	false	11200	1
general	7		false	false	13600	1
general	8		false	false	16200	1
general	9		false	false	19000	1
runesmith	0		false	false	1000	1
runesmith	10		false	false	21900	1
runesmith	11		false	false	24900	1
runesmith	12		false	false	28000	1
runesmith	13		false	false	31200	1
runesmith	14		false	false	34500	1
runesmith	15		false	false	37900	1
runesmith	16		false	false	41400	1
runesmith	17		false	false	45000	1
runesmith	18		false	false	48700	1
runesmith	19		false	false	52450	1
runesmith	1		false	false	2200	1
runesmith	20		false	false	56250	1
runesmith	21		false	false	60100	1
runesmith	22		false	false	64000	1
runesmith	23		false	false	67950	1
runesmith	24		false	false	71950	1
runesmith	25		false	false	76000	1
runesmith	26		false	false	80100	1
runesmith	27		false	false	84250	1
runesmith	28		false	false	88450	1
runesmith	29		false	false	92675	1
runesmith	2		false	false	3600	1
runesmith	30		false	false	96925	1
runesmith	31		false	false	101200	1
runesmith	32		false	false	105500	1
runesmith	33		false	false	109825	1
runesmith	34		false	false	114175	1
runesmith	35		false	false	118550	1
runesmith	36		false	false	122950	1
runesmith	37		false	false	127375	1
runesmith	38		false	false	131825	1
runesmith	39		false	false	136300	1
runesmith	3		false	false	5200	1
runesmith	40		false	false	140800	1
runesmith	41		false	false	145325	1
runesmith	42		false	false	149875	1
runesmith	43		false	false	154450	1
runesmith	44		false	false	159050	1
runesmith	45		false	false	163675	1
runesmith	46		false	false	168325	1
runesmith	47		false	false	173000	1
runesmith	48		false	false	177700	1
runesmith	4		false	false	7000	1
runesmith	5		false	false	9000	1
runesmith	6		false	false	11200	1
runesmith	7		false	false	13600	1
runesmith	8		false	false	16200	1
runesmith	9		false	false	19000	1
spy	0		false	false	1000	1
spy	10		false	false	21900	1
spy	11		false	false	24900	1
spy	12		false	false	28000	1
spy	13		false	false	31200	1
spy	14		false	false	34500	1
spy	15		false	false	37900	1
spy	16		false	false	41400	1
spy	17		false	false	45000	1
spy	18		false	false	48700	1
spy	19		false	false	52450	1
spy	1		false	false	2200	1
spy	20		false	false	56250	1
spy	21		false	false	60100	1
spy	22		false	false	64000	1
spy	23		false	false	67950	1
spy	24		false	false	71950	1
spy	25		false	false	76000	1
spy	26		false	false	80100	1
spy	27		false	false	84250	1
spy	28		false	false	88450	1
spy	29		false	false	92675	1
spy	2		false	false	3600	1
spy	30		false	false	96925	1
spy	31		false	false	101200	1
spy	32		false	false	105500	1
spy	33		false	false	109825	1
spy	34		false	false	114175	1
spy	35		false	false	118550	1
spy	36		false	false	122950	1
spy	37		false	false	127375	1
spy	38		false	false	131825	1
spy	39		false	false	136300	1
spy	3		false	false	5200	1
spy	40		false	false	140800	1
spy	41		false	false	145325	1
spy	42		false	false	149875	1
spy	43		false	false	154450	1
spy	44		false	false	159050	1
spy	45		false	false	163675	1
spy	46		false	false	168325	1
spy	47		false	false	173000	1
spy	48		false	false	177700	1
spy	4		false	false	7000	1
spy	5		false	false	9000	1
spy	6		false	false	11200	1
spy	7		false	false	13600	1
spy	8		false	false	16200	1
spy	9		false	false	19000	1
wizard	0		false	false	1000	1
wizard	10		false	false	21900	1
wizard	11		false	false	24900	1
wizard	12		false	false	28000	1
wizard	13		false	false	31200	1
wizard	14		false	false	34500	1
wizard	15		false	false	37900	1
wizard	16		false	false	41400	1
wizard	17		false	false	45000	1
wizard	18		false	false	48700	1
wizard	19		false	false	52450	1
wizard	1		false	false	2200	1
wizard	20		false	false	56250	1
wizard	21		false	false	60100	1
wizard	22		false	false	64000	1
wizard	23		false	false	67950	1
wizard	24		false	false	71950	1
wizard	25		false	false	76000	1
wizard	26		false	false	80100	1
wizard	27		false	false	84250	1
wizard	28		false	false	88450	1
wizard	29		false	false	92675	1
wizard	2		false	false	3600	1
wizard	30		false	false	96925	1
wizard	31		false	false	101200	1
wizard	32		false	false	105500	1
wizard	33		false	false	109825	1
wizard	34		false	false	114175	1
wizard	35		false	false	118550	1
wizard	36		false	false	122950	1
wizard	37		false	false	127375	1
wizard	38		false	false	131825	1
wizard	39		false	false	136300	1
wizard	3		false	false	5200	1
wizard	40		false	false	140800	1
wizard	41		false	false	145325	1
wizard	42		false	false	149875	1
wizard	43		false	false	154450	1
wizard	44		false	false	159050	1
wizard	45		false	false	163675	1
wizard	46		false	false	168325	1
wizard	47		false	false	173000	1
wizard	48		false	false	177700	1
wizard	4		false	false	7000	1
wizard	5		false	false	9000	1
wizard	6		false	false	11200	1
wizard	7		false	false	13600	1
wizard	8		false	false	16200	1
wizard	9		false	false	19000	1
