unit_name	unit_level	unit_type	percentage_num_men	percentage_num_health	reduce_max_number
wh2_dlc11_cst_cha_cylostra_direfin_0	0	wh2_dlc11_cst_cha_cylostra_direfin_0	100	100	false
wh2_dlc11_cst_cha_cylostra_direfin_1	0	wh2_dlc11_cst_cha_cylostra_direfin_1	100	100	false
wh2_dlc11_cst_cha_gunnery_wight_0	0	wh2_dlc11_cst_cha_gunnery_wight_0	100	100	false
wh2_dlc11_cst_cha_gunnery_wight_1	0	wh2_dlc11_cst_cha_gunnery_wight_1	100	100	false
wh2_dlc11_cst_cha_luthor_harkon_0	0	wh2_dlc11_cst_cha_luthor_harkon_0	100	100	false
wh2_dlc11_cst_cha_luthor_harkon_1	0	wh2_dlc11_cst_cha_luthor_harkon_1	100	100	false
wh2_dlc11_cst_cha_mourngul_haunter	0	wh2_dlc11_cst_cha_mourngul_haunter	100	100	false
wh2_dlc11_cst_cha_vampire_fleet_admiral_0	0	wh2_dlc11_cst_cha_vampire_fleet_admiral_0	100	100	false
wh2_dlc11_cst_cha_vampire_fleet_admiral_1	0	wh2_dlc11_cst_cha_vampire_fleet_admiral_1	100	100	false
wh2_dlc11_cst_cha_vampire_fleet_admiral_female_0	0	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_0	100	100	false
wh2_dlc11_cst_cha_vampire_fleet_admiral_female_1	0	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_1	100	100	false
wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_0	1	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_0	100	100	false
wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_1	1	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_1	100	100	false
wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_0	1	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_0	100	100	false
wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1	1	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1	100	100	false
wh2_dlc11_cst_char_mourngul_haunter_0	0	wh2_dlc11_cst_cha_mourngul_haunter	100	100	false
wh2_dlc11_cst_drop_bats_tier_4	4	wh2_dlc11_cst_cav_deck_droppers_0	100	100	false
wh2_dlc11_cst_inf_count_noctilus_0	0	wh2_dlc11_cst_inf_count_noctilus_0	100	100	false
wh2_dlc11_cst_inf_count_noctilus_1	0	wh2_dlc11_cst_inf_count_noctilus_1	100	100	false
wh2_dlc11_cst_inf_deck_gunners_0	0	wh2_dlc11_cst_inf_deck_gunners_0	100	100	false
wh2_dlc11_cst_inf_deck_gunners_0_rank_5	5	wh2_dlc11_cst_inf_deck_gunners_0	100	100	false
wh2_dlc11_cst_inf_deck_gunners_ror_0	0	wh2_dlc11_cst_inf_deck_gunners_ror_0	100	100	false
wh2_dlc11_cst_inf_depth_guard_0	0	wh2_dlc11_cst_inf_depth_guard_0	100	100	false
wh2_dlc11_cst_inf_depth_guard_0_tier_4	4	wh2_dlc11_cst_inf_depth_guard_0	100	100	false
wh2_dlc11_cst_inf_depth_guard_1	0	wh2_dlc11_cst_inf_depth_guard_1	100	100	false
wh2_dlc11_cst_inf_depth_guard_1_tier_4	4	wh2_dlc11_cst_inf_depth_guard_1	100	100	false
wh2_dlc11_cst_inf_depth_guard_ror_0	0	wh2_dlc11_cst_inf_depth_guard_ror_0	100	100	false
wh2_dlc11_cst_inf_sartosa_free_company_0	0	wh2_dlc11_cst_inf_sartosa_free_company_0	100	100	false
wh2_dlc11_cst_inf_sartosa_free_company_0_rank_6	6	wh2_dlc11_cst_inf_sartosa_free_company_0	100	100	false
wh2_dlc11_cst_inf_syreens	0	wh2_dlc11_cst_inf_syreens	100	100	false
wh2_dlc11_cst_inf_syreens_0	0	wh2_dlc11_cst_inf_syreens	100	100	false
wh2_dlc11_cst_inf_syreens_0_tier_4	4	wh2_dlc11_cst_inf_syreens	100	100	false
wh2_dlc11_cst_inf_zombie_deckhands_mob_0	0	wh2_dlc11_cst_inf_zombie_deckhands_mob_0	100	100	false
wh2_dlc11_cst_inf_zombie_deckhands_mob_0_rank_2	2	wh2_dlc11_cst_inf_zombie_deckhands_mob_0	100	100	false
wh2_dlc11_cst_inf_zombie_deckhands_mob_1	0	wh2_dlc11_cst_inf_zombie_deckhands_mob_1	100	100	false
wh2_dlc11_cst_inf_zombie_deckhands_mob_1_rank_4	4	wh2_dlc11_cst_inf_zombie_deckhands_mob_1	100	100	false
wh2_dlc11_cst_inf_zombie_deckhands_mob_ror_0	0	wh2_dlc11_cst_inf_zombie_deckhands_mob_ror_0	100	100	false
wh2_dlc11_cst_inf_zombie_deckhands_mob_summoned_0	0	wh2_dlc11_cst_inf_zombie_deckhands_mob_summoned_0	100	100	false
wh2_dlc11_cst_inf_zombie_gunnery_mob_0	0	wh2_dlc11_cst_inf_zombie_gunnery_mob_0	100	100	false
wh2_dlc11_cst_inf_zombie_gunnery_mob_0_rank_3	3	wh2_dlc11_cst_inf_zombie_gunnery_mob_0	100	100	false
wh2_dlc11_cst_inf_zombie_gunnery_mob_0_rank_5	5	wh2_dlc11_cst_inf_zombie_gunnery_mob_0	100	100	false
wh2_dlc11_cst_inf_zombie_gunnery_mob_1	0	wh2_dlc11_cst_inf_zombie_gunnery_mob_1	100	100	false
wh2_dlc11_cst_inf_zombie_gunnery_mob_1_tier3	3	wh2_dlc11_cst_inf_zombie_gunnery_mob_1	100	100	false
wh2_dlc11_cst_inf_zombie_gunnery_mob_2	0	wh2_dlc11_cst_inf_zombie_gunnery_mob_2	100	100	false
wh2_dlc11_cst_inf_zombie_gunnery_mob_2_tier_3	3	wh2_dlc11_cst_inf_zombie_gunnery_mob_2	100	100	false
wh2_dlc11_cst_inf_zombie_gunnery_mob_3	0	wh2_dlc11_cst_inf_zombie_gunnery_mob_3	100	100	false
wh2_dlc11_cst_inf_zombie_gunnery_mob_3_rank_4	4	wh2_dlc11_cst_inf_zombie_gunnery_mob_3	100	100	false
wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0	0	wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0	100	100	false
wh2_dlc11_cst_inf_zombie_gunnery_mob_summoned_0	0	wh2_dlc11_cst_inf_zombie_gunnery_mob_summoned_0	100	100	false
wh2_dlc11_cst_mon_animated_hulks_0	0	wh2_dlc11_cst_mon_animated_hulks_0	100	100	false
wh2_dlc11_cst_mon_animated_hulks_tier_2	2	wh2_dlc11_cst_mon_animated_hulks_0	100	100	false
wh2_dlc11_cst_mon_bloated_corpse_0	0	wh2_dlc11_cst_mon_bloated_corpse_0	100	100	false
wh2_dlc11_cst_mon_mournguls_0	0	wh2_dlc11_cst_mon_mournguls_0	100	100	false
wh2_dlc11_cst_mon_mournguls_0_tier_4	4	wh2_dlc11_cst_mon_mournguls_0	100	100	false
wh2_dlc11_cst_mon_mournguls_ror_0	0	wh2_dlc11_cst_mon_mournguls_ror_0	100	100	false
wh2_dlc11_cst_mon_necrofex_colossus_0	0	wh2_dlc11_cst_mon_necrofex_colossus_0	100	100	false
wh2_dlc11_cst_mon_necrofex_colossus_0_tier_5	5	wh2_dlc11_cst_mon_necrofex_colossus_0	100	100	false
wh2_dlc11_cst_mon_necrofex_colossus_ror_0	0	wh2_dlc11_cst_mon_necrofex_colossus_ror_0	100	100	false
wh2_dlc11_cst_mon_rotting_leviathan_0	0	wh2_dlc11_cst_mon_rotting_leviathan_0	100	100	false
wh2_dlc11_cst_mon_rotting_leviathan_0_tier_5	5	wh2_dlc11_cst_mon_rotting_leviathan_0	100	100	false
wh2_dlc11_cst_mon_rotting_leviathon_0	0	wh2_dlc11_cst_mon_rotting_leviathan_0	100	100	false
wh2_dlc11_cst_mon_rotting_prometheans_0	0	wh2_dlc11_cst_mon_rotting_prometheans_0	100	100	false
wh2_dlc11_cst_mon_rotting_prometheans_0_tier_5	5	wh2_dlc11_cst_mon_rotting_prometheans_0	100	100	false
wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0	0	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0	100	100	false
wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror	0	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror	100	100	false
wh2_dlc11_cst_mon_rotting_prometheans_summoned_0	0	wh2_dlc11_cst_mon_rotting_prometheans_summoned_0	100	100	false
wh2_dlc11_cst_mon_scurvy_dogs	0	wh2_dlc11_cst_mon_scurvy_dogs	100	100	false
wh2_dlc11_cst_mon_scurvy_dogs_0	0	wh2_dlc11_cst_mon_scurvy_dogs	100	100	false
wh2_dlc11_cst_mon_scurvy_dogs_4	4	wh2_dlc11_cst_mon_scurvy_dogs	100	100	false
wh2_dlc11_cst_mon_terrorgheist	0	wh2_dlc11_cst_mon_terrorgheist	100	100	false
wh2_dlc11_def_cha_death_hag_0_rank_3	3	wh2_main_def_cha_death_hag_0	100	100	false
wh2_dlc12_lzd_cav_ripperdactyl_riders_0	0	wh2_dlc12_lzd_cav_ripperdactyl_riders_0	100	100	false
wh2_dlc12_lzd_cav_ripperdactyl_riders_0_tier_3	3	wh2_dlc12_lzd_cav_ripperdactyl_riders_0	100	100	false
wh2_dlc12_lzd_cav_terradon_riders_0_tlaqua_tier_4	4	wh2_dlc12_lzd_cav_terradon_riders_0_tlaqua	100	100	false
wh2_dlc12_lzd_cav_terradon_riders_1_tlaqua_tier_4	4	wh2_dlc12_lzd_cav_terradon_riders_1_tlaqua	100	100	false
wh2_dlc12_lzd_inf_skink_red_crested	0	wh2_dlc12_lzd_inf_skink_red_crested_0	100	100	false
wh2_dlc12_lzd_inf_skink_red_crested_tier_4	4	wh2_dlc12_lzd_inf_skink_red_crested_0	100	100	false
wh2_dlc12_lzd_mon_ancient_salamander_0_tier_2	2	wh2_dlc12_lzd_mon_ancient_salamander_0	100	100	false
wh2_dlc12_lzd_mon_ancient_salamander_tier_3	3	wh2_dlc12_lzd_mon_ancient_salamander_0	100	100	false
wh2_dlc12_lzd_mon_ancient_stegadon_1	0	wh2_dlc12_lzd_mon_ancient_stegadon_1	100	100	false
wh2_dlc12_lzd_mon_bastiladon_3	0	wh2_dlc12_lzd_mon_bastiladon_3	100	100	false
wh2_dlc12_lzd_mon_bastiladon_3_tier_3	3	wh2_dlc12_lzd_mon_bastiladon_3	100	100	false
wh2_dlc12_lzd_mon_salamander_pack_tier_4	4	wh2_dlc12_lzd_mon_salamander_pack_0	100	100	false
wh2_dlc12_lzd_mon_stegadon_1_tier_4	4	wh2_dlc12_lzd_mon_ancient_stegadon_1	100	100	false
wh2_dlc12_skv_inf_ratling_gun_0	0	wh2_dlc12_skv_inf_ratling_gun_0	100	100	false
wh2_dlc12_skv_inf_ratling_gun_0_tier_3	3	wh2_dlc12_skv_inf_ratling_gun_0	100	100	false
wh2_dlc12_skv_inf_warplock_jezzails_0	0	wh2_dlc12_skv_inf_warplock_jezzails_0	100	100	false
wh2_dlc12_skv_inf_warplock_jezzails_0_tier_3	3	wh2_dlc12_skv_inf_warplock_jezzails_0	100	100	false
wh2_dlc12_skv_veh_doomflayer	0	wh2_dlc12_skv_veh_doom_flayer_0	100	100	false
wh2_dlc12_skv_veh_doomflayer_tier_4	4	wh2_dlc12_skv_veh_doom_flayer_0	100	100	false
wh2_dlc13_emp_cav_empire_knights_ror_1_rank_4	4	wh2_dlc13_emp_cav_empire_knights_ror_1	100	100	false
wh2_dlc13_emp_inf_archers_0	0	wh2_dlc13_emp_inf_archers_0	100	100	false
wh2_dlc13_emp_inf_archers_0_tier_4	4	wh2_dlc13_emp_inf_archers_0	100	100	false
wh2_dlc13_emp_inf_greatswords_ror_0_rank_4	4	wh2_dlc13_emp_inf_greatswords_ror_0	100	100	false
wh2_dlc13_emp_inf_huntsmen_0	0	wh2_dlc13_emp_inf_huntsmen_0	100	100	false
wh2_dlc13_emp_inf_huntsmen_0_rank_4	4	wh2_dlc13_emp_inf_huntsmen_0	100	100	false
wh2_dlc13_emp_inf_huntsmen_0_rank_7	7	wh2_dlc13_emp_inf_huntsmen_0	100	100	false
wh2_dlc13_emp_veh_steam_tank_ror_0	0	wh2_dlc13_emp_veh_steam_tank_ror_0	100	100	false
wh2_dlc13_emp_veh_war_wagon_0	0	wh2_dlc13_emp_veh_war_wagon_0	100	100	false
wh2_dlc13_emp_veh_war_wagon_0_rank_4	4	wh2_dlc13_emp_veh_war_wagon_0	100	100	false
wh2_dlc13_emp_veh_war_wagon_1	0	wh2_dlc13_emp_veh_war_wagon_1	100	100	false
wh2_dlc13_emp_veh_war_wagon_1_rank_4	4	wh2_dlc13_emp_veh_war_wagon_1	100	100	false
wh2_dlc13_emp_veh_war_wagon_1_rank_7	7	wh2_dlc13_emp_veh_war_wagon_1	100	100	false
wh2_dlc13_lzd_mon_dread_saurian_0	0	wh2_dlc13_lzd_mon_dread_saurian_0	100	100	false
wh2_dlc13_lzd_mon_dread_saurian_0_rank_4	4	wh2_dlc13_lzd_mon_dread_saurian_0	100	100	false
wh2_dlc13_lzd_mon_dread_saurian_1	0	wh2_dlc13_lzd_mon_dread_saurian_1	100	100	false
wh2_dlc13_lzd_mon_dread_saurian_1_rank_4	4	wh2_dlc13_lzd_mon_dread_saurian_1	100	100	false
wh2_dlc13_lzd_mon_razordon_pack_0	0	wh2_dlc13_lzd_mon_razordon_pack_0	100	100	false
wh2_dlc13_lzd_mon_razordon_pack_0_rank_4	4	wh2_dlc13_lzd_mon_razordon_pack_0	100	100	false
wh2_dlc13_lzd_mon_sacred_kroxigors_0	0	wh2_dlc13_lzd_mon_sacred_kroxigors_0	100	100	false
wh2_dlc13_lzd_mon_sacred_kroxigors_0_rank_4	4	wh2_dlc13_lzd_mon_sacred_kroxigors_0	100	100	false
wh2_dlc14_def_cav_scourgerunner_chariot_0	0	wh2_dlc14_def_cav_scourgerunner_chariot_0	100	100	false
wh2_dlc14_def_cav_scourgerunner_chariot_0_tier_3	0	wh2_dlc14_def_cav_scourgerunner_chariot_0	100	100	false
wh2_dlc14_def_inf_harpies_ror_0	1	wh2_dlc14_def_inf_harpies_ror_0	100	100	false
wh2_dlc14_def_mon_bloodwrack_medusa_0	0	wh2_dlc14_def_mon_bloodwrack_medusa_0	100	100	false
wh2_dlc14_def_mon_bloodwrack_medusa_0_tier_3	3	wh2_dlc14_def_mon_bloodwrack_medusa_0	100	100	false
wh2_dlc14_def_veh_bloodwrack_shrine_0	0	wh2_dlc14_def_veh_bloodwrack_shrine_0	100	100	false
wh2_dlc14_def_veh_bloodwrack_shrine_0_tier_4	4	wh2_dlc14_def_veh_bloodwrack_shrine_0	100	100	false
wh2_dlc14_skv_inf_eshin_triads_0	1	wh2_dlc14_skv_inf_eshin_triads_0	100	100	false
wh2_dlc14_skv_inf_eshin_triads_0_tier_4	4	wh2_dlc14_skv_inf_eshin_triads_0	100	100	false
wh2_dlc14_skv_inf_poison_wind_mortar_0	0	wh2_dlc14_skv_inf_poison_wind_mortar_0	100	100	false
wh2_dlc14_skv_inf_warp_grinder_0	1	wh2_dlc14_skv_inf_warp_grinder_0	100	100	false
wh2_dlc15_grn_cav_squig_hoppers_waaagh_0_rank_9	9	wh2_dlc15_grn_cav_squig_hoppers_waaagh_0	100	100	false
wh2_dlc15_grn_mon_arachnarok_spider_waaagh_0	1	wh_dlc15_grn_mon_arachnarok_spider_waaagh_0	100	100	false
wh2_dlc15_grn_mon_river_trolls_0	4	wh2_dlc15_grn_mon_river_trolls_0	100	100	false
wh2_dlc15_grn_mon_river_trolls_0_rank_9	9	wh2_dlc15_grn_mon_river_trolls_0	100	100	false
wh2_dlc15_grn_mon_river_trolls_ror_0	1	wh2_dlc15_grn_mon_river_trolls_ror_0	100	100	false
wh2_dlc15_grn_mon_rogue_idol_0	0	wh2_dlc15_grn_mon_rogue_idol_0	100	100	false
wh2_dlc15_grn_mon_rogue_idol_0_rank_9	9	wh2_dlc15_grn_mon_rogue_idol_0	100	100	false
wh2_dlc15_grn_mon_rogue_idol_0_reduced	0	wh2_dlc15_grn_mon_rogue_idol_0	100	50	false
wh2_dlc15_grn_mon_rogue_idol_ror_0	1	wh2_dlc15_grn_mon_rogue_idol_ror_0	100	100	false
wh2_dlc15_grn_mon_stone_trolls_0	0	wh2_dlc15_grn_mon_stone_trolls_0	100	100	false
wh2_dlc15_grn_mon_stone_trolls_0_rank_4	4	wh2_dlc15_grn_mon_stone_trolls_0	100	100	false
wh2_dlc15_grn_mon_stone_trolls_0_rank_9	9	wh2_dlc15_grn_mon_stone_trolls_0	100	100	false
wh2_dlc15_grn_mon_wyvern_waaagh_0	1	wh2_dlc15_grn_mon_wyvern_waaagh_0	100	100	false
wh2_dlc15_grn_veh_snotling_pump_wagon_0_rank_4	4	wh2_dlc15_grn_veh_snotling_pump_wagon_0	100	100	false
wh2_dlc15_grn_veh_snotling_pump_wagon_roller_0_rank_4	4	wh2_dlc15_grn_veh_snotling_pump_wagon_roller_0	100	100	false
wh2_dlc15_grn_veh_snotling_pump_wagon_roller_0_rank_7	7	wh2_dlc15_grn_veh_snotling_pump_wagon_roller_0	100	100	false
wh2_dlc15_grn_veh_snotling_pump_wagon_ror_0	1	wh2_dlc15_grn_veh_snotling_pump_wagon_ror_0	100	100	false
wh2_dlc15_hef_inf_mistwalkers_faithbearers_0	0	wh2_dlc15_hef_inf_mistwalkers_faithbearers_0	100	100	false
wh2_dlc15_hef_inf_mistwalkers_faithbearers_0_tier_4	4	wh2_dlc15_hef_inf_mistwalkers_faithbearers_0	100	100	false
wh2_dlc15_hef_inf_mistwalkers_griffon_knights_0	0	wh2_dlc15_hef_inf_mistwalkers_griffon_knights_0	100	100	false
wh2_dlc15_hef_inf_mistwalkers_griffon_knights_0_tier_3	3	wh2_dlc15_hef_inf_mistwalkers_griffon_knights_0	100	100	false
