level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	faction_unique	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution	resource_cost	additional_loot_value
wh2_dlc09_special_settlement_lahmia_tmb_1	wh2_dlc09_special_settlement_lahmia_tmb	1	4	750	0		false	false			true		false	0.0000	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
wh2_dlc09_special_settlement_lahmia_tmb_2	wh2_dlc09_special_settlement_lahmia_tmb	2	5	1500	0		false	false			true		false	0.0000	1	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
wh2_dlc09_special_settlement_lahmia_tmb_3	wh2_dlc09_special_settlement_lahmia_tmb	3	6	3000	0		false	false			true		false	0.0000	2	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
wh2_dlc09_special_settlement_lahmia_tmb_4	wh2_dlc09_special_settlement_lahmia_tmb	4	7	6000	0		false	false			true		false	0.0000	4	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
wh2_dlc09_special_settlement_lahmia_tmb_5	wh2_dlc09_special_settlement_lahmia_tmb	5	8	12000	0		false	false			true		false	0.0000	5	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
wh2_dlc09_special_settlement_lahmia_tmb_ruin	wh2_dlc09_special_settlement_lahmia_tmb	0	1	0	0		false	false			true		false	0.0000	0	true	0	wh_cam_settlement_generic_ruin	true	0	0		0
wh2_dlc09_special_settlement_pyramid_of_nagash_floating_1	wh2_dlc09_special_settlement_pyramid_of_nagash_floating	1	1	1	0		false	false			true	wh2_dlc09_tmb_settlement_major	false	0.0000	0	true	0	wh2_cam_settlement_pyramid_of_nagash_floating_tombkings	true	0	0		0
wh2_dlc09_special_settlement_pyramid_of_nagash_floating_2	wh2_dlc09_special_settlement_pyramid_of_nagash_floating	2	1	1	0		false	false			true	wh2_dlc09_tmb_settlement_major	false	0.0000	1	true	0	wh2_cam_settlement_pyramid_of_nagash_floating_tombkings	true	0	0		0
wh2_dlc09_special_settlement_pyramid_of_nagash_floating_3	wh2_dlc09_special_settlement_pyramid_of_nagash_floating	3	1	1	0		false	false			true	wh2_dlc09_tmb_settlement_major	false	0.0000	2	true	0	wh2_cam_settlement_pyramid_of_nagash_floating_tombkings	true	0	0		0
wh2_dlc09_special_settlement_pyramid_of_nagash_floating_4	wh2_dlc09_special_settlement_pyramid_of_nagash_floating	4	1	1	0		false	false			true	wh2_dlc09_tmb_settlement_major	false	0.0000	4	true	0	wh2_cam_settlement_pyramid_of_nagash_floating_tombkings	true	0	0		0
wh2_dlc09_special_settlement_pyramid_of_nagash_floating_5	wh2_dlc09_special_settlement_pyramid_of_nagash_floating	5	1	1	0		false	false			true	wh2_dlc09_tmb_settlement_major	false	0.0000	5	true	0	wh2_cam_settlement_pyramid_of_nagash_floating_tombkings	true	0	0		0
wh2_dlc09_special_settlement_pyramid_of_nagash_floating_ruin	wh2_dlc09_special_settlement_pyramid_of_nagash_floating	0	1	0	0		false	false			true	wh2_dlc09_tmb_settlement_major	false	0.0000	0	true	0	wh_cam_settlement_generic_ruin	true	0	0		0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_1	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb	1	4	750	0		false	false			true	wh_main_HUMAN_settlement_major_coast	true	0.0000	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_2	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb	2	5	1500	0		false	false			true	wh_main_HUMAN_settlement_major_coast	true	0.0000	1	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_3	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb	3	6	3000	0		false	false			true	wh_main_HUMAN_settlement_major_coast	true	0.0000	2	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_4	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb	4	7	6000	0		false	false			true	wh_main_HUMAN_settlement_major_coast	true	0.0000	4	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_5	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb	5	8	12000	0		false	false			true	wh_main_HUMAN_settlement_major_coast	true	0.0000	5	true	0	wh2_cam_settlement_pyramid_of_nagash_floating_tombkings	true	0	0		0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_ruin	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb	0	1	0	0		false	false			true	wh_main_HUMAN_settlement_major_coast	true	0.0000	0	false	0	wh_cam_settlement_generic_ruin	true	0	0		0
wh2_dlc09_tmb_arkhan_burial_mound	wh2_dlc09_tmb_arkhan_burial_mound	0	2	2000	0		false	false			true	wh2_dlc09_tmb_arkhan_burial_mound	false	0.0000	0	true	1		true	0	0		0
wh2_dlc09_tmb_arkhan_burial_mound_2	wh2_dlc09_tmb_arkhan_burial_mound	1	3	6000	0		false	false			true	wh2_dlc09_tmb_arkhan_burial_mound	false	0.0000	0	true	3		true	0	0		0
wh2_dlc09_tmb_cavalry_1	wh2_dlc09_tmb_cavalry	0	2	500	0		false	false			true	wh2_dlc09_tmb_cavalry	false	0.0000	0	true	1		true	0	0		0
wh2_dlc09_tmb_cavalry_2	wh2_dlc09_tmb_cavalry	1	3	1000	0		false	false			true	wh2_dlc09_tmb_cavalry	false	0.0000	0	true	2		true	0	0		0
wh2_dlc09_tmb_cavalry_3	wh2_dlc09_tmb_cavalry	2	4	2000	0		false	false			true	wh2_dlc09_tmb_cavalry	false	0.0000	0	true	3		true	0	0		0
wh2_dlc09_tmb_cavalry_4	wh2_dlc09_tmb_cavalry	3	5	3000	0		false	false			true	wh2_dlc09_tmb_cavalry	false	0.0000	0	true	4		true	0	0		0
wh2_dlc09_tmb_chariots_1	wh2_dlc09_tmb_chariots	0	2	500	0		false	false			true	wh2_dlc09_tmb_chariots	false	0.0000	0	true	1		true	0	0		0
wh2_dlc09_tmb_chariots_2	wh2_dlc09_tmb_chariots	1	3	1000	0		false	false			true	wh2_dlc09_tmb_chariots	false	0.0000	0	true	2		true	0	0		0
wh2_dlc09_tmb_chariots_3	wh2_dlc09_tmb_chariots	2	4	2000	0		false	false			true	wh2_dlc09_tmb_chariots	false	0.0000	0	true	3		true	0	0		0
wh2_dlc09_tmb_citadel_1	wh2_dlc09_tmb_citadel	0	5	6000	0		false	false			true	wh2_dlc09_tmb_citadel	false	0.0000	0	true	4		true	0	0		0
wh2_dlc09_tmb_defence_major_1	wh2_dlc09_tmb_defence_major	0	5	2000	0		false	false			true	wh2_dlc09_tmb_walls	false	0.0000	0	true	2		true	0	0		0
wh2_dlc09_tmb_defence_major_2	wh2_dlc09_tmb_defence_major	1	6	4000	0		false	false			true	wh2_dlc09_tmb_walls	false	0.0000	0	true	3		true	0	0		0
wh2_dlc09_tmb_defence_major_3	wh2_dlc09_tmb_defence_major	2	7	6000	0		false	false			true	wh2_dlc09_tmb_walls	false	0.0000	0	true	4		true	0	0		0
wh2_dlc09_tmb_defence_minor_1	wh2_dlc09_tmb_defence_minor	0	5	2000	0		false	false			true	wh2_dlc09_tmb_garrison	false	0.0000	0	true	2		true	0	0		0
wh2_dlc09_tmb_defence_minor_2	wh2_dlc09_tmb_defence_minor	1	6	4000	0		false	false			true	wh2_dlc09_tmb_garrison	false	0.0000	0	true	3		true	0	0		0
wh2_dlc09_tmb_defence_norsca_1	wh2_dlc09_tmb_defence_norsca	0	5	2000	0		false	false			true	wh2_dlc09_tmb_garrison	false	0.0000	0	true	2		true	0	0		0
wh2_dlc09_tmb_estate_1	wh2_dlc09_tmb_estate	0	6	8000	0		false	false			true	wh2_dlc09_tmb_estate	false	0.0000	0	true	4		true	0	0		0
wh2_dlc09_tmb_growth_1	wh2_dlc09_tmb_growth	0	1	250	0		false	false			true	wh2_dlc09_tmb_growth	false	0.0000	0	true	1		true	0	0		0
wh2_dlc09_tmb_growth_2	wh2_dlc09_tmb_growth	1	2	500	0		false	false			true	wh2_dlc09_tmb_growth	false	0.0000	0	true	2		true	0	0		0
wh2_dlc09_tmb_growth_3	wh2_dlc09_tmb_growth	2	3	1000	0		false	false			true	wh2_dlc09_tmb_growth	false	0.0000	0	true	3		true	0	0		0
wh2_dlc09_tmb_hierotitan_1	wh2_dlc09_tmb_hierotitan	0	7	8000	0		false	false			true	wh2_dlc09_tmb_hierotitan	false	0.0000	0	true	5		true	0	0		0
wh2_dlc09_tmb_income_1	wh2_dlc09_tmb_income	0	1	250	0		false	false			true	wh2_dlc09_tmb_income	false	0.0000	0	true	1		true	0	0		0
wh2_dlc09_tmb_income_2	wh2_dlc09_tmb_income	1	2	500	0		false	false			true	wh2_dlc09_tmb_income	false	0.0000	0	true	2		true	0	0		0
wh2_dlc09_tmb_income_3	wh2_dlc09_tmb_income	2	3	1000	0		false	false			true	wh2_dlc09_tmb_income	false	0.0000	0	true	3		true	0	0		0
wh2_dlc09_tmb_infantry_1	wh2_dlc09_tmb_infantry	0	2	500	0		false	false			true	wh2_dlc09_tmb_infantry	false	0.0000	0	true	1		true	0	0		0
wh2_dlc09_tmb_infantry_2	wh2_dlc09_tmb_infantry	1	3	1000	0		false	false			true	wh2_dlc09_tmb_infantry	false	0.0000	0	true	2		true	0	0		0
wh2_dlc09_tmb_infantry_3	wh2_dlc09_tmb_infantry	2	4	2000	0		false	false			true	wh2_dlc09_tmb_infantry	false	0.0000	0	true	3		true	0	0		0
wh2_dlc09_tmb_necrosphinx_1	wh2_dlc09_tmb_necrosphinx	0	7	8000	0		false	false			true	wh2_dlc09_tmb_necrosphinx	false	0.0000	0	true	5		true	0	0		0
wh2_dlc09_tmb_port_1	wh2_dlc09_tmb_port	1	3	1000	0		false	false			true	wh2_dlc09_tmb_port	false	0.0000	0	true	1	wh_cam_settlement_tombkings_port	true	0	0		0
wh2_dlc09_tmb_port_2	wh2_dlc09_tmb_port	2	5	2000	0		false	false			true	wh2_dlc09_tmb_port	false	0.0000	0	true	3	wh_cam_settlement_tombkings_port	true	0	0		0
wh2_dlc09_tmb_port_3	wh2_dlc09_tmb_port	3	7	4000	0		false	false			true	wh2_dlc09_tmb_port	false	0.0000	0	true	5	wh_cam_settlement_tombkings_port	true	0	0		0
wh2_dlc09_tmb_port_ruin	wh2_dlc09_tmb_port	0	0	0	0		false	false			true	wh2_dlc09_tmb_port	false	0.0000	0	false	0	wh_cam_settlement_generic_ruin	true	0	0		0
wh2_dlc09_tmb_public_order_1	wh2_dlc09_tmb_public_order	0	1	750	0		false	false			true	wh2_dlc09_tmb_public_order	false	0.0000	0	true	1		true	0	0		0
wh2_dlc09_tmb_public_order_2	wh2_dlc09_tmb_public_order	1	2	1000	0		false	false			true	wh2_dlc09_tmb_public_order	false	0.0000	0	true	2		true	0	0		0
wh2_dlc09_tmb_public_order_3	wh2_dlc09_tmb_public_order	2	3	1500	0		false	false			true	wh2_dlc09_tmb_public_order	false	0.0000	0	true	3		true	0	0		0
wh2_dlc09_tmb_resource_animals_1	wh2_dlc09_tmb_resource_animals	0	2	1000	0		false	false			true	wh2_dlc09_tmb_resource_animals	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_dlc09_tmb_resource_dyes_1	wh2_dlc09_tmb_resource_dyes	0	2	1000	0		false	false			true	wh2_dlc09_tmb_resource_dyes	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_dlc09_tmb_resource_furs_1	wh2_dlc09_tmb_resource_furs	0	2	1000	0		false	false			true	wh2_dlc09_tmb_resource_furs	false	0.0000	0	true	2	wh_cam_resource_farming	true	0	0		0
wh2_dlc09_tmb_resource_gems_1	wh2_dlc09_tmb_resource_gems	0	2	1000	0		false	false			true	wh2_dlc09_tmb_resource_gems	false	0.0000	0	true	2	wh_cam_resource_mining	true	0	0		0
wh2_dlc09_tmb_resource_gold_1	wh2_dlc09_tmb_resource_gold	0	2	1000	0		false	false			true	wh2_dlc09_tmb_resource_gold	false	0.0000	0	true	2	wh_cam_resource_mining	true	0	0		0
wh2_dlc09_tmb_resource_iron_1	wh2_dlc09_tmb_resource_iron	0	2	1000	0		false	false			true	wh2_dlc09_tmb_resource_iron	false	0.0000	0	true	2	wh_cam_resource_mining	true	0	0		0
wh2_dlc09_tmb_resource_marble_1	wh2_dlc09_tmb_resource_marble	0	2	1000	0		false	false			true	wh2_dlc09_tmb_resource_marble	false	0.0000	0	true	2	wh_cam_resource_quarry	true	0	0		0
wh2_dlc09_tmb_resource_medicine_1	wh2_dlc09_tmb_resource_medicine	0	2	1000	0		false	false			true	wh2_dlc09_tmb_resource_medicine	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_dlc09_tmb_resource_obsidian_1	wh2_dlc09_tmb_resource_obsidian	0	2	1000	0		false	false			true	wh2_dlc09_tmb_resource_obsidian	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_dlc09_tmb_resource_pasture_1	wh2_dlc09_tmb_resource_pasture	0	2	1000	0		false	false			true	wh2_dlc09_tmb_resource_pasture	false	0.0000	0	true	2	wh_cam_resource_farming	true	0	0		0
wh2_dlc09_tmb_resource_pottery_1	wh2_dlc09_tmb_resource_pottery	0	2	1000	0		false	false			true	wh2_dlc09_tmb_resource_pottery	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_dlc09_tmb_resource_salt_1	wh2_dlc09_tmb_resource_salt	0	2	1000	0		false	false			true	wh2_dlc09_tmb_resource_salt	false	0.0000	0	true	2	wh_cam_resource_quarry	true	0	0		0
wh2_dlc09_tmb_resource_spices_1	wh2_dlc09_tmb_resource_spices	0	2	1000	0		false	false			true	wh2_dlc09_tmb_resource_spices	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_dlc09_tmb_resource_wine_1	wh2_dlc09_tmb_resource_wine	0	2	1000	0		false	false			true	wh2_dlc09_tmb_resource_wine	false	0.0000	0	true	2	wh_cam_resource_vineyard	true	0	0		0
wh2_dlc09_tmb_resource_wood_1	wh2_dlc09_tmb_resource_wood	0	2	1000	0		false	false			true	wh2_dlc09_tmb_resource_wood	false	0.0000	0	true	2	wh_cam_resource_lumber_mill	true	0	0		0
wh2_dlc09_tmb_scorpions_1	wh2_dlc09_tmb_scorpions	0	5	2500	0		false	false			true	wh2_dlc09_tmb_scorpions	false	0.0000	0	true	3		true	0	0		0
wh2_dlc09_tmb_settlement_major_1	wh2_dlc09_tmb_settlement_major	1	4	750	0		false	false			true	wh2_dlc09_tmb_settlement_major	false	0.0000	0	true	0	wh2_cam_settlement_major_tombkings	true	0	0		0
wh2_dlc09_tmb_settlement_major_2	wh2_dlc09_tmb_settlement_major	2	5	1500	0		false	false			true	wh2_dlc09_tmb_settlement_major	false	0.0000	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0		0
wh2_dlc09_tmb_settlement_major_3	wh2_dlc09_tmb_settlement_major	3	6	3000	0		false	false			true	wh2_dlc09_tmb_settlement_major	false	0.0000	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0		0
wh2_dlc09_tmb_settlement_major_4	wh2_dlc09_tmb_settlement_major	4	7	6000	0		false	false			true	wh2_dlc09_tmb_settlement_major	false	0.0000	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0		0
wh2_dlc09_tmb_settlement_major_5	wh2_dlc09_tmb_settlement_major	5	8	12000	0		false	false			true	wh2_dlc09_tmb_settlement_major	false	0.0000	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0		0
wh2_dlc09_tmb_settlement_major_ruin	wh2_dlc09_tmb_settlement_major	0	1	0	0		false	false			true	wh2_dlc09_tmb_settlement_major	false	0.0000	0	false	0	wh_cam_settlement_generic_ruin	true	0	0		0
wh2_dlc09_tmb_settlement_minor_1	wh2_dlc09_tmb_settlement_minor	1	4	750	0		false	false			true	wh2_dlc09_tmb_settlement_minor	false	0.0000	0	true	0	wh2_cam_settlement_minor_tombkings	true	0	0		0
wh2_dlc09_tmb_settlement_minor_2	wh2_dlc09_tmb_settlement_minor	2	5	1500	0		false	false			true	wh2_dlc09_tmb_settlement_minor	false	0.0000	1	true	0	wh2_cam_settlement_minor_tombkings	true	0	0		0
wh2_dlc09_tmb_settlement_minor_3	wh2_dlc09_tmb_settlement_minor	3	6	3000	0		false	false			true	wh2_dlc09_tmb_settlement_minor	false	0.0000	2	true	0	wh2_cam_settlement_minor_tombkings	true	0	0		0
wh2_dlc09_tmb_settlement_minor_ruin	wh2_dlc09_tmb_settlement_minor	0	1	0	0		false	false			true	wh2_dlc09_tmb_settlement_minor	false	0.0000	0	false	0	wh_cam_settlement_generic_ruin	true	0	0		0
wh2_dlc09_tmb_ushabti_1	wh2_dlc09_tmb_ushabti	0	4	1000	0		false	false			true	wh2_dlc09_tmb_ushabti	false	0.0000	0	true	2		true	0	0		0
wh2_dlc09_tmb_ushabti_2	wh2_dlc09_tmb_ushabti	1	5	2500	0		false	false			true	wh2_dlc09_tmb_ushabti	false	0.0000	0	true	3		true	0	0		0
wh2_dlc09_tmb_warsphinx_1	wh2_dlc09_tmb_warsphinx	0	7	8000	0		false	false			true	wh2_dlc09_tmb_warsphinx	false	0.0000	0	true	5		true	0	0		0
wh2_dlc10_hef_aesanar_camp	wh2_dlc10_hef_aesanar_camp	0	3	2500	0		false	false			true	wh2_dlc10_hef_aesanar_camp	false	0.0000	0	true	2		true	0	0		0
wh2_dlc10_hef_handmaidens	wh2_dlc10_hef_handmaidens	0	3	3000	0		false	false			true	wh2_dlc10_hef_handmaidens	false	0.0000	0	true	4		false	0	0		0
wh2_dlc10_hef_handmaidens_alarielle	wh2_dlc10_hef_handmaidens_alarielle	0	3	3000	0		false	false			true	wh2_dlc10_hef_handmaidens	false	0.0000	0	true	3		true	0	0		0
wh2_dlc10_hef_hunters_3	wh2_main_hef_hunters	2	4	5000	0		false	false			true	wh2_main_hef_birds	false	0.0000	0	true	4		true	0	0		0
wh2_dlc10_special_world_root_entrance_1	wh2_dlc10_special_world_root_entrance	0	4	2000	0		false	false			true	wh2_dlc10_world_root_entrance	false	0.0000	0	true	1		true	0	0		0
wh2_dlc10_special_world_root_entrance_2	wh2_dlc10_special_world_root_entrance	1	5	6000	0		false	false			true	wh2_dlc10_world_root_entrance	false	0.0000	0	true	3		true	0	0		0
wh2_dlc10_special_world_root_entrance_3	wh2_dlc10_special_world_root_entrance	2	6	10000	0		false	false			true	wh2_dlc10_world_root_entrance	false	0.0000	0	true	5		true	0	0		0
wh2_dlc11_cst_resource_animals_1	wh2_dlc11_cst_resource_animals	0	2	1000	0		false	false			true	wh2_dlc11_cst_resource_animals	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_dlc11_cst_resource_dyes_1	wh2_dlc11_cst_resource_dyes	0	2	1000	0		false	false			true	wh2_dlc11_cst_resource_dyes	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_dlc11_cst_resource_furs_1	wh2_dlc11_cst_resource_furs	0	2	1000	0		false	false			true	wh2_dlc11_cst_resource_furs	false	0.0000	0	true	2	wh_cam_resource_farming	true	0	0		0
wh2_dlc11_cst_resource_gems_1	wh2_dlc11_cst_resource_gems	0	2	1000	0		false	false			true	wh2_dlc11_cst_resource_gems	false	0.0000	0	true	2	wh_cam_resource_mining	true	0	0		0
wh2_dlc11_cst_resource_gold_1	wh2_dlc11_cst_resource_gold	0	2	1000	0		false	false			true	wh2_dlc11_cst_resource_gold	false	0.0000	0	true	2	wh_cam_resource_mining	true	0	0		0
wh2_dlc11_cst_resource_iron_1	wh2_dlc11_cst_resource_iron	0	2	1000	0		false	false			true	wh2_dlc11_cst_resource_iron	false	0.0000	0	true	2	wh_cam_resource_mining	true	0	0		0
wh2_dlc11_cst_resource_marble_1	wh2_dlc11_cst_resource_marble	0	2	1000	0		false	false			true	wh2_dlc11_cst_resource_marble	false	0.0000	0	true	2	wh_cam_resource_quarry	true	0	0		0
wh2_dlc11_cst_resource_medicine_1	wh2_dlc11_cst_resource_medicine	0	2	1000	0		false	false			true	wh2_dlc11_cst_resource_medicine	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_dlc11_cst_resource_obsidian_1	wh2_dlc11_cst_resource_obsidian	0	2	1000	0		false	false			true	wh2_dlc11_cst_resource_obsidian	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_dlc11_cst_resource_pasture_1	wh2_dlc11_cst_resource_pasture	0	2	1000	0		false	false			true	wh2_dlc11_cst_resource_pasture	false	0.0000	0	true	2	wh_cam_resource_farming	true	0	0		0
wh2_dlc11_cst_resource_pottery_1	wh2_dlc11_cst_resource_pottery	0	2	1000	0		false	false			true	wh2_dlc11_cst_resource_pottery	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_dlc11_cst_resource_salt_1	wh2_dlc11_cst_resource_salt	0	2	1000	0		false	false			true	wh2_dlc11_cst_resource_salt	false	0.0000	0	true	2	wh_cam_resource_quarry	true	0	0		0
wh2_dlc11_cst_resource_spices_1	wh2_dlc11_cst_resource_spices	0	2	1000	0		false	false			true	wh2_dlc11_cst_resource_spices	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
wh2_dlc11_cst_resource_wine_1	wh2_dlc11_cst_resource_wine	0	2	1000	0		false	false			true	wh2_dlc11_cst_resource_wine	false	0.0000	0	true	2	wh_cam_resource_vineyard	true	0	0		0
wh2_dlc11_cst_resource_wood_1	wh2_dlc11_cst_resource_wood	0	2	1000	0		false	false			true	wh2_dlc11_cst_resource_wood	false	0.0000	0	true	2	wh_cam_resource_lumber_mill	true	0	0		0
wh2_dlc11_foreign_corruption_1	wh2_dlc11_foreign_corruption	0	1	2500	0		false	false			false	wh2_dlc11_foreign_corruption	false	0.0000	0	true	1		true	0	0		0
wh2_dlc11_foreign_income_1	wh2_dlc11_foreign_income	0	1	5000	0		false	false			false	wh2_dlc11_foreign_income	false	0.0000	0	true	1		true	0	0		0
wh2_dlc11_foreign_infamy_1	wh2_dlc11_foreign_infamy	0	1	2500	0		false	false			false	wh2_dlc11_foreign_infamy	false	0.0000	0	true	1		true	0	0		0
wh2_dlc11_foreign_trade_1	wh2_dlc11_foreign_trade	0	1	2500	0		false	false			false	wh2_dlc11_foreign_trade	false	0.0000	0	true	1		true	0	0		0
wh2_dlc11_horde_def_aristocracy_1	wh2_dlc11_horde_def_aristocracy	0	1	3000	0		false	false			true	wh2_dlc11_horde_def_aristocracy	false	0.0000	4	true	3		true	0	0		0
wh2_dlc11_horde_def_aristocracy_2	wh2_dlc11_horde_def_aristocracy	1	1	4500	0		false	false			true	wh2_dlc11_horde_def_aristocracy	false	0.0000	0	true	4		true	0	0		0
wh2_dlc11_horde_def_exiles_1	wh2_dlc11_horde_def_exiles	0	1	1000	0		false	false			true	wh2_dlc11_horde_def_exiles	false	0.0000	2	true	1		true	0	0		0
wh2_dlc11_horde_def_exiles_2	wh2_dlc11_horde_def_exiles	1	1	2000	0		false	false			true	wh2_dlc11_horde_def_exiles	false	0.0000	0	true	2		true	0	0		0
wh2_dlc11_horde_def_residence_1	wh2_dlc11_horde_def_residence	0	1	500	0		false	false			true	wh2_dlc11_horde_def_residence	false	0.0000	1	true	0		true	0	0		0
wh2_dlc11_horde_def_residence_2	wh2_dlc11_horde_def_residence	1	1	1000	0		false	false			true	wh2_dlc11_horde_def_residence	false	0.0000	0	true	1		true	0	0		0
wh2_dlc11_horde_def_residence_3	wh2_dlc11_horde_def_residence	2	1	2000	0		false	false			true	wh2_dlc11_horde_def_residence	false	0.0000	0	true	2		true	0	0		0
wh2_dlc11_horde_def_riders_1	wh2_dlc11_horde_def_riders	0	1	1000	0		false	false			true	wh2_dlc11_horde_def_riders	false	0.0000	2	true	1		true	0	0		0
wh2_dlc11_horde_def_riders_2	wh2_dlc11_horde_def_riders	1	1	2000	0		false	false			true	wh2_dlc11_horde_def_riders	false	0.0000	0	true	2		true	0	0		0
