battle	is_community
qb_wh2_isle_of_the_crimson_skull_conquest	false
qb_wh2_mortuary_of_tzulaqua	false
qb_wh2_mosquito_swamps	false
qb_wh2_tower_of_hoeth	false
qb_wh2_tower_of_hoeth_conquest	false
qb_wh2_vauls_anvil	false
qb_wh2_warp_shard_armour	false
qb_wh3_dlc20_chs_altar_of_battle_mp_ffa	false
qb_wh3_dlc23_chd_astragoth_black_hammer	false
qb_wh3_dlc23_chd_drazhoath_hellshard_amulet	false
qb_wh3_dlc23_chd_final_battle_surv	false
qb_wh3_dlc23_zhatan_chaos_runeshield	false
qb_wh3_main_ksl_boris_unlock	false
qb_wh3_main_ksl_katarin_crystal_cloak_the_fractal_labyrinth	false
qb_wh3_main_ksl_kostaltyn_temple_of_ursun	false
qb_wh3_main_ngl_kugath_necrotic_missiles_dwarf_underway	false
qb_wh3_main_ogr_greasus_overtyrants_crown_fire_mouth_volcano	false
qb_wh3_main_ogr_skrag_cauldron_of_the_great_maw_caverns_of_mourn	false
qb_wh3_main_sla_nkari_sword_sea_of_dreams	false
qb_wh3_main_tze_kairos_staff_of_tomorrow_floating_chaos_island	false
qb_wh3_prologue_howling_citadel	false
qb_wh3_prologue_ice_witch_rescue	false
qb_wh_dlc03_shadow_forest	false
qb_wh_dlc04_altdorf_outskirt	false
qb_wh_dlc04_altdorf_outskirt_conquest	false
qb_wh_dlc04_excavation_site	false
qb_wh_dlc04_mordheim_ruin	false
qb_wh_dlc04_ostermark	false
qb_wh_dlc04_warpstone_mine	false
qb_wh_dlc05_wef_battle_of_the_cairns	false
qb_wh_dlc05_wef_essence_of_chaos	false
qb_wh_dlc05_wef_night_glens	false
qb_wh_dlc05_wef_silver_spire	false
qb_wh_dlc05_wef_spear_of_kurnous	false
qb_wh_dlc05_wef_the_ashenhall	false
qb_wh_dlc08_sword_of_torgald	false
qb_wh_dlc08_sword_of_torgald_conquest	false
qb_wh_dlc08_wintertooth_crown	false
qb_wh_main_ancient_dragon_cave	false
qb_wh_main_barrier_idols	false
qb_wh_main_barrier_idols_v2	false
qb_wh_main_black_fire_pass	false
qb_wh_main_blackfire_pass_v2	false
qb_wh_main_bloodpine_woods	false
qb_wh_main_bloodpine_woods_ambush	false
qb_wh_main_broken_leg_gully	false
qb_wh_main_broken_leg_gully_ambush	false
qb_wh_main_burial_mound_of_grudsnik	false
qb_wh_main_central_chaos_wastes	false
qb_wh_main_cliff_of_beasts	false
qb_wh_main_cliff_of_beasts_conquest	false
qb_wh_main_death_pass	false
qb_wh_main_estalian_tomb	false
qb_wh_main_fall_of_man	false
qb_wh_main_glacial_lake	false
qb_wh_main_glacial_lake_conquest	false
qb_wh_main_golden_monolith	false
qb_wh_main_grimminhagen	false
qb_wh_main_grimminhagen_classic	false
qb_wh_main_halls_of_karak_azul	false
qb_wh_main_hel_fenn	false
qb_wh_main_hel_fenn_ambush	false
qb_wh_main_high_pass	false
qb_wh_main_kelp_and_koldust	false
qb_wh_main_la_maisontaal_abbey	false
qb_wh_main_leitziger_ford	false
qb_wh_main_lost_vault_of_king_lunn	false
qb_wh_main_marbads_tomb	false
qb_wh_main_marbads_tomb_ambush	false
qb_wh_main_mushroom_cave	false
qb_wh_main_northern_chaos_wastes	false
qb_wh_main_pillar_of_bone	false
qb_wh_main_pillar_of_bone_conquest	false
qb_wh_main_shrine_of_ill_omen	false
qb_wh_main_southern_chaos_wastes	false
qb_wh_main_stir_river	false
qb_wh_main_threat_from_the_north	false
qb_wh_main_todtheim	false
qb_wh_main_troll_country	false
qb_wh_southern_chaos_wastes_conquest	false
wh2_def_bleak_forest_infield_a_02	false
wh2_def_bleak_plains_infield_a_02_2	false
wh2_def_bleak_plains_infield_a_04	false
wh2_def_bleak_river_infield_a_03	false
wh2_def_bleak_river_infield_a_05	false
wh2_def_coast_infield_a_03	false
wh2_def_coast_infield_a_04	false
wh2_def_desert_dunes_infield_a_02	false
wh2_def_desert_dunes_infield_a_04_2	false
wh2_def_desert_hills_infield_a_02	false
wh2_def_desert_lakes_infield_a_03	false
wh2_def_desert_plains_infield_a_04	false
wh2_def_desert_ravine_infield_a_01_2	false
wh2_def_desert_ravine_infield_a_02	false
wh2_def_forest_infield_a_03	false
wh2_def_hills_infield_a_04_2	false
wh2_def_mtn_pass_infield_a_01	false
wh2_def_mtn_pass_infield_a_02_2	false
wh2_def_mtn_pass_infield_a_03	false
wh2_def_nor_coast_infield_a_01	false
wh2_def_nor_forest_infield_a_03	false
wh2_def_nor_ravine_infield_a_01	false
wh2_def_nor_river_infield_a_03	false
wh2_def_pet_forest_infield_a_03	false
wh2_def_pet_hills_infield_a_03	false
wh2_def_pet_ravine_infield_a_02	false
wh2_def_pet_ravine_infield_a_04_1	false
wh2_def_plains_infield_a_04	false
wh2_def_plains_infield_a_05	false
wh2_def_ravine_infield_a_01_1	false
wh2_def_ravine_infield_a_06_conquest	false
wh2_def_river_infield_a_02	false
wh2_def_swamps_infield_a_01	false
wh2_dlc09_tmb_desert_infield_01_01	false
wh2_dlc09_tmb_desert_infield_01_02	false
wh2_dlc09_tmb_desert_infield_01_03	false
wh2_dlc09_tmb_desert_infield_01_04_1	false
wh2_dlc09_tmb_desert_infield_01_04_2	false
wh2_dlc09_tmb_desert_infield_01_05_conquest	false
wh2_dlc09_tmb_desert_infield_01_06_conquest	false
wh2_dlc09_tmb_desert_infield_02_01_1	false
wh2_dlc09_tmb_desert_infield_02_01_2	false
wh2_dlc09_tmb_desert_infield_02_02	false
wh2_dlc09_tmb_desert_infield_02_03	false
wh2_dlc09_tmb_desert_infield_02_04	false
wh2_dlc09_tmb_desert_infield_02_05_conquest	false
wh2_dlc09_tmb_desert_infield_02_06_conquest	false
wh2_dlc09_tmb_desert_infield_03_01	false
wh2_dlc09_tmb_desert_infield_03_02	false
wh2_dlc09_tmb_desert_infield_03_03	false
wh2_dlc09_tmb_desert_infield_04_01	false
wh2_dlc09_tmb_desert_infield_04_02	false
wh2_dlc09_tmb_desert_infield_04_03	false
wh2_dlc09_tmb_desert_infield_04_04_conquest	false
wh2_dlc10_shadow_forest	false
wh2_dlc11_cst_island_1_rocky	false
wh2_dlc11_cst_island_2_snowy	false
wh2_dlc11_cst_island_3_desert	false
wh2_dlc12_island_desert_01	false
wh2_dlc12_island_desert_02	false
wh2_dlc12_island_desert_03	false
wh2_dlc12_island_grassy_01	false
wh2_dlc12_island_grassy_02	false
wh2_dlc12_island_grassy_03	false
wh2_dlc12_island_rocky_01	false
wh2_dlc12_island_rocky_02	false
wh2_dlc12_island_rocky_03	false
wh2_dlc12_island_snowy_01	false
wh2_dlc12_island_snowy_02	false
wh2_dlc12_island_snowy_03	false
wh2_dlc12_island_tropical_01	false
wh2_dlc13_emp_unfortified	false
wh2_dlc13_minor_settlement_empire_fort	false
wh2_lzd_coast_infield_a_02	false
wh2_lzd_lakes_infield_a_02_1	false
wh2_lzd_lakes_infield_a_04_2	false
wh2_lzd_lakes_infield_a_05	false
wh2_lzd_plains_infield_a_03	false
wh2_lzd_plains_infield_a_04	false
wh2_lzd_plains_infield_a_08_domination	false
wh2_lzd_plains_infield_a_09_conquest	false
wh2_lzd_river_infield_a_01_2	false
wh2_lzd_river_infield_a_02_1	false
wh2_lzd_river_infield_a_05_conquest	false
wh2_lzd_swamp_infield_a_02	false
wh2_lzd_swamp_infield_a_03	false
wh2_main_chokepoint_def_chasm	false
wh2_main_chokepoint_def_chasm_b	false
wh2_main_chokepoint_def_grassland_river	false
wh2_main_chokepoint_lzd_lustria_mountain_pass	false
wh2_main_chokepoint_lzd_lustria_mountain_pass_stl	false
wh2_main_chokepoint_lzd_lustria_river_b	false
wh2_main_chokepoint_lzd_river_a	false
wh2_main_chokepoint_southland_chasm	false
wh2_main_chokepoint_southland_mountain_pass	false
wh2_main_chokepoint_southland_mountain_pass_lzd	false
wh2_main_chokepoint_southland_river	false
wh2_main_chokepoint_southland_river_b	false
wh2_main_chokepoint_ult_forest_river	false
wh2_main_chokepoint_ult_grassland_river	false
wh2_main_chokepoint_ult_plains_river	false
wh2_main_ffa_troll_country	false
wh2_main_minor_settlement_fortress_gates	false
wh2_main_subterranean_a_skv	false
wh2_main_subterranean_b_skv	false
wh2_main_subterranean_c_skv	false
wh2_mp_ffa_01	false
wh2_mp_ffa_02	false
wh2_mp_ffa_03	false
wh2_mp_ffa_04	false
wh2_mp_ffa_05_1	false
wh2_mp_ffa_05_2	false
wh2_mp_ffa_05_3	false
wh2_mp_ffa_05_4	false
wh2_mp_ffa_06	false
wh2_mp_shrine_of_khaine_01	false
wh2_mp_shrine_of_khaine_01_land	false
wh2_mp_shrine_of_khaine_02	false
wh2_mp_shrine_of_khaine_03	false
wh2_mp_shrine_of_khaine_04	false
wh2_mp_shrine_of_khaine_05	false
wh2_mp_shrine_of_khaine_05_ambush	false
wh2_pro05_mp_steps_of_isha_01	false
wh2_pro05_mp_steps_of_isha_02	false
wh2_pro05_mp_steps_of_isha_03	false
wh2_pro05_mp_steps_of_isha_04	false
wh2_ult_hills_infield_a_03	false
wh2_ult_lakes_infield_a_02	false
wh2_ult_lakes_infield_a_03_1	false
wh2_ult_mtn_pass_infield_a_2_1	false
wh2_ult_plains_infield_a_03	false
wh2_ult_plains_infield_a_04	false
wh2_ult_plains_infield_a_06_conquest	false
wh2_ult_river_infield_a_02	false
wh3_chs_wastes_01_02	false
wh3_chs_wastes_01_06	false
wh3_chs_wastes_01_07	false
wh3_chs_wastes_01_09	false
wh3_chs_wastes_01_ogr_camps	false
wh3_cth_desert_01_01	false
wh3_cth_desert_01_02	false
wh3_cth_desert_01_03	false
wh3_cth_desert_01_06	false
wh3_cth_desert_01_10	false
wh3_cth_desert_01_11	false
wh3_cth_farms_and_rivers_01_01	false
wh3_cth_farms_and_rivers_01_02	false
wh3_cth_farms_and_rivers_01_03	false
wh3_cth_farms_and_rivers_01_04	false
wh3_cth_farms_and_rivers_01_08	false
wh3_cth_farms_and_rivers_01_11	false
wh3_cth_forestplains_01_ogr_camps	false
wh3_cth_mountain_plains_01_01	false
wh3_cth_mountain_plains_01_04	false
wh3_cth_mountain_plains_01_06	false
wh3_cth_mountain_plains_01_11	false
wh3_cth_mountain_plains_01_12_conquest	false
wh3_cth_wasteland_01_01	false
wh3_cth_wasteland_01_07	false
wh3_cth_wasteland_01_10	false
wh3_cth_wasteland_01_11	false
wh3_cth_wasteland_01_ogr_camps	false
wh3_dar_crater_01_05	false
wh3_dar_crater_01_06	false
wh3_dar_crater_01_09	false
wh3_dar_crater_01_11_conquest	false
wh3_dar_mountain_01_01	false
wh3_dar_mountain_01_09	false
wh3_dar_mountain_01_10	false
wh3_dar_mountain_01_11	false
wh3_dar_mountain_01_12	false
wh3_dar_mountain_01_ogr_camps	false
wh3_dar_plains_01_09	false
wh3_dar_plains_01_ogr_camps	false
wh3_dar_river_01_03	false
wh3_dar_river_01_04	false
wh3_dlc20_brt_hills_01_01	false
wh3_dlc20_brt_hills_01_02	false
wh3_dlc20_brt_hills_01_03	false
wh3_dlc20_brt_hills_01_04	false
wh3_dlc20_brt_hills_01_05	false
wh3_dlc20_brt_hills_01_06	false
wh3_dlc20_brt_hills_01_07	false
wh3_dlc20_brt_hills_01_08	false
wh3_dlc20_brt_hills_01_09	false
wh3_dlc20_brt_hills_01_10	false
wh3_dlc20_brt_hills_01_11	false
wh3_dlc20_brt_hills_01_12	false
wh3_dlc20_brt_hills_01_19_conquest	false
wh3_dlc20_brt_hills_01_20_conquest	false
wh3_dlc20_brt_hills_01_21_conquest	false
wh3_dlc20_brt_hills_01_22_conquest	false
wh3_dlc21_badlands_wastelands_01_02	false
wh3_dlc21_badlands_wastelands_01_03	false
wh3_dlc21_badlands_wastelands_01_04	false
wh3_dlc21_badlands_wastelands_01_05	false
wh3_dlc21_badlands_wastelands_01_06	false
wh3_dlc21_badlands_wastelands_01_07	false
wh3_dlc21_badlands_wastelands_01_08	false
wh3_dlc21_badlands_wastelands_01_09	false
wh3_dlc21_badlands_wastelands_01_10	false
wh3_dlc21_badlands_wastelands_01_11	false
wh3_dlc21_badlands_wastelands_01_12	false
wh3_dlc21_badlands_wastelands_01_ogr_camp	false
wh3_dlc21_emp_grasslands_01_01	false
wh3_dlc21_emp_grasslands_01_02	false
wh3_dlc21_emp_grasslands_01_03	false
wh3_dlc21_emp_grasslands_01_04	false
wh3_dlc21_emp_grasslands_01_06	false
wh3_dlc21_emp_grasslands_01_07	false
wh3_dlc21_emp_grasslands_01_08	false
wh3_dlc21_emp_grasslands_01_09	false
wh3_dlc21_emp_grasslands_01_10	false
wh3_dlc21_emp_grasslands_01_11	false
wh3_dlc21_emp_grasslands_01_20	false
wh3_dlc23_dar_infield_a_01	false
wh3_dlc23_dar_infield_a_02	false
wh3_dlc23_dar_infield_a_03	false
wh3_dlc23_dar_infield_a_04	false
wh3_dlc23_dar_infield_a_05	false
wh3_dlc23_dar_infield_a_06	false
wh3_dlc23_dar_infield_a_07	false
wh3_dlc23_dar_infield_a_08	false
wh3_dlc23_dar_infield_a_09	false
wh3_dlc23_dar_infield_a_10	false
wh3_dlc23_dar_infield_a_11	false
wh3_dlc23_dar_infield_a_13	false
wh3_dlc23_dar_infield_a_25_conquest	false
wh3_dlc23_dar_infield_a_26	false
wh3_dlc27_honor_among_admirals	false
wh3_dlc27_qb_hef_aislinn_final_battle	false
wh3_dlc27_qb_nor_sayl_final_battle	false
wh3_dlc27_qb_sla_dechala_final_battle	false
wh3_dlc27_qb_sla_masque_pantomime_of_seduction	false
wh3_dlc27_tower_of_ashshair	false
wh3_domination_lzd_01	false
wh3_domination_tmb_01	false
wh3_emp_forest_01_01	false
wh3_emp_forest_01_06	false
wh3_emp_forest_01_09	false
wh3_emp_forest_02_04	false
wh3_emp_forest_02_08	false
wh3_emp_forest_02_09	false
wh3_emp_forest_02_10	false
wh3_emp_forest_02_11	false
wh3_emp_forest_02_ogr_camps	false
wh3_endless_survival_brt	false
wh3_endless_survival_bst	false
wh3_endless_survival_chd	false
wh3_endless_survival_chs	false
wh3_endless_survival_cst	false
wh3_endless_survival_cth	false
wh3_endless_survival_dae	false
wh3_endless_survival_def	false
wh3_endless_survival_dwf	false
wh3_endless_survival_emp	false
wh3_endless_survival_grn	false
wh3_endless_survival_hef	false
wh3_endless_survival_kho	false
wh3_endless_survival_ksl	false
wh3_endless_survival_lzd	false
wh3_endless_survival_nor	false
wh3_endless_survival_nur	false
wh3_endless_survival_ogr	false
wh3_endless_survival_skv	false
wh3_endless_survival_sla	false
wh3_endless_survival_tmb	false
wh3_endless_survival_tze	false
wh3_endless_survival_vmp	false
wh3_endless_survival_wef	false
wh3_kho_realm_of_chaos_01_02	false
wh3_kho_realm_of_chaos_01_03	false
wh3_kho_realm_of_chaos_01_05	false
wh3_kho_realm_of_chaos_01_11	false
wh3_kho_realm_of_chaos_01_16	false
wh3_kho_realm_of_chaos_01_19	false
wh3_kho_wastes_01_03	false
wh3_kho_wastes_01_06	false
wh3_kho_wastes_02_03	false
wh3_kho_wastes_02_05	false
wh3_kho_wastes_02_ogr_camps	false
wh3_kislev_mnt_01_03	false
wh3_kislev_mnt_01_10	false
wh3_kislev_mnt_01_ogr_camps	false
wh3_kislev_plains_01_04	false
wh3_kislev_plains_01_08	false
wh3_kislev_plains_01_13	false
wh3_kislev_river_01_02	false
wh3_kislev_river_02_02	false
wh3_kislev_troll_01_01	false
wh3_kislev_troll_01_07	false
wh3_kislev_troll_01_08	false
wh3_kislev_troll_01_12	false
wh3_kislev_troll_01_13_conquest	false
wh3_kislev_troll_01_14_conquest	false
wh3_lustria_hills_ogr_camps	false
wh3_main_brt_forest_01_01	false
wh3_main_brt_forest_01_02	false
wh3_main_brt_forest_01_03	false
wh3_main_brt_forest_01_04	false
wh3_main_brt_forest_01_05	false
wh3_main_brt_forest_01_06	false
wh3_main_brt_forest_01_07	false
wh3_main_brt_forest_01_08	false
wh3_main_brt_forest_01_09	false
wh3_main_brt_forest_01_10	false
wh3_main_brt_forest_01_11	false
wh3_main_death_pass_domination	false
wh3_main_domination_arnheim	false
wh3_main_domination_battle_for_itza	false
wh3_main_domination_broken_leg_gully	false
wh3_main_domination_silver_spire	false
wh3_main_macro_sla_realms_01_01	false
wh3_main_macro_sla_realms_01_04	false
wh3_main_macro_sla_realms_01_06	false
wh3_main_macro_sla_realms_01_10	false
wh3_main_macro_sla_realms_01_12	false
wh3_main_macro_sla_realms_01_13	false
wh3_main_macro_sla_realms_01_14	false
wh3_main_macro_sla_realms_01_18	false
wh3_main_macro_sla_realms_01_19	false
wh3_main_macro_sla_realms_01_20	false
wh3_main_marbads_tomb_domination	false
wh3_mp_conquest_black_ark	false
wh3_mp_domination_black_ark	false
wh3_mp_domination_brt_beach	true
wh3_mp_domination_celestial_lake_01	true
wh3_mp_domination_everqueens_garden	true
wh3_mp_domination_eye_in_the_north	false
wh3_mp_domination_galleons_cove	false
wh3_mp_domination_grove_of_slaughter	false
wh3_mp_domination_mountains_of_mourn	false
wh3_mp_domination_sea_of_claws	false
wh3_mp_peak_pass_conquest	false
wh3_naggarond_forest_ogr_camps	false
wh3_nor_forest_01_07	false
wh3_nor_forest_01_ogr_camps	false
wh3_nor_hills_01_01	false
wh3_nor_hills_01_05	false
wh3_nor_hills_01_08	false
wh3_nor_mtn_01_01	false
wh3_nor_mtn_01_08	false
wh3_nor_mtn_pass_infield_ogr_camps	false
wh3_nor_river_01_01	false
wh3_nor_river_01_02	false
wh3_nor_river_01_03	false
wh3_nur_realm_of_chaos_01_02	false
wh3_nur_realm_of_chaos_01_03	false
wh3_nur_realm_of_chaos_01_04	false
wh3_nur_realm_of_chaos_01_07	false
wh3_nur_realm_of_chaos_01_13	false
wh3_nur_realm_of_chaos_01_14	false
wh3_nur_realm_of_chaos_01_21	false
wh3_nur_wastes_01_02	false
wh3_nur_wastes_01_04	false
wh3_nur_wastes_01_05	false
wh3_nur_wastes_02_01	false
wh3_nur_wastes_02_02	false
wh3_nur_wastes_02_04	false
wh3_nur_wastes_02_ogr_camps	false
wh3_ogre_forest_haunted_01_10	false
wh3_ogre_forest_haunted_01_12	false
wh3_ogre_mtn_01_01	false
wh3_ogre_mtn_02_03	false
wh3_ogre_vly_01_04	false
wh3_ogre_vly_02_04	false
wh3_ogre_vly_03_03	false
wh3_ogre_vly_03_05	false
wh3_ogre_vly_03_08	false
wh3_old_mtn_01_01	false
wh3_old_mtn_01_02	false
wh3_old_mtn_01_10	false
wh3_old_mtn_02_01	false
wh3_old_mtn_02_06	false
wh3_old_mtn_02_08	false
wh3_pro_mom_qb_01_black_fire_pass	false
wh3_pro_mom_qb_02_hel_fenn	false
wh3_pro_mom_qb_03_fallen_gates	false
wh3_pro_mom_qb_04_altar_of_ultimate_darkness	false
wh3_pro_mom_qb_05_realm_of_tzeentch	false
wh3_sla_wastes_01_05	false
wh3_sla_wastes_01_07	false
wh3_sla_wastes_02_02	false
wh3_sla_wastes_02_09	false
wh3_sla_wastes_02_ogr_camps	false
wh3_southlands_dunes_ogr_camps	false
wh3_survival_forge_of_souls_fe	false
wh3_survival_khorne_fe	false
wh3_survival_nurgle_fe	false
wh3_survival_slaanesh_fe	false
wh3_survival_tzeentch_fe	false
wh3_tze_realm_of_chaos_01_01	false
wh3_tze_realm_of_chaos_01_03	false
wh3_tze_realm_of_chaos_01_08	false
wh3_tze_realm_of_chaos_01_10	false
wh3_tze_realm_of_chaos_01_13	false
wh3_tze_realm_of_chaos_01_18	false
wh3_tze_realm_of_chaos_01_19	false
wh3_tze_realm_of_chaos_01_21	false
wh3_tze_wastes_01_02	false
wh3_tze_wastes_02_01	false
wh3_tze_wastes_02_03	false
wh3_tze_wastes_02_07	false
wh3_tze_wastes_02_ogr_camps	false
wh3_ulthuan_forest_ogr_camps	false
wh3_vmp_forest_01_01	false
wh3_vmp_forest_01_06	false
wh3_vmp_forest_02_06	false
wh3_vmp_forest_02_08	false
wh3_vmp_forest_02_10	false
wh3_vmp_forest_02_11	false
wh3_vmp_forest_02_13_conquest	false
wh3_vmp_forest_02_14_conquest	false
wh3_wef_forest_01_06	false
wh3_wef_forest_01_08	false
wh3_wef_forest_01_09	false
wh3_wef_forest_01_11	false
wh3_wef_forest_01_12	false
wh_dlc03_bst_beast_ambush_01	false
wh_dlc03_bst_beast_ambush_02	false
wh_dlc03_bst_beast_ambush_03	false
wh_dlc03_bst_beast_path_01	false
wh_dlc03_bst_beast_path_02	false
wh_dlc03_bst_beast_path_03	false
wh_dlc05_wef_forest_path_a	false
wh_dlc05_wef_forest_path_b	false
wh_dlc05_wef_settlement_hill_g	false
wh_main_mp_bjornlings_gathering	false
wh_main_mp_castle_drakenhof	false
wh_main_mp_dok_karaz	false
wh_main_mp_eschen	false
wh_main_mp_galbaraz	false
wh_main_mp_gor_gazan	false
wh_main_mp_gor_gazan_conquest	false
wh_main_mp_languille	false
wh_main_mp_norden	false
wh_main_mp_praag	false
wh_main_mp_schwartzhafen	false
wh_main_mp_schwartzhafen_conquest	false
wh_main_mp_volksgrad	false
wh_main_mp_waldenhof	false
wh_main_subterranean_a	false
wh_main_subterranean_b	false
wh_main_subterranean_c	false
wh_main_subterranean_d	false
wh_main_subterranean_e	false
wh_mp_alpine_ridge	false
wh_mp_alpine_ridge_conquest	false
wh_mp_crossroads	false
wh_mp_crossroads_conquest	false
wh_mp_crossroads_domination	false
wh_mp_crossroads_flat	false
wh_mp_dok_karaz_conquest	false
wh_mp_domination_ekrund	true
wh_mp_domination_road_to_talabheim	true
wh_mp_eschen_conquest	false
wh_mp_forest_ridge	false
wh_mp_forest_ridge_conquest	false
wh_mp_galbaraz_conquest	false
wh_mp_peak_pass	false
wh_mp_plains	false
wh_mp_plains_conquest	false
wh_mp_praag_conquest	false
