faction	stance
wh2_dlc17_lzd_oxyotl	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_dlc17_nor_deadwood_ravagers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_bst_blooded_axe	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_bst_manblight	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_bst_ripper_horn	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_bst_shadowgor	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_bst_skrinderkin	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_bst_stone_horn	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_bleak_holds	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_blood_hall_coven	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_clar_karond	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_cult_of_pleasure	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_cult_of_pleasure_separatists	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_dark_elves	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_dark_elves_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_deadwood_sentinels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_drackla_coven	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_ghrond	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_hag_graef	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_hag_graef_separatists	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_har_ganeth	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_har_ganeth_separatists	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_karond_kar	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_naggarond	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_naggarond_separatists	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_scourge_of_khaine	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_ssildra_tor	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_def_the_forgebound	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_dwf_greybeards_prospectors	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_dwf_karak_zorn	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_dwf_spine_of_sotek_dwarfs	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_emp_new_world_colonies	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_emp_pirates_of_sartosa	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_emp_sudenburg	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_grn_arachnos	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_grn_blue_vipers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_hef_avelorn	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_hef_caledor	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_hef_chrace	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_hef_citadel_of_dusk	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_hef_cothique	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_hef_eataine	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_hef_ellyrion	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_hef_fortress_of_dawn	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_hef_high_elves	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_hef_high_elves_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_hef_nagarythe	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_hef_order_of_loremasters	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_hef_saphery	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_hef_tiranoc	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_hef_tor_elasor	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_hef_yvresse	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_lzd_hexoatl	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_lzd_itza	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_lzd_last_defenders	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_lzd_lizardmen	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_lzd_lizardmen_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_lzd_sentinels_of_xeti	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_lzd_southern_sentinels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_lzd_teotiqua	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_lzd_tlaqua	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_lzd_tlaxtlan	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_lzd_xlanhuapec	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_lzd_zlatan	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_nor_aghol	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_nor_hung_incursion_def	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_nor_hung_incursion_hef	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_nor_hung_incursion_lzd	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_nor_mung	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_nor_skeggi	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_abominations	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_beastcatchas	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_bernhoffs_brigands	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_black_spider_tribe	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_boneclubbers_tribe	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_celestial_storm	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_college_of_pyrotechnics	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_def_chs_vashnaar	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_def_mengils_manflayers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_doomseekers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_gerhardts_mercenaries	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_hef_tor_elithis	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_hung_warband	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_jerrods_errantry	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_mangy_houndz	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_morrsliebs_howlers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_pirates_of_the_far_sea	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_pirates_of_the_southern_ocean	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_pirates_of_trantio	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_scions_of_tesseninck	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_scourge_of_aquitaine	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_stuff_snatchers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_teef_snatchaz	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_the_wandering_dead	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_troll_skullz	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_vauls_expedition	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_vmp_heirs_of_mourkain	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_wef_hunters_of_kurnous	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_worldroot_rangers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_rogue_wrath_of_nature	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_skv_clan_eshin	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_skv_clan_eshin_separatists	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_skv_clan_gnaw	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_skv_clan_mordkin	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_skv_clan_mors	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_skv_clan_mors_separatists	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_skv_clan_moulder	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_skv_clan_pestilens	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_skv_clan_pestilens_separatists	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_skv_clan_septik	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_skv_clan_skryre	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_skv_clan_skryre_separatists	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_skv_clan_spittel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_skv_skaven	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_skv_skaven_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_skv_unknown_clan_def	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_skv_unknown_clan_hef	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_skv_unknown_clan_lzd	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_skv_unknown_clan_skv	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_vmp_necrarch_brotherhood	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_vmp_strygos_empire	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_vmp_the_silver_host	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_main_wef_bowmen_of_oreon	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_twa03_def_rakarth	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh2_twa03_def_rakarth_separatists	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc20_brt_march_of_couronne	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc20_chs_azazel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc20_chs_festus	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc20_chs_kholek	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc20_chs_sigvald	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc20_chs_valkia	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc20_chs_vilitch	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc20_kho_blood_keepers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc20_nor_dolgan	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc20_nor_kuj	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc20_nor_kul	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc20_nor_tong	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc20_nor_yusak	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc20_nur_pallid_nurslings	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc20_sla_keepers_of_bliss	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc20_tze_apostles_of_change	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc20_tze_the_sightless	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc21_cst_dead_flag_fleet	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc21_nor_wyrmkins	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc21_vmp_jiangshi_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc21_wef_spirits_of_shanlin	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc23_chd_astragoth	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc23_chd_chaos_dwarfs	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc23_chd_chaos_dwarfs_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc23_chd_conclave	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc23_chd_legion_of_azgorh	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc23_chd_minor_faction	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc23_chd_zhatan	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc23_rogue_karaz_a_karak_expedition	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc23_rogue_sacred_host_of_tepok	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc23_rogue_the_cult_of_morgrim	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc24_cst_vampire_coast_bloated_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc24_cth_the_celestial_court	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc24_grn_chaos_dwarfs_labourer_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc24_ksl_daughters_of_the_forest	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc24_tze_the_deceivers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc25_chd_chaos_dwarfs_invasion	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc25_dwf_malakai	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc25_kho_khorne_invasion	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc25_nur_epidemius	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc25_nur_nurgle_invasion	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc25_nur_tamurkhan	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc25_rogue_da_mad_howlerz	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc25_sla_slaanesh_invasion	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc25_vmp_the_court_of_night	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc25_vmp_vampire_counts_invasion	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_dlc25_wef_wood_elves_invasion	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_main_brt_aquitaine	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_main_chs_shadow_legion	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_main_cst_dread_rock_privateers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_main_cth_burning_wind_nomads	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_main_cth_cathay_rebels	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_main_cth_celestial_loyalists	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
wh3_main_cth_dissenter_lords_of_jinshen	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
