vortex_key	change_max_angle	contact_effect	damage	damage_ap	duration	expansion_speed	goal_radius	infinite_height	move_change_freq	movement_speed	start_radius	ignition_amount	is_magical	composite_scene	detonation_force	launch_source	building_collision	launch_vfx	height_off_ground	delay	num_vortexes	composite_scene_blood	affects_allies	launch_source_offset	composite_scene_group	delay_between_vortexes	is_spell	shape	start_height	goal_height
wh2_dlc11_army_abilities_sartosa_grapeshot	0		10	0	2.0000	10.0000	20.0000	false	0.0000	20.0000	0.1000	1.0000	false	composite_scene\spells_and_abilities\wh2_dlc11_abilities_sartosa_grapeshot.csc	135.0000	target_near_edge	1.ignore		0.0000	0.5000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc11_army_abilities_zhufbar_42_pounders	0		0	12	1.0000	26.0000	9.0000	false	0.0000	55.0000	7.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc11_abilities_zhufbar_42_pounders.csc	30.0000	target_near_edge	1.ignore		0.0000	0.5000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc11_deep_ghost_ship	0		0	72	3.0000	30.0000	7.0000	false	0.0000	40.0000	7.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc11_deep_ghost_ship_wind.csc	30.0000	target_near_edge	1.ignore		0.0000	4.7000	1		true	24.0000	ghost_ship	1.0000	true	circle	0.0000	0.0000
wh2_dlc11_deep_ghost_ship_upgraded	0		0	108	3.0000	30.0000	7.0000	false	0.0000	40.0000	7.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc11_deep_ghost_ship_wind.csc	30.0000	target_near_edge	1.ignore		0.0000	4.7000	1		true	24.0000	ghost_ship	1.0000	true	circle	0.0000	0.0000
wh2_dlc11_spell_deep_krakens_pull	120	wh2_dlc11_spell_deep_krakens_pull	0	4	15.0000	-15.0000	15.0000	true	1.0000	0.0000	15.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc11_deep_krakens_pull.csc	200.0000	target_centre	1.ignore		0.0000	1.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_dlc11_spell_deep_krakens_pull_upgraded	120	wh2_dlc11_spell_deep_krakens_pull	0	4	30.0000	-15.0000	15.0000	true	1.0000	0.0000	15.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc11_deep_krakens_pull_upgraded.csc	200.0000	target_centre	1.ignore		0.0000	1.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_dlc11_spell_deep_tidecall	0	wh2_dlc11_spell_deep_tidecall	20	0	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc11_deep_tidecall.csc	200.0000	target_near_edge	1.ignore		0.0000	0.3000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh2_dlc11_spell_deep_tidecall_upgraded	0	wh2_dlc11_spell_deep_tidecall	20	10	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc11_deep_tidecall.csc	200.0000	target_near_edge	1.ignore		0.0000	0.3000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh2_dlc11_unit_abilities_gaseous_demise	0		0	72	1.0000	25.0000	25.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc11_gaseous_demise.csc	200.0000	target_near_edge	1.ignore		0.0000	0.0000	1	composite_scene\spells_and_abilities\wh2_dlc11_gaseous_demise_blood.csc	true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_dlc12_army_abilities_great_invocation_of_sotek	0		36	72	1.7000	26.0000	10.0000	false	0.0000	105.0000	10.0000	0.0000	true	composite_scene\spells_and_abilities\Invocation_of_sotek_impacts.csc	90.0000	target_near_edge	1.ignore		0.0000	2.5000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh2_dlc12_army_abilities_jungle_swarm	0	wh2_dlc17_unit_contact_jungle_swarm	0	0	28.0000	-15.0000	15.0000	false	0.0000	0.0000	15.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc12_army_abilities_jungle_swarm_final.csc	1.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc12_character_abilities_brass_orb	0		0	4	13.0000	-30.0000	12.0000	true	0.0000	0.0000	12.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc12_skv_brass_orb_ability.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_dlc12_spell_kroak_deliverance_of_itza_1	0		30	10	1.0000	25.0000	15.0000	true	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc12_deliverance_of_itza_level1.csc	225.0000	target_centre	1.ignore		0.0000	4.5000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_dlc12_spell_kroak_deliverance_of_itza_2	0		30	20	1.0000	30.0000	20.0000	true	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc12_deliverance_of_itza_level2.csc	225.0000	target_centre	1.ignore		0.0000	4.5000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_dlc12_spell_kroak_deliverance_of_itza_3	0		30	30	1.0000	35.0000	25.0000	true	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc12_deliverance_of_itza_level3.csc	225.0000	target_centre	1.ignore		0.0000	4.5000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_dlc12_unit_abilities_ark_of_sotek	0	wh2_dlc17_unit_contact_ark_of_sotek	0	0	28.0000	-15.0000	15.0000	false	0.0000	0.0000	15.0000	0.0000	false	composite_scene/spells_and_abilities/wh2_dlc12_character_ability_ark_of_sotek.csc	1.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc12_unit_abilities_burning_alignment	0		0	24	10.0000	16.0000	6.0000	false	0.0000	7.0000	6.0000	1.0000	true	composite_scene/spells_and_abilities/wh2_dlc12_abilities_burning_alignment.csc	100.0000	target_near_edge	1.ignore		0.0000	2.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh2_dlc13_army_abilities_storm_of_xholankha	15		0	8	10.0000	20.0000	8.0000	false	0.5000	14.0000	8.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc13_storm_of_xholankha_PH.csc	60.0000	target_centre	1.ignore		0.0000	5.0000	6		true	24.0000		2.0000	true	circle	0.0000	0.0000
wh2_dlc13_character_ability_shatter	0		16	8	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc13_abilities_shatter.csc	135.0000	activator_front	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh2_dlc13_unit_abilities_emergency_vent	0	wh_main_unit_contact_morale	0	2	12.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	1.0000	false	composite_scene\spells_and_abilities\wh2_dlc13_emergency_vent.csc	30.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc13_unit_passive_kaboom	0	wh_main_unit_contact_morale	10	8	1.0000	25.0000	25.0000	false	0.0000	0.0000	0.1000	1.0000	false	composite_scene\spells_and_abilities\wh2_dlc13_kaboom.csc	100.0000	target_near_edge	1.ignore		0.0000	0.2000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc14_lord_abilities_bloodstorm	0		12	6	1.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	0.0000	false	composite_scene/spells_and_abilities/wh2_dlc14_abilities_bloodstorm.csc	100.0000	target_centre	1.ignore		0.0000	0.5000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc14_lord_abilities_deathmasters_sigil	0		12	12	1.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	0.0000	false	composite_scene/spells_and_abilities/wh2_dlc14_deathmasters_sigil.csc	50.0000	target_centre	1.ignore		0.0000	0.5000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc14_lord_abilities_halo_of_maidenly_wrath	0	wh_dlc06_unit_contact_blinded	12	0	1.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/wh2_dlc14_abilities_halo_of_maidenly_wrath.csc	100.0000	target_centre	1.ignore		0.0000	0.5000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc14_spell_stealth_black_whirlwind	0		0	3	17.0000	-20.0000	15.0000	false	0.0000	0.0000	15.0000	0.0000	true	composite_scene\wh2_dlc14_stealth_black_whirlwind_dome.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_dlc14_spell_stealth_black_whirlwind_upgraded	0		0	4	17.0000	-20.0000	15.0000	false	0.0000	0.0000	15.0000	0.0000	true	composite_scene\wh2_dlc14_stealth_black_whirlwind_dome.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_dlc14_spell_stealth_veil_of_shadows	0		0	0	6.0000	60.0000	25.0000	false	0.0000	0.0000	5.0000	0.0000	false	composite_scene\spells_and_abilities\empty.csc	220.0000	target_centre	1.ignore		0.0000	0.0000	5		false	0.0000		5.0000	true	circle	0.0000	0.0000
wh2_dlc14_spell_stealth_veil_of_shadows_upgraded	0	wh2_dlc14_spell_stealth_veil_of_shadows	0	0	6.0000	60.0000	25.0000	false	0.0000	0.0000	5.0000	0.0000	false	composite_scene\spells_and_abilities\empty.csc	220.0000	target_centre	1.ignore		0.0000	0.0000	5		false	0.0000		5.0000	true	circle	0.0000	0.0000
wh2_dlc14_weapon_abilities_whirl_of_weeping_blades	0		0	108	5.0000	50.0000	5.0000	false	0.0000	0.0000	1.0000	0.0000	false	composite_scene/spells_and_abilities/wh2_dlc14_abilities_whirl_of_weeping_blades.csc	60.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc15_army_abilities_flood_trap	0		6	6	4.0000	6.0000	25.0000	false	0.0000	15.0000	25.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc15_abilities_flood_trap.csc	225.0000	target_near_edge	1.ignore		0.0000	0.3000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc15_army_abilities_invocation_of_ending	0		24	0	2.0000	35.0000	25.0000	true	0.0000	0.0000	0.1000	0.0000	true	composite_scene/spells_and_abilities/wh2_dlc15_abilities_invocation_of_ending.csc	75.0000	target_centre	1.ignore		0.0000	0.5000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc15_army_abilities_lightning_trap	0		0	33	11.0000	22.0000	15.0000	true	0.0000	4.0000	15.0000	0.0000	true	composite_scene/spells_and_abilities/chain_lightning.csc	30.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc15_army_abilities_summon_the_sentinels	0		0	0	1.0000	14.0000	14.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc15_summon_sentinels_breath.csc	45.0000	target_near_edge	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc15_army_abilities_summon_the_sentinels_upgraded	0		0	24	1.0000	14.0000	14.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc15_summon_sentinels_breath_upgraded.csc	45.0000	target_near_edge	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc15_army_abilities_wind_trap	0	wh2_main_spell_high_magic_tempest	4	1	6.0000	1.0000	15.0000	true	0.0000	13.0000	15.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc15_abilities_wind_trap.csc	150.0000	target_centre	1.ignore		0.0000	2.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc15_character_abilities_burp_of_grom_0	0		10	0	1.0000	25.0000	25.0000	false	0.0000	0.0000	1.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc15_abilities_hiccup_of_grom.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc15_character_abilities_burp_of_grom_1	0		10	5	1.0000	25.0000	25.0000	false	0.0000	0.0000	1.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc15_abilities_hiccup_of_grom.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	2		false	0.0000		0.7500	false	circle	0.0000	0.0000
wh2_dlc15_character_abilities_burp_of_grom_2	0		10	10	1.0000	25.0000	25.0000	false	0.0000	0.0000	1.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc15_abilities_hiccup_of_grom.csc	200.0000	target_centre	1.ignore		0.0000	0.0000	3		false	0.0000		0.7500	false	circle	0.0000	0.0000
wh2_dlc15_character_abilities_fishy_breathe	0		18	0	2.5000	15.0000	16.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc15_fishy_breath.csc	250.0000	activator_front	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc15_character_abilities_sausage_busta	0		10	10	6.0000	-15.0000	15.0000	false	0.0000	0.0000	15.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc15_abilities_sausage_busta.csc	200.0000	target_centre	1.ignore		0.0000	1.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc15_character_abilities_slimy_smoothie	0	wh2_dlc15_character_abilities_slimy_smoothie	0	0	1.0000	15.0000	15.0000	false	0.0000	0.0000	1.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc15_slimy_smoothie.csc	200.0000	target_centre	1.ignore		0.0000	1.6000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc15_item_abilities_blood_forged_armour	0		6	0	1.0000	15.0000	10.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc15_abilities_blood_forged_armour.csc	150.0000	target_centre	1.ignore		0.0000	0.5000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc15_unit_abilities_emberstorm	360		6	6	10.0000	5.0000	10.0000	true	0.1000	0.0000	5.0000	1.0000	true	composite_scene\spells_and_abilities\wh2_dlc15_abilities_emberstorm.csc	40.0000	target_centre	1.ignore	wh2_main_unit_rebirth_miscast_flamespyre_phoenix	0.1000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc15_unit_passive_fiery_rebirth	360		12	6	1.0000	15.0000	15.0000	true	0.1000	0.0000	0.1000	1.0000	true	composite_scene\spells_and_abilities\wh2_dlc15_abilities_arcane_fiery_rebirth.csc	150.0000	target_centre	1.ignore	wh2_main_unit_rebirth_miscast_flamespyre_phoenix	0.1000	2.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc16_hero_abilities_evisceration	0		0	120	4.0000	50.0000	6.0000	false	0.0000	0.0000	1.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc16_evisceration.csc	60.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc16_item_abilities_acorns_of_the_oak_of_ages	0	wh_dlc05_spell_life_awakening_of_the_wood	0	10	1.0000	15.0000	15.0000	false	0.0000	0.0000	1.0000	0.0000	true	composite_scene\spells_and_abilities\acorn_oak_of_ages.csc	200.0000	target_centre	1.ignore		0.0000	1.6000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_dlc16_unit_abilities_cellular_instability	0		0	30	1.0000	25.0000	25.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_abilities_warpbomb.csc	200.0000	target_centre	1.ignore		0.0000	0.2000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_dlc16_unit_passive_instability_4	0		0	60	1.0000	25.0000	25.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_abilities_warpbomb.csc	200.0000	target_centre	1.ignore		0.0000	0.2000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_dlc16_unit_passive_warp_discharge	0		0	8	2.0000	-1.0000	10.0000	false	0.0000	0.0000	5.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_dlc16_warp_discharge.csc	5.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc17_army_abilities_ancestral_rune_of_grimnir	270		0	8	10.0000	20.0000	8.0000	false	0.2500	5.0000	8.0000	1.0000	true	composite_scene\spells_and_abilities\wh2_dlc17_ability_ancestral_rune_of_grimnir_fire_tornado.csc	30.0000	target_centre	1.ignore		0.0000	6.0000	6		true	0.0000		0.0000	false	circle	0.0000	0.0000
wh2_dlc17_army_abilities_ghorgon_summon_qb_scripted	0		0	0	6.0000	60.0000	25.0000	false	0.0000	0.0000	5.0000	0.0000	true	composite_scene\spells_and_abilities\empty.csc	220.0000	target_centre	1.ignore		0.0000	0.0000	5		false	0.0000		5.0000	false	circle	0.0000	0.0000
wh2_dlc17_army_abilities_soteks_sanctum	0	wh2_dlc17_unit_contact_soteks_sanctum	0	0	28.0000	-15.0000	15.0000	false	0.0000	0.0000	15.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc12_army_abilities_jungle_swarm_final.csc	1.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc17_army_abilities_zhufbar_42_pounders_engineer	0		0	24	1.0000	26.0000	9.0000	false	0.0000	55.0000	7.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc11_abilities_zhufbar_42_pounders.csc	30.0000	target_near_edge	1.ignore		0.0000	0.5000	1		true	24.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc17_lord_abilities_bloodbeast	0	wh_main_unit_contact_morale	0	2	6.0000	15.0000	15.0000	false	0.0000	0.0000	0.1000	1.0000	false	composite_scene\spells_and_abilities\wh2_dlc17_ability_bloodbeast.csc	100.0000	target_centre	1.ignore		0.0000	0.5000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc17_lord_passive_greater_locus_of_power	0		400	400	1.0000	12.0000	3.0000	false	0.0000	0.0000	3.0000	0.0000	true	composite_scene\spells_and_abilities\empty.csc	0.0000	target_centre	1.ignore	wh_main_generic_miscast	0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc17_lord_passive_locus_of_power	0		200	200	1.0000	12.0000	3.0000	false	0.0000	0.0000	3.0000	0.0000	true	composite_scene\spells_and_abilities\empty.csc	0.0000	target_centre	1.ignore	wh_main_generic_miscast	0.0000	0.0000	1		true	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc17_rune_abilities_master_rune_of_wrath_and_ruin	0		10	20	1.0000	25.0000	15.0000	false	0.0000	0.0000	0.1000	1.0000	false	composite_scene\spells_and_abilities\wh2_dlc17_ability_rune_of_wrath_and_ruin.csc	225.0000	target_centre	1.ignore		0.0000	0.8000	1		true	0.0000	wh2_dlc17_ability_rune_of_wrath_and_ruin_windup	1.0000	false	circle	0.0000	0.0000
wh2_dlc17_rune_abilities_rune_of_wrath_and_ruin	0		15	10	1.0000	25.0000	15.0000	false	0.0000	0.0000	0.1000	1.0000	false	composite_scene\spells_and_abilities\wh2_dlc17_ability_rune_of_wrath_and_ruin.csc	225.0000	target_centre	1.ignore		0.0000	0.8000	1		true	0.0000	wh2_dlc17_ability_rune_of_wrath_and_ruin_windup	1.0000	false	circle	0.0000	0.0000
wh2_dlc17_spell_bound_lesser_banishment	170		0	7	9.0000	-30.0000	12.0000	true	1.0000	3.0000	12.0000	0.0000	true	composite_scene/spells_and_abilities/banishment.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_dlc17_spell_bound_lesser_chain_lightning	170		0	11	11.0000	22.0000	10.0000	true	1.0000	4.0000	10.0000	0.0000	true	composite_scene/spells_and_abilities/chain_lightning.csc	30.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_dlc17_unit_passive_searing_bile_blood	0	wh_dlc06_unit_contact_sundered_armour	0	8	2.0000	-1.0000	10.0000	false	0.0000	0.0000	5.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc17_ability_searing_bile_blood.csc	10.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_dlc17_unit_passive_spurting_bile_blood	0	wh_main_unit_contact_poison	8	0	2.0000	-1.0000	10.0000	false	0.0000	0.0000	5.0000	0.0000	false	composite_scene\spells_and_abilities\wh2_dlc17_ability_spurting_bile_blood.csc	10.0000	target_centre	1.ignore		0.0000	0.0000	1		false	0.0000		1.0000	false	circle	0.0000	0.0000
wh2_main_army_abilities_dark_conduit	0		0	72	1.0000	25.0000	25.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_abilities_dark_conduit.csc	200.0000	target_centre	1.ignore		0.0000	0.8000	1		false	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_army_abilities_shadows_of_anlec	0		16	0	2.0000	6.0000	12.0000	false	0.0000	24.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_abilities_shadows_of_anlec.csc	45.0000	target_near_edge	1.ignore		0.0000	0.0000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_army_abilities_warpbomb	0		0	45	1.0000	25.0000	25.0000	false	0.0000	0.0000	0.1000	0.0000	true	composite_scene\spells_and_abilities\wh2_main_abilities_warpbomb.csc	200.0000	target_centre	1.ignore		0.0000	0.2000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_bound_banishment	170		0	7	18.0000	-30.0000	12.0000	true	1.0000	3.0000	12.0000	0.0000	true	composite_scene/spells_and_abilities/banishment.csc	40.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_bound_fiery_convocation	0		0	35	3.0000	30.0000	7.0000	false	0.0000	44.0000	7.0000	0.0000	true	composite_scene\spells_and_abilities\wh2_fiery_convocation.csc	30.0000	target_near_edge	1.ignore		0.0000	4.6000	1		true	24.0000		1.0000	true	circle	0.0000	0.0000
wh2_main_bound_flame_storm	360		11	6	27.0000	20.0000	10.0000	true	1.0000	2.0000	1.0000	1.0000	true	composite_scene/spells_and_abilities/flame_storm.csc	500.0000	target_centre	1.ignore		0.0000	0.0000	1		true	0.0000		1.0000	true	circle	0.0000	0.0000
