key	group	unit	xp
1115652328	wh2_main_rogue_group_vashnaar	wh_main_chs_cav_chaos_knights_0	4
111724741	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	wh2_dlc11_cst_inf_depth_guard_0	0
111766499	wh2_main_rogue_group_college_of_pyrotechnics	wh_main_emp_cav_outriders_1	6
112413208	wh2_dlc09_rogue_dwellers_of_zardok	wh_main_grn_inf_savage_orc_big_uns	7
1125393406	wh2_main_rogue_group_black_spider_tribe	wh_main_grn_cav_forest_goblin_spider_riders_1	8
1126010201	wh2_dlc09_rogue_black_creek_raiders	wh2_main_def_inf_darkshards_1	5
1128546135	wh2_dlc11_cst_rogue_freebooters_of_port_royale	wh_main_emp_art_mortar	0
113	wh2_main_rogue_group_mengils_manflayers	wh2_main_def_inf_black_ark_corsairs_1	5
1131069992	wh2_main_rogue_group_boneclubbers_tribe	wh_main_grn_inf_black_orcs	5
1134905307	wh2_main_rogue_group_boneclubbers_tribe	wh_main_grn_cav_orc_boar_boy_big_uns	5
1140047018	wh3_dlc23_rogue_karaz_a_karak_expedition	wh_main_dwf_inf_longbeards	0
1142849331	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_dlc08_nor_mon_skinwolves_1	0
1144737028	wh2_dlc11_cst_rogue_grey_point_scuttlers	wh2_main_skv_inf_clanrats_1	0
1146524865	wh3_dlc23_rogue_karaz_a_karak_expedition	wh_main_dwf_inf_miners_1	0
1149230270	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	wh_main_grn_cav_orc_boar_boyz	0
1155935889	wh2_main_rogue_group_pirates_of_the_far_sea	wh_dlc04_emp_inf_free_company_militia_0	0
1156509102	wh2_dlc09_rogue_dwellers_of_zardok	wh_main_grn_cav_savage_orc_boar_boyz	7
1157838051	wh2_dlc09_rogue_black_creek_raiders	wh2_main_def_inf_darkshards_1	5
1166455151	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh_main_vmp_mon_crypt_horrors	0
1169688626	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	wh2_dlc11_cst_inf_syreens	0
1171519025	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	wh_main_grn_cav_goblin_wolf_riders_0	0
1175929969	wh2_main_rogue_group_celestial_storm	wh_dlc01_chs_mon_dragon_ogre	8
117644288	wh2_main_rogue_group_abominations	wh2_main_skv_mon_hell_pit_abomination	9
1177133477	wh2_dlc09_rogue_eyes_of_the_jungle	wh2_main_lzd_inf_chameleon_skinks_0	5
118	wh2_main_rogue_group_mengils_manflayers	wh2_main_def_inf_black_ark_corsairs_0	5
1180478032	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_dlc08_nor_inf_marauder_berserkers_0	0
1181195446	wh2_dlc09_rogue_dwellers_of_zardok	wh_main_grn_cav_savage_orc_boar_boyz	7
1189710286	wh2_dlc09_rogue_pilgrims_of_myrmidia	wh_main_emp_art_great_cannon	5
11906156	wh2_main_rogue_group_pirates_of_the_southern_ocean	wh_main_emp_art_mortar	0
1200010757	wh2_dlc09_rogue_dwellers_of_zardok	wh_main_grn_cav_savage_orc_boar_boy_big_uns	7
1202523805	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	wh_main_grn_cav_goblin_wolf_riders_0	0
1207150095	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh_main_vmp_cav_hexwraiths	0
121120361	wh2_dlc09_rogue_black_creek_raiders	wh_dlc06_chs_inf_aspiring_champions_0	7
121304164	wh2_dlc11_cst_rogue_freebooters_of_port_royale	wh_dlc04_emp_inf_free_company_militia_0	0
1229648328	wh2_dlc11_cst_rogue_the_churning_gulf_raiders	wh_dlc08_nor_inf_marauder_hunters_0	0
123	wh2_main_rogue_group_mengils_manflayers	wh2_main_def_inf_shades_1	5
1230226178	wh2_main_rogue_group_vauls_expedition	wh2_main_hef_inf_archers_1	0
1231901894	wh2_main_rogue_group_pirates_of_the_far_sea	wh_main_emp_cav_outriders_0	0
123571537	wh3_dlc23_rogue_karaz_a_karak_expedition	wh_main_dwf_art_organ_gun	0
1236067715	wh3_dlc23_rogue_karaz_a_karak_expedition	wh_main_dwf_art_grudge_thrower	0
1236739049	wh3_dlc23_rogue_sacred_host_of_tepok	wh2_dlc12_lzd_mon_salamander_pack_0	9
1239865587	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh2_main_hef_inf_swordmasters_of_hoeth_0	0
1254771353	wh3_dlc23_rogue_the_cult_of_morgrim	wh_main_dwf_inf_thunderers_0	9
125900847	wh2_main_rogue_group_scions_of_tesseninck	wh_main_emp_art_great_cannon	0
1259628769	wh2_dlc11_cst_rogue_grey_point_scuttlers	wh2_main_skv_inf_poison_wind_globadiers	0
127	wh2_main_rogue_group_mengils_manflayers	wh2_main_def_inf_shades_2	5
1270099139	wh2_main_rogue_group_doomseekers	wh_main_dwf_inf_irondrakes_0	7
1270979166	wh2_dlc11_cst_rogue_the_churning_gulf_raiders	wh_dlc08_nor_inf_marauder_champions_0	0
1271766659	wh2_main_rogue_group_hung_warband	wh_main_chs_cav_marauder_horsemen_1	8
1274084866	wh2_dlc09_rogue_pilgrims_of_myrmidia	wh_main_emp_veh_luminark_of_hysh_0	5
1274148753	wh2_dlc11_cst_rogue_freebooters_of_port_royale	wh_main_emp_inf_swordsmen	0
1275897729	wh3_dlc23_rogue_sacred_host_of_tepok	wh2_main_lzd_cav_terradon_riders_1	9
127782517	wh3_dlc23_rogue_the_cult_of_morgrim	wh_main_dwf_inf_thunderers_0	9
1287588583	wh2_main_rogue_group_vashnaar	wh_dlc01_chs_inf_chosen_2	6
128836282	wh2_main_rogue_group_pirates_of_the_southern_ocean	wh_main_emp_cav_pistoliers_1	0
1295443962	wh2_main_rogue_group_boneclubbers_tribe	wh_main_grn_cav_orc_boar_boy_big_uns	5
1296358752	wh2_main_rogue_group_doomseekers	wh_main_dwf_inf_irondrakes_0	7
1297924261	wh2_main_rogue_group_vashnaar	wh2_main_def_inf_darkshards_1	4
129842514	wh3_dlc23_rogue_the_cult_of_morgrim	wh_main_dwf_inf_ironbreakers	9
1300075313	wh2_main_rogue_group_pirates_of_trantio	wh_dlc04_emp_inf_free_company_militia_0	7
130525104	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	wh_main_grn_mon_trolls	0
1306920327	wh2_main_rogue_group_abominations	wh3_dlc23_chd_mon_bale_taurus	5
1307823078	wh3_dlc23_rogue_karaz_a_karak_expedition	wh_main_dwf_inf_miners_1	0
1310049953	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	wh_main_grn_mon_trolls	0
1312431468	wh2_dlc09_rogue_dwellers_of_zardok	wh_main_grn_mon_arachnarok_spider_0	5
1313081037	wh2_main_rogue_group_pirates_of_the_far_sea	wh_main_emp_cav_pistoliers_1	0
1313668136	wh2_dlc09_rogue_dwellers_of_zardok	wh_main_grn_mon_arachnarok_spider_0	5
1314867560	wh2_dlc11_cst_rogue_grey_point_scuttlers	wh2_main_skv_inf_clanrats_1	0
1326833850	wh2_main_rogue_group_bernhoffs_brigands	wh_dlc04_emp_inf_free_company_militia_0	4
1333459823	wh3_dlc23_rogue_the_cult_of_morgrim	wh_main_dwf_inf_ironbreakers	9
1334513399	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	wh2_main_def_inf_harpies	0
1335991673	wh2_dlc09_rogue_pilgrims_of_myrmidia	wh_main_emp_inf_halberdiers	7
1344407198	wh2_main_rogue_group_morrsliebs_howlers	wh_main_grn_art_doom_diver_catapult	5
135	wh2_main_rogue_group_mengils_manflayers	wh2_main_def_cav_dark_riders_1	5
1350125013	wh2_main_rogue_group_pirates_of_the_far_sea	wh_main_emp_inf_halberdiers	0
1353620154	wh2_main_rogue_group_wrath_of_nature	wh_dlc05_wef_mon_treekin_0	7
135454828	wh3_dlc23_rogue_karaz_a_karak_expedition	wh_main_dwf_inf_ironbreakers	0
1362767394	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_main_emp_inf_halberdiers	0
136297109	wh2_dlc09_rogue_black_creek_raiders	wh2_main_def_inf_witch_elves_0	7
1364751069	wh2_main_rogue_group_teef_snatchaz	wh_main_grn_inf_night_goblins	0
137	wh2_main_rogue_group_mengils_manflayers	wh2_main_def_art_reaper_bolt_thrower	5
1386095939	wh2_dlc11_cst_rogue_grey_point_scuttlers	wh2_main_skv_mon_rat_ogres	0
1390270764	wh2_main_rogue_group_wrath_of_nature	wh_dlc05_wef_forest_dragon_0	9
1398244341	wh2_dlc09_rogue_pilgrims_of_myrmidia	wh_main_emp_inf_halberdiers	7
1399400292	wh2_main_rogue_group_college_of_pyrotechnics	wh_main_emp_art_helstorm_rocket_battery	7
1411235251	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	wh2_main_def_cav_dark_riders_2	0
1415926579	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh2_main_hef_cav_dragon_princes	0
1431210742	wh2_main_rogue_group_wrath_of_nature	wh_dlc05_wef_inf_dryads_0	5
1434484224	wh2_dlc09_rogue_eyes_of_the_jungle	wh2_main_lzd_inf_chameleon_skinks_0	5
1435364495	wh2_main_rogue_group_bernhoffs_brigands	wh_main_brt_cav_mounted_yeomen_1	6
1435870591	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh_main_vmp_inf_grave_guard_0	0
1438801340	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh_dlc05_wef_inf_wardancers_1	0
1445765864	wh2_dlc09_rogue_eyes_of_the_jungle	wh2_main_lzd_mon_bastiladon_1	5
1449808225	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	wh2_dlc11_cst_inf_zombie_gunnery_mob_1	0
1454028939	wh3_dlc23_rogue_sacred_host_of_tepok	wh2_main_lzd_cav_terradon_riders_1	9
1457304224	wh2_main_rogue_group_stuff_snatchers	wh_dlc06_grn_inf_nasty_skulkers_0	6
1470149469	wh2_main_rogue_group_vauls_expedition	wh2_main_hef_inf_swordmasters_of_hoeth_0	0
1473505886	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	wh2_dlc11_cst_inf_zombie_deckhands_mob_1	0
1487268110	wh2_dlc11_cst_rogue_bleak_coast_buccaneers	wh_main_dwf_inf_longbeards	0
149027410	wh2_dlc11_cst_rogue_freebooters_of_port_royale	wh_main_emp_inf_spearmen_1	0
1500573463	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh_dlc05_wef_forest_dragon_0	0
1500923534	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh_main_vmp_mon_varghulf	0
1501693352	wh2_main_rogue_group_scions_of_tesseninck	wh_main_emp_inf_swordsmen	0
1503282803	wh2_dlc09_rogue_eyes_of_the_jungle	wh_dlc05_wef_cav_wild_riders_1	5
1507104066	wh2_dlc11_cst_rogue_bleak_coast_buccaneers	wh_main_dwf_inf_thunderers_0	0
151133475	wh2_dlc11_cst_rogue_the_churning_gulf_raiders	wh_main_nor_inf_chaos_marauders_1	0
1512923036	wh3_dlc23_rogue_karaz_a_karak_expedition	wh_main_dwf_inf_ironbreakers	0
1523503377	wh2_dlc09_rogue_black_creek_raiders	wh_main_chs_inf_chaos_marauders_1	7
1527327282	wh2_main_rogue_group_scions_of_tesseninck	wh_dlc04_emp_inf_free_company_militia_0	0
1536817718	wh2_dlc09_rogue_pilgrims_of_myrmidia	wh_dlc04_emp_inf_flagellants_0	7
1552497306	wh2_main_rogue_group_gerhardts_mercenaries	wh_main_grn_mon_giant	7
1559136393	wh2_main_rogue_group_stuff_snatchers	wh2_main_skv_inf_death_runners_0	6
1559760247	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_main_emp_inf_handgunners	0
1565521232	wh2_main_rogue_group_teef_snatchaz	wh_main_grn_inf_night_goblin_archers	0
157793339	wh2_main_rogue_group_boneclubbers_tribe	wh_dlc01_chs_mon_trolls_1	5
1584521826	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0	0
1585412979	wh2_main_rogue_group_scourge_of_aquitaine	wh_main_vmp_cav_black_knights_3	6
1586206306	wh2_dlc11_cst_rogue_grey_point_scuttlers	wh2_main_skv_mon_rat_ogres	0
1588814501	wh2_dlc11_cst_rogue_the_churning_gulf_raiders	wh_dlc08_nor_inf_marauder_berserkers_0	0
1590487445	wh3_dlc23_rogue_sacred_host_of_tepok	wh2_dlc12_lzd_cav_ripperdactyl_riders_0	9
1591664578	wh2_dlc09_rogue_eyes_of_the_jungle	wh_dlc05_wef_inf_waywatchers_0	5
159606877	wh2_main_rogue_group_jerrods_errantry	wh_dlc07_brt_inf_battle_pilgrims_0	6
1597847894	wh2_dlc09_rogue_black_creek_raiders	wh_main_chs_mon_giant	5
1604338552	wh2_main_rogue_group_doomseekers	wh_main_dwf_inf_slayers	9
1604394121	wh2_dlc09_rogue_dwellers_of_zardok	wh_dlc03_bst_inf_centigors_2	5
1604974131	wh2_dlc11_cst_rogue_grey_point_scuttlers	wh2_main_skv_art_warp_lightning_cannon	0
1605826538	wh2_main_rogue_group_celestial_storm	wh_dlc01_chs_mon_dragon_ogre_shaggoth	9
1607423901	wh2_main_rogue_group_abominations	wh3_dlc24_ksl_mon_the_things_in_the_woods	4
1607498267	wh2_main_rogue_group_doomseekers	wh_main_dwf_veh_gyrobomber	4
1609171148	wh3_dlc23_rogue_sacred_host_of_tepok	wh2_main_lzd_inf_temple_guards	9
1609197785	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh2_dlc11_cst_mon_rotting_leviathan_0	0
1609453786	wh2_dlc09_rogue_pilgrims_of_myrmidia	wh_dlc04_emp_inf_flagellants_0	7
1611264609	wh2_main_rogue_group_scions_of_tesseninck	wh_main_emp_inf_spearmen_0	0
1616801470	wh2_dlc09_rogue_pilgrims_of_myrmidia	wh_dlc07_brt_inf_battle_pilgrims_0	7
1617717714	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	wh2_dlc11_cst_mon_mournguls_0	0
1619393141	wh3_dlc23_rogue_the_cult_of_morgrim	wh_main_dwf_inf_hammerers	9
1620430413	wh3_dlc23_rogue_the_cult_of_morgrim	wh_main_dwf_inf_irondrakes_0	9
1621996139	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh_dlc05_wef_inf_waywatchers_0	0
1623255625	wh2_main_rogue_group_black_spider_tribe	wh_main_grn_cav_forest_goblin_spider_riders_1	8
162622328	wh2_main_rogue_group_college_of_pyrotechnics	wh_main_emp_veh_steam_tank	9
1627476251	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh2_main_hef_inf_lothern_sea_guard_1	0
1631547077	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	wh_main_grn_art_goblin_rock_lobber	0
1632215461	wh2_main_rogue_group_beastcatchas	wh_dlc06_grn_inf_squig_herd_0	8
1636103921	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh_main_vmp_mon_vargheists	0
1638797191	wh2_main_rogue_group_vashnaar	wh2_main_def_mon_black_dragon	9
1645601128	wh2_dlc11_cst_rogue_freebooters_of_port_royale	wh_dlc04_emp_inf_free_company_militia_0	0
1646318426	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh_main_vmp_inf_cairn_wraiths	0
1658244901	wh2_main_rogue_group_black_spider_tribe	wh2_main_lzd_mon_bastiladon_0	9
1665256308	wh3_dlc23_rogue_the_cult_of_morgrim	wh_main_dwf_veh_gyrobomber	9
1665899781	wh2_dlc11_cst_rogue_the_churning_gulf_raiders	wh_main_nor_inf_chaos_marauders_1	0
1666507873	wh2_main_rogue_group_jerrods_errantry	wh_dlc07_brt_inf_battle_pilgrims_0	6
1666617800	wh3_dlc23_rogue_sacred_host_of_tepok	wh2_dlc13_lzd_mon_dread_saurian_1	9
166897999	wh2_main_rogue_group_morrsliebs_howlers	wh3_main_cth_inf_peasant_spearmen_1	7
1669344400	wh3_dlc23_rogue_sacred_host_of_tepok	wh2_main_lzd_inf_temple_guards	9
1671898229	wh2_main_rogue_group_mangy_houndz	wh_main_grn_inf_goblin_spearmen	0
1671902738	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	wh2_dlc11_cst_inf_zombie_gunnery_mob_1	0
1672915266	wh2_main_rogue_group_beastcatchas	wh_dlc06_grn_cav_squig_hoppers_0	7
1679401197	wh2_dlc09_rogue_eyes_of_the_jungle	wh2_main_lzd_mon_bastiladon_1	5
1682272596	wh2_main_rogue_group_pirates_of_the_far_sea	wh_main_emp_art_mortar	0
1682283428	wh2_main_rogue_group_pirates_of_the_southern_ocean	wh_dlc04_emp_inf_free_company_militia_0	0
1687999820	wh3_dlc23_rogue_the_cult_of_morgrim	wh_main_dwf_inf_hammerers	9
1702447710	wh2_main_rogue_group_hung_warband	wh_main_chs_cav_marauder_horsemen_1	8
1702872023	wh2_main_rogue_group_gerhardts_mercenaries	wh_dlc04_emp_inf_free_company_militia_0	5
1705097688	wh2_dlc09_rogue_black_creek_raiders	wh_main_chs_inf_chaos_marauders_1	7
171230343	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_main_emp_inf_handgunners	0
1714442101	wh3_dlc23_rogue_sacred_host_of_tepok	wh2_dlc13_lzd_mon_sacred_kroxigors_0	9
1716618452	wh2_main_rogue_group_wrath_of_nature	wh_dlc05_wef_inf_dryads_0	5
1723644143	wh2_dlc09_rogue_pilgrims_of_myrmidia	wh_dlc07_brt_inf_battle_pilgrims_0	7
1723978822	wh2_main_rogue_group_jerrods_errantry	wh_dlc04_emp_inf_flagellants_0	7
1725355646	wh2_main_rogue_group_scourge_of_aquitaine	wh_dlc02_vmp_cav_blood_knights_0	9
1726938950	wh2_main_rogue_group_jerrods_errantry	wh_main_brt_cav_grail_knights	9
1728967928	wh2_main_rogue_group_college_of_pyrotechnics	wh_main_emp_cav_outriders_1	6
1730310140	wh2_main_rogue_group_hung_warband	wh_main_chs_cav_marauder_horsemen_1	8
173986339	wh2_main_rogue_group_college_of_pyrotechnics	wh_main_emp_cav_outriders_1	6
1741855792	wh2_dlc09_rogue_dwellers_of_zardok	wh_dlc03_bst_inf_minotaurs_1	5
1742219944	wh2_dlc09_rogue_pilgrims_of_myrmidia	wh_dlc07_brt_inf_grail_reliquae_0	5
1742923609	wh2_main_rogue_group_the_wandering_dead	wh_main_vmp_inf_crypt_ghouls	0
1746738912	wh2_main_rogue_group_pirates_of_trantio	wh_dlc04_emp_inf_free_company_militia_0	7
1747485637	wh2_main_rogue_group_morrsliebs_howlers	wh_dlc04_emp_inf_flagellants_0	7
1751431168	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	wh2_main_def_cav_dark_riders_2	0
1752196707	wh2_dlc11_cst_rogue_the_churning_gulf_raiders	wh_main_nor_inf_chaos_marauders_0	0
1758601972	wh2_main_rogue_group_pirates_of_the_southern_ocean	wh_main_emp_cav_outriders_0	0
1759069965	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	wh2_main_def_inf_black_ark_corsairs_1	0
176001436	wh2_dlc11_cst_rogue_bleak_coast_buccaneers	wh_main_dwf_art_organ_gun	0
1760819779	wh2_dlc09_rogue_black_creek_raiders	wh_main_chs_inf_chaos_marauders_1	7
176291799	wh2_dlc11_cst_rogue_bleak_coast_buccaneers	wh_main_dwf_inf_longbeards	0
1775172361	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh2_main_hef_inf_lothern_sea_guard_1	0
1775543966	wh2_dlc09_rogue_eyes_of_the_jungle	wh2_main_lzd_mon_ancient_stegadon	9
1779397711	wh2_dlc09_rogue_eyes_of_the_jungle	wh_dlc05_wef_inf_dryads_0	7
1781848957	wh2_main_rogue_group_wrath_of_nature	wh_dlc05_wef_inf_dryads_0	5
1782033142	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	wh2_main_def_inf_dreadspears_0	0
1788725808	wh2_dlc11_cst_rogue_grey_point_scuttlers	wh2_main_skv_inf_stormvermin_1	0
1793774907	wh2_main_rogue_group_vashnaar	wh_main_chs_inf_chosen_0	5
1794709613	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	wh2_dlc11_cst_mon_necrofex_colossus_0	0
18	wh2_main_rogue_group_vashnaar	wh2_main_def_cav_cold_one_knights_1	5
1820885351	wh2_main_rogue_group_worldroot_rangers	wh_dlc05_wef_inf_glade_guard_1	0
1822202874	wh3_dlc23_rogue_sacred_host_of_tepok	wh2_dlc17_lzd_inf_chameleon_stalkers_0	9
1828995580	wh3_dlc23_rogue_karaz_a_karak_expedition	wh_main_dwf_art_grudge_thrower	0
1829194043	wh2_dlc09_rogue_black_creek_raiders	wh_main_chs_inf_chaos_marauders_1	7
1829476786	wh2_main_rogue_group_celestial_storm	wh2_main_lzd_inf_saurus_spearmen_1	7
1829945917	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	wh2_main_def_inf_darkshards_1	0
1834646381	wh2_main_rogue_group_pirates_of_the_southern_ocean	wh_main_emp_art_mortar	0
1840139774	wh2_main_rogue_group_troll_skullz	wh_main_chs_mon_trolls	8
185043637	wh2_main_rogue_group_troll_skullz	wh_main_chs_mon_trolls	8
1854902961	wh3_dlc23_rogue_karaz_a_karak_expedition	wh_main_dwf_inf_ironbreakers	0
1857030570	wh2_main_rogue_group_the_wandering_dead	wh_main_vmp_inf_zombie	0
1866504364	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	wh2_main_def_inf_dreadspears_0	0
1868253772	wh2_main_rogue_group_jerrods_errantry	wh_dlc04_emp_inf_flagellants_0	7
1868807262	wh2_main_rogue_group_mangy_houndz	wh_main_grn_cav_goblin_wolf_riders_0	0
1871660368	wh2_main_rogue_group_abominations	wh2_main_skv_mon_rat_ogres	6
1874860914	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0	0
1875102772	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_dlc08_nor_inf_marauder_berserkers_0	0
1884494431	wh2_dlc09_rogue_dwellers_of_zardok	wh_dlc03_bst_inf_cygor_0	9
1888609109	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh2_main_hef_art_eagle_claw_bolt_thrower	0
1893997187	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	wh2_dlc10_def_cav_doomfire_warlocks_0	0
1894119879	wh2_dlc09_rogue_eyes_of_the_jungle	wh_dlc05_wef_cav_wild_riders_1	5
1901697313	wh2_main_rogue_group_worldroot_rangers	wh_dlc05_wef_cav_glade_riders_0	0
1902014718	wh2_main_rogue_group_teef_snatchaz	wh_main_grn_inf_night_goblin_archers	0
1905007180	wh3_dlc23_rogue_karaz_a_karak_expedition	wh_main_dwf_art_organ_gun	0
1905065167	wh2_main_rogue_group_vashnaar	wh2_main_def_art_reaper_bolt_thrower	5
1911022882	wh2_main_rogue_group_celestial_storm	wh2_main_lzd_inf_saurus_spearmen_1	7
1913433576	wh2_main_rogue_group_troll_skullz	wh_main_grn_mon_trolls	5
1915187027	wh2_dlc09_rogue_pilgrims_of_myrmidia	wh_dlc07_brt_cav_questing_knights_0	5
1922361486	wh2_main_rogue_group_doomseekers	wh_dlc06_grn_inf_squig_explosive_0	9
1924685037	wh2_dlc09_rogue_eyes_of_the_jungle	wh_dlc05_wef_inf_waywatchers_0	5
1926257575	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_main_emp_inf_halberdiers	0
1937159092	wh2_dlc11_cst_rogue_grey_point_scuttlers	wh2_main_skv_inf_gutter_runner_slingers_1	0
1938911230	wh2_dlc11_cst_rogue_grey_point_scuttlers	wh2_main_skv_inf_gutter_runner_slingers_1	0
1939901460	wh2_dlc11_cst_rogue_bleak_coast_buccaneers	wh_main_dwf_inf_ironbreakers	0
1941184925	wh2_dlc09_rogue_pilgrims_of_myrmidia	wh_dlc07_brt_inf_battle_pilgrims_0	7
1944243474	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh2_dlc11_cst_inf_depth_guard_1	0
194564436	wh2_main_rogue_group_beastcatchas	wh_dlc06_grn_cav_squig_hoppers_0	7
1946343774	wh2_dlc11_cst_rogue_freebooters_of_port_royale	wh_dlc04_emp_inf_free_company_militia_0	0
