effect_bundle	payload	duration
wh2_dlc12_tehenhauin_sacrifice_tier3_follower	wh2_dlc12_tehenhauin_sacrifice_tier3_follower	10
wh2_dlc12_tehenhauin_sacrifice_tier4_banner	wh2_dlc12_tehenhauin_sacrifice_tier4_banner	10
wh2_dlc12_tehenhauin_sacrifice_tier4_follower	wh2_dlc12_tehenhauin_sacrifice_tier5_follower	10
wh2_dlc12_tehenhauin_sacrifice_tier6_sotek	wh2_dlc12_tehenhauin_sacrifice_tier6_sotek	10
wh2_dlc13_ritual_temple_itzl_0_hunters_gaze	wh2_dlc13_ritual_temple_itzl_0_hunters_gaze	5
wh2_dlc13_ritual_temple_itzl_1_skink_chief	wh2_dlc13_ritual_temple_itzl_1_skink_chief	3
wh2_dlc13_ritual_temple_quetzl_0_stalwart_defenders	wh2_dlc13_ritual_temple_quetzl_0_stalwart_defenders	5
wh2_dlc13_ritual_temple_quetzl_3_saurus_scar_veteran	wh2_dlc13_ritual_temple_quetzl_3_saurus_scar_veteran	3
wh2_dlc13_ritual_temple_xholanka_0_plenty	wh2_dlc13_ritual_temple_xholankha_0_plenty	5
wh2_dlc13_ritual_temple_xholankha_1_skink_priest	wh2_dlc13_ritual_temple_xholankha_1_skink_priest	3
wh2_dlc13_ritual_temple_xholankha_3_slann	wh2_dlc13_ritual_temple_xholankha_3_slann	3
wh2_dlc13_rituals_lzd_allegiance	wh2_dlc13_rituals_lzd_allegiance	5
wh2_dlc13_rituals_lzd_mastery	wh2_dlc13_rituals_lzd_mastery	5
wh2_dlc13_rituals_lzd_rebirth	wh2_dlc13_rituals_lzd_rebirth	1
wh2_dlc13_rituals_lzd_resilience	wh2_dlc13_rituals_lzd_resilience	5
wh2_dlc14_payload_eshin_actions_steal_money	wh2_dlc14_eshin_actions_payload_big_robbery	5
wh2_dlc14_payload_eshin_actions_cause_disorder	wh2_dlc14_eshin_actions_payload_cause_disorder	5
wh2_dlc14_payload_eshin_actions_ambush_camp	wh2_dlc14_eshin_actions_payload_cause_trouble	5
wh2_dlc14_payload_eshin_actions_sewer_pestilence	wh2_dlc14_eshin_actions_payload_sewer_pestilence	10
wh2_dlc14_payload_eshin_actions_steal_ancillary	wh2_dlc14_eshin_actions_payload_steal_ancillary	1
wh2_dlc14_payload_eshin_actions_steal_money	wh2_dlc14_eshin_actions_payload_steal_money	5
wh2_dlc14_ritual_eshin_sudden_kill	wh2_dlc14_ritual_eshin_sudden_kill	1
wh2_dlc15_bundle_athel_tamarha_ruin	wh2_dlc15_athel_tamarha_influence_1	0
wh2_dlc15_bundle_athel_tamarha_influence_1	wh2_dlc15_athel_tamarha_influence_2	0
wh2_dlc15_bundle_athel_tamarha_influence_2	wh2_dlc15_athel_tamarha_influence_3	0
wh2_dlc15_bundle_athel_tamarha_ruin	wh2_dlc15_athel_tamarha_interrogation_1	0
wh2_dlc15_bundle_athel_tamarha_interrogation_1	wh2_dlc15_athel_tamarha_interrogation_2	0
wh2_dlc15_bundle_athel_tamarha_interrogation_2	wh2_dlc15_athel_tamarha_interrogation_3	0
wh2_dlc15_bundle_athel_tamarha_ruin	wh2_dlc15_athel_tamarha_melee_mistwalkers_1	0
wh2_dlc15_bundle_athel_tamarha_mistwalkers_melee_1	wh2_dlc15_athel_tamarha_melee_mistwalkers_2	0
wh2_dlc15_bundle_athel_tamarha_mistwalkers_melee_2	wh2_dlc15_athel_tamarha_melee_mistwalkers_3	0
wh2_dlc15_bundle_athel_tamarha_mist_0	wh2_dlc15_athel_tamarha_mist_1	0
wh2_dlc15_bundle_athel_tamarha_mist_1	wh2_dlc15_athel_tamarha_mist_2	0
wh2_dlc15_bundle_athel_tamarha_mist_2	wh2_dlc15_athel_tamarha_mist_3	0
wh2_dlc15_bundle_athel_tamarha_ruin	wh2_dlc15_athel_tamarha_mistwalkers_recruitment_1	0
wh2_dlc15_bundle_athel_tamarha_hq_1	wh2_dlc15_athel_tamarha_mistwalkers_recruitment_2	0
wh2_dlc15_bundle_athel_tamarha_hq_2	wh2_dlc15_athel_tamarha_mistwalkers_recruitment_3	0
wh2_dlc15_bundle_athel_tamarha_ruin	wh2_dlc15_athel_tamarha_mistwalkers_upgrades_1	0
wh2_dlc15_bundle_athel_tamarha_mistwalker_stats_1	wh2_dlc15_athel_tamarha_mistwalkers_upgrades_2	0
wh2_dlc15_bundle_athel_tamarha_mistwalker_stats_2	wh2_dlc15_athel_tamarha_mistwalkers_upgrades_3	0
wh2_dlc15_bundle_athel_tamarha_prison_1	wh2_dlc15_athel_tamarha_prison_1	0
wh2_dlc15_bundle_athel_tamarha_prison_2	wh2_dlc15_athel_tamarha_prison_2	0
wh2_dlc15_bundle_athel_tamarha_ruin	wh2_dlc15_athel_tamarha_ranged_mistwalkers_1	0
wh2_dlc15_bundle_athel_tamarha_mistwalkers_ranged_1	wh2_dlc15_athel_tamarha_ranged_mistwalkers_2	0
wh2_dlc15_bundle_athel_tamarha_mistwalkers_ranged_2	wh2_dlc15_athel_tamarha_ranged_mistwalkers_3	0
wh2_dlc15_ritual_hef_eldrazor	wh2_dlc15_ritual_hef_eldrazor	10
wh2_dlc15_ritual_hef_isha_greater	wh2_dlc15_ritual_hef_isha_greater	10
wh2_dlc15_ritual_hef_ladrielle	wh2_dlc15_ritual_hef_ladrielle	10
wh2_dlc15_ritual_hef_vaul_greater	wh2_dlc15_ritual_hef_vaul_greater	10
wh2_dlc16_bundle_ritual_wef_rebirth_completed_athel_loren	wh2_dlc16_ritual_rebirth_complete_athel_loren	0
wh2_dlc16_bundle_ritual_wef_rebirth_ongoing_athel_loren	wh2_dlc16_ritual_rebirth_ongoing_athel_loren	8
wh2_dlc16_bundle_ritual_wef_rebirth_ongoing_emerald_pools	wh2_dlc16_ritual_rebirth_ongoing_emerald_pools	8
wh2_dlc16_bundle_ritual_wef_rebirth_ongoing_gaean_vale	wh2_dlc16_ritual_rebirth_ongoing_gaean_vale	8
wh2_dlc16_bundle_ritual_wef_rebirth_ongoing_gryphon_wood	wh2_dlc16_ritual_rebirth_ongoing_gryphon_wood	8
wh2_dlc16_bundle_ritual_wef_rebirth_ongoing_heart_of_the_jungle	wh2_dlc16_ritual_rebirth_ongoing_heart_of_the_jungle	8
wh2_dlc16_bundle_ritual_wef_rebirth_ongoing_jungles_of_chian	wh2_dlc16_ritual_rebirth_ongoing_jungles_of_chian	8
wh2_dlc16_bundle_ritual_wef_rebirth_ongoing_laurelorn	wh2_dlc16_ritual_rebirth_ongoing_laurelorn	8
wh2_dlc16_bundle_ritual_wef_rebirth_ongoing_naggarond_glade	wh2_dlc16_ritual_rebirth_ongoing_naggarond_glade	8
wh2_dlc16_bundle_ritual_wef_rebirth_ongoing_the_haunted_forest	wh2_dlc16_ritual_rebirth_ongoing_the_haunted_forest	8
wh2_dlc16_bundle_ritual_wef_rebirth_ongoing_vale_of_webs	wh2_dlc16_ritual_rebirth_ongoing_vale_of_webs	8
wh2_dlc16_ritual_wef_forge_dragon_armour_4	wh2_dlc16_ritual_wef_forge_dragon_armour_4	5
wh2_dlc16_wef_sisters_forge_buff_enchanted_item	wh2_dlc16_ritual_wef_forge_dragon_buff	5
wh2_dlc16_ritual_wef_forge_dragon_enchanted_item_4	wh2_dlc16_ritual_wef_forge_dragon_enchanted_item_4	5
wh2_dlc16_ritual_wef_forge_dragon_talisman_4	wh2_dlc16_ritual_wef_forge_dragon_talisman_4	5
wh2_dlc16_ritual_wef_forge_dragon_weapon_4	wh2_dlc16_ritual_wef_forge_dragon_weapon_4	5
wh2_dlc16_ritual_wef_forge_dreaming_armour_4	wh2_dlc16_ritual_wef_forge_dreaming_armour_4	5
wh2_dlc16_wef_sisters_forge_buff_talisman	wh2_dlc16_ritual_wef_forge_dreaming_buff	5
wh2_dlc16_ritual_wef_forge_dreaming_enchanted_item_4	wh2_dlc16_ritual_wef_forge_dreaming_enchanted_item_4	5
wh2_dlc16_ritual_wef_forge_dreaming_talisman_4	wh2_dlc16_ritual_wef_forge_dreaming_talisman_4	5
wh2_dlc16_ritual_wef_forge_dreaming_weapon_4	wh2_dlc16_ritual_wef_forge_dreaming_weapon_4	5
wh2_dlc16_ritual_wef_forge_eagle_armour_4	wh2_dlc16_ritual_wef_forge_eagle_armour_4	5
wh2_dlc16_wef_sisters_forge_buff_weapon	wh2_dlc16_ritual_wef_forge_eagle_buff	5
wh2_dlc16_ritual_wef_forge_eagle_enchanted_item_4	wh2_dlc16_ritual_wef_forge_eagle_enchanted_item_4	5
wh2_dlc16_ritual_wef_forge_eagle_talisman_4	wh2_dlc16_ritual_wef_forge_eagle_talisman_4	5
wh2_dlc16_ritual_wef_forge_eagle_weapon_4	wh2_dlc16_ritual_wef_forge_eagle_weapon_4	5
wh2_dlc16_ritual_wef_forge_twilight_armour_4	wh2_dlc16_ritual_wef_forge_twilight_armour_4	5
wh2_dlc16_wef_sisters_forge_buff_armour	wh2_dlc16_ritual_wef_forge_twilight_buff	5
wh2_dlc16_ritual_wef_forge_twilight_enchanted_item_4	wh2_dlc16_ritual_wef_forge_twilight_enchanted_item_4	5
wh2_dlc16_ritual_wef_forge_twilight_talisman_4	wh2_dlc16_ritual_wef_forge_twilight_talisman_4	5
wh2_dlc16_ritual_wef_forge_twilight_weapon_4	wh2_dlc16_ritual_wef_forge_twilight_weapon_4	5
wh2_dlc16_bundle_throt_flesh_lab_replenish_payload	wh2_dlc16_throt_flesh_lab_replenish_payload	2
wh2_dlc16_bundle_throt_flesh_lab_thrott_payload_dummy	wh2_dlc16_throt_flesh_lab_thrott_payload	3
wh2_dlc16_throt_flesh_lab_upgrade_0	wh2_dlc16_throt_flesh_lab_upgrade_0	0
wh2_dlc16_throt_flesh_lab_upgrade_1	wh2_dlc16_throt_flesh_lab_upgrade_1	0
wh2_dlc16_throt_flesh_lab_upgrade_2	wh2_dlc16_throt_flesh_lab_upgrade_2	0
wh2_dlc16_throt_flesh_lab_upgrade_3	wh2_dlc16_throt_flesh_lab_upgrade_3	0
wh2_dlc16_throt_flesh_lab_upgrade_4	wh2_dlc16_throt_flesh_lab_upgrade_4	0
wh2_dlc16_throt_flesh_lab_upgrade_5	wh2_dlc16_throt_flesh_lab_upgrade_5	0
wh2_dlc16_throt_flesh_lab_upgrade_6	wh2_dlc16_throt_flesh_lab_upgrade_6	0
wh2_dlc16_throt_flesh_lab_upgrade_7	wh2_dlc16_throt_flesh_lab_upgrade_7	0
wh2_dlc16_throt_flesh_lab_upgrade_8	wh2_dlc16_throt_flesh_lab_upgrade_8	0
wh2_dlc16_throt_flesh_lab_upgrade_9	wh2_dlc16_throt_flesh_lab_upgrade_9	0
wh2_dlc17_bst_ritual_army_cap_upgrade	wh2_dlc17_bst_ritual_army_cap_upgrade	0
wh2_dlc17_bst_ritual_herdstone_upgrade_1	wh2_dlc17_bst_ritual_herdstone_upgrade_1	0
wh2_dlc17_bst_ritual_herdstone_upgrade_2	wh2_dlc17_bst_ritual_herdstone_upgrade_2	0
wh2_dlc17_bst_ritual_herdstone_upgrade_3	wh2_dlc17_bst_ritual_herdstone_upgrade_3	0
wh2_dlc17_bst_ritual_herdstone_upgrade_4	wh2_dlc17_bst_ritual_herdstone_upgrade_4	0
wh2_dlc17_bst_ritual_item_unique	wh2_dlc17_bst_ritual_item_rare_1	0
wh2_dlc17_bst_ritual_legendary_lord_khazrak	wh2_dlc17_bst_ritual_legendary_lord_khazrak	0
wh2_dlc17_bst_ritual_legendary_lord_malagor	wh2_dlc17_bst_ritual_legendary_lord_malagor	0
wh2_dlc17_bst_ritual_legendary_lord_morgur	wh2_dlc17_bst_ritual_legendary_lord_morgur	0
wh2_dlc17_bst_ritual_legendary_lord_taurox	wh2_dlc17_bst_ritual_legendary_lord_taurox	0
wh2_dlc17_bst_ritual_upgrade_horde_buildings_1	wh2_dlc17_bst_ritual_upgrade_horde_lvl_1	0
wh2_dlc17_bst_ritual_upgrade_horde_buildings_2	wh2_dlc17_bst_ritual_upgrade_horde_lvl_2	0
wh2_dlc17_bst_ritual_upgrade_horde_buildings_3	wh2_dlc17_bst_ritual_upgrade_horde_lvl_3	0
wh2_dlc17_bst_ritual_upgrade_lord_level_10	wh2_dlc17_bst_ritual_upgrade_lord_level_10	0
wh2_dlc17_bst_ritual_upgrade_lord_level_15	wh2_dlc17_bst_ritual_upgrade_lord_level_15	0
wh2_dlc17_bst_ritual_upgrade_lord_level_5	wh2_dlc17_bst_ritual_upgrade_lord_level_5	0
wh2_dlc17_payload_thorek_artifact_1_ritual_dummy	wh2_dlc17_dwf_ritual_thorek_artifact_1	0
wh2_dlc17_payload_thorek_artifact_2_ritual_dummy	wh2_dlc17_dwf_ritual_thorek_artifact_2	0
wh2_dlc17_payload_thorek_artifact_3_ritual	wh2_dlc17_dwf_ritual_thorek_artifact_3	0
wh2_dlc17_payload_thorek_artifact_4_ritual	wh2_dlc17_dwf_ritual_thorek_artifact_4	0
wh2_dlc17_payload_thorek_artifact_5_ritual	wh2_dlc17_dwf_ritual_thorek_artifact_5	0
wh2_dlc17_taurox_bst_rampage_tier_1_option_1_dummy	wh2_dlc17_taurox_bst_rampage_tier_1_option_1	5
wh2_dlc17_taurox_bst_rampage_tier_1_option_2_dummy	wh2_dlc17_taurox_bst_rampage_tier_1_option_2	5
wh2_dlc17_taurox_bst_rampage_tier_1_option_3_dummy	wh2_dlc17_taurox_bst_rampage_tier_1_option_3	5
wh2_dlc17_taurox_bst_rampage_tier_1_option_4_dummy	wh2_dlc17_taurox_bst_rampage_tier_1_option_4	5
wh2_dlc17_taurox_bst_rampage_tier_2_option_1_dummy	wh2_dlc17_taurox_bst_rampage_tier_2_option_1	5
wh2_dlc17_taurox_bst_rampage_tier_2_option_2_dummy	wh2_dlc17_taurox_bst_rampage_tier_2_option_2	5
wh2_dlc17_taurox_bst_rampage_tier_2_option_3	wh2_dlc17_taurox_bst_rampage_tier_2_option_3	5
wh2_dlc17_taurox_bst_rampage_tier_2_option_4	wh2_dlc17_taurox_bst_rampage_tier_2_option_4	5
wh2_dlc17_taurox_bst_rampage_tier_3_option_1	wh2_dlc17_taurox_bst_rampage_tier_3_option_1	5
wh2_dlc17_taurox_bst_rampage_tier_3_option_2	wh2_dlc17_taurox_bst_rampage_tier_3_option_2	5
wh2_dlc17_taurox_bst_rampage_tier_3_option_3	wh2_dlc17_taurox_bst_rampage_tier_3_option_3	5
wh2_dlc17_taurox_bst_rampage_tier_3_option_4	wh2_dlc17_taurox_bst_rampage_tier_3_option_4	5
wh2_main_ritual_def_atharti	wh2_main_ritual_def_atharti	5
wh2_main_ritual_def_hekarti	wh2_main_ritual_def_hekarti	5
wh2_main_ritual_def_khaine	wh2_main_ritual_def_khaine	15
wh2_main_ritual_hef_asuryan	wh2_main_ritual_hef_asuryan	5
wh2_main_ritual_hef_hoeth	wh2_main_ritual_hef_hoeth	5
wh2_main_ritual_hef_isha	wh2_main_ritual_hef_isha	10
wh2_main_ritual_hef_vaul	wh2_main_ritual_hef_vaul	10
wh2_main_ritual_lzd_ferocity	wh2_main_ritual_lzd_ferocity	5
wh2_main_ritual_lzd_primeval_glory	wh2_main_ritual_lzd_primeval_glory	15
wh2_main_ritual_lzd_sotek	wh2_main_ritual_lzd_sotek	15
wh2_main_ritual_skv_ascendancy	wh2_main_ritual_skv_ascendancy	5
wh2_main_ritual_skv_thirteen_eshin	wh2_main_ritual_skv_thirteen_eshin	13
wh2_main_ritual_skv_thirteen_mors	wh2_main_ritual_skv_thirteen_mors	13
wh2_main_ritual_skv_thirteen_moulder	wh2_main_ritual_skv_thirteen_moulder	13
wh2_main_ritual_skv_thirteen_pestilens	wh2_main_ritual_skv_thirteen_pestilens	13
wh2_main_ritual_skv_thirteen_skryre	wh2_main_ritual_skv_thirteen_skryre	13
wh3_dlc23_chd_ritual_unit_cap_bale_taurus	wh3_dlc23_chd_ritual_unit_cap_bale_taurus	0
wh3_dlc23_chd_ritual_unit_cap_bull_centaurs	wh3_dlc23_chd_ritual_unit_cap_bull_centaurs	0
wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_blunderbusses	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_blunderbusses	0
wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_warriors	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_warriors	0
wh3_dlc23_chd_ritual_unit_cap_great_taurus	wh3_dlc23_chd_ritual_unit_cap_great_taurus	0
wh3_dlc23_chd_ritual_unit_cap_hellcannon	wh3_dlc23_chd_ritual_unit_cap_hellcannon	0
wh3_dlc23_chd_ritual_unit_cap_infernal_guard_fireglaives	wh3_dlc23_chd_ritual_unit_cap_infernal_guard_fireglaives	0
wh3_dlc23_chd_ritual_unit_cap_infernal_guard	wh3_dlc23_chd_ritual_unit_cap_infernal_guard	0
wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn	wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn	0
wh3_dlc23_chd_ritual_unit_cap_kdaai_destroyer	wh3_dlc23_chd_ritual_unit_cap_kdaai_destroyer	0
wh3_dlc23_chd_ritual_unit_cap_kdaai_fireborn	wh3_dlc23_chd_ritual_unit_cap_kdaai_fireborn	0
wh3_dlc23_chd_ritual_unit_cap_lammasu	wh3_dlc23_chd_ritual_unit_cap_lammasu	0
wh3_dlc23_chd_ritual_unit_cap_warmachines	wh3_dlc23_chd_ritual_unit_cap_warmachines	0
wh3_dlc23_ritual_chd_labour_example_upgraded	wh3_dlc23_ritual_chd_labour_example_upgraded	5
wh3_dlc23_ritual_chd_labour_example	wh3_dlc23_ritual_chd_labour_example	5
wh3_dlc23_ritual_chd_labour_gift_zhar_naggrund_upgraded	wh3_dlc23_ritual_chd_labour_gift_zhar_naggrund_upgraded	1
wh3_dlc23_ritual_chd_labour_gift_zhar_naggrund	wh3_dlc23_ritual_chd_labour_gift_zhar_naggrund	1
wh3_dlc23_ritual_chd_labour_sell_upgraded	wh3_dlc23_ritual_chd_labour_sell_upgraded	1
wh3_dlc23_ritual_chd_labour_sell	wh3_dlc23_ritual_chd_labour_sell	1
wh3_dlc23_ritual_chd_toz_slot_t1_industry_1	wh3_dlc23_ritual_chd_toz_slot_t1_industry_1	0
wh3_dlc23_ritual_chd_toz_slot_t1_industry_2	wh3_dlc23_ritual_chd_toz_slot_t1_industry_2	0
wh3_dlc23_ritual_chd_toz_slot_t1_industry_3	wh3_dlc23_ritual_chd_toz_slot_t1_industry_3	0
wh3_dlc23_ritual_chd_toz_slot_t1_industry_4	wh3_dlc23_ritual_chd_toz_slot_t1_industry_4	0
wh3_dlc23_ritual_chd_toz_slot_t1_military_1	wh3_dlc23_ritual_chd_toz_slot_t1_military_1	0
