key	value
collision_disable_delay_knocked_flying_vs_friends	0.0000
collision_enable_death_distance_to_obstacles_threshold	10.0000
collision_enable_death_fadeout_alpha	1.0000
collision_enable_death_max_entity_size	3.0000
collision_restitution_coefficient	0.3000
collision_speed_delta_threshold_knocked_back	4.0000
collision_speed_delta_threshold_knocked_down	7.0000
collision_speed_delta_threshold_knocked_flying	10.5000
collision_speed_delta_threshold_step_back	3.0000
daemon_prince_max_equipment_can_equip	7.0000
defense_line_pivot_factor	0.8000
devastating_flanker_charge_multiplier	2.0000
difficulty_mod_ai_easy_charge_bonus	0.9000
difficulty_mod_ai_easy_melee_attack	0.9000
difficulty_mod_ai_easy_melee_damage	0.9000
difficulty_mod_ai_easy_melee_defence	0.9000
difficulty_mod_ai_easy_missile_reload_additional	-10.0000
difficulty_mod_ai_hard_charge_bonus	1.0500
difficulty_mod_ai_hard_melee_attack	1.0500
difficulty_mod_ai_hard_melee_damage	1.0500
difficulty_mod_ai_hard_melee_defence	1.0500
difficulty_mod_ai_hard_missile_reload_additional	10.0000
difficulty_mod_ai_very_hard_charge_bonus	1.1000
difficulty_mod_ai_very_hard_melee_attack	1.1000
difficulty_mod_ai_very_hard_melee_damage	1.1000
difficulty_mod_ai_very_hard_melee_defence	1.1000
difficulty_mod_ai_very_hard_missile_reload_additional	20.0000
discard_defensive_feature_distance	80.0000
enemy_melee_neighbour_radius	100.0000
entity_action_attack_formed_combat_distance	2.5000
entity_action_attack_formed_tether_distance	2.0000
entity_action_attack_matched_attacker_facing_limit_angle_deg	90.0000
entity_action_attack_matched_defender_facing_limit_angle_deg	90.0000
entity_died_event_timespan_seconds	10.0000
entity_formation_spacing	1.8000
escalation_level_one_building_health	0.7000
escalation_level_one_wall_breaches	1.0000
escalation_level_one_wall_health	0.7000
escalation_level_two_building_health	0.3000
escalation_level_two_wall_breaches	4.0000
escalation_level_two_wall_health	0.3000
fire_damage_only_applies_to_siege_equipment	1.0000
fire_on_walls_accuracy_modifier	0.1000
fire_volley_arrow_min_threshold	0.0000
fire_volley_gun_min_threshold	0.0000
fire_volley_max_aim_delay_training_ratio	0.0000
flaming_damage_taken_hp_regen_multiplier	0.5000
fort_wall_visibility_enabled	1.0000
fort_wall_visibility_perimeter_distance	500.0000
free_for_all_last_man_standing_bonus_ratio	0.2000
general_auto_survive_threshold	0.5000
generic_matched_combat_percentage	60.0000
harmony_proximity_radius	60.0000
hitpoint_threshold_to_fall_through_collision	50.0000
impact_reflection_attack_cooldown_timer	0.5000
impact_reflection_final_damage_modifier	1.0000
impact_reflection_knockback_chance	75.0000
impact_reflection_velocity_bonus_damage_modifier	3.0000
intensity_source_combination_factor_for_seconds_in_ability_wind_up	1.5000
intensity_source_combination_factor_for_seconds_in_melee	0.7500
interrupt_mass_ratio_clamp_hit_reaction	0.4000
interrupt_mass_ratio_clamp_knockback	0.3500
interrupt_mass_ratio_clamp_knockdown	0.5000
interrupt_mass_ratio_clamp_melee_block	0.5000
interrupt_mass_ratio_clamp_stepback	0.5000
invalid_usage_flags_ammo_below_threshold	0.8000
knockdown_getting_up_delay_armour_multiplier	0.0000
knockdown_getting_up_delay_max	2.7000
knockdown_getting_up_delay_min	1.0000
magazine_explosion_interrupt_chance	15.0000
magazine_explosion_radius	25.0000
matched_combat_formed_charge_percentage	20.0000
matched_combat_formed_vs_formed_percentage	40.0000
matched_combat_formed_vs_free_percentage	60.0000
matched_combat_min_hitpoints_to_initiate	15.0000
matched_combat_min_hitpoints_whilst_active	5.0000
matched_combat_percentage	50.0000
max_range_for_attack_mode_free_attack	100.0000
max_range_for_attack_mode_local_attack	3.0000
max_range_for_attack_mode_melee_reaction_attack	40.0000
max_range_for_attack_mode_ranged_attack	15.0000
maximum_bastion_artillery_per_settlement	10.0000
melee_attack_interval	4.0000
melee_attack_threshold_modifier_artillery	1.0000
melee_attack_threshold_modifier_idle_ammo_remaining	0.8500
melee_attack_threshold_modifier_idle_default	0.1400
melee_attack_threshold_modifier_ordered	0.2200
melee_breakoff_secs	24.0000
melee_breakoff_total_immunity_secs	10.0000
melee_defence_direction_penalty_coefficient_flank	0.6000
melee_defence_direction_penalty_coefficient_rear	0.3000
melee_defence_formed_attack_bonus	5.0000
melee_height_damage_modifier_max_coefficient	0.3000
melee_height_damage_modifier_max_difference	1.0000
melee_hit_chance_base	35.0000
melee_hit_chance_max	90.0000
melee_hit_chance_min	8.0000
melee_hit_chance_normalisation_coefficient	1.0000
melee_mage_switch_to_melee_time	300.0000
melee_max_hit_reactions	2.0000
melee_on_damage_effect_knock_chance_charging_bonus	2.0000
melee_on_damage_effect_knockback_chance	0.1000
melee_on_damage_effect_knockdown_chance	0.0500
melee_outnumbered_defence_penalty	1.0000
melee_secondary_attack_probability	1.0000
melee_seconds_in_close_proximity_to_stop_pursue	1.5000
missile_accuracy_for_towers	0.6000
missile_armour_penetrating_coefficient	0.2500
missile_armour_piercing_coefficient	0.5000
missile_height_damage_modifier_max_coefficient	0.3000
missile_height_damage_modifier_max_difference	40.0000
missile_ignore_own_unit_for_friendly_fire	1.0000
missile_lethality_coefficient_effective_range	40.0000
missile_lethality_coefficient_extreme_range	120.0000
missile_mirror_lookahead_time	0.3000
missile_saving_bonus_base	20.0000
missile_saving_bonus_coefficient	0.5000
missile_shield_piercing_coefficient	0.5000
missile_target_in_cover_penalty	0.2000
night_battle_attacker_hiding_scalar_modifier	0.7500
night_battle_defender_hiding_scalar_modifier	1.0000
ogre_charge_factor	0.5000
pike_attack_zone_cosine_angle	0.9903
pike_attack_zone_depth	1.0000
pike_lower_bearing_tolerance	0.7854
pike_lower_delay_combat	20.0000
pike_lower_delay_turn_rate_multiplier	0.5000
projectile_aiming_target_size_modifier	0.9000
projectile_friendly_fire_ignore_allies_height_coefficient	1.0000
projectile_friendly_fire_ignore_allies_radius_coefficient	1.7000
projectile_friendly_fire_man_height_coefficient	1.1500
projectile_friendly_fire_man_radius_coefficient	2.2000
pursuit_charge_bonus_modifier	1.2000
realm_of_souls_ability_recharge_amount	1.0000
realm_of_souls_tier_1_death_threshold	150.0000
realm_of_souls_tier_2_death_threshold	300.0000
realm_of_souls_tier_3_death_threshold	500.0000
refusal_chance_vs_charge_reflectors	0.0000
refusal_chance_vs_pike_phalanx	0.0000
reign_of_chaos_minimum_god_weight	25.0000
reign_of_chaos_tier_1_cost	100.0000
reign_of_chaos_tier_2_cost	200.0000
reign_of_chaos_tier_3_cost	300.0000
reign_of_chaos_transition_time	5.0000
reign_of_chaos_weight_per_equipped_slot	3.0000
reinforcement_arrival_estimation_bound_lower	50.0000
reinforcement_arrival_estimation_bound_upper	300.0000
reinforcement_arrival_time_base_general_level_factor	60.0000
reinforcement_deployment_max_units_before_wait_on_same_request	5.0000
reinforcement_deployment_wait_time_multiple_unit_queue	5.0000
reinforcement_initial_wait_time_seconds	45.0000
reinforcement_move_default_max_distance	1000.0000
reinforcement_move_penalty_seconds_different_side	90.0000
reinforcement_move_penalty_seconds_per_metre	0.1000
reinforcement_spawn_vfx_wait_time	7.0000
reinforcement_teleport_wait_time	1.0000
scaled_playable_area_size_max	1024.0000
scaled_playable_area_size_min	1024.0000
settlement_destruction_max_melee_attack_penalty	0.0000
settlement_destruction_max_melee_defence_penalty	0.0000
shield_defence_angle_melee	60.0000
shield_defence_angle_missile	60.0000
shockwave_speed_delta_threshold_knocked_back	2.0000
shockwave_speed_delta_threshold_knocked_down	3.5000
shockwave_speed_delta_threshold_knocked_flying	5.2500
shockwave_speed_delta_threshold_step_back	1.5000
skip_collision_ignore_knock_seconds	1.0000
spell_mastery_max_modifier	2.0000
spell_mastery_per_unit_modifier	0.1500
survival_game_mode_sets_infintes_wom_reserve	0.0000
survival_score_kill_score_multiplier	0.1000
survival_score_time_multiplier	0.1000
tickets_domination_limit	1500.0000
tickets_multiple_victory_points	1000.0000
tickets_overthrow_limit	-1.0000
tickets_single_victory_point	1000.0000
tickets_survival_limit	-1.0000
tickets_trial_limit	-1.0000
tower_target_priorities_armour_value	30.0000
unit_braced_status_threshold	0.7500
unit_died_event_timespan_seconds	10.0000
unit_firing_line_of_sight_considered_obstructed_ratio	0.7500
unit_max_drag_width	42.0000
unit_spawn_offset	-22.0000
unit_spawn_radius	2.0000
unit_tier1_kills	40.0000
unit_tier2_kills	80.0000
unit_tier3_kills	120.0000
unspottable_unit_reveal_distance	20.0000
vortex_arc_damage_angle_speed_for_pi	15.0000
vortex_multiple_angle_max_angle_variation	1.0000
waaagh_base_threshold	250.0000
waaagh_increase_multiplier	2.0000
waaagh_large_threshold	0.8500
waaagh_medium_threshold	0.7000
waaagh_small_threshold	0.6000
waaagh_ultra_threshold	1.0000
ward_save_max_value	90.0000
ward_save_min_value	-100.0000
withdraw_teleportation_countdown_seconds	10.0000
withdraw_teleportation_health_multiplier	0.5000
withdraw_teleportation_range_check	30.0000
