key	image_path
icon_alarielle_torment	UI/skins/warhammer2/mortal_torment_16.png
icon_allegiance	ui/skins/default/allegiance_points.png
icon_amber	ui/skins/default/icon_amber.png
icon_ambush_stance	ui/skins/default/icon_stance_ambush.png
icon_ammo	ui/skins/default/icon_stat_ammo.png
icon_ap	ui/skins/default/modifier_icon_armour_piercing.png
icon_ap_ranged	ui/skins/default/modifier_icon_armour_piercing_ranged.png
icon_arcane_essays	UI\skins\default\icon_emp_arcane_essays.png
icon_armaments	UI\skins\default\icon_chd_armaments.png
icon_armour	ui/skins/default/icon_stat_armour.png
icon_army	UI/Campaign UI/Effect_bundles/army.png
icon_arrow_down	ui/skins/default/ua_arrow_decrease_1.png
icon_arrow_up	ui/skins/default/ua_arrow_increase_1.png
icon_arrow_up_double	ui/skins/default/ua_arrow_increase_2.png
icon_arrow_upgrade	ui/skins/default/ua_winds_of_magic_upgraded_icon.png
icon_astromancy_stance	ui/skins/default/icon_stance_astromancy.png
icon_attack_large	ui/skins/default/icon_quest_battle.png
icon_attrition	ui/skins/default/replenish_icon_attrition.png
icon_attrition_effect	UI/Campaign UI/Effect_bundles/attrition.png
icon_barrier_replenish	ui/skins/default/icon_barrier_replenish.png
icon_barrier_tip	UI/Campaign UI/Effect_bundles/barrier.png
icon_battle_site	ui/skins/default/icon_raise_dead_small.png
icon_bestial_rage	UI\skins\wh_dlc03_bst_beastmen\icon_army_morale.png
icon_big_boom	ui/Battle UI/ability_icons/wh2_dlc13_character_ability_big_boom_contact.png
icon_blood_kiss	ui/skins/default/icon_blood_kiss.png
icon_books_of_nagash	UI/Campaign UI/Effect_bundles/books_of_nagash.png
icon_braced	ui/skins/default/icon_status_braced.png
icon_campaign_growth	ui/campaign ui/skills/campaign_growth.png
icon_campaign_objectives	UI\skins\warhammer3\icon_objectives.png
icon_campaign_public_order	ui/campaign ui/skills/campaign_public_order.png
icon_campaign_untainted	ui/campaign ui/skills/campaign_untainted.png
icon_caravan_cargo	ui/skins/default/trade_tariffs.png
icon_casualty_replenishment	UI/Campaign UI/Effect_bundles/replenishment.png
icon_champions_essence	ui/skins/default/dlc26_cloak_of_skulls/icon_champions_essence.png
icon_chaos_gifts	UI/Campaign UI/Effect_bundles/chaos_gifts.png
icon_character	UI/Campaign UI/Effect_bundles/character.png
icon_charge	ui/skins/default/icon_stat_charge_bonus.png
icon_chd_tower	UI\skins\default\icon_chd_tower.png
icon_chivalry	ui/skins/wh_main_brt_bretonnia/icon_food.png
icon_cloak_of_skulls	UI/Campaign UI/Effect_bundles/kho_cloak_of_skulls.png
icon_cloud_of_flies	ui/Battle UI/ability_icons/wh3_main_unit_passive_cloud_of_flies.png
icon_conclave_influence	UI\skins\default\conclave_influence.png
icon_confederation	ui/skins/default/treaty_confederation.png
icon_contract_points	UI\skins\default\icon_contract_points.png
icon_convoys	UI\Campaign UI\Effect_bundles\convoy_icon.png
icon_corruption_chs	ui/skins/default/icon_corruption_chs.png
icon_corruption_kho	ui/skins/default/icon_corruption_kho.png
icon_corruption_nur	ui/skins/default/icon_corruption_nur.png
icon_corruption_skv	ui/skins/default/icon_corruption_skv.png
icon_corruption_sla	ui/skins/default/icon_corruption_sla.png
icon_corruption_tze	ui/skins/default/icon_corruption_tze.png
icon_corruption_untainted	ui/skins/default/icon_corruption_untainted.png
icon_corruption_vmp	ui/skins/default/icon_corruption_vmp.png
icon_cove	ui/skins/warhammer2/icon_pirate_cove.png
icon_cult	ui/skins/daemon/wh3_dae_cult_building.png
icon_da_plan	UI/Campaign UI/Effect_bundles/grn_da_plan.png
icon_dark_fortress	ui/skins/default/icon_dark_fortress.png
icon_defensive_alliance	ui/skins/default/treaty_defensive_alliance.png
icon_deference	ui\campaign ui\effect_bundles\trait_deference_4.png
icon_deference_1	ui\campaign ui\effect_bundles\trait_deference_1.png
icon_deference_2	ui\campaign ui\effect_bundles\trait_deference_2.png
icon_deference_3	ui\campaign ui\effect_bundles\trait_deference_3.png
icon_demolish	UI/skins/default/icon_raze.png
icon_devastating_flanker	ui/Battle UI/ability_icons/devastating_flanker.png
icon_devotees	ui/skins/default/icon_devotees_26px.png
icon_devotion	ui/skins/warhammer3/icon_devotion.png
icon_dice_1_2	ui/Battle UI/ability_icons/wh3_dlc23_hero_passive_crooked_dice_1_2.png
icon_dice_3_4	ui/Battle UI/ability_icons/wh3_dlc23_hero_passive_crooked_dice_3_4.png
icon_dice_5_6	ui/Battle UI/ability_icons/wh3_dlc23_hero_passive_crooked_dice_5_6.png
icon_diplomacy	UI/Campaign UI/Effect_bundles/diplomacy.png
icon_disciple_army	UI\Campaign UI\Effect_bundles\disciple_army.png
icon_discoverability	UI/Campaign UI/Effect_bundles/dlc12_discover_up.png
icon_dmg_flaming	ui/skins/default/modifier_icon_flaming.png
icon_dmg_magical	ui/skins/default/modifier_icon_magical.png
icon_dominance	ui\skins\default\icon_pooled_resource_tamurkhan_dominance.png
icon_doomrocket	UI/skins/warhammer2/icon_doomrockets.png
icon_dragon_taming	UI/Campaign UI/Effect_bundles/imrik_dragon_special.png
icon_dread	ui/skins/default/icon_dread.png
icon_effect_archer	UI/Campaign UI/Effect_bundles/archer.png
icon_effect_army	UI/Campaign UI/Effect_bundles/army.png
icon_effect_campaign_movement	ui/Campaign UI/Effect_bundles/campaign_movement.png
icon_effect_cash	UI/Campaign UI/Effect_bundles/military_spending.png
icon_effect_charge	UI/Campaign UI/Effect_bundles/charge.png
icon_effect_construction	UI/Campaign UI/Effect_bundles/construction.png
icon_effect_hero	UI/Campaign UI/Effect_bundles/agent.png
icon_effect_morale	UI/Campaign UI/Effect_bundles/morale.png
icon_effect_treasury	UI/Campaign UI/Effect_bundles/treasury.png
icon_effect_warrior_priest	UI/Campaign UI/Effect_bundles/warrior_priest.png
icon_effect_weapon_damage	UI/Campaign UI/Effect_bundles/weapon_damage.png
icon_effect_wizard	UI/Campaign UI/Effect_bundles/wizard.png
icon_efficiency	UI\skins\default\icon_chd_efficiency.png
icon_encamp_stance	ui/skins/default/icon_stance_encamp.png
icon_entombed_stance	ui/skins/default/icon_stance_entombed.png
icon_evasion	ui/Battle UI/ability_icons/wh_main_character_passive_evasion.png
icon_experience	ui/campaign ui/skills/campaign_experience.png
icon_favour	ui/skins/warhammer2/icon_favour.png
icon_fealty	ui/skins/default/icon_ambition.png
icon_fear	ui/Battle UI/ability_icons/causes_fear.png
icon_fightiness	ui/skins/default/icon_army_morale.png
icon_flagship_expansion_stance	ui/skins/default/icon_stance_flagship_expansion.png
icon_food	ui/skins/default/icon_food.png
icon_forbidden_hex	UI/dlc24_witchs_hexes/icon_hexes_covens_cursemark.png
icon_forge_of_daith	UI/Campaign UI/Effect_bundles/forge_of_daith.png
icon_frenzy	ui/Battle UI/ability_icons/wh_main_unit_passive_frenzy.png
icon_frozen	ui/Battle UI/ability_icons/wh3_dlc24_unit_contact_frozen.png
icon_general	ui/skins/default/icon_army.png
icon_gift_of_slaanesh	ui/skins/default/icon_gift_of_slaanesh.png
icon_glamoured	ui/Battle UI/ability_icons/wh2_dlc16_unit_passive_glamoured.png
icon_god_crow	UI/Campaign UI/Effect_bundles/norse_god_crow.png
icon_god_eagle	UI/Campaign UI/Effect_bundles/norse_god_eagle.png
icon_god_effect_grombrindal	UI/Campaign UI/Effect_bundles/god_effect_grombrindal.png
icon_god_hound	UI/Campaign UI/Effect_bundles/norse_god_hound.png
icon_god_snake	UI/Campaign UI/Effect_bundles/norse_god_snake.png
icon_great_bastion	ui/campaign ui/effect_bundles/resource_bastion.png
icon_green_knight	UI/Common UI/unit_category_icons/wh_dlc07_brt_green_knight.png
icon_grimoires	ui/skins/warhammer3/icon_grimoires.png
icon_grom	ui/skins/default/grom_trait_icon.png
icon_groms_food_merchant	ui/skins/default/icon_groms_food_merchant.png
icon_groms_ingredients	ui/skins/default/icon_groms_ingredients.png
icon_growth	ui/skins/default/icon_growth.png
icon_growth_juice	UI/skins/warhammer2/icon_growt_juice.png
icon_grudge_points	ui/skins/default/icon_grudge_points.png
icon_grudges	ui/skins/default/icon_grudge_points.png
icon_gunnery_school	UI\skins\default\icon_gunnery_school_button.png
icon_gunship	ui/Battle UI/ability_icons/gunship.png
icon_healing_power	ui/skins/default/stat_healing_received.png
icon_herdstone_shard	UI/Campaign UI/Effect_bundles/bst_herdstone_shard.png
icon_hero	ui/skins/default/icon_agent_small.png
icon_hidden_cultists	ui/skins/default/icon_hidden_cultists.png
icon_hidden_encampment	ui/skins/default/icon_stance_encamp.png
icon_hide_forest	UI/Battle UI/ability_icons/hide_forest.png
icon_horde	ui/skins/default/icon_horde.png
icon_hp	ui/skins/default/icon_stat_health_noframe_16px.png
icon_immpsy	ui/Battle UI/ability_icons/immune_to_psychology.png
icon_income	ui/skins/default/icon_income_plus.png
icon_income_chs	ui/skins/wh_main_chs_chaos/icon_income_plus.png
icon_income_prologue	ui/skins/wh3_main_ksl_kislev_pro/icon_income.png
icon_income_vmp	ui/skins/wh_main_vmp_vampire_counts/icon_income_plus.png
icon_infamy	ui/skins/warhammer2/icon_infamy.png
icon_infections	ui/skins/warhammer3/icon_infections.png
icon_influence	ui/skins/default/icon_intrigue.png
icon_instability	UI/Campaign UI/Effect_bundles/instability.png
icon_ishas_rain	ui/Battle UI/ability_icons/wh2_dlc13_character_ability_ishas_rain_contact.png
icon_jars	ui/skins/warhammer2/icon_tk_canopic_jar.png
icon_jungle_swarm	UI/Battle UI/ability_icons/wh2_dlc12_army_abilities_jungle_swarm.png
icon_khornes_favour	ui/skins/default/dlc26_wrath_of_khorne/icon_khornes_favour.png
icon_labour	UI\skins\default\icon_chd_labour.png
icon_ladys_blessing	UI/Battle UI/ability_icons/wh_main_lord_passive_the_blessing_of_the_lady.png
icon_lord	ui/skins/default/icon_army.png
icon_loyalty	ui/skins/default/icon_fealty_high.png
icon_lzd_nakai_favour	UI/skins/warhammer2/icon_favour.png
icon_lzd_nakai_temple	UI/skins/warhammer2/icon_sacrifices_sotek.png
icon_lzd_nakai_temple_blue	UI/skins/warhammer2/diamond_xholankha.png
icon_lzd_nakai_temple_green	UI/skins/warhammer2/diamond_quetzl.png
icon_lzd_nakai_temple_red	UI/skins/warhammer2/diamond_itzl.png
icon_magic	UI/Campaign UI/Effect_bundles/magic.png
icon_magical_attacks	UI/Campaign UI/Effect_bundles/magical_attacks.png
icon_malus_possession	UI/Campaign UI/Effect_bundles/wh2_dlc14_def_posession.png
icon_march_stance	ui/skins/default/icon_stance_march.png
icon_marks_of_ruination	ui/skins/default/icon_marks_of_ruination.png
icon_matters_of_state	UI/skins/wh3_main_cth_cathay/icon_matters_of_state.png
icon_melee_attack	ui/skins/default/icon_stat_attack.png
icon_melee_damage	ui/skins/default/icon_stat_damage.png
icon_melee_defence	ui/skins/default/icon_stat_defence.png
icon_merc	ui/skins/default/merc.png
icon_military_access	ui/skins/default/treaty_military_access.png
icon_military_alliance	ui/skins/default/treaty_military_alliance.png
icon_missile_block_chance	ui/skins/default/icon_stat_missile_block_chance.png
icon_momentum	ui/skins/default/icon_momentum.png
icon_money	ui/skins/default/icon_income.png
icon_money_chs	ui/skins/wh_main_chs_chaos/icon_income.png
icon_money_vmp	ui/skins/wh_main_vmp_vampire_counts/icon_income.png
icon_monster_pens	UI/Campaign UI/Effect_bundles/rakarth.png
icon_morale	ui/skins/default/icon_stat_morale.png
icon_mos_steel	ui/skins/wh3_main_cth_cathay/icon_mos_steel.png
icon_mos_stone	ui/skins/wh3_main_cth_cathay/icon_mos_stone.png
icon_mutagen	UI/skins/warhammer2/icon_mutagen.png
icon_nemesis_crown	ui/skins/default/icon_hud_nemesis_crown.png
icon_non-aggression_pact	ui/skins/default/treaty_non_aggression_pact.png
icon_nor_outpost	ui/skins/default/icon_norsca_outpost.png
icon_oathgold	ui/skins/default/icon_oathgold.png
icon_objectives_victory	UI\Battle UI\ADC_icons\warhammer2\icon_capture_point.png
icon_ogr_contracts	ui/skins/warhammer3/icon_ogre_contracts.png
icon_ogr_meat	UI\skins\default\icon_meat.png
icon_outpost	ui/skins/default/icon_war_coor_outpost.png
icon_overseer	ui/skins/default/icon_governor.png
icon_perfect_vigour	UI/Campaign UI/Effect_bundles/attribute_fatigue_immune.png
icon_pin	ui/skins/default/icon_pin_button.png
icon_pirate_crew	ui/skins/default/icon_horde_cst.png
icon_placeholder	UI/skins/default/0_placeholder.png
icon_plague	ui/skins/default/icon_plague.png
icon_plague_effect	UI/Campaign UI/Effect_bundles/plague.png
icon_poison	ui/Battle UI/ability_icons/wh_main_unit_contact_poison.png
icon_pop_surplus	ui/skins/default/icon_pop_surplus.png
icon_port	ui/skins/default/icon_port.png
icon_prestige	ui/skins/default/icon_prestige.png
icon_prisoners	ui/skins/default/icon_prisoners.png
icon_prologue_battle_group	UI/cheat_sheet/prologue/battle_group_button.png
icon_prologue_cat_military	UI\Buildings\Icons\kislev_cat_recruitment.png
icon_prologue_character	UI/cheat_sheet/prologue/char_details_button.png
icon_prologue_diplomacy	UI/cheat_sheet/prologue/diplomacy_button.png
icon_prologue_help_pages	UI/cheat_sheet/prologue/help_pages_button.png
icon_prologue_income	UI\skins\wh3_main_ksl_kislev_pro\icon_income_plus.png
icon_prologue_objective_button	UI/cheat_sheet/prologue/objectives_button.png
icon_prologue_objectives	UI\skins\warhammer3\icon_objectives_without_border.png
icon_prologue_pin_mission	UI/cheat_sheet/prologue/pin_mission_button.png
icon_prologue_recruit	UI\skins\default\icon_recruit_without_border.png
icon_prologue_recruit_lord	UI/cheat_sheet/prologue/recruit_lord_button.png
icon_prologue_skills	UI/cheat_sheet/prologue/skills_button.png
icon_prologue_speed_controls	UI/cheat_sheet/prologue/battle_speed_controls.png
icon_prologue_stances	UI/cheat_sheet/prologue/stances_button.png
icon_prologue_technology	UI/cheat_sheet/prologue/technology_button.png
icon_prologue_treasury	UI\skins\wh3_main_ksl_kislev_pro\icon_treasury.png
icon_prophecy_of_sotek	UI/Campaign UI/Effect_bundles/dlc12_plaque_stage_3.png
icon_protagonist	ui/skins/default/icon_politician.png
icon_public_order	ui/skins/default/icon_public_order_neutral.png
icon_raiding_stance	ui/skins/default/icon_stance_raiding.png
icon_rampage	ui/skins/default/icon_rampage.png
icon_rampage_battle	ui/Battle UI/ability_icons/rampage.png
icon_range	ui/skins/default/icon_stat_range.png
icon_raw_materials	UI\skins\default\icon_chd_raw_materials.png
icon_religion	ui/skins/default/icon_corruption_untainted.png
icon_repair	UI/skins/default/icon_repair.png
icon_replenishment	ui/skins/default/icon_replenish.png
icon_reputation	ui/skins/default/icon_reputation_normal.png
icon_resistance_all	ui/Battle UI/ability_icons/resistance_ward_save.png
icon_resistance_fire	ui/Battle UI/ability_icons/resistance_fire.png
icon_resistance_magic	ui/Battle UI/ability_icons/resistance_magic.png
icon_resistance_missile	ui/Battle UI/ability_icons/resistance_missile.png
icon_resistance_physical	ui/Battle UI/ability_icons/resistance_physical.png
icon_resource_animals	ui/campaign ui/effect_bundles/resource_animals.png
icon_resource_furs	ui/campaign ui/effect_bundles/resource_furs.png
icon_resource_iron	ui/campaign ui/effect_bundles/resource_iron.png
icon_resource_pastures	ui/campaign ui/effect_bundles/resource_grain.png
icon_resource_ritual_site	ui\campaign ui\effect_bundles\resource_vortex_site.png
icon_rift_gems	ui/skins/default/icon_rift_gems.png
icon_rite_dummy	ui/skins/default/1x1_transparent_white.png
