id	missile_weapon	unit	battle_entity_stats_override
1111134909	wh_dlc06_grn_grudge_thrower_goblin_penetrating	wh_dlc06_dwf_art_gob_lobber_0	
1112100306	wh2_dlc17_lzd_blowpipe_chamelon_stalkers_toadskin	wh2_dlc17_lzd_inf_chameleon_stalkers_0	
1113885633	wh_main_dwf_organ_gun_seeking	wh_main_dwf_art_organ_gun_malakai	
1119657043	wh2_main_lzd_javelin_toadskin	wh2_dlc12_lzd_cav_terradon_riders_ror_0	
1134510419	wh2_main_skv_sling_gutter_runners_poison_alt	wh2_main_skv_inf_gutter_runner_slingers_1	
1137976831	wh_main_dwf_flame_cannon_seeking	wh_main_dwf_art_flame_cannon_malakai	
1143610294	wh2_dlc13_emp_bow_arrow_double_shot	wh2_dlc13_emp_inf_huntsmen_0	
1147106738	wh3_dlc25_emp_deathstorm_battery_morr	wh3_dlc25_emp_art_helstorm_rocket_battery_morr	
1147340443	wh2_dlc14_skv_poison_wind_mortar_alt	wh2_dlc14_skv_inf_poison_wind_mortar_0	
1148446646	wh2_main_lzd_blowpipe_chamelon_skinks_fireblood	wh2_main_lzd_inf_chameleon_skinks_0	
114985225	wh2_dlc13_emp_bow_arrow_heavy_headed	wh2_dlc13_emp_inf_huntsmen_0	
1157876936	wh3_dlc25_emp_grenade_launcher_morr_upgraded	wh3_dlc25_emp_cav_outriders_morr	
1159668143	wh_dlc06_grn_grudge_thrower_goblin_flaming	wh_dlc06_dwf_art_gob_lobber_0	
1165451784	wh2_dlc15_grn_goblin_bow_poison_spider_rider_multi_shot	wh_main_grn_cav_forest_goblin_spider_riders_1	
1167145313	wh2_dlc13_emp_bow_arrow_huntsman_anti_large	wh2_dlc13_emp_inf_huntsmen_0	
1172731730	wh_main_dwf_cannon_seeking	wh_main_dwf_art_cannon	
1176889743	wh3_dlc23_chd_infernal_castellan_fireglaive	wh3_dlc25_nur_cha_infernal_castellan_chieftain	
1178913254	wh_main_dwf_flame_cannon_flaming	wh_main_dwf_art_flame_cannon	
118184161	wh2_main_lzd_javelin_toadskin	wh2_dlc12_lzd_cav_terradon_riders_ror_0	
118687831	wh3_dlc25_dwf_cannon_explosive	wh_main_dwf_art_cannon	
1189767756	wh2_dlc15_grn_goblin_bow_poison_multi_shot	wh_main_grn_inf_night_goblin_fanatics_1	
1193250166	wh2_dlc15_grn_goblin_bow_poison_spider_rider_explosive_arrow	wh_main_grn_cav_forest_goblin_spider_riders_1	
1216980259	wh2_dlc13_emp_bow_arrow_anti_large	wh2_dlc13_emp_inf_archers_ror_0	
1219410134	wh3_main_tze_herald_fire_bolt_improved	wh3_main_tze_cha_herald_of_tzeentch_metal_2	
1225398027	wh2_main_lzd_javelin_terradon_slow_death	wh2_dlc12_lzd_cav_terradon_riders_0_tlaqua	
1231101264	wh2_dlc13_emp_bow_arrow_heavy_headed	wh2_dlc13_emp_inf_huntsmen_0_imperial_supply	
1242606489	wh3_dlc25_dwf_thunderbarge_cannon_flaming	wh3_dlc25_dwf_veh_thunderbarge_grungni	wh3_dlc25_dwf_veh_thunderbarge_cannon
1251175636	wh2_dlc15_grn_goblin_bow_poison_fire_arrow	wh_main_grn_inf_night_goblin_archers	
1262202337	wh_main_dwf_cannon_penetrating	wh_main_dwf_art_cannon	
1262491908	wh3_dlc26_grn_orc_bow_stinkee_arrers	wh_main_grn_inf_orc_arrer_boyz	
1276063366	wh3_dlc25_emp_steam_tank_cannon_ball_exploding	wh2_dlc13_emp_veh_steam_tank_ror_0	wh3_dlc25_emp_veh_steam_tank_cannon
1277265313	wh2_dlc11_gunnery_wight_rifle_bullet_blunderbuss	wh2_dlc11_cst_cha_gunnery_wight_1	
1282378622	wh2_main_lzd_blowpipe_chamelon_skinks_toadskin	wh2_main_lzd_inf_chameleon_skinks_0	
1284527864	wh2_dlc17_nor_javelin_heavy_anti_large	wh_dlc08_nor_inf_marauder_hunters_1	
1288487410	wh3_dlc25_chd_blunderbuss_bullet_anti_large	wh3_dlc25_nur_chieftain_inf_chaos_dwarf_blunderbusses	
1313548591	wh2_dlc15_grn_goblin_bow_fire_arrow	wh_main_grn_inf_goblin_archers	
1327215941	wh2_main_lzd_javelin_slow_death	wh2_main_lzd_inf_skink_cohort_1	
1329476558	wh3_dlc25_emp_grenade_launcher_master_engineer_cluster	wh3_dlc25_emp_cha_master_engineer_steam_tank	wh3_dlc25_emp_cha_master_engineer_steam_tank
1334869046	wh3_dlc25_emp_steam_tank_cannon_ball_exploding	wh_main_emp_veh_steam_tank	wh3_dlc25_emp_veh_steam_tank_cannon
1354750713	wh2_dlc17_dwf_master_engineer_rifle_bullet_sniper	wh_main_dwf_cha_master_engineer_0	
1358052329	wh3_dlc23_neu_cha_ulrika_bow_large	wh3_dlc23_neu_cha_ulrika_warhorse	
1372238241	wh2_dlc15_grn_goblin_bow_poison_anti_large_arrow	wh_main_grn_inf_night_goblin_archers	
137599820	wh3_main_tze_herald_fire_bolt_improved	wh3_main_tze_cha_herald_of_tzeentch_tzeentch_1	
1379738608	wh3_chd_blunderbuss_bullet_double_shot	wh3_dlc25_nur_chieftain_inf_chaos_dwarf_blunderbusses	
1380238715	wh2_dlc15_grn_goblin_bow_wolf_riders_fire_arrow	wh_main_grn_cav_goblin_wolf_riders_1	
1383871299	wh2_dlc12_skv_ikit_warpfire_alt	wh2_dlc12_skv_cha_ikit_claw_0	
1386185072	wh2_dlc15_grn_goblin_bow_fire_arrow	wh_main_grn_inf_goblin_archers	
1396209593	wh_main_dwf_cannon_flaming	wh_main_dwf_art_cannon_malakai	
1396920096	wh2_main_lzd_javelin_terradon_daemonbane	wh2_dlc12_lzd_cav_terradon_riders_0_tlaqua	
1398865782	wh2_main_lzd_blowpipe_skink_chief_toadskin	wh2_main_lzd_cha_skink_chief_1	
1412551559	wh2_main_lzd_blowpipe_chamelon_skinks_toadskin	wh2_main_lzd_inf_chameleon_skinks_0	
1414076752	wh2_dlc17_lzd_blowpipe_oxyotl_slow_death	wh2_dlc17_lzd_cha_oxyotl_0	
1422986493	wh_main_dwf_organ_gun_seeking	wh_main_dwf_art_organ_gun	
142879354	wh3_main_ksl_little_grom_cannon_ball_explosive	wh3_main_ksl_veh_little_grom_0	
144769097	wh3_main_tze_herald_fire_bolt_improved	wh3_main_tze_cha_herald_of_tzeentch_tzeentch_0	
1450216449	wh2_dlc17_nor_javelin_heavy_anti_large	wh_dlc08_nor_mon_war_mammoth_1	
1466802731	wh3_dlc24_cth_sky_lantern_crane_gun_bullet_debuff	wh3_main_cth_cha_lord_magistrate_2	
1486285833	wh2_main_skv_throwing_stars_alt	wh2_main_skv_inf_night_runners_0	
1488410934	wh2_main_lzd_javelin_toadskin	wh2_main_lzd_inf_skink_cohort_1	
1495614411	wh2_dlc11_cst_vampire_fleet_admiral_female_pistol_blunderbuss	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1	
1495663152	wh2_dlc17_nor_javelin_heavy_anti_large	wh3_dlc25_nur_chieftain_mon_war_mammoth_1	
1496402581	wh3_dlc23_chd_infernal_castellan_fireglaive_explosive	wh3_dlc23_chd_cha_infernal_castellan	
1497529358	wh2_main_lzd_blowpipe_skink_chief_slow_death	wh2_main_lzd_cha_skink_chief_0	
1499989061	wh3_dlc25_emp_grenade_launcher_master_engineer_cluster	wh3_dlc25_emp_cha_master_engineer_warhorse	
1508142031	wh2_dlc12_skv_doomwheel_warp_lightning_alt	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	
1508621026	wh_main_emp_rifle_upgraded	wh_main_emp_inf_handgunners	
1520036251	wh2_dlc15_grn_goblin_bow_anti_large_arrow	wh_main_grn_inf_goblin_archers	
154646128	wh_main_dwf_cannon_flaming	wh_main_dwf_art_cannon	
1553224002	wh3_dlc25_emp_land_ship_hochland_upgraded	wh3_dlc25_emp_veh_marienburg_land_ship_ror	wh3_dlc25_emp_veh_land_ship_crows_nest_hochland_long_rifle
155994205	wh2_main_lzd_blowpipe_fireblood	wh2_main_lzd_inf_skink_skirmishers_0	
156410515	wh2_dlc17_emp_free_company_pistol_blessed	wh_dlc04_emp_inf_free_company_militia_0	
157846450	wh2_dlc17_dwf_master_engineer_rifle_bullet_sniper	wh2_dlc13_emp_cha_hunter_jorek_grimm_0	
1579995501	wh2_dlc14_skv_poison_wind_globe_alt	wh2_main_skv_inf_poison_wind_globadiers	
1584475080	wh2_main_lzd_blowpipe_slow_death	wh2_main_lzd_inf_skink_skirmishers_0	
1591197640	wh_main_emp_helblaster_volley_gun_upgraded	wh_main_emp_art_helblaster_volley_gun	
1593318979	wh2_dlc15_grn_goblin_bow_wolf_riders_anti_large_arrow	wh_main_grn_cav_goblin_wolf_riders_1	
1594177405	wh2_dlc14_skv_death_globe_alt	wh2_main_skv_inf_death_globe_bombardiers	
1595249493	wh2_main_lzd_blowpipe_chamelon_skinks_slow_death	wh2_main_lzd_inf_chameleon_skinks_0	
1598958321	wh2_main_lzd_blowpipe_fireblood	wh2_main_lzd_inf_skink_skirmishers_blessed_0	
1600652999	wh2_main_lzd_javelin_terradon_fireblood	wh2_dlc12_lzd_cav_terradon_riders_ror_0	
1612289384	wh2_main_lzd_javelin_terradon_fireblood	wh2_main_lzd_cav_terradon_riders_0	
1612844660	wh2_main_lzd_javelin_terradon_daemonbane	wh2_main_lzd_cav_terradon_riders_0	
1613034009	wh2_dlc17_dwf_master_engineer_grudge_raker_bullet	wh2_dlc13_emp_cha_hunter_jorek_grimm_0	
1615493300	wh2_dlc15_grn_goblin_bow_poison_anti_large_arrow	wh_main_grn_inf_night_goblin_fanatics_1	
161938269	wh2_dlc15_grn_goblin_bow_poison_spider_rider_fire_arrow	wh_main_grn_cav_forest_goblin_spider_riders_1	
1622910293	wh2_dlc13_emp_bow_arrow_heavy_headed	wh2_dlc13_emp_inf_huntsmen_ror_0	
1624351315	wh_dlc06_dwf_bolt_thrower_bolt_seeking	wh_dlc06_dwf_art_bolt_thrower_0	
1639073805	wh2_main_lzd_blowpipe_skink_chief_daemonbane	wh2_main_lzd_cha_skink_chief_0	
1647096754	wh_main_dwf_grudge_thrower_flaming	wh_main_dwf_art_grudge_thrower	
1651483008	wh2_dlc17_dwf_master_engineer_grudge_raker_bullet	wh_main_dwf_cha_master_engineer_0	
1654787494	wh2_dlc15_grn_goblin_bow_poison_multi_shot	wh_main_grn_inf_night_goblin_fanatics_1	
1658788804	wh2_dlc15_grn_goblin_bow_poison_fire_arrow	wh_main_grn_inf_night_goblin_archers	
1664643980	wh_dlc06_dwf_bolt_thrower_bolt_flaming	wh_dlc06_dwf_art_bolt_thrower_0	
1666378587	wh2_dlc15_grn_goblin_bow_wolf_riders_ap_arrow	wh_main_grn_cav_goblin_wolf_riders_1	
1667795979	wh2_dlc17_dwf_master_engineer_grudge_raker_bullet_magical	wh_dlc06_dwf_cha_master_engineer_ghost_0	
1672353955	wh3_chd_blunderbuss_bullet_double_shot	wh3_dlc23_chd_inf_chaos_dwarf_blunderbusses	
1681408602	wh2_main_lzd_blowpipe_skink_chief_fireblood	wh2_main_lzd_cha_skink_chief_0	
1683317764	wh_main_dwf_organ_gun_seeking	wh_main_dwf_art_organ_gun	
1686745846	wh2_main_lzd_blowpipe_chamelon_skinks_fireblood	wh2_main_lzd_inf_chameleon_skinks_blessed_0	
1687614751	wh2_main_lzd_javelin_terradon_toadskin	wh2_main_lzd_cav_terradon_riders_0	
1687654132	wh_dlc04_emp_stirlands_pistol_blessed	wh_dlc04_emp_inf_stirlands_revenge_0	
168829894	wh3_dlc23_chd_infernal_castellan_fireglaive_explosive	wh3_dlc25_nur_cha_infernal_castellan_chieftain	
1697985470	wh_dlc04_emp_rifle_silver_bullets_upgraded	wh_dlc04_emp_inf_silver_bullets_0	
1703376596	wh_main_emp_rifle_ironsides_morr_upgraded	wh3_dlc25_emp_inf_nuln_ironsides_morr	
1712826220	wh2_main_lzd_blowpipe_skink_chief_slow_death	wh2_main_lzd_cha_skink_chief_1	
1724073324	wh3_dlc25_dwf_goblin_hewer_axe_seeking	wh3_dlc25_dwf_art_goblin_hewer	
1724626132	wh2_main_lzd_blowpipe_chamelon_skinks_daemonbane	wh2_main_lzd_inf_chameleon_skinks_blessed_0	
1726722356	wh2_dlc12_skv_doomwheel_warp_lightning_ikit_alt	wh2_dlc12_skv_cha_ikit_claw_2	
172761926	wh2_dlc15_grn_goblin_bow_poison_ap_arrow	wh_main_grn_inf_night_goblin_archers	
1733239392	wh2_main_lzd_javelin_terradon_toadskin	wh2_dlc12_lzd_cav_terradon_riders_ror_0	
1735613122	wh2_main_lzd_javelin_slow_death	wh2_main_lzd_inf_skink_cohort_1	
1746359633	wh2_dlc15_grn_goblin_bow_poison_explosive_arrow	wh_main_grn_inf_night_goblin_archers	
174763900	wh2_dlc15_grn_goblin_bow_poison_fire_arrow	wh_main_grn_inf_night_goblin_fanatics_1	
1751686662	wh_main_emp_rifle_repeater_upgraded_engineer	wh3_dlc25_emp_cha_engineer	
1760503487	wh2_dlc13_emp_helblaster_volley_gun_bullet_war_wagon_upgraded	wh2_dlc13_emp_veh_war_wagon_ror_0	
176109167	wh2_dlc17_lzd_blowpipe_oxyotl_slow_death	wh2_dlc17_lzd_cha_oxyotl_0	
1761889404	wh2_main_lzd_javelin_fireblood	wh2_main_lzd_inf_skink_cohort_1	
1761984700	wh3_dlc25_dwf_cannon_grapeshot	wh_main_dwf_art_cannon	
1769444875	wh2_main_lzd_blowpipe_toadskin	wh2_main_lzd_inf_skink_skirmishers_blessed_0	
1777619079	wh2_main_skv_throwing_stars_alt	wh2_main_skv_inf_night_runners_0	
177983192	wh3_dlc25_dwf_goblin_hewer_axe_flaming	wh3_dlc25_dwf_art_goblin_hewer	
1788606783	wh_main_dwf_organ_gun_flaming	wh_main_dwf_art_organ_gun_malakai	
1794740906	wh2_dlc17_lzd_blowpipe_chamelon_stalkers_daemonbane	wh2_dlc17_lzd_inf_chameleon_stalkers_0	
181393015	wh2_dlc15_grn_goblin_bow_poison_multi_shot	wh_main_grn_inf_night_goblin_archers	
1829593884	wh3_dlc25_emp_land_ship_repeater_morr_upgraded	wh3_dlc25_emp_veh_marienburg_land_ship_morr	wh3_dlc25_emp_mnt_veh_land_ship_crew_repeater_morr
1834313589	wh2_main_skv_sling_gutter_runners_alt	wh2_main_skv_inf_gutter_runner_slingers_0	
1838822419	wh2_main_lzd_javelin_terradon_daemonbane	wh2_dlc12_lzd_cav_terradon_riders_ror_0	
1843853081	wh2_main_skv_throwing_star_gutter_runners_alt	wh2_main_skv_inf_gutter_runners_0	
1843896389	wh2_dlc15_grn_goblin_bow_anti_large_arrow	wh_main_grn_inf_goblin_archers	
1844741095	wh2_dlc17_lzd_blowpipe_chamelon_stalkers_fireblood	wh2_dlc17_lzd_inf_chameleon_stalkers_0	
1846671182	wh2_dlc11_cst_vampire_fleet_admiral_female_pistol_blunderbuss	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_0	
1846947701	wh2_dlc12_skv_doomwheel_warp_lightning_alt	wh2_main_skv_veh_doomwheel	
1856283704	wh2_dlc17_nor_javelin_heavy_anti_large	wh_dlc08_nor_cav_marauder_horsemasters_0	
1861605367	wh2_dlc12_skv_doomwheel_warp_lightning_alt	wh2_dlc12_skv_cha_warlock_master_2	
1869878570	wh3_dlc25_dwf_thunderbarge_fire_bomb	wh3_dlc25_dwf_veh_thunderbarge_grungni	wh3_dlc25_dwf_veh_thunderbarge_bomb
187094290	wh2_dlc15_grn_goblin_bow_poison_spider_rider_anti_large_arrow	wh_main_grn_cav_forest_goblin_spider_riders_1	
1872655932	wh3_dlc25_emp_steam_tank_cannon_volley_gun_upgraded	wh3_dlc25_emp_veh_steam_tank_volley_gun	wh3_dlc25_emp_steam_tank_cannon_volley_gun
1873807567	wh2_dlc15_grn_goblin_bow_poison_spider_rider_fire_arrow	wh_main_grn_cav_forest_goblin_spider_riders_1	
1878461888	wh2_dlc17_lzd_blowpipe_oxyotl_fireblood	wh2_dlc17_lzd_cha_oxyotl_0	
1884155593	wh2_twa03_def_harpoon_scourgerunner_chariot_suppressing	wh2_twa03_def_cha_rakarth_1	
1892523868	wh2_twa03_def_harpoon_scourgerunner_chariot_suppressing	wh2_twa03_def_cha_rakarth_1	
1893541633	wh_main_dwf_cannon_seeking	wh_main_dwf_art_cannon_malakai	
1896578078	wh3_dlc25_emp_land_ship_cannon_culverin_amethyst	wh3_dlc25_emp_veh_marienburg_land_ship_morr	wh3_dlc25_emp_mnt_veh_land_ship_cannon
1909632734	wh3_dlc25_emp_grenade_launcher_morr_upgraded	wh3_dlc25_emp_cav_outriders_morr	
1913478050	wh2_main_lzd_blowpipe_toadskin	wh2_main_lzd_inf_skink_skirmishers_0	
1915578091	wh2_main_lzd_blowpipe_skink_chief_toadskin	wh2_main_lzd_cha_skink_chief_0	
1925538838	wh2_main_lzd_javelin_terradon_toadskin	wh2_main_lzd_cav_terradon_riders_0	
1948331745	wh_main_dwf_organ_gun_penetrating	wh_main_dwf_art_organ_gun	
1954820847	wh2_dlc15_grn_goblin_bow_wolf_riders_multi_shot	wh_main_grn_cav_goblin_wolf_riders_1	
1962318217	wh_main_dwf_organ_gun_flaming	wh_main_dwf_art_organ_gun	
1966353974	wh2_main_lzd_blowpipe_skink_chief_slow_death	wh2_main_lzd_cha_skink_chief_1	
1971218159	wh2_twa03_def_harpoon_scourgerunner_chariot_suppressing	wh2_dlc14_def_cav_scourgerunner_chariot_0	
1972226706	wh_dlc04_emp_free_company_pistol_upgraded	wh_dlc04_emp_inf_free_company_militia_0	
1980425182	wh3_dlc25_chd_dreadquake_mortar_shell_anti_large	wh3_dlc25_nur_chieftain_veh_dreadquake_mortar	
1984691464	wh3_dlc25_emp_deathstorm_battery_morr_upgraded	wh3_dlc25_emp_art_helstorm_rocket_battery_morr	
1993502197	wh_dlc06_dwf_bolt_thrower_bolt_penetrating	wh_dlc06_dwf_art_bolt_thrower_0	
1993755337	wh2_main_lzd_blowpipe_slow_death	wh2_main_lzd_inf_skink_skirmishers_0	
199768333	wh2_main_lzd_blowpipe_daemonbane	wh2_main_lzd_inf_skink_skirmishers_blessed_0	
2000565628	wh_dlc06_dwf_bolt_thrower_bolt_flaming	wh_dlc06_dwf_art_bolt_thrower_0	
2001902969	wh2_dlc15_grn_goblin_bow_wolf_riders_explosive_arrow	wh_main_grn_cav_goblin_wolf_riders_1	
2006263422	wh2_main_lzd_javelin_daemonbane	wh2_main_lzd_inf_skink_cohort_1	
2010329934	wh_main_dwf_flame_cannon_seeking	wh_main_dwf_art_flame_cannon	
2021790969	wh2_main_skv_sling_night_runners_alt	wh2_main_skv_inf_night_runners_1	
2027926841	wh2_dlc15_grn_goblin_bow_poison_explosive_arrow	wh_main_grn_inf_night_goblin_archers	
2029633149	wh2_main_lzd_javelin_terradon_slow_death	wh2_dlc12_lzd_cav_terradon_riders_ror_0	
2041465668	wh2_main_lzd_javelin_terradon_toadskin	wh2_dlc12_lzd_cav_terradon_riders_ror_0	
2050556708	wh2_dlc17_lzd_blowpipe_chamelon_stalkers_slow_death	wh2_dlc17_lzd_inf_chameleon_stalkers_0	
2054439456	wh3_dlc25_emp_grenade_launcher_master_engineer_cluster	wh3_dlc25_emp_cha_master_engineer_mechanical_steed	
2058777397	wh3_dlc25_chd_infernal_guard_bullet_anti_large	wh3_dlc25_nur_chieftain_inf_infernal_guard_fireglaives	
2063365173	wh2_main_lzd_blowpipe_skink_chief_daemonbane	wh2_main_lzd_cha_skink_chief_1	
2067644333	wh2_dlc17_lzd_blowpipe_oxyotl_daemonbane	wh2_dlc17_lzd_cha_oxyotl_0	
206936404	wh2_dlc15_grn_goblin_bow_wolf_riders_anti_large_arrow	wh_main_grn_cav_goblin_wolf_riders_1	
2071118437	wh2_dlc11_cst_vampire_fleet_admiral_female_pistol_blunderbuss	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_0	
2071506782	wh2_dlc14_skv_poison_wind_globe_alt	wh2_main_skv_inf_poison_wind_globadiers	
2075536707	wh2_main_lzd_blowpipe_chamelon_skinks_fireblood	wh2_main_lzd_inf_chameleon_skinks_blessed_0	
208903600	wh2_main_lzd_blowpipe_fireblood	wh2_main_lzd_inf_skink_skirmishers_blessed_0	
2091537840	wh_main_dwf_grudge_thrower_seeking	wh_main_dwf_art_grudge_thrower	
2099490983	wh2_dlc15_grn_goblin_bow_poison_spider_rider_ap_arrow	wh_main_grn_cav_forest_goblin_spider_riders_1	
2102067463	wh2_main_lzd_blowpipe_chamelon_skinks_toadskin	wh2_main_lzd_inf_chameleon_skinks_blessed_0	
2121600943	wh2_main_skv_sling_gutter_runners_alt	wh2_main_skv_inf_gutter_runner_slingers_0	
2123467223	wh_main_emp_rifle_repeater_upgraded_engineer	wh3_dlc25_emp_cha_engineer_warhorse	
2125442033	wh_dlc06_dwf_bolt_thrower_bolt_seeking	wh_dlc06_dwf_art_bolt_thrower_0	
2128977314	wh2_dlc13_emp_bow_arrow_double_shot	wh2_dlc13_emp_inf_huntsmen_0_imperial_supply	
2133552310	wh2_main_lzd_javelin_terradon_toadskin	wh2_dlc12_lzd_cav_terradon_riders_0_tlaqua	
213452614	wh2_dlc15_grn_goblin_bow_poison_fire_arrow	wh_main_grn_inf_night_goblin_fanatics_1	
2144963869	wh2_main_lzd_blowpipe_toadskin	wh2_main_lzd_inf_skink_skirmishers_0	
235136589	wh2_dlc15_grn_goblin_bow_explosive_arrow	wh_main_grn_inf_goblin_archers	
237821998	wh_dlc06_grn_grudge_thrower_goblin_penetrating	wh_dlc06_dwf_art_gob_lobber_0	
238137928	wh_dlc16_wef_orion_spear_anti_large	wh_dlc05_wef_cha_orion_0	
238421096	wh2_main_lzd_blowpipe_slow_death	wh2_main_lzd_inf_skink_skirmishers_blessed_0	
24950255	wh2_main_lzd_blowpipe_chamelon_skinks_fireblood	wh2_main_lzd_inf_chameleon_skinks_0	
266164643	wh2_dlc15_grn_goblin_bow_poison_explosive_arrow	wh_main_grn_inf_night_goblin_fanatics_1	
270416299	wh2_main_lzd_blowpipe_chamelon_skinks_toadskin	wh2_main_lzd_inf_chameleon_skinks_blessed_0	
272774586	wh2_main_lzd_javelin_toadskin	wh2_dlc12_lzd_cav_terradon_riders_0_tlaqua	
275758667	wh2_main_lzd_blowpipe_chamelon_skinks_slow_death	wh2_main_lzd_inf_chameleon_skinks_blessed_0	
277145234	wh2_dlc17_lzd_blowpipe_chamelon_stalkers_daemonbane	wh2_dlc17_lzd_inf_chameleon_stalkers_0	
282392703	wh2_main_lzd_blowpipe_chamelon_skinks_daemonbane	wh2_main_lzd_inf_chameleon_skinks_0	
289870553	wh2_dlc17_dwf_master_engineer_rifle_bullet_sniper_magical	wh_dlc06_dwf_cha_master_engineer_ghost_0	
293408577	wh2_dlc15_grn_goblin_bow_multi_shot	wh_main_grn_inf_goblin_archers	
300269611	wh3_dlc25_emp_cannon_upgraded	wh_main_emp_art_great_cannon	
301849608	wh3_main_nur_kugath_necrotic_nurglings	wh3_main_nur_cha_ku_gath_plaguefather_0	
309814531	wh2_dlc15_grn_goblin_bow_wolf_riders_fire_arrow	wh_main_grn_cav_goblin_wolf_riders_1	
310684639	wh2_main_lzd_javelin_terradon_slow_death	wh2_dlc12_lzd_cav_terradon_riders_0_tlaqua	
311581993	wh2_dlc15_grn_goblin_bow_poison_spider_rider_ap_arrow	wh_main_grn_cav_forest_goblin_spider_riders_1	
321003588	wh2_twa03_def_harpoon_scourgerunner_chariot_suppressing	wh2_dlc14_def_cav_scourgerunner_chariot_0	
324625231	wh2_dlc17_dwf_master_engineer_grudge_raker_bullet_magical	wh_dlc06_dwf_cha_master_engineer_ghost_0	
326764815	wh2_main_skv_throwing_star_gutter_runners_poison_alt	wh2_main_skv_inf_gutter_runners_1	
329551919	wh3_dlc25_emp_cannon_hammer_witches_upgraded	wh_dlc04_emp_art_hammer_of_the_witches_0	
33360385	wh_main_dwf_organ_gun_penetrating	wh_main_dwf_art_organ_gun	
336868002	wh2_dlc17_dwf_master_engineer_rifle_bullet_sniper_magical	wh_dlc06_dwf_cha_master_engineer_ghost_0	
350436898	wh_main_dwf_organ_gun_flaming	wh_main_dwf_art_organ_gun	
351800791	wh2_main_lzd_blowpipe_chamelon_skinks_daemonbane	wh2_main_lzd_inf_chameleon_skinks_blessed_0	
355192622	wh2_main_lzd_blowpipe_skink_chief_fireblood	wh2_main_lzd_cha_skink_chief_1	
357623186	wh2_main_lzd_javelin_terradon_toadskin	wh2_dlc12_lzd_cav_terradon_riders_0_tlaqua	
360970983	wh2_dlc17_dwf_master_engineer_grudge_raker_bullet	wh_main_dwf_cha_master_engineer_0	
366874119	wh2_dlc17_lzd_blowpipe_oxyotl_daemonbane	wh2_dlc17_lzd_cha_oxyotl_0	
368787935	wh3_dlc25_emp_land_ship_repeater_upgraded	wh3_dlc25_emp_veh_marienburg_land_ship	wh3_dlc25_emp_mnt_veh_land_ship_crew_repeater
372262727	wh2_dlc12_skv_warpfire_alt	wh2_dlc12_skv_inf_warpfire_thrower_ror_tech_lab_0	
392509894	wh2_dlc13_emp_rifle_surefires_upgraded	wh2_dlc13_emp_inf_handgunners_ror_0	
