event	group	target	flavour_text	image	secondary_detail	layout	layout_data	sound_event	context_located	override_icon	instant_open	ignore_instant_open_filters
agent_action_vs_army_with_immortal_general	wh2_main_event_feed_agent_action_all_hinder_character_lizardmen	event_feed_target_agent_faction	wh_event_feed_string_all_null	lzd/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh2_main_event_feed_agent_action_all_hinder_character_skaven	event_feed_target_agent_faction	wh_event_feed_string_all_null	skv/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh2_main_event_feed_agent_action_all_success_critical_hinder_character_dark_elves	event_feed_target_agent_faction	wh_event_feed_string_all_null	def/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh2_main_event_feed_agent_action_all_success_critical_hinder_character_high_elves	event_feed_target_agent_faction	wh_event_feed_string_all_null	hef/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh2_main_event_feed_agent_action_all_success_critical_hinder_character_lizardmen	event_feed_target_agent_faction	wh_event_feed_string_all_null	lzd/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh2_main_event_feed_agent_action_all_success_critical_hinder_character_skaven	event_feed_target_agent_faction	wh_event_feed_string_all_null	skv/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_dlc23_event_feed_agent_action_all_failure_chaos_dwarfs	event_feed_target_agent_faction	wh_event_feed_string_all_null	chd/faction	wh_event_feed_string_agent_action_army_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_dlc23_event_feed_agent_action_all_failure_critical_chaos_dwarfs	event_feed_target_agent_faction	wh_event_feed_string_all_null	chd/faction	wh_event_feed_string_agent_action_army_critical_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_dlc23_event_feed_agent_action_all_hinder_army_chaos_dwarfs	event_feed_target_agent_faction	wh_event_feed_string_all_null	chd/army_morale_up	wh_event_feed_string_agent_action_army_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_dlc23_event_feed_agent_action_all_hinder_character_chaos_dwarfs	event_feed_target_agent_faction	wh_event_feed_string_all_null	chd/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_dlc23_event_feed_agent_action_all_success_critical_hinder_character_chaos_dwarfs	event_feed_target_agent_faction	wh_event_feed_string_all_null	chd/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_failure_cathay	event_feed_target_agent_faction	wh_event_feed_string_all_null	cth/faction	wh_event_feed_string_agent_action_army_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_failure_critical_cathay	event_feed_target_agent_faction	wh_event_feed_string_all_null	cth/faction	wh_event_feed_string_agent_action_army_critical_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_failure_critical_daemons	event_feed_target_agent_faction	wh_event_feed_string_all_null	dae/faction	wh_event_feed_string_agent_action_army_critical_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_failure_critical_khorne	event_feed_target_agent_faction	wh_event_feed_string_all_null	kho/faction	wh_event_feed_string_agent_action_army_critical_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_failure_critical_kislev	event_feed_target_agent_faction	wh_event_feed_string_all_null	ksl/faction	wh_event_feed_string_agent_action_army_critical_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_failure_critical_nurgle	event_feed_target_agent_faction	wh_event_feed_string_all_null	nur/faction	wh_event_feed_string_agent_action_army_critical_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_failure_critical_ogre_kingdoms	event_feed_target_agent_faction	wh_event_feed_string_all_null	ogr/faction	wh_event_feed_string_agent_action_army_critical_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_failure_critical_slaanesh	event_feed_target_agent_faction	wh_event_feed_string_all_null	sla/faction	wh_event_feed_string_agent_action_army_critical_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_failure_critical_tzeentch	event_feed_target_agent_faction	wh_event_feed_string_all_null	tze/faction	wh_event_feed_string_agent_action_army_critical_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_failure_daemons	event_feed_target_agent_faction	wh_event_feed_string_all_null	dae/faction	wh_event_feed_string_agent_action_army_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_failure_khorne	event_feed_target_agent_faction	wh_event_feed_string_all_null	kho/faction	wh_event_feed_string_agent_action_army_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_failure_kislev	event_feed_target_agent_faction	wh_event_feed_string_all_null	ksl/faction	wh_event_feed_string_agent_action_army_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_failure_nurgle	event_feed_target_agent_faction	wh_event_feed_string_all_null	nur/faction	wh_event_feed_string_agent_action_army_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_failure_ogre_kingdoms	event_feed_target_agent_faction	wh_event_feed_string_all_null	ogr/faction	wh_event_feed_string_agent_action_army_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_failure_slaanesh	event_feed_target_agent_faction	wh_event_feed_string_all_null	sla/faction	wh_event_feed_string_agent_action_army_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_failure_tzeentch	event_feed_target_agent_faction	wh_event_feed_string_all_null	tze/faction	wh_event_feed_string_agent_action_army_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_hinder_army_cathay	event_feed_target_agent_faction	wh_event_feed_string_all_null	cth/army_morale_up	wh_event_feed_string_agent_action_army_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_hinder_army_daemons	event_feed_target_agent_faction	wh_event_feed_string_all_null	dae/army_morale_up	wh_event_feed_string_agent_action_army_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_hinder_army_khorne	event_feed_target_agent_faction	wh_event_feed_string_all_null	kho/army_morale_up	wh_event_feed_string_agent_action_army_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_hinder_army_kislev	event_feed_target_agent_faction	wh_event_feed_string_all_null	ksl/army_morale_up	wh_event_feed_string_agent_action_army_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_hinder_army_nurgle	event_feed_target_agent_faction	wh_event_feed_string_all_null	nur/army_morale_up	wh_event_feed_string_agent_action_army_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_hinder_army_ogre_kingdoms	event_feed_target_agent_faction	wh_event_feed_string_all_null	ogr/army_morale_up	wh_event_feed_string_agent_action_army_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_hinder_army_slaanesh	event_feed_target_agent_faction	wh_event_feed_string_all_null	sla/army_morale_up	wh_event_feed_string_agent_action_army_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_hinder_army_tzeentch	event_feed_target_agent_faction	wh_event_feed_string_all_null	tze/army_morale_up	wh_event_feed_string_agent_action_army_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_hinder_character_cathay	event_feed_target_agent_faction	wh_event_feed_string_all_null	cth/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_hinder_character_daemons	event_feed_target_agent_faction	wh_event_feed_string_all_null	dae/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_hinder_character_khorne	event_feed_target_agent_faction	wh_event_feed_string_all_null	kho/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_hinder_character_kislev	event_feed_target_agent_faction	wh_event_feed_string_all_null	ksl/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_hinder_character_nurgle	event_feed_target_agent_faction	wh_event_feed_string_all_null	nur/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_hinder_character_ogre_kingdoms	event_feed_target_agent_faction	wh_event_feed_string_all_null	ogr/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_hinder_character_slaanesh	event_feed_target_agent_faction	wh_event_feed_string_all_null	sla/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_hinder_character_tzeentch	event_feed_target_agent_faction	wh_event_feed_string_all_null	tze/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_success_critical_hinder_character_cathay	event_feed_target_agent_faction	wh_event_feed_string_all_null	cth/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_success_critical_hinder_character_daemons	event_feed_target_agent_faction	wh_event_feed_string_all_null	dae/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_success_critical_hinder_character_khorne	event_feed_target_agent_faction	wh_event_feed_string_all_null	kho/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_success_critical_hinder_character_kislev	event_feed_target_agent_faction	wh_event_feed_string_all_null	ksl/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_success_critical_hinder_character_nurgle	event_feed_target_agent_faction	wh_event_feed_string_all_null	nur/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_success_critical_hinder_character_ogre_kingdoms	event_feed_target_agent_faction	wh_event_feed_string_all_null	ogr/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_success_critical_hinder_character_slaanesh	event_feed_target_agent_faction	wh_event_feed_string_all_null	sla/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_all_success_critical_hinder_character_tzeentch	event_feed_target_agent_faction	wh_event_feed_string_all_null	tze/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_main_event_feed_agent_action_hinder_army_plague_cultist_ritual	event_feed_target_agent_faction	wh_event_feed_string_all_null	nur/messenger	wh3_main_event_feed_string_agent_action_spread_plague_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_main_pro_event_feed_agent_action_all_failure_critical_kislev	event_feed_target_agent_faction	wh_event_feed_string_all_null	ksl/faction	wh_event_feed_string_agent_action_army_critical_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_pro_event_feed_agent_action_all_failure_kislev	event_feed_target_agent_faction	wh_event_feed_string_all_null	ksl/faction	wh_event_feed_string_agent_action_army_failure	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_pro_event_feed_agent_action_all_hinder_army_kislev	event_feed_target_agent_faction	wh_event_feed_string_all_null	ksl/army_morale_up	wh_event_feed_string_agent_action_army_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general		false	false
agent_action_vs_army_with_immortal_general	wh3_main_pro_event_feed_agent_action_all_hinder_character_kislev	event_feed_target_agent_faction	wh_event_feed_string_all_null	ksl/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
agent_action_vs_army_with_immortal_general	wh3_main_pro_event_feed_agent_action_all_success_critical_hinder_character_kislev	event_feed_target_agent_faction	wh_event_feed_string_all_null	ksl/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false	false
