effect	bonus_value_id	unit_ability
wh2_dlc09_effect_ability_cooldown_usekhps_incantation_of_desiccation	recharge_mod	wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation
wh2_dlc09_effect_ability_cooldown_usirians_incantation_of_vengeance_upgraded	recharge_mod	wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance_upgraded
wh2_dlc09_effect_ability_cooldown_usirians_incantation_of_vengeance	recharge_mod	wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance
wh2_dlc09_effect_ability_disable_blessing_of_asaph	disable	wh2_dlc09_character_passive_blessing_of_asaph
wh2_dlc09_effect_ability_disable_my_will_be_done	disable	wh2_dlc09_lord_passive_my_will_be_done
wh2_dlc09_effect_ability_disable_reanimate	disable	wh2_dlc09_character_abilities_tomb_king_rally
wh2_dlc09_effect_ability_disable_the_curse	disable	wh2_dlc09_lord_passive_the_curse
wh2_dlc09_effect_ability_disable_tombstrike	disable	wh2_dlc09_character_abilities_strike_of_tombs
wh2_dlc09_effect_ability_enable_amulet_of_pha_stah	enable	wh2_dlc09_item_abilities_amulet_of_phastah
wh2_dlc09_effect_ability_enable_befalling_curse	enable	wh2_dlc09_character_passive_befalling_curse
wh2_dlc09_effect_ability_enable_blade_of_setep	enable	wh2_dlc09_weapon_abilities_blade_of_setep
wh2_dlc09_effect_ability_enable_blessed_blade_of_ptra	enable	wh2_dlc09_weapon_abilities_blessed_blade_of_ptra
wh2_dlc09_effect_ability_enable_blessing_of_asaph	enable	wh2_dlc09_character_passive_blessing_of_asaph
wh2_dlc09_effect_ability_enable_cloak_of_the_dunes	enable	wh2_dlc09_item_abilities_cloak_of_the_dunes
wh2_dlc09_effect_ability_enable_crown_of_nehekhara	enable	wh2_dlc09_item_passive_crown_of_nehekhara
wh2_dlc09_effect_ability_enable_curse	enable	wh2_dlc09_lord_passive_the_curse
wh2_dlc09_effect_ability_enable_desertstrike	enable	wh2_dlc09_character_abilities_strike_of_nehekhara
wh2_dlc09_effect_ability_enable_djafs_incantation_of_cursed_blades	enable	wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades
wh2_dlc09_effect_ability_enable_elixir_of_might	enable	wh2_dlc09_item_abilities_elixir_of_might
wh2_dlc09_effect_ability_enable_enkhils_kanopi	enable	wh2_dlc09_item_abilities_enkhils_kanopi
wh2_dlc09_effect_ability_enable_full_hide	enable	wh2_dlc09_quest_passive_full_hide
wh2_dlc09_effect_ability_enable_hieratic_jar	enable	wh2_dlc09_item_abilities_hieratic_jar
wh2_dlc09_effect_ability_enable_my_will_be_done	enable	wh2_dlc09_lord_passive_my_will_be_done
wh2_dlc09_effect_ability_enable_necrostrike	enable	wh2_dlc09_character_abilities_strike_of_nagash
wh2_dlc09_effect_ability_enable_neferras_scrolls_of_mighty_incantations	enable	wh2_dlc09_item_abilities_neferras_scrolls_of_mighty_incantations
wh2_dlc09_effect_ability_enable_nerus_incantation_of_protection	enable	wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection
wh2_dlc09_effect_ability_enable_ptras_incantation_of_righteous_smiting	enable	wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting
wh2_dlc09_effect_ability_enable_reanimate_upgraded	enable	wh2_dlc09_character_abilities_tomb_king_rally_upgraded
wh2_dlc09_effect_ability_enable_reanimate	enable	wh2_dlc09_character_abilities_tomb_king_rally
wh2_dlc09_effect_ability_enable_restore	enable	wh2_dlc09_character_abilities_restore
wh2_dlc09_effect_ability_enable_sakhmets_incantation_of_the_skullstorm	enable	wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm
wh2_dlc09_effect_ability_enable_scorpion_armour	enable	wh2_dlc09_item_passive_scorpion_armour
wh2_dlc09_effect_ability_enable_staff_of_nagash	enable	wh2_dlc09_item_abilities_staff_of_nagash
wh2_dlc09_effect_ability_enable_stay_here_ill_get_help	enable	wh2_dlc09_character_abilities_stay_here_ill_get_help
wh2_dlc09_effect_ability_enable_stone_shaper	enable	wh2_dlc09_character_passive_stone_shaper
wh2_dlc09_effect_ability_enable_the_liche_staff	enable	wh2_dlc09_weapon_passive_the_liche_staff
wh2_dlc09_effect_ability_enable_the_restless_dead	enable	wh2_dlc09_lore_passive_the_restless_dead
wh2_dlc09_effect_ability_enable_the_tomb_blade_of_arkhan	enable	wh2_dlc09_weapon_abilities_tomb_blade_of_arkhan
wh2_dlc09_effect_ability_enable_tombstrike	enable	wh2_dlc09_character_abilities_strike_of_tombs
wh2_dlc09_effect_ability_enable_tretchs_raiders	enable	wh2_dlc09_character_passive_tretchs_raiders
wh2_dlc09_effect_ability_enable_true_blessing_of_asaph	enable	wh2_dlc09_character_passive_true_blessing_of_asaph
wh2_dlc09_effect_ability_enable_unyielding_will	enable	wh2_dlc09_character_passive_unyielding_will
wh2_dlc09_effect_ability_enable_usekhps_incantation_of_desiccation	enable	wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation
wh2_dlc09_effect_ability_enable_usirians_incantation_of_vengeance	enable	wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance
wh2_dlc09_effect_ability_enable_vambraces_of_the_sun	enable	wh2_dlc09_item_passive_vambraces_of_the_sun
wh2_dlc09_effect_ability_enable_venom_staff	enable	wh2_dlc09_weapon_abilities_venom_staff
wh2_dlc09_effect_ability_enable_wrath_of_the_creator	enable	wh2_dlc09_character_passive_wrath_of_the_creator
wh2_dlc09_effect_ability_miscast_djafs_incantation_of_cursed_blades_upgraded	miscast_percentage_mod	wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades_upgraded
wh2_dlc09_effect_ability_miscast_nerus_incantation_of_protection_upgraded	miscast_percentage_mod	wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection_upgraded
wh2_dlc09_effect_ability_miscast_ptras_incantation_of_righteous_smiting_upgraded	miscast_percentage_mod	wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting_upgraded
wh2_dlc09_effect_ability_miscast_sakhmets_incantation_of_the_skullstorm_upgraded	miscast_percentage_mod	wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm_upgraded
wh2_dlc09_effect_ability_miscast_usekhps_incantation_of_desiccation_upgraded	miscast_percentage_mod	wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation_upgraded
wh2_dlc09_effect_ability_miscast_usirians_incantation_of_vengeance_upgraded	miscast_percentage_mod	wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance_upgraded
wh2_dlc09_effect_ability_overcast_djafs_incantation_of_cursed_blades	enable_overchage	wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades
wh2_dlc09_effect_ability_overcast_djafs_incantation_of_cursed_blades	enable	wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades
wh2_dlc09_effect_ability_overcast_nerus_incantation_of_protection	enable_overchage	wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection
wh2_dlc09_effect_ability_overcast_nerus_incantation_of_protection	enable	wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection
wh2_dlc09_effect_ability_overcast_ptras_incantation_of_righteous_smiting	enable_overchage	wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting
wh2_dlc09_effect_ability_overcast_ptras_incantation_of_righteous_smiting	enable	wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting
wh2_dlc09_effect_ability_overcast_sakhmets_incantation_of_the_skullstorm	enable_overchage	wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm
wh2_dlc09_effect_ability_overcast_sakhmets_incantation_of_the_skullstorm	enable	wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm
wh2_dlc09_effect_ability_overcast_usekhps_incantation_of_desiccation	enable_overchage	wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation
wh2_dlc09_effect_ability_overcast_usekhps_incantation_of_desiccation	enable	wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation
wh2_dlc09_effect_ability_overcast_usirians_incantation_of_vengeance	enable_overchage	wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance
wh2_dlc09_effect_ability_overcast_usirians_incantation_of_vengeance	enable	wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance
wh2_dlc09_effect_ability_uses_sand_storm	uses_mod	wh2_dlc09_lord_abilities_sand_storm
wh2_dlc09_effect_ability_uses_stay_here_ill_get_help	uses_mod	wh2_dlc09_character_abilities_stay_here_ill_get_help
wh2_dlc09_effect_ability_wom_cost_djafs_incantation_of_cursed_blades_upgraded	cost_mod	wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades_upgraded
wh2_dlc09_effect_ability_wom_cost_djafs_incantation_of_cursed_blades	cost_mod	wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades
wh2_dlc09_effect_ability_wom_cost_nerus_incantation_of_protection_upgraded	cost_mod	wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection_upgraded
wh2_dlc09_effect_ability_wom_cost_nerus_incantation_of_protection	cost_mod	wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection
wh2_dlc09_effect_ability_wom_cost_ptras_incantation_of_righteous_smiting_upgraded	cost_mod	wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting_upgraded
wh2_dlc09_effect_ability_wom_cost_ptras_incantation_of_righteous_smiting	cost_mod	wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting
wh2_dlc09_effect_ability_wom_cost_sakhmets_incantation_of_the_skullstorm_upgraded	cost_mod	wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm_upgraded
wh2_dlc09_effect_ability_wom_cost_sakhmets_incantation_of_the_skullstorm	cost_mod	wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm
wh2_dlc09_effect_ability_wom_cost_usekhps_incantation_of_desiccation_upgraded	cost_mod	wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation_upgraded
wh2_dlc09_effect_ability_wom_cost_usekhps_incantation_of_desiccation	cost_mod	wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation
wh2_dlc09_effect_ability_wom_cost_usirians_incantation_of_vengeance_upgraded	cost_mod	wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance_upgraded
wh2_dlc09_effect_ability_wom_cost_usirians_incantation_of_vengeance	cost_mod	wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance
wh2_dlc10_effect_ability_cooldown_gaze_of_khaine	recharge_mod	wh2_dlc10_lord_abilities_gaze_of_khaine
wh2_dlc10_effect_ability_cooldown_witchbrew	recharge_mod	wh2_main_character_abilities_witchbrew
wh2_dlc10_effect_ability_disable_mislead	disable	wh2_dlc10_lord_abilities_mislead
wh2_dlc10_effect_ability_enable_amulet_of_dark_fire	enable	wh2_dlc10_item_passive_amulet_of_dark_fire
wh2_dlc10_effect_ability_enable_banner_of_avelorn	enable	wh2_dlc10_item_passive_banner_of_avelorn
wh2_dlc10_effect_ability_enable_blood_frenzy	enable	wh2_dlc10_lord_passive_blood_frenzy
wh2_dlc10_effect_ability_enable_bound_arnizipals_black_horror	enable	wh2_dlc10_item_bound_arnizipals_black_horror
wh2_dlc10_effect_ability_enable_bound_assault_of_stone	enable	wh2_dlc10_item_bound_assault_of_stone
wh2_dlc10_effect_ability_enable_bound_blast	enable	wh2_dlc10_item_bound_blast
wh2_dlc10_effect_ability_enable_bound_fear_of_aramar	enable	wh2_dlc10_item_abilities_fear_of_aramar
wh2_dlc10_effect_ability_enable_bound_fiery_convocation	enable	wh2_dlc10_spell_bound_magic_fiery_convocation
wh2_dlc10_effect_ability_enable_bound_speed_of_lykos	enable	wh2_dlc10_item_abilities_speed_of_lykos
wh2_dlc10_effect_ability_enable_bound_the_amber_trance	enable	wh2_dlc10_item_abilities_the_amber_trance
wh2_dlc10_effect_ability_enable_chilling_aura	enable	wh_dlc04_unit_passive_chilling_aura
wh2_dlc10_effect_ability_enable_deadly_mislead	enable	wh2_dlc10_lord_abilities_deadly_mislead
wh2_dlc10_effect_ability_enable_dragon_slayers_axe	enable	wh2_dlc10_weapon_passive_dragon_slayers_axe
wh2_dlc10_effect_ability_enable_dragon_slayers_fang	enable	wh2_dlc10_item_passive_dragon_slayers_fang
wh2_dlc10_effect_ability_enable_gate_keepers_belt	enable	wh2_dlc10_item_passive_gate_keepers_belt
wh2_dlc10_effect_ability_enable_gate_keepers_helm	enable	wh2_dlc10_item_passive_gate_keepers_helm
wh2_dlc10_effect_ability_enable_guardian	enable	wh2_dlc10_unit_passive_guardian
wh2_dlc10_effect_ability_enable_horn_of_the_ancestors	enable	wh2_dlc10_item_abilities_horn_of_the_ancestors
wh2_dlc10_effect_ability_enable_ironbeards_bracers	enable	wh2_dlc10_item_passive_ironbeards_bracers
wh2_dlc10_effect_ability_enable_ironbeards_ring	enable	wh2_dlc10_item_passive_ironbeards_ring
wh2_dlc10_effect_ability_enable_ironwardens_hammer	enable	wh2_dlc10_weapon_passive_ironwardens_hammer
wh2_dlc10_effect_ability_enable_ironwardens_shield	enable	wh2_dlc10_item_passive_ironwardens_shield
wh2_dlc10_effect_ability_enable_liquid_fortification	enable	wh_dlc06_unit_passive_liquid_fortification
wh2_dlc10_effect_ability_enable_mislead	enable	wh2_dlc10_lord_abilities_mislead
wh2_dlc10_effect_ability_enable_old_guards_tankard	enable	wh2_dlc10_item_passive_old_guards_tankard
wh2_dlc10_effect_ability_enable_primal_rage	enable	wh2_dlc10_quest_passive_primal_rage
wh2_dlc10_effect_ability_enable_prospectors_spyglass	enable	wh2_dlc10_item_passive_prospectors_spyglass
wh2_dlc10_effect_ability_enable_rebirth	enable	wh2_main_unit_passive_rebirth
wh2_dlc10_effect_ability_enable_ring_of_grimnir	enable	wh2_dlc10_item_passive_ring_of_grimnir
wh2_dlc10_effect_ability_enable_sceptre_of_stone	enable	wh2_dlc10_item_abilities_sceptre_of_stone
wh2_dlc10_effect_ability_enable_shadow_of_khaine_hidden	enable	wh2_dlc10_weapon_passive_shadow_of_khaine
wh2_dlc10_effect_ability_enable_shieldstone_of_isha	enable	wh2_dlc10_item_passive_shieldstone_of_isha
wh2_dlc10_effect_ability_enable_star_of_avelorn	enable	wh2_dlc10_item_abilities_star_of_avelorn
wh2_dlc10_effect_ability_enable_starmetal_plate	enable	wh2_dlc10_item_passive_starmetal_plate
wh2_dlc10_effect_ability_enable_stave_of_avelorn	enable	wh2_dlc10_item_abilities_stave_of_avelorn
wh2_dlc10_effect_ability_enable_stone_of_midnight	enable	wh2_dlc10_item_passive_stone_of_midnight
wh2_dlc10_effect_ability_enable_sword_of_khaine	enable	wh2_dlc10_weapon_abilities_sword_of_khaine
wh2_dlc10_effect_ability_enable_the_cursed_blade	enable	wh2_dlc10_weapon_passive_the_cursed_blade
wh2_dlc10_effect_ability_enable_the_moonbow	enable	wh2_dlc10_weapon_abilities_the_moonbow
wh2_dlc10_effect_ability_enable_the_shadow_crown	enable	wh2_dlc10_item_passive_the_shadow_crown
wh2_dlc10_effect_ability_enable_unidentified_head	enable	wh2_dlc10_quest_abilities_unidentified_hydra_head
wh2_dlc10_effect_ability_uses_gaze_of_khaine	uses_mod	wh2_dlc10_lord_abilities_gaze_of_khaine
wh2_dlc10_effect_ability_uses_witchbrew	uses_mod	wh2_main_character_abilities_witchbrew
wh2_dlc11_cst_enable_lore_of_deep_spells	enable	wh2_dlc11_spell_deep_denizens_of_the_deep
wh2_dlc11_cst_enable_lore_of_deep_spells	enable	wh2_dlc11_spell_deep_fog_of_the_damned
wh2_dlc11_cst_enable_lore_of_deep_spells	enable	wh2_dlc11_spell_deep_ghost_ship
wh2_dlc11_cst_enable_lore_of_deep_spells	enable	wh2_dlc11_spell_deep_krakens_pull
wh2_dlc11_cst_enable_lore_of_deep_spells	enable	wh2_dlc11_spell_deep_spiteful_shot
wh2_dlc11_cst_enable_lore_of_deep_spells	enable	wh2_dlc11_spell_deep_tidecall
wh2_dlc11_effect_ability_cooldown_cackle_fruit_pyromaniac	recharge_mod	wh2_dlc11_character_abilities_cackle_fruit
wh2_dlc11_effect_ability_cooldown_cackle_fruit_pyromaniac	recharge_mod	wh2_dlc11_character_abilities_pyromaniac
wh2_dlc11_effect_ability_cooldown_denizens_of_the_deep	recharge_mod	wh2_dlc11_spell_deep_denizens_of_the_deep
wh2_dlc11_effect_ability_cooldown_drowned_dead	recharge_mod	wh2_dlc11_spell_vampires_drowned_dead
wh2_dlc11_effect_ability_cooldown_fog_of_the_damned	recharge_mod	wh2_dlc11_spell_deep_fog_of_the_damned
wh2_dlc11_effect_ability_cooldown_ghost_ship	recharge_mod	wh2_dlc11_spell_deep_ghost_ship
wh2_dlc11_effect_ability_cooldown_krakens_pull	recharge_mod	wh2_dlc11_spell_deep_krakens_pull
wh2_dlc11_effect_ability_cooldown_more_powder	recharge_mod	wh2_dlc11_hero_abilities_more_powder
wh2_dlc11_effect_ability_cooldown_overcast_spells	recharge_mod	wh2_dlc11_spell_deep_fog_of_the_damned_upgraded
wh2_dlc11_effect_ability_cooldown_overcast_spells	recharge_mod	wh2_dlc11_spell_deep_ghost_ship_upgraded
wh2_dlc11_effect_ability_cooldown_overcast_spells	recharge_mod	wh2_dlc11_spell_deep_krakens_pull_upgraded
wh2_dlc11_effect_ability_cooldown_overcast_spells	recharge_mod	wh2_dlc11_spell_deep_spiteful_shot_upgraded
wh2_dlc11_effect_ability_cooldown_overcast_spells	recharge_mod	wh2_dlc11_spell_deep_tidecall_upgraded
wh2_dlc11_effect_ability_cooldown_spiteful_shot	recharge_mod	wh2_dlc11_spell_deep_spiteful_shot
wh2_dlc11_effect_ability_cooldown_tidecall	recharge_mod	wh2_dlc11_spell_deep_tidecall
wh2_dlc11_effect_ability_disable_avast_ye	disable	wh2_dlc11_character_abilities_avast_ye
wh2_dlc11_effect_ability_disable_lightning_reflexes	disable	wh2_dlc11_lord_abilities_lightning_reflexes
wh2_dlc11_effect_ability_disable_taunt	disable	wh2_dlc11_character_abilities_taunt
wh2_dlc11_effect_ability_disable_throw_bombs	disable	wh2_dlc11_hero_abilities_bomb_throw
wh2_dlc11_effect_ability_enable_all_hands_hoay	enable	wh2_dlc11_character_abilities_all_hands_hoay
wh2_dlc11_effect_ability_enable_avast_ye	enable	wh2_dlc11_character_abilities_avast_ye
wh2_dlc11_effect_ability_enable_ballistic_enchantment	enable	wh2_dlc11_character_abilities_ballistic_enchantment
wh2_dlc11_effect_ability_enable_beyond_the_realm	enable	wh2_dlc11_character_abilities_beyond_the_realm
wh2_dlc11_effect_ability_enable_bound_purple_sun_of_xereus	enable	wh2_dlc11_spell_bound_the_purple_sun_of_xereus
wh2_dlc11_effect_ability_enable_bound_tidecall	enable	wh2_dlc11_spell_bound_tidecall
wh2_dlc11_effect_ability_enable_bound_wind_blast	enable	wh2_dlc11_spell_bound_wind_blast
wh2_dlc11_effect_ability_enable_cackle_fruit	enable	wh2_dlc11_character_abilities_cackle_fruit
wh2_dlc11_effect_ability_enable_captain_roths_moondial	enable	wh2_dlc11_item_abilities_captain_roths_moondial
wh2_dlc11_effect_ability_enable_claws_of_mourkain	enable	wh2_dlc11_lord_abilities_claws_of_mourkain
wh2_dlc11_effect_ability_enable_dark_protection	enable	wh2_dlc11_lord_abilities_dark_protection
wh2_dlc11_effect_ability_enable_dead_eyes	enable	wh2_dlc11_hero_passive_dead_eyes
wh2_dlc11_effect_ability_enable_denizens_of_the_deep	enable	wh2_dlc11_spell_deep_denizens_of_the_deep
wh2_dlc11_effect_ability_enable_drowned_dead	enable	wh2_dlc11_spell_vampires_drowned_dead
wh2_dlc11_effect_ability_enable_fog_of_the_damned	enable	wh2_dlc11_spell_deep_fog_of_the_damned
wh2_dlc11_effect_ability_enable_ghost_of_the_past_0	enable	wh2_dlc11_character_abilities_ghosts_of_the_past_0
wh2_dlc11_effect_ability_enable_ghost_of_the_past_1	disable	wh2_dlc11_character_abilities_ghosts_of_the_past_0
wh2_dlc11_effect_ability_enable_ghost_of_the_past_1	enable	wh2_dlc11_character_abilities_ghosts_of_the_past_1
wh2_dlc11_effect_ability_enable_ghost_of_the_past_2	disable	wh2_dlc11_character_abilities_ghosts_of_the_past_0
wh2_dlc11_effect_ability_enable_ghost_of_the_past_2	disable	wh2_dlc11_character_abilities_ghosts_of_the_past_1
wh2_dlc11_effect_ability_enable_ghost_of_the_past_2	enable	wh2_dlc11_character_abilities_ghosts_of_the_past_2
wh2_dlc11_effect_ability_enable_ghost_of_the_past_3	disable	wh2_dlc11_character_abilities_ghosts_of_the_past_0
wh2_dlc11_effect_ability_enable_ghost_of_the_past_3	disable	wh2_dlc11_character_abilities_ghosts_of_the_past_1
wh2_dlc11_effect_ability_enable_ghost_of_the_past_3	disable	wh2_dlc11_character_abilities_ghosts_of_the_past_2
wh2_dlc11_effect_ability_enable_ghost_ship	enable	wh2_dlc11_spell_deep_ghost_ship
wh2_dlc11_effect_ability_enable_ghoul_king_of_ushoran	enable	wh2_dlc11_lord_abilities_ghoul_king_of_ushoran
wh2_dlc11_effect_ability_enable_heart_piercing	enable	wh2_dlc11_lord_abilities_heart_piercing
wh2_dlc11_effect_ability_enable_helm_of_the_kraken	enable	wh2_dlc11_item_passive_helm_of_the_kraken
wh2_dlc11_effect_ability_enable_honour_or_death	enable	wh2_dlc11_lord_passive_honour_or_death
wh2_dlc11_effect_ability_enable_hornswaggle	enable	wh2_dlc11_character_abilities_hornswaggle
wh2_dlc11_effect_ability_enable_kiss_of_the_deep	enable	wh2_dlc11_lore_passive_kiss_of_the_deep
wh2_dlc11_effect_ability_enable_krakens_bane	enable	wh2_dlc11_weapon_passive_krakens_bane
wh2_dlc11_effect_ability_enable_krakens_pull	enable	wh2_dlc11_spell_deep_krakens_pull
wh2_dlc11_effect_ability_enable_lightning_reflexes	enable	wh2_dlc11_lord_abilities_lightning_reflexes
wh2_dlc11_effect_ability_enable_moonshine	enable	wh2_dlc11_item_abilities_moonshine
wh2_dlc11_effect_ability_enable_pyromaniac	enable	wh2_dlc11_character_abilities_pyromaniac
wh2_dlc11_effect_ability_enable_sacrilege	enable	wh2_dlc11_character_abilities_sacrilege
wh2_dlc11_effect_ability_enable_seduction	enable	wh2_dlc11_lord_abilities_seduction
wh2_dlc11_effect_ability_enable_slann_gold	enable	wh2_dlc11_item_abilities_slann_gold
wh2_dlc11_effect_ability_enable_spiteful_shot	enable	wh2_dlc11_spell_deep_spiteful_shot
wh2_dlc11_effect_ability_enable_storm_of_the_night	enable	wh2_dlc11_lord_abilities_storm_of_the_night
wh2_dlc11_effect_ability_enable_taunt	enable	wh2_dlc11_character_abilities_taunt
wh2_dlc11_effect_ability_enable_the_bordeleaux_flabellum	enable	wh2_dlc11_item_passive_the_bordeleaux_flabellum
wh2_dlc11_effect_ability_enable_throw_bombs_hidden	enable	wh2_dlc11_hero_abilities_bomb_throw
wh2_dlc11_effect_ability_enable_tidecall	enable	wh2_dlc11_spell_deep_tidecall
wh2_dlc11_effect_ability_enable_transfix	enable	wh2_dlc11_lord_abilities_transfix
wh2_dlc11_effect_ability_enable_transformation_of_kadon_varghulf	enable	wh2_dlc11_spell_beasts_transformation_of_kadon
wh2_dlc11_effect_ability_miscast_drowned_dead	miscast_percentage_mod	wh2_dlc11_spell_vampires_drowned_dead_upgraded
wh2_dlc11_effect_ability_miscast_fog_of_the_damned	miscast_percentage_mod	wh2_dlc11_spell_deep_fog_of_the_damned_upgraded
wh2_dlc11_effect_ability_miscast_ghost_ship	miscast_percentage_mod	wh2_dlc11_spell_deep_ghost_ship_upgraded
wh2_dlc11_effect_ability_miscast_krakens_pull	miscast_percentage_mod	wh2_dlc11_spell_deep_krakens_pull_upgraded
wh2_dlc11_effect_ability_miscast_spiteful_shot	miscast_percentage_mod	wh2_dlc11_spell_deep_spiteful_shot_upgraded
wh2_dlc11_effect_ability_miscast_tidecall	miscast_percentage_mod	wh2_dlc11_spell_deep_tidecall_upgraded
wh2_dlc11_effect_ability_overcast_drowned_dead	enable_overchage	wh2_dlc11_spell_vampires_drowned_dead
wh2_dlc11_effect_ability_overcast_drowned_dead	enable	wh2_dlc11_spell_vampires_drowned_dead
wh2_dlc11_effect_ability_overcast_fog_of_the_damned	enable_overchage	wh2_dlc11_spell_deep_fog_of_the_damned
wh2_dlc11_effect_ability_overcast_fog_of_the_damned	enable	wh2_dlc11_spell_deep_fog_of_the_damned
wh2_dlc11_effect_ability_overcast_ghost_ship	enable_overchage	wh2_dlc11_spell_deep_ghost_ship
wh2_dlc11_effect_ability_overcast_ghost_ship	enable	wh2_dlc11_spell_deep_ghost_ship
wh2_dlc11_effect_ability_overcast_krakens_pull	enable_overchage	wh2_dlc11_spell_deep_krakens_pull
wh2_dlc11_effect_ability_overcast_krakens_pull	enable	wh2_dlc11_spell_deep_krakens_pull
wh2_dlc11_effect_ability_overcast_spiteful_shot	enable_overchage	wh2_dlc11_spell_deep_spiteful_shot
wh2_dlc11_effect_ability_overcast_spiteful_shot	enable	wh2_dlc11_spell_deep_spiteful_shot
wh2_dlc11_effect_ability_overcast_tidecall	enable_overchage	wh2_dlc11_spell_deep_tidecall
wh2_dlc11_effect_ability_overcast_tidecall	enable	wh2_dlc11_spell_deep_tidecall
wh2_dlc11_effect_ability_uses_cackle_fruit_pyromaniac	uses_mod	wh2_dlc11_character_abilities_cackle_fruit
