land_unit_articulated_vehicle	index	max_angle	offset	radius	secondary_entity_index	docking_offset	pivot_0_target_offset	pivot_1_target_offset	pivot_2_target_offset
wh3_dlc23_chd_veh_skullcracker_2carriage_plus1	0	45.0000	1.0000	1.0000	-1	0.0000	0	2	0
wh3_dlc23_chd_veh_skullcracker_2dreadquake	0	45.0000	1.0000	1.0000	-1	0.0000	0	2	0
wh3_dlc23_chd_veh_skullcracker_3carriage	0	45.0000	1.0000	1.0000	-1	0.0000	0	2	0
wh3_dlc23_chd_veh_skullcracker_plus1	0	45.0000	1.0000	1.0000	-1	0.0000	0	2	0
wh3_main_cth_art_grand_cannon_articulation	0	45.0000	0.3000	1.7500	-1	0.0000	0	0	0
wh3_main_ogr_gnoblar_scraplauncher_ironblaster	0	10.0000	0.2000	1.7500	-1	0.0000	0	0	0
wh3_main_vehicle_heavy_war_sled	0	40.0000	0.4500	2.1500	-1	0.0000	0	0	0
wh3_main_vehicle_light_war_sled	0	40.0000	0.4500	2.1500	-1	0.0000	0	0	0
wh3_main_vehicle_little_grom	0	40.0000	0.4500	2.1500	-1	0.0000	0	0	0
wh3_main_vehicle_sla_exalted_seeker_chariot	0	30.0000	1.5000	2.0000	-1	0.0000	0	0	0
wh3_main_vehicle_sla_hellflayer	0	30.0000	1.5000	1.2500	-1	0.0000	0	0	0
wh3_main_vehicle_sla_seeker_chariot	0	45.0000	0.5000	1.7500	-1	0.0000	0	0	0
wh3_main_vehicle_war_compass	0	60.0000	0.0000	2.1500	-1	0.0000	0	0	0
wh_dlc01_chs_chariot_gorebeast	0	75.0000	0.0000	1.2500	-1	0.0000	0	0	0
wh_dlc03_bst_razorgor_chariot	0	45.0000	0.5000	1.5000	-1	0.0000	0	0	0
wh_dlc04_vmp_corpse_cart	0	80.0000	0.4000	1.2500	-1	0.0000	0	0	0
wh_dlc04_vmp_mortis_engine	0	45.0000	1.2500	1.7500	-1	0.0000	0	0	0
wh_dlc08_nor_chariot_wolf	0	75.0000	0.5000	1.7500	-1	0.0000	0	0	0
wh_main_chs_chariot_horse	0	75.0000	0.0000	1.2500	-1	0.0000	0	0	0
wh_main_emp_luminark_war_altar	0	60.0000	0.8000	1.2500	-1	0.0000	0	0	0
wh_main_grn_boar_chariot	0	75.0000	0.5000	1.2500	-1	0.0000	0	0	0
wh_main_grn_wolf_chariot	0	35.0000	0.1000	1.0000	-1	0.0000	0	0	0
wh_main_vmp_black_coach	0	45.0000	1.2000	1.0000	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_2carriage_plus1	10	0.0000	26.3000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_3carriage	10	0.0000	27.5500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_2carriage_plus1	10	45.0000	24.5000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_2dreadquake	10	45.0000	24.5000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_3carriage	10	45.0000	24.5000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_2carriage_plus1	11	45.0000	30.8000	2.5000	2	0.0000	-2	0	0
wh3_dlc23_chd_veh_iron_daemon_3carriage	11	45.0000	30.8500	2.5000	2	-1.6000	0	-2	2
wh3_dlc23_chd_veh_skullcracker_2carriage_plus1	11	0.0000	25.5000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_3carriage	11	0.0000	26.7000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_3carriage	12	0.0000	34.2000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_2carriage_plus1	12	45.0000	29.1500	2.0000	2	0.0000	-2	0	0
wh3_dlc23_chd_veh_skullcracker_3carriage	12	45.0000	30.0000	2.5000	2	-0.8000	0	-2	2
wh3_dlc23_chd_veh_iron_daemon_3carriage	13	45.0000	35.9500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_3carriage	13	0.0000	33.3500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_3carriage	14	45.0000	35.1000	0.2500	-1	0.0000	0	0	0
articulated	1	45.0000	4.0000	0.9500	-1	0.0000	0	0	0
wh2_dlc09_tmb_chariot	1	80.0000	2.5000	0.2500	-1	0.0000	0	0	0
wh2_dlc09_tmb_chariot_arkhan	1	80.0000	3.0000	0.2500	-1	0.0000	0	0	0
wh2_dlc09_tmb_chariot_settra	1	80.0000	3.0000	0.2500	-1	0.0000	0	0	0
wh2_dlc13_emp_war_wagon	1	60.0000	2.7000	0.2500	-1	0.0000	0	0	0
wh2_dlc13_emp_war_wagon_artillery	1	60.0000	2.7000	0.2500	-1	0.0000	0	0	0
wh2_dlc14_def_scourgerunner_chariot	1	85.0000	3.5000	0.2500	-1	0.0000	0	0	0
wh2_dlc15_grn_grom_chariot	1	75.0000	2.5000	0.2500	-1	0.0000	0	0	0
wh2_dlc17_bst_tuskgor_chariot	1	50.0000	2.0000	0.2500	-1	0.0000	0	0	0
wh2_main_def_cold_one_chariot	1	85.0000	3.5000	0.2500	-1	0.0000	0	0	0
wh2_main_hef_ithilmar_chariot	1	75.0000	2.1000	0.2500	-1	0.0000	0	0	0
wh2_main_hef_tiranoc_chariot	1	75.0000	2.1000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_dreadquake_mortar	1	45.0000	3.5000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon	1	45.0000	3.5000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_1carriage	1	45.0000	4.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_1carriage_plus1	1	45.0000	4.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_2carriage	1	45.0000	4.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_2carriage_plus1	1	45.0000	4.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_3carriage	1	45.0000	4.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_plus1	1	45.0000	3.5000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker	1	45.0000	2.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_1carriage	1	45.0000	2.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_1carriage_plus1	1	45.0000	2.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_2carriage_plus1	1	45.0000	2.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_2dreadquake	1	45.0000	2.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_3carriage	1	45.0000	2.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_plus1	1	45.0000	2.2500	0.2500	-1	0.0000	0	0	0
wh3_main_cth_art_grand_cannon_articulation	1	45.0000	2.5000	0.2500	-1	0.0000	0	0	0
wh3_main_ogr_gnoblar_scraplauncher_ironblaster	1	10.0000	2.2500	0.2500	-1	0.0000	0	0	0
wh3_main_vehicle_heavy_war_sled	1	40.0000	3.5000	0.2500	-1	0.0000	0	0	0
wh3_main_vehicle_light_war_sled	1	40.0000	3.5000	0.2500	-1	0.0000	0	0	0
wh3_main_vehicle_little_grom	1	40.0000	3.5000	0.2500	-1	0.0000	0	0	0
wh3_main_vehicle_sla_exalted_seeker_chariot	1	30.0000	4.7000	0.2500	-1	0.0000	0	0	0
wh3_main_vehicle_sla_hellflayer	1	30.0000	3.7500	0.2500	-1	0.0000	0	0	0
wh3_main_vehicle_sla_seeker_chariot	1	45.0000	3.2000	0.2500	-1	0.0000	0	0	0
wh3_main_vehicle_war_compass	1	60.0000	3.5000	0.2500	-1	0.0000	0	0	0
wh_dlc01_chs_chariot_gorebeast	1	75.0000	1.6500	0.2500	-1	0.0000	0	0	0
wh_dlc03_bst_razorgor_chariot	1	45.0000	3.0000	0.2500	-1	0.0000	0	0	0
wh_dlc04_vmp_corpse_cart	1	80.0000	2.0000	0.2500	-1	0.0000	0	0	0
wh_dlc04_vmp_mortis_engine	1	45.0000	4.0000	0.9500	-1	0.0000	0	0	0
wh_dlc08_nor_chariot_wolf	1	75.0000	3.2000	0.2500	-1	0.0000	0	0	0
wh_main_chs_chariot_horse	1	75.0000	2.4000	0.2500	-1	0.0000	0	0	0
wh_main_emp_luminark_war_altar	1	60.0000	2.7000	0.2500	-1	0.0000	0	0	0
wh_main_grn_boar_chariot	1	75.0000	2.2500	0.2500	-1	0.0000	0	0	0
wh_main_grn_wolf_chariot	1	35.0000	1.3000	0.1500	-1	0.0000	0	0	0
wh_main_vmp_black_coach	1	45.0000	3.7500	1.0000	-1	0.0000	0	0	0
articulated	2	45.0000	6.0000	0.9500	-1	0.0000	0	0	0
wh2_dlc09_tmb_chariot	2	80.0000	4.4000	1.6500	-1	0.0000	0	0	0
wh2_dlc09_tmb_chariot_arkhan	2	80.0000	5.0000	1.6500	-1	0.0000	0	0	0
wh2_dlc09_tmb_chariot_settra	2	80.0000	5.0000	1.6500	-1	0.0000	0	0	0
wh2_dlc13_emp_war_wagon	2	60.0000	5.0000	1.5000	-1	0.0000	0	0	0
wh2_dlc13_emp_war_wagon_artillery	2	60.0000	5.0000	1.5000	-1	0.0000	0	0	0
wh2_dlc14_def_scourgerunner_chariot	2	85.0000	6.2500	1.7500	-1	0.0000	0	0	0
wh2_dlc15_grn_grom_chariot	2	75.0000	4.0000	1.2500	-1	0.0000	0	0	0
wh2_dlc17_bst_tuskgor_chariot	2	50.0000	3.5000	1.2500	-1	0.0000	0	0	0
wh2_main_def_cold_one_chariot	2	85.0000	6.0000	1.7500	-1	0.0000	0	0	0
wh2_main_hef_ithilmar_chariot	2	75.0000	3.7000	1.2500	-1	0.0000	0	0	0
wh2_main_hef_tiranoc_chariot	2	75.0000	3.7000	1.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_dreadquake_mortar	2	0.0000	5.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon	2	0.0000	4.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_1carriage	2	0.0000	6.3000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_1carriage_plus1	2	0.0000	6.3000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_2carriage	2	0.0000	6.3000	0.2500	-1	0.0000	-2	0	0
wh3_dlc23_chd_veh_iron_daemon_2carriage_plus1	2	0.0000	6.3000	0.2500	-1	0.0000	-2	0	0
wh3_dlc23_chd_veh_iron_daemon_3carriage	2	0.0000	6.3000	0.2500	-1	0.0000	-2	0	0
wh3_dlc23_chd_veh_iron_daemon_plus1	2	45.0000	4.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker	2	45.0000	3.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_1carriage	2	45.0000	3.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_1carriage_plus1	2	45.0000	3.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_2carriage_plus1	2	45.0000	3.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_2dreadquake	2	45.0000	3.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_3carriage	2	45.0000	3.2500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_plus1	2	45.0000	3.2500	0.2500	-1	0.0000	0	0	0
wh3_main_cth_art_grand_cannon_articulation	2	45.0000	4.0000	1.2500	-1	0.0000	0	0	0
wh3_main_ogr_gnoblar_scraplauncher_ironblaster	2	10.0000	4.7500	2.2500	-1	0.0000	0	0	0
wh3_main_vehicle_heavy_war_sled	2	40.0000	6.0000	1.9000	-1	0.0000	0	0	0
wh3_main_vehicle_light_war_sled	2	40.0000	6.0000	1.9000	-1	0.0000	0	0	0
wh3_main_vehicle_little_grom	2	40.0000	6.0000	1.9000	-1	0.0000	0	0	0
wh3_main_vehicle_sla_exalted_seeker_chariot	2	30.0000	7.0000	2.0000	-1	0.0000	0	0	0
wh3_main_vehicle_sla_hellflayer	2	30.0000	5.5000	1.5000	-1	0.0000	0	0	0
wh3_main_vehicle_sla_seeker_chariot	2	45.0000	5.0000	1.5000	-1	0.0000	0	0	0
wh3_main_vehicle_war_compass	2	60.0000	6.0000	2.1500	-1	0.0000	0	0	0
wh_dlc01_chs_chariot_gorebeast	2	75.0000	3.2500	1.2500	-1	0.0000	0	0	0
wh_dlc03_bst_razorgor_chariot	2	45.0000	4.5000	1.2500	-1	0.0000	0	0	0
wh_dlc04_vmp_corpse_cart	2	80.0000	3.5000	1.2500	-1	0.0000	0	0	0
wh_dlc04_vmp_mortis_engine	2	45.0000	6.0000	0.9500	-1	0.0000	0	0	0
wh_dlc08_nor_chariot_wolf	2	75.0000	5.0000	1.5000	-1	0.0000	0	0	0
wh_main_chs_chariot_horse	2	75.0000	4.0000	1.2500	-1	0.0000	0	0	0
wh_main_emp_luminark_war_altar	2	60.0000	5.0000	1.5000	-1	0.0000	0	0	0
wh_main_grn_boar_chariot	2	75.0000	3.5000	1.0000	-1	0.0000	0	0	0
wh_main_grn_wolf_chariot	2	35.0000	2.2000	0.7500	-1	0.0000	0	0	0
wh_main_vmp_black_coach	2	45.0000	6.0000	1.0000	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_1carriage	3	45.0000	9.6500	2.5000	0	-1.6000	0	-2	2
wh3_dlc23_chd_veh_iron_daemon_1carriage_plus1	3	45.0000	9.6500	2.5000	0	-1.6000	0	-2	2
wh3_dlc23_chd_veh_iron_daemon_2carriage	3	45.0000	9.6500	2.5000	0	-1.6000	0	-2	2
wh3_dlc23_chd_veh_iron_daemon_2carriage_plus1	3	45.0000	9.6500	2.5000	0	-1.6000	0	-2	2
wh3_dlc23_chd_veh_iron_daemon_3carriage	3	45.0000	9.6500	2.5000	0	-1.6000	0	-2	2
wh3_dlc23_chd_veh_iron_daemon_plus1	3	0.0000	5.1000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_1carriage	3	0.0000	5.5000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_1carriage_plus1	3	0.0000	5.5000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_2carriage_plus1	3	0.0000	5.5000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_2dreadquake	3	0.0000	5.5000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_3carriage	3	0.0000	5.5000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_plus1	3	0.0000	4.3000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_1carriage	4	0.0000	13.0000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_1carriage_plus1	4	0.0000	13.0000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_2carriage	4	0.0000	13.0000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_2carriage_plus1	4	0.0000	13.0000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_3carriage	4	0.0000	13.0000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_plus1	4	45.0000	9.6000	2.5000	0	0.0000	-2	0	0
wh3_dlc23_chd_veh_skullcracker_1carriage	4	45.0000	8.8500	2.5000	0	-0.8000	0	-2	2
wh3_dlc23_chd_veh_skullcracker_1carriage_plus1	4	45.0000	8.8500	2.5000	0	-0.8000	0	-2	2
wh3_dlc23_chd_veh_skullcracker_2carriage_plus1	4	45.0000	8.8500	2.5000	0	-0.8000	0	-2	2
wh3_dlc23_chd_veh_skullcracker_2dreadquake	4	45.0000	8.8500	2.5000	0	-0.8000	0	-2	2
wh3_dlc23_chd_veh_skullcracker_3carriage	4	45.0000	8.8500	2.5000	0	-0.8000	0	-2	2
wh3_dlc23_chd_veh_skullcracker_plus1	4	45.0000	8.0000	2.0000	0	0.0000	-2	0	0
wh3_dlc23_chd_veh_iron_daemon_1carriage	5	45.0000	14.7500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_1carriage_plus1	5	45.0000	14.7500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_2carriage	5	45.0000	14.7500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_2carriage_plus1	5	45.0000	14.7500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_3carriage	5	45.0000	14.7500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_1carriage	5	0.0000	12.2000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_1carriage_plus1	5	0.0000	12.2000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_2carriage_plus1	5	0.0000	12.2000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_2dreadquake	5	0.0000	12.2000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_3carriage	5	0.0000	12.2000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_1carriage_plus1	6	0.0000	15.7500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_2carriage	6	0.0000	16.9500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_2carriage_plus1	6	0.0000	16.9500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_3carriage	6	0.0000	16.9500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_1carriage	6	45.0000	13.9000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_1carriage_plus1	6	45.0000	13.9000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_2carriage_plus1	6	45.0000	13.9000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_2dreadquake	6	45.0000	13.9000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_3carriage	6	45.0000	13.9000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_1carriage_plus1	7	45.0000	20.2000	2.5000	1	0.0000	-2	0	0
wh3_dlc23_chd_veh_iron_daemon_2carriage	7	45.0000	20.2500	2.5000	1	-1.6000	0	-2	2
wh3_dlc23_chd_veh_iron_daemon_2carriage_plus1	7	45.0000	20.2500	2.5000	1	-1.6000	0	-2	2
wh3_dlc23_chd_veh_iron_daemon_3carriage	7	45.0000	20.2500	2.5000	1	-1.6000	0	-2	2
wh3_dlc23_chd_veh_skullcracker_1carriage_plus1	7	0.0000	14.9000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_2carriage_plus1	7	0.0000	16.1000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_2dreadquake	7	0.0000	16.1000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_3carriage	7	0.0000	16.1000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_2carriage	8	0.0000	23.6000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_2carriage_plus1	8	0.0000	23.6000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_3carriage	8	0.0000	23.6000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_1carriage_plus1	8	45.0000	18.6000	2.0000	1	0.0000	-2	0	0
wh3_dlc23_chd_veh_skullcracker_2carriage_plus1	8	45.0000	19.4000	2.5000	1	-0.8000	0	-2	2
wh3_dlc23_chd_veh_skullcracker_2dreadquake	8	45.0000	19.4000	2.5000	1	-0.8000	0	-2	2
wh3_dlc23_chd_veh_skullcracker_3carriage	8	45.0000	19.4000	2.5000	1	-0.8000	0	-2	2
wh3_dlc23_chd_veh_iron_daemon_2carriage	9	45.0000	25.3500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_2carriage_plus1	9	45.0000	24.8000	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_iron_daemon_3carriage	9	45.0000	25.3500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_2carriage_plus1	9	0.0000	22.7500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_2dreadquake	9	0.0000	22.7500	0.2500	-1	0.0000	0	0	0
wh3_dlc23_chd_veh_skullcracker_3carriage	9	0.0000	22.7500	0.2500	-1	0.0000	0	0	0
