ability_group	icon_path	special_edition_mask	sort_order	is_naval	button_name	sound_event	is_composite_group	unique_id	sound_switch	show_lore_icon	colour_hex
wh3_main_lore_nurgle_upgraded	UI\Battle UI\ability_icons\wh3_main_lore_passive_children_of_nurgle.png	0	0	false	lore_nurgle	Play_WH_UI_Ability_Click_Generic_Light	true	1788811574	Nurgle	false	54A618
wh3_main_lore_of_great_maw	UI\Battle UI\ability_icons\wh3_main_lore_passive_bloodgruel.png	0	30	false	lore_the_great_maw	Play_WH_UI_Ability_Click_Generic_Big_Waaagh	false	2101134799	Great_Maw	true	770101
wh3_main_lore_of_great_maw_upgraded	UI\Battle UI\ability_icons\wh3_main_lore_passive_bloodgruel.png	0	0	false	lore_the_great_maw	Play_WH_UI_Ability_Click_Generic_Big_Waaagh	true	1235019670	Great_Maw	false	770101
wh3_main_lore_of_ice	UI\Battle UI\ability_icons\wh3_main_lore_passive_frost_shield.png	0	31	false	lore_ice	Play_WH_UI_Ability_Click_Generic_Heavens	false	763137278	Ice	true	52C5FF
wh3_main_lore_of_ice_upgraded	UI\Battle UI\ability_icons\wh3_main_lore_passive_frost_shield.png	0	0	false	lore_ice	Play_WH_UI_Ability_Click_Generic_Heavens	true	1607452163	Ice	false	52C5FF
wh3_main_lore_of_tempest	UI\Battle UI\ability_icons\wh3_main_lore_passive_freezing_winds.png	0	32	false	lore_tempest	Play_WH_UI_Ability_Click_Generic_Heavens	false	1040159474	Tempest	true	25DBDB
wh3_main_lore_of_tempest_upgraded	UI\Battle UI\ability_icons\wh3_main_lore_passive_freezing_winds.png	0	0	false	lore_tempest	Play_WH_UI_Ability_Click_Generic_Heavens	true	1575468581	Tempest	false	25DBDB
wh3_main_lore_of_yang	UI\Battle UI\ability_icons\wh3_main_lore_passive_strength_of_yang.png	0	34	false	lore_yang	Play_WH_UI_Ability_Click_Generic_Heavens	false	1508094048	Yang	true	FAFAFA
wh3_main_lore_of_yang_upgraded	UI\Battle UI\ability_icons\wh3_main_lore_passive_strength_of_yang.png	0	0	false	lore_yang	Play_WH_UI_Ability_Click_Generic_Heavens	true	28939398	Yang	false	FAFAFA
wh3_main_lore_of_yin	UI\Battle UI\ability_icons\wh3_main_lore_passive_power_of_yin.png	0	35	false	lore_yin	Play_WH_UI_Ability_Click_Generic_Heavens	false	1854875344	Yin	true	212121
wh3_main_lore_of_yin_upgraded	UI\Battle UI\ability_icons\wh3_main_lore_passive_power_of_yin.png	0	0	false	lore_yin	Play_WH_UI_Ability_Click_Generic_Heavens	true	1184823644	Yin	false	212121
wh3_main_lore_slaanesh	UI\Battle UI\ability_icons\wh3_main_lore_passive_blissful_rapture.png	0	29	false	lore_slaanesh	Play_WH_UI_Ability_Click_Generic_Death	false	331434542	Slaanesh	true	871983
wh3_main_lore_slaanesh_upgraded	UI\Battle UI\ability_icons\wh3_main_lore_passive_blissful_rapture.png	0	0	false	lore_slaanesh	Play_WH_UI_Ability_Click_Generic_Death	true	1197495885	Slaanesh	false	871983
wh3_main_lore_storm_dragon	UI\Battle UI\ability_icons\wh2_main_lore_passive_combined.png	0	0	false	lore_death	Play_WH_UI_Ability_Click_Generic_Light	true	1716304709	Death	true	615B57
wh3_main_lore_tzeentch	UI\Battle UI\ability_icons\wh3_main_lore_passive_fires_of_change.png	0	28	false	lore_tzeentch	Play_WH_UI_Ability_Click_Generic_Fire	false	1546522929	Tzeentch	true	4E49F2
wh3_main_lore_tzeentch_upgraded	UI\Battle UI\ability_icons\wh3_main_lore_passive_fires_of_change.png	0	0	false	lore_tzeentch	Play_WH_UI_Ability_Click_Generic_Fire	true	1202825050	Tzeentch	false	4E49F2
wh_dlc03_lore_beasts	UI\Battle UI\ability_icons\wh_dlc03_lore_passive_wild_heart.png	0	10	false	lore_beasts	Play_WH_UI_Ability_Click_Generic_Beasts	false	1778681927	Beasts	true	FFB700
wh_dlc03_lore_beasts_upgraded	UI\Battle UI\ability_icons\wh_dlc03_lore_passive_wild_heart.png	0	0	false	lore_beasts	Play_WH_UI_Ability_Click_Generic_Beasts	true	192347045	Beasts	false	FFB700
wh_dlc03_lore_wild	UI\Battle UI\ability_icons\wh_dlc03_lore_passive_bestial_surge.png	0	9	false	lore_wild	Play_WH_UI_Ability_Click_Generic_Wild	false	1938380333	Wild	true	098256
wh_dlc03_lore_wild_upgraded	UI\Battle UI\ability_icons\wh_dlc03_lore_passive_bestial_surge.png	0	0	false	lore_wild	Play_WH_UI_Ability_Click_Generic_Wild	true	1911463326	Wild	false	098256
wh_dlc04_lore_helman_ghorst	UI\Battle UI\ability_icons\wh_main_lore_passive_the_curse_of_undeath.png	0	0	false	lore_vampire	Play_WH_UI_Ability_Click_Generic_Vampire	true	1094650400	Vampires	true	770101
wh_dlc04_lore_strigoi	UI\Battle UI\ability_icons\wh_main_lore_passive_the_curse_of_undeath.png	0	0	false	lore_vampire	Play_WH_UI_Ability_Click_Generic_Vampire	true	155711710	Vampires	true	770101
wh_dlc05_lore_branchwraith	UI\Battle UI\ability_icons\wh_dlc05_lore_passive_smoke_and_mirrors.png	0	0	false	lore_shadow	Play_WH_UI_Ability_Click_Generic_Shadow	true	1741765605	Shadow	true	47518B
wh_dlc05_lore_life	UI\Battle UI\ability_icons\wh_dlc05_spell_life_life_bloom.png	0	11	false	lore_life	Play_WH_UI_Ability_Click_Generic_Life	false	1549073056	Life	true	92ED42
wh_dlc05_lore_life_upgraded	UI\Battle UI\ability_icons\wh_dlc05_spell_life_life_bloom.png	0	0	false	lore_life	Play_WH_UI_Ability_Click_Generic_Life	true	1408436940	Life	false	92ED42
wh_dlc05_lore_shadows	UI\Battle UI\ability_icons\wh_dlc05_lore_passive_smoke_and_mirrors.png	0	8	false	lore_shadow	Play_WH_UI_Ability_Click_Generic_Shadow	false	205861	Shadow	true	47518B
wh_dlc05_lore_shadows_upgraded	UI\Battle UI\ability_icons\wh_dlc05_lore_passive_smoke_and_mirrors.png	0	0	false	lore_shadow	Play_WH_UI_Ability_Click_Generic_Shadow	true	1364673264	Shadow	false	47518B
wh_dlc08_lore_arzik	UI\Battle UI\ability_icons\wh_main_lore_passive_metalshifting.png	0	0	false	lore_metal	Play_WH_UI_Ability_Click_Generic_Metal	true	1133179566	Metal	true	922900
wh_dlc08_lore_kihar	UI\Battle UI\ability_icons\wh_main_lore_passive_kindleflame.png	0	0	false	lore_fire	Play_WH_UI_Ability_Click_Generic_Fire	true	1584972365	Fire	true	D35F12
wh_main_lore_big_waaagh	UI\Battle UI\ability_icons\wh_main_lore_passive_power_of_da_waaagh.png	0	1	false	lore_big_waaagh	Play_WH_UI_Ability_Click_Generic_Big_Waaagh	false	1159122690	Big_Waaagh	true	346C00
wh_main_lore_big_waaagh_upgraded	UI\Battle UI\ability_icons\wh_main_lore_passive_power_of_da_waaagh.png	0	0	false	lore_big_waaagh	Play_WH_UI_Ability_Click_Generic_Big_Waaagh	true	1132347142	Big_Waaagh	false	346C00
wh_main_lore_death	UI\Battle UI\ability_icons\wh_main_lore_passive_life_leeching.png	0	5	false	lore_death	Play_WH_UI_Ability_Click_Generic_Death	false	1462084726	Death	true	46003B
wh_main_lore_death_upgraded	UI\Battle UI\ability_icons\wh_main_lore_passive_life_leeching.png	0	0	false	lore_death	Play_WH_UI_Ability_Click_Generic_Death	true	1053662033	Death	false	46003B
wh_main_lore_fire	UI\Battle UI\ability_icons\wh_main_lore_passive_kindleflame.png	0	4	false	lore_fire	Play_WH_UI_Ability_Click_Generic_Fire	false	614089874	Fire	true	D35F12
wh_main_lore_fire_upgraded	UI\Battle UI\ability_icons\wh_main_lore_passive_kindleflame.png	0	0	false	lore_fire	Play_WH_UI_Ability_Click_Generic_Fire	true	1562965566	Fire	false	D35F12
wh_main_lore_heavens	UI\Battle UI\ability_icons\wh_main_lore_passive_roiling_skies.png	0	3	false	lore_heavens	Play_WH_UI_Ability_Click_Generic_Heavens	false	544581598	Heavens	true	1D86B2
wh_main_lore_heavens_upgraded	UI\Battle UI\ability_icons\wh_main_lore_passive_roiling_skies.png	0	0	false	lore_heavens	Play_WH_UI_Ability_Click_Generic_Heavens	true	492765939	Heavens	false	1D86B2
wh_main_lore_light	UI\Battle UI\ability_icons\wh_main_lore_passive_exorcism.png	0	2	false	lore_light	Play_WH_UI_Ability_Click_Generic_Light	false	848497641	Light	true	E6E6A0
wh_main_lore_light_upgraded	UI\Battle UI\ability_icons\wh_main_lore_passive_exorcism.png	0	0	false	lore_light	Play_WH_UI_Ability_Click_Generic_Light	true	889609498	Light	false	E6E6A0
wh_main_lore_lil_waaagh	UI\Battle UI\ability_icons\wh_main_lore_passive_sneaky_stealin.png	0	0	false	lore_lil_waaagh	Play_WH_UI_Ability_Click_Generic_Lil_Waaagh	false	368736265	Lil_Waaagh	true	B3D448
wh_main_lore_lil_waaagh_upgraded	UI\Battle UI\ability_icons\wh_main_lore_passive_sneaky_stealin.png	0	0	false	lore_lil_waaagh	Play_WH_UI_Ability_Click_Generic_Lil_Waaagh	true	179804150	Lil_Waaagh	false	B3D448
wh_main_lore_metal	UI\Battle UI\ability_icons\wh_main_lore_passive_metalshifting.png	0	7	false	lore_metal	Play_WH_UI_Ability_Click_Generic_Metal	false	1242103482	Metal	true	922900
wh_main_lore_metal_upgraded	UI\Battle UI\ability_icons\wh_main_lore_passive_metalshifting.png	0	0	false	lore_metal	Play_WH_UI_Ability_Click_Generic_Metal	true	257896809	Metal	false	922900
wh_main_lore_vampires	UI\Battle UI\ability_icons\wh_main_lore_passive_the_curse_of_undeath.png	0	6	false	lore_vampire	Play_WH_UI_Ability_Click_Generic_Vampire	false	2070899364	Vampires	true	770101
wh_main_lore_vampires_upgraded	UI\Battle UI\ability_icons\wh_main_lore_passive_the_curse_of_undeath.png	0	0	false	lore_vampire	Play_WH_UI_Ability_Click_Generic_Vampire	true	593927314	Vampires	true	770101
wh_pro03_lore_kemmler	UI\Battle UI\ability_icons\wh_main_lore_passive_the_curse_of_undeath.png	0	0	false	lore_vampire		false	1279318771	Vampires	true	770101
