member	pooled_resource
wh2_dlc14_pooled_resource_eshin_reputation_mors_6	skv_clan_mors
wh2_dlc14_pooled_resource_eshin_reputation_mors_7	skv_clan_mors
wh2_dlc14_pooled_resource_eshin_reputation_moulder_1	skv_clan_moulder
wh2_dlc14_pooled_resource_eshin_reputation_moulder_2	skv_clan_moulder
wh2_dlc14_pooled_resource_eshin_reputation_moulder_3	skv_clan_moulder
wh2_dlc14_pooled_resource_eshin_reputation_moulder_4	skv_clan_moulder
wh2_dlc14_pooled_resource_eshin_reputation_moulder_5	skv_clan_moulder
wh2_dlc14_pooled_resource_eshin_reputation_moulder_6	skv_clan_moulder
wh2_dlc14_pooled_resource_eshin_reputation_moulder_7	skv_clan_moulder
wh2_dlc14_pooled_resource_eshin_reputation_pestilens_1	skv_clan_pestilens
wh2_dlc14_pooled_resource_eshin_reputation_pestilens_2	skv_clan_pestilens
wh2_dlc14_pooled_resource_eshin_reputation_pestilens_3	skv_clan_pestilens
wh2_dlc14_pooled_resource_eshin_reputation_pestilens_4	skv_clan_pestilens
wh2_dlc14_pooled_resource_eshin_reputation_pestilens_5	skv_clan_pestilens
wh2_dlc14_pooled_resource_eshin_reputation_pestilens_6	skv_clan_pestilens
wh2_dlc14_pooled_resource_eshin_reputation_pestilens_7	skv_clan_pestilens
wh2_dlc14_pooled_resource_eshin_reputation_skryre_1	skv_clan_skryre
wh2_dlc14_pooled_resource_eshin_reputation_skryre_2	skv_clan_skryre
wh2_dlc14_pooled_resource_eshin_reputation_skryre_3	skv_clan_skryre
wh2_dlc14_pooled_resource_eshin_reputation_skryre_4	skv_clan_skryre
wh2_dlc14_pooled_resource_eshin_reputation_skryre_5	skv_clan_skryre
wh2_dlc14_pooled_resource_eshin_reputation_skryre_6	skv_clan_skryre
wh2_dlc14_pooled_resource_eshin_reputation_skryre_7	skv_clan_skryre
wh2_dlc14_pooled_resource_malus_sanity_1	def_malus_sanity
wh2_dlc14_pooled_resource_malus_sanity_2	def_malus_sanity
wh2_dlc14_pooled_resource_malus_sanity_3	def_malus_sanity
wh2_dlc14_pooled_resource_malus_sanity_4	def_malus_sanity
wh2_dlc14_pooled_resource_malus_sanity_5	def_malus_sanity
wh2_dlc14_pooled_resource_malus_sanity_6	def_malus_sanity
wh2_dlc14_pooled_resource_malus_sanity_7	def_malus_sanity
wh2_dlc15_pooled_resource_greenskins_waaagh_1	grn_waaagh
wh2_dlc15_pooled_resource_greenskins_waaagh_2	grn_waaagh
wh2_dlc15_pooled_resource_greenskins_waaagh_3	grn_waaagh
wh2_dlc15_pooled_resource_greenskins_waaagh_4	grn_waaagh
wh2_dlc15_pooled_resource_yvresse_defence_0	yvresse_defence
wh2_dlc15_pooled_resource_yvresse_defence_1	yvresse_defence
wh2_dlc15_pooled_resource_yvresse_defence_2	yvresse_defence
wh2_dlc15_pooled_resource_yvresse_defence_3	yvresse_defence
wh2_dlc16_pooled_resource_throt_flesh_lab_growth_vat_1	skv_growth_vat
wh2_dlc16_pooled_resource_throt_flesh_lab_growth_vat_2	skv_growth_vat
wh2_dlc16_pooled_resource_throt_flesh_lab_growth_vat_3	skv_growth_vat
wh2_dlc16_pooled_resource_throt_flesh_lab_growth_vat_4	skv_growth_vat
wh2_dlc16_pooled_resource_throt_flesh_lab_growth_vat_5	skv_growth_vat
wh2_dlc16_pooled_resource_world_roots_health_athel_loren_0	wef_worldroots_athel_loren
wh2_dlc16_pooled_resource_world_roots_health_athel_loren_1	wef_worldroots_athel_loren
wh2_dlc16_pooled_resource_world_roots_health_athel_loren_2	wef_worldroots_athel_loren
wh2_dlc16_pooled_resource_world_roots_health_athel_loren_3	wef_worldroots_athel_loren
wh2_dlc16_pooled_resource_world_roots_health_athel_loren_4	wef_worldroots_athel_loren
wh2_dlc16_pooled_resource_world_roots_health_emerald_pools_0	wef_worldroots_emerald_pools
wh2_dlc16_pooled_resource_world_roots_health_emerald_pools_1	wef_worldroots_emerald_pools
wh2_dlc16_pooled_resource_world_roots_health_emerald_pools_2	wef_worldroots_emerald_pools
wh2_dlc16_pooled_resource_world_roots_health_emerald_pools_3	wef_worldroots_emerald_pools
wh2_dlc16_pooled_resource_world_roots_health_emerald_pools_4	wef_worldroots_emerald_pools
wh2_dlc16_pooled_resource_world_roots_health_gaean_vale_0	wef_worldroots_gaean_vale
wh2_dlc16_pooled_resource_world_roots_health_gaean_vale_1	wef_worldroots_gaean_vale
wh2_dlc16_pooled_resource_world_roots_health_gaean_vale_2	wef_worldroots_gaean_vale
wh2_dlc16_pooled_resource_world_roots_health_gaean_vale_3	wef_worldroots_gaean_vale
wh2_dlc16_pooled_resource_world_roots_health_gaean_vale_4	wef_worldroots_gaean_vale
wh2_dlc16_pooled_resource_world_roots_health_gryphon_wood_0	wef_worldroots_gryphon_wood
wh2_dlc16_pooled_resource_world_roots_health_gryphon_wood_1	wef_worldroots_gryphon_wood
wh2_dlc16_pooled_resource_world_roots_health_gryphon_wood_2	wef_worldroots_gryphon_wood
wh2_dlc16_pooled_resource_world_roots_health_gryphon_wood_3	wef_worldroots_gryphon_wood
wh2_dlc16_pooled_resource_world_roots_health_gryphon_wood_4	wef_worldroots_gryphon_wood
wh2_dlc16_pooled_resource_world_roots_health_heart_of_the_jungle_0	wef_worldroots_heart_of_the_jungle
wh2_dlc16_pooled_resource_world_roots_health_heart_of_the_jungle_1	wef_worldroots_heart_of_the_jungle
wh2_dlc16_pooled_resource_world_roots_health_heart_of_the_jungle_2	wef_worldroots_heart_of_the_jungle
wh2_dlc16_pooled_resource_world_roots_health_heart_of_the_jungle_3	wef_worldroots_heart_of_the_jungle
wh2_dlc16_pooled_resource_world_roots_health_heart_of_the_jungle_4	wef_worldroots_heart_of_the_jungle
wh2_dlc16_pooled_resource_world_roots_health_jungles_of_chian_0	wef_worldroots_jungles_of_chian
wh2_dlc16_pooled_resource_world_roots_health_jungles_of_chian_1	wef_worldroots_jungles_of_chian
wh2_dlc16_pooled_resource_world_roots_health_jungles_of_chian_2	wef_worldroots_jungles_of_chian
wh2_dlc16_pooled_resource_world_roots_health_jungles_of_chian_3	wef_worldroots_jungles_of_chian
wh2_dlc16_pooled_resource_world_roots_health_jungles_of_chian_4	wef_worldroots_jungles_of_chian
wh2_dlc16_pooled_resource_world_roots_health_laurelorn_0	wef_worldroots_laurelorn
wh2_dlc16_pooled_resource_world_roots_health_laurelorn_1	wef_worldroots_laurelorn
wh2_dlc16_pooled_resource_world_roots_health_laurelorn_2	wef_worldroots_laurelorn
wh2_dlc16_pooled_resource_world_roots_health_laurelorn_3	wef_worldroots_laurelorn
wh2_dlc16_pooled_resource_world_roots_health_laurelorn_4	wef_worldroots_laurelorn
wh2_dlc16_pooled_resource_world_roots_health_naggarond_glade_0	wef_worldroots_naggarond_glade
wh2_dlc16_pooled_resource_world_roots_health_naggarond_glade_1	wef_worldroots_naggarond_glade
wh2_dlc16_pooled_resource_world_roots_health_naggarond_glade_2	wef_worldroots_naggarond_glade
wh2_dlc16_pooled_resource_world_roots_health_naggarond_glade_3	wef_worldroots_naggarond_glade
wh2_dlc16_pooled_resource_world_roots_health_naggarond_glade_4	wef_worldroots_naggarond_glade
wh2_dlc16_pooled_resource_world_roots_health_the_haunted_forest_0	wef_worldroots_the_haunted_forest
wh2_dlc16_pooled_resource_world_roots_health_the_haunted_forest_1	wef_worldroots_the_haunted_forest
wh2_dlc16_pooled_resource_world_roots_health_the_haunted_forest_2	wef_worldroots_the_haunted_forest
wh2_dlc16_pooled_resource_world_roots_health_the_haunted_forest_3	wef_worldroots_the_haunted_forest
wh2_dlc16_pooled_resource_world_roots_health_the_haunted_forest_4	wef_worldroots_the_haunted_forest
wh2_dlc16_pooled_resource_world_roots_health_vale_of_webs_0	wef_worldroots_vale_of_webs
wh2_dlc16_pooled_resource_world_roots_health_vale_of_webs_1	wef_worldroots_vale_of_webs
wh2_dlc16_pooled_resource_world_roots_health_vale_of_webs_2	wef_worldroots_vale_of_webs
wh2_dlc16_pooled_resource_world_roots_health_vale_of_webs_3	wef_worldroots_vale_of_webs
wh2_dlc16_pooled_resource_world_roots_health_vale_of_webs_4	wef_worldroots_vale_of_webs
wh2_dlc17_bst_ruination_tier_0	bst_ruination
wh2_dlc17_bst_ruination_tier_1	bst_ruination
wh2_dlc17_bst_ruination_tier_2	bst_ruination
wh2_dlc17_bst_ruination_tier_3	bst_ruination
wh2_dlc17_bst_ruination_tier_4	bst_ruination
wh2_dlc17_bst_ruination_tier_5	bst_ruination
wh2_dlc17_bst_ruination_tier_6	bst_ruination
wh2_dlc17_bst_ruination_tier_7	bst_ruination
wh2_dlc17_pooled_resource_dread	bst_dread
wh2_dlc17_pooled_resource_herdstone_shard	bst_herdstone_shard
wh2_dlc17_pooled_resource_ruination	bst_ruination
wh2_dlc17_taurox_bst_rampage_tier_1	bst_rampage
wh2_dlc17_taurox_bst_rampage_tier_2	bst_rampage
wh2_dlc17_taurox_bst_rampage_tier_3	bst_rampage
wh2_pooled_resource_skaven_food_average	skaven_food
wh2_pooled_resource_skaven_food_plentiful	skaven_food
wh2_pooled_resource_skaven_food_shortage	skaven_food
wh2_pooled_resource_skaven_food_starvation	skaven_food
wh2_pooled_resource_skaven_food_surplus	skaven_food
wh3_dlc20_chs_authority_khorne_-1	wh3_dlc20_chs_authority_khorne
wh3_dlc20_chs_authority_khorne_-2	wh3_dlc20_chs_authority_khorne
wh3_dlc20_chs_authority_khorne_-3	wh3_dlc20_chs_authority_khorne
wh3_dlc20_chs_authority_khorne_-4	wh3_dlc20_chs_authority_khorne
wh3_dlc20_chs_authority_khorne_-5	wh3_dlc20_chs_authority_khorne
wh3_dlc20_chs_authority_khorne_0	wh3_dlc20_chs_authority_khorne
wh3_dlc20_chs_authority_khorne_1	wh3_dlc20_chs_authority_khorne
wh3_dlc20_chs_authority_khorne_10	wh3_dlc20_chs_authority_khorne
wh3_dlc20_chs_authority_khorne_2	wh3_dlc20_chs_authority_khorne
wh3_dlc20_chs_authority_khorne_3	wh3_dlc20_chs_authority_khorne
wh3_dlc20_chs_authority_khorne_4	wh3_dlc20_chs_authority_khorne
wh3_dlc20_chs_authority_khorne_5	wh3_dlc20_chs_authority_khorne
wh3_dlc20_chs_authority_khorne_6	wh3_dlc20_chs_authority_khorne
wh3_dlc20_chs_authority_khorne_7	wh3_dlc20_chs_authority_khorne
wh3_dlc20_chs_authority_khorne_8	wh3_dlc20_chs_authority_khorne
wh3_dlc20_chs_authority_khorne_9	wh3_dlc20_chs_authority_khorne
wh3_dlc20_chs_authority_nurgle_-1	wh3_dlc20_chs_authority_nurgle
wh3_dlc20_chs_authority_nurgle_-2	wh3_dlc20_chs_authority_nurgle
wh3_dlc20_chs_authority_nurgle_-3	wh3_dlc20_chs_authority_nurgle
wh3_dlc20_chs_authority_nurgle_-4	wh3_dlc20_chs_authority_nurgle
wh3_dlc20_chs_authority_nurgle_-5	wh3_dlc20_chs_authority_nurgle
wh3_dlc20_chs_authority_nurgle_0	wh3_dlc20_chs_authority_nurgle
wh3_dlc20_chs_authority_nurgle_1	wh3_dlc20_chs_authority_nurgle
wh3_dlc20_chs_authority_nurgle_10	wh3_dlc20_chs_authority_nurgle
wh3_dlc20_chs_authority_nurgle_2	wh3_dlc20_chs_authority_nurgle
wh3_dlc20_chs_authority_nurgle_3	wh3_dlc20_chs_authority_nurgle
wh3_dlc20_chs_authority_nurgle_4	wh3_dlc20_chs_authority_nurgle
wh3_dlc20_chs_authority_nurgle_5	wh3_dlc20_chs_authority_nurgle
wh3_dlc20_chs_authority_nurgle_6	wh3_dlc20_chs_authority_nurgle
wh3_dlc20_chs_authority_nurgle_7	wh3_dlc20_chs_authority_nurgle
wh3_dlc20_chs_authority_nurgle_8	wh3_dlc20_chs_authority_nurgle
wh3_dlc20_chs_authority_nurgle_9	wh3_dlc20_chs_authority_nurgle
wh3_dlc20_chs_authority_slaanesh_-1	wh3_dlc20_chs_authority_slaanesh
wh3_dlc20_chs_authority_slaanesh_-2	wh3_dlc20_chs_authority_slaanesh
wh3_dlc20_chs_authority_slaanesh_-3	wh3_dlc20_chs_authority_slaanesh
wh3_dlc20_chs_authority_slaanesh_-4	wh3_dlc20_chs_authority_slaanesh
wh3_dlc20_chs_authority_slaanesh_-5	wh3_dlc20_chs_authority_slaanesh
wh3_dlc20_chs_authority_slaanesh_0	wh3_dlc20_chs_authority_slaanesh
wh3_dlc20_chs_authority_slaanesh_1	wh3_dlc20_chs_authority_slaanesh
wh3_dlc20_chs_authority_slaanesh_10	wh3_dlc20_chs_authority_slaanesh
wh3_dlc20_chs_authority_slaanesh_2	wh3_dlc20_chs_authority_slaanesh
wh3_dlc20_chs_authority_slaanesh_3	wh3_dlc20_chs_authority_slaanesh
wh3_dlc20_chs_authority_slaanesh_4	wh3_dlc20_chs_authority_slaanesh
wh3_dlc20_chs_authority_slaanesh_5	wh3_dlc20_chs_authority_slaanesh
wh3_dlc20_chs_authority_slaanesh_6	wh3_dlc20_chs_authority_slaanesh
wh3_dlc20_chs_authority_slaanesh_7	wh3_dlc20_chs_authority_slaanesh
wh3_dlc20_chs_authority_slaanesh_8	wh3_dlc20_chs_authority_slaanesh
wh3_dlc20_chs_authority_slaanesh_9	wh3_dlc20_chs_authority_slaanesh
wh3_dlc20_chs_authority_tzeentch_-1	wh3_dlc20_chs_authority_tzeentch
wh3_dlc20_chs_authority_tzeentch_-2	wh3_dlc20_chs_authority_tzeentch
wh3_dlc20_chs_authority_tzeentch_-3	wh3_dlc20_chs_authority_tzeentch
wh3_dlc20_chs_authority_tzeentch_-4	wh3_dlc20_chs_authority_tzeentch
wh3_dlc20_chs_authority_tzeentch_-5	wh3_dlc20_chs_authority_tzeentch
wh3_dlc20_chs_authority_tzeentch_0	wh3_dlc20_chs_authority_tzeentch
wh3_dlc20_chs_authority_tzeentch_1	wh3_dlc20_chs_authority_tzeentch
wh3_dlc20_chs_authority_tzeentch_10	wh3_dlc20_chs_authority_tzeentch
wh3_dlc20_chs_authority_tzeentch_2	wh3_dlc20_chs_authority_tzeentch
wh3_dlc20_chs_authority_tzeentch_3	wh3_dlc20_chs_authority_tzeentch
wh3_dlc20_chs_authority_tzeentch_4	wh3_dlc20_chs_authority_tzeentch
wh3_dlc20_chs_authority_tzeentch_5	wh3_dlc20_chs_authority_tzeentch
wh3_dlc20_chs_authority_tzeentch_6	wh3_dlc20_chs_authority_tzeentch
wh3_dlc20_chs_authority_tzeentch_7	wh3_dlc20_chs_authority_tzeentch
wh3_dlc20_chs_authority_tzeentch_8	wh3_dlc20_chs_authority_tzeentch
wh3_dlc20_chs_authority_tzeentch_9	wh3_dlc20_chs_authority_tzeentch
wh3_dlc20_chs_authority_undivided_0	wh3_dlc20_chs_authority_undivided
wh3_dlc20_chs_authority_undivided_1	wh3_dlc20_chs_authority_undivided
wh3_dlc20_chs_authority_undivided_10	wh3_dlc20_chs_authority_undivided
wh3_dlc20_chs_authority_undivided_2	wh3_dlc20_chs_authority_undivided
wh3_dlc20_chs_authority_undivided_3	wh3_dlc20_chs_authority_undivided
wh3_dlc20_chs_authority_undivided_4	wh3_dlc20_chs_authority_undivided
wh3_dlc20_chs_authority_undivided_5	wh3_dlc20_chs_authority_undivided
wh3_dlc20_chs_authority_undivided_6	wh3_dlc20_chs_authority_undivided
wh3_dlc20_chs_authority_undivided_7	wh3_dlc20_chs_authority_undivided
wh3_dlc20_chs_authority_undivided_8	wh3_dlc20_chs_authority_undivided
wh3_dlc20_chs_authority_undivided_9	wh3_dlc20_chs_authority_undivided
wh3_dlc20_pooled_resource_souls_effects_negative	wh3_dlc20_chs_souls
wh3_dlc20_pooled_resource_souls_spent_kho_effects_0	wh3_dlc20_chs_souls_spent_kho
wh3_dlc20_pooled_resource_souls_spent_kho_effects_1	wh3_dlc20_chs_souls_spent_kho
wh3_dlc20_pooled_resource_souls_spent_kho_effects_2	wh3_dlc20_chs_souls_spent_kho
wh3_dlc20_pooled_resource_souls_spent_kho_effects_3	wh3_dlc20_chs_souls_spent_kho
wh3_dlc20_pooled_resource_souls_spent_kho_effects_max	wh3_dlc20_chs_souls_spent_kho
wh3_dlc20_pooled_resource_souls_spent_nur_effects_0	wh3_dlc20_chs_souls_spent_nur
wh3_dlc20_pooled_resource_souls_spent_nur_effects_1	wh3_dlc20_chs_souls_spent_nur
wh3_dlc20_pooled_resource_souls_spent_nur_effects_2	wh3_dlc20_chs_souls_spent_nur
wh3_dlc20_pooled_resource_souls_spent_nur_effects_3	wh3_dlc20_chs_souls_spent_nur
wh3_dlc20_pooled_resource_souls_spent_nur_effects_max	wh3_dlc20_chs_souls_spent_nur
wh3_dlc20_pooled_resource_souls_spent_sla_effects_0	wh3_dlc20_chs_souls_spent_sla
wh3_dlc20_pooled_resource_souls_spent_sla_effects_1	wh3_dlc20_chs_souls_spent_sla
wh3_dlc20_pooled_resource_souls_spent_sla_effects_2	wh3_dlc20_chs_souls_spent_sla
wh3_dlc20_pooled_resource_souls_spent_sla_effects_3	wh3_dlc20_chs_souls_spent_sla
wh3_dlc20_pooled_resource_souls_spent_sla_effects_max	wh3_dlc20_chs_souls_spent_sla
wh3_dlc20_pooled_resource_souls_spent_tze_effects_0	wh3_dlc20_chs_souls_spent_tze
wh3_dlc20_pooled_resource_souls_spent_tze_effects_1	wh3_dlc20_chs_souls_spent_tze
wh3_dlc20_pooled_resource_souls_spent_tze_effects_2	wh3_dlc20_chs_souls_spent_tze
wh3_dlc20_pooled_resource_souls_spent_tze_effects_3	wh3_dlc20_chs_souls_spent_tze
wh3_dlc20_pooled_resource_souls_spent_tze_effects_max	wh3_dlc20_chs_souls_spent_tze
wh3_dlc20_pooled_resource_souls_spent_und_effects_0	wh3_dlc20_chs_souls_spent_und
wh3_dlc20_pooled_resource_souls_spent_und_effects_1	wh3_dlc20_chs_souls_spent_und
wh3_dlc20_pooled_resource_souls_spent_und_effects_2	wh3_dlc20_chs_souls_spent_und
wh3_dlc20_pooled_resource_souls_spent_und_effects_3	wh3_dlc20_chs_souls_spent_und
wh3_dlc20_pooled_resource_souls_spent_und_effects_max	wh3_dlc20_chs_souls_spent_und
wh3_dlc20_winds_of_magic_vilitch_high	wh3_main_winds_of_magic
wh3_dlc23_pooled_resource_conclave_influence	wh3_dlc23_chd_conclave_influence
wh3_dlc23_winds_of_magic_low_wh3_dlc23_chd_chaos_dwarfs	wh3_main_winds_of_magic
wh3_dlc25_bjuna_bombard_1-3	wh3_dlc25_emp_bjuna_bombard_charges
wh3_dlc25_chieftain_deference_bray_shaman_tier_0	wh3_dlc25_chieftain_deference_bray_shaman
wh3_dlc25_chieftain_deference_bray_shaman_tier_1	wh3_dlc25_chieftain_deference_bray_shaman
wh3_dlc25_chieftain_deference_bray_shaman_tier_2	wh3_dlc25_chieftain_deference_bray_shaman
wh3_dlc25_chieftain_deference_bray_shaman_tier_3	wh3_dlc25_chieftain_deference_bray_shaman
wh3_dlc25_chieftain_deference_castellan_tier_0	wh3_dlc25_chieftain_deference_castellan
wh3_dlc25_chieftain_deference_castellan_tier_1	wh3_dlc25_chieftain_deference_castellan
wh3_dlc25_chieftain_deference_castellan_tier_2	wh3_dlc25_chieftain_deference_castellan
wh3_dlc25_chieftain_deference_castellan_tier_3	wh3_dlc25_chieftain_deference_castellan
wh3_dlc25_chieftain_deference_exalted_hero_tier_0	wh3_dlc25_chieftain_deference_exalted_hero
wh3_dlc25_chieftain_deference_exalted_hero_tier_1	wh3_dlc25_chieftain_deference_exalted_hero
wh3_dlc25_chieftain_deference_exalted_hero_tier_2	wh3_dlc25_chieftain_deference_exalted_hero
wh3_dlc25_chieftain_deference_exalted_hero_tier_3	wh3_dlc25_chieftain_deference_exalted_hero
wh3_dlc25_chieftain_deference_fimir_balefiend_tier_0	wh3_dlc25_chieftain_deference_fimir_balefiend
wh3_dlc25_chieftain_deference_fimir_balefiend_tier_1	wh3_dlc25_chieftain_deference_fimir_balefiend
wh3_dlc25_chieftain_deference_fimir_balefiend_tier_2	wh3_dlc25_chieftain_deference_fimir_balefiend
wh3_dlc25_chieftain_deference_fimir_balefiend_tier_3	wh3_dlc25_chieftain_deference_fimir_balefiend
wh3_dlc25_chieftain_deference_kazyk_tier_0	wh3_dlc25_chieftain_deference_kazyk
wh3_dlc25_chieftain_deference_kazyk_tier_1	wh3_dlc25_chieftain_deference_kazyk
wh3_dlc25_chieftain_deference_kazyk_tier_2	wh3_dlc25_chieftain_deference_kazyk
wh3_dlc25_chieftain_deference_kazyk_tier_3	wh3_dlc25_chieftain_deference_kazyk
wh3_dlc25_chieftain_deference_werekin_tier_0	wh3_dlc25_chieftain_deference_werekin
wh3_dlc25_chieftain_deference_werekin_tier_1	wh3_dlc25_chieftain_deference_werekin
wh3_dlc25_chieftain_deference_werekin_tier_2	wh3_dlc25_chieftain_deference_werekin
wh3_dlc25_chieftain_deference_werekin_tier_3	wh3_dlc25_chieftain_deference_werekin
wh3_dlc25_dwf_grudge_cycle_tracker_1	wh3_dlc25_dwf_grudge_cycle_tracker
wh3_dlc25_dwf_grudge_cycle_tracker_2	wh3_dlc25_dwf_grudge_cycle_tracker
wh3_dlc25_dwf_grudge_cycle_tracker_3	wh3_dlc25_dwf_grudge_cycle_tracker
wh3_dlc25_dwf_grudge_cycle_tracker_4	wh3_dlc25_dwf_grudge_cycle_tracker
wh3_dlc25_dwf_grudge_cycle_tracker_5	wh3_dlc25_dwf_grudge_cycle_tracker
wh3_dlc25_nur_epidemius_tally_of_pestilence_0	nur_epidemius_tally_of_pestilence
wh3_dlc25_nur_epidemius_tally_of_pestilence_16_30	nur_epidemius_tally_of_pestilence
wh3_dlc25_nur_epidemius_tally_of_pestilence_1_5	nur_epidemius_tally_of_pestilence
wh3_dlc25_nur_epidemius_tally_of_pestilence_31	nur_epidemius_tally_of_pestilence
wh3_dlc25_nur_epidemius_tally_of_pestilence_6_15	nur_epidemius_tally_of_pestilence
wh3_dlc25_pooled_resource_chieftain_deference_bray_shaman	wh3_dlc25_chieftain_deference_bray_shaman
wh3_dlc25_pooled_resource_chieftain_deference_castellan	wh3_dlc25_chieftain_deference_castellan
wh3_dlc25_pooled_resource_chieftain_deference_exalted_hero	wh3_dlc25_chieftain_deference_exalted_hero
wh3_dlc25_pooled_resource_chieftain_deference_fimir_balefiend	wh3_dlc25_chieftain_deference_fimir_balefiend
wh3_dlc25_pooled_resource_chieftain_deference_kazyk	wh3_dlc25_chieftain_deference_kazyk
wh3_dlc25_pooled_resource_chieftain_deference_werekin	wh3_dlc25_chieftain_deference_werekin
wh3_dlc25_pooled_resource_chieftain_dominance	wh3_dlc25_chieftain_dominance
wh3_dlc25_pooled_resource_imperial_authority_0_25	emp_imperial_authority_new
wh3_dlc25_pooled_resource_imperial_authority_100	emp_imperial_authority_new
wh3_dlc25_pooled_resource_imperial_authority_26_50	emp_imperial_authority_new
wh3_dlc25_pooled_resource_imperial_authority_51_75	emp_imperial_authority_new
wh3_dlc25_pooled_resource_imperial_authority_76_99	emp_imperial_authority_new
wh3_dlc25_purple_eclipse_1-3	wh3_dlc25_emp_purple_eclipse_charges
wh3_dlc25_spirit_barrage_1-3	wh3_dlc25_emp_spirit_barrage_charges
wh3_main_corruption_chaos_0_no_culture	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_no_culture	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh2_dlc09_tmb_tomb_kings	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh2_dlc11_cst_vampire_coast	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh2_main_def_cult_of_pleasure	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh2_main_def_cult_of_pleasure_separatists	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh2_main_def_dark_elves	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh2_main_def_ssildra_tor	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh2_main_hef_high_elves	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh2_main_lzd_lizardmen	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh2_main_rogue	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh2_main_skv_skaven	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh3_dlc20_chs_azazel	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh3_dlc20_chs_festus	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh3_dlc20_chs_sigvald	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh3_dlc20_chs_valkia	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh3_dlc20_chs_vilitch	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh3_main_cth_cathay	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh3_main_dae_daemons	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh3_main_kho_khorne	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh3_main_ksl_kislev	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh3_main_nur_nurgle	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh3_main_ogr_ogre_kingdoms	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh3_main_sla_slaanesh	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh3_main_tze_tzeentch	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh_dlc03_bst_beastmen	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh_dlc05_wef_wood_elves	wh3_main_corruption_chaos
wh3_main_corruption_chaos_1-10_wh_dlc08_nor_norsca	wh3_main_corruption_chaos
