achievement_key	condition_key
WH3_ACHIEVEMENT_WINNING_CHAOS_DWARFS_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_CHAOS_DWARFS_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_CHAOS_DWARFS_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_CHAOS_DWARFS_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_CHAOS_DWARFS_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_CHAOS_DWARFS_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_CHAOS_DWARFS_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_CHAOS_DWARFS_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_CHAOS_DWARFS_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_CHAOS_DWARFS_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_CHAOS_DWARFS_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_CHAOS_DWARFS_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_DAEMON_PRINCE_1	WH3_ACHIEVEMENT_WINNING_EASY
WH3_ACHIEVEMENT_WINNING_DAEMON_PRINCE_1	WH3_ACHIEVEMENT_WINNING_HARD
WH3_ACHIEVEMENT_WINNING_DAEMON_PRINCE_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_DAEMON_PRINCE_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_DAEMON_PRINCE_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_DAEMON_PRINCE_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_DAEMON_PRINCE_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_DAEMON_PRINCE_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_DAEMON_PRINCE_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_DAEMON_PRINCE_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_DAEMON_PRINCE_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_DAEMON_PRINCE_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_DAEMON_PRINCE_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_DAEMON_PRINCE_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_DARK_ELVES_1	WH3_ACHIEVEMENT_WINNING_EASY
WH3_ACHIEVEMENT_WINNING_DARK_ELVES_1	WH3_ACHIEVEMENT_WINNING_HARD
WH3_ACHIEVEMENT_WINNING_DARK_ELVES_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_DARK_ELVES_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_DARK_ELVES_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_DARK_ELVES_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_DARK_ELVES_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_DARK_ELVES_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_DARK_ELVES_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_DARK_ELVES_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_DARK_ELVES_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_DARK_ELVES_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_DARK_ELVES_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_DARK_ELVES_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_DWARFS_1	WH3_ACHIEVEMENT_WINNING_EASY
WH3_ACHIEVEMENT_WINNING_DWARFS_1	WH3_ACHIEVEMENT_WINNING_HARD
WH3_ACHIEVEMENT_WINNING_DWARFS_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_DWARFS_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_DWARFS_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_DWARFS_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_DWARFS_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_DWARFS_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_DWARFS_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_DWARFS_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_DWARFS_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_DWARFS_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_DWARFS_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_DWARFS_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_EMPIRE_1	WH3_ACHIEVEMENT_WINNING_EASY
WH3_ACHIEVEMENT_WINNING_EMPIRE_1	WH3_ACHIEVEMENT_WINNING_HARD
WH3_ACHIEVEMENT_WINNING_EMPIRE_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_EMPIRE_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_EMPIRE_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_EMPIRE_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_EMPIRE_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_EMPIRE_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_EMPIRE_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_EMPIRE_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_EMPIRE_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_EMPIRE_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_EMPIRE_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_EMPIRE_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_GREENSKINS_1	WH3_ACHIEVEMENT_WINNING_EASY
WH3_ACHIEVEMENT_WINNING_GREENSKINS_1	WH3_ACHIEVEMENT_WINNING_HARD
WH3_ACHIEVEMENT_WINNING_GREENSKINS_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_GREENSKINS_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_GREENSKINS_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_GREENSKINS_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_GREENSKINS_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_GREENSKINS_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_GREENSKINS_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_GREENSKINS_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_GREENSKINS_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_GREENSKINS_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_GREENSKINS_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_GREENSKINS_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_HIGH_ELVES_1	WH3_ACHIEVEMENT_WINNING_EASY
WH3_ACHIEVEMENT_WINNING_HIGH_ELVES_1	WH3_ACHIEVEMENT_WINNING_HARD
WH3_ACHIEVEMENT_WINNING_HIGH_ELVES_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_HIGH_ELVES_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_HIGH_ELVES_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_HIGH_ELVES_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_HIGH_ELVES_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_HIGH_ELVES_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_HIGH_ELVES_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_HIGH_ELVES_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_HIGH_ELVES_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_HIGH_ELVES_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_HIGH_ELVES_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_HIGH_ELVES_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_KHORNE_1	WH3_ACHIEVEMENT_WINNING_EASY
WH3_ACHIEVEMENT_WINNING_KHORNE_1	WH3_ACHIEVEMENT_WINNING_HARD
WH3_ACHIEVEMENT_WINNING_KHORNE_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_KHORNE_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_KHORNE_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_KHORNE_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_KHORNE_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_KHORNE_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_KHORNE_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_KHORNE_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_KHORNE_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_KHORNE_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_KHORNE_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_KHORNE_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_KISLEV_1	WH3_ACHIEVEMENT_WINNING_EASY
WH3_ACHIEVEMENT_WINNING_KISLEV_1	WH3_ACHIEVEMENT_WINNING_HARD
WH3_ACHIEVEMENT_WINNING_KISLEV_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_KISLEV_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_KISLEV_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_KISLEV_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_KISLEV_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_KISLEV_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_KISLEV_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_KISLEV_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_KISLEV_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_KISLEV_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_KISLEV_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_KISLEV_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_LEGENDARY	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_LEGENDARY	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_LIZARDMEN_1	WH3_ACHIEVEMENT_WINNING_EASY
WH3_ACHIEVEMENT_WINNING_LIZARDMEN_1	WH3_ACHIEVEMENT_WINNING_HARD
WH3_ACHIEVEMENT_WINNING_LIZARDMEN_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_LIZARDMEN_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_LIZARDMEN_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_LIZARDMEN_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_LIZARDMEN_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_LIZARDMEN_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_LIZARDMEN_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_LIZARDMEN_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_LIZARDMEN_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_LIZARDMEN_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_LIZARDMEN_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_LIZARDMEN_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_NORSCA_1	WH3_ACHIEVEMENT_WINNING_EASY
WH3_ACHIEVEMENT_WINNING_NORSCA_1	WH3_ACHIEVEMENT_WINNING_HARD
WH3_ACHIEVEMENT_WINNING_NORSCA_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_NORSCA_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_NORSCA_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_NORSCA_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_NORSCA_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_NORSCA_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_NORSCA_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_NORSCA_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_NORSCA_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_NORSCA_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_NORSCA_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_NORSCA_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_NURGLE_1	WH3_ACHIEVEMENT_WINNING_EASY
WH3_ACHIEVEMENT_WINNING_NURGLE_1	WH3_ACHIEVEMENT_WINNING_HARD
WH3_ACHIEVEMENT_WINNING_NURGLE_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_NURGLE_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_NURGLE_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_NURGLE_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_NURGLE_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_NURGLE_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_NURGLE_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_NURGLE_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_NURGLE_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_NURGLE_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_NURGLE_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_NURGLE_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_OGRES_1	WH3_ACHIEVEMENT_WINNING_EASY
WH3_ACHIEVEMENT_WINNING_OGRES_1	WH3_ACHIEVEMENT_WINNING_HARD
WH3_ACHIEVEMENT_WINNING_OGRES_1	WH3_ACHIEVEMENT_WINNING_IE_EASY
WH3_ACHIEVEMENT_WINNING_OGRES_1	WH3_ACHIEVEMENT_WINNING_IE_HARD
WH3_ACHIEVEMENT_WINNING_OGRES_1	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_OGRES_1	WH3_ACHIEVEMENT_WINNING_IE_NORMAL
WH3_ACHIEVEMENT_WINNING_OGRES_1	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_OGRES_1	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_OGRES_1	WH3_ACHIEVEMENT_WINNING_NORMAL
WH3_ACHIEVEMENT_WINNING_OGRES_1	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_OGRES_2	WH3_ACHIEVEMENT_WINNING_IE_LEGENDARY
WH3_ACHIEVEMENT_WINNING_OGRES_2	WH3_ACHIEVEMENT_WINNING_IE_VERY_HARD
WH3_ACHIEVEMENT_WINNING_OGRES_2	WH3_ACHIEVEMENT_WINNING_LEGENDARY
WH3_ACHIEVEMENT_WINNING_OGRES_2	WH3_ACHIEVEMENT_WINNING_VERY_HARD
WH3_ACHIEVEMENT_WINNING_SKAVEN_1	WH3_ACHIEVEMENT_WINNING_EASY
