tree_id	tree_type	tree_rigid	tree_audio	receive_decals
grass_04	DWARFS	RigidModels/campaign/vegetation/grass/mtn_grass_04.wsmodel		false
grass_04	EMPIRE	RigidModels/campaign/vegetation/grass/emp_grass_04.wsmodel		false
grass_04	GREENSKINS	RigidModels/campaign/vegetation/grass/grn_grass_04.wsmodel		false
grass_04	HIGHELVES	RigidModels/campaign/vegetation/grass/hef_grass_04.wsmodel		false
grass_04	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_04.wsmodel		false
grass_04	KISLEV	RigidModels/campaign/vegetation/grass/ksl_grass_04.wsmodel		false
grass_04	LIZARDMEN	RigidModels/campaign/vegetation/grass/lzd_grass_04.wsmodel		false
grass_04	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_04.wsmodel		false
grass_04	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_04.wsmodel		false
grass_04	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_04.wsmodel		false
grass_04	VAMPIRE	RigidModels/campaign/vegetation/grass/vmp_grass_04.wsmodel		false
grass_04	WOODELVES	RigidModels/campaign/vegetation/grass/wef_grass_04.wsmodel		false
grass_burnt_01	BASE	RigidModels/campaign/vegetation/grass/burnt_grass_01.wsmodel		false
grass_burnt_02	BASE	RigidModels/campaign/vegetation/grass/burnt_grass_02.wsmodel		false
grass_burnt_03	BASE	RigidModels/campaign/vegetation/grass/burnt_grass_03.wsmodel		false
grass_burnt_04	BASE	RigidModels/campaign/vegetation/grass/burnt_grass_04.wsmodel		false
grass_coral_01	BASE	RigidModels/campaign/vegetation/grass/sea_coral_01.rigid_model_v2		false
grass_coral_02	BASE	RigidModels/campaign/vegetation/grass/sea_coral_02.rigid_model_v2		false
grass_coral_03	BASE	RigidModels/campaign/vegetation/grass/sea_coral_03.rigid_model_v2		false
grass_coral_04	BASE	RigidModels/campaign/vegetation/grass/sea_coral_04.rigid_model_v2		false
grass_desert_01	BASE	RigidModels/campaign/vegetation/grass/tmb_grass_01.wsmodel		false
grass_desert_01	CHAOS	Rigidmodels/campaign/vegetation/grass/tmb_grass_evil_01.wsmodel		false
grass_desert_01	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_01.wsmodel		false
grass_desert_01	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_01.wsmodel		false
grass_desert_01	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_01.wsmodel		false
grass_desert_01	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_01.wsmodel		false
grass_desert_01	VAMPIRE	Rigidmodels/campaign/vegetation/grass/tmb_grass_evil_01.wsmodel		false
grass_desert_02	BASE	RigidModels/campaign/vegetation/grass/tmb_grass_02.wsmodel		false
grass_desert_02	CHAOS	Rigidmodels/campaign/vegetation/grass/tmb_grass_evil_02.wsmodel		false
grass_desert_02	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_02.wsmodel		false
grass_desert_02	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_02.wsmodel		false
grass_desert_02	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_02.wsmodel		false
grass_desert_02	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_02.wsmodel		false
grass_desert_02	VAMPIRE	Rigidmodels/campaign/vegetation/grass/tmb_grass_evil_02.wsmodel		false
grass_desert_03	BASE	RigidModels/campaign/vegetation/grass/tmb_grass_03.wsmodel		false
grass_desert_03	CHAOS	Rigidmodels/campaign/vegetation/grass/tmb_grass_evil_03.wsmodel		false
grass_desert_03	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_03.wsmodel		false
grass_desert_03	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_03.wsmodel		false
grass_desert_03	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_03.wsmodel		false
grass_desert_03	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_03.wsmodel		false
grass_desert_03	VAMPIRE	Rigidmodels/campaign/vegetation/grass/tmb_grass_evil_03.wsmodel		false
grass_desert_04	BASE	RigidModels/campaign/vegetation/grass/tmb_grass_04.wsmodel		false
grass_desert_04	CHAOS	Rigidmodels/campaign/vegetation/grass/tmb_grass_evil_04.wsmodel		false
grass_desert_04	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_04.wsmodel		false
grass_desert_04	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_04.wsmodel		false
grass_desert_04	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_04.wsmodel		false
grass_desert_04	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_04.wsmodel		false
grass_desert_04	VAMPIRE	Rigidmodels/campaign/vegetation/grass/tmb_grass_evil_01.wsmodel		false
grass_desert_def_01	BASE	rigidmodels/campaign/vegetation/grass/def_grass_desert_01.wsmodel		false
grass_desert_def_01	CHAOS	RigidModels/campaign/vegetation/grass/chs_grass_01.wsmodel		false
grass_desert_def_01	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_01.wsmodel		false
grass_desert_def_01	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_01.wsmodel		false
grass_desert_def_01	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_01.wsmodel		false
grass_desert_def_01	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_01.wsmodel		false
grass_desert_def_01	VAMPIRE	RigidModels/campaign/vegetation/grass/vmp_grass_01.wsmodel		false
grass_desert_def_02	BASE	rigidmodels/campaign/vegetation/grass/def_grass_desert_02.wsmodel		false
grass_desert_def_02	CHAOS	RigidModels/campaign/vegetation/grass/chs_grass_02.wsmodel		false
grass_desert_def_02	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_02.wsmodel		false
grass_desert_def_02	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_02.wsmodel		false
grass_desert_def_02	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_02.wsmodel		false
grass_desert_def_02	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_02.wsmodel		false
grass_desert_def_02	VAMPIRE	RigidModels/campaign/vegetation/grass/vmp_grass_02.wsmodel		false
grass_desert_def_03	BASE	rigidmodels/campaign/vegetation/grass/def_grass_desert_03.wsmodel		false
grass_desert_def_03	CHAOS	RigidModels/campaign/vegetation/grass/chs_grass_03.wsmodel		false
grass_desert_def_03	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_03.wsmodel		false
grass_desert_def_03	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_03.wsmodel		false
grass_desert_def_03	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_03.wsmodel		false
grass_desert_def_03	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_03.wsmodel		false
grass_desert_def_03	VAMPIRE	RigidModels/campaign/vegetation/grass/vmp_grass_03.wsmodel		false
grass_desert_def_04	BASE	rigidmodels/campaign/vegetation/grass/def_grass_desert_04.wsmodel		false
grass_desert_def_04	CHAOS	RigidModels/campaign/vegetation/grass/chs_grass_04.wsmodel		false
grass_desert_def_04	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_04.wsmodel		false
grass_desert_def_04	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_04.wsmodel		false
grass_desert_def_04	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_04.wsmodel		false
grass_desert_def_04	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_04.wsmodel		false
grass_desert_def_04	VAMPIRE	RigidModels/campaign/vegetation/grass/vmp_grass_04.wsmodel		false
grass_evil_01	BASE	RigidModels/campaign/vegetation/grass/chs_grass_01.wsmodel		false
grass_evil_01	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_01.wsmodel		false
grass_evil_01	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_01.wsmodel		false
grass_evil_01	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_01.wsmodel		false
grass_evil_01	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_01.wsmodel		false
grass_evil_02	BASE	RigidModels/campaign/vegetation/grass/chs_grass_02.wsmodel		false
grass_evil_02	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_02.wsmodel		false
grass_evil_02	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_02.wsmodel		false
grass_evil_02	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_02.wsmodel		false
grass_evil_02	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_02.wsmodel		false
grass_evil_03	BASE	RigidModels/campaign/vegetation/grass/chs_grass_03.wsmodel		false
grass_evil_03	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_03.wsmodel		false
grass_evil_03	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_03.wsmodel		false
grass_evil_03	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_03.wsmodel		false
grass_evil_03	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_03.wsmodel		false
grass_evil_04	BASE	RigidModels/campaign/vegetation/grass/chs_grass_04.wsmodel		false
grass_evil_04	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_04.wsmodel		false
grass_evil_04	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_04.wsmodel		false
grass_evil_04	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_04.wsmodel		false
grass_evil_04	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_04.wsmodel		false
grass_grn_01	BASE	RigidModels/campaign/vegetation/grass/grn_grass_01.wsmodel		false
grass_grn_01	CHAOS	RigidModels/campaign/vegetation/grass/chs_grass_01.wsmodel		false
grass_grn_01	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_01.wsmodel		false
grass_grn_01	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_01.wsmodel		false
grass_grn_01	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_01.wsmodel		false
grass_grn_01	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_01.wsmodel		false
grass_grn_01	VAMPIRE	RigidModels/campaign/vegetation/grass/vmp_grass_01.wsmodel		false
grass_grn_02	BASE	RigidModels/campaign/vegetation/grass/grn_grass_02.wsmodel		false
grass_grn_02	CHAOS	RigidModels/campaign/vegetation/grass/chs_grass_02.wsmodel		false
grass_grn_02	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_02.wsmodel		false
grass_grn_02	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_02.wsmodel		false
grass_grn_02	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_02.wsmodel		false
grass_grn_02	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_02.wsmodel		false
grass_grn_02	VAMPIRE	RigidModels/campaign/vegetation/grass/vmp_grass_02.wsmodel		false
grass_grn_03	BASE	RigidModels/campaign/vegetation/grass/grn_grass_03.wsmodel		false
grass_grn_03	CHAOS	RigidModels/campaign/vegetation/grass/chs_grass_03.wsmodel		false
grass_grn_03	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_03.wsmodel		false
grass_grn_03	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_03.wsmodel		false
grass_grn_03	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_03.wsmodel		false
grass_grn_03	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_03.wsmodel		false
grass_grn_03	VAMPIRE	RigidModels/campaign/vegetation/grass/vmp_grass_03.wsmodel		false
grass_grn_04	BASE	RigidModels/campaign/vegetation/grass/grn_grass_04.wsmodel		false
grass_grn_04	CHAOS	RigidModels/campaign/vegetation/grass/chs_grass_04.wsmodel		false
grass_grn_04	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_04.wsmodel		false
grass_grn_04	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_04.wsmodel		false
grass_grn_04	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_04.wsmodel		false
grass_grn_04	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_04.wsmodel		false
grass_grn_04	VAMPIRE	RigidModels/campaign/vegetation/grass/vmp_grass_04.wsmodel		false
grass_kho_01	BASE	RigidModels/campaign/vegetation/grass/kho_grass_01.wsmodel		false
grass_kho_02	BASE	RigidModels/campaign/vegetation/grass/kho_grass_02.wsmodel		false
grass_kho_03	BASE	RigidModels/campaign/vegetation/grass/kho_grass_03.wsmodel		false
grass_kho_04	BASE	RigidModels/campaign/vegetation/grass/kho_grass_04.wsmodel		false
grass_mtn_01	BASE	RigidModels/campaign/vegetation/grass/mtn_grass_01.wsmodel		false
grass_mtn_01	CHAOS	RigidModels/campaign/vegetation/grass/chs_grass_01.wsmodel		false
grass_mtn_01	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_01.wsmodel		false
grass_mtn_01	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_01.wsmodel		false
grass_mtn_01	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_01.wsmodel		false
grass_mtn_01	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_01.wsmodel		false
grass_mtn_01	VAMPIRE	RigidModels/campaign/vegetation/grass/vmp_grass_01.wsmodel		false
grass_mtn_02	BASE	RigidModels/campaign/vegetation/grass/mtn_grass_02.wsmodel		false
grass_mtn_02	CHAOS	RigidModels/campaign/vegetation/grass/chs_grass_02.wsmodel		false
grass_mtn_02	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_02.wsmodel		false
grass_mtn_02	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_02.wsmodel		false
grass_mtn_02	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_02.wsmodel		false
grass_mtn_02	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_02.wsmodel		false
grass_mtn_02	VAMPIRE	RigidModels/campaign/vegetation/grass/vmp_grass_02.wsmodel		false
grass_mtn_03	BASE	RigidModels/campaign/vegetation/grass/mtn_grass_03.wsmodel		false
grass_mtn_03	CHAOS	RigidModels/campaign/vegetation/grass/chs_grass_03.wsmodel		false
grass_mtn_03	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_03.wsmodel		false
grass_mtn_03	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_03.wsmodel		false
grass_mtn_03	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_03.wsmodel		false
grass_mtn_03	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_03.wsmodel		false
grass_mtn_03	VAMPIRE	RigidModels/campaign/vegetation/grass/vmp_grass_03.wsmodel		false
grass_mtn_04	BASE	RigidModels/campaign/vegetation/grass/mtn_grass_04.wsmodel		false
grass_mtn_04	CHAOS	RigidModels/campaign/vegetation/grass/chs_grass_04.wsmodel		false
grass_mtn_04	KHORNE	RigidModels/campaign/vegetation/grass/kho_grass_04.wsmodel		false
grass_mtn_04	NURGLE	RigidModels/campaign/vegetation/grass/nur_grass_04.wsmodel		false
grass_mtn_04	SLAANESH	RigidModels/campaign/vegetation/grass/sla_grass_04.wsmodel		false
grass_mtn_04	TZEENTCH	RigidModels/campaign/vegetation/grass/tze_grass_04.wsmodel		false
grass_mtn_04	VAMPIRE	RigidModels/campaign/vegetation/grass/vmp_grass_04.wsmodel		false
grass_nur_01	BASE	RigidModels/campaign/vegetation/grass/nur_grass_01.wsmodel		false
grass_nur_02	BASE	RigidModels/campaign/vegetation/grass/nur_grass_02.wsmodel		false
grass_nur_03	BASE	RigidModels/campaign/vegetation/grass/nur_grass_03.wsmodel		false
grass_nur_04	BASE	RigidModels/campaign/vegetation/grass/nur_grass_04.wsmodel		false
grass_sla_01	BASE	RigidModels/campaign/vegetation/grass/sla_grass_01.wsmodel		false
grass_sla_02	BASE	RigidModels/campaign/vegetation/grass/sla_grass_02.wsmodel		false
grass_sla_03	BASE	RigidModels/campaign/vegetation/grass/sla_grass_03.wsmodel		false
grass_sla_04	BASE	RigidModels/campaign/vegetation/grass/sla_grass_04.wsmodel		false
grass_snow_01	BASE	RigidModels/campaign/vegetation/grass/snow_grass_01.wsmodel		false
grass_snow_01	KHORNE	RigidModels/campaign/vegetation/grass/snow_grass_kho_01.wsmodel		false
grass_snow_01	NURGLE	RigidModels/campaign/vegetation/grass/snow_grass_nur_01.wsmodel		false
grass_snow_01	SLAANESH	RigidModels/campaign/vegetation/grass/snow_grass_sla_01.wsmodel		false
grass_snow_01	TZEENTCH	RigidModels/campaign/vegetation/grass/snow_grass_tze_01.wsmodel		false
grass_snow_02	BASE	RigidModels/campaign/vegetation/grass/snow_grass_02.wsmodel		false
grass_snow_02	KHORNE	RigidModels/campaign/vegetation/grass/snow_grass_kho_02.wsmodel		false
grass_snow_02	NURGLE	RigidModels/campaign/vegetation/grass/snow_grass_nur_02.wsmodel		false
grass_snow_02	SLAANESH	RigidModels/campaign/vegetation/grass/snow_grass_sla_02.wsmodel		false
grass_snow_02	TZEENTCH	RigidModels/campaign/vegetation/grass/snow_grass_tze_02.wsmodel		false
grass_snow_03	BASE	RigidModels/campaign/vegetation/grass/snow_grass_03.wsmodel		false
grass_snow_03	KHORNE	RigidModels/campaign/vegetation/grass/snow_grass_kho_03.wsmodel		false
grass_snow_03	NURGLE	RigidModels/campaign/vegetation/grass/snow_grass_nur_03.wsmodel		false
grass_snow_03	SLAANESH	RigidModels/campaign/vegetation/grass/snow_grass_sla_03.wsmodel		false
grass_snow_03	TZEENTCH	RigidModels/campaign/vegetation/grass/snow_grass_tze_03.wsmodel		false
grass_snow_04	BASE	RigidModels/campaign/vegetation/grass/snow_grass_04.wsmodel		false
grass_snow_04	KHORNE	RigidModels/campaign/vegetation/grass/snow_grass_kho_04.wsmodel		false
grass_snow_04	NURGLE	RigidModels/campaign/vegetation/grass/snow_grass_nur_04.wsmodel		false
grass_snow_04	SLAANESH	RigidModels/campaign/vegetation/grass/snow_grass_sla_04.wsmodel		false
grass_snow_04	TZEENTCH	RigidModels/campaign/vegetation/grass/snow_grass_tze_04.wsmodel		false
grass_snow_pro_tze_01	BASE	RigidModels/campaign/vegetation/grass/snow_grass_tze_01.wsmodel		false
grass_snow_pro_tze_02	BASE	RigidModels/campaign/vegetation/grass/snow_grass_tze_02.wsmodel		false
grass_snow_pro_tze_03	BASE	RigidModels/campaign/vegetation/grass/snow_grass_tze_03.wsmodel		false
grass_snow_pro_tze_04	BASE	RigidModels/campaign/vegetation/grass/snow_grass_tze_04.wsmodel		false
grass_tze_01	BASE	RigidModels/campaign/vegetation/grass/tze_grass_01.wsmodel		false
grass_tze_02	BASE	RigidModels/campaign/vegetation/grass/tze_grass_02.wsmodel		false
grass_tze_03	BASE	RigidModels/campaign/vegetation/grass/tze_grass_03.wsmodel		false
grass_tze_04	BASE	RigidModels/campaign/vegetation/grass/tze_grass_04.wsmodel		false
rocks_large_01	BASE	RigidModels/campaign/generic_props/gen_rocks/gen_large_rocks_low_01.rigid_model_v2		true
rocks_large_02	BASE	RigidModels/campaign/generic_props/gen_rocks/gen_large_rocks_low_02.rigid_model_v2		true
rocks_large_03	BASE	RigidModels/campaign/generic_props/gen_rocks/gen_large_rocks_low_03.rigid_model_v2		true
rocks_large_04	BASE	RigidModels/campaign/vegetation/trees/gen_spacer_01.rigid_model_v2		true
rocks_large_05	BASE	RigidModels/campaign/vegetation/trees/gen_spacer_01.rigid_model_v2		true
rocks_large_def_01	BASE	RigidModels/campaign/generic_props/gen_rocks/def_large_rocks_01.wsmodel		true
rocks_large_def_02	BASE	RigidModels/campaign/generic_props/gen_rocks/def_large_rocks_02.wsmodel		true
rocks_large_def_03	BASE	RigidModels/campaign/generic_props/gen_rocks/def_large_rocks_03.wsmodel		true
rocks_large_def_04	BASE	RigidModels/campaign/generic_props/gen_rocks/def_large_rocks_04.wsmodel		true
rocks_large_def_05	BASE	RigidModels/campaign/generic_props/gen_rocks/def_large_rocks_05.wsmodel		true
rocks_large_dkl_01	BASE	RigidModels/campaign/generic_props/gen_rocks/dkl_large_rocks_low_01.rigid_model_v2		true
rocks_large_dkl_02	BASE	RigidModels/campaign/generic_props/gen_rocks/dkl_large_rocks_low_02.rigid_model_v2		true
rocks_large_dkl_03	BASE	RigidModels/campaign/generic_props/gen_rocks/dkl_large_rocks_low_03.rigid_model_v2		true
rocks_large_dkl_04	BASE	RigidModels/campaign/vegetation/trees/gen_spacer_01.rigid_model_v2		true
rocks_large_ogr_01	BASE	RigidModels/campaign/generic_props/gen_rocks/ogr_large_rocks_low_01.wsmodel		true
rocks_large_ogr_02	BASE	RigidModels/campaign/generic_props/gen_rocks/ogr_large_rocks_low_02.wsmodel		true
rocks_large_ogr_03	BASE	RigidModels/campaign/generic_props/gen_rocks/ogr_large_rocks_low_03.wsmodel		true
rocks_large_ogr_04	BASE	RigidModels/campaign/vegetation/trees/gen_spacer_01.rigid_model_v2		true
rocks_large_ogr_05	BASE	RigidModels/campaign/vegetation/trees/gen_spacer_01.rigid_model_v2		true
rocks_large_tze_01	BASE	RigidModels/campaign/generic_props/gen_rocks/tze_large_rocks_low_01.rigid_model_v2		true
rocks_large_tze_02	BASE	RigidModels/campaign/generic_props/gen_rocks/tze_large_rocks_low_02.rigid_model_v2		true
rocks_large_tze_03	BASE	RigidModels/campaign/generic_props/gen_rocks/tze_large_rocks_low_03.rigid_model_v2		true
rocks_small_01	BASE	RigidModels/campaign/generic_props/gen_rocks/gen_small_rocks_low_01.rigid_model_v2		true
rocks_small_02	BASE	RigidModels/campaign/generic_props/gen_rocks/gen_small_rocks_low_02.rigid_model_v2		true
rocks_small_03	BASE	RigidModels/campaign/generic_props/gen_rocks/gen_small_rocks_low_03.rigid_model_v2		true
rocks_small_def_01	BASE	RigidModels/campaign/generic_props/gen_rocks/def_small_rocks_01.wsmodel		true
rocks_small_def_02	BASE	RigidModels/campaign/generic_props/gen_rocks/def_small_rocks_02.wsmodel		true
rocks_small_def_03	BASE	RigidModels/campaign/generic_props/gen_rocks/def_small_rocks_03.wsmodel		true
rocks_small_dkl_01	BASE	RigidModels/campaign/generic_props/gen_rocks/dkl_small_rocks_low_01.wsmodel		true
rocks_small_dkl_02	BASE	RigidModels/campaign/generic_props/gen_rocks/dkl_small_rocks_low_02.wsmodel		true
rocks_small_dkl_03	BASE	RigidModels/campaign/generic_props/gen_rocks/dkl_small_rocks_low_03.wsmodel		true
rocks_small_kho_01	BASE	RigidModels/campaign/generic_props/gen_rocks/kho_small_rocks_low_01.wsmodel		true
