attrition	unit
chaos_territory	wh2_dlc17_bst_mon_ghorgon_boss_0
chaos_territory	wh2_dlc17_bst_mon_ghorgon_ror_0
chaos_territory	wh2_dlc17_bst_mon_jabberslythe_0
chaos_territory	wh2_dlc17_bst_mon_jabberslythe_ror_0
chaos_territory	wh2_dlc17_kho_mon_ghorgon_ror_0
chaos_territory	wh2_twa03_def_mon_war_mammoth_0
chaos_territory	wh2_twa04_bst_cha_great_bray_shaman_beasts_0
chaos_territory	wh2_twa04_bst_cha_great_bray_shaman_beasts_1
chaos_territory	wh2_twa04_bst_cha_great_bray_shaman_beasts_2
chaos_territory	wh2_twa04_bst_cha_great_bray_shaman_death_0
chaos_territory	wh2_twa04_bst_cha_great_bray_shaman_death_1
chaos_territory	wh2_twa04_bst_cha_great_bray_shaman_death_2
chaos_territory	wh2_twa04_bst_cha_great_bray_shaman_shadows_0
chaos_territory	wh2_twa04_bst_cha_great_bray_shaman_shadows_1
chaos_territory	wh2_twa04_bst_cha_great_bray_shaman_shadows_2
chaos_territory	wh2_twa04_bst_cha_great_bray_shaman_wild_0
chaos_territory	wh2_twa04_bst_cha_great_bray_shaman_wild_1
chaos_territory	wh2_twa04_bst_cha_great_bray_shaman_wild_2
chaos_territory	wh3_dlc20_chs_cav_chaos_chariot_mkho
chaos_territory	wh3_dlc20_chs_cav_chaos_chariot_mnur
chaos_territory	wh3_dlc20_chs_cav_chaos_chariot_msla
chaos_territory	wh3_dlc20_chs_cav_chaos_chariot_msla_ror
chaos_territory	wh3_dlc20_chs_cav_chaos_chariot_mtze
chaos_territory	wh3_dlc20_chs_cav_chaos_knights_mkho
chaos_territory	wh3_dlc20_chs_cav_chaos_knights_mkho_lances
chaos_territory	wh3_dlc20_chs_cav_chaos_knights_mnur
chaos_territory	wh3_dlc20_chs_cav_chaos_knights_mnur_lances
chaos_territory	wh3_dlc20_chs_cav_chaos_knights_msla
chaos_territory	wh3_dlc20_chs_cav_chaos_knights_msla_lances
chaos_territory	wh3_dlc20_chs_cav_chaos_knights_mtze_lances
chaos_territory	wh3_dlc20_chs_cav_marauder_horsemen_mkho_throwing_axes
chaos_territory	wh3_dlc20_chs_cav_marauder_horsemen_mnur_throwing_axes
chaos_territory	wh3_dlc20_chs_cav_marauder_horsemen_msla_javelins
chaos_territory	wh3_dlc20_chs_cav_marauder_horsemen_mtze_javelins
chaos_territory	wh3_dlc20_chs_cha_chaos_lord_mkho
chaos_territory	wh3_dlc20_chs_cha_chaos_lord_mkho_chaos_steed
chaos_territory	wh3_dlc20_chs_cha_chaos_lord_mkho_gorebeast_chariot
chaos_territory	wh3_dlc20_chs_cha_chaos_lord_mkho_juggernaut
chaos_territory	wh3_dlc20_chs_cha_chaos_lord_msla
chaos_territory	wh3_dlc20_chs_cha_chaos_lord_msla_chaos_chariot
chaos_territory	wh3_dlc20_chs_cha_chaos_lord_msla_chaos_steed
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_death_warshrine
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_fire_warshrine
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_chaos_steed
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_warshrine
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_warshrine
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_lord_fire_warshrine
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_chaos_steed
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_disc
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_warshrine
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_warshrine
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_chaos_steed
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_warshrine
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_lord_shadows_warshrine
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_chaos_steed
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_disc
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_warshrine
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_chaos_steed
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_disc
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_warshrine
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_metal_warshrine
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_chaos_steed
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_warshrine
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_shadows_warshrine
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_chaos_steed
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_warshrine
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_chaos_steed
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_disc
chaos_territory	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_warshrine
chaos_territory	wh3_dlc20_chs_cha_cultist_msla_warshrine
chaos_territory	wh3_dlc20_chs_cha_daemon_prince
chaos_territory	wh3_dlc20_chs_cha_daemon_prince_mkho
chaos_territory	wh3_dlc20_chs_cha_daemon_prince_mnur
chaos_territory	wh3_dlc20_chs_cha_daemon_prince_msla
chaos_territory	wh3_dlc20_chs_cha_daemon_prince_mtze
chaos_territory	wh3_dlc20_chs_cha_exalted_hero_mkho
chaos_territory	wh3_dlc20_chs_cha_exalted_hero_mkho_chaos_steed
chaos_territory	wh3_dlc20_chs_cha_exalted_hero_mkho_gorebeast_chariot
chaos_territory	wh3_dlc20_chs_cha_exalted_hero_mkho_juggernaut
chaos_territory	wh3_dlc20_chs_cha_exalted_hero_mnur
chaos_territory	wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_chariot
chaos_territory	wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_steed
chaos_territory	wh3_dlc20_chs_inf_aspiring_champions_mtze_ror
chaos_territory	wh3_dlc20_chs_inf_chaos_marauders_mkho
chaos_territory	wh3_dlc20_chs_inf_chaos_marauders_mkho_dualweapons
chaos_territory	wh3_dlc20_chs_inf_chaos_marauders_mnur
chaos_territory	wh3_dlc20_chs_inf_chaos_marauders_mnur_greatweapons
chaos_territory	wh3_dlc20_chs_inf_chaos_marauders_msla
chaos_territory	wh3_dlc20_chs_inf_chaos_marauders_msla_hellscourges
chaos_territory	wh3_dlc20_chs_inf_chaos_marauders_mtze
chaos_territory	wh3_dlc20_chs_inf_chaos_marauders_mtze_spears
chaos_territory	wh3_dlc20_chs_inf_chaos_warriors_mnur
chaos_territory	wh3_dlc20_chs_inf_chaos_warriors_mnur_greatweapons
chaos_territory	wh3_dlc20_chs_inf_chaos_warriors_msla
chaos_territory	wh3_dlc20_chs_inf_chaos_warriors_msla_hellscourges
chaos_territory	wh3_dlc20_chs_inf_chaos_warriors_mtze
chaos_territory	wh3_dlc20_chs_inf_chaos_warriors_mtze_halberds
chaos_territory	wh3_dlc20_chs_inf_chosen_mkho
chaos_territory	wh3_dlc20_chs_inf_chosen_mkho_dualweapons
chaos_territory	wh3_dlc20_chs_inf_chosen_mnur
chaos_territory	wh3_dlc20_chs_inf_chosen_mnur_greatweapons
chaos_territory	wh3_dlc20_chs_inf_chosen_msla
chaos_territory	wh3_dlc20_chs_inf_chosen_msla_hellscourges
chaos_territory	wh3_dlc20_chs_inf_chosen_mtze
chaos_territory	wh3_dlc20_chs_inf_chosen_mtze_halberds
chaos_territory	wh3_dlc20_chs_inf_forsaken_mkho
chaos_territory	wh3_dlc20_chs_inf_forsaken_msla
chaos_territory	wh3_dlc20_chs_mon_giant_mnur_ror
chaos_territory	wh3_dlc20_chs_mon_warshrine
chaos_territory	wh3_dlc20_chs_mon_warshrine_mkho
chaos_territory	wh3_dlc20_chs_mon_warshrine_mnur
chaos_territory	wh3_dlc20_chs_mon_warshrine_msla
chaos_territory	wh3_dlc20_chs_mon_warshrine_mtze
chaos_territory	wh3_dlc20_kho_cav_skullcrushers_mkho_ror
chaos_territory	wh3_dlc24_bst_inf_centigors_great_weapons_mtze
chaos_territory	wh3_dlc24_bst_inf_tzaangors
chaos_territory	wh3_dlc24_bst_mon_incarnate_elemental_of_beasts
chaos_territory	wh3_dlc24_chs_cha_chaos_lord_mtze
chaos_territory	wh3_dlc24_chs_cha_chaos_lord_mtze_chaos_chariot
chaos_territory	wh3_dlc24_chs_cha_chaos_lord_mtze_chaos_steed
chaos_territory	wh3_dlc24_chs_cha_chaos_lord_mtze_disc
chaos_territory	wh3_dlc24_chs_cha_exalted_hero_mtze
chaos_territory	wh3_dlc24_chs_cha_exalted_hero_mtze_chaos_chariot
chaos_territory	wh3_dlc24_chs_cha_exalted_hero_mtze_chaos_steed
chaos_territory	wh3_dlc24_chs_cha_exalted_hero_mtze_disc
chaos_territory	wh3_dlc24_lzd_mon_carnosaur_0
chaos_territory	wh3_dlc24_tze_cha_aekold_helbrass
chaos_territory	wh3_dlc24_tze_cha_blue_scribes
chaos_territory	wh3_dlc24_tze_cha_changeling
chaos_territory	wh3_dlc24_tze_cha_changeling_summoned_0
chaos_territory	wh3_dlc24_tze_inf_centigors_great_weapons
chaos_territory	wh3_dlc24_tze_inf_pink_horrors_ror
chaos_territory	wh3_dlc24_tze_inf_tzaangors
chaos_territory	wh3_dlc24_tze_mon_cockatrice
chaos_territory	wh3_dlc24_tze_mon_flamers_changebringers
chaos_territory	wh3_dlc24_tze_mon_mutalith_vortex_beast
chaos_territory	wh3_dlc24_tze_mon_mutalith_vortex_beast_ror
chaos_territory	wh3_dlc24_tze_mon_screamers_ror
chaos_territory	wh3_dlc25_bst_inf_pestigors
chaos_territory	wh3_dlc25_chs_cha_chaos_lord_mnur
chaos_territory	wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_chariot
chaos_territory	wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_steed
chaos_territory	wh3_dlc25_chs_cha_chaos_lord_mnur_rot_beast
chaos_territory	wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur
chaos_territory	wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_chaos_steed
chaos_territory	wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_rot_beast
chaos_territory	wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_warshrine
chaos_territory	wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur
chaos_territory	wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_chaos_steed
chaos_territory	wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_rot_beast
chaos_territory	wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_warshrine
chaos_territory	wh3_dlc25_chs_cha_exalted_hero_mnur_rot_beast
chaos_territory	wh3_dlc25_nur_cav_plague_drones_1_ror
chaos_territory	wh3_dlc25_nur_cav_rot_knights
chaos_territory	wh3_dlc25_nur_cav_rot_knights_ror
chaos_territory	wh3_dlc25_nur_cha_bray_shaman_wild_chieftain
chaos_territory	wh3_dlc25_nur_cha_bray_shaman_wild_chieftain_razorgor_chariot
chaos_territory	wh3_dlc25_nur_cha_bray_shaman_wild_chieftain_tuskgor_chariot
chaos_territory	wh3_dlc25_nur_cha_exalted_hero_chieftain
chaos_territory	wh3_dlc25_nur_cha_exalted_hero_chieftain_chaos_chariot
chaos_territory	wh3_dlc25_nur_cha_exalted_hero_chieftain_chaos_dragon
chaos_territory	wh3_dlc25_nur_cha_exalted_hero_chieftain_chaos_steed
chaos_territory	wh3_dlc25_nur_cha_fimir_balefiend_shadow_chieftain
chaos_territory	wh3_dlc25_nur_cha_skin_wolf_werekin_chieftain
chaos_territory	wh3_dlc25_nur_chieftain_art_hellcannon
chaos_territory	wh3_dlc25_nur_chieftain_cav_chaos_chariot_mnur
chaos_territory	wh3_dlc25_nur_chieftain_cav_rot_knights
chaos_territory	wh3_dlc25_nur_chieftain_inf_centigors_1
chaos_territory	wh3_dlc25_nur_chieftain_inf_chaos_dwarf_blunderbusses
chaos_territory	wh3_dlc25_nur_chieftain_inf_cygor_0
chaos_territory	wh3_dlc25_nur_chieftain_inf_infernal_guard_fireglaives
chaos_territory	wh3_dlc25_nur_chieftain_mon_dragon_ogre_shaggoth
chaos_territory	wh3_dlc25_nur_chieftain_mon_fimir_0
chaos_territory	wh3_dlc25_nur_chieftain_mon_fimir_1
chaos_territory	wh3_dlc25_nur_chieftain_mon_frost_wyrm_0
chaos_territory	wh3_dlc25_nur_chieftain_mon_ghorgon
chaos_territory	wh3_dlc25_nur_chieftain_mon_skinwolves_0
chaos_territory	wh3_dlc25_nur_chieftain_mon_toad_dragon
chaos_territory	wh3_dlc25_nur_chieftain_mon_war_mammoth_0
chaos_territory	wh3_dlc25_nur_chieftain_mon_war_mammoth_1
chaos_territory	wh3_dlc25_nur_chieftain_veh_dreadquake_mortar
chaos_territory	wh3_dlc25_nur_inf_pestigors
chaos_territory	wh3_dlc25_nur_inf_plague_ogres
chaos_territory	wh3_dlc25_nur_inf_plague_ogres_great_weapons
chaos_territory	wh3_dlc25_nur_mon_soul_grinder_0_ror
chaos_territory	wh3_dlc25_nur_mon_toad_dragon
chaos_territory	wh3_main_chs_art_hellcannon_prologue
chaos_territory	wh3_main_dae_cha_be_lakor_0
chaos_territory	wh3_main_dae_cha_daemon_prince_0
chaos_territory	wh3_main_dae_inf_chaos_furies_0
chaos_territory	wh3_main_ie_nor_cha_exalted_great_unclean_one_burplesmirk_spewpit
chaos_territory	wh3_main_kho_cav_bloodcrushers_0
chaos_territory	wh3_main_kho_cav_gorebeast_chariot
chaos_territory	wh3_main_kho_cav_skullcrushers_0
chaos_territory	wh3_main_kho_cha_bloodreaper_0
chaos_territory	wh3_main_kho_cha_bloodreaper_1
chaos_territory	wh3_main_kho_cha_bloodreaper_2
chaos_territory	wh3_main_kho_cha_cultist_0
chaos_territory	wh3_main_kho_cha_cultist_1
chaos_territory	wh3_main_kho_cha_exalted_bloodthirster_0
chaos_territory	wh3_main_kho_cha_herald_of_khorne_0
chaos_territory	wh3_main_kho_cha_herald_of_khorne_1
chaos_territory	wh3_main_kho_cha_herald_of_khorne_2
chaos_territory	wh3_main_kho_cha_skarbrand_0
chaos_territory	wh3_main_kho_inf_bloodletters_0
chaos_territory	wh3_main_kho_inf_bloodletters_1
chaos_territory	wh3_main_kho_inf_bloodletters_summoned_0
chaos_territory	wh3_main_kho_inf_chaos_furies_0
chaos_territory	wh3_main_kho_inf_chaos_warhounds_0
chaos_territory	wh3_main_kho_inf_chaos_warriors_0
chaos_territory	wh3_main_kho_inf_chaos_warriors_1
chaos_territory	wh3_main_kho_inf_chaos_warriors_2
chaos_territory	wh3_main_kho_inf_flesh_hounds_of_khorne_0
chaos_territory	wh3_main_kho_mon_bloodthirster_0
chaos_territory	wh3_main_kho_mon_bloodthirster_summoned_0
chaos_territory	wh3_main_kho_mon_khornataurs_0
chaos_territory	wh3_main_kho_mon_khornataurs_1
chaos_territory	wh3_main_kho_mon_soul_grinder_0
chaos_territory	wh3_main_kho_mon_spawn_of_khorne_0
chaos_territory	wh3_main_kho_veh_blood_shrine_0
chaos_territory	wh3_main_kho_veh_skullcannon_0
chaos_territory	wh3_main_nur_cav_plague_drones_0
chaos_territory	wh3_main_nur_cav_plague_drones_1
chaos_territory	wh3_main_nur_cav_pox_riders_of_nurgle_0
chaos_territory	wh3_main_nur_cha_cultist_0
chaos_territory	wh3_main_nur_cha_cultist_1
chaos_territory	wh3_main_nur_cha_exalted_great_unclean_one_death_0
chaos_territory	wh3_main_nur_cha_exalted_great_unclean_one_nurgle_0
chaos_territory	wh3_main_nur_cha_herald_of_nurgle_death_0
chaos_territory	wh3_main_nur_cha_herald_of_nurgle_death_1
chaos_territory	wh3_main_nur_cha_herald_of_nurgle_death_2
chaos_territory	wh3_main_nur_cha_herald_of_nurgle_nurgle_0
chaos_territory	wh3_main_nur_cha_herald_of_nurgle_nurgle_1
chaos_territory	wh3_main_nur_cha_herald_of_nurgle_nurgle_2
chaos_territory	wh3_main_nur_cha_ku_gath_plaguefather_0
chaos_territory	wh3_main_nur_cha_plagueridden_death_0
chaos_territory	wh3_main_nur_cha_plagueridden_death_1
chaos_territory	wh3_main_nur_cha_plagueridden_death_2
chaos_territory	wh3_main_nur_cha_plagueridden_nurgle_0
chaos_territory	wh3_main_nur_cha_plagueridden_nurgle_1
chaos_territory	wh3_main_nur_cha_plagueridden_nurgle_2
chaos_territory	wh3_main_nur_inf_chaos_furies_0
chaos_territory	wh3_main_nur_inf_forsaken_0
chaos_territory	wh3_main_nur_inf_forsaken_0_warriors
chaos_territory	wh3_main_nur_inf_nurglings_0
chaos_territory	wh3_main_nur_inf_nurglings_summoned_0
chaos_territory	wh3_main_nur_inf_plaguebearers_0
chaos_territory	wh3_main_nur_inf_plaguebearers_1
chaos_territory	wh3_main_nur_inf_plaguebearers_1_summoned
chaos_territory	wh3_main_nur_inf_plaguebearers_summoned_0
chaos_territory	wh3_main_nur_mon_beast_of_nurgle_0
chaos_territory	wh3_main_nur_mon_great_unclean_one_0
chaos_territory	wh3_main_nur_mon_great_unclean_one_summoned_0
chaos_territory	wh3_main_nur_mon_plague_toads_0
chaos_territory	wh3_main_nur_mon_rot_flies_0
chaos_territory	wh3_main_nur_mon_soul_grinder_0
chaos_territory	wh3_main_nur_mon_spawn_of_nurgle_0
chaos_territory	wh3_main_nur_mon_spawn_of_nurgle_0_summoned
chaos_territory	wh3_main_nur_mon_spawn_of_nurgle_0_warriors
chaos_territory	wh3_main_pro_kho_cha_bloodreaper_0
chaos_territory	wh3_main_pro_kho_cha_bloodreaper_1
chaos_territory	wh3_main_pro_kho_cha_bloodreaper_2
chaos_territory	wh3_main_pro_kho_cha_cultist_0
chaos_territory	wh3_main_pro_kho_cha_cultist_1
chaos_territory	wh3_main_pro_kho_cha_herald_of_khorne_0
chaos_territory	wh3_main_pro_kho_cha_herald_of_khorne_1
chaos_territory	wh3_main_pro_kho_cha_herald_of_khorne_2
chaos_territory	wh3_main_pro_kho_inf_bloodletters_0
chaos_territory	wh3_main_pro_kho_inf_chaos_furies_0
chaos_territory	wh3_main_pro_kho_inf_chaos_warhounds_0
chaos_territory	wh3_main_pro_kho_inf_chaos_warriors_0
chaos_territory	wh3_main_pro_kho_inf_flesh_hounds_of_khorne_0
chaos_territory	wh3_main_pro_tze_cav_chaos_knights_0
chaos_territory	wh3_main_pro_tze_inf_blue_horrors_0
chaos_territory	wh3_main_pro_tze_inf_pink_horrors_0
chaos_territory	wh3_main_pro_tze_mon_flamers_0
chaos_territory	wh3_main_pro_tze_mon_screamers_0
chaos_territory	wh3_main_sla_cav_heartseekers_of_slaanesh_0
chaos_territory	wh3_main_sla_cav_hellstriders_0
chaos_territory	wh3_main_sla_cav_hellstriders_1
chaos_territory	wh3_main_sla_cav_seekers_of_slaanesh_0
chaos_territory	wh3_main_sla_cha_alluress_shadow_0
chaos_territory	wh3_main_sla_cha_alluress_shadow_1
chaos_territory	wh3_main_sla_cha_alluress_shadow_2
chaos_territory	wh3_main_sla_cha_alluress_shadow_3
chaos_territory	wh3_main_sla_cha_alluress_slaanesh_0
chaos_territory	wh3_main_sla_cha_alluress_slaanesh_1
chaos_territory	wh3_main_sla_cha_alluress_slaanesh_2
chaos_territory	wh3_main_sla_cha_alluress_slaanesh_3
chaos_territory	wh3_main_sla_cha_cultist_0
chaos_territory	wh3_main_sla_cha_cultist_1
chaos_territory	wh3_main_sla_cha_exalted_keeper_of_secrets_shadow_0
chaos_territory	wh3_main_sla_cha_exalted_keeper_of_secrets_slaanesh_0
chaos_territory	wh3_main_sla_cha_herald_of_slaanesh_shadow_0
chaos_territory	wh3_main_sla_cha_herald_of_slaanesh_shadow_1
chaos_territory	wh3_main_sla_cha_herald_of_slaanesh_shadow_2
chaos_territory	wh3_main_sla_cha_herald_of_slaanesh_shadow_3
chaos_territory	wh3_main_sla_cha_herald_of_slaanesh_slaanesh_0
chaos_territory	wh3_main_sla_cha_herald_of_slaanesh_slaanesh_1
chaos_territory	wh3_main_sla_cha_herald_of_slaanesh_slaanesh_2
chaos_territory	wh3_main_sla_cha_herald_of_slaanesh_slaanesh_3
chaos_territory	wh3_main_sla_cha_nkari_0
chaos_territory	wh3_main_sla_inf_chaos_furies_0
chaos_territory	wh3_main_sla_inf_daemonette_0
