key	icon	sort_order	show_in_ui	audio_switch	colour_hex
wh2_main_set_darkelf_military_support	UI/Buildings/Icons/dark_elves_cat_support.png	5	true	Advanced_Military	4B4158
wh2_main_set_darkelf_port	placeholder	1	true	Resource	354551
wh2_main_set_darkelf_sorcery	placeholder	0	false		FFFFFF
wh2_main_set_darkelf_temples	placeholder	0	false		FFFFFF
wh2_main_set_dwf_rangers_drinking	placeholder	0	false		FFFFFF
wh2_main_set_hef_cultural	placeholder	0	false		FFFFFF
wh2_main_set_hef_industry	placeholder	0	false		FFFFFF
wh2_main_set_hef_worship	placeholder	0	false		FFFFFF
wh2_main_set_highelf_defence	UI/Buildings/Icons/high_elves_cat_defence.png	6	true	Defence	5B492F
wh2_main_set_highelf_infrastructure	UI/Buildings/Icons/high_elves_cat_civic.png	7	true	Infrastructure	3E4739
wh2_main_set_highelf_military_recruitment	UI/Buildings/Icons/high_elves_cat_recruitment.png	4	true	Military_Recruitment	781414
wh2_main_set_highelf_military_support	UI/Buildings/Icons/high_elves_cat_support.png	5	true	Advanced_Military	4B4158
wh2_main_set_highelf_port	placeholder	1	true	Resource	354551
wh2_main_set_landmark	UI/Buildings/Icons/empire_cat_landmark.png	2	true	Landmark	64143C
wh2_main_set_lizardmen_defence	UI/Buildings/Icons/lizardmen_cat_defence.png	6	true	Defence	5B492F
wh2_main_set_lizardmen_infrastructure	UI/Buildings/Icons/lizardmen_cat_civic.png	7	true	Infrastructure	3E4739
wh2_main_set_lizardmen_military_recruitment	UI/Buildings/Icons/lizardmen_cat_recruitment.png	4	true	Military_Recruitment	781414
wh2_main_set_lizardmen_military_support	UI/Buildings/Icons/lizardmen_cat_support.png	5	true	Advanced_Military	4B4158
wh2_main_set_lizardmen_port	placeholder	1	true	Resource	354551
wh2_main_set_lizardmen_star_chamber	placeholder	0	false		FFFFFF
wh2_main_set_lizardmen_temples	placeholder	0	false		FFFFFF
wh2_main_set_lzd	placeholder	0	false		FFFFFF
wh2_main_set_newhorde_def	placeholder	0	false		FFFFFF
wh2_main_set_newhorde_rogue	placeholder	0	false		FFFFFF
wh2_main_set_resource	UI/Buildings/Icons/empire_cat_resource.png	3	true	Resource	551E00
wh2_main_set_rogue_settlement_horde	placeholder	0	true	Province_Capital	3E3D38
wh2_main_set_skaven_defence	UI/Buildings/Icons/skaven_cat_defence.png	6	true	Defence	5B492F
wh2_main_set_skaven_infrastructure	UI/Buildings/Icons/skaven_cat_civic.png	7	true	Infrastructure	3E4739
wh2_main_set_skaven_military_recruitment	UI/Buildings/Icons/skaven_cat_recruitment.png	4	true	Military_Recruitment	781414
wh2_main_set_skaven_military_support	UI/Buildings/Icons/skaven_cat_support.png	5	true	Advanced_Military	4B4158
wh2_main_set_skaven_plague	placeholder	0	false		FFFFFF
wh2_main_set_skaven_port	placeholder	1	true	Resource	354551
wh3_dlc20_set_warriors_altar_improvements	UI/Buildings/Icons/chaos_cat_altar_improvements.png	4	true	Military_Recruitment	4B4158
wh3_dlc20_set_warriors_defence	UI/Buildings/Icons/chaos_cat_defence.png	6	true	Defence	5B492F
wh3_dlc20_set_warriors_economy	UI/Buildings/Icons/chaos_cat_civic.png	7	true	Resource	3E4739
wh3_dlc20_set_warriors_military_advanced	UI/Buildings/Icons/chaos_cat_support.png	5	true	Advanced_Military	4B4158
wh3_dlc20_set_warriors_military_recruitment	UI/Buildings/Icons/chaos_cat_recruitment.png	4	true	Military_Recruitment	653934
wh3_dlc20_set_woc_walled_altar_defence	UI/Buildings/Icons/chaos_cat_defence.png	6	true	Defence	5B492F
wh3_dlc23_chd_factory_infrastructure	UI/Buildings/Icons/chd_cat_infrastructure.png	8	true	Infrastructure	3E4739
wh3_dlc23_set_chd_defence	UI/Buildings/Icons/chd_cat_defence.png	9	true		5B492F
wh3_dlc23_set_chd_military_recruitment	UI/Buildings/Icons/chd_cat_basic_military.png	4	true	Military_Recruitment	781414
wh3_dlc23_set_chd_military_support	UI/Buildings/Icons/chd_cat_advanced_military.png	5	true	Advanced_Military	4B4158
wh3_dlc23_set_chd_outpost_infrastructure	UI/Buildings/Icons/chd_cat_infrastructure.png	8	true	Infrastructure	3E4739
wh3_dlc23_set_chd_settlement_factory	placeholder	0	true	Province_Capital	3E3D38
wh3_dlc23_set_chd_settlement_outpost	placeholder	0	true	Province_Capital	3E3D38
wh3_dlc23_set_chd_settlement_tower	placeholder	0	true	Province_Capital	3E3D38
wh3_dlc23_set_chd_temple_of_hashut	placeholder	0	false		FFFFFF
wh3_dlc23_set_chd_tower_infrastructure	UI/Buildings/Icons/chd_cat_infrastructure.png	8	true	Infrastructure	3E4739
wh3_dlc24_set_tze_the_changeling_military_recruitment	UI/Buildings/Icons/tzeentch_cat_recruitment.png	4	true	Military_Recruitment	781414
wh3_dlc24_set_tze_the_changeling_military_support	UI/Buildings/Icons/tzeentch_cat_support.png	5	true	Advanced_Military	4B4158
wh3_dlc24_set_tze_the_changeling_parasitic	UI/Buildings/Icons/tzeentch_cat_parasitic.png	20	true		B200FF
wh3_dlc24_set_tze_the_changeling_symbiotic	UI/Buildings/Icons/tzeentch_cat_symbiotic.png	10	true		0094FF
wh3_main_set_chaos_defence	UI/Buildings/Icons/nor_cat_defence.png	5	true	Defence	5B492F
wh3_main_set_chaos_economy	UI/Buildings/Icons/nor_cat_civic.png	6	true	Resource	3E4739
wh3_main_set_cth_bastion	placeholder	0	false		FFFFFF
wh3_main_set_cth_defence	UI/Buildings/Icons/cathay_cat_defence.png	6	true	Defence	5B492F
wh3_main_set_cth_industry_yang	placeholder	0	false		FFFFFF
wh3_main_set_cth_infrastructure	UI/Buildings/Icons/cathay_cat_civic.png	7	true	Infrastructure	3E4739
wh3_main_set_cth_military_recruitment	UI/Buildings/Icons/cathay_cat_military.png	4	true	Military_Recruitment	781414
wh3_main_set_cth_military_support	UI/Buildings/Icons/cathay_cat_support.png	5	true	Advanced_Military	4B4158
wh3_main_set_cth_yang	placeholder	0	false		FFFFFF
wh3_main_set_cth_yin	placeholder	0	false		FFFFFF
wh3_main_set_dae_advanced_military	UI/Buildings/Icons/dae_prince_cat_support.png	5	true	Advanced_Military	4B4158
wh3_main_set_dae_garrison	UI/Buildings/Icons/dae_prince_cat_defence.png	6	true	Defence	5B492F
wh3_main_set_dae_infrastructure	UI/Buildings/Icons/dae_prince_cat_civic.png	7	true	Infrastructure	3E4739
wh3_main_set_dae_khorne	placeholder	0	false		FFFFFF
wh3_main_set_dae_military	UI/Buildings/Icons/dae_prince_cat_recruitment.png	4	true	Military_Recruitment	781414
wh3_main_set_dae_nurgle	placeholder	0	false		FFFFFF
wh3_main_set_dae_slaanesh	placeholder	0	false		FFFFFF
wh3_main_set_dae_tzeentch	placeholder	0	false		FFFFFF
wh3_main_set_kho	placeholder	0	false		FFFFFF
wh3_main_set_kho_cult	UI/Buildings/Icons/khorne_cat_cult.png	0	true	Infrastructure	FFFFFF
wh3_main_set_khorne_defence	UI/Buildings/Icons/khorne_cat_defence.png	6	true	Defence	5B492F
wh3_main_set_khorne_infrastructure	UI/Buildings/Icons/khorne_cat_civic.png	7	true	Infrastructure	3E4739
wh3_main_set_khorne_military_recruitment	UI/Buildings/Icons/khorne_cat_recruitment.png	4	true	Military_Recruitment	781414
wh3_main_set_khorne_military_support	UI/Buildings/Icons/khorne_cat_support.png	5	true	Advanced_Military	4B4158
wh3_main_set_ksl_corruption_land	placeholder	0	false		FFFFFF
wh3_main_set_ksl_defence	UI/Buildings/Icons/kislev_cat_defence.png	8	true	Defence	5B492F
wh3_main_set_ksl_garrison_religion	placeholder	0	false		FFFFFF
wh3_main_set_ksl_infrastructure	UI/Buildings/Icons/kislev_cat_civic.png	9	true	Infrastructure	3E4739
wh3_main_set_ksl_military_recruitment	UI/Buildings/Icons/kislev_cat_recruitment.png	4	true	Military_Recruitment	781414
wh3_main_set_ksl_military_support	UI/Buildings/Icons/kislev_cat_support.png	5	true	Advanced_Military	4B4158
wh3_main_set_ksl_orthodoxy	placeholder	0	false		FFFFFF
wh3_main_set_newhorde_ogr	placeholder	0	false		FFFFFF
wh3_main_set_nur_cult	UI/Buildings/Icons/nurgle_cat_cult.png	0	true	Infrastructure	FFFFFF
wh3_main_set_nurgle_1	placeholder	0	false		FFFFFF
wh3_main_set_nurgle_2	placeholder	0	false		FFFFFF
wh3_main_set_nurgle_3	placeholder	0	false		FFFFFF
wh3_main_set_nurgle_4	placeholder	0	false		FFFFFF
wh3_main_set_nurgle_5	placeholder	0	false		FFFFFF
wh3_main_set_nurgle_6	placeholder	0	false		FFFFFF
wh3_main_set_nurgle_7	placeholder	0	false		FFFFFF
wh3_main_set_nurgle_8	placeholder	0	false		FFFFFF
wh3_main_set_nurgle_9	placeholder	0	false		FFFFFF
wh3_main_set_nurgle_advanced_mil	UI/Buildings/Icons/nurgle_cat_support.png	5	true	Advanced_Military	4B4158
wh3_main_set_nurgle_basic_mil	UI/Buildings/Icons/nurgle_cat_military.png	4	true	Military_Recruitment	781414
wh3_main_set_nurgle_defence	UI/Buildings/Icons/nurgle_cat_defence.png	6	true	Defence	5B492F
wh3_main_set_nurgle_infrastructure	UI/Buildings/Icons/nurgle_cat_civic.png	6	true	Infrastructure	3E4739
wh3_main_set_ogre_camp	placeholder	0	true	Military_Recruitment	FFFFFF
wh3_main_set_ogre_camp_all	placeholder	0	true		FFFFFF
wh3_main_set_ogre_camp_recruitment	UI/Buildings/Icons/ogre_cat_recruitment.png	3	true	Military_Recruitment	653934
wh3_main_set_ogre_camp_recruitment_advanced	UI/Buildings/Icons/ogre_cat_support.png	4	true	Advanced_Military	4B4158
wh3_main_set_ogre_camp_support	UI/Buildings/Icons/ogre_cat_civic.png	7	true	Infrastructure	3E4739
wh3_main_set_ogre_defence	UI/Buildings/Icons/ogre_cat_defence.png	6	true	Defence	5B492F
wh3_main_set_ogre_infrastructure	UI/Buildings/Icons/ogre_cat_civic.png	8	true	Infrastructure	3E4739
wh3_main_set_ogre_military_recruitment	UI/Buildings/Icons/ogre_cat_recruitment.png	5	true	Military_Recruitment	781414
wh3_main_set_sla_cult	UI/Buildings/Icons/slaanesh_cat_cult.png	0	true	Infrastructure	FFFFFF
wh3_main_set_slaanesh_defence	UI/Buildings/Icons/slaanesh_cat_defence.png	6	true	Defence	5B492F
wh3_main_set_slaanesh_infrastructure	UI/Buildings/Icons/slaanesh_cat_civic.png	7	true	Infrastructure	3E4739
wh3_main_set_slaanesh_military_recruitment	UI/Buildings/Icons/slaanesh_cat_recruitment.png	4	true	Military_Recruitment	781414
wh3_main_set_slaanesh_military_support	UI/Buildings/Icons/slaanesh_cat_support.png	5	true	Advanced_Military	4B4158
wh3_main_set_test_allied_building	UI/Buildings/Icons/skaven_cat_under_empire_warpstone.png	0	true		FFFFFF
wh3_main_set_tze_cult	UI/Buildings/Icons/tzeentch_cat_cult.png	0	true	Infrastructure	FFFFFF
wh3_main_set_tze_library	placeholder	0	false		FFFFFF
wh3_main_set_tzeentch_defence	UI/Buildings/Icons/tzeentch_cat_defence.png	6	true	Defence	5B492F
wh3_main_set_tzeentch_infrastructure	UI/Buildings/Icons/tzeentch_cat_civic.png	7	true	Infrastructure	3E4739
wh3_main_set_tzeentch_military_recruitment	UI/Buildings/Icons/tzeentch_cat_recruitment.png	4	true	Military_Recruitment	781414
wh3_main_set_tzeentch_military_support	UI/Buildings/Icons/tzeentch_cat_support.png	5	true	Advanced_Military	4B4158
wh_dlc03_set_beastmen_economy	UI/Buildings/Icons/beastmen_cat_civic.png	5	true	Infrastructure	3E4739
wh_dlc03_set_beastmen_military_recruitment	UI/Buildings/Icons/beastmen_cat_recruitment.png	2	true	Military_Recruitment	653934
wh_dlc03_set_beastmen_military_support	UI/Buildings/Icons/beastmen_cat_support.png	3	true	Advanced_Military	4B4158
wh_dlc03_set_beastmen_settlement_horde	placeholder	0	true	Province_Capital	3E3D38
wh_dlc03_set_newhorde_beastmen	placeholder	0	false		FFFFFF
wh_dlc05_set_woodelves_defence	UI/Buildings/Icons/wood_elves_cat_defence.png	6	true	Defence	5B492F
wh_dlc05_set_woodelves_economy	UI/Buildings/Icons/wood_elves_cat_civic.png	7	true	Infrastructure	3E4739
wh_dlc05_set_woodelves_military_recruitment	UI/Buildings/Icons/wood_elves_cat_recruitment.png	4	true	Military_Recruitment	653934
wh_dlc05_set_woodelves_military_support	UI/Buildings/Icons/wood_elves_cat_support.png	5	true	Advanced_Military	4B4158
wh_dlc05_set_woodelves_offices	UI/Buildings/Icons/wood_elves_cat_office.png	3	true	Province_Capital	64A064
wh_dlc05_set_woodelves_temples	UI/Buildings/Icons/wood_elves_cat_temple.png	8	true	Landmark	B4B4B4
wh_main_set_chaos_military_recuitment	UI/Buildings/Icons/chaos_cat_recruitment.png	2	true	Military_Recruitment	653934
wh_main_set_chaos_military_support	UI/Buildings/Icons/chaos_cat_support.png	3	true	Advanced_Military	4B4158
wh_main_set_dwarf_defence	UI/Buildings/Icons/dwarf_cat_defence.png	6	true	Defence	5B492F
wh_main_set_dwarf_economy	UI/Buildings/Icons/dwarf_cat_civic.png	7	true	Infrastructure	3E4739
wh_main_set_dwarf_military_recruitment	UI/Buildings/Icons/dwarf_cat_recruitment.png	4	true	Military_Recruitment	781414
wh_main_set_dwarf_military_support	UI/Buildings/Icons/dwarf_cat_support.png	5	true	Advanced_Military	4B4158
wh_main_set_empire_defence	UI/Buildings/Icons/empire_cat_defence.png	6	true	Defence	5B492F
wh_main_set_empire_economy	UI/Buildings/Icons/empire_cat_civic.png	7	true	Infrastructure	3E4739
wh_main_set_empire_military_recruitment	UI/Buildings/Icons/empire_cat_recruitment.png	4	true	Military_Recruitment	781414
wh_main_set_empire_military_support	UI/Buildings/Icons/empire_cat_support.png	5	true	Advanced_Military	4B4158
wh_main_set_empire_wizards	placeholder	0	false		FFFFFF
wh_main_set_greenskin_defence	UI/Buildings/Icons/greenskins_cat_defence.png	6	true	Defence	5B492F
wh_main_set_greenskin_economy	UI/Buildings/Icons/greenskins_cat_civic.png	7	true	Infrastructure	3E4739
wh_main_set_greenskin_military_recruitment	UI/Buildings/Icons/greenskins_cat_recruitment.png	4	true	Military_Recruitment	781414
wh_main_set_greenskin_military_support	UI/Buildings/Icons/greenskins_cat_support.png	5	true	Advanced_Military	4B4158
wh_main_set_military_recruitment	UI/Buildings/Icons/empire_cat_recruitment.png	4	true	Military_Recruitment	653934
wh_main_set_newhorde_chaos	placeholder	0	false		FFFFFF
wh_main_set_newhorde_savage_orcs	placeholder	0	false		FFFFFF
wh_main_set_norsca_defence	UI/Buildings/Icons/nor_cat_defence.png	5	true	Defence	5B492F
wh_main_set_norsca_economy	UI/Buildings/Icons/nor_cat_civic.png	6	true	Resource	3E4739
wh_main_set_norsca_military_recruitment	UI/Buildings/Icons/nor_cat_recruitment.png	3	true	Military_Recruitment	653934
wh_main_set_norsca_military_support	UI/Buildings/Icons/nor_cat_support.png	4	true	Advanced_Military	4B4158
wh_main_set_port	placeholder	1	true	Resource	354551
wh_main_set_settlement_horde	placeholder	0	true	Province_Capital	3E3D38
wh_main_set_settlement_major	placeholder	0	true	Province_Capital	3E3D38
wh_main_set_settlement_minor	placeholder	0	true	Province_Capital	3E3D38
wh_main_set_vampire_defence	UI/Buildings/Icons/vampire_cat_defence.png	6	true	Defence	5B492F
wh_main_set_vampire_economy	UI/Buildings/Icons/vampire_cat_civic.png	7	true	Infrastructure	3E4739
wh_main_set_vampire_military_recruitment	UI/Buildings/Icons/vampire_cat_recruitment.png	4	true	Military_Recruitment	781414
wh_main_set_vampire_military_support	UI/Buildings/Icons/vampire_cat_support.png	5	true	Advanced_Military	4B4158
