ancillary	effect	effect_scope	value
wh2_dlc09_anc_weapon_double_crescent_of_neru	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
wh2_dlc09_anc_weapon_double_crescent_of_neru	wh_main_effect_character_stat_melee_attack	character_to_character_own	5.0000
wh2_dlc09_anc_weapon_double_crescent_of_neru	wh_main_effect_character_stat_melee_defence	character_to_character_own	5.0000
wh2_dlc09_anc_weapon_double_crescent_of_neru	wh_main_effect_character_stat_weapon_strength	character_to_character_own	5.0000
wh2_dlc09_anc_weapon_enchanted_lapis_mace	wh_main_effect_character_stat_bonus_vs_large	character_to_character_own	7.0000
wh2_dlc09_anc_weapon_enchanted_lapis_mace	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
wh2_dlc09_anc_weapon_enchanted_lapis_mace	wh_main_effect_character_stat_weapon_strength	character_to_character_own	5.0000
wh2_dlc09_anc_weapon_fang_of_quaph	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1.0000
wh2_dlc09_anc_weapon_fang_of_quaph	wh_main_effect_character_stat_melee_attack	character_to_character_own	4.0000
wh2_dlc09_anc_weapon_golden_dagger	wh_main_effect_character_stat_melee_attack	character_to_character_own	3.0000
wh2_dlc09_anc_weapon_golden_dagger	wh_main_effect_character_stat_weapon_strength	character_to_character_own	4.0000
wh2_dlc09_anc_weapon_inscribed_khopesh	wh_main_effect_character_stat_melee_defence	character_to_character_own	3.0000
wh2_dlc09_anc_weapon_inscribed_khopesh	wh_main_effect_character_stat_weapon_strength	character_to_character_own	4.0000
wh2_dlc09_anc_weapon_spear_of_pakth	wh_main_effect_character_stat_bonus_vs_large	character_to_character_own	5.0000
wh2_dlc09_anc_weapon_spear_of_pakth	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
wh2_dlc09_anc_weapon_spear_of_pakth	wh_main_effect_character_stat_melee_defence	character_to_character_own	3.0000
wh2_dlc09_anc_weapon_spear_of_pakth	wh_main_effect_character_stat_weapon_strength	character_to_character_own	3.0000
wh2_dlc09_anc_weapon_the_blessed_blade_of_ptra	wh2_dlc09_effect_ability_enable_blessed_blade_of_ptra	character_to_character_own	1.0000
wh2_dlc09_anc_weapon_the_blessed_blade_of_ptra	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
wh2_dlc09_anc_weapon_the_blessed_blade_of_ptra	wh_main_effect_character_stat_melee_attack	character_to_character_own	5.0000
wh2_dlc09_anc_weapon_the_blessed_blade_of_ptra	wh_main_effect_character_stat_weapon_strength	character_to_character_own	10.0000
wh2_dlc09_anc_weapon_the_blessed_blade_of_ptra	wh_main_effect_public_order_characters	character_to_province_own_factionwide	3.0000
wh2_dlc09_anc_weapon_the_tomb_blade_of_arkhan	wh2_dlc09_effect_ability_enable_the_tomb_blade_of_arkhan	character_to_character_own	1.0000
wh2_dlc09_anc_weapon_the_tomb_blade_of_arkhan	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
wh2_dlc09_anc_weapon_the_tomb_blade_of_arkhan	wh_main_effect_character_stat_weapon_strength	character_to_character_own	14.0000
wh2_dlc09_anc_weapon_the_tomb_blade_of_arkhan	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	15.0000
wh2_dlc09_anc_weapon_the_tomb_blade_of_arkhan	wh_main_effect_public_order_characters	character_to_province_own	5.0000
wh2_dlc09_anc_weapon_the_venom_staff	wh2_dlc09_effect_ability_enable_venom_staff	character_to_character_own	1.0000
wh2_dlc09_anc_weapon_the_venom_staff	wh3_main_effect_corruption_reduction_characters	character_to_province_any	-5.0000
wh2_dlc09_anc_weapon_the_venom_staff	wh_main_effect_character_stat_ap_damage	character_to_character_own	40.0000
wh2_dlc09_anc_weapon_the_venom_staff	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
wh2_dlc10_anc_arcane_item_scroll_of_arnizipals_black_horror	wh2_dlc10_effect_ability_enable_bound_arnizipals_black_horror	character_to_character_own	1.0000
wh2_dlc10_anc_arcane_item_scroll_of_assault_of_stone	wh2_dlc10_effect_ability_enable_bound_assault_of_stone	character_to_character_own	1.0000
wh2_dlc10_anc_arcane_item_scroll_of_blast	wh2_dlc10_effect_ability_enable_bound_blast	character_to_character_own	1.0000
wh2_dlc10_anc_arcane_item_scroll_of_fear_of_aramar	wh2_dlc10_effect_ability_enable_bound_fear_of_aramar	character_to_character_own	1.0000
wh2_dlc10_anc_arcane_item_scroll_of_speed_of_lykos	wh2_dlc10_effect_ability_enable_bound_speed_of_lykos	character_to_character_own	1.0000
wh2_dlc10_anc_arcane_item_scroll_of_the_amber_trance	wh2_dlc10_effect_ability_enable_bound_the_amber_trance	character_to_character_own	1.0000
wh2_dlc10_anc_arcane_item_stave_of_avelorn	wh2_dlc10_effect_ability_enable_stave_of_avelorn	character_to_character_own	1.0000
wh2_dlc10_anc_enchanted_item_burning_phoenix_pinion	wh2_dlc10_effect_ability_enable_bound_fiery_convocation	character_to_character_own	1.0000
wh2_dlc10_anc_enchanted_item_burning_phoenix_pinion	wh2_dlc10_effect_ability_enable_rebirth	character_to_character_own	1.0000
wh2_dlc10_anc_enchanted_item_burning_phoenix_pinion	wh_main_effect_character_stat_fire_resistance	character_to_character_own	20.0000
wh2_dlc10_anc_enchanted_item_burning_phoenix_pinion	wh_main_effect_character_stat_magic_resistance	character_to_character_own	15.0000
wh2_dlc10_anc_enchanted_item_extinguished_phoenix_pinion	wh_main_effect_character_stat_fire_resistance	character_to_character_own	20.0000
wh2_dlc10_anc_enchanted_item_extinguished_phoenix_pinion	wh_main_effect_character_stat_magic_resistance	character_to_character_own	20.0000
wh2_dlc10_anc_enchanted_item_star_of_avelorn	wh2_dlc10_effect_ability_enable_star_of_avelorn	character_to_character_own	1.0000
wh2_dlc10_anc_enchanted_item_star_of_avelorn	wh_main_effect_character_stat_aura_leadership_effect	character_to_character_own	10.0000
wh2_dlc10_anc_enchanted_item_star_of_avelorn	wh_main_effect_character_stat_leadership_aura_size	character_to_character_own	35.0000
wh2_dlc10_anc_enchanted_item_star_of_avelorn	wh_main_effect_force_all_campaign_replenishment_rate	general_to_force_own	3.0000
wh2_dlc10_anc_enchanted_item_the_shadow_crown	wh2_dlc10_effect_ability_enable_the_shadow_crown	character_to_character_own	1.0000
wh2_dlc10_anc_enchanted_item_the_shadow_crown	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own	10.0000
wh2_dlc10_anc_enchanted_item_the_shadow_crown	wh_main_effect_public_order_characters	character_to_province_own	5.0000
wh2_dlc10_anc_talisman_amulet_of_dark_fire	wh2_dlc10_effect_ability_enable_amulet_of_dark_fire	character_to_character_own	1.0000
wh2_dlc10_anc_talisman_amulet_of_dark_fire	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10.0000
wh2_dlc10_anc_talisman_amulet_of_dark_fire	wh_main_effect_character_stat_ward_save	character_to_character_own	15.0000
wh2_dlc10_anc_talisman_carnosaur_skull	wh2_dlc10_effect_ability_enable_primal_rage	character_to_character_own	1.0000
wh2_dlc10_anc_talisman_carnosaur_skull	wh_main_effect_character_stat_armour	character_to_character_own	15.0000
wh2_dlc10_anc_talisman_carnosaur_skull	wh_main_effect_character_stat_ward_save	character_to_character_own	7.0000
wh2_dlc10_anc_talisman_hydra_head	wh2_dlc10_effect_ability_enable_unidentified_head	character_to_character_own	1.0000
wh2_dlc10_anc_talisman_hydra_head	wh_main_effect_attribute_enable_causes_terror	character_to_character_own	1.0000
wh2_dlc10_anc_talisman_hydra_head	wh_main_effect_character_stat_magic_resistance	character_to_character_own	20.0000
wh2_dlc10_anc_talisman_shieldstone_of_isha	wh2_dlc10_effect_ability_enable_shieldstone_of_isha	character_to_character_own	1.0000
wh2_dlc10_anc_talisman_shieldstone_of_isha	wh_main_effect_character_stat_melee_defence	character_to_character_own	10.0000
wh2_dlc10_anc_talisman_shieldstone_of_isha	wh_main_effect_character_stat_ward_save	character_to_character_own	5.0000
wh2_dlc10_anc_talisman_stone_of_midnight	wh2_dlc10_effect_ability_enable_stone_of_midnight	character_to_character_own	1.0000
wh2_dlc10_anc_talisman_stone_of_midnight	wh_main_effect_character_stat_ward_save	character_to_character_own	17.0000
wh2_dlc10_anc_weapon_deathsword_and_the_cursed_blade	wh2_dlc10_effect_ability_enable_the_cursed_blade	character_to_character_own	1.0000
wh2_dlc10_anc_weapon_deathsword_and_the_cursed_blade	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
wh2_dlc10_anc_weapon_deathsword_and_the_cursed_blade	wh_main_effect_character_stat_melee_attack	character_to_character_own	3.0000
wh2_dlc10_anc_weapon_deathsword_and_the_cursed_blade	wh_main_effect_character_stat_melee_defence	character_to_character_own	5.0000
wh2_dlc10_anc_weapon_deathsword_and_the_cursed_blade	wh_main_effect_character_stat_weapon_strength	character_to_character_own	10.0000
wh2_dlc10_anc_weapon_moonbow	wh2_dlc10_effect_ability_enable_the_moonbow	character_to_character_own	1.0000
wh2_dlc10_anc_weapon_moonbow	wh_main_effect_character_stat_ammunition	character_to_character_own	15.0000
wh2_dlc10_anc_weapon_moonbow	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
wh2_dlc10_anc_weapon_moonbow	wh_main_effect_character_stat_missile_damage	character_to_character_own	10.0000
wh2_dlc10_anc_weapon_moonbow	wh_main_effect_character_stat_range	character_to_character_own	15.0000
wh2_dlc10_anc_weapon_the_widowmaker_1	wh2_dlc10_effect_ability_enable_shadow_of_khaine_hidden	character_to_character_own	1.0000
wh2_dlc10_anc_weapon_the_widowmaker_1	wh2_dlc10_effect_ability_enable_sword_of_khaine	character_to_character_own	1.0000
wh2_dlc10_anc_weapon_the_widowmaker_1	wh_main_effect_attribute_enable_unbreakable	character_to_character_own	1.0000
wh2_dlc10_anc_weapon_the_widowmaker_1	wh_main_effect_character_stat_ap_damage	character_to_character_own	450.0000
wh2_dlc10_anc_weapon_the_widowmaker_1	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
wh2_dlc10_anc_weapon_the_widowmaker_1	wh_main_effect_character_stat_melee_attack	character_to_character_own	25.0000
wh2_dlc10_anc_weapon_the_widowmaker_1	wh_main_effect_character_stat_ward_save	character_to_character_own	20.0000
wh2_dlc10_anc_weapon_the_widowmaker_2	wh2_dlc10_effect_ability_enable_shadow_of_khaine_hidden	character_to_character_own	1.0000
wh2_dlc10_anc_weapon_the_widowmaker_2	wh2_dlc10_effect_ability_enable_sword_of_khaine	character_to_character_own	1.0000
wh2_dlc10_anc_weapon_the_widowmaker_2	wh_main_effect_attribute_enable_unbreakable	character_to_character_own	1.0000
wh2_dlc10_anc_weapon_the_widowmaker_2	wh_main_effect_character_stat_ap_damage	character_to_character_own	550.0000
wh2_dlc10_anc_weapon_the_widowmaker_2	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
wh2_dlc10_anc_weapon_the_widowmaker_2	wh_main_effect_character_stat_melee_attack	character_to_character_own	30.0000
wh2_dlc10_anc_weapon_the_widowmaker_2	wh_main_effect_character_stat_ward_save	character_to_character_own	25.0000
wh2_dlc10_anc_weapon_the_widowmaker_3	wh2_dlc10_effect_ability_enable_shadow_of_khaine_hidden	character_to_character_own	1.0000
wh2_dlc10_anc_weapon_the_widowmaker_3	wh2_dlc10_effect_ability_enable_sword_of_khaine	character_to_character_own	1.0000
wh2_dlc10_anc_weapon_the_widowmaker_3	wh_main_effect_attribute_enable_unbreakable	character_to_character_own	1.0000
wh2_dlc10_anc_weapon_the_widowmaker_3	wh_main_effect_character_stat_ap_damage	character_to_character_own	650.0000
wh2_dlc10_anc_weapon_the_widowmaker_3	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
wh2_dlc10_anc_weapon_the_widowmaker_3	wh_main_effect_character_stat_melee_attack	character_to_character_own	35.0000
wh2_dlc10_anc_weapon_the_widowmaker_3	wh_main_effect_character_stat_ward_save	character_to_character_own	30.0000
wh2_dlc10_anc_weapon_warptech_arsenal	wh2_main_effect_ability_enable_skv_doomrocket_engineer	character_to_character_own	1.0000
wh2_dlc10_anc_weapon_warptech_arsenal	wh_main_effect_character_stat_bonus_vs_infantry	character_to_character_own	8.0000
wh2_dlc10_anc_weapon_warptech_arsenal	wh_main_effect_character_stat_melee_attack	character_to_character_own	8.0000
wh2_dlc10_dwf_anc_armour_alriks_armour	wh3_main_effect_character_stat_unit_mass_percentage_mod	character_to_character_own	20.0000
wh2_dlc10_dwf_anc_armour_alriks_armour	wh_main_effect_attribute_enable_expert_charge_defence	character_to_character_own	1.0000
wh2_dlc10_dwf_anc_armour_alriks_armour	wh_main_effect_character_stat_armour	character_to_character_own	35.0000
