skill	skillset_key	sort_order
wh2_main_skill_all_magic_plague_01_pestilent_breath	wh2_dlc12_skill_node_set_mask_of_heavens_grey_seer_plague	10
wh2_main_skill_all_magic_plague_02_bless_with_filth_lord	wh2_dlc12_skill_node_set_mask_of_heavens_grey_seer_plague	20
wh2_main_skill_all_magic_plague_05_vermintide_lord	wh2_dlc12_skill_node_set_mask_of_heavens_grey_seer_plague	30
wh2_main_skill_all_magic_plague_01_pestilent_breath	wh2_dlc12_skill_node_set_mask_of_heavens_plague_priest	10
wh2_main_skill_all_magic_plague_02_bless_with_filth	wh2_dlc12_skill_node_set_mask_of_heavens_plague_priest	20
wh2_main_skill_all_magic_plague_05_vermintide	wh2_dlc12_skill_node_set_mask_of_heavens_plague_priest	30
wh2_main_skill_lzd_lizardmen_agility	wh2_dlc12_skill_node_set_mask_of_heavens_skink_priest_heavens	10
wh_main_skill_all_magic_all_06_evasion	wh2_dlc12_skill_node_set_mask_of_heavens_skink_priest_heavens	80
wh_main_skill_all_magic_all_08_power_drain	wh2_dlc12_skill_node_set_mask_of_heavens_skink_priest_heavens	60
wh_main_skill_all_magic_all_11_arcane_conduit	wh2_dlc12_skill_node_set_mask_of_heavens_skink_priest_heavens	90
wh_main_skill_all_magic_heavens_01_harmonic_convergence	wh2_dlc12_skill_node_set_mask_of_heavens_skink_priest_heavens	20
wh_main_skill_all_magic_heavens_02_wind_blast	wh2_dlc12_skill_node_set_mask_of_heavens_skink_priest_heavens	40
wh_main_skill_all_magic_heavens_03_roiling_skies	wh2_dlc12_skill_node_set_mask_of_heavens_skink_priest_heavens	30
wh_main_skill_all_magic_heavens_03_rolling_skies	wh2_dlc12_skill_node_set_mask_of_heavens_skink_priest_heavens	30
wh_main_skill_all_magic_heavens_04_curse_of_the_midnight_wind	wh2_dlc12_skill_node_set_mask_of_heavens_skink_priest_heavens	50
wh_main_skill_all_magic_heavens_09_comet_of_casandora	wh2_dlc12_skill_node_set_mask_of_heavens_skink_priest_heavens	70
wh2_dlc12_skill_lzd_tiktaqto_unique_aerial_superiority	wh2_dlc12_skill_node_set_mask_of_heavens_tiktaqto	40
wh2_dlc12_skill_lzd_tiktaqto_unique_drop_sphere_of_tepok	wh2_dlc12_skill_node_set_mask_of_heavens_tiktaqto	90
wh2_dlc12_skill_lzd_tiktaqto_unique_fearless_leader	wh2_dlc12_skill_node_set_mask_of_heavens_tiktaqto	30
wh2_dlc12_skill_lzd_tiktaqto_unique_precision_strike	wh2_dlc12_skill_node_set_mask_of_heavens_tiktaqto	20
wh2_main_skill_lzd_army_buff_guardians	wh2_dlc12_skill_node_set_mask_of_heavens_tiktaqto	70
wh2_main_skill_lzd_army_buff_riders	wh2_dlc12_skill_node_set_mask_of_heavens_tiktaqto	60
wh2_main_skill_lzd_lizardmen_agility	wh2_dlc12_skill_node_set_mask_of_heavens_tiktaqto	10
wh_main_skill_all_lord_battle_inspiring_presence	wh2_dlc12_skill_node_set_mask_of_heavens_tiktaqto	50
wh_main_skill_all_lord_battle_rally	wh2_dlc12_skill_node_set_mask_of_heavens_tiktaqto	80
wh2_main_skill_all_magic_ruin_01_warp_lightning_warlock	wh2_dlc12_skill_node_set_mask_of_heavens_warlock_engineer	10
wh2_main_skill_all_magic_ruin_05_skaven_scorch_warlock	wh2_dlc12_skill_node_set_mask_of_heavens_warlock_engineer	30
wh2_dlc12_skill_skv_engineer_unique_0	wh2_dlc12_skill_node_set_mask_of_heavens_warlock_master	50
wh2_main_skill_all_magic_ruin_01_warp_lightning	wh2_dlc12_skill_node_set_mask_of_heavens_warlock_master	10
wh2_main_skill_all_magic_ruin_02_howling_warpgale_lord	wh2_dlc12_skill_node_set_mask_of_heavens_warlock_master	30
wh2_main_skill_all_magic_ruin_03_lore_attribute	wh2_dlc12_skill_node_set_mask_of_heavens_warlock_master	20
wh2_main_skill_all_magic_ruin_05_skaven_scorch_lord	wh2_dlc12_skill_node_set_mask_of_heavens_warlock_master	40
wh2_main_skill_skv_combat_tail_weapon	wh2_dlc12_skill_node_set_mask_of_heavens_warlock_master	60
wh2_main_skill_skv_engineer_warlock_augmented_weapon	wh2_dlc12_skill_node_set_mask_of_heavens_warlock_master	70
wh2_main_skill_skv_engineer_warpforged_armour	wh2_dlc12_skill_node_set_mask_of_heavens_warlock_master	80
wh2_main_skill_all_magic_plague_01_pestilent_breath	wh2_dlc12_skill_node_set_plaque_of_sotek_grey_seer_plague	10
wh2_main_skill_all_magic_plague_02_bless_with_filth_lord	wh2_dlc12_skill_node_set_plaque_of_sotek_grey_seer_plague	30
wh2_main_skill_all_magic_plague_03_lore_attribute	wh2_dlc12_skill_node_set_plaque_of_sotek_grey_seer_plague	20
wh2_main_skill_all_magic_plague_05_vermintide_lord	wh2_dlc12_skill_node_set_plaque_of_sotek_grey_seer_plague	40
wh2_main_skill_skv_army_buff_clanrats	wh2_dlc12_skill_node_set_plaque_of_sotek_grey_seer_plague	80
wh2_main_skill_skv_army_buff_eliteinf	wh2_dlc12_skill_node_set_plaque_of_sotek_grey_seer_plague	90
wh2_main_skill_skv_army_buff_monsters	wh2_dlc12_skill_node_set_plaque_of_sotek_grey_seer_plague	100
wh_main_skill_all_lord_battle_inspiring_presence	wh2_dlc12_skill_node_set_plaque_of_sotek_grey_seer_plague	70
wh_main_skill_all_magic_all_06_evasion	wh2_dlc12_skill_node_set_plaque_of_sotek_grey_seer_plague	50
wh_main_skill_all_magic_all_07_earthing	wh2_dlc12_skill_node_set_plaque_of_sotek_grey_seer_plague	60
wh2_main_skill_all_magic_plague_01_pestilent_breath	wh2_dlc12_skill_node_set_plaque_of_sotek_plague_priest	10
wh2_main_skill_all_magic_plague_05_vermintide	wh2_dlc12_skill_node_set_plaque_of_sotek_plague_priest	20
wh2_main_skill_skv_combat_tail_weapon	wh2_dlc12_skill_node_set_plaque_of_sotek_plague_priest	30
wh2_main_skill_skv_unique_warptokens	wh2_dlc12_skill_node_set_plaque_of_sotek_plague_priest	50
wh_dlc05_skill_wef_general_personal_buff_battle_speed	wh2_dlc12_skill_node_set_plaque_of_sotek_plague_priest	40
wh2_dlc11_skill_all_lord_self_scarred_veteran	wh2_dlc12_skill_node_set_plaque_of_sotek_red_crested_skink_chief	90
wh2_dlc11_skill_all_lord_self_self_indomitable	wh2_dlc12_skill_node_set_plaque_of_sotek_red_crested_skink_chief	70
wh2_dlc11_skill_all_lord_self_wound-maker	wh2_dlc12_skill_node_set_plaque_of_sotek_red_crested_skink_chief	100
wh2_main_skill_lzd_army_buff_hunters	wh2_dlc12_skill_node_set_plaque_of_sotek_red_crested_skink_chief	30
wh2_main_skill_lzd_army_buff_skinks	wh2_dlc12_skill_node_set_plaque_of_sotek_red_crested_skink_chief	20
wh2_main_skill_lzd_enforcer_of_order	wh2_dlc12_skill_node_set_plaque_of_sotek_red_crested_skink_chief	60
wh2_main_skill_lzd_predatory_fighter	wh2_dlc12_skill_node_set_plaque_of_sotek_red_crested_skink_chief	50
wh_main_skill_all_all_self_foe-seeker	wh2_dlc12_skill_node_set_plaque_of_sotek_red_crested_skink_chief	80
wh_main_skill_all_lord_battle_inspiring_presence	wh2_dlc12_skill_node_set_plaque_of_sotek_red_crested_skink_chief	10
wh_main_skill_all_lord_battle_rally	wh2_dlc12_skill_node_set_plaque_of_sotek_red_crested_skink_chief	40
wh2_dlc12_skill_lzd_tehenhauin_0	wh2_dlc12_skill_node_set_plaque_of_sotek_tehenhauin	10
wh2_dlc12_skill_lzd_tehenhauin_1	wh2_dlc12_skill_node_set_plaque_of_sotek_tehenhauin	20
wh2_dlc12_skill_lzd_tehenhauin_2	wh2_dlc12_skill_node_set_plaque_of_sotek_tehenhauin	30
wh2_main_skill_lzd_enforcer_of_order	wh2_dlc12_skill_node_set_plaque_of_sotek_tehenhauin	50
wh2_main_skill_lzd_predatory_fighter	wh2_dlc12_skill_node_set_plaque_of_sotek_tehenhauin	40
wh2_main_skill_magic_beasts_flock_of_doom_lord	wh2_dlc12_skill_node_set_plaque_of_sotek_tehenhauin	90
wh2_main_skill_magic_beasts_panns_impenetrable_pelt_lord	wh2_dlc12_skill_node_set_plaque_of_sotek_tehenhauin	100
wh2_main_skill_magic_beasts_the_amber_spear_lord	wh2_dlc12_skill_node_set_plaque_of_sotek_tehenhauin	70
wh_dlc03_skill_magic_beasts_wild_heart	wh2_dlc12_skill_node_set_plaque_of_sotek_tehenhauin	80
wh_dlc03_skill_magic_beasts_wyssans_wildform	wh2_dlc12_skill_node_set_plaque_of_sotek_tehenhauin	60
wh_main_skill_all_magic_all_06_evasion	wh2_dlc12_skill_node_set_plaque_of_sotek_tehenhauin	110
wh_main_skill_all_magic_all_08_power_drain	wh2_dlc12_skill_node_set_plaque_of_sotek_tehenhauin	120
wh_main_skill_all_magic_all_11_arcane_conduit	wh2_dlc12_skill_node_set_plaque_of_sotek_tehenhauin	130
wh2_main_skill_lzd_protection_of_the_old_ones	wh2_dlc13_lzd_generic_skink_priest_heavens	10
wh2_main_skill_lzd_skink_priest_heavens_terradon	wh2_dlc13_lzd_generic_skink_priest_heavens	80
wh_main_skill_all_magic_all_08_power_drain	wh2_dlc13_lzd_generic_skink_priest_heavens	60
wh_main_skill_all_magic_all_11_arcane_conduit	wh2_dlc13_lzd_generic_skink_priest_heavens	90
wh_main_skill_all_magic_heavens_01_harmonic_convergence	wh2_dlc13_lzd_generic_skink_priest_heavens	20
wh_main_skill_all_magic_heavens_02_wind_blast	wh2_dlc13_lzd_generic_skink_priest_heavens	40
wh_main_skill_all_magic_heavens_03_rolling_skies	wh2_dlc13_lzd_generic_skink_priest_heavens	30
wh_main_skill_all_magic_heavens_05_urannons_thunderbolt	wh2_dlc13_lzd_generic_skink_priest_heavens	50
wh_main_skill_all_magic_heavens_09_comet_of_casandora	wh2_dlc13_lzd_generic_skink_priest_heavens	70
wh_main_skill_all_magic_heavens_10_chain_lightning	wh2_dlc13_lzd_generic_skink_priest_heavens	100
wh2_dlc11_skill_all_lord_self_blade_master	wh2_dlc13_skill_node_set_lzd_nakai	10
wh2_dlc11_skill_all_lord_self_blade_shield	wh2_dlc13_skill_node_set_lzd_nakai	20
wh2_dlc11_skill_all_lord_self_impassioned	wh2_dlc13_skill_node_set_lzd_nakai	180
wh2_dlc11_skill_all_lord_self_scarred_veteran	wh2_dlc13_skill_node_set_lzd_nakai	160
wh2_dlc11_skill_all_lord_self_thick-skinned	wh2_dlc13_skill_node_set_lzd_nakai	30
wh2_dlc11_skill_all_lord_self_wound-maker	wh2_dlc13_skill_node_set_lzd_nakai	150
wh2_dlc11_skill_wef_lord_self_expeditious_endeavour	wh2_dlc13_skill_node_set_lzd_nakai	170
wh2_dlc13_skill_lzd_ancient_kroxigor_personal_10	wh2_dlc13_skill_node_set_lzd_nakai	190
wh2_dlc13_skill_lzd_ancient_kroxigor_personal_5	wh2_dlc13_skill_node_set_lzd_nakai	140
wh2_dlc13_skill_lzd_ancient_kroxigor_personal_5	wh2_dlc13_skill_node_set_lzd_nakai	40
wh2_dlc13_skill_lzd_nakai_unique_0	wh2_dlc13_skill_node_set_lzd_nakai	50
wh2_dlc13_skill_lzd_nakai_unique_1	wh2_dlc13_skill_node_set_lzd_nakai	60
wh2_dlc13_skill_lzd_nakai_unique_2	wh2_dlc13_skill_node_set_lzd_nakai	70
wh2_dlc13_skill_lzd_nakai_unique_3	wh2_dlc13_skill_node_set_lzd_nakai	80
wh2_dlc13_skill_lzd_nakai_unique_5	wh2_dlc13_skill_node_set_lzd_nakai	90
wh2_main_skill_lzd_enforcer_of_order	wh2_dlc13_skill_node_set_lzd_nakai	100
wh2_main_skill_lzd_predatory_fighter	wh2_dlc13_skill_node_set_lzd_nakai	110
wh2_main_skill_all_hero_assist_army_scouting	wh2_pro07_skill_node_set_emp_amethyst_wizard	240
wh2_main_skill_all_hero_assist_army_scouting	wh2_pro07_skill_node_set_emp_amethyst_wizard	250
wh2_main_skill_all_hero_assist_army_scouting	wh2_pro07_skill_node_set_emp_amethyst_wizard	260
wh2_main_skill_all_hero_hinder_army_assault_unit	wh2_pro07_skill_node_set_emp_amethyst_wizard	110
wh2_main_skill_all_hero_hinder_army_assault_unit	wh2_pro07_skill_node_set_emp_amethyst_wizard	80
wh2_main_skill_all_hero_hinder_army_assault_unit	wh2_pro07_skill_node_set_emp_amethyst_wizard	90
wh2_main_skill_all_hero_hinder_settlement_steal_technology	wh2_pro07_skill_node_set_emp_amethyst_wizard	160
wh2_main_skill_all_hero_hinder_settlement_steal_technology	wh2_pro07_skill_node_set_emp_amethyst_wizard	170
wh2_main_skill_all_hero_hinder_settlement_steal_technology	wh2_pro07_skill_node_set_emp_amethyst_wizard	180
wh2_main_skill_all_hero_passive_boost_income	wh2_pro07_skill_node_set_emp_amethyst_wizard	120
wh2_main_skill_all_hero_passive_boost_income	wh2_pro07_skill_node_set_emp_amethyst_wizard	140
wh2_main_skill_all_hero_passive_boost_income	wh2_pro07_skill_node_set_emp_amethyst_wizard	150
wh_main_skill_all_magic_all_06_evasion	wh2_pro07_skill_node_set_emp_amethyst_wizard	220
wh_main_skill_all_magic_all_07_earthing	wh2_pro07_skill_node_set_emp_amethyst_wizard	230
wh_main_skill_all_magic_all_08_power_drain	wh2_pro07_skill_node_set_emp_amethyst_wizard	290
wh_main_skill_all_magic_all_11_arcane_conduit	wh2_pro07_skill_node_set_emp_amethyst_wizard	420
wh_main_skill_all_magic_death_01_spirit_leech	wh2_pro07_skill_node_set_emp_amethyst_wizard	10
wh_main_skill_all_magic_death_02_aspect_of_the_dreadknight	wh2_pro07_skill_node_set_emp_amethyst_wizard	20
wh_main_skill_all_magic_death_02_aspect_of_the_dreadknight	wh2_pro07_skill_node_set_emp_amethyst_wizard	60
wh_main_skill_all_magic_death_03_life_leeching	wh2_pro07_skill_node_set_emp_amethyst_wizard	90
wh_main_skill_all_magic_death_04_soulblight	wh2_pro07_skill_node_set_emp_amethyst_wizard	130
wh_main_skill_all_magic_death_04_soulblight	wh2_pro07_skill_node_set_emp_amethyst_wizard	150
wh_main_skill_all_magic_death_05_doom_and_darkness	wh2_pro07_skill_node_set_emp_amethyst_wizard	160
wh_main_skill_all_magic_death_05_doom_and_darkness	wh2_pro07_skill_node_set_emp_amethyst_wizard	180
wh_main_skill_all_magic_death_09_the_fate_of_bjuna	wh2_pro07_skill_node_set_emp_amethyst_wizard	330
wh_main_skill_all_magic_death_09_the_fate_of_bjuna	wh2_pro07_skill_node_set_emp_amethyst_wizard	350
wh_main_skill_all_magic_death_10_the_purple_sun_of_xereus	wh2_pro07_skill_node_set_emp_amethyst_wizard	380
wh_main_skill_all_magic_death_10_the_purple_sun_of_xereus	wh2_pro07_skill_node_set_emp_amethyst_wizard	390
wh3_main_skill_nur_magic_nurgle_01_miasma_of_pestilence	wh3_dlc25_skill_node_set_nur_plagueridden	110
wh3_main_skill_nur_magic_nurgle_01_miasma_of_pestilence_lord	wh3_dlc25_skill_node_set_nur_plagueridden	120
wh3_main_skill_nur_magic_nurgle_02_stream_of_corruption	wh3_dlc25_skill_node_set_nur_plagueridden	110
wh3_main_skill_nur_magic_nurgle_02_stream_of_corruption_lord	wh3_dlc25_skill_node_set_nur_plagueridden	120
wh3_main_skill_nur_magic_nurgle_03_curse_of_the_leper	wh3_dlc25_skill_node_set_nur_plagueridden	110
wh3_main_skill_nur_magic_nurgle_03_curse_of_the_leper_lord	wh3_dlc25_skill_node_set_nur_plagueridden	120
wh3_main_skill_nur_magic_nurgle_04_rancid_visitations	wh3_dlc25_skill_node_set_nur_plagueridden	110
wh3_main_skill_nur_magic_nurgle_04_rancid_visitations_lord	wh3_dlc25_skill_node_set_nur_plagueridden	120
wh3_main_skill_nur_magic_nurgle_05_children_of_nurgle	wh3_dlc25_skill_node_set_nur_plagueridden	110
wh3_main_skill_nur_magic_nurgle_06_fleshy_abundance	wh3_dlc25_skill_node_set_nur_plagueridden	110
wh3_main_skill_nur_magic_nurgle_06_fleshy_abundance_lord	wh3_dlc25_skill_node_set_nur_plagueridden	120
wh3_main_skill_nur_magic_nurgle_07_blight_boil	wh3_dlc25_skill_node_set_nur_plagueridden	110
wh3_main_skill_nur_magic_nurgle_07_blight_boil_lord	wh3_dlc25_skill_node_set_nur_plagueridden	120
wh2_dlc11_skill_nor_army_buff_beast_slayers	wh3_main_pro_skill_node_set_nor_kurnz	3
wh2_dlc11_skill_nor_army_buff_champions_of_the_north	wh3_main_pro_skill_node_set_nor_kurnz	9
wh2_dlc11_skill_nor_army_buff_fearsome_warriors	wh3_main_pro_skill_node_set_nor_kurnz	2
wh2_dlc11_skill_nor_army_buff_frostbitten	wh3_main_pro_skill_node_set_nor_kurnz	5
wh2_dlc11_skill_nor_army_buff_hail_of_teeth	wh3_main_pro_skill_node_set_nor_kurnz	6
wh2_dlc11_skill_nor_army_buff_hardened_hunters	wh3_main_pro_skill_node_set_nor_kurnz	10
wh2_dlc11_skill_nor_army_buff_hulks_of_death	wh3_main_pro_skill_node_set_nor_kurnz	12
wh2_dlc11_skill_nor_army_buff_icy_wrath	wh3_main_pro_skill_node_set_nor_kurnz	11
wh2_dlc11_skill_nor_army_buff_monsters_of_the_north	wh3_main_pro_skill_node_set_nor_kurnz	7
wh2_dlc11_skill_nor_army_buff_unnatural_selection	wh3_main_pro_skill_node_set_nor_kurnz	4
wh_dlc08_skill_nor_lord_self_carrier_of_death	wh3_main_pro_skill_node_set_nor_kurnz	17
wh_dlc08_skill_nor_lord_self_chrons_wrath	wh3_main_pro_skill_node_set_nor_kurnz	15
wh_dlc08_skill_nor_lord_self_dark_deceiver	wh3_main_pro_skill_node_set_nor_kurnz	24
wh_dlc08_skill_nor_lord_self_drinker_of_blood	wh3_main_pro_skill_node_set_nor_kurnz	14
wh_dlc08_skill_nor_lord_self_fury_of_the_hound	wh3_main_pro_skill_node_set_nor_kurnz	16
wh_dlc08_skill_nor_lord_self_indulger_of_the_exotic	wh3_main_pro_skill_node_set_nor_kurnz	20
wh_dlc08_skill_nor_lord_self_intoxicating_visions	wh3_main_pro_skill_node_set_nor_kurnz	21
wh_dlc08_skill_nor_lord_self_plague_of_the_crow	wh3_main_pro_skill_node_set_nor_kurnz	19
wh_dlc08_skill_nor_lord_self_putrefying_ooze	wh3_main_pro_skill_node_set_nor_kurnz	18
wh_dlc08_skill_nor_lord_self_seduction_of_the_serpent	wh3_main_pro_skill_node_set_nor_kurnz	22
wh_dlc08_skill_nor_lord_self_sorcery_of_the_eagle	wh3_main_pro_skill_node_set_nor_kurnz	25
wh_dlc08_skill_nor_lord_self_spirit_wanderer	wh3_main_pro_skill_node_set_nor_kurnz	23
wh_dlc08_skill_nor_lords_battle_fight_or_die	wh3_main_pro_skill_node_set_nor_kurnz	13
wh_main_skill_all_lord_battle_rally	wh3_main_pro_skill_node_set_nor_kurnz	8
wh_main_skill_chs_lord_battle_dominating_presence	wh3_main_pro_skill_node_set_nor_kurnz	1
wh3_main_skill_kho_lord_army_kill_for_khorne	wh3_main_skill_node_set_kho_exalted_bloodthirster	110
wh3_main_skill_kho_lord_army_revel_in_slaughter	wh3_main_skill_node_set_kho_exalted_bloodthirster	110
wh3_main_skill_nur_lord_army_blight_swarm	wh3_main_skill_node_set_nur_exalted_great_unclean_one	110
wh3_main_skill_nur_lord_army_virulent_contagion	wh3_main_skill_node_set_nur_exalted_great_unclean_one	110
wh3_main_skill_nur_magic_nurgle_01_miasma_of_pestilence	wh3_main_skill_node_set_nur_exalted_great_unclean_one	110
wh3_main_skill_nur_magic_nurgle_01_miasma_of_pestilence_lord	wh3_main_skill_node_set_nur_exalted_great_unclean_one	110
wh3_main_skill_nur_magic_nurgle_02_stream_of_corruption	wh3_main_skill_node_set_nur_exalted_great_unclean_one	110
wh3_main_skill_nur_magic_nurgle_02_stream_of_corruption_lord	wh3_main_skill_node_set_nur_exalted_great_unclean_one	110
wh3_main_skill_nur_magic_nurgle_03_curse_of_the_leper	wh3_main_skill_node_set_nur_exalted_great_unclean_one	110
wh3_main_skill_nur_magic_nurgle_03_curse_of_the_leper_lord	wh3_main_skill_node_set_nur_exalted_great_unclean_one	110
wh3_main_skill_nur_magic_nurgle_04_rancid_visitations	wh3_main_skill_node_set_nur_exalted_great_unclean_one	110
wh3_main_skill_nur_magic_nurgle_04_rancid_visitations_lord	wh3_main_skill_node_set_nur_exalted_great_unclean_one	110
wh3_main_skill_nur_magic_nurgle_05_children_of_nurgle	wh3_main_skill_node_set_nur_exalted_great_unclean_one	110
wh3_main_skill_nur_magic_nurgle_06_fleshy_abundance	wh3_main_skill_node_set_nur_exalted_great_unclean_one	110
wh3_main_skill_nur_magic_nurgle_06_fleshy_abundance_lord	wh3_main_skill_node_set_nur_exalted_great_unclean_one	110
wh3_main_skill_nur_magic_nurgle_07_blight_boil	wh3_main_skill_node_set_nur_exalted_great_unclean_one	110
wh3_main_skill_nur_magic_nurgle_07_blight_boil_lord	wh3_main_skill_node_set_nur_exalted_great_unclean_one	110
wh3_main_skill_sla_lord_army_allure_of_slaanesh	wh3_main_skill_node_set_sla_exalted_keeper_of_secrets	110
wh3_main_skill_sla_lord_army_glamour_of_slaanesh	wh3_main_skill_node_set_sla_exalted_keeper_of_secrets	110
wh3_main_skill_sla_magic_slaanesh_01_lash_of_slaanesh	wh3_main_skill_node_set_sla_exalted_keeper_of_secrets	110
wh3_main_skill_sla_magic_slaanesh_01_lash_of_slaanesh_lord	wh3_main_skill_node_set_sla_exalted_keeper_of_secrets	110
wh3_main_skill_sla_magic_slaanesh_02_acquiescence	wh3_main_skill_node_set_sla_exalted_keeper_of_secrets	110
wh3_main_skill_sla_magic_slaanesh_02_acquiescence_lord	wh3_main_skill_node_set_sla_exalted_keeper_of_secrets	110
wh3_main_skill_sla_magic_slaanesh_03_pavane_of_slaanesh	wh3_main_skill_node_set_sla_exalted_keeper_of_secrets	110
wh3_main_skill_sla_magic_slaanesh_03_pavane_of_slaanesh_lord	wh3_main_skill_node_set_sla_exalted_keeper_of_secrets	110
wh3_main_skill_sla_magic_slaanesh_04_hysterical_frenzy	wh3_main_skill_node_set_sla_exalted_keeper_of_secrets	110
wh3_main_skill_sla_magic_slaanesh_04_hysterical_frenzy_lord	wh3_main_skill_node_set_sla_exalted_keeper_of_secrets	110
wh3_main_skill_sla_magic_slaanesh_05_blissful_rapture	wh3_main_skill_node_set_sla_exalted_keeper_of_secrets	110
wh3_main_skill_sla_magic_slaanesh_06_slicing_shards	wh3_main_skill_node_set_sla_exalted_keeper_of_secrets	110
wh3_main_skill_sla_magic_slaanesh_06_slicing_shards_lord	wh3_main_skill_node_set_sla_exalted_keeper_of_secrets	110
wh3_main_skill_sla_magic_slaanesh_07_phantasmagoria	wh3_main_skill_node_set_sla_exalted_keeper_of_secrets	110
wh3_main_skill_sla_magic_slaanesh_07_phantasmagoria_lord	wh3_main_skill_node_set_sla_exalted_keeper_of_secrets	110
wh3_main_skill_tze_lord_army_master_of_fates	wh3_main_skill_node_set_tze_exalted_lord_of_change	110
wh3_main_skill_tze_lord_army_seer_of_destiny	wh3_main_skill_node_set_tze_exalted_lord_of_change	110
wh3_main_skill_tze_lord_unique_gaze_of_fate	wh3_main_skill_node_set_tze_exalted_lord_of_change	110
wh3_main_skill_tze_lord_unique_hidden_in_time	wh3_main_skill_node_set_tze_exalted_lord_of_change	110
wh3_main_skill_tze_magic_tzeentch_01_blue_fire_of_tzeentch	wh3_main_skill_node_set_tze_exalted_lord_of_change	110
wh3_main_skill_tze_magic_tzeentch_01_blue_fire_of_tzeentch_lord	wh3_main_skill_node_set_tze_exalted_lord_of_change	110
wh3_main_skill_tze_magic_tzeentch_02_pink_fire_of_tzeentch	wh3_main_skill_node_set_tze_exalted_lord_of_change	110
wh3_main_skill_tze_magic_tzeentch_02_pink_fire_of_tzeentch_lord	wh3_main_skill_node_set_tze_exalted_lord_of_change	110
wh3_main_skill_tze_magic_tzeentch_03_glean_magic	wh3_main_skill_node_set_tze_exalted_lord_of_change	110
wh3_main_skill_tze_magic_tzeentch_03_glean_magic_lord	wh3_main_skill_node_set_tze_exalted_lord_of_change	110
wh3_main_skill_tze_magic_tzeentch_04_treason_of_tzeentch	wh3_main_skill_node_set_tze_exalted_lord_of_change	110
