key	generate	ui_image	prioritised	event_category	override_icon	is_large_incident	additional_sound_event	sepia_fade	use_revealing_text
wh2_dlc11_incident_cst_sea_shanty_gained_3	false	sea_shanty_gained	false	Event		false		1.0000	false
wh2_dlc11_incident_epilogue_cst_aranessa	false	sea_monster_attack	false	Event		false		1.0000	false
wh2_dlc11_incident_epilogue_cst_cylostra	false	sea_monster_attack	false	Event		false		1.0000	false
wh2_dlc11_incident_epilogue_cst_harkon	false	sea_monster_attack	false	Event		false		1.0000	false
wh2_dlc11_incident_epilogue_cst_noctilus	false	sea_monster_attack	false	Event		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_1_a	false	wh2_sea_encounters_2	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_1_a_nor	false	wh2_sea_encounters_2	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_1_a_tmb	false	wh2_sea_encounters_2	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_1_b	false	wh2_sea_encounters_1	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_1_b_nor	false	wh2_sea_encounters_1	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_1_b_tmb	false	wh2_sea_encounters_1	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_1_c	false	wh2_sea_encounters_2	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_1_c_nor	false	wh2_sea_encounters_2	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_1_c_tmb	false	wh2_sea_encounters_2	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_2_a	false	wh2_sea_encounters_1	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_2_a_nor	false	wh2_sea_encounters_1	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_2_a_tmb	false	wh2_sea_encounters_1	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_2_b	false	wh2_sea_encounters_2	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_2_b_nor	false	wh2_sea_encounters_2	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_2_b_tmb	false	wh2_sea_encounters_2	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_2_c	false	wh2_sea_encounters_1	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_2_c_nor	false	wh2_sea_encounters_1	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_2_c_tmb	false	wh2_sea_encounters_1	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_3_a	false	wh2_sea_encounters_2	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_3_a_nor	false	wh2_sea_encounters_2	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_3_a_tmb	false	wh2_sea_encounters_2	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_3_b	false	wh2_sea_encounters_1	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_3_b_nor	false	wh2_sea_encounters_1	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_3_b_tmb	false	wh2_sea_encounters_1	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_3_c	false	wh2_sea_encounters_2	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_3_c_nor	false	wh2_sea_encounters_2	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_3_c_tmb	false	wh2_sea_encounters_2	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_4_a	false	wh2_sea_encounters_2	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_4_a_nor	false	wh2_sea_encounters_2	false	Quest		false		1.0000	false
wh2_dlc11_incident_neo_encounter_at_sea_4_a_tmb	false	wh2_sea_encounters_2	false	Quest		false		1.0000	false
wh2_dlc11_neo_counter_extra_loot	false	wh2_sea_encounters_1	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_fail	false	civilisation_down	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_1	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_2	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_3	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_4	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_5	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_6	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_7	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_8	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_9	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_1	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_10	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_11	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_12	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_2	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_3	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_4	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_5	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_6	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_7	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_8	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_9	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_1	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_10	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_11	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_12	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_2	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_3	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_4	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_5	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_6	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_7	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_8	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_9	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_1	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_2	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_3	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_4	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_5	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_6	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_7	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_8	false	celebration	false	Quest		false		1.0000	false
wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_9	false	celebration	false	Quest		false		1.0000	false
wh2_dlc12_incident_kroak_stirs	false	lord_kroak	false	Quest		false		1.0000	false
wh2_dlc12_incident_skv_progression_final_reward_0	false	faction	false	Event		false		1.0000	false
wh2_dlc12_incident_skv_progression_final_reward_1	false	faction	false	Event		false		1.0000	false
wh2_dlc12_incident_skv_progression_final_reward_2	false	faction	false	Event		false		1.0000	false
wh2_dlc12_incident_skv_progression_reward	false	civilisation_up	false	Event		false		1.0000	false
wh2_dlc12_incident_skv_workshop_upgrade_2	false	ritual_complete	false	Event		false		1.0000	false
wh2_dlc12_incident_skv_workshop_upgrade_3	false	ritual_complete	false	Event		false		1.0000	false
wh2_dlc12_incident_skv_workshop_upgrade_4	false	ritual_complete	false	Event		false		1.0000	false
wh2_dlc12_skv_art_warplock_jezzails_ror_tech_lab_0	false	celebration	false	Event		false		1.0000	false
wh2_dlc12_skv_inf_ratling_gun_ror_tech_lab_0	false	celebration	false	Event		false		1.0000	false
wh2_dlc12_skv_inf_warpfire_thrower_ror_tech_lab_0	false	celebration	false	Event		false		1.0000	false
wh2_dlc12_skv_veh_doom_flayer_ror_tech_lab_0	false	celebration	false	Event		false		1.0000	false
wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	false	celebration	false	Event		false		1.0000	false
wh2_dlc13_emp_elector_civil_war	false	faction	false	imperial_authority		false		1.0000	false
wh2_dlc13_emp_wulfhart_progress_level_increase	false	wulfhart_mandate	false	Quest		false		1.0000	false
wh2_dlc13_emp_wulfhart_progress_level_max	false	wulfhart_mandate	false	Quest		false		1.0000	false
wh2_dlc13_emp_wulfhart_wanted_level_0	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_emp_wulfhart_wanted_level_1	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_emp_wulfhart_wanted_level_2	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_emp_wulfhart_wanted_level_3	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_emp_wulfhart_wanted_level_4	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_emp_wulfhart_wanted_level_5	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_emp_wulfhart_wanted_level_decreased	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_emp_wulfhart_wanted_level_reset	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_incident_hostility_invasion	false	elector_invasion	false	Event		false		1.0000	false
wh2_dlc13_incident_machination_external_negative	false	politics	false	Diplomatic		false		1.0000	false
wh2_dlc13_incident_machination_external_positive	false	politics	false	Diplomatic		false		1.0000	false
wh2_dlc13_wulfhart_extra_reinforcement_1	false	imperial_supplies	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_extra_reinforcement_2	false	imperial_supplies	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_extra_reinforcement_3	false	imperial_supplies	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_hertwig_van_hal_stage_1_incident	false	wulfhart_hunters	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_hertwig_van_hal_stage_2_incident	false	wulfhart_hunters	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_hertwig_van_hal_stage_3_incident	false	wulfhart_hunters	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_hertwig_van_hal_stage_5a_incident	false	wulfhart_hunters	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_hertwig_van_hal_stage_5b_incident	false	wulfhart_hunters	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_jorek_grimm_stage_1_incident	false	wulfhart_hunters	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_jorek_grimm_stage_2_incident	false	wulfhart_hunters	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_jorek_grimm_stage_3_incident	false	wulfhart_hunters	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_jorek_grimm_stage_4_incident	false	wulfhart_hunters	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_kalara_stage_1_incident	false	wulfhart_hunters	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_kalara_stage_2_incident	false	wulfhart_hunters	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_kalara_stage_3_incident	false	wulfhart_hunters	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_kalara_stage_4_incident	false	wulfhart_hunters	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_kalara_stage_5_incident	false	wulfhart_hunters	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_1	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_2	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_3	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_A	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_A_unit	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_B	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_B_unit	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_C	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_C_unit	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_D	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_D_unit	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_E	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_E_unit	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_F	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_F_unit	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_G	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_G_unit	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_H	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_H_unit	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_I	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_I_unit	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_J	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_reward_J_unit	false	faction	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_rodrik_languille_stage_1_incident	false	wulfhart_hunters	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_rodrik_languille_stage_3_incident	false	wulfhart_hunters	false	Quest		false		1.0000	false
wh2_dlc13_wulfhart_rodrik_languille_stage_5_incident	false	wulfhart_hunters	false	Quest		false		1.0000	false
wh2_dlc14_incident_brt_desert_supplies	false	faction	false	Event		false		1.0000	false
wh2_dlc14_incident_brt_repanse_deserts_ruler	true	faction	false	Event		false		1.0000	false
wh2_dlc14_incident_brt_repanse_oh_rats	true	faction	false	Event		false		1.0000	false
wh2_dlc14_incident_brt_repanse_vampiric_scorchers	true	faction	false	Event		false		1.0000	false
wh2_dlc14_incident_def_raiding_season	true	raiding_season	false	Event		false		1.0000	false
wh2_dlc14_incident_skv_eshin_actions_steal_ancillary	false	global_action	false	Event		false		1.0000	false
wh2_dlc14_incident_skv_new_contract_mors	false	clan_contract	false	Event		false		1.0000	false
wh2_dlc14_incident_skv_new_contract_moulder	false	clan_contract	false	Event		false		1.0000	false
wh2_dlc14_incident_skv_new_contract_pestilens	false	clan_contract	false	Event		false		1.0000	false
wh2_dlc14_incident_skv_new_contract_skryre	false	clan_contract	false	Event		false		1.0000	false
wh2_dlc15_grom_cauldron_food_about_to_expire	false	cauldron	false	Event		false		1.0000	false
wh2_dlc15_grom_cauldron_food_cauldron_upgrade	false	food_merchant	false	Event		false		1.0000	false
wh2_dlc15_grom_cauldron_food_cooked	false	grom_size_increase	false	Event		false		1.0000	false
wh2_dlc15_grom_cauldron_food_expired	false	cauldron	false	Event		false		1.0000	false
wh2_dlc15_grom_cauldron_food_grom_trait_upgrade	false	grom_size_increase	false	Event		false		1.0000	false
wh2_dlc15_grom_cauldron_food_ingredient_unlocked	false	cauldron	false	Event		false		1.0000	false
wh2_dlc15_grom_cauldron_food_merchant_visits	false	food_merchant	false	Event		false		1.0000	false
wh2_dlc15_grom_cauldron_food_recipe_unlocked	false	cauldron	false	Event		false		1.0000	false
wh2_dlc15_grom_yvresse_blockade	false	ph	false	Event		false		1.0000	false
wh2_dlc15_grom_yvresse_unblockade	false	ph	false	Event		false		1.0000	false
wh2_dlc15_incident_dragon_encounter_generic_black	false	generic	false	Event		false		1.0000	false
wh2_dlc15_incident_dragon_encounter_generic_forest	false	generic	false	Event		false		1.0000	false
wh2_dlc15_incident_dragon_encounter_generic_moon	false	generic	false	Event		false		1.0000	false
wh2_dlc15_incident_dragon_encounter_generic_star	false	generic	false	Event		false		1.0000	false
wh2_dlc15_incident_dragon_encounter_generic_sun	false	generic	false	Event		false		1.0000	false
wh2_dlc15_incident_hef_prisoner_captured	false	prisoner	false	Event		false		1.0000	false
wh2_dlc15_incident_hef_prisoner_executed	false	prisoner	false	Event		false		1.0000	false
wh2_dlc15_incident_hef_prisoner_failed_capture	false	prisoner	false	Event		false		1.0000	false
wh2_dlc15_incident_hef_prisoner_indoctrinated	false	prisoner	false	Event		false		1.0000	false
wh2_dlc16_incident_skv_ghoritch_arrives	false	wh2_dlc16_ghoritch	false	Faction		false		1.0000	false
wh2_dlc16_incident_skv_retaliation_army_spawned	false	generic	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ariel_arrives	false	wh2_dlc16_ariel	false	Faction		false		1.0000	false
wh2_dlc16_incident_wef_avelorn_invaded	false	faction	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_beastmen_threaten_kings_glade	false	faction	false	Faction		false		1.0000	false
wh2_dlc16_incident_wef_drycha_bizzare_creatures	true	messenger	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_drycha_coeddils_wisdom	true	civilisation_up	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_drycha_horrific_monstrosity	true	civilisation_down	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_drycha_intro_invasion	false	faction	false	Faction		false		1.0000	false
wh2_dlc16_incident_wef_drycha_potion_sacre	false	civilisation_up	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_drycha_strange_humans	true	politics	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_drycha_undead_trees	true	faction	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_drycha_vengeance_rains_from_above	true	army_morale_up	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_dwarfs_threaten_waterfall_palace	false	faction	false	Faction		false		1.0000	false
wh2_dlc16_incident_wef_invasion_survived_athel_loren	false	faction	false	Faction		false		1.0000	false
wh2_dlc16_incident_wef_invasion_thwarted_athel_loren	false	faction	false	Faction		false		1.0000	false
wh2_dlc16_incident_wef_new_confed_encounter_available	false	faction	false	Faction		false		1.0000	false
wh2_dlc16_incident_wef_new_encounter_available	false	faction	false	Faction		false		1.0000	false
wh2_dlc16_incident_wef_post_encounter_sporctacus	false	waaagh_up	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_post_encounter_sporctacus_2	true	waaagh_up	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_begun	false	wh2_dlc16_worldroots	false	Faction		false		1.0000	false
wh2_dlc16_incident_wef_ritual_begun_athel_loren	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_begun_emerald_pools	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_begun_forest_of_gloom	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_begun_gaean_vale	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
wh2_dlc16_incident_wef_ritual_begun_gryphon_wood	false	wh2_dlc16_worldroots	false	Event		false		1.0000	false
