key	graph	x_pos	y_pos	type	cluster
wh3_dlc29_r0-c6-cell1-0	black_pyramid	854	1036	key	black_pyramid_skeleton
wh3_dlc29_r0-c6-cell1-2	black_pyramid	897	1036	major	black_pyramid_skeleton
wh3_dlc29_r0-c6-cell1-4	black_pyramid	939	1036	major	black_pyramid_guns
wh3_dlc29_r0-c6-cell2-2	black_pyramid	897	1057	major	black_pyramid_skeleton
wh3_dlc29_r0-c6-cell2-4	black_pyramid	939	1057	key	black_pyramid_guns
wh3_dlc29_r0-c6-cell3-1	black_pyramid	875	1079	key	black_pyramid_skeleton
wh3_dlc29_r0-c7-cell0-0	black_pyramid	961	1015	key	black_pyramid_guns
wh3_dlc29_r0-c7-cell1-0	black_pyramid	961	1036	major	black_pyramid_guns
wh3_dlc29_r0-c7-cell1-1	black_pyramid	982	1036	major	black_pyramid_guns
wh3_dlc29_r0-c7-cell2-0	black_pyramid	961	1057	major	black_pyramid_guns
wh3_dlc29_r0-c7-cell2-1	black_pyramid	982	1057	key	black_pyramid_guns
wh3_dlc29_r0-c7-cell3-0	black_pyramid	961	1079	key	black_pyramid_guns
wh3_dlc29_r0-c8-cell0-0	black_pyramid	1067	1015	major	black_pyramid_dead_rise
wh3_dlc29_r0-c8-cell0-1	black_pyramid	1088	1015	major	black_pyramid_dead_rise
wh3_dlc29_r0-c8-cell1-0	black_pyramid	1067	1036	major	black_pyramid_dead_rise
wh3_dlc29_r1-c1-cell1-4	black_pyramid	301	930	key	black_pyramid_deck_droppers
wh3_dlc29_r1-c1-cell2-3	black_pyramid	280	951	major	black_pyramid_deck_droppers
wh3_dlc29_r1-c1-cell2-4	black_pyramid	301	951	major	black_pyramid_deck_droppers
wh3_dlc29_r1-c1-cell3-3	black_pyramid	280	972	major	black_pyramid_deck_droppers
wh3_dlc29_r1-c1-cell4-4	black_pyramid	301	994	key	black_pyramid_deck_droppers
wh3_dlc29_r1-c10-cell0-2	black_pyramid	1216	909	minor	
wh3_dlc29_r1-c10-cell1-1	black_pyramid	1195	930	minor	
wh3_dlc29_r1-c10-cell2-4	black_pyramid	1258	951	major	black_pyramid_horsemen
wh3_dlc29_r1-c10-cell3-0	black_pyramid	1173	972	major	black_pyramid_recruitment
wh3_dlc29_r1-c10-cell3-4	black_pyramid	1258	972	major	black_pyramid_horsemen
wh3_dlc29_r1-c11-cell1-0	black_pyramid	1280	930	key	black_pyramid_horsemen
wh3_dlc29_r1-c11-cell2-0	black_pyramid	1280	951	major	black_pyramid_horsemen
wh3_dlc29_r1-c11-cell2-1	black_pyramid	1301	951	major	black_pyramid_horsemen
wh3_dlc29_r1-c11-cell3-1	black_pyramid	1301	972	major	black_pyramid_horsemen
wh3_dlc29_r1-c11-cell4-0	black_pyramid	1280	994	key	black_pyramid_horsemen
wh3_dlc29_r1-c2-cell0-2	black_pyramid	365	909	minor	
wh3_dlc29_r1-c2-cell1-3	black_pyramid	386	930	minor	
wh3_dlc29_r1-c2-cell2-0	black_pyramid	322	951	major	black_pyramid_deck_droppers
wh3_dlc29_r1-c2-cell3-0	black_pyramid	322	972	major	black_pyramid_deck_droppers
wh3_dlc29_r1-c2-cell3-4	black_pyramid	407	972	major	black_pyramid_recruitment
wh3_dlc29_r1-c3-cell1-1	black_pyramid	450	930	minor	
wh3_dlc29_r1-c3-cell2-0	black_pyramid	429	951	major	black_pyramid_recruitment
wh3_dlc29_r1-c3-cell2-4	black_pyramid	514	951	major	black_pyramid_vampire_coast
wh3_dlc29_r1-c3-cell3-3	black_pyramid	492	972	minor	
wh3_dlc29_r1-c3-cell3-4	black_pyramid	514	972	minor	
wh3_dlc29_r1-c3-cell4-0	black_pyramid	429	994	major	black_pyramid_recruitment
wh3_dlc29_r1-c4-cell0-1	black_pyramid	556	909	key	black_pyramid_vampire_coast
wh3_dlc29_r1-c4-cell1-0	black_pyramid	535	930	major	black_pyramid_vampire_coast
wh3_dlc29_r1-c4-cell1-2	black_pyramid	578	930	major	black_pyramid_vampire_coast
wh3_dlc29_r1-c4-cell2-3	black_pyramid	599	951	major	black_pyramid_vampire_coast
wh3_dlc29_r1-c4-cell3-0	black_pyramid	535	972	minor	
wh3_dlc29_r1-c4-cell3-2	black_pyramid	578	972	minor	
wh3_dlc29_r1-c4-cell3-3	black_pyramid	599	972	minor	
wh3_dlc29_r1-c4-cell3-4	black_pyramid	620	972	minor	
wh3_dlc29_r1-c5-cell1-1	black_pyramid	663	930	minor	
wh3_dlc29_r1-c5-cell1-3	black_pyramid	705	930	gate	
wh3_dlc29_r1-c5-cell3-4	black_pyramid	727	972	key	black_pyramid_zombies
wh3_dlc29_r1-c5-cell4-3	black_pyramid	705	994	major	black_pyramid_zombies
wh3_dlc29_r1-c6-cell0-0	black_pyramid	748	909	key	black_pyramid_beasts
wh3_dlc29_r1-c6-cell0-2	black_pyramid	790	909	key	black_pyramid_nagash
wh3_dlc29_r1-c6-cell0-4	black_pyramid	833	909	key	black_pyramid_beasts
wh3_dlc29_r1-c6-cell2-0	black_pyramid	748	951	minor	
wh3_dlc29_r1-c6-cell2-2	black_pyramid	790	951	major	black_pyramid_nagash
wh3_dlc29_r1-c6-cell2-4	black_pyramid	833	951	minor	
wh3_dlc29_r1-c6-cell3-1	black_pyramid	769	972	major	black_pyramid_nagash
wh3_dlc29_r1-c6-cell3-3	black_pyramid	812	972	major	black_pyramid_nagash
wh3_dlc29_r1-c6-cell4-0	black_pyramid	748	994	major	black_pyramid_zombies
wh3_dlc29_r1-c6-cell4-2	black_pyramid	790	994	major	black_pyramid_nagash
wh3_dlc29_r1-c6-cell4-4	black_pyramid	833	994	major	black_pyramid_skeleton
wh3_dlc29_r1-c7-cell1-1	black_pyramid	875	930	gate	
wh3_dlc29_r1-c7-cell1-3	black_pyramid	918	930	minor	
wh3_dlc29_r1-c7-cell3-0	black_pyramid	854	972	key	black_pyramid_skeleton
wh3_dlc29_r1-c7-cell4-1	black_pyramid	875	994	major	black_pyramid_skeleton
wh3_dlc29_r1-c8-cell0-3	black_pyramid	1024	909	key	black_pyramid_tomb_kings
wh3_dlc29_r1-c8-cell1-2	black_pyramid	1003	930	major	black_pyramid_tomb_kings
wh3_dlc29_r1-c8-cell1-4	black_pyramid	1046	930	major	black_pyramid_tomb_kings
wh3_dlc29_r1-c8-cell2-1	black_pyramid	982	951	major	black_pyramid_tomb_kings
wh3_dlc29_r1-c8-cell3-0	black_pyramid	961	972	minor	
wh3_dlc29_r1-c8-cell3-1	black_pyramid	982	972	minor	
wh3_dlc29_r1-c8-cell3-2	black_pyramid	1003	972	minor	
wh3_dlc29_r1-c8-cell3-4	black_pyramid	1046	972	minor	
wh3_dlc29_r1-c9-cell1-3	black_pyramid	1131	930	minor	
wh3_dlc29_r1-c9-cell2-0	black_pyramid	1067	951	major	black_pyramid_tomb_kings
wh3_dlc29_r1-c9-cell2-4	black_pyramid	1152	951	major	black_pyramid_recruitment
wh3_dlc29_r1-c9-cell3-0	black_pyramid	1067	972	minor	
wh3_dlc29_r1-c9-cell3-1	black_pyramid	1088	972	minor	
wh3_dlc29_r1-c9-cell4-4	black_pyramid	1152	994	major	black_pyramid_recruitment
wh3_dlc29_r2-c1-cell0-2	black_pyramid	152	802	major	black_pyramid_shambling_horde
wh3_dlc29_r2-c1-cell1-1	black_pyramid	131	823	major	black_pyramid_shambling_horde
wh3_dlc29_r2-c1-cell2-0	black_pyramid	110	845	key	black_pyramid_shambling_horde
wh3_dlc29_r2-c1-cell2-1	black_pyramid	131	845	major	black_pyramid_shambling_horde
wh3_dlc29_r2-c1-cell2-2	black_pyramid	152	845	major	black_pyramid_shambling_horde
wh3_dlc29_r2-c1-cell2-3	black_pyramid	173	845	key	black_pyramid_shambling_horde
wh3_dlc29_r2-c1-cell3-1	black_pyramid	131	866	major	black_pyramid_shambling_horde
wh3_dlc29_r2-c1-cell4-2	black_pyramid	152	887	major	black_pyramid_shambling_horde
wh3_dlc29_r2-c10-cell0-0	black_pyramid	1067	802	major	black_pyramid_lore_of_deeps
wh3_dlc29_r2-c10-cell0-2	black_pyramid	1110	802	major	black_pyramid_lore_of_undeath
wh3_dlc29_r2-c10-cell1-1	black_pyramid	1088	823	key	black_pyramid_winds_of_magic
wh3_dlc29_r2-c10-cell1-3	black_pyramid	1131	823	major	black_pyramid_winds_of_magic
wh3_dlc29_r2-c10-cell2-0	black_pyramid	1067	845	major	black_pyramid_lore_of_vampires
wh3_dlc29_r2-c10-cell2-2	black_pyramid	1110	845	major	black_pyramid_lore_of_shadows
wh3_dlc29_r2-c10-cell3-3	black_pyramid	1131	866	key	black_pyramid_lore_of_shadows
wh3_dlc29_r2-c10-cell3-4	black_pyramid	1152	866	major	black_pyramid_lore_of_shadows
wh3_dlc29_r2-c10-cell4-0	black_pyramid	1067	887	key	black_pyramid_lore_of_vampires
wh3_dlc29_r2-c11-cell0-2	black_pyramid	1216	802	major	black_pyramid_polearms
wh3_dlc29_r2-c11-cell0-4	black_pyramid	1258	802	major	black_pyramid_polearms
wh3_dlc29_r2-c11-cell1-2	black_pyramid	1216	823	major	black_pyramid_polearms
wh3_dlc29_r2-c11-cell1-4	black_pyramid	1258	823	major	black_pyramid_polearms
wh3_dlc29_r2-c11-cell2-3	black_pyramid	1237	845	major	black_pyramid_polearms
wh3_dlc29_r2-c11-cell3-0	black_pyramid	1173	866	major	black_pyramid_lore_of_shadows
wh3_dlc29_r2-c11-cell4-1	black_pyramid	1195	887	minor	
wh3_dlc29_r2-c11-cell4-3	black_pyramid	1237	887	minor	
wh3_dlc29_r2-c12-cell0-2	black_pyramid	1322	802	minor	
wh3_dlc29_r2-c12-cell2-4	black_pyramid	1365	845	minor	
wh3_dlc29_r2-c12-cell4-0	black_pyramid	1280	887	minor	
wh3_dlc29_r2-c12-cell4-1	black_pyramid	1301	887	gate	
wh3_dlc29_r2-c12-cell4-2	black_pyramid	1322	887	minor	
wh3_dlc29_r2-c13-cell0-2	black_pyramid	1429	802	major	black_pyramid_infernal_legions
wh3_dlc29_r2-c13-cell1-3	black_pyramid	1450	823	major	black_pyramid_infernal_legions
wh3_dlc29_r2-c13-cell2-1	black_pyramid	1407	845	key	black_pyramid_infernal_legions
wh3_dlc29_r2-c13-cell2-2	black_pyramid	1429	845	major	black_pyramid_infernal_legions
wh3_dlc29_r2-c13-cell2-3	black_pyramid	1450	845	major	black_pyramid_infernal_legions
wh3_dlc29_r2-c13-cell2-4	black_pyramid	1471	845	major	black_pyramid_infernal_legions
wh3_dlc29_r2-c13-cell3-3	black_pyramid	1450	866	major	black_pyramid_infernal_legions
wh3_dlc29_r2-c13-cell4-2	black_pyramid	1429	887	major	black_pyramid_infernal_legions
wh3_dlc29_r2-c2-cell0-2	black_pyramid	258	802	minor	
wh3_dlc29_r2-c2-cell2-0	black_pyramid	216	845	minor	
wh3_dlc29_r2-c2-cell4-2	black_pyramid	258	887	minor	
wh3_dlc29_r2-c2-cell4-3	black_pyramid	280	887	gate	
wh3_dlc29_r2-c2-cell4-4	black_pyramid	301	887	minor	
wh3_dlc29_r2-c3-cell0-0	black_pyramid	322	802	major	black_pyramid_sword_shield
wh3_dlc29_r2-c3-cell0-2	black_pyramid	365	802	major	black_pyramid_sword_shield
wh3_dlc29_r2-c3-cell1-0	black_pyramid	322	823	major	black_pyramid_sword_shield
wh3_dlc29_r2-c3-cell1-2	black_pyramid	365	823	major	black_pyramid_sword_shield
wh3_dlc29_r2-c3-cell2-1	black_pyramid	344	845	major	black_pyramid_sword_shield
wh3_dlc29_r2-c3-cell3-4	black_pyramid	407	866	major	black_pyramid_lore_of_death
wh3_dlc29_r2-c3-cell4-1	black_pyramid	344	887	minor	
wh3_dlc29_r2-c3-cell4-3	black_pyramid	386	887	minor	
wh3_dlc29_r2-c4-cell0-2	black_pyramid	471	802	major	black_pyramid_lore_of_undeath
wh3_dlc29_r2-c4-cell0-4	black_pyramid	514	802	major	black_pyramid_lore_of_nehekhara
wh3_dlc29_r2-c4-cell1-1	black_pyramid	450	823	major	black_pyramid_winds_of_magic
wh3_dlc29_r2-c4-cell1-3	black_pyramid	492	823	key	black_pyramid_winds_of_magic
wh3_dlc29_r2-c4-cell2-2	black_pyramid	471	845	major	black_pyramid_lore_of_death
wh3_dlc29_r2-c4-cell2-4	black_pyramid	514	845	major	black_pyramid_lore_of_light
wh3_dlc29_r2-c4-cell3-0	black_pyramid	429	866	major	black_pyramid_lore_of_death
wh3_dlc29_r2-c4-cell3-1	black_pyramid	450	866	key	black_pyramid_lore_of_death
wh3_dlc29_r2-c4-cell4-4	black_pyramid	514	887	key	black_pyramid_lore_of_light
wh3_dlc29_r2-c5-cell0-3	black_pyramid	599	802	key	black_pyramid_construct_monsters
wh3_dlc29_r2-c5-cell0-4	black_pyramid	620	802	major	black_pyramid_construct_monsters
wh3_dlc29_r2-c5-cell1-0	black_pyramid	535	823	major	black_pyramid_winds_of_magic
wh3_dlc29_r2-c5-cell3-0	black_pyramid	535	866	key	black_pyramid_lore_of_light
wh3_dlc29_r2-c5-cell3-1	black_pyramid	556	866	major	black_pyramid_lore_of_light
wh3_dlc29_r2-c5-cell3-2	black_pyramid	578	866	major	black_pyramid_lore_of_light
wh3_dlc29_r2-c5-cell4-4	black_pyramid	620	887	minor	
wh3_dlc29_r2-c6-cell0-0	black_pyramid	641	802	key	black_pyramid_construct_monsters
wh3_dlc29_r2-c6-cell0-2	black_pyramid	684	802	minor	
wh3_dlc29_r2-c6-cell0-4	black_pyramid	727	802	major	black_pyramid_chariots
wh3_dlc29_r2-c6-cell1-3	black_pyramid	705	823	major	black_pyramid_chariots
wh3_dlc29_r2-c6-cell2-0	black_pyramid	641	845	minor	
wh3_dlc29_r2-c6-cell2-3	black_pyramid	705	845	major	black_pyramid_chariots
wh3_dlc29_r2-c6-cell3-2	black_pyramid	684	866	key	black_pyramid_chariots
wh3_dlc29_r2-c6-cell4-3	black_pyramid	705	887	minor	
wh3_dlc29_r2-c7-cell0-1	black_pyramid	769	802	major	black_pyramid_vampire_counts
wh3_dlc29_r2-c7-cell0-3	black_pyramid	812	802	major	black_pyramid_vampire_counts
wh3_dlc29_r2-c7-cell1-0	black_pyramid	748	823	major	black_pyramid_vampire_counts
wh3_dlc29_r2-c7-cell1-4	black_pyramid	833	823	major	black_pyramid_vampire_counts
wh3_dlc29_r2-c7-cell2-0	black_pyramid	748	845	minor	
wh3_dlc29_r2-c7-cell2-1	black_pyramid	769	845	minor	
wh3_dlc29_r2-c7-cell2-3	black_pyramid	812	845	minor	
wh3_dlc29_r2-c7-cell2-4	black_pyramid	833	845	minor	
wh3_dlc29_r2-c7-cell3-1	black_pyramid	769	866	major	black_pyramid_beasts
wh3_dlc29_r2-c7-cell3-2	black_pyramid	790	866	key	black_pyramid_beasts
wh3_dlc29_r2-c7-cell3-3	black_pyramid	812	866	major	black_pyramid_beasts
wh3_dlc29_r2-c7-cell4-0	black_pyramid	748	887	major	black_pyramid_beasts
wh3_dlc29_r2-c7-cell4-4	black_pyramid	833	887	major	black_pyramid_beasts
wh3_dlc29_r2-c8-cell0-0	black_pyramid	854	802	major	black_pyramid_magic_chariots
wh3_dlc29_r2-c8-cell0-2	black_pyramid	897	802	minor	
wh3_dlc29_r2-c8-cell0-4	black_pyramid	939	802	key	black_pyramid_undead_monsters
wh3_dlc29_r2-c8-cell1-1	black_pyramid	875	823	key	black_pyramid_magic_chariots
wh3_dlc29_r2-c8-cell2-1	black_pyramid	875	845	major	black_pyramid_magic_chariots
wh3_dlc29_r2-c8-cell2-4	black_pyramid	939	845	minor	
wh3_dlc29_r2-c8-cell3-2	black_pyramid	897	866	key	black_pyramid_magic_chariots
wh3_dlc29_r2-c8-cell4-1	black_pyramid	875	887	minor	
wh3_dlc29_r2-c9-cell0-0	black_pyramid	961	802	major	black_pyramid_undead_monsters
wh3_dlc29_r2-c9-cell0-1	black_pyramid	982	802	key	black_pyramid_undead_monsters
wh3_dlc29_r2-c9-cell1-4	black_pyramid	1046	823	major	black_pyramid_winds_of_magic
wh3_dlc29_r2-c9-cell3-2	black_pyramid	1003	866	major	black_pyramid_lore_of_vampires
wh3_dlc29_r2-c9-cell3-3	black_pyramid	1024	866	major	black_pyramid_lore_of_vampires
wh3_dlc29_r2-c9-cell3-4	black_pyramid	1046	866	key	black_pyramid_lore_of_vampires
wh3_dlc29_r2-c9-cell4-0	black_pyramid	961	887	minor	
wh3_dlc29_r3-c1-cell0-2	black_pyramid	258	696	major	black_pyramid_gunpowder_artillery
wh3_dlc29_r3-c1-cell0-4	black_pyramid	301	696	key	black_pyramid_gunpowder_artillery
wh3_dlc29_r3-c1-cell1-1	black_pyramid	237	717	major	black_pyramid_gunpowder_artillery
wh3_dlc29_r3-c1-cell1-2	black_pyramid	258	717	major	black_pyramid_gunpowder_artillery
wh3_dlc29_r3-c1-cell1-3	black_pyramid	280	717	major	black_pyramid_gunpowder_artillery
wh3_dlc29_r3-c1-cell2-2	black_pyramid	258	738	major	black_pyramid_gunpowder_artillery
wh3_dlc29_r3-c1-cell2-3	black_pyramid	280	738	key	black_pyramid_gunpowder_artillery
wh3_dlc29_r3-c1-cell3-1	black_pyramid	237	760	key	black_pyramid_gunpowder_artillery
wh3_dlc29_r3-c1-cell3-4	black_pyramid	301	760	minor	
wh3_dlc29_r3-c10-cell0-2	black_pyramid	1216	696	minor	
wh3_dlc29_r3-c10-cell1-1	black_pyramid	1195	717	major	black_pyramid_nagash
wh3_dlc29_r3-c10-cell2-0	black_pyramid	1173	738	key	black_pyramid_nagash
wh3_dlc29_r3-c10-cell2-1	black_pyramid	1195	738	major	black_pyramid_nagash
wh3_dlc29_r3-c10-cell4-3	black_pyramid	1237	781	key	black_pyramid_polearms
wh3_dlc29_r3-c11-cell0-0	black_pyramid	1280	696	key	black_pyramid_magic_artillery
wh3_dlc29_r3-c11-cell0-2	black_pyramid	1322	696	major	black_pyramid_magic_artillery
wh3_dlc29_r3-c11-cell1-1	black_pyramid	1301	717	major	black_pyramid_magic_artillery
wh3_dlc29_r3-c11-cell1-2	black_pyramid	1322	717	major	black_pyramid_magic_artillery
wh3_dlc29_r3-c11-cell1-3	black_pyramid	1344	717	major	black_pyramid_magic_artillery
wh3_dlc29_r3-c11-cell2-1	black_pyramid	1301	738	key	black_pyramid_magic_artillery
wh3_dlc29_r3-c11-cell2-2	black_pyramid	1322	738	major	black_pyramid_magic_artillery
wh3_dlc29_r3-c11-cell3-0	black_pyramid	1280	760	minor	
wh3_dlc29_r3-c11-cell3-3	black_pyramid	1344	760	key	black_pyramid_magic_artillery
wh3_dlc29_r3-c2-cell0-2	black_pyramid	365	696	minor	
wh3_dlc29_r3-c2-cell1-3	black_pyramid	386	717	major	black_pyramid_nagash
wh3_dlc29_r3-c2-cell2-3	black_pyramid	386	738	major	black_pyramid_nagash
wh3_dlc29_r3-c2-cell2-4	black_pyramid	407	738	key	black_pyramid_nagash
wh3_dlc29_r3-c2-cell4-1	black_pyramid	344	781	key	black_pyramid_sword_shield
wh3_dlc29_r3-c3-cell0-3	black_pyramid	492	696	key	black_pyramid_lore_of_vampires
wh3_dlc29_r3-c3-cell2-2	black_pyramid	471	738	key	black_pyramid_lore_of_undeath
wh3_dlc29_r3-c3-cell2-4	black_pyramid	514	738	major	black_pyramid_lore_of_nehekhara
wh3_dlc29_r3-c3-cell3-1	black_pyramid	450	760	major	black_pyramid_lore_of_undeath
wh3_dlc29_r3-c3-cell4-1	black_pyramid	450	781	major	black_pyramid_lore_of_undeath
wh3_dlc29_r3-c3-cell4-3	black_pyramid	492	781	major	black_pyramid_winds_of_magic
wh3_dlc29_r3-c4-cell0-0	black_pyramid	535	696	minor	
wh3_dlc29_r3-c4-cell0-4	black_pyramid	620	696	major	black_pyramid_magic_chariots
wh3_dlc29_r3-c4-cell2-4	black_pyramid	620	738	minor	
wh3_dlc29_r3-c4-cell3-0	black_pyramid	535	760	major	black_pyramid_lore_of_nehekhara
wh3_dlc29_r3-c4-cell3-3	black_pyramid	599	760	major	black_pyramid_construct_monsters
wh3_dlc29_r3-c4-cell3-4	black_pyramid	620	760	key	black_pyramid_construct_monsters
wh3_dlc29_r3-c4-cell4-0	black_pyramid	535	781	key	black_pyramid_lore_of_nehekhara
wh3_dlc29_r3-c4-cell4-2	black_pyramid	578	781	key	black_pyramid_construct_monsters
wh3_dlc29_r3-c4-cell4-4	black_pyramid	620	781	major	black_pyramid_construct_monsters
wh3_dlc29_r3-c5-cell0-0	black_pyramid	641	696	major	black_pyramid_magic_chariots
wh3_dlc29_r3-c5-cell1-1	black_pyramid	663	717	key	black_pyramid_magic_chariots
wh3_dlc29_r3-c5-cell1-3	black_pyramid	705	717	major	black_pyramid_guards
wh3_dlc29_r3-c5-cell2-1	black_pyramid	663	738	minor	
wh3_dlc29_r3-c5-cell2-3	black_pyramid	705	738	major	black_pyramid_guards
wh3_dlc29_r3-c5-cell3-0	black_pyramid	641	760	major	black_pyramid_construct_monsters
wh3_dlc29_r3-c5-cell3-2	black_pyramid	684	760	minor	
wh3_dlc29_r3-c5-cell3-3	black_pyramid	705	760	minor	
wh3_dlc29_r3-c5-cell4-1	black_pyramid	663	781	key	black_pyramid_construct_monsters
wh3_dlc29_r3-c5-cell4-4	black_pyramid	727	781	key	black_pyramid_chariots
wh3_dlc29_r3-c6-cell0-1	black_pyramid	769	696	major	black_pyramid_nagash
wh3_dlc29_r3-c6-cell0-3	black_pyramid	812	696	major	black_pyramid_nagash
wh3_dlc29_r3-c6-cell1-0	black_pyramid	748	717	major	black_pyramid_nagash
wh3_dlc29_r3-c6-cell1-2	black_pyramid	790	717	key	black_pyramid_nagash
wh3_dlc29_r3-c6-cell1-4	black_pyramid	833	717	major	black_pyramid_nagash
wh3_dlc29_r3-c6-cell2-0	black_pyramid	748	738	major	black_pyramid_nagash
wh3_dlc29_r3-c6-cell2-4	black_pyramid	833	738	major	black_pyramid_nagash
wh3_dlc29_r3-c6-cell3-0	black_pyramid	748	760	minor	
wh3_dlc29_r3-c6-cell3-2	black_pyramid	790	760	minor	
wh3_dlc29_r3-c6-cell3-4	black_pyramid	833	760	minor	
wh3_dlc29_r3-c6-cell4-2	black_pyramid	790	781	key	black_pyramid_vampire_counts
wh3_dlc29_r3-c7-cell0-4	black_pyramid	939	696	major	black_pyramid_ethereal
wh3_dlc29_r3-c7-cell1-1	black_pyramid	875	717	major	black_pyramid_knights
wh3_dlc29_r3-c7-cell1-3	black_pyramid	918	717	key	black_pyramid_ethereal
wh3_dlc29_r3-c7-cell2-1	black_pyramid	875	738	major	black_pyramid_knights
wh3_dlc29_r3-c7-cell2-3	black_pyramid	918	738	minor	
wh3_dlc29_r3-c7-cell3-1	black_pyramid	875	760	minor	
wh3_dlc29_r3-c7-cell3-2	black_pyramid	897	760	minor	
wh3_dlc29_r3-c7-cell3-4	black_pyramid	939	760	major	black_pyramid_undead_monsters
wh3_dlc29_r3-c7-cell4-0	black_pyramid	854	781	key	black_pyramid_magic_chariots
wh3_dlc29_r3-c7-cell4-3	black_pyramid	918	781	key	black_pyramid_undead_monsters
wh3_dlc29_r3-c8-cell0-0	black_pyramid	961	696	major	black_pyramid_ethereal
wh3_dlc29_r3-c8-cell0-4	black_pyramid	1046	696	minor	
wh3_dlc29_r3-c8-cell2-0	black_pyramid	961	738	minor	
wh3_dlc29_r3-c8-cell3-0	black_pyramid	961	760	key	black_pyramid_undead_monsters
wh3_dlc29_r3-c8-cell3-1	black_pyramid	982	760	major	black_pyramid_undead_monsters
wh3_dlc29_r3-c8-cell3-4	black_pyramid	1046	760	major	black_pyramid_lore_of_deeps
wh3_dlc29_r3-c8-cell4-0	black_pyramid	961	781	major	black_pyramid_undead_monsters
wh3_dlc29_r3-c8-cell4-2	black_pyramid	1003	781	key	black_pyramid_undead_monsters
wh3_dlc29_r3-c8-cell4-4	black_pyramid	1046	781	key	black_pyramid_lore_of_deeps
wh3_dlc29_r3-c9-cell0-1	black_pyramid	1088	696	key	black_pyramid_lore_of_light
wh3_dlc29_r3-c9-cell2-0	black_pyramid	1067	738	major	black_pyramid_lore_of_deeps
wh3_dlc29_r3-c9-cell2-2	black_pyramid	1110	738	key	black_pyramid_lore_of_undeath
wh3_dlc29_r3-c9-cell3-3	black_pyramid	1131	760	major	black_pyramid_lore_of_undeath
wh3_dlc29_r3-c9-cell4-1	black_pyramid	1088	781	major	black_pyramid_winds_of_magic
wh3_dlc29_r3-c9-cell4-3	black_pyramid	1131	781	major	black_pyramid_lore_of_undeath
wh3_dlc29_r4-c1-cell0-2	black_pyramid	365	589	key	black_pyramid_characters
wh3_dlc29_r4-c1-cell0-3	black_pyramid	386	589	major	black_pyramid_characters
wh3_dlc29_r4-c1-cell0-4	black_pyramid	407	589	major	black_pyramid_characters
wh3_dlc29_r4-c1-cell1-1	black_pyramid	344	611	key	black_pyramid_characters
wh3_dlc29_r4-c1-cell1-4	black_pyramid	407	611	major	black_pyramid_characters
wh3_dlc29_r4-c1-cell2-1	black_pyramid	344	632	major	black_pyramid_characters
wh3_dlc29_r4-c1-cell3-1	black_pyramid	344	653	major	black_pyramid_characters
wh3_dlc29_r4-c1-cell3-2	black_pyramid	365	653	major	black_pyramid_characters
wh3_dlc29_r4-c1-cell4-3	black_pyramid	386	674	minor	
wh3_dlc29_r4-c2-cell0-2	black_pyramid	471	589	minor	
wh3_dlc29_r4-c2-cell1-1	black_pyramid	450	611	minor	
wh3_dlc29_r4-c2-cell2-0	black_pyramid	429	632	minor	
wh3_dlc29_r4-c2-cell2-4	black_pyramid	514	632	minor	
