component_key	generator_key	last_stand_priority	param1	param2	param3	param4	peace_priority	tension_priority	war_priority	total_war_priority	failure_timeout	min_payment_cap	max_payment_cap	max_payment_pct
wh3_deal_generation_chaos_minor	FORM_CONFEDERATION	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_chaos_minor	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_ENEMIES	500.0000	0.0000	-500.0000	0.0000	0.0000	100.0000	200.0000	400.0000	300.0000	5	0	10000	10.0000
wh3_deal_generation_dark_elves	BREAK_TREATIES_WITH_DISLIKED_FACTIONS	500.0000	0.0000	-500.0000	0.0000	0.0000	500.0000	500.0000	500.0000	500.0000	5	0	10000	10.0000
wh3_deal_generation_dark_elves	DECLARE_WAR_ON_FACTIONS_I_DISLIKE	150.0000	0.0000	-500.0000	0.0000	0.0000	600.0000	500.0000	200.0000	250.0000	5	0	10000	25.0000
wh3_deal_generation_dark_elves	PEACE	300.0000	0.0000	150.0000	0.0000	0.0000	200.0000	200.0000	250.0000	200.0000	5	0	10000	25.0000
wh3_deal_generation_dark_elves_minor	DEMAND_VASSALAGE_OR_CLIENT_STATE_FROM_ENEMIES	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_dark_elves_minor	FORM_CONFEDERATION	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_dark_elves_minor	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_ENEMIES	500.0000	0.0000	-500.0000	0.0000	0.0000	100.0000	200.0000	400.0000	300.0000	5	0	10000	10.0000
wh3_deal_generation_default	BREAK_TREATIES_WITH_DISLIKED_FACTIONS	100.0000	0.0000	0.0000	0.0000	0.0000	100.0000	100.0000	100.0000	100.0000	5	0	10000	10.0000
wh3_deal_generation_default	DECLARE_WAR_ON_FACTIONS_I_DISLIKE	100.0000	0.0000	-250.0000	0.0000	0.0000	600.0000	400.0000	150.0000	150.0000	5	0	10000	25.0000
wh3_deal_generation_default	DECLARE_WAR_ON_NEARBY_FACTIONS	100.0000	0.0000	-250.0000	0.0000	0.0000	250.0000	200.0000	150.0000	150.0000	5	0	10000	25.0000
wh3_deal_generation_default	DEMAND_GIFTS_FROM_NEARBY_FACTIONS	100.0000	0.0000	-100.0000	0.0000	0.0000	100.0000	100.0000	100.0000	100.0000	5	0	1000000	100.0000
wh3_deal_generation_default	DEMAND_GIFTS_FROM_WEAKER_FACTIONS	100.0000	0.0000	-100.0000	0.0000	0.0000	100.0000	100.0000	100.0000	100.0000	5	0	1000000	100.0000
wh3_deal_generation_default	DEMAND_VASSALAGE_OR_CLIENT_STATE_FROM_ENEMIES	200.0000	0.0000	-200.0000	0.0000	0.0000	200.0000	200.0000	200.0000	200.0000	5	0	10000	10.0000
wh3_deal_generation_default	FORM_CONFEDERATION	500.0000	0.0000	-500.0000	0.0000	0.0000	500.0000	500.0000	500.0000	500.0000	5	0	10000	10.0000
wh3_deal_generation_default	MILITARY_ACCESS	200.0000	0.0000	-200.0000	0.0000	0.0000	200.0000	200.0000	200.0000	200.0000	5	0	10000	10.0000
wh3_deal_generation_default	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_ALLIES_OF_ENEMIES	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_default	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_ENEMIES	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_default	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_NEIGHBOURS	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_default	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_PLAYER	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_default	PEACE	450.0000	0.0000	150.0000	0.0000	0.0000	200.0000	250.0000	300.0000	250.0000	5	0	10000	25.0000
wh3_deal_generation_default	REQUEST_ALLY_TO_JOIN_WAR	25.0000	0.0000	-50.0000	0.0000	0.0000	25.0000	25.0000	25.0000	25.0000	5	0	10000	10.0000
wh3_deal_generation_default	REQUEST_BREAK_ALLIANCE_WITH_DISLIKED_FACTIONS	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	0	10000	10.0000
wh3_deal_generation_default	REQUEST_BREAK_ALLIANCE_WITH_LIKED_FACTIONS	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	0	10000	10.0000
wh3_deal_generation_default	REQUEST_BREAK_TREATY_WITH_DISLIKED_FACTIONS	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	0	10000	10.0000
wh3_deal_generation_default	REQUEST_BREAK_TREATY_WITH_LIKED_FACTIONS	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	0	10000	10.0000
wh3_deal_generation_default	TRADE_AGREEMENT	200.0000	0.0000	-200.0000	0.0000	0.0000	200.0000	200.0000	200.0000	200.0000	5	0	10000	10.0000
wh3_deal_generation_default	TREATIES_WITH_ALLIES_OF_ALLIES	200.0000	0.0000	-200.0000	0.0000	0.0000	200.0000	200.0000	200.0000	200.0000	5	0	10000	10.0000
wh3_deal_generation_default	TREATIES_WITH_ENEMIES_OF_ENEMIES	200.0000	0.0000	-200.0000	0.0000	0.0000	200.0000	200.0000	200.0000	200.0000	5	0	10000	10.0000
wh3_deal_generation_default	TREATIES_WITH_NEIGHBOURS	200.0000	0.0000	-200.0000	0.0000	0.0000	200.0000	200.0000	200.0000	200.0000	5	0	10000	10.0000
wh3_deal_generation_default	UPGRADE_TREATIES	200.0000	0.0000	-200.0000	0.0000	0.0000	200.0000	200.0000	200.0000	200.0000	5	0	10000	10.0000
wh3_deal_generation_dwarfs_minor	DEMAND_VASSALAGE_OR_CLIENT_STATE_FROM_ENEMIES	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_dwarfs_minor	FORM_CONFEDERATION	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_dwarfs_minor	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_ENEMIES	500.0000	0.0000	-500.0000	0.0000	0.0000	100.0000	200.0000	400.0000	300.0000	5	0	10000	10.0000
wh3_deal_generation_empire_minor	DEMAND_VASSALAGE_OR_CLIENT_STATE_FROM_ENEMIES	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_empire_minor	FORM_CONFEDERATION	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_empire_minor	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_ENEMIES	500.0000	0.0000	-500.0000	0.0000	0.0000	100.0000	200.0000	400.0000	300.0000	5	0	10000	10.0000
wh3_deal_generation_greenskin	DECLARE_WAR_ON_FACTIONS_I_DISLIKE	150.0000	0.0000	-500.0000	0.0000	0.0000	600.0000	500.0000	200.0000	250.0000	5	0	10000	25.0000
wh3_deal_generation_greenskin	DECLARE_WAR_ON_NEARBY_FACTIONS	150.0000	0.0000	-500.0000	0.0000	0.0000	600.0000	500.0000	200.0000	250.0000	5	0	10000	25.0000
wh3_deal_generation_greenskin	PEACE	300.0000	0.0000	150.0000	0.0000	0.0000	200.0000	200.0000	250.0000	200.0000	5	0	10000	25.0000
wh3_deal_generation_greenskin_minor	DEMAND_VASSALAGE_OR_CLIENT_STATE_FROM_ENEMIES	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_greenskin_minor	FORM_CONFEDERATION	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_greenskin_minor	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_ENEMIES	500.0000	0.0000	-500.0000	0.0000	0.0000	100.0000	200.0000	400.0000	300.0000	5	0	10000	10.0000
wh3_deal_generation_highelf_minor	FORM_CONFEDERATION	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_kislev_minor	FORM_CONFEDERATION	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_lizardmen_minor	FORM_CONFEDERATION	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_lizardmen_vassal	DECLARE_WAR_ON_FACTIONS_I_DISLIKE	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_minor	DEMAND_VASSALAGE_OR_CLIENT_STATE_FROM_ENEMIES	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_minor	FORM_CONFEDERATION	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_minor	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_ENEMIES	500.0000	0.0000	-500.0000	0.0000	0.0000	100.0000	200.0000	400.0000	300.0000	5	0	10000	10.0000
wh3_deal_generation_norsca	BREAK_TREATIES_WITH_DISLIKED_FACTIONS	500.0000	0.0000	-500.0000	0.0000	0.0000	500.0000	500.0000	500.0000	500.0000	5	0	10000	10.0000
wh3_deal_generation_norsca	DECLARE_WAR_ON_FACTIONS_I_DISLIKE	150.0000	0.0000	-500.0000	0.0000	0.0000	600.0000	500.0000	200.0000	250.0000	5	0	10000	25.0000
wh3_deal_generation_norsca	PEACE	300.0000	0.0000	150.0000	0.0000	0.0000	200.0000	200.0000	250.0000	200.0000	5	0	10000	25.0000
wh3_deal_generation_norsca_minor	DEMAND_VASSALAGE_OR_CLIENT_STATE_FROM_ENEMIES	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_norsca_minor	FORM_CONFEDERATION	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_norsca_minor	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_ENEMIES	500.0000	0.0000	-500.0000	0.0000	0.0000	100.0000	200.0000	400.0000	300.0000	5	0	10000	10.0000
wh3_deal_generation_ogre	PEACE	300.0000	0.0000	150.0000	0.0000	0.0000	200.0000	200.0000	250.0000	200.0000	5	0	10000	25.0000
wh3_deal_generation_ogre_minor	DEMAND_VASSALAGE_OR_CLIENT_STATE_FROM_ENEMIES	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_ogre_minor	FORM_CONFEDERATION	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_ogre_minor	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_ENEMIES	500.0000	0.0000	-500.0000	0.0000	0.0000	100.0000	200.0000	400.0000	300.0000	5	0	10000	10.0000
wh3_deal_generation_passive	BREAK_TREATIES_WITH_DISLIKED_FACTIONS	10.0000	0.0000	0.0000	0.0000	0.0000	90.0000	60.0000	25.0000	35.0000	5	0	10000	10.0000
wh3_deal_generation_passive	DECLARE_WAR_ON_FACTIONS_I_DISLIKE	60.0000	0.0000	-260.0000	0.0000	0.0000	260.0000	240.0000	160.0000	190.0000	5	0	10000	25.0000
wh3_deal_generation_passive	DEMAND_GIFTS_FROM_NEARBY_FACTIONS	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	100.0000
wh3_deal_generation_passive	DEMAND_GIFTS_FROM_WEAKER_FACTIONS	-30.0000	50.0000	-30.0000	0.0000	0.0000	-30.0000	-30.0000	-30.0000	-30.0000	5	0	10000	10.0000
wh3_deal_generation_passive	DEMAND_VASSALAGE_OR_CLIENT_STATE_FROM_ENEMIES	60.0000	0.0000	-60.0000	0.0000	0.0000	60.0000	60.0000	60.0000	60.0000	5	0	10000	10.0000
wh3_deal_generation_passive	FORM_CONFEDERATION	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_passive	MILITARY_ACCESS	-100.0000	0.0000	-190.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_passive	OFFER_GIFTS_TO_STRONGER_FACTIONS	-100.0000	-30.0000	-25.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_passive	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_ALLIES_OF_ENEMIES	-100.0000	0.0000	-120.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_passive	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_ENEMIES	1000.0000	0.0000	-1000.0000	0.0000	0.0000	1000.0000	1000.0000	1000.0000	1000.0000	5	0	10000	10.0000
wh3_deal_generation_passive	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_NEIGHBOURS	-100.0000	0.0000	-120.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_passive	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_PLAYER	-100.0000	0.0000	-120.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_passive	PEACE	250.0000	0.0000	150.0000	0.0000	0.0000	60.0000	60.0000	160.0000	70.0000	5	0	10000	25.0000
wh3_deal_generation_passive	REQUEST_ALLY_TO_JOIN_WAR	220.0000	0.0000	-220.0000	0.0000	0.0000	50.0000	90.0000	160.0000	120.0000	5	0	10000	10.0000
wh3_deal_generation_passive	TRADE_AGREEMENT	10.0000	0.0000	-10.0000	0.0000	0.0000	10.0000	10.0000	10.0000	10.0000	5	0	10000	10.0000
wh3_deal_generation_passive	TREATIES_WITH_ALLIES_OF_ALLIES	10.0000	0.0000	-10.0000	0.0000	0.0000	10.0000	10.0000	10.0000	10.0000	5	0	10000	10.0000
wh3_deal_generation_passive	TREATIES_WITH_ENEMIES_OF_ENEMIES	-100.0000	0.0000	-30.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_passive	TREATIES_WITH_NEIGHBOURS	10.0000	0.0000	-10.0000	0.0000	0.0000	10.0000	10.0000	10.0000	10.0000	5	0	10000	10.0000
wh3_deal_generation_passive	UPGRADE_TREATIES	10.0000	0.0000	-10.0000	0.0000	0.0000	10.0000	10.0000	10.0000	10.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	BREAK_TREATIES_WITH_DISLIKED_FACTIONS	100.0000	0.0000	0.0000	0.0000	0.0000	100.0000	100.0000	100.0000	100.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	DECLARE_WAR_ON_FACTIONS_I_DISLIKE	100.0000	0.0000	-250.0000	0.0000	0.0000	600.0000	400.0000	150.0000	150.0000	5	0	10000	25.0000
wh3_deal_generation_prologue	DECLARE_WAR_ON_NEARBY_FACTIONS	100.0000	0.0000	-250.0000	0.0000	0.0000	250.0000	200.0000	150.0000	150.0000	5	0	10000	25.0000
wh3_deal_generation_prologue	DEMAND_GIFTS_FROM_NEARBY_FACTIONS	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	100.0000
wh3_deal_generation_prologue	DEMAND_GIFTS_FROM_WEAKER_FACTIONS	-30.0000	50.0000	-30.0000	0.0000	0.0000	-30.0000	-30.0000	-30.0000	-30.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	DEMAND_VASSALAGE_OR_CLIENT_STATE_FROM_ENEMIES	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	DIPLOMATIC_MARRIAGE	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	FORM_CONFEDERATION	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	MILITARY_ACCESS	200.0000	0.0000	-200.0000	0.0000	0.0000	200.0000	200.0000	200.0000	200.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	OFFER_GIFTS_TO_STRONGER_FACTIONS	25.0000	-30.0000	-25.0000	0.0000	0.0000	25.0000	25.0000	25.0000	25.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_ALLIES_OF_ENEMIES	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_ENEMIES	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_NEIGHBOURS	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_PLAYER	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	PEACE	450.0000	0.0000	-50.0000	0.0000	0.0000	100.0000	150.0000	300.0000	150.0000	5	0	10000	25.0000
wh3_deal_generation_prologue	REQUEST_ALLY_TO_JOIN_WAR	25.0000	0.0000	-50.0000	0.0000	0.0000	25.0000	25.0000	25.0000	25.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	REQUEST_BREAK_ALLIANCE_WITH_DISLIKED_FACTIONS	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	REQUEST_BREAK_ALLIANCE_WITH_LIKED_FACTIONS	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	REQUEST_BREAK_TREATY_WITH_DISLIKED_FACTIONS	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	REQUEST_BREAK_TREATY_WITH_LIKED_FACTIONS	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	TRADE_AGREEMENT	200.0000	0.0000	-200.0000	0.0000	0.0000	200.0000	200.0000	200.0000	200.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	TREATIES_WITH_ALLIES_OF_ALLIES	200.0000	0.0000	-200.0000	0.0000	0.0000	200.0000	200.0000	200.0000	200.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	TREATIES_WITH_ENEMIES_OF_ENEMIES	200.0000	0.0000	-200.0000	0.0000	0.0000	200.0000	200.0000	200.0000	200.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	TREATIES_WITH_NEIGHBOURS	200.0000	0.0000	-200.0000	0.0000	0.0000	200.0000	200.0000	200.0000	200.0000	5	0	10000	10.0000
wh3_deal_generation_prologue	UPGRADE_TREATIES	200.0000	0.0000	-200.0000	0.0000	0.0000	200.0000	200.0000	200.0000	200.0000	5	0	10000	10.0000
wh3_deal_generation_skaven	DEMAND_VASSALAGE_OR_CLIENT_STATE_FROM_ENEMIES	1000.0000	0.0000	-1000.0000	0.0000	0.0000	1000.0000	1000.0000	1000.0000	1000.0000	5	0	10000	10.0000
wh3_deal_generation_skaven_minor	FORM_CONFEDERATION	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_skaven_minor	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_ENEMIES	500.0000	0.0000	-500.0000	0.0000	0.0000	100.0000	200.0000	400.0000	300.0000	5	0	10000	10.0000
wh3_deal_generation_tomb_kings	REQUEST_ALLY_TO_JOIN_WAR	50.0000	0.0000	-50.0000	0.0000	0.0000	0.0000	0.0000	25.0000	5.0000	5	0	10000	10.0000
wh3_deal_generation_tomb_kings_minor	FORM_CONFEDERATION	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_vampire	DEMAND_VASSALAGE_OR_CLIENT_STATE_FROM_ENEMIES	1000.0000	0.0000	-1000.0000	0.0000	0.0000	1000.0000	1000.0000	1000.0000	1000.0000	5	0	10000	10.0000
wh3_deal_generation_vampire_coast	DEMAND_VASSALAGE_OR_CLIENT_STATE_FROM_ENEMIES	1000.0000	0.0000	-1000.0000	0.0000	0.0000	1000.0000	1000.0000	1000.0000	1000.0000	5	0	10000	10.0000
wh3_deal_generation_vampire_coast_minor	FORM_CONFEDERATION	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_vampire_coast_minor	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_ENEMIES	500.0000	0.0000	-500.0000	0.0000	0.0000	100.0000	200.0000	400.0000	300.0000	5	0	10000	10.0000
wh3_deal_generation_vampire_minor	FORM_CONFEDERATION	-100.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	-100.0000	-100.0000	-100.0000	5	0	10000	10.0000
wh3_deal_generation_vampire_minor	OFFER_VASSALAGE_OR_CLIENT_STATE_TO_ENEMIES	500.0000	0.0000	-500.0000	0.0000	0.0000	100.0000	200.0000	400.0000	300.0000	5	0	10000	10.0000
