key	agent_key	for_army	for_navy	faction_key	campaign_key	subculture	agent_subtype_key
wh2_dlc10_skill_node_set_def_supreme_sorceress_shadow	general	false	false				wh2_dlc10_def_supreme_sorceress_shadow
wh2_dlc10_skill_node_set_hef_alarielle	general	false	false				wh2_dlc10_hef_alarielle
wh2_dlc10_skill_node_set_hef_alith_anar	general	false	false				wh2_dlc10_hef_alith_anar
wh2_dlc10_skill_node_set_hef_handmaiden	dignitary	false	false				wh2_dlc10_hef_handmaiden
wh2_dlc10_skill_node_set_hef_mage_heavens	wizard	false	false				wh2_dlc10_hef_mage_heavens
wh2_dlc10_skill_node_set_hef_mage_shadows	wizard	false	false				wh2_dlc10_hef_mage_shadows
wh2_dlc11_skill_node_set_cst_admiral	general	false	false				wh2_dlc11_cst_admiral_vampires
wh2_dlc11_skill_node_set_cst_admiral_death	general	false	false				wh2_dlc11_cst_admiral_death
wh2_dlc11_skill_node_set_cst_admiral_deep	general	false	false				wh2_dlc11_cst_admiral_deep
wh2_dlc11_skill_node_set_cst_admiral_fem	general	false	false				wh2_dlc11_cst_admiral_fem_vampires
wh2_dlc11_skill_node_set_cst_admiral_fem_death	general	false	false				wh2_dlc11_cst_admiral_fem_death
wh2_dlc11_skill_node_set_cst_admiral_fem_deep	general	false	false				wh2_dlc11_cst_admiral_fem_deep
wh2_dlc11_skill_node_set_cst_aranessa	general	false	false				wh2_dlc11_cst_aranessa
wh2_dlc11_skill_node_set_cst_cylostra	general	false	false				wh2_dlc11_cst_cylostra
wh2_dlc11_skill_node_set_cst_fleet_captain	dignitary	false	false				wh2_dlc11_cst_fleet_captain_vampires
wh2_dlc11_skill_node_set_cst_fleet_captain_death	dignitary	false	false				wh2_dlc11_cst_fleet_captain_death
wh2_dlc11_skill_node_set_cst_fleet_captain_deep	dignitary	false	false				wh2_dlc11_cst_fleet_captain_deep
wh2_dlc11_skill_node_set_cst_ghost_paladin	spy	false	false				wh2_dlc11_cst_ghost_paladin
wh2_dlc11_skill_node_set_cst_gunnery_wight	engineer	false	false				wh2_dlc11_cst_gunnery_wight
wh2_dlc11_skill_node_set_cst_harkon	general	false	false				wh2_dlc11_cst_harkon
wh2_dlc11_skill_node_set_cst_mourngul	champion	false	false				wh2_dlc11_cst_mourngul
wh2_dlc11_skill_node_set_cst_noctilus	general	false	false				wh2_dlc11_cst_noctilus
wh2_dlc11_skill_node_set_def_lokhir	general	false	false				wh2_dlc11_def_lokhir
wh2_dlc11_skill_node_set_vmp_bloodline_blood_dragon_lord	general	false	false				wh2_dlc11_vmp_bloodline_blood_dragon
wh2_dlc11_skill_node_set_vmp_bloodline_lahmian_lord	general	false	false				wh2_dlc11_vmp_bloodline_lahmian
wh2_dlc11_skill_node_set_vmp_bloodline_necrarch_lord	general	false	false				wh2_dlc11_vmp_bloodline_necrarch
wh2_dlc11_skill_node_set_vmp_bloodline_strigoi_lord	general	false	false				wh2_dlc11_vmp_bloodline_strigoi
wh2_dlc11_skill_node_set_vmp_bloodline_von_carstein_lord	general	false	false				wh2_dlc11_vmp_bloodline_von_carstein
wh2_dlc12_skill_node_set_ikit_claw	general	false	false				wh2_dlc12_skv_ikit_claw
wh2_dlc12_skill_node_set_lzd_lord_kroak	wizard	false	false				wh2_dlc12_lzd_lord_kroak
wh2_dlc12_skill_node_set_lzd_red_crested_skink_chief	general	false	false				wh2_dlc12_lzd_red_crested_skink_chief
wh2_dlc12_skill_node_set_lzd_red_crested_skink_chief_legendary	general	false	false				wh2_dlc12_lzd_red_crested_skink_chief_legendary
wh2_dlc12_skill_node_set_lzd_tehenhauin	general	false	false				wh2_dlc12_lzd_tehenhauin
wh2_dlc12_skill_node_set_lzd_tiktaqto	general	false	false				wh2_dlc12_lzd_tiktaqto
wh2_dlc12_skill_node_set_lzd_tlaqua_skink_chief	spy	false	false				wh2_dlc12_lzd_tlaqua_skink_chief
wh2_dlc12_skill_node_set_lzd_tlaqua_skink_priest_beasts	wizard	false	false				wh2_dlc12_lzd_tlaqua_skink_priest_beasts
wh2_dlc12_skill_node_set_lzd_tlaqua_skink_priest_heavens	wizard	false	false				wh2_dlc12_lzd_tlaqua_skink_priest_heavens
wh2_dlc12_skill_node_set_skv_warlock_master	general	false	false				wh2_dlc12_skv_warlock_master
wh2_dlc13_lzd_kroxigor_ancient_horde	general	false	false				wh2_dlc13_lzd_kroxigor_ancient_horde
wh2_dlc13_lzd_red_crested_skink_chief_horde	general	false	false				wh2_dlc13_lzd_red_crested_skink_chief_horde
wh2_dlc13_lzd_saurus_old_blood_horde	general	false	false				wh2_dlc13_lzd_saurus_old_blood_horde
wh2_dlc13_lzd_slann_mage_priest_fire_horde	general	false	false				wh2_dlc13_lzd_slann_mage_priest_fire_horde
wh2_dlc13_lzd_slann_mage_priest_high_horde	general	false	false				wh2_dlc13_lzd_slann_mage_priest_high_horde
wh2_dlc13_lzd_slann_mage_priest_horde	general	false	false				wh2_main_lzd_slann_mage_priest_horde
wh2_dlc13_lzd_slann_mage_priest_life_horde	general	false	false				wh2_dlc13_lzd_slann_mage_priest_life_horde
wh2_dlc13_skill_node_set_ancient_kroxigor	general	false	false				wh2_dlc13_lzd_kroxigor_ancient
wh2_dlc13_skill_node_set_emp_hunter_doctor_hertwig_van_hal	spy	false	false				wh2_dlc13_emp_hunter_doctor_hertwig_van_hal
wh2_dlc13_skill_node_set_emp_hunter_jorek_grimm_0	engineer	false	false				wh2_dlc13_emp_hunter_jorek_grimm
wh2_dlc13_skill_node_set_emp_hunter_kalara_of_wydrioth_0	spy	false	false				wh2_dlc13_emp_hunter_kalara_of_wydrioth
wh2_dlc13_skill_node_set_emp_hunter_rodrik_l_anguille_0	champion	false	false				wh2_dlc13_emp_hunter_rodrik_l_anguille
wh2_dlc13_skill_node_set_gor_rok	general	false	false				wh2_dlc13_lzd_gor_rok
wh2_dlc13_skill_node_set_huntsmarshal	general	false	false				wh2_dlc13_emp_cha_huntsmarshal
wh2_dlc13_skill_node_set_markus_wulfhart	general	false	false				wh2_dlc13_emp_cha_markus_wulfhart
wh2_dlc13_skill_node_set_nakai	general	false	false				wh2_dlc13_lzd_nakai
wh2_dlc14_skill_node_set_brt_henri_le_massif	champion	false	false				wh2_dlc14_brt_henri_le_massif
wh2_dlc14_skill_node_set_brt_repanse	general	false	false				wh2_dlc14_brt_repanse
wh2_dlc14_skill_node_set_def_high_beastmaster	general	false	false				wh2_dlc14_def_high_beastmaster
wh2_dlc14_skill_node_set_def_malus	general	false	false				wh2_dlc14_def_malus_darkblade
wh2_dlc14_skill_node_set_def_master	champion	false	false				wh2_dlc14_def_master
wh2_dlc14_skill_node_set_skv_deathmaster_snikch	general	false	false				wh2_dlc14_skv_deathmaster_snikch
wh2_dlc14_skill_node_set_skv_eshin_sorcerer	wizard	false	false				wh2_dlc14_skv_eshin_sorcerer
wh2_dlc14_skill_node_set_skv_master_assassin	general	false	false				wh2_dlc14_skv_master_assassin
wh2_dlc15_skill_node_set_grn_grom_the_paunch	general	false	false				wh2_dlc15_grn_grom_the_paunch
wh2_dlc15_skill_node_set_grn_river_troll_hag	runesmith	false	false				wh2_dlc15_grn_river_troll_hag
wh2_dlc15_skill_node_set_hef_archmage_beasts	general	false	false				wh2_dlc15_hef_archmage_beasts
wh2_dlc15_skill_node_set_hef_archmage_death	general	false	false				wh2_dlc15_hef_archmage_death
wh2_dlc15_skill_node_set_hef_archmage_fire	general	false	false				wh2_dlc15_hef_archmage_fire
wh2_dlc15_skill_node_set_hef_archmage_heavens	general	false	false				wh2_dlc15_hef_archmage_heavens
wh2_dlc15_skill_node_set_hef_archmage_high	general	false	false				wh2_dlc15_hef_archmage_high
wh2_dlc15_skill_node_set_hef_archmage_life	general	false	false				wh2_dlc15_hef_archmage_life
wh2_dlc15_skill_node_set_hef_archmage_light	general	false	false				wh2_dlc15_hef_archmage_light
wh2_dlc15_skill_node_set_hef_archmage_metal	general	false	false				wh2_dlc15_hef_archmage_metal
wh2_dlc15_skill_node_set_hef_archmage_shadows	general	false	false				wh2_dlc15_hef_archmage_shadows
wh2_dlc15_skill_node_set_hef_eltharion	general	false	false				wh2_dlc15_hef_eltharion
wh2_dlc15_skill_node_set_hef_imrik	general	false	false				wh2_dlc15_hef_imrik
wh2_dlc15_skill_node_set_hef_mage_beasts	wizard	false	false				wh2_dlc15_hef_mage_beasts
wh2_dlc15_skill_node_set_hef_mage_death	wizard	false	false				wh2_dlc15_hef_mage_death
wh2_dlc15_skill_node_set_hef_mage_fire	wizard	false	false				wh2_dlc15_hef_mage_fire
wh2_dlc15_skill_node_set_hef_mage_metal	wizard	false	false				wh2_dlc15_hef_mage_metal
wh2_dlc16_skill_node_set_skv_chieftain	champion	false	false				wh2_dlc16_skv_chieftain
wh2_dlc16_skill_node_set_skv_ghoritch	champion	false	false				wh2_dlc16_skv_ghoritch
wh2_dlc16_skill_node_set_skv_packmaster	runesmith	false	false				wh2_dlc16_skv_packmaster
wh2_dlc16_skill_node_set_skv_throt_the_unclean	general	false	false				wh2_dlc16_skv_throt_the_unclean
wh2_dlc16_skill_node_set_wef_malicious_ancient_treeman_beasts	general	false	false				wh2_dlc16_wef_malicious_ancient_treeman_beasts
wh2_dlc16_skill_node_set_wef_malicious_ancient_treeman_life	general	false	false				wh2_dlc16_wef_malicious_ancient_treeman_life
wh2_dlc16_skill_node_set_wef_malicious_ancient_treeman_shadows	general	false	false				wh2_dlc16_wef_malicious_ancient_treeman_shadows
wh2_dlc16_skill_node_set_wef_malicious_branchwraith_beasts	champion	false	false				wh2_dlc16_wef_malicious_branchwraith_beasts
wh2_dlc16_skill_node_set_wef_malicious_branchwraith_life	champion	false	false				wh2_dlc16_wef_malicious_branchwraith_life
wh2_dlc16_skill_node_set_wef_malicious_branchwraith_shadows	champion	false	false				wh2_dlc16_wef_malicious_branchwraith_shadows
wh2_dlc16_skill_node_set_wef_sisters_of_twilight	general	false	false				wh2_dlc16_wef_sisters_of_twilight
wh2_dlc16_skill_node_set_wef_spellweaver_beasts	general	false	false				wh2_dlc16_wef_spellweaver_beasts
wh2_dlc16_skill_node_set_wef_spellweaver_dark	general	false	false				wh2_dlc16_wef_spellweaver_dark
wh2_dlc16_skill_node_set_wef_spellweaver_high	general	false	false				wh2_dlc16_wef_spellweaver_high
wh2_dlc16_skill_node_set_wef_spellweaver_life	general	false	false				wh2_dlc16_wef_spellweaver_life
wh2_dlc16_skill_node_set_wef_spellweaver_shadows	general	false	false				wh2_dlc16_wef_spellweaver_shadows
wh2_dlc17_node_set_vmp_kevon_lloydstein	champion	false	false				wh2_dlc17_vmp_kevon_lloydstein
wh2_dlc17_skill_node_set_bst_doombull	general	false	false				wh2_dlc17_bst_doombull
wh2_dlc17_skill_node_set_bst_great_bray_shaman_beast	general	false	false				wh2_twa04_bst_great_bray_shaman_beasts
wh2_dlc17_skill_node_set_bst_great_bray_shaman_death	general	false	false				wh2_twa04_bst_great_bray_shaman_death
wh2_dlc17_skill_node_set_bst_great_bray_shaman_shadows	general	false	false				wh2_twa04_bst_great_bray_shaman_shadows
wh2_dlc17_skill_node_set_bst_great_bray_shaman_wild	general	false	false				wh2_twa04_bst_great_bray_shaman_wild
wh2_dlc17_skill_node_set_bst_taurox	general	false	false				wh2_dlc17_bst_taurox
wh2_dlc17_skill_node_set_bst_wargor	spy	false	false				wh2_dlc17_bst_wargor
wh2_dlc17_skill_node_set_dwf_thane_ghost_artifact	champion	false	false				wh2_dlc17_dwf_thane_ghost_artifact
wh2_dlc17_skill_node_set_lzd_oxyotl	general	false	false				wh2_dlc17_lzd_oxyotl
wh2_dlc17_skill_node_set_lzd_skink_oracle	runesmith	false	false				wh2_dlc17_lzd_skink_oracle_troglodon
wh2_dlc_11_skill_node_set_cst_admiral_tech_01	general	false	false				wh2_dlc11_cst_admiral_tech_01
wh2_dlc_11_skill_node_set_cst_admiral_tech_02	general	false	false				wh2_dlc11_cst_admiral_tech_02
wh2_dlc_11_skill_node_set_cst_admiral_tech_03	general	false	false				wh2_dlc11_cst_admiral_tech_03
wh2_dlc_11_skill_node_set_cst_admiral_tech_04	general	false	false				wh2_dlc11_cst_admiral_tech_04
wh2_main_skill_node_set_chs_exalted_hero	champion	false	false				wh_main_chs_exalted_hero
wh2_main_skill_node_set_def_black_ark	general	false	false				wh2_main_def_black_ark
wh2_main_skill_node_set_def_black_ark_blessed_dread	general	false	false				wh2_main_def_black_ark_blessed_dread
wh2_main_skill_node_set_def_death_hag	dignitary	false	false				wh2_main_def_death_hag
wh2_main_skill_node_set_def_dreadlord	general	false	false				wh2_main_def_dreadlord
wh2_main_skill_node_set_def_dreadlord_fem	general	false	false				wh2_main_def_dreadlord_fem
wh2_main_skill_node_set_def_khainite_assassin	spy	false	false				wh2_main_def_khainite_assassin
wh2_main_skill_node_set_def_malekith	general	false	false				wh2_main_def_malekith
wh2_main_skill_node_set_def_morathi	general	false	false				wh2_main_def_morathi
wh2_main_skill_node_set_def_sorceress_dark	wizard	false	false				wh2_main_def_sorceress_dark
wh2_main_skill_node_set_def_sorceress_fire	wizard	false	false				wh2_main_def_sorceress_fire
wh2_main_skill_node_set_def_sorceress_shadow	wizard	false	false				wh2_main_def_sorceress_shadow
wh2_main_skill_node_set_dwf_thane	champion	false	false				wh_main_dwf_thane
wh2_main_skill_node_set_emp_captain	champion	false	false				wh_main_emp_captain
wh2_main_skill_node_set_emp_warrior_priest	dignitary	false	false				wh_main_emp_warrior_priest
wh2_main_skill_node_set_emp_witch_hunter	spy	false	false				wh_main_emp_witch_hunter
wh2_main_skill_node_set_grn_goblin_big_boss	spy	false	false				wh_main_grn_goblin_big_boss
wh2_main_skill_node_set_hef_loremaster_of_hoeth	runesmith	false	false				wh2_main_hef_loremaster_of_hoeth
wh2_main_skill_node_set_hef_mage_high	wizard	false	false				wh2_main_hef_mage_high
wh2_main_skill_node_set_hef_mage_life	wizard	false	false				wh2_main_hef_mage_life
wh2_main_skill_node_set_hef_mage_light	wizard	false	false				wh2_main_hef_mage_light
wh2_main_skill_node_set_hef_noble	champion	false	false				wh2_main_hef_noble
wh2_main_skill_node_set_hef_prince	general	false	false				wh2_main_hef_prince
wh2_main_skill_node_set_hef_prince_alastar	general	false	false				wh2_main_hef_prince_alastar
wh2_main_skill_node_set_hef_princess	general	false	false				wh2_main_hef_princess
wh2_main_skill_node_set_hef_shadow_walker	spy	false	false				wh2_dlc10_hef_shadow_walker
wh2_main_skill_node_set_hef_teclis	general	false	false				wh2_main_hef_teclis
wh2_main_skill_node_set_hef_tyrion	general	false	false				wh2_main_hef_tyrion
wh2_main_skill_node_set_ksl_captain	champion	false	false				
wh2_main_skill_node_set_lzd_kroq_gar	general	false	false				wh2_main_lzd_kroq_gar
wh2_main_skill_node_set_lzd_lord_mazdamundi	general	false	false				wh2_main_lzd_lord_mazdamundi
wh2_main_skill_node_set_lzd_saurus_old_blood	general	false	false				wh2_main_lzd_saurus_old_blood
wh2_main_skill_node_set_lzd_saurus_scar_veteran	champion	false	false				wh2_main_lzd_saurus_scar_veteran
wh2_main_skill_node_set_lzd_skink_chief	spy	false	false				wh2_main_lzd_skink_chief
wh2_main_skill_node_set_lzd_skink_priest_beasts	wizard	false	false				wh2_main_lzd_skink_priest_beasts
wh2_main_skill_node_set_lzd_skink_priest_heavens	wizard	false	false				wh2_main_lzd_skink_priest_heavens
wh2_main_skill_node_set_lzd_slann_mage_priest	general	false	false				wh2_main_lzd_slann_mage_priest
wh2_main_skill_node_set_lzd_slann_mage_priest_beasts	general	false	false				wh2_dlc13_lzd_slann_mage_priest_beasts
wh2_main_skill_node_set_lzd_slann_mage_priest_beasts_horde	general	false	false				wh2_dlc13_lzd_slann_mage_priest_beasts_horde
wh2_main_skill_node_set_lzd_slann_mage_priest_death	general	false	false				wh2_dlc13_lzd_slann_mage_priest_death
wh2_main_skill_node_set_lzd_slann_mage_priest_death_horde	general	false	false				wh2_dlc13_lzd_slann_mage_priest_death_horde
wh2_main_skill_node_set_lzd_slann_mage_priest_fire	general	false	false				wh2_dlc13_lzd_slann_mage_priest_fire
wh2_main_skill_node_set_lzd_slann_mage_priest_heavens	general	false	false				wh2_dlc13_lzd_slann_mage_priest_heavens
wh2_main_skill_node_set_lzd_slann_mage_priest_heavens_horde	general	false	false				wh2_dlc13_lzd_slann_mage_priest_heavens_horde
wh2_main_skill_node_set_lzd_slann_mage_priest_high	general	false	false				wh2_dlc13_lzd_slann_mage_priest_high
wh2_main_skill_node_set_lzd_slann_mage_priest_life	general	false	false				wh2_dlc13_lzd_slann_mage_priest_life
wh2_main_skill_node_set_lzd_slann_mage_priest_metal	general	false	false				wh2_dlc13_lzd_slann_mage_priest_metal
wh2_main_skill_node_set_lzd_slann_mage_priest_metal_horde	general	false	false				wh2_dlc13_lzd_slann_mage_priest_metal_horde
wh2_main_skill_node_set_lzd_slann_mage_priest_shadows	general	false	false				wh2_dlc13_lzd_slann_mage_priest_shadows
wh2_main_skill_node_set_lzd_slann_mage_priest_shadows_horde	general	false	false				wh2_dlc13_lzd_slann_mage_priest_shadows_horde
wh2_main_skill_node_set_skv_assassin	spy	false	false				wh2_main_skv_assassin
wh2_main_skill_node_set_skv_grey_seer_plague	general	false	false				wh2_main_skv_grey_seer_plague
wh2_main_skill_node_set_skv_grey_seer_ruin	general	false	false				wh2_main_skv_grey_seer_ruin
wh2_main_skill_node_set_skv_lord_skrolk	general	false	false				wh2_main_skv_lord_skrolk
wh2_main_skill_node_set_skv_plague_priest	wizard	false	false				wh2_main_skv_plague_priest
wh2_main_skill_node_set_skv_plague_priest_ritual	wizard	false	false				wh2_main_skv_plague_priest_ritual
wh2_main_skill_node_set_skv_queek_headtaker	general	false	false				wh2_main_skv_queek_headtaker
wh2_main_skill_node_set_skv_warlock_engineer	engineer	false	false				wh2_main_skv_warlock_engineer
wh2_main_skill_node_set_skv_warlock_engineer_ritual	engineer	false	false				wh2_main_skv_warlock_engineer_ritual
wh2_main_skill_node_set_skv_warlord	general	false	false				wh2_main_skv_warlord
wh2_main_skill_node_set_teb_captain	champion	false	false				wh_main_teb_captain
wh2_main_skill_node_set_vmp_banshee	spy	false	false				wh_main_vmp_banshee
wh2_main_skill_node_set_vmp_wight_king	champion	false	false				wh_main_vmp_wight_king
wh2_pro07_skill_node_set_emp_amethyst_wizard	wizard	false	false				wh2_pro07_emp_amethyst_wizard
wh2_pro08_skill_node_neu_felix	champion	false	false				wh2_pro08_neu_felix
wh2_pro08_skill_node_neu_gotrek	champion	false	false				wh3_dlc25_neu_gotrek_hero
wh2_pro09_skill_node_set_grn_black_orc_big_boss	champion	false	false				wh2_pro09_grn_black_orc_big_boss
wh2_twa02_skill_node_set_wef_glade_captain	dignitary	false	false				wh2_twa02_wef_glade_captain
wh2_twa03_skill_node_set_def_rakarth	general	false	false				wh2_twa03_def_rakarth
wh3_dlc20_chs_exalted_hero_mkho	champion	false	false				wh3_dlc20_chs_exalted_hero_mkho
wh3_dlc20_chs_exalted_hero_mnur	champion	false	false				wh3_dlc20_chs_exalted_hero_mnur
wh3_dlc20_chs_lord_mkho	general	false	false				wh3_dlc20_chs_lord_mkho
wh3_dlc20_chs_lord_msla	general	false	false				wh3_dlc20_chs_lord_msla
wh3_dlc20_chs_sorcerer_lord_death_mnur	general	false	false				wh3_dlc20_chs_sorcerer_lord_death_mnur
wh3_dlc20_chs_sorcerer_lord_metal_mtze	general	false	false				wh3_dlc20_chs_sorcerer_lord_metal_mtze
wh3_dlc20_chs_sorcerer_lord_nurgle_mnur	general	false	false				wh3_dlc20_chs_sorcerer_lord_nurgle_mnur
wh3_dlc20_chs_sorcerer_lord_tzeentch_mtze	general	false	false				wh3_dlc20_chs_sorcerer_lord_tzeentch_mtze
wh3_dlc20_chs_sorcerer_metal_mtze	wizard	false	false				wh3_dlc20_chs_sorcerer_metal_mtze
wh3_dlc20_chs_sorcerer_shadows_msla	wizard	false	false				wh3_dlc20_chs_sorcerer_shadows_msla
wh3_dlc20_chs_sorcerer_slaanesh_msla	wizard	false	false				wh3_dlc20_chs_sorcerer_slaanesh_msla
wh3_dlc20_chs_sorcerer_tzeentch_mtze	wizard	false	false				wh3_dlc20_chs_sorcerer_tzeentch_mtze
wh3_dlc20_skill_node_set_chs_daemon_prince_khorne	general	false	false				wh3_dlc20_chs_daemon_prince_khorne
wh3_dlc20_skill_node_set_chs_daemon_prince_nurgle	general	false	false				wh3_dlc20_chs_daemon_prince_nurgle
wh3_dlc20_skill_node_set_chs_daemon_prince_slaanesh	general	false	false				wh3_dlc20_chs_daemon_prince_slaanesh
wh3_dlc20_skill_node_set_chs_daemon_prince_tzeentch	general	false	false				wh3_dlc20_chs_daemon_prince_tzeentch
wh3_dlc20_skill_node_set_chs_daemon_prince_undivided	general	false	false				wh3_dlc20_chs_daemon_prince_undivided
wh3_dlc20_skill_node_set_kho_valkia	general	false	false				wh3_dlc20_kho_valkia
wh3_dlc20_skill_node_set_nur_festus	general	false	false				wh3_dlc20_nur_festus
wh3_dlc20_skill_node_set_sla_azazel	general	false	false				wh3_dlc20_sla_azazel
wh3_dlc20_skill_node_set_tze_vilitch	general	false	false				wh3_dlc20_tze_vilitch
wh3_dlc23_skill_node_set_chd_astragoth	general	false	false				wh3_dlc23_chd_astragoth
wh3_dlc23_skill_node_set_chd_bull_centaur_taurruk	champion	false	false				wh3_dlc23_chd_bull_centaur_taurruk
wh3_dlc23_skill_node_set_chd_daemonsmith_sorcerer_death	wizard	false	false				wh3_dlc23_chd_daemonsmith_sorcerer_death
wh3_dlc23_skill_node_set_chd_daemonsmith_sorcerer_fire	wizard	false	false				wh3_dlc23_chd_daemonsmith_sorcerer_fire
wh3_dlc23_skill_node_set_chd_daemonsmith_sorcerer_hashut	wizard	false	false				wh3_dlc23_chd_daemonsmith_sorcerer_hashut
wh3_dlc23_skill_node_set_chd_daemonsmith_sorcerer_metal	wizard	false	false				wh3_dlc23_chd_daemonsmith_sorcerer_metal
wh3_dlc23_skill_node_set_chd_drazhoath	general	false	false				wh3_dlc23_chd_drazhoath
wh3_dlc23_skill_node_set_chd_gorduz_backstabber	spy	false	false				wh3_dlc23_chd_gorduz_backstabber
wh3_dlc23_skill_node_set_chd_infernal_castellan	engineer	false	false				wh3_dlc23_chd_infernal_castellan
wh3_dlc23_skill_node_set_chd_lord_convoy_overseer	general	false	false				wh3_dlc23_chd_lord_convoy_overseer
wh3_dlc23_skill_node_set_chd_overseer	general	false	false				wh3_dlc23_chd_overseer
wh3_dlc23_skill_node_set_chd_sorcerer_prophet_death	general	false	false				wh3_dlc23_chd_sorcerer_prophet_death
wh3_dlc23_skill_node_set_chd_sorcerer_prophet_fire	general	false	false				wh3_dlc23_chd_sorcerer_prophet_fire
wh3_dlc23_skill_node_set_chd_sorcerer_prophet_hashut	general	false	false				wh3_dlc23_chd_sorcerer_prophet_hashut
wh3_dlc23_skill_node_set_chd_sorcerer_prophet_metal	general	false	false				wh3_dlc23_chd_sorcerer_prophet_metal
wh3_dlc23_skill_node_set_chd_zhatan	general	false	false				wh3_dlc23_chd_zhatan
wh3_dlc23_skill_node_set_ksl_ulrika	wizard	false	false				wh3_dlc23_neu_ulrika
wh3_dlc24_skill_node_set_chs_exalted_hero_mtze	champion	false	false				wh3_dlc24_chs_exalted_hero_mtze
wh3_dlc24_skill_node_set_chs_lord_mtze	general	false	false				wh3_dlc24_chs_lord_mtze
wh3_dlc24_skill_node_set_cth_celestial_general_yang	general	false	false				wh3_dlc24_cth_celestial_general_yang
wh3_dlc24_skill_node_set_cth_celestial_general_yin	general	false	false				wh3_dlc24_cth_celestial_general_yin
wh3_dlc24_skill_node_set_cth_gate_master	champion	false	false				wh3_dlc24_cth_gate_master
wh3_dlc24_skill_node_set_cth_saytang_the_watcher	champion	false	false				wh3_dlc24_cth_saytang_the_watcher
wh3_dlc24_skill_node_set_cth_yuan_bo	general	false	false				wh3_dlc24_cth_yuan_bo
wh3_dlc24_skill_node_set_ksl_druzhina	general	false	false				wh3_dlc24_ksl_druzhina
wh3_dlc24_skill_node_set_ksl_hag_witch_beasts	runesmith	false	false				wh3_dlc24_ksl_hag_witch_beasts
wh3_dlc24_skill_node_set_ksl_hag_witch_death	runesmith	false	false				wh3_dlc24_ksl_hag_witch_death
wh3_dlc24_skill_node_set_ksl_hag_witch_hag	runesmith	false	false				wh3_dlc24_ksl_hag_witch_hag
wh3_dlc24_skill_node_set_ksl_hag_witch_shadows	runesmith	false	false				wh3_dlc24_ksl_hag_witch_shadows
wh3_dlc24_skill_node_set_ksl_mother_ostankya	general	false	false				wh3_dlc24_ksl_mother_ostankya
wh3_dlc24_skill_node_set_ksl_the_golden_knight	dignitary	false	false				wh3_dlc24_ksl_the_golden_knight
