hint	key
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_god_blessing_0
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_god_blessing_1
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_god_blessing_2
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_god_blessing_3
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_khalida_unique_0
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_khalida_unique_1
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_khalida_unique_2
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_khalida_unique_3
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_khalida_unique_4
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_khalida_unique_5
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_khatep_arcane_knowledge
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_khatep_mortuary_cult_scholar
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_khatep_soul_binding
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_khatep_unique_0
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_khatep_unique_2
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_khatep_unique_3
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_khatep_unique_5
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_khatep_witness_to_the_golden_age
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_liche_priest_cultist_of_mortuary
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_liche_priest_incantation_of_preservation
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_liche_priest_keeper_of_lore
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_lord_army_base
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_lord_rally
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_lord_rally_upgraded
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_necrotect_ability_0
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_necrotect_ability_1
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_necrotect_ability_2
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_necrotect_inscription_of_repair
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_necrotect_jackal_specialised
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_necrotect_master_constructor
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_necrotect_scorpions_specialised
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_necrotect_serpentine_specialised
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_0_djafs_incantation_of_cursed_blades
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_0_djafs_incantation_of_cursed_blades_lord
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_1_passive
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_2_nerus_incantation_of_protection
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_2_nerus_incantation_of_protection_lord
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_3_ptras_incantation_of_righteous_smiting
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_3_ptras_incantation_of_righteous_smiting_lord
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_4_usirians_incantation_of_vengeance
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_4_usirians_incantation_of_vengeance_lord
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_7_sakhmets_incantation_of_the_skullstorm
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_7_sakhmets_incantation_of_the_skullstorm_lord
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_personal_10
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_personal_10_arkhan
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_personal_5
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_personal_base
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_personal_conqueror
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_self_defense
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_settra_unique_0
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_settra_unique_1
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_settra_unique_2
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_settra_unique_3
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_settra_unique_4
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_settra_unique_5
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_tomb_king_ancient_tyrant
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_tomb_king_ceremonial_bandages
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_tomb_king_embalmed_in_elixir
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_tomb_king_returned_in_madness
USEFUL_ALWAYS	wh2_dlc10_skill_def_crone_unique_blood_queen
USEFUL_ALWAYS	wh2_dlc10_skill_def_crone_unique_daughters_of_despair
USEFUL_ALWAYS	wh2_dlc10_skill_def_crone_unique_first_bride_of_khaine
USEFUL_ALWAYS	wh2_dlc10_skill_def_crone_unique_greater_ward_of_khaine
USEFUL_ALWAYS	wh2_dlc10_skill_def_crone_unique_rapturous_murder
USEFUL_ALWAYS	wh2_dlc10_skill_def_crone_unique_second_cauldron
USEFUL_ALWAYS	wh2_dlc10_skill_def_crone_unique_secrets_of_the_cauldron
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_fire_and_blood_1
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_fire_and_blood_2
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_fire_and_blood_3
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_fire_and_blood_4
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_tradition_1
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_tradition_4
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_unique_chaos_bane
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_unique_ishas_blessing
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_unique_touch_of_the_everqueen
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_unique_ward_of_isha
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alith_anar_unique_infiltrator
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alith_anar_unique_no_rest_for_wicked
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alith_anar_unique_renegade
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alith_anar_unique_revenant
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alith_anar_unique_ruthless
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alith_anar_unique_spectre
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alith_anar_unique_sworn_to_vengeange
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alith_anar_unique_the_shadow_king
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_diplomat_0
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_diplomat_1
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_diplomat_2
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_diplomat_3
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_favoured_of_isha
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_lieutenant_0
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_lieutenant_1
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_lieutenant_2
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_lieutenant_3
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_protector_0
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_protector_1
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_protector_2
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_protector_3
USEFUL_ALWAYS	wh2_dlc10_skill_hef_magic_alarielle_banishment
USELESS_ALWAYS	wh2_dlc11_skill_all_hero_hinder_settlement_establish_pirate_cove
USEFUL_ALWAYS	wh2_dlc11_skill_all_lord_self_deadly_blade
USEFUL_ALWAYS	wh2_dlc11_skill_all_lord_self_full_plate_armour
USEFUL_ALWAYS	wh2_dlc11_skill_all_lord_self_hard_to_hit
USEFUL_ALWAYS	wh2_dlc11_skill_all_lord_self_scarred_veteran
USELESS_ALWAYS	wh2_dlc11_skill_all_lord_self_self_indomitable
USEFUL_ALWAYS	wh2_dlc11_skill_all_lord_self_tenacity
USEFUL_ALWAYS	wh2_dlc11_skill_all_lord_self_wound-maker
USEFUL_ALWAYS	wh2_dlc11_skill_all_magic_deep_01_spiteful_shot
USEFUL_ALWAYS	wh2_dlc11_skill_all_magic_deep_03_lore_attribute
USEFUL_ALWAYS	wh2_dlc11_skill_all_magic_deep_04_denizens_of_the_deep
USEFUL_ALWAYS	wh2_dlc11_skill_all_magic_deep_04_denizens_of_the_deep_lord
USEFUL_ALWAYS	wh2_dlc11_skill_all_magic_deep_09_krakens_pull
USEFUL_ALWAYS	wh2_dlc11_skill_all_magic_deep_09_krakens_pull_lord
USEFUL_ALWAYS	wh2_dlc11_skill_all_magic_deep_10_ghost_ship
USEFUL_ALWAYS	wh2_dlc11_skill_all_magic_deep_10_ghost_ship_lord
USEFUL_ALWAYS	wh2_dlc11_skill_all_magic_deep_dummy_spiteful_shot
USEFUL_ALWAYS	wh2_dlc11_skill_bst_lord_unnatural_thirst
USELESS_ALWAYS	wh2_dlc11_skill_chs_army_buff_doomfire
USELESS_ALWAYS	wh2_dlc11_skill_chs_army_buff_hammer_to_the_anvil
USELESS_ALWAYS	wh2_dlc11_skill_chs_army_buff_monstrous_strength
USEFUL_ALWAYS	wh2_dlc11_skill_cst_aranessa_unique_0
USEFUL_ALWAYS	wh2_dlc11_skill_cst_aranessa_unique_1
USEFUL_ALWAYS	wh2_dlc11_skill_cst_aranessa_unique_2
USEFUL_ALWAYS	wh2_dlc11_skill_cst_aranessa_unique_3
USEFUL_ALWAYS	wh2_dlc11_skill_cst_aranessa_unique_4
USEFUL_ALWAYS	wh2_dlc11_skill_cst_aranessa_unique_5
USEFUL_ALWAYS	wh2_dlc11_skill_cst_army_12_all_hands_hoay
USEFUL_ALWAYS	wh2_dlc11_skill_cst_army_7_avast_ye
USEFUL_ALWAYS	wh2_dlc11_skill_cst_campaign_10_jolly_roger
USEFUL_ALWAYS	wh2_dlc11_skill_cst_campaign_5_go_on_account
USEFUL_ALWAYS	wh2_dlc11_skill_cst_cylostra_unique_0
USEFUL_ALWAYS	wh2_dlc11_skill_cst_cylostra_unique_1
USEFUL_ALWAYS	wh2_dlc11_skill_cst_cylostra_unique_2
USEFUL_ALWAYS	wh2_dlc11_skill_cst_cylostra_unique_3
USEFUL_ALWAYS	wh2_dlc11_skill_cst_cylostra_unique_4
USEFUL_ALWAYS	wh2_dlc11_skill_cst_cylostra_unique_5
USEFUL_ALWAYS	wh2_dlc11_skill_cst_cylostra_unique_6
USEFUL_ALWAYS	wh2_dlc11_skill_cst_cylostra_unique_7
USEFUL_ALWAYS	wh2_dlc11_skill_cst_cylostra_unique_8
USEFUL_ALWAYS	wh2_dlc11_skill_cst_cylostra_unique_9
USEFUL_ALWAYS	wh2_dlc11_skill_cst_gunnery_wight_5_pyromaniac
USEFUL_ALWAYS	wh2_dlc11_skill_cst_gunnery_wight_support_0_cackle_fruit
USEFUL_ALWAYS	wh2_dlc11_skill_cst_gunnery_wight_support_1
USEFUL_ALWAYS	wh2_dlc11_skill_cst_gunnery_wight_support_2
USEFUL_ALWAYS	wh2_dlc11_skill_cst_gunnery_wight_support_3
USEFUL_ALWAYS	wh2_dlc11_skill_cst_gunnery_wight_support_4
USEFUL_ALWAYS	wh2_dlc11_skill_cst_gunnery_wight_support_5_utility_belt
USEFUL_ALWAYS	wh2_dlc11_skill_cst_lokhir_unique_0
USEFUL_ALWAYS	wh2_dlc11_skill_cst_lokhir_unique_1
USEFUL_ALWAYS	wh2_dlc11_skill_cst_lokhir_unique_2
USEFUL_ALWAYS	wh2_dlc11_skill_cst_lokhir_unique_3
USEFUL_ALWAYS	wh2_dlc11_skill_cst_lokhir_unique_4
USEFUL_ALWAYS	wh2_dlc11_skill_cst_lokhir_unique_5
USEFUL_ALWAYS	wh2_dlc11_skill_cst_loyal_lord
USEFUL_ALWAYS	wh2_dlc11_skill_cst_luthor_unique_0
USEFUL_ALWAYS	wh2_dlc11_skill_cst_luthor_unique_1
USEFUL_ALWAYS	wh2_dlc11_skill_cst_luthor_unique_2
USEFUL_ALWAYS	wh2_dlc11_skill_cst_luthor_unique_3
USEFUL_ALWAYS	wh2_dlc11_skill_cst_luthor_unique_4
USEFUL_ALWAYS	wh2_dlc11_skill_cst_luthor_unique_5
USEFUL_ALWAYS	wh2_dlc11_skill_cst_misc_1
USEFUL_ALWAYS	wh2_dlc11_skill_cst_misc_2
USEFUL_ALWAYS	wh2_dlc11_skill_cst_mourngul_haunter_unique_0
USEFUL_ALWAYS	wh2_dlc11_skill_cst_mourngul_haunter_unique_1
USEFUL_ALWAYS	wh2_dlc11_skill_cst_mourngul_haunter_unique_2
USEFUL_ALWAYS	wh2_dlc11_skill_cst_mourngul_haunter_unique_3
USEFUL_ALWAYS	wh2_dlc11_skill_cst_noctilus_unique_0
USEFUL_ALWAYS	wh2_dlc11_skill_cst_noctilus_unique_1
USEFUL_ALWAYS	wh2_dlc11_skill_cst_noctilus_unique_2
USEFUL_ALWAYS	wh2_dlc11_skill_cst_noctilus_unique_3
USEFUL_ALWAYS	wh2_dlc11_skill_cst_noctilus_unique_4
USEFUL_ALWAYS	wh2_dlc11_skill_cst_noctilus_unique_5
USEFUL_ALWAYS	wh2_dlc11_skill_cst_personal_0_monkey_jacket
USEFUL_ALWAYS	wh2_dlc11_skill_cst_personal_10_hornswaggle
USEFUL_ALWAYS	wh2_dlc11_skill_cst_personal_5_taunt
USELESS_ALWAYS	wh2_dlc11_skill_cst_personal_vamperic_leap
USEFUL_ALWAYS	wh2_dlc11_skill_cst_poacher_aranessa
USEFUL_ALWAYS	wh2_dlc11_skill_cst_ranged_0
USEFUL_ALWAYS	wh2_dlc11_skill_cst_ranged_5_pyromaniac
USEFUL_ALWAYS	wh2_dlc11_skill_cst_smuggler_aranessa
USEFUL_ALWAYS	wh2_dlc11_skill_dwf_army_buff_axe_lord
USEFUL_ALWAYS	wh2_dlc11_skill_emp_army_buff_honest_steel
USELESS_ALWAYS	wh2_dlc11_skill_emp_army_buff_mighty_forge
USELESS_ALWAYS	wh2_dlc11_skill_emp_army_buff_speed_of_horse
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_lahmian_magic_curse_of_undeath
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_lahmian_magic_invocation_of_nehek
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_lahmian_magic_penumbral_pendulum
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_lahmian_magic_wind_of_death
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_lahmian_self_lightning_reflexes
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_lahmian_self_transfix
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_lahmian_unique_deathly_vigour
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_lahmian_unique_innocence_lost
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_lahmian_unique_queen_bee
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_lahmian_unique_seduction
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_necrarch_magic_curse_of_undeath
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_necrarch_magic_greater_arcane_conduit
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_necrarch_magic_invocation_of_nehek
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_necrarch_magic_purple_sun
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_necrarch_magic_spirit_leech
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_necrarch_self_dark_protection
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_necrarch_unique_cynosure
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_necrarch_unique_life_leeching
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_necrarch_unique_nehekharas_noble_blood
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_necrarch_unique_wild_heart
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_von_carstein_magic_curse_of_undeath
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_von_carstein_magic_flock_of_doom
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_von_carstein_magic_invocation_of_nehek
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_von_carstein_magic_wind_of_death
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_von_carstein_unique_storm_of_the_night
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_isabella_unique_3
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_isabella_unique_4
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_isabella_unique_5
USEFUL_ALWAYS	wh2_dlc11_skill_wef_lord_self_endurance_of_the_oak
USEFUL_ALWAYS	wh2_dlc11_skill_wef_lord_self_piercing_shots
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_lord_kroak_eternity_guardians
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_lord_kroak_first_spawn
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_lord_kroak_greater_ward_of_the_old_ones
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_magic_kroak_deliverance_of_itza_1
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_magic_kroak_deliverance_of_itza_2
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_magic_kroak_deliverance_of_itza_3
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_red_crested_skink_chief_warriors_crest
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_tehenhauin_0
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_tehenhauin_1
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_tehenhauin_2
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_tehenhauin_3
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_tehenhauin_4
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_tehenhauin_6
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_tehenhauin_7
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_tiktaqto_unique_aerial_superiority
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_tiktaqto_unique_aeries_finest
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_tiktaqto_unique_drop_sphere_of_tepok
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_tiktaqto_unique_drop_sphere_of_tepok_upgraded
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_tiktaqto_unique_fearless_leader
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_tiktaqto_unique_master_of_skies
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_tiktaqto_unique_precision_strike
USEFUL_ALWAYS	wh2_dlc12_skill_lzd_tiktaqto_unique_skink_commander
USEFUL_ALWAYS	wh2_dlc12_skill_skv_engineer_unique_0
USEFUL_ALWAYS	wh2_dlc12_skill_skv_engineer_unique_1
USEFUL_ALWAYS	wh2_dlc12_skill_skv_ikit_personal_0
USEFUL_ALWAYS	wh2_dlc12_skill_skv_ikit_personal_1
USEFUL_ALWAYS	wh2_dlc12_skill_skv_ikit_personal_2
USEFUL_ALWAYS	wh2_dlc12_skill_skv_ikit_personal_3
USEFUL_ALWAYS	wh2_dlc12_skill_skv_ikit_personal_4
USEFUL_ALWAYS	wh2_dlc12_skill_skv_ikit_unique_0
USEFUL_ALWAYS	wh2_dlc12_skill_skv_ikit_unique_1
USEFUL_ALWAYS	wh2_dlc12_skill_skv_ikit_unique_2
USEFUL_ALWAYS	wh2_dlc12_skill_skv_ikit_unique_3
USEFUL_ALWAYS	wh2_dlc12_skill_skv_ikit_unique_4
USEFUL_ALWAYS	wh2_dlc12_skill_skv_ikit_unique_5
USEFUL_ALWAYS	wh2_dlc12_skill_skv_ikit_unique_unlimited_power
USEFUL_ALWAYS	wh2_dlc12_skill_warlock_master_brass_orb
USEFUL_ALWAYS	wh2_dlc13_skill_emp_hunts_marshal_personal_10
USEFUL_ALWAYS	wh2_dlc13_skill_emp_hunts_marshal_personal_5
USEFUL_ALWAYS	wh2_dlc13_skill_emp_hunts_marshal_ranged_0
USEFUL_ALWAYS	wh2_dlc13_skill_emp_hunts_marshal_ranged_1
USEFUL_ALWAYS	wh2_dlc13_skill_emp_hunts_marshal_ranged_2
USEFUL_ALWAYS	wh2_dlc13_skill_emp_hunts_marshal_ranged_3
USEFUL_ALWAYS	wh2_dlc13_skill_emp_hunts_marshal_ranged_4
USEFUL_ALWAYS	wh2_dlc13_skill_emp_hunts_marshal_ranged_5
USEFUL_ALWAYS	wh2_dlc13_skill_emp_hunts_marshal_unique_2
USEFUL_ALWAYS	wh2_dlc13_skill_emp_wulfhart_personal_10
USEFUL_ALWAYS	wh2_dlc13_skill_emp_wulfhart_personal_5
USEFUL_ALWAYS	wh2_dlc13_skill_emp_wulfhart_ranged_0
USEFUL_ALWAYS	wh2_dlc13_skill_emp_wulfhart_ranged_5
USEFUL_ALWAYS	wh2_dlc13_skill_emp_wulfhart_unique_0
USEFUL_ALWAYS	wh2_dlc13_skill_emp_wulfhart_unique_1
USEFUL_ALWAYS	wh2_dlc13_skill_emp_wulfhart_unique_2
USEFUL_ALWAYS	wh2_dlc13_skill_emp_wulfhart_unique_3
USEFUL_ALWAYS	wh2_dlc13_skill_emp_wulfhart_unique_4
USEFUL_ALWAYS	wh2_dlc13_skill_emp_wulfhart_unique_5
USEFUL_ALWAYS	wh2_dlc13_skill_emp_wulfhart_unique_6
USEFUL_ALWAYS	wh2_dlc13_skill_lzd_ancient_kroxigor_misc_2
USEFUL_ALWAYS	wh2_dlc13_skill_lzd_ancient_kroxigor_personal_10
USEFUL_ALWAYS	wh2_dlc13_skill_lzd_ancient_kroxigor_personal_5
USEFUL_ALWAYS	wh2_dlc13_skill_lzd_ancient_kroxigor_unique_0
USEFUL_ALWAYS	wh2_dlc13_skill_lzd_ancient_kroxigor_unique_1
USEFUL_ALWAYS	wh2_dlc13_skill_lzd_ancient_kroxigor_unique_2
USEFUL_ALWAYS	wh2_dlc13_skill_lzd_gor_rok_unique_0
USEFUL_ALWAYS	wh2_dlc13_skill_lzd_gor_rok_unique_1
USEFUL_ALWAYS	wh2_dlc13_skill_lzd_gor_rok_unique_2
USEFUL_ALWAYS	wh2_dlc13_skill_lzd_gor_rok_unique_3
USEFUL_ALWAYS	wh2_dlc13_skill_lzd_gor_rok_unique_4
USEFUL_ALWAYS	wh2_dlc13_skill_lzd_gor_rok_unique_5
USEFUL_ALWAYS	wh2_dlc13_skill_lzd_nakai_unique_0
USEFUL_ALWAYS	wh2_dlc13_skill_lzd_nakai_unique_1
USEFUL_ALWAYS	wh2_dlc13_skill_lzd_nakai_unique_2
USEFUL_ALWAYS	wh2_dlc13_skill_lzd_nakai_unique_3
USEFUL_ALWAYS	wh2_dlc13_skill_lzd_nakai_unique_4
USEFUL_ALWAYS	wh2_dlc13_skill_lzd_nakai_unique_5
USEFUL_ALWAYS	wh2_dlc14_skill_all_magic_stealth_01_warp_stars
USEFUL_ALWAYS	wh2_dlc14_skill_all_magic_stealth_02_toxic_rain_lore_attribute
USEFUL_ALWAYS	wh2_dlc14_skill_all_magic_stealth_07_black_whirlwind
USEFUL_ALWAYS	wh2_dlc14_skill_brt_henri_le_massif_bannermen
USEFUL_ALWAYS	wh2_dlc14_skill_brt_henri_le_massif_chain_mail
USEFUL_ALWAYS	wh2_dlc14_skill_brt_henri_le_massif_slayer_of_beasts
USEFUL_ALWAYS	wh2_dlc14_skill_brt_repanse_banish_the_scourge
USEFUL_ALWAYS	wh2_dlc14_skill_brt_repanse_banner_of_lyonesse
USEFUL_ALWAYS	wh2_dlc14_skill_brt_repanse_couragous
USEFUL_ALWAYS	wh2_dlc14_skill_brt_repanse_eternal_errantry_war
USEFUL_ALWAYS	wh2_dlc14_skill_brt_repanse_honorable_and_pure
USEFUL_ALWAYS	wh2_dlc14_skill_brt_repanse_rebuild_the_ruins
