key	parent_set
wh3_main_secondary_addon_landmark_gaean_vale	
wh3_main_secondary_addon_landmark_galbaraz	
wh3_main_secondary_addon_landmark_galleons_graveyard	
wh3_main_secondary_addon_landmark_ghrond	
wh3_main_secondary_addon_landmark_golden_tower_of_the_gods	
wh3_main_secondary_addon_landmark_grave_of_dragons	
wh3_main_secondary_addon_landmark_great_hall_of_greasus	
wh3_main_secondary_addon_landmark_grom_peak	
wh3_main_secondary_addon_landmark_gryphon_wood	
wh3_main_secondary_addon_landmark_hag_graef	
wh3_main_secondary_addon_landmark_har_ganeth	
wh3_main_secondary_addon_landmark_hellpit	
wh3_main_secondary_addon_landmark_hexoatl	
wh3_main_secondary_addon_landmark_iron_rock	
wh3_main_secondary_addon_landmark_ironbrows_workshop	
wh3_main_secondary_addon_landmark_itza	
wh3_main_secondary_addon_landmark_jungles_of_chian	
wh3_main_secondary_addon_landmark_ka_sabar	
wh3_main_secondary_addon_landmark_karag_dromar	
wh3_main_secondary_addon_landmark_karak_azorn	
wh3_main_secondary_addon_landmark_karak_izor	
wh3_main_secondary_addon_landmark_karak_kadrin	
wh3_main_secondary_addon_landmark_karak_zorn	
wh3_main_secondary_addon_landmark_karaz_a_karak	
wh3_main_secondary_addon_landmark_karond_kar	
wh3_main_secondary_addon_landmark_khemri	
wh3_main_secondary_addon_landmark_kislev	
wh3_main_secondary_addon_landmark_kraka_drak	
wh3_main_secondary_addon_landmark_lair_of_the_troll_king	
wh3_main_secondary_addon_landmark_laurelorn_forest	
wh3_main_secondary_addon_landmark_li_temple	
wh3_main_secondary_addon_landmark_lost_underway_junction	
wh3_main_secondary_addon_landmark_lothern	
wh3_main_secondary_addon_landmark_luccini	
wh3_main_secondary_addon_landmark_magritta	
wh3_main_secondary_addon_landmark_marienburg	
wh3_main_secondary_addon_landmark_massif_orcal	
wh3_main_secondary_addon_landmark_middenheim	
wh3_main_secondary_addon_landmark_miragliano	
wh3_main_secondary_addon_landmark_moot	
wh3_main_secondary_addon_landmark_mordheim	
wh3_main_secondary_addon_landmark_morgheim	
wh3_main_secondary_addon_landmark_mors_hq	
wh3_main_secondary_addon_landmark_mount_arachnos	
wh3_main_secondary_addon_landmark_mount_gunbad	
wh3_main_secondary_addon_landmark_mousillon	
wh3_main_secondary_addon_landmark_nagashizar	
wh3_main_secondary_addon_landmark_naggarond	
wh3_main_secondary_addon_landmark_nagronath	
wh3_main_secondary_addon_landmark_nan_gau	
wh3_main_secondary_addon_landmark_nuln	
wh3_main_secondary_addon_landmark_numas	
wh3_main_secondary_addon_landmark_ogham_stones	
wh3_main_secondary_addon_landmark_oreons_camp	
wh3_main_secondary_addon_landmark_oyxl	
wh3_main_secondary_addon_landmark_palace_of_princes	
wh3_main_secondary_addon_landmark_parravon	
wh3_main_secondary_addon_landmark_pfeildorf	
wh3_main_secondary_addon_landmark_pigbarter	
wh3_main_secondary_addon_landmark_praag	
wh3_main_secondary_addon_landmark_pyramid_of_nagash	
wh3_main_secondary_addon_landmark_quatar	
wh3_main_secondary_addon_landmark_quetza	
wh3_main_secondary_addon_landmark_quintex	
wh3_main_secondary_addon_landmark_red_fortress	
wh3_main_secondary_addon_landmark_sabre_mountain	
wh3_main_secondary_addon_landmark_sacred_pools	
wh3_main_secondary_addon_landmark_sartosa	
wh3_main_secondary_addon_landmark_shang_yang	
wh3_main_secondary_addon_landmark_shrine_of_asuryan	
wh3_main_secondary_addon_landmark_shrine_of_khaine	
wh3_main_secondary_addon_landmark_shrine_of_sotek	
wh3_main_secondary_addon_landmark_skavenblight	
wh3_main_secondary_addon_landmark_skeggi	
wh3_main_secondary_addon_landmark_skrag_gorgers	
wh3_main_secondary_addon_landmark_standing_stones	
wh3_main_secondary_addon_landmark_talabheim	
wh3_main_secondary_addon_landmark_the_awakening	
wh3_main_secondary_addon_landmark_the_challenge_stone	
wh3_main_secondary_addon_landmark_the_crystal_spires	
wh3_main_secondary_addon_landmark_the_haunted_forest	
wh3_main_secondary_addon_landmark_the_sky_monolith	
wh3_main_secondary_addon_landmark_the_twisted_towers	
wh3_main_secondary_addon_landmark_the_witchwood	
wh3_main_secondary_addon_landmark_the_writhing_fortress	
wh3_main_secondary_addon_landmark_threllock	
wh3_main_secondary_addon_landmark_tlaxtlan	
wh3_main_secondary_addon_landmark_tobaro	
wh3_main_secondary_addon_landmark_tor_achare	
wh3_main_secondary_addon_landmark_tor_anlec	
wh3_main_secondary_addon_landmark_tor_anroc	
wh3_main_secondary_addon_landmark_tor_elyr	
wh3_main_secondary_addon_landmark_tor_koruali	
wh3_main_secondary_addon_landmark_tor_yvresse	
wh3_main_secondary_addon_landmark_tower_of_hoeth	
wh3_main_secondary_addon_landmark_ubersreik	
wh3_main_secondary_addon_landmark_vauls_anvil_def	
wh3_main_secondary_addon_landmark_vauls_anvil_hef	
wh3_main_secondary_addon_landmark_vauls_anvil_wef	
wh3_main_secondary_addon_landmark_waterfall_palace	
wh3_main_secondary_addon_landmark_wei_jin	
wh3_main_secondary_addon_landmark_weng_chang_jade_blood_temple	
wh3_main_secondary_addon_landmark_xing_po_observatory	
wh3_main_secondary_addon_landmark_xlanhuapec_temple_of_mists	
wh3_main_secondary_addon_landmark_yn_edryl_korian	
wh3_main_secondary_addon_landmark_zandri	
wh3_main_secondary_addon_landmark_ziggurat_of_dawn_beacon	
wh3_main_secondary_addon_res_carved_obsidian	
wh3_main_secondary_addon_res_dwarf_beer	
wh3_main_secondary_addon_res_dyes	
wh3_main_secondary_addon_res_exotic_animals	
wh3_main_secondary_addon_res_furs	
wh3_main_secondary_addon_res_gemstones	
wh3_main_secondary_addon_res_gold	
wh3_main_secondary_addon_res_iron	
wh3_main_secondary_addon_res_ivory	
wh3_main_secondary_addon_res_marble	
wh3_main_secondary_addon_res_medicinal_plants	
wh3_main_secondary_addon_res_pastures	
wh3_main_secondary_addon_res_pottery	
wh3_main_secondary_addon_res_salt	
wh3_main_secondary_addon_res_savage_orcs	
wh3_main_secondary_addon_res_spices	
wh3_main_secondary_addon_res_timber	
wh3_main_secondary_addon_res_wine	
wh3_main_secondary_core_generic_horde	
wh3_main_secondary_core_generic_major	wh3_main_secondary_core_generic_minor
wh3_main_secondary_core_generic_major_defence	
wh3_main_secondary_core_generic_major_variant_ksl_city	wh3_main_secondary_core_generic_major
wh3_main_secondary_core_generic_major_variant_wef_forest	wh3_main_secondary_core_generic_major
wh3_main_secondary_core_generic_minimal	
wh3_main_secondary_core_generic_minor	wh3_main_secondary_core_generic_minimal
wh3_main_secondary_core_special_horde_nakai	
wh3_main_secondary_core_special_ksl_prologue	
wh3_main_secondary_core_special_oak_of_ages	
wh3_main_sla_cult	
wh3_main_sla_cult_magus	
wh3_main_tze_cult	
wh3_main_tze_cult_magus	
wh3_prologue_advanced_buildings	
