key	incident	is_positive	weight	target_culture	source_culture
1088067834	wh2_main_incident_intrigue_any_positive_3b	true	3.0000	wh_dlc05_wef_wood_elves	wh2_main_hef_high_elves
1094994254	wh2_main_incident_intrigue_any_negative_2b	false	6.0000	wh3_main_nur_nurgle	wh2_main_hef_high_elves
1099410657	wh2_main_incident_intrigue_any_positive_2a	true	6.0000	wh2_dlc09_tmb_tomb_kings	wh2_main_hef_high_elves
1103513689	wh3_dlc25_incident_machinations_any_positive_3a	true	5.0000	wh3_main_cth_cathay	wh_main_emp_empire
1107111615	wh2_main_incident_intrigue_any_negative_1c	false	5.0000	wh2_main_skv_skaven	wh2_main_hef_high_elves
1125955252	wh3_dlc25_incident_machinations_any_positive_2a	true	5.0000	wh_main_dwf_dwarfs	wh_main_emp_empire
1128464135	wh3_dlc25_incident_machinations_hef_negative_1c	false	10.0000	wh2_main_hef_high_elves	wh_main_emp_empire
1134415562	wh2_main_incident_intrigue_any_negative_2b	false	6.0000	wh_main_grn_greenskins	wh2_main_hef_high_elves
1137404312	wh2_main_incident_intrigue_hef_positive_2a	true	17.0000	wh2_main_hef_high_elves	wh2_main_hef_high_elves
1143936349	wh2_main_incident_intrigue_any_positive_3a	true	3.0000	wh3_main_dae_daemons	wh2_main_hef_high_elves
1147726981	wh2_main_incident_intrigue_lzd_negative_2a	false	15.0000	wh2_main_lzd_lizardmen	wh2_main_hef_high_elves
1150283810	wh2_main_incident_intrigue_any_negative_1a	false	5.0000	wh2_main_skv_skaven	wh2_main_hef_high_elves
1150834235	wh2_main_incident_intrigue_any_negative_3a	false	3.0000	wh_main_chs_chaos	wh2_main_hef_high_elves
1151650571	wh2_main_incident_intrigue_any_positive_1b	true	5.0000	wh_main_brt_bretonnia	wh2_main_hef_high_elves
1152703995	wh2_main_incident_intrigue_any_positive_1c	true	5.0000	wh3_main_pro_ksl_kislev	wh2_main_hef_high_elves
1157061617	wh2_main_incident_intrigue_any_negative_3a	false	3.0000	wh3_main_tze_tzeentch	wh2_main_hef_high_elves
1157321093	wh2_main_incident_intrigue_any_positive_2a	true	6.0000	wh_main_emp_empire	wh2_main_hef_high_elves
1158191131	wh3_dlc25_incident_machinations_emp_positive_2	true	10.0000	wh_main_emp_empire	wh_main_emp_empire
115824747	wh2_main_incident_intrigue_any_negative_2b	false	6.0000	wh_dlc03_bst_beastmen	wh2_main_hef_high_elves
1158451339	wh2_main_incident_intrigue_any_negative_2a	false	6.0000	wh2_dlc11_cst_vampire_coast	wh2_main_hef_high_elves
1163309853	wh2_main_incident_intrigue_any_positive_3a	true	3.0000	wh3_main_sla_slaanesh	wh2_main_hef_high_elves
1166350003	wh2_main_incident_intrigue_skv_negative_1a	false	10.0000	wh2_main_skv_skaven	wh2_main_hef_high_elves
1166381021	wh2_main_incident_intrigue_any_positive_1c	true	5.0000	wh3_main_kho_khorne	wh2_main_hef_high_elves
1167749910	wh2_main_incident_intrigue_any_negative_1d	false	5.0000	wh_main_brt_bretonnia	wh2_main_hef_high_elves
1180741714	wh2_main_incident_intrigue_any_positive_3a	true	3.0000	wh_main_brt_bretonnia	wh2_main_hef_high_elves
1198797451	wh2_main_incident_intrigue_any_negative_2a	false	6.0000	wh2_main_lzd_lizardmen	wh2_main_hef_high_elves
1200793020	wh2_main_incident_intrigue_any_negative_1c	false	5.0000	wh_main_dwf_dwarfs	wh2_main_hef_high_elves
1203590653	wh2_main_incident_intrigue_any_positive_3b	true	3.0000	wh_main_emp_empire	wh2_main_hef_high_elves
1208828892	wh2_main_incident_intrigue_any_positive_1c	true	5.0000	wh2_dlc11_cst_vampire_coast	wh2_main_hef_high_elves
1211401725	wh2_main_incident_intrigue_any_positive_2b	true	6.0000	wh_dlc08_nor_norsca	wh2_main_hef_high_elves
1212024361	wh2_main_incident_intrigue_any_positive_3a	true	3.0000	wh3_main_ogr_ogre_kingdoms	wh2_main_hef_high_elves
1220857162	wh2_main_incident_intrigue_any_negative_1d	false	5.0000	wh_main_grn_greenskins	wh2_main_hef_high_elves
1228442101	wh2_main_incident_intrigue_any_negative_2b	false	6.0000	wh2_main_lzd_lizardmen	wh2_main_hef_high_elves
122877013	wh2_main_incident_intrigue_any_negative_1b	false	5.0000	wh_main_vmp_vampire_counts	wh2_main_hef_high_elves
1229877571	wh3_dlc25_incident_machinations_any_positive_3b	true	6.0000	wh3_main_cth_cathay	wh_main_emp_empire
1230442260	wh2_main_incident_intrigue_any_negative_2b	false	6.0000	wh3_main_ogr_ogre_kingdoms	wh2_main_hef_high_elves
1237158227	wh3_dlc25_incident_machinations_any_negative_3a	false	3.0000	wh_main_dwf_dwarfs	wh_main_emp_empire
1238309471	wh2_main_incident_intrigue_any_negative_1c	false	5.0000	wh_dlc03_bst_beastmen	wh2_main_hef_high_elves
1239719644	wh3_dlc25_incident_machinations_any_negative_2b	false	6.0000	wh_main_brt_bretonnia	wh_main_emp_empire
1241486965	wh3_dlc25_incident_machinations_any_positive_1b	true	3.0000	wh_main_brt_bretonnia	wh_main_emp_empire
124387872	wh2_main_incident_intrigue_any_positive_2b	true	6.0000	wh_main_grn_greenskins	wh2_main_hef_high_elves
124513560	wh2_main_incident_intrigue_any_positive_1b	true	5.0000	wh3_main_ksl_kislev	wh2_main_hef_high_elves
1248145526	wh2_main_incident_intrigue_any_positive_2a	true	6.0000	wh3_main_ogr_ogre_kingdoms	wh2_main_hef_high_elves
1251906848	wh2_main_incident_intrigue_any_positive_1d	true	5.0000	wh_main_vmp_vampire_counts	wh2_main_hef_high_elves
1255215478	wh2_main_incident_intrigue_any_negative_1b	false	5.0000	wh3_main_dae_daemons	wh2_main_hef_high_elves
1266813645	wh2_main_incident_intrigue_any_negative_1c	false	5.0000	wh3_main_nur_nurgle	wh2_main_hef_high_elves
1270735757	wh2_main_incident_intrigue_any_positive_3b	true	3.0000	wh2_main_lzd_lizardmen	wh2_main_hef_high_elves
1272102415	wh2_main_incident_intrigue_any_negative_3b	false	3.0000	wh_main_grn_greenskins	wh2_main_hef_high_elves
1277819629	wh2_main_incident_intrigue_any_negative_1c	false	5.0000	wh_main_chs_chaos	wh2_main_hef_high_elves
1281691829	wh2_main_incident_intrigue_any_positive_3b	true	3.0000	wh3_main_ogr_ogre_kingdoms	wh2_main_hef_high_elves
1293046355	wh2_main_incident_intrigue_any_positive_1d	true	5.0000	wh3_main_nur_nurgle	wh2_main_hef_high_elves
1300236604	wh2_main_incident_intrigue_any_negative_1b	false	5.0000	wh_main_dwf_dwarfs	wh2_main_hef_high_elves
1300442381	wh2_main_incident_intrigue_any_positive_2b	true	6.0000	wh2_main_hef_high_elves	wh2_main_hef_high_elves
1304407851	wh2_main_incident_intrigue_any_positive_1c	true	5.0000	wh3_main_nur_nurgle	wh2_main_hef_high_elves
1308466115	wh2_main_incident_intrigue_any_positive_1a	true	5.0000	wh2_dlc09_tmb_tomb_kings	wh2_main_hef_high_elves
1308950597	wh2_main_incident_intrigue_def_positive_3a	true	10.0000	wh2_main_def_dark_elves	wh2_main_hef_high_elves
1312878097	wh3_dlc25_incident_machinations_hef_negative_3b	false	8.0000	wh2_main_hef_high_elves	wh_main_emp_empire
1316119833	wh2_main_incident_intrigue_any_negative_1d	false	5.0000	wh3_main_cth_cathay	wh2_main_hef_high_elves
1317726989	wh2_main_incident_intrigue_any_positive_1c	true	5.0000	wh2_dlc09_tmb_tomb_kings	wh2_main_hef_high_elves
1320271561	wh2_main_incident_intrigue_any_negative_3a	false	3.0000	wh3_main_nur_nurgle	wh2_main_hef_high_elves
1323616970	wh2_main_incident_intrigue_any_negative_1b	false	5.0000	wh_dlc03_bst_beastmen	wh2_main_hef_high_elves
1326030713	wh2_main_incident_intrigue_any_negative_1c	false	5.0000	wh_main_grn_greenskins	wh2_main_hef_high_elves
1331153875	wh2_main_incident_intrigue_any_positive_2b	true	6.0000	wh3_main_nur_nurgle	wh2_main_hef_high_elves
1333148869	wh2_main_incident_intrigue_any_negative_2b	false	6.0000	wh2_main_rogue	wh2_main_hef_high_elves
1336991084	wh2_main_incident_intrigue_any_negative_1d	false	5.0000	wh2_main_lzd_lizardmen	wh2_main_hef_high_elves
1338147640	wh3_dlc25_incident_machinations_any_negative_2b	false	6.0000	wh3_main_ksl_kislev	wh_main_emp_empire
1338209719	wh2_main_incident_intrigue_any_positive_2a	true	6.0000	wh3_main_kho_khorne	wh2_main_hef_high_elves
1338671267	wh2_main_incident_intrigue_any_positive_2a	true	6.0000	wh2_main_hef_high_elves	wh2_main_hef_high_elves
1339838648	wh2_main_incident_intrigue_any_negative_2a	false	6.0000	wh_dlc03_bst_beastmen	wh2_main_hef_high_elves
1341093187	wh2_main_incident_intrigue_any_positive_1d	true	5.0000	wh2_main_skv_skaven	wh2_main_hef_high_elves
1347512005	wh2_main_incident_intrigue_any_negative_1a	false	5.0000	wh2_dlc11_cst_vampire_coast	wh2_main_hef_high_elves
1348758783	wh2_main_incident_intrigue_any_positive_3b	true	3.0000	wh3_main_nur_nurgle	wh2_main_hef_high_elves
1352440357	wh2_main_incident_intrigue_any_positive_3b	true	3.0000	wh2_main_hef_high_elves	wh2_main_hef_high_elves
1358715851	wh2_main_incident_intrigue_any_positive_1b	true	5.0000	wh_main_grn_greenskins	wh2_main_hef_high_elves
1359671396	wh2_main_incident_intrigue_any_negative_1a	false	5.0000	wh2_main_rogue	wh2_main_hef_high_elves
1368520890	wh2_main_incident_intrigue_any_positive_1a	true	5.0000	wh3_main_cth_cathay	wh2_main_hef_high_elves
1368868740	wh2_main_incident_intrigue_any_positive_2a	true	6.0000	wh3_main_nur_nurgle	wh2_main_hef_high_elves
1370429521	wh2_main_incident_intrigue_any_negative_1a	false	5.0000	wh_main_brt_bretonnia	wh2_main_hef_high_elves
1371532266	wh2_main_incident_intrigue_any_negative_1a	false	5.0000	wh3_main_dae_daemons	wh2_main_hef_high_elves
1371571719	wh2_dlc13_incident_machination_external_positive	true	3.0000	wh_main_emp_empire	wh_main_emp_empire
137799996	wh3_dlc25_incident_machinations_any_negative_2a	false	6.0000	wh_main_brt_bretonnia	wh_main_emp_empire
1379534099	wh2_main_incident_intrigue_any_positive_2b	true	6.0000	wh2_main_skv_skaven	wh2_main_hef_high_elves
1384738980	wh2_main_incident_intrigue_any_positive_1a	true	5.0000	wh2_main_hef_high_elves	wh2_main_hef_high_elves
1386402853	wh2_main_incident_intrigue_any_negative_3a	false	3.0000	wh_main_grn_greenskins	wh2_main_hef_high_elves
139166384	wh2_main_incident_intrigue_any_negative_1a	false	5.0000	wh2_dlc09_tmb_tomb_kings	wh2_main_hef_high_elves
1395299709	wh2_main_incident_intrigue_any_negative_3a	false	3.0000	wh3_main_cth_cathay	wh2_main_hef_high_elves
1419130746	wh2_main_incident_intrigue_any_positive_1c	true	5.0000	wh2_main_hef_high_elves	wh2_main_hef_high_elves
1421736619	wh2_main_incident_intrigue_any_negative_1d	false	5.0000	wh_dlc08_nor_norsca	wh2_main_hef_high_elves
1426635954	wh2_main_incident_intrigue_any_positive_1a	true	5.0000	wh3_dlc23_chd_chaos_dwarfs	wh2_main_hef_high_elves
1427759964	wh3_dlc25_incident_machinations_any_negative_3b	false	3.0000	wh3_main_ksl_kislev	wh_main_emp_empire
1435572896	wh2_main_incident_intrigue_any_positive_1d	true	5.0000	wh_main_grn_greenskins	wh2_main_hef_high_elves
1437620292	wh3_dlc25_incident_machinations_hef_positive_1a	true	10.0000	wh2_main_hef_high_elves	wh_main_emp_empire
1438197451	wh2_main_incident_intrigue_lzd_positive_1c	true	10.0000	wh2_main_lzd_lizardmen	wh2_main_hef_high_elves
1440907099	wh2_main_incident_intrigue_any_positive_3b	true	3.0000	wh_main_grn_greenskins	wh2_main_hef_high_elves
1442576485	wh2_main_incident_intrigue_any_negative_2b	false	6.0000	wh3_main_cth_cathay	wh2_main_hef_high_elves
1446026649	wh2_main_incident_intrigue_any_positive_1a	true	5.0000	wh3_main_nur_nurgle	wh2_main_hef_high_elves
144789238	wh2_main_incident_intrigue_any_positive_1c	true	5.0000	wh2_main_rogue	wh2_main_hef_high_elves
1448331885	wh2_main_incident_intrigue_skv_negative_3a	false	10.0000	wh2_main_skv_skaven	wh2_main_hef_high_elves
1460697772	wh2_main_incident_intrigue_hef_negative_3b	false	8.0000	wh2_main_hef_high_elves	wh2_main_hef_high_elves
1462139884	wh2_main_incident_intrigue_any_negative_1d	false	5.0000	wh3_main_nur_nurgle	wh2_main_hef_high_elves
1463446530	wh2_main_incident_intrigue_any_negative_1d	false	5.0000	wh2_dlc09_tmb_tomb_kings	wh2_main_hef_high_elves
1465412727	wh2_main_incident_intrigue_any_negative_1a	false	5.0000	wh3_main_cth_cathay	wh2_main_hef_high_elves
1470050658	wh2_main_incident_intrigue_any_positive_2b	true	6.0000	wh2_main_def_dark_elves	wh2_main_hef_high_elves
1472801459	wh2_main_incident_intrigue_any_negative_2a	false	6.0000	wh_main_brt_bretonnia	wh2_main_hef_high_elves
1477995508	wh3_dlc25_incident_machinations_emp_negative_1	false	12.0000	wh_main_emp_empire	wh_main_emp_empire
1483603825	wh2_main_incident_intrigue_any_positive_2a	true	6.0000	wh_main_grn_greenskins	wh2_main_hef_high_elves
1485411535	wh2_main_incident_intrigue_any_negative_2b	false	6.0000	wh3_main_dae_daemons	wh2_main_hef_high_elves
1486537651	wh2_main_incident_intrigue_hef_negative_3a	false	8.0000	wh2_main_hef_high_elves	wh2_main_hef_high_elves
1490337660	wh2_main_incident_intrigue_any_positive_1a	true	5.0000	wh3_main_sla_slaanesh	wh2_main_hef_high_elves
1492438624	wh2_main_incident_intrigue_any_positive_1c	true	5.0000	wh_dlc03_bst_beastmen	wh2_main_hef_high_elves
149712342	wh2_main_incident_intrigue_any_negative_2a	false	6.0000	wh_main_grn_greenskins	wh2_main_hef_high_elves
1499069718	wh2_main_incident_intrigue_any_negative_1a	false	5.0000	wh3_main_nur_nurgle	wh2_main_hef_high_elves
1502624990	wh2_main_incident_intrigue_hef_negative_2a	false	12.0000	wh2_main_hef_high_elves	wh2_main_hef_high_elves
1510517352	wh3_dlc25_incident_machinations_any_positive_3b	true	6.0000	wh3_main_ksl_kislev	wh_main_emp_empire
1510690110	wh3_dlc25_incident_machinations_any_negative_1d	false	5.0000	wh_main_dwf_dwarfs	wh_main_emp_empire
1512407651	wh2_main_incident_intrigue_skv_negative_1c	false	10.0000	wh2_main_skv_skaven	wh2_main_hef_high_elves
1513186840	wh2_main_incident_intrigue_any_positive_1c	true	5.0000	wh_main_chs_chaos	wh2_main_hef_high_elves
151461194	wh3_dlc25_incident_machinations_hef_positive_1b	true	10.0000	wh2_main_hef_high_elves	wh_main_emp_empire
1521205896	wh2_main_incident_intrigue_any_positive_3a	true	3.0000	wh2_main_hef_high_elves	wh2_main_hef_high_elves
1523740361	wh3_dlc25_incident_machinations_any_negative_2b	false	6.0000	wh_main_dwf_dwarfs	wh_main_emp_empire
152606596	wh3_dlc25_incident_machinations_emp_positive_1	true	12.0000	wh_main_emp_empire	wh_main_emp_empire
1526221359	wh2_main_incident_intrigue_any_negative_3a	false	3.0000	wh_main_brt_bretonnia	wh2_main_hef_high_elves
1528838800	wh2_main_incident_intrigue_any_positive_3b	true	3.0000	wh3_main_kho_khorne	wh2_main_hef_high_elves
1530580852	wh2_main_incident_intrigue_lzd_positive_2a	true	15.0000	wh2_main_lzd_lizardmen	wh2_main_hef_high_elves
1537381947	wh2_main_incident_intrigue_any_negative_1c	false	5.0000	wh_dlc08_nor_norsca	wh2_main_hef_high_elves
1542740993	wh2_main_incident_intrigue_any_negative_3a	false	3.0000	wh3_main_ksl_kislev	wh2_main_hef_high_elves
1557022196	wh2_main_incident_intrigue_any_positive_1b	true	5.0000	wh_main_emp_empire	wh2_main_hef_high_elves
1557935043	wh2_main_incident_intrigue_any_negative_2b	false	6.0000	wh_main_chs_chaos	wh2_main_hef_high_elves
1558369081	wh2_main_incident_intrigue_any_negative_3b	false	3.0000	wh3_main_dae_daemons	wh2_main_hef_high_elves
1565697890	wh2_main_incident_intrigue_hef_negative_1a	false	10.0000	wh2_main_hef_high_elves	wh2_main_hef_high_elves
1571576703	wh2_main_incident_intrigue_any_positive_1d	true	5.0000	wh_main_emp_empire	wh2_main_hef_high_elves
1572038485	wh2_main_incident_intrigue_any_negative_1d	false	5.0000	wh3_dlc23_chd_chaos_dwarfs	wh2_main_hef_high_elves
1573098163	wh2_main_incident_intrigue_skv_negative_2a	false	15.0000	wh2_main_skv_skaven	wh2_main_hef_high_elves
1576824985	wh2_main_incident_intrigue_any_negative_1c	false	5.0000	wh3_main_pro_ksl_kislev	wh2_main_hef_high_elves
1581558140	wh3_dlc25_incident_machinations_hef_positive_1d	true	10.0000	wh2_main_hef_high_elves	wh_main_emp_empire
158408606	wh2_main_incident_intrigue_any_negative_3b	false	3.0000	wh3_dlc23_chd_chaos_dwarfs	wh2_main_hef_high_elves
1585025297	wh2_main_incident_intrigue_any_negative_1d	false	5.0000	wh_main_emp_empire	wh2_main_hef_high_elves
1592525264	wh2_main_incident_intrigue_any_negative_2a	false	6.0000	wh_main_vmp_vampire_counts	wh2_main_hef_high_elves
1596652236	wh2_main_incident_intrigue_any_positive_1d	true	5.0000	wh_main_dwf_dwarfs	wh2_main_hef_high_elves
1603736782	wh2_main_incident_intrigue_any_positive_1c	true	5.0000	wh3_dlc23_chd_chaos_dwarfs	wh2_main_hef_high_elves
1603815595	wh3_dlc25_incident_machinations_any_positive_1b	true	3.0000	wh_main_dwf_dwarfs	wh_main_emp_empire
1607180363	wh2_main_incident_intrigue_any_positive_2b	true	6.0000	wh_main_emp_empire	wh2_main_hef_high_elves
161004886	wh3_dlc25_incident_machinations_any_positive_1d	true	3.0000	wh_main_dwf_dwarfs	wh_main_emp_empire
1612079926	wh2_main_incident_intrigue_any_positive_2b	true	6.0000	wh_dlc05_wef_wood_elves	wh2_main_hef_high_elves
1612140255	wh2_main_incident_intrigue_any_negative_1b	false	5.0000	wh_main_brt_bretonnia	wh2_main_hef_high_elves
16136817	wh2_main_incident_intrigue_any_positive_1a	true	5.0000	wh_main_chs_chaos	wh2_main_hef_high_elves
1622740970	wh3_dlc25_incident_machinations_emp_negative_2	false	10.0000	wh_main_emp_empire	wh_main_emp_empire
1634422762	wh2_main_incident_intrigue_any_negative_1a	false	5.0000	wh3_main_sla_slaanesh	wh2_main_hef_high_elves
1636253189	wh2_main_incident_intrigue_any_negative_2b	false	6.0000	wh3_dlc23_chd_chaos_dwarfs	wh2_main_hef_high_elves
163746702	wh2_main_incident_intrigue_any_positive_3a	true	3.0000	wh2_main_lzd_lizardmen	wh2_main_hef_high_elves
1638282201	wh2_main_incident_intrigue_any_negative_2a	false	6.0000	wh2_dlc09_tmb_tomb_kings	wh2_main_hef_high_elves
1640780145	wh2_main_incident_intrigue_any_negative_1d	false	5.0000	wh2_main_def_dark_elves	wh2_main_hef_high_elves
1641942196	wh2_main_incident_intrigue_hef_positive_1b	true	10.0000	wh2_main_hef_high_elves	wh2_main_hef_high_elves
164220162	wh2_main_incident_intrigue_any_positive_1a	true	5.0000	wh_dlc05_wef_wood_elves	wh2_main_hef_high_elves
1646462077	wh2_main_incident_intrigue_any_positive_1c	true	5.0000	wh_main_vmp_vampire_counts	wh2_main_hef_high_elves
1647074294	wh2_main_incident_intrigue_any_positive_1a	true	5.0000	wh_main_vmp_vampire_counts	wh2_main_hef_high_elves
1647602685	wh3_dlc25_incident_machinations_any_negative_2b	false	6.0000	wh3_main_cth_cathay	wh_main_emp_empire
165201368	wh2_main_incident_intrigue_any_negative_1c	false	5.0000	wh3_main_sla_slaanesh	wh2_main_hef_high_elves
1653524564	wh3_dlc25_incident_machinations_any_negative_1a	false	5.0000	wh_main_dwf_dwarfs	wh_main_emp_empire
1656516790	wh3_dlc25_incident_machinations_any_positive_1d	true	3.0000	wh3_main_cth_cathay	wh_main_emp_empire
1657063823	wh2_main_incident_intrigue_any_negative_3b	false	3.0000	wh3_main_pro_ksl_kislev	wh2_main_hef_high_elves
1657852538	wh2_main_incident_intrigue_any_negative_2a	false	6.0000	wh_dlc05_wef_wood_elves	wh2_main_hef_high_elves
1658296766	wh2_main_incident_intrigue_any_positive_3a	true	3.0000	wh_dlc08_nor_norsca	wh2_main_hef_high_elves
1659398339	wh2_main_incident_intrigue_any_negative_1d	false	5.0000	wh3_main_ksl_kislev	wh2_main_hef_high_elves
1662538811	wh2_main_incident_intrigue_any_positive_1c	true	5.0000	wh_dlc05_wef_wood_elves	wh2_main_hef_high_elves
1669404207	wh2_main_incident_intrigue_any_positive_1a	true	5.0000	wh3_main_ksl_kislev	wh2_main_hef_high_elves
1672540625	wh2_main_incident_intrigue_hef_positive_1a	true	10.0000	wh2_main_hef_high_elves	wh2_main_hef_high_elves
167260354	wh2_main_incident_intrigue_any_negative_1b	false	5.0000	wh3_main_tze_tzeentch	wh2_main_hef_high_elves
1673937490	wh2_main_incident_intrigue_any_negative_1c	false	5.0000	wh3_main_kho_khorne	wh2_main_hef_high_elves
1678836924	wh3_dlc25_incident_machinations_any_positive_2b	true	5.0000	wh3_main_cth_cathay	wh_main_emp_empire
1682520444	wh2_main_incident_intrigue_any_negative_2a	false	6.0000	wh_main_chs_chaos	wh2_main_hef_high_elves
1687095055	wh2_main_incident_intrigue_any_negative_1c	false	5.0000	wh2_main_hef_high_elves	wh2_main_hef_high_elves
1687730388	wh2_main_incident_intrigue_any_positive_3a	true	3.0000	wh3_main_pro_ksl_kislev	wh2_main_hef_high_elves
1689444195	wh2_main_incident_intrigue_any_positive_1b	true	5.0000	wh_dlc03_bst_beastmen	wh2_main_hef_high_elves
1689700113	wh2_main_incident_intrigue_any_positive_1b	true	5.0000	wh_main_chs_chaos	wh2_main_hef_high_elves
1694752310	wh2_main_incident_intrigue_any_negative_2b	false	6.0000	wh_main_brt_bretonnia	wh2_main_hef_high_elves
1696882167	wh2_main_incident_intrigue_any_positive_2a	true	6.0000	wh_main_dwf_dwarfs	wh2_main_hef_high_elves
1699853356	wh3_dlc25_incident_machinations_any_positive_1c	true	3.0000	wh3_main_cth_cathay	wh_main_emp_empire
1711982208	wh2_main_incident_intrigue_any_positive_2a	true	6.0000	wh_dlc03_bst_beastmen	wh2_main_hef_high_elves
1712961284	wh2_main_incident_intrigue_any_positive_3b	true	3.0000	wh2_main_def_dark_elves	wh2_main_hef_high_elves
1713836985	wh2_main_incident_intrigue_any_negative_3a	false	3.0000	wh2_main_def_dark_elves	wh2_main_hef_high_elves
1715378590	wh2_main_incident_intrigue_def_negative_3a	false	10.0000	wh2_main_def_dark_elves	wh2_main_hef_high_elves
1715667796	wh2_main_incident_intrigue_any_positive_1b	true	5.0000	wh_main_vmp_vampire_counts	wh2_main_hef_high_elves
1722412303	wh2_main_incident_intrigue_lzd_negative_3a	false	10.0000	wh2_main_lzd_lizardmen	wh2_main_hef_high_elves
1723137570	wh2_main_incident_intrigue_any_positive_2a	true	6.0000	wh3_main_sla_slaanesh	wh2_main_hef_high_elves
1727723691	wh3_dlc25_incident_machinations_hef_negative_1b	false	10.0000	wh2_main_hef_high_elves	wh_main_emp_empire
1729298079	wh2_main_incident_intrigue_any_negative_1d	false	5.0000	wh3_main_kho_khorne	wh2_main_hef_high_elves
1730970246	wh2_main_incident_intrigue_any_positive_3b	true	3.0000	wh3_dlc23_chd_chaos_dwarfs	wh2_main_hef_high_elves
1738684925	wh2_main_incident_intrigue_any_negative_1b	false	5.0000	wh3_main_sla_slaanesh	wh2_main_hef_high_elves
1745392258	wh3_dlc25_incident_machinations_emp_positive_3	true	8.0000	wh_main_emp_empire	wh_main_emp_empire
1748576790	wh2_main_incident_intrigue_any_negative_3b	false	3.0000	wh2_dlc11_cst_vampire_coast	wh2_main_hef_high_elves
1753469508	wh2_main_incident_intrigue_any_negative_3a	false	3.0000	wh3_main_pro_ksl_kislev	wh2_main_hef_high_elves
1756263056	wh2_main_incident_intrigue_any_negative_2a	false	6.0000	wh3_main_sla_slaanesh	wh2_main_hef_high_elves
1767126163	wh2_main_incident_intrigue_any_positive_2a	true	6.0000	wh_dlc05_wef_wood_elves	wh2_main_hef_high_elves
1771811069	wh2_main_incident_intrigue_any_negative_3a	false	3.0000	wh3_main_ogr_ogre_kingdoms	wh2_main_hef_high_elves
1776878459	wh2_main_incident_intrigue_hef_positive_2b	true	17.0000	wh2_main_hef_high_elves	wh2_main_hef_high_elves
1781560284	wh2_main_incident_intrigue_any_positive_1a	true	5.0000	wh2_main_rogue	wh2_main_hef_high_elves
1785002306	wh2_main_incident_intrigue_any_positive_2b	true	6.0000	wh3_main_sla_slaanesh	wh2_main_hef_high_elves
