template_key	is_defender	battle_type	config_key	composition
wh_mp_force_gen_border_princes	true	underground_intercept	WH_mp_TEB_land	default
wh_mp_force_gen_bretonnia	false	domination	WH_mp_Bretonnia_land	default
wh_mp_force_gen_bretonnia	false	land_ambush	WH_mp_Bretonnia_land	default
wh_mp_force_gen_bretonnia	false	land_bridge	WH_mp_Bretonnia_land	default
wh_mp_force_gen_bretonnia	false	land_normal	WH_mp_Bretonnia_land	default
wh_mp_force_gen_bretonnia	false	settlement_standard	WH_mp_Bretonnia_siege_attack	default
wh_mp_force_gen_bretonnia	false	settlement_unfortified	WH_mp_Bretonnia_land	default
wh_mp_force_gen_bretonnia	false	survival	WH_mp_Bretonnia_land	default
wh_mp_force_gen_bretonnia	false	underground_intercept	WH_mp_Bretonnia_land	default
wh_mp_force_gen_bretonnia	true	domination	WH_mp_Bretonnia_land	default
wh_mp_force_gen_bretonnia	true	land_ambush	WH_mp_Bretonnia_land	default
wh_mp_force_gen_bretonnia	true	land_bridge	WH_mp_Bretonnia_land	default
wh_mp_force_gen_bretonnia	true	land_normal	WH_mp_Bretonnia_land	default
wh_mp_force_gen_bretonnia	true	settlement_standard	WH_mp_Bretonnia_siege_defence	default
wh_mp_force_gen_bretonnia	true	settlement_unfortified	WH_mp_Bretonnia_land	default
wh_mp_force_gen_bretonnia	true	survival	WH_mp_Bretonnia_land	default
wh_mp_force_gen_bretonnia	true	underground_intercept	WH_mp_Bretonnia_land	default
wh_mp_force_gen_cathay	false	domination	WH_Cathay	default
wh_mp_force_gen_cathay	false	land_ambush	WH_Cathay	default
wh_mp_force_gen_cathay	false	land_bridge	WH_Cathay	default
wh_mp_force_gen_cathay	false	land_normal	WH_Cathay	default
wh_mp_force_gen_cathay	false	settlement_standard	WH_Cathay	default
wh_mp_force_gen_cathay	false	settlement_unfortified	WH_Cathay	default
wh_mp_force_gen_cathay	false	survival	WH_Cathay	default
wh_mp_force_gen_cathay	false	underground_intercept	WH_Cathay	default
wh_mp_force_gen_cathay	true	domination	WH_Cathay	default
wh_mp_force_gen_cathay	true	land_ambush	WH_Cathay	default
wh_mp_force_gen_cathay	true	land_bridge	WH_Cathay	default
wh_mp_force_gen_cathay	true	land_normal	WH_Cathay	default
wh_mp_force_gen_cathay	true	settlement_standard	WH_Cathay	default
wh_mp_force_gen_cathay	true	settlement_unfortified	WH_Cathay	default
wh_mp_force_gen_cathay	true	survival	WH_Cathay	default
wh_mp_force_gen_cathay	true	underground_intercept	WH_Cathay	default
wh_mp_force_gen_chaos_dwarfs	false	domination	WH_mp_Chaos_Dwarfs_land	default
wh_mp_force_gen_chaos_dwarfs	false	land_ambush	WH_mp_Chaos_Dwarfs_land	default
wh_mp_force_gen_chaos_dwarfs	false	land_bridge	WH_mp_Chaos_Dwarfs_land	default
wh_mp_force_gen_chaos_dwarfs	false	land_normal	WH_mp_Chaos_Dwarfs_land	default
wh_mp_force_gen_chaos_dwarfs	false	settlement_standard	WH_mp_Chaos_Dwarfs_siege_attack	default
wh_mp_force_gen_chaos_dwarfs	false	settlement_unfortified	WH_mp_Chaos_Dwarfs_land	default
wh_mp_force_gen_chaos_dwarfs	false	survival	WH_mp_Chaos_Dwarfs_land	default
wh_mp_force_gen_chaos_dwarfs	false	underground_intercept	WH_mp_Chaos_Dwarfs_land	default
wh_mp_force_gen_chaos_dwarfs	true	domination	WH_mp_Chaos_Dwarfs_land	default
wh_mp_force_gen_chaos_dwarfs	true	land_ambush	WH_mp_Chaos_Dwarfs_land	default
wh_mp_force_gen_chaos_dwarfs	true	land_bridge	WH_mp_Chaos_Dwarfs_land	default
wh_mp_force_gen_chaos_dwarfs	true	land_normal	WH_mp_Chaos_Dwarfs_land	default
wh_mp_force_gen_chaos_dwarfs	true	settlement_standard	WH_mp_Chaos_Dwarfs_siege_defence	default
wh_mp_force_gen_chaos_dwarfs	true	settlement_unfortified	WH_mp_Chaos_Dwarfs_land	default
wh_mp_force_gen_chaos_dwarfs	true	survival	WH_mp_Chaos_Dwarfs_land	default
wh_mp_force_gen_chaos_dwarfs	true	underground_intercept	WH_mp_Chaos_Dwarfs_land	default
wh_mp_force_gen_chaos	false	domination	WH_mp_Chaos_land	default
wh_mp_force_gen_chaos	false	land_ambush	WH_mp_Chaos_land	default
wh_mp_force_gen_chaos	false	land_bridge	WH_mp_Chaos_land	default
wh_mp_force_gen_chaos	false	land_normal	WH_mp_Chaos_land	default
wh_mp_force_gen_chaos	false	settlement_standard	WH_mp_Chaos_siege_attack	default
wh_mp_force_gen_chaos	false	settlement_unfortified	WH_mp_Chaos_land	default
wh_mp_force_gen_chaos	false	survival	WH_mp_Chaos_land	default
wh_mp_force_gen_chaos	false	underground_intercept	WH_mp_Chaos_land	default
wh_mp_force_gen_chaos	true	domination	WH_mp_Chaos_land	default
wh_mp_force_gen_chaos	true	land_ambush	WH_mp_Chaos_land	default
wh_mp_force_gen_chaos	true	land_bridge	WH_mp_Chaos_land	default
wh_mp_force_gen_chaos	true	land_normal	WH_mp_Chaos_land	default
wh_mp_force_gen_chaos	true	settlement_standard	WH_mp_Chaos_siege_defence	default
wh_mp_force_gen_chaos	true	settlement_unfortified	WH_mp_Chaos_land	default
wh_mp_force_gen_chaos	true	survival	WH_mp_Chaos_land	default
wh_mp_force_gen_chaos	true	underground_intercept	WH_mp_Chaos_land	default
wh_mp_force_gen_daemon_prince	false	domination	WH_mp_Chaos_Daemons_land	default
wh_mp_force_gen_daemon_prince	false	land_ambush	WH_mp_Chaos_Daemons_land	default
wh_mp_force_gen_daemon_prince	false	land_bridge	WH_mp_Chaos_Daemons_land	default
wh_mp_force_gen_daemon_prince	false	land_normal	WH_mp_Chaos_Daemons_land	default
wh_mp_force_gen_daemon_prince	false	settlement_standard	WH_mp_Chaos_Daemons_siege_attack	default
wh_mp_force_gen_daemon_prince	false	settlement_unfortified	WH_mp_Chaos_Daemons_land	default
wh_mp_force_gen_daemon_prince	false	survival	WH_mp_Chaos_Daemons_land	default
wh_mp_force_gen_daemon_prince	false	underground_intercept	WH_mp_Chaos_Daemons_land	default
wh_mp_force_gen_daemon_prince	true	domination	WH_mp_Chaos_Daemons_land	default
wh_mp_force_gen_daemon_prince	true	land_ambush	WH_mp_Chaos_Daemons_land	default
wh_mp_force_gen_daemon_prince	true	land_bridge	WH_mp_Chaos_Daemons_land	default
wh_mp_force_gen_daemon_prince	true	land_normal	WH_mp_Chaos_Daemons_land	default
wh_mp_force_gen_daemon_prince	true	settlement_standard	WH_mp_Chaos_Daemons_siege_defence	default
wh_mp_force_gen_daemon_prince	true	settlement_unfortified	WH_mp_Chaos_Daemons_land	default
wh_mp_force_gen_daemon_prince	true	survival	WH_mp_Chaos_Daemons_land	default
wh_mp_force_gen_daemon_prince	true	underground_intercept	WH_mp_Chaos_Daemons_land	default
wh_mp_force_gen_dark_elves	false	domination	WH_mp_Dark_Elves_land	default
wh_mp_force_gen_dark_elves	false	land_ambush	WH_mp_Dark_Elves_land	default
wh_mp_force_gen_dark_elves	false	land_bridge	WH_mp_Dark_Elves_land	default
wh_mp_force_gen_dark_elves	false	land_normal	WH_mp_Dark_Elves_land	default
wh_mp_force_gen_dark_elves	false	settlement_standard	WH_mp_Dark_Elves_siege_attack	default
wh_mp_force_gen_dark_elves	false	settlement_unfortified	WH_mp_Dark_Elves_land	default
wh_mp_force_gen_dark_elves	false	survival	WH_mp_Dark_Elves_land	default
wh_mp_force_gen_dark_elves	false	underground_intercept	WH_mp_Dark_Elves_land	default
wh_mp_force_gen_dark_elves	true	domination	WH_mp_Dark_Elves_land	default
wh_mp_force_gen_dark_elves	true	land_ambush	WH_mp_Dark_Elves_land	default
wh_mp_force_gen_dark_elves	true	land_bridge	WH_mp_Dark_Elves_land	default
wh_mp_force_gen_dark_elves	true	land_normal	WH_mp_Dark_Elves_land	default
wh_mp_force_gen_dark_elves	true	settlement_standard	WH_mp_Dark_Elves_siege_defence	default
wh_mp_force_gen_dark_elves	true	settlement_unfortified	WH_mp_Dark_Elves_land	default
wh_mp_force_gen_dark_elves	true	survival	WH_mp_Dark_Elves_land	default
wh_mp_force_gen_dark_elves	true	underground_intercept	WH_mp_Dark_Elves_land	default
wh_mp_force_gen_dwarfs	false	domination	WH_mp_Dwarfs_land	default
wh_mp_force_gen_dwarfs	false	land_ambush	WH_mp_Dwarfs_land	default
wh_mp_force_gen_dwarfs	false	land_bridge	WH_mp_Dwarfs_land	default
wh_mp_force_gen_dwarfs	false	land_normal	WH_mp_Dwarfs_land	default
wh_mp_force_gen_dwarfs	false	settlement_standard	WH_mp_Dwarfs_siege_attack	default
wh_mp_force_gen_dwarfs	false	settlement_unfortified	WH_mp_Dwarfs_land	default
wh_mp_force_gen_dwarfs	false	survival	WH_mp_Dwarfs_land	default
wh_mp_force_gen_dwarfs	false	underground_intercept	WH_mp_Dwarfs_land	default
wh_mp_force_gen_dwarfs	true	domination	WH_mp_Dwarfs_land	default
wh_mp_force_gen_dwarfs	true	land_ambush	WH_mp_Dwarfs_land	default
wh_mp_force_gen_dwarfs	true	land_bridge	WH_mp_Dwarfs_land	default
wh_mp_force_gen_dwarfs	true	land_normal	WH_mp_Dwarfs_land	default
wh_mp_force_gen_dwarfs	true	settlement_standard	WH_mp_Dwarfs_siege_defence	default
wh_mp_force_gen_dwarfs	true	settlement_unfortified	WH_mp_Dwarfs_land	default
wh_mp_force_gen_dwarfs	true	survival	WH_mp_Dwarfs_land	default
wh_mp_force_gen_dwarfs	true	underground_intercept	WH_mp_Dwarfs_land	default
wh_mp_force_gen_empire	false	domination	WH_mp_Empire_land	default
wh_mp_force_gen_empire	false	land_ambush	WH_mp_Empire_land	default
wh_mp_force_gen_empire	false	land_bridge	WH_mp_Empire_land	default
wh_mp_force_gen_empire	false	land_normal	WH_mp_Empire_land	default
wh_mp_force_gen_empire	false	settlement_standard	WH_mp_Empire_siege_attack	default
wh_mp_force_gen_empire	false	settlement_unfortified	WH_mp_Empire_land	default
wh_mp_force_gen_empire	false	survival	WH_mp_Empire_land	default
wh_mp_force_gen_empire	false	underground_intercept	WH_mp_Empire_land	default
wh_mp_force_gen_empire	true	domination	WH_mp_Empire_land	default
wh_mp_force_gen_empire	true	land_ambush	WH_mp_Empire_land	default
wh_mp_force_gen_empire	true	land_bridge	WH_mp_Empire_land	default
wh_mp_force_gen_empire	true	land_normal	WH_mp_Empire_land	default
wh_mp_force_gen_empire	true	settlement_standard	WH_mp_Empire_siege_defence	default
wh_mp_force_gen_empire	true	settlement_unfortified	WH_mp_Empire_land	default
wh_mp_force_gen_empire	true	survival	WH_mp_Empire_land	default
wh_mp_force_gen_empire	true	underground_intercept	WH_mp_Empire_land	default
wh_mp_force_gen_estalia	false	land_ambush	WH_mp_TEB_land	default
wh_mp_force_gen_estalia	false	land_bridge	WH_mp_TEB_land	default
wh_mp_force_gen_estalia	false	land_normal	WH_mp_TEB_land	default
wh_mp_force_gen_estalia	false	settlement_standard	WH_mp_TEB_siege_attack	default
wh_mp_force_gen_estalia	false	settlement_unfortified	WH_mp_TEB_land	default
wh_mp_force_gen_estalia	false	survival	WH_mp_TEB_land	default
wh_mp_force_gen_estalia	false	underground_intercept	WH_mp_TEB_land	default
wh_mp_force_gen_estalia	true	land_ambush	WH_mp_TEB_land	default
wh_mp_force_gen_estalia	true	land_bridge	WH_mp_TEB_land	default
wh_mp_force_gen_estalia	true	land_normal	WH_mp_TEB_land	default
wh_mp_force_gen_estalia	true	settlement_standard	WH_mp_TEB_siege_defence	default
wh_mp_force_gen_estalia	true	settlement_unfortified	WH_mp_TEB_land	default
wh_mp_force_gen_estalia	true	survival	WH_mp_TEB_land	default
wh_mp_force_gen_estalia	true	underground_intercept	WH_mp_TEB_land	default
wh_mp_force_gen_greenskins	false	domination	WH_mp_Greenskins_land	default
wh_mp_force_gen_greenskins	false	land_ambush	WH_mp_Greenskins_land	default
wh_mp_force_gen_greenskins	false	land_bridge	WH_mp_Greenskins_land	default
wh_mp_force_gen_greenskins	false	land_normal	WH_mp_Greenskins_land	default
wh_mp_force_gen_greenskins	false	settlement_standard	WH_mp_Greenskins_siege_attack	default
wh_mp_force_gen_greenskins	false	settlement_unfortified	WH_mp_Greenskins_land	default
wh_mp_force_gen_greenskins	false	survival	WH_mp_Greenskins_land	default
wh_mp_force_gen_greenskins	false	underground_intercept	WH_mp_Greenskins_land	default
wh_mp_force_gen_greenskins	true	domination	WH_mp_Greenskins_land	default
wh_mp_force_gen_greenskins	true	land_ambush	WH_mp_Greenskins_land	default
wh_mp_force_gen_greenskins	true	land_bridge	WH_mp_Greenskins_land	default
wh_mp_force_gen_greenskins	true	land_normal	WH_mp_Greenskins_land	default
wh_mp_force_gen_greenskins	true	settlement_standard	WH_mp_Greenskins_siege_defence	default
wh_mp_force_gen_greenskins	true	settlement_unfortified	WH_mp_Greenskins_land	default
wh_mp_force_gen_greenskins	true	survival	WH_mp_Greenskins_land	default
wh_mp_force_gen_greenskins	true	underground_intercept	WH_mp_Greenskins_land	default
wh_mp_force_gen_high_elves	false	domination	WH_mp_High_Elves_land	default
wh_mp_force_gen_high_elves	false	land_ambush	WH_mp_High_Elves_land	default
wh_mp_force_gen_high_elves	false	land_bridge	WH_mp_High_Elves_land	default
wh_mp_force_gen_high_elves	false	land_normal	WH_mp_High_Elves_land	default
wh_mp_force_gen_high_elves	false	settlement_standard	WH_mp_High_Elves_siege_attack	default
wh_mp_force_gen_high_elves	false	settlement_unfortified	WH_mp_High_Elves_land	default
wh_mp_force_gen_high_elves	false	survival	WH_mp_High_Elves_land	default
wh_mp_force_gen_high_elves	false	underground_intercept	WH_mp_High_Elves_land	default
wh_mp_force_gen_high_elves	true	domination	WH_mp_High_Elves_land	default
wh_mp_force_gen_high_elves	true	land_ambush	WH_mp_High_Elves_land	default
wh_mp_force_gen_high_elves	true	land_bridge	WH_mp_High_Elves_land	default
wh_mp_force_gen_high_elves	true	land_normal	WH_mp_High_Elves_land	default
wh_mp_force_gen_high_elves	true	settlement_standard	WH_mp_High_Elves_siege_defence	default
wh_mp_force_gen_high_elves	true	settlement_unfortified	WH_mp_High_Elves_land	default
wh_mp_force_gen_high_elves	true	survival	WH_mp_High_Elves_land	default
wh_mp_force_gen_high_elves	true	underground_intercept	WH_mp_High_Elves_land	default
wh_mp_force_gen_khorne	false	domination	WH_mp_Khorne_land	default
wh_mp_force_gen_khorne	false	land_ambush	WH_mp_Khorne_land	default
wh_mp_force_gen_khorne	false	land_bridge	WH_mp_Khorne_land	default
wh_mp_force_gen_khorne	false	land_normal	WH_mp_Khorne_land	default
wh_mp_force_gen_khorne	false	settlement_standard	WH_mp_Khorne_siege_attack	default
wh_mp_force_gen_khorne	false	settlement_unfortified	WH_mp_Khorne_land	default
wh_mp_force_gen_khorne	false	survival	WH_mp_Khorne_land	default
wh_mp_force_gen_khorne	false	underground_intercept	WH_mp_Khorne_land	default
wh_mp_force_gen_khorne	true	domination	WH_mp_Khorne_land	default
wh_mp_force_gen_khorne	true	land_ambush	WH_mp_Khorne_land	default
wh_mp_force_gen_khorne	true	land_bridge	WH_mp_Khorne_land	default
wh_mp_force_gen_khorne	true	land_normal	WH_mp_Khorne_land	default
wh_mp_force_gen_khorne	true	settlement_standard	WH_mp_Khorne_siege_defence	default
wh_mp_force_gen_khorne	true	settlement_unfortified	WH_mp_Khorne_land	default
wh_mp_force_gen_khorne	true	survival	WH_mp_Khorne_land	default
wh_mp_force_gen_khorne	true	underground_intercept	WH_mp_Khorne_land	default
wh_mp_force_gen_kislev	false	domination	WH_mp_Kislev_land	default
wh_mp_force_gen_kislev	false	land_ambush	WH_mp_Kislev_land	default
wh_mp_force_gen_kislev	false	land_bridge	WH_mp_Kislev_land	default
wh_mp_force_gen_kislev	false	land_normal	WH_mp_Kislev_land	default
wh_mp_force_gen_kislev	false	settlement_standard	WH_mp_Kislev_siege_attack	default
wh_mp_force_gen_kislev	false	settlement_unfortified	WH_mp_Kislev_land	default
wh_mp_force_gen_kislev	false	survival	WH_mp_Kislev_land	default
wh_mp_force_gen_kislev	false	underground_intercept	WH_mp_Kislev_land	default
wh_mp_force_gen_kislev	true	domination	WH_mp_Kislev_land	default
wh_mp_force_gen_kislev	true	land_ambush	WH_mp_Kislev_land	default
wh_mp_force_gen_kislev	true	land_bridge	WH_mp_Kislev_land	default
wh_mp_force_gen_kislev	true	land_normal	WH_mp_Kislev_land	default
wh_mp_force_gen_kislev	true	settlement_standard	WH_mp_Kislev_siege_defence	default
wh_mp_force_gen_kislev	true	settlement_unfortified	WH_mp_Kislev_land	default
wh_mp_force_gen_kislev	true	survival	WH_mp_Kislev_land	default
wh_mp_force_gen_kislev	true	underground_intercept	WH_mp_Kislev_land	default
wh_mp_force_gen_lizardmen	false	domination	WH_mp_Lizardmen_land	default
wh_mp_force_gen_lizardmen	false	land_ambush	WH_mp_Lizardmen_land	default
wh_mp_force_gen_lizardmen	false	land_bridge	WH_mp_Lizardmen_land	default
wh_mp_force_gen_lizardmen	false	land_normal	WH_mp_Lizardmen_land	default
wh_mp_force_gen_lizardmen	false	settlement_standard	WH_mp_Lizardmen_siege_attack	default
wh_mp_force_gen_lizardmen	false	settlement_unfortified	WH_mp_Lizardmen_land	default
wh_mp_force_gen_lizardmen	false	survival	WH_mp_Lizardmen_land	default
wh_mp_force_gen_lizardmen	false	underground_intercept	WH_mp_Lizardmen_land	default
wh_mp_force_gen_lizardmen	true	domination	WH_mp_Lizardmen_land	default
wh_mp_force_gen_lizardmen	true	land_ambush	WH_mp_Lizardmen_land	default
wh_mp_force_gen_lizardmen	true	land_bridge	WH_mp_Lizardmen_land	default
wh_mp_force_gen_lizardmen	true	land_normal	WH_mp_Lizardmen_land	default
wh_mp_force_gen_lizardmen	true	settlement_standard	WH_mp_Lizardmen_siege_defence	default
wh_mp_force_gen_lizardmen	true	settlement_unfortified	WH_mp_Lizardmen_land	default
wh_mp_force_gen_lizardmen	true	survival	WH_mp_Lizardmen_land	default
wh_mp_force_gen_lizardmen	true	underground_intercept	WH_mp_Lizardmen_land	default
wh_mp_force_gen_norsca	false	domination	WH_mp_Norsca_land	default
wh_mp_force_gen_norsca	false	land_ambush	WH_mp_Norsca_land	default
wh_mp_force_gen_norsca	false	land_bridge	WH_mp_Norsca_land	default
wh_mp_force_gen_norsca	false	land_normal	WH_mp_Norsca_land	default
wh_mp_force_gen_norsca	false	settlement_standard	WH_mp_Norsca_siege_attack	default
wh_mp_force_gen_norsca	false	settlement_unfortified	WH_mp_Norsca_land	default
wh_mp_force_gen_norsca	false	survival	WH_mp_Norsca_land	default
wh_mp_force_gen_norsca	false	underground_intercept	WH_mp_Norsca_land	default
wh_mp_force_gen_norsca	true	domination	WH_mp_Norsca_land	default
wh_mp_force_gen_norsca	true	land_ambush	WH_mp_Norsca_land	default
wh_mp_force_gen_norsca	true	land_bridge	WH_mp_Norsca_land	default
wh_mp_force_gen_norsca	true	land_normal	WH_mp_Norsca_land	default
wh_mp_force_gen_norsca	true	settlement_standard	WH_mp_Norsca_siege_defence	default
wh_mp_force_gen_norsca	true	settlement_unfortified	WH_mp_Norsca_land	default
wh_mp_force_gen_norsca	true	survival	WH_mp_Norsca_land	default
wh_mp_force_gen_norsca	true	underground_intercept	WH_mp_Norsca_land	default
wh_mp_force_gen_nurgle	false	domination	WH_mp_Nurgle_land	default
wh_mp_force_gen_nurgle	false	land_ambush	WH_mp_Nurgle_land	default
wh_mp_force_gen_nurgle	false	land_bridge	WH_mp_Nurgle_land	default
wh_mp_force_gen_nurgle	false	land_normal	WH_mp_Nurgle_land	default
wh_mp_force_gen_nurgle	false	settlement_standard	WH_mp_Nurgle_siege_attack	default
wh_mp_force_gen_nurgle	false	settlement_unfortified	WH_mp_Nurgle_land	default
wh_mp_force_gen_nurgle	false	survival	WH_mp_Nurgle_land	default
wh_mp_force_gen_nurgle	false	underground_intercept	WH_mp_Nurgle_land	default
wh_mp_force_gen_nurgle	true	domination	WH_mp_Nurgle_land	default
wh_mp_force_gen_nurgle	true	land_ambush	WH_mp_Nurgle_land	default
wh_mp_force_gen_nurgle	true	land_bridge	WH_mp_Nurgle_land	default
wh_mp_force_gen_nurgle	true	land_normal	WH_mp_Nurgle_land	default
wh_mp_force_gen_nurgle	true	settlement_standard	WH_mp_Nurgle_siege_defence	default
wh_mp_force_gen_nurgle	true	settlement_unfortified	WH_mp_Nurgle_land	default
wh_mp_force_gen_nurgle	true	survival	WH_mp_Nurgle_land	default
wh_mp_force_gen_nurgle	true	underground_intercept	WH_mp_Nurgle_land	default
wh_mp_force_gen_ogre_kingdoms	false	domination	WH_mp_Ogre_Kingdoms_land	default
wh_mp_force_gen_ogre_kingdoms	false	land_ambush	WH_mp_Ogre_Kingdoms_land	default
wh_mp_force_gen_ogre_kingdoms	false	land_bridge	WH_mp_Ogre_Kingdoms_land	default
wh_mp_force_gen_ogre_kingdoms	false	land_normal	WH_mp_Ogre_Kingdoms_land	default
wh_mp_force_gen_ogre_kingdoms	false	settlement_standard	WH_mp_Ogre_Kingdoms_siege_attack	default
wh_mp_force_gen_ogre_kingdoms	false	settlement_unfortified	WH_mp_Ogre_Kingdoms_land	default
wh_mp_force_gen_ogre_kingdoms	false	survival	WH_mp_Ogre_Kingdoms_land	default
wh_mp_force_gen_ogre_kingdoms	false	underground_intercept	WH_mp_Ogre_Kingdoms_land	default
wh_mp_force_gen_ogre_kingdoms	true	domination	WH_mp_Ogre_Kingdoms_land	default
wh_mp_force_gen_ogre_kingdoms	true	land_ambush	WH_mp_Ogre_Kingdoms_land	default
wh_mp_force_gen_ogre_kingdoms	true	land_bridge	WH_mp_Ogre_Kingdoms_land	default
wh_mp_force_gen_ogre_kingdoms	true	land_normal	WH_mp_Ogre_Kingdoms_land	default
wh_mp_force_gen_ogre_kingdoms	true	settlement_standard	WH_mp_Ogre_Kingdoms_siege_defence	default
wh_mp_force_gen_ogre_kingdoms	true	survival	WH_mp_Ogre_Kingdoms_land	default
wh_mp_force_gen_ogre_kingdoms	true	underground_intercept	WH_mp_Ogre_Kingdoms_land	default
wh_mp_force_gen_skaven	false	domination	WH_mp_Skaven_land	default
wh_mp_force_gen_skaven	false	land_ambush	WH_mp_Skaven_land	default
wh_mp_force_gen_skaven	false	land_bridge	WH_mp_Skaven_land	default
wh_mp_force_gen_skaven	false	land_normal	WH_mp_Skaven_land	default
wh_mp_force_gen_skaven	false	settlement_standard	WH_mp_Skaven_siege_attack	default
wh_mp_force_gen_skaven	false	settlement_unfortified	WH_mp_Skaven_land	default
wh_mp_force_gen_skaven	false	survival	WH_mp_Skaven_land	default
wh_mp_force_gen_skaven	false	underground_intercept	WH_mp_Skaven_land	default
wh_mp_force_gen_skaven	true	domination	WH_mp_Skaven_land	default
wh_mp_force_gen_skaven	true	land_ambush	WH_mp_Skaven_land	default
wh_mp_force_gen_skaven	true	land_bridge	WH_mp_Skaven_land	default
wh_mp_force_gen_skaven	true	land_normal	WH_mp_Skaven_land	default
wh_mp_force_gen_skaven	true	settlement_standard	WH_mp_Skaven_siege_defence	default
wh_mp_force_gen_skaven	true	settlement_unfortified	WH_mp_Skaven_land	default
wh_mp_force_gen_skaven	true	survival	WH_mp_Skaven_land	default
wh_mp_force_gen_skaven	true	underground_intercept	WH_mp_Skaven_land	default
wh_mp_force_gen_slaanesh	false	domination	WH_mp_Slaanesh_land	default
wh_mp_force_gen_slaanesh	false	land_ambush	WH_mp_Slaanesh_land	default
wh_mp_force_gen_slaanesh	false	land_bridge	WH_mp_Slaanesh_land	default
wh_mp_force_gen_slaanesh	false	land_normal	WH_mp_Slaanesh_land	default
wh_mp_force_gen_slaanesh	false	settlement_standard	WH_mp_Slaanesh_siege_attack	default
wh_mp_force_gen_slaanesh	false	settlement_unfortified	WH_mp_Slaanesh_land	default
wh_mp_force_gen_slaanesh	false	survival	WH_mp_Slaanesh_land	default
wh_mp_force_gen_slaanesh	false	underground_intercept	WH_mp_Slaanesh_land	default
wh_mp_force_gen_slaanesh	true	domination	WH_mp_Slaanesh_land	default
wh_mp_force_gen_slaanesh	true	land_ambush	WH_mp_Slaanesh_land	default
wh_mp_force_gen_slaanesh	true	land_bridge	WH_mp_Slaanesh_land	default
wh_mp_force_gen_slaanesh	true	land_normal	WH_mp_Slaanesh_land	default
wh_mp_force_gen_slaanesh	true	settlement_standard	WH_mp_Slaanesh_siege_defence	default
wh_mp_force_gen_slaanesh	true	settlement_unfortified	WH_mp_Slaanesh_land	default
wh_mp_force_gen_slaanesh	true	survival	WH_mp_Slaanesh_land	default
wh_mp_force_gen_slaanesh	true	underground_intercept	WH_mp_Slaanesh_land	default
wh_mp_force_gen_tilea	false	land_ambush	WH_mp_TEB_land	default
wh_mp_force_gen_tilea	false	land_bridge	WH_mp_TEB_land	default
wh_mp_force_gen_tilea	false	land_normal	WH_mp_TEB_land	default
wh_mp_force_gen_tilea	false	settlement_standard	WH_mp_TEB_siege_attack	default
