key	type	is_naval	specification	screenshot_path	map_path	team_size_1	team_size_2	release	multiplayer	singleplayer	intro_movie	year	defender_funds_ratio	has_key_buildings	matchmaking	playable_area_width	playable_area_height	is_large_settlement	has_15m_walls	is_underground	catchment_name	tile_upgrade	battle_environment	battle_environment_audio	battle_script	culture	author
major_f_lzd	siege	false	terrain\battles\major_f_lzd\	ui/frontend ui/battle_map_images/temple_of_skulls_wh3.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false		faction:lzd	weather/battle/wh_day_storm_04.environment_group	lizardmen_mountain		wh2_main_lzd_lizardmen	Creative Assembly
major_g_dwf	siege	false	terrain\battles\major_g_dwf\	UI/Frontend UI/battle_map_images/karak_kadrin.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false		faction:dwf	weather/battle/wh_day_desert_02.environment_group	cave		wh_main_dwf_dwarfs	Creative Assembly
major_h_cst	siege	false	terrain\battles\major_h_vmp_port\	ui/frontend ui/battle_map_images/sartosa_siege.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false		faction:cst		volcanic		wh2_dlc11_cst_vampire_coast	Creative Assembly
major_h_ksl	siege	false	terrain\battles\major_h_ksl\	UI/Frontend UI/battle_map_images/erengrad.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false		faction:ksl	weather/battle/wh_day_clear_05.environment_group	kislev		wh3_main_ksl_kislev	Creative Assembly
major_i_chs	siege	false	terrain\battles\major_i_chs\	UI/Frontend UI/battle_map_images/red_fortress.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false	catchment_01	battle_corruption_chaos	weather/battle/wh_wastes_01.environment_group	volcanic		wh_main_chs_chaos	Creative Assembly
major_i_dwf	siege	false	terrain\battles\major_i_dwf\	UI/Frontend UI/battle_map_images/zhufbar.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false	catchment_01	faction:dwf	weather/battle/wh_wastes_01.environment_group	cave		wh_main_dwf_dwarfs	Creative Assembly
major_j_skv	siege	false	terrain\battles\major_j_skv\	UI/Frontend UI/battle_map_images/hell_pit.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false		faction:skv	weather/battle/wh_rotten_02.environment_group	skaven_cavern		wh2_main_skv_skaven	Creative Assembly
major_k_chs	siege	false	terrain\battles\major_k_chs\	UI/Frontend UI/battle_map_images/the_shifting_monolith.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false	catchment_01	battle_corruption_chaos	weather/battle/wh_wastes_01.environment_group	volcanic		wh_main_chs_chaos	Creative Assembly
major_k_def	siege	false	terrain\battles\major_k_def\	ui/frontend ui/battle_map_images/ancient-city_of_quintex_siege.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false	catchment_01	faction:def		skaven_cavern		wh2_main_def_dark_elves	Creative Assembly
major_l_def	siege	false	terrain\battles\major_l_def\	ui/frontend ui/battle_map_images/naggarond_siege.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false		faction:def		dark_elves_cold		wh2_main_def_dark_elves	Creative Assembly
major_m_chs	siege	false	terrain\battles\major_m_chs\	UI/Frontend UI/battle_map_images/the_writhing_fortress.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false	catchment_01	battle_corruption_chaos	weather/battle/wh_wastes_01.environment_group	volcanic		wh_main_chs_chaos	Creative Assembly
major_n_cth	siege	false	terrain\battles\major_n_cth\	UI/Frontend UI/battle_map_images/shang_yang.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false		faction:cth	weather/battle/wh_day_clear_02.environment_group	cathay		wh3_main_cth_cathay	Creative Assembly
major_n_cth_wei_jin	siege	false	terrain\battles\major_n_cth_weijin\	UI/Frontend UI/battle_map_images/wei_jin.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false		faction:cth	weather/battle/wh_day_sunset_04.environment_group	cathay		wh3_main_cth_cathay	Creative Assembly
major_o_cth	siege	false	terrain\battles\major_o_cth\	UI/Frontend UI/battle_map_images/nan_gau.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false		faction:cth	weather/battle/wh_day_cloudy_03.environment_group	cathay		wh3_main_cth_cathay	Creative Assembly
major_o_tmb	siege	false	terrain\battles\major_o_tmb\	ui/frontend ui/battle_map_images/khemri_siege.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false		faction:tmb		tomb_kings_desert		wh2_dlc09_tmb_tomb_kings	Creative Assembly
major_p_brt	siege	false	terrain\battles\major_p_brt\	ui/frontend ui/battle_map_images/parravon_siege.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false	catchment_01			bretonnia_cold		wh_main_brt_bretonnia	Creative Assembly
major_q_cth	siege	false	terrain\battles\major_q_cth\	UI/Frontend UI/battle_map_images/dragon_gate.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false	catchment_01	faction:cth	weather/battle/wh_day_desert_04.environment_group	cathay		wh3_main_cth_cathay	Creative Assembly
major_s_chd	siege	false	terrain\battles\major_s_chd\	ui/frontend ui/battle_map_images/black_fortress_chaos_dwarfs.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	true	false	catchment_01			climate_desert		wh3_dlc23_chd_chaos_dwarfs	Creative Assembly
major_v_emp	siege	false	terrain\battles\major_v_emp\	UI/Frontend UI/battle_map_images/nuln.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	true	false	catchment_01	faction:emp	weather/battle/wh_day_storm_02.environment_group	empire		wh_main_emp_empire	Creative Assembly
major_w_chd	siege	false	terrain\battles\major_w_chd\	ui/frontend ui/battle_map_images/zharr_naggrund_chaos_dwarfs.png		4	4	true	true	true		0	0.0000	false	false	0.0000	0.0000	false	true	false	catchment_01			climate_desert		wh3_dlc23_chd_chaos_dwarfs	Creative Assembly
minor_a_emp	unfortified_settlement	false	terrain\battles\minor_a_emp\	/UI/Frontend UI/battle_map_images/osterwald.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_storm_02.environment_group	empire		wh_main_emp_empire	Creative Assembly
minor_a_ksl	unfortified_settlement	false	terrain\battles\minor_a_ksl\	/UI/Frontend UI/battle_map_images/fort_ostrosk.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_cloudy_04.environment_group	kislev		wh3_main_ksl_kislev	Creative Assembly
minor_a_vmp	unfortified_settlement	false	terrain\battles\minor_a_vmp\	ui/frontend ui/battle_map_images/waldenhof_wh3.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_mountains_01.environment_group	vampire		wh_main_vmp_vampire_counts	Creative Assembly
minor_b_brt	unfortified_settlement	false	terrain\battles\minor_b_brt\	ui/frontend ui/battle_map_images/l'anquille_minor.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false				bretonnia		wh_main_brt_bretonnia	Creative Assembly
minor_b_ksl	unfortified_settlement	false	terrain\battles\minor_b_ksl\	UI/Frontend UI/battle_map_images/zoishenk.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_desert_01.environment_group	kislev		wh3_main_ksl_kislev	Creative Assembly
minor_bst_01	unfortified_settlement	false	terrain\battles\minor_bst_01\	ui/frontend ui/battle_map_images/herdstone_beastmen.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false	catchment_02		weather/battle/wh_bst_01.environment_group	wood_elves_generic		wh_dlc03_bst_beastmen	Creative Assembly
minor_c_emp	unfortified_settlement	false	terrain\battles\minor_c_emp\	UI/Frontend UI/battle_map_images/ubersreik.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false	catchment_01		weather/battle/wh_day_cloudy_02.environment_group	empire		wh_main_emp_empire	Creative Assembly
minor_c_ksl	unfortified_settlement	false	terrain\battles\minor_c_ksl\	ui/frontend ui/battle_map_images/volksgrad_wh3.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false	catchment_01		weather/battle/wh_day_cloudy_02.environment_group	kislev		wh3_main_ksl_kislev	Creative Assembly
minor_c_ogr	unfortified_settlement	false	terrain\battles\minor_c_ogr\	/UI/Frontend UI/battle_map_images/blood_peak.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false	catchment_01		weather/battle/wh_day_storm_02.environment_group	ogres		wh3_main_ogr_ogre_kingdoms	Creative Assembly
minor_d_lzd	unfortified_settlement	false	terrain\battles\minor_d_lzd\	/UI/Frontend UI/battle_map_images/chaqua.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false	catchment_01		weather/battle/wh_day_clear_04.environment_group	lizardmen_jungle		wh2_main_lzd_lizardmen	Creative Assembly
minor_d_tmb	unfortified_settlement	false	terrain\battles\minor_d_tmb\	ui/frontend ui/battle_map_images/antoch_minor.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false				tomb_kings_cavern		wh2_dlc09_tmb_tomb_kings	Creative Assembly
minor_e_grn	unfortified_settlement	false	terrain\battles\minor_e_grn\	/UI/Frontend UI/battle_map_images/howling_rock.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_desert_04.environment_group	greenskin		wh_main_grn_greenskins	Creative Assembly
minor_e_hef	unfortified_settlement	false	terrain\battles\minor_e_hef\	ui/frontend ui/battle_map_images/evershale_minor.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false				volcanic		wh2_main_hef_high_elves	Creative Assembly
minor_e_ogr	unfortified_settlement	false	terrain\battles\minor_e_ogr\	UI/Frontend UI/battle_map_images/yhetee_peak.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_cloudy_04.environment_group	ogres		wh3_main_ogr_ogre_kingdoms	Creative Assembly
minor_f_cth	unfortified_settlement	false	terrain\battles\minor_f_cth\	UI/Frontend UI/battle_map_images/weng_chang.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_storm_04.environment_group	cathay		wh3_main_cth_cathay	Creative Assembly
minor_f_hef	unfortified_settlement	false	terrain\battles\minor_f_hef\	ui/frontend ui/battle_map_images/shine_of_asuryan_minor.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false				volcanic		wh2_main_hef_high_elves	Creative Assembly
minor_f_lzd	unfortified_settlement	false	terrain\battles\minor_f_lzd\	/UI/Frontend UI/battle_map_images/the_cursed_jungle.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_storm_03.environment_group	lizardmen_jungle		wh2_main_lzd_lizardmen	Creative Assembly
minor_g_chs	unfortified_settlement	false	terrain\battles\minor_g_chs\	/UI/Frontend UI/battle_map_images/bloodwind_keep.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_wastes_kho_01.environment_group	volcanic		wh_main_chs_chaos	Creative Assembly
minor_g_dwf	unfortified_settlement	false	terrain\battles\minor_g_dwf\	/UI/Frontend UI/battle_map_images/oakenhammer_wh3.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false				cave		wh_main_dwf_dwarfs	Creative Assembly
minor_g_skv	unfortified_settlement	false	terrain\battles\minor_g_skv\	/UI/Frontend UI/battle_map_images/altar_of_the_horned_rat_02.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_rotten_02.environment_group	skaven_cavern		wh2_main_skv_skaven	Creative Assembly
minor_h_cst	unfortified_settlement	false	terrain\battles\minor_h_vmp_port\	ui/frontend ui/battle_map_images/the_blood_swamps_minor.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false				volcanic		wh2_dlc11_cst_vampire_coast	Creative Assembly
minor_h_ksl	unfortified_settlement	false	terrain\battles\minor_h_ksl\	/UI/Frontend UI/battle_map_images/dushyka.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false	catchment_01		weather/battle/wh_day_cloudy_04.environment_group	kislev		wh3_main_ksl_kislev	Creative Assembly
minor_h_ksl_pro	unfortified_settlement	false	terrain\battles\minor_h_ksl\	ui/frontend ui/battle_map_images/placeholder.png		4	4	false	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false	catchment_02			kislev		wh3_main_ksl_kislev	Creative Assembly
minor_h_ogr	unfortified_settlement	false	terrain\battles\minor_h_ogr\	/UI/Frontend UI/battle_map_images/dharko_wharf.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_cloudy_04.environment_group	ogres		wh3_main_ogr_ogre_kingdoms	Creative Assembly
minor_i_chs	unfortified_settlement	false	terrain\battles\minor_i_chs\	/UI/Frontend UI/battle_map_images/the_brass_glacier.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_wastes_01.environment_group	volcanic		wh_main_chs_chaos	Creative Assembly
minor_i_dwf	unfortified_settlement	false	terrain\battles\minor_i_dwf\	/UI/Frontend UI/battle_map_images/karak_azgaraz.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_mountains_02.environment_group	volcanic		wh_main_dwf_dwarfs	Creative Assembly
minor_i_nor	unfortified_settlement	false	terrain\battles\minor_i_nor\	/UI/Frontend UI/battle_map_images/serpent_jetty.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_storm_02.environment_group	nordic		wh_dlc08_nor_norsca	Creative Assembly
minor_j_grn	unfortified_settlement	false	terrain\battles\minor_j_grn\	ui/frontend ui/battle_map_images/mount_grey_hag.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_desert_04.environment_group	greenskin		wh_main_grn_greenskins	Creative Assembly
minor_j_skv	unfortified_settlement	false	terrain\battles\minor_j_skv\	/UI/Frontend UI/battle_map_images/scrag_hole.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_rotten_02.environment_group	skaven_cavern		wh2_main_skv_skaven	Creative Assembly
minor_k_chs	unfortified_settlement	false	terrain\battles\minor_k_chs\	UI/Frontend UI/battle_map_images/the_vale_of_nightmares.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_wastes_01.environment_group	volcanic		wh_main_chs_chaos	Creative Assembly
minor_k_def	unfortified_settlement	false	terrain\battles\minor_k_def\	ui/frontend ui/battle_map_images/har_kaldra_minor.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false				volcanic		wh2_main_def_dark_elves	Creative Assembly
minor_k_nor	unfortified_settlement	false	terrain\battles\minor_k_nor\	ui/frontend ui/battle_map_images/winter_pyre_wh3.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_storm_05.environment_group	nordic		wh_dlc08_nor_norsca	Creative Assembly
minor_l_def	unfortified_settlement	false	terrain\battles\minor_l_def\	ui/frontend ui/battle_map_images/grey_rock_point_minor.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false				volcanic		wh2_main_def_dark_elves	Creative Assembly
minor_l_nor	unfortified_settlement	false	terrain\battles\minor_l_nor\	UI/Frontend UI/battle_map_images/the_forbidden_citadel.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_storm_05.environment_group	nordic		wh_dlc08_nor_norsca	Creative Assembly
minor_l_ogr	unfortified_settlement	false	terrain\battles\minor_l_ogr\	/UI/Frontend UI/battle_map_images/gristle_valley.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_sunset_02.environment_group	ogres		wh3_main_ogr_ogre_kingdoms	Creative Assembly
minor_m_chs	unfortified_settlement	false	terrain\battles\minor_m_chs\	/UI/Frontend UI/battle_map_images/the_bleeding_spire.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_wastes_01.environment_group	chaos_volcanic		wh_main_chs_chaos	Creative Assembly
minor_m_nor	unfortified_settlement	false	terrain\battles\minor_m_nor\	UI/Frontend UI/battle_map_images/the_tower_of_khrakk.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_cloudy_03.environment_group	nordic		wh_dlc08_nor_norsca	Creative Assembly
minor_m_ogr	unfortified_settlement	false	terrain\battles\minor_m_ogr\	/UI/Frontend UI/battle_map_images/sabre_mountain.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_cloudy_04.environment_group	ogres		wh3_main_ogr_ogre_kingdoms	Creative Assembly
minor_n_cth	unfortified_settlement	false	terrain\battles\minor_n_cth\	UI/Frontend UI/battle_map_images/xing_po.png		4	4	true	true	true		0	0.7000	false	false	0.0000	0.0000	false	false	false			weather/battle/wh_day_sunset_04.environment_group	cathay		wh3_main_cth_cathay	Creative Assembly
