bullet_point	unit_key
armour_piercing	wh2_dlc09_tmb_mon_necrosphinx_ror
armoured	wh2_dlc09_tmb_mon_necrosphinx_ror
terror	wh2_dlc09_tmb_mon_necrosphinx_ror
anti_large	wh2_dlc09_tmb_mon_sepulchral_stalkers_0
armour_piercing	wh2_dlc09_tmb_mon_sepulchral_stalkers_0
armoured	wh2_dlc09_tmb_mon_sepulchral_stalkers_0
vanguard_deployment	wh2_dlc09_tmb_mon_sepulchral_stalkers_0
anti_large	wh2_dlc09_tmb_mon_sepulchral_stalkers_ror
armour_piercing	wh2_dlc09_tmb_mon_sepulchral_stalkers_ror
stalk	wh2_dlc09_tmb_mon_sepulchral_stalkers_ror
vanguard_deployment	wh2_dlc09_tmb_mon_sepulchral_stalkers_ror
anti_infantry	wh2_dlc09_tmb_mon_tomb_scorpion_0
armour_piercing	wh2_dlc09_tmb_mon_tomb_scorpion_0
armoured	wh2_dlc09_tmb_mon_tomb_scorpion_0
terror	wh2_dlc09_tmb_mon_tomb_scorpion_0
anti_infantry	wh2_dlc09_tmb_mon_ushabti_0_summoned
armour_piercing	wh2_dlc09_tmb_mon_ushabti_0_summoned
armoured	wh2_dlc09_tmb_mon_ushabti_0_summoned
anti_infantry	wh2_dlc09_tmb_mon_ushabti_0
armour_piercing	wh2_dlc09_tmb_mon_ushabti_0
armoured	wh2_dlc09_tmb_mon_ushabti_0
armour_piercing	wh2_dlc09_tmb_mon_ushabti_1
armour_piercing_ranged	wh2_dlc09_tmb_mon_ushabti_1
armoured	wh2_dlc09_tmb_mon_ushabti_1
anti_infantry	wh2_dlc09_tmb_mon_ushabti_ror
armour_piercing_ranged	wh2_dlc09_tmb_mon_ushabti_ror
armoured	wh2_dlc09_tmb_mon_ushabti_ror
shieldbreaker	wh2_dlc09_tmb_mon_ushabti_ror
anti_infantry	wh2_dlc09_tmb_veh_khemrian_warsphinx_0
armour_piercing	wh2_dlc09_tmb_veh_khemrian_warsphinx_0
armoured	wh2_dlc09_tmb_veh_khemrian_warsphinx_0
terror	wh2_dlc09_tmb_veh_khemrian_warsphinx_0
anti_infantry	wh2_dlc09_tmb_veh_skeleton_archer_chariot_0
anti_infantry	wh2_dlc09_tmb_veh_skeleton_chariot_0
poison	wh2_dlc10_def_cav_doomfire_warlocks_0
very_fast	wh2_dlc10_def_cav_doomfire_warlocks_0
armour_piercing	wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0
armoured_and_shielded	wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0
armour_piercing_ranged	wh2_dlc10_def_cav_raven_heralds_ror_0
vanguard_deployment	wh2_dlc10_def_cav_raven_heralds_ror_0
very_fast	wh2_dlc10_def_cav_raven_heralds_ror_0
poison	wh2_dlc10_def_cav_slaanesh_harvesters_ror_0
very_fast	wh2_dlc10_def_cav_slaanesh_harvesters_ror_0
anti_infantry	wh2_dlc10_def_cha_crone_0
armour_piercing	wh2_dlc10_def_cha_crone_0
dodge	wh2_dlc10_def_cha_crone_0
anti_infantry	wh2_dlc10_def_cha_crone_1
armour_piercing	wh2_dlc10_def_cha_crone_1
dodge	wh2_dlc10_def_cha_crone_1
very_fast	wh2_dlc10_def_cha_crone_1
anti_infantry	wh2_dlc10_def_cha_crone_4
armour_piercing	wh2_dlc10_def_cha_crone_4
armoured	wh2_dlc10_def_cha_crone_4
terror	wh2_dlc10_def_cha_crone_4
anti_infantry	wh2_dlc10_def_cha_crone_5
armour_piercing	wh2_dlc10_def_cha_crone_5
terror	wh2_dlc10_def_cha_crone_5
spellcaster	wh2_dlc10_def_cha_sorceress_beasts_0
spellcaster	wh2_dlc10_def_cha_sorceress_beasts_1
very_fast	wh2_dlc10_def_cha_sorceress_beasts_1
armour_piercing	wh2_dlc10_def_cha_sorceress_beasts_2
spellcaster	wh2_dlc10_def_cha_sorceress_beasts_2
spellcaster	wh2_dlc10_def_cha_sorceress_beasts_3
very_fast	wh2_dlc10_def_cha_sorceress_beasts_3
spellcaster	wh2_dlc10_def_cha_sorceress_death_0
spellcaster	wh2_dlc10_def_cha_sorceress_death_1
very_fast	wh2_dlc10_def_cha_sorceress_death_1
armour_piercing	wh2_dlc10_def_cha_sorceress_death_2
spellcaster	wh2_dlc10_def_cha_sorceress_death_2
spellcaster	wh2_dlc10_def_cha_sorceress_death_3
very_fast	wh2_dlc10_def_cha_sorceress_death_3
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_beasts_0
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_beasts_1
very_fast	wh2_dlc10_def_cha_supreme_sorceress_beasts_1
armour_piercing	wh2_dlc10_def_cha_supreme_sorceress_beasts_2
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_beasts_2
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_beasts_3
very_fast	wh2_dlc10_def_cha_supreme_sorceress_beasts_3
armour_piercing	wh2_dlc10_def_cha_supreme_sorceress_beasts_4
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_beasts_4
armour_piercing	wh2_dlc10_def_cha_supreme_sorceress_beasts_5
dragon_breath_noxious	wh2_dlc10_def_cha_supreme_sorceress_beasts_5
scaly_skin	wh2_dlc10_def_cha_supreme_sorceress_beasts_5
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_beasts_5
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_dark_0
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_dark_1
very_fast	wh2_dlc10_def_cha_supreme_sorceress_dark_1
armour_piercing	wh2_dlc10_def_cha_supreme_sorceress_dark_2
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_dark_2
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_dark_3
very_fast	wh2_dlc10_def_cha_supreme_sorceress_dark_3
armour_piercing	wh2_dlc10_def_cha_supreme_sorceress_dark_4
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_dark_4
armour_piercing	wh2_dlc10_def_cha_supreme_sorceress_dark_5
dragon_breath_noxious	wh2_dlc10_def_cha_supreme_sorceress_dark_5
scaly_skin	wh2_dlc10_def_cha_supreme_sorceress_dark_5
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_dark_5
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_death_0
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_death_1
very_fast	wh2_dlc10_def_cha_supreme_sorceress_death_1
armour_piercing	wh2_dlc10_def_cha_supreme_sorceress_death_2
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_death_2
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_death_3
very_fast	wh2_dlc10_def_cha_supreme_sorceress_death_3
armour_piercing	wh2_dlc10_def_cha_supreme_sorceress_death_4
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_death_4
armour_piercing	wh2_dlc10_def_cha_supreme_sorceress_death_5
dragon_breath_noxious	wh2_dlc10_def_cha_supreme_sorceress_death_5
scaly_skin	wh2_dlc10_def_cha_supreme_sorceress_death_5
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_death_5
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_fire_0
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_fire_1
very_fast	wh2_dlc10_def_cha_supreme_sorceress_fire_1
armour_piercing	wh2_dlc10_def_cha_supreme_sorceress_fire_2
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_fire_2
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_fire_3
very_fast	wh2_dlc10_def_cha_supreme_sorceress_fire_3
armour_piercing	wh2_dlc10_def_cha_supreme_sorceress_fire_4
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_fire_4
armour_piercing	wh2_dlc10_def_cha_supreme_sorceress_fire_5
dragon_breath_noxious	wh2_dlc10_def_cha_supreme_sorceress_fire_5
scaly_skin	wh2_dlc10_def_cha_supreme_sorceress_fire_5
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_fire_5
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_shadow_0
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_shadow_1
very_fast	wh2_dlc10_def_cha_supreme_sorceress_shadow_1
armour_piercing	wh2_dlc10_def_cha_supreme_sorceress_shadow_2
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_shadow_2
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_shadow_3
very_fast	wh2_dlc10_def_cha_supreme_sorceress_shadow_3
armour_piercing	wh2_dlc10_def_cha_supreme_sorceress_shadow_4
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_shadow_4
armour_piercing	wh2_dlc10_def_cha_supreme_sorceress_shadow_5
dragon_breath_noxious	wh2_dlc10_def_cha_supreme_sorceress_shadow_5
scaly_skin	wh2_dlc10_def_cha_supreme_sorceress_shadow_5
spellcaster	wh2_dlc10_def_cha_supreme_sorceress_shadow_5
anti_infantry	wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0
armour_piercing	wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0
armoured	wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0
murderous_mastery	wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0
defender	wh2_dlc10_def_inf_sisters_of_slaughter
dodge	wh2_dlc10_def_inf_sisters_of_slaughter
murderous_mastery	wh2_dlc10_def_inf_sisters_of_slaughter
anti_infantry	wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0
dodge	wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0
madness_of_khaine	wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0
murderous_mastery	wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0
armour_piercing_ranged	wh2_dlc10_def_inf_the_bolt_fiends_ror_0
shieldbreaker	wh2_dlc10_def_inf_the_bolt_fiends_ror_0
shielded	wh2_dlc10_def_inf_the_bolt_fiends_ror_0
anti_large	wh2_dlc10_def_inf_the_hellebronai_ror_0
charge_reflector	wh2_dlc10_def_inf_the_hellebronai_ror_0
shielded	wh2_dlc10_def_inf_the_hellebronai_ror_0
frost_breath_hydra	wh2_dlc10_def_mon_chill_of_sontar_ror_0
frostbite	wh2_dlc10_def_mon_chill_of_sontar_ror_0
regeneration	wh2_dlc10_def_mon_chill_of_sontar_ror_0
terror	wh2_dlc10_def_mon_chill_of_sontar_ror_0
rampage	wh2_dlc10_def_mon_feral_manticore_0
terror	wh2_dlc10_def_mon_feral_manticore_0
anti_large	wh2_dlc10_def_mon_kharibdyss_0
aquatic	wh2_dlc10_def_mon_kharibdyss_0
scaly_skin	wh2_dlc10_def_mon_kharibdyss_0
terror	wh2_dlc10_def_mon_kharibdyss_0
regeneration	wh2_dlc10_def_mon_war_hydra_boss
scaly_skin	wh2_dlc10_def_mon_war_hydra_boss
terror	wh2_dlc10_def_mon_war_hydra_boss
ethereal	wh2_dlc10_dwf_cha_thane_ghost_summoned_0
shielded	wh2_dlc10_dwf_cha_thane_ghost_summoned_0
terror	wh2_dlc10_dwf_cha_thane_ghost_summoned_0
anti_large	wh2_dlc10_dwf_inf_giant_slayers
armour_piercing	wh2_dlc10_dwf_inf_giant_slayers
deathblow	wh2_dlc10_dwf_inf_giant_slayers
fast_dwarf	wh2_dlc10_dwf_inf_giant_slayers
anti_large	wh2_dlc10_hef_cav_the_fireborn_ror_0
armoured_and_shielded	wh2_dlc10_hef_cav_the_fireborn_ror_0
dragon_armour	wh2_dlc10_hef_cav_the_fireborn_ror_0
martial_mastery	wh2_dlc10_hef_cav_the_fireborn_ror_0
decent_melee	wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0
fire_whilst_moving	wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0
hybrid	wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0
vanguard_deployment	wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0
very_fast	wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0
spellcaster	wh2_dlc10_hef_cha_alarielle_the_radiant_0
spellcaster	wh2_dlc10_hef_cha_alarielle_the_radiant_1
very_fast	wh2_dlc10_hef_cha_alarielle_the_radiant_1
spellcaster	wh2_dlc10_hef_cha_alarielle_the_radiant_2
spellcaster	wh2_dlc10_hef_cha_alarielle_the_radiant_3
very_fast	wh2_dlc10_hef_cha_alarielle_the_radiant_3
armour_piercing_ranged	wh2_dlc10_hef_cha_alith_anar_0
good_range	wh2_dlc10_hef_cha_alith_anar_0
vanguard_deployment	wh2_dlc10_hef_cha_alith_anar_0
armour_piercing_ranged	wh2_dlc10_hef_cha_alith_anar_summoned_0
good_range	wh2_dlc10_hef_cha_alith_anar_summoned_0
vanguard_deployment	wh2_dlc10_hef_cha_alith_anar_summoned_0
anti_large	wh2_dlc10_hef_cha_handmaiden_0
bows_of_avelorn	wh2_dlc10_hef_cha_handmaiden_0
charge_reflector_vs_large	wh2_dlc10_hef_cha_handmaiden_0
anti_large	wh2_dlc10_hef_cha_handmaiden_1
bows_of_avelorn	wh2_dlc10_hef_cha_handmaiden_1
very_fast	wh2_dlc10_hef_cha_handmaiden_1
anti_large	wh2_dlc10_hef_cha_handmaiden_2
armoured	wh2_dlc10_hef_cha_handmaiden_2
bows_of_avelorn	wh2_dlc10_hef_cha_handmaiden_2
spellcaster	wh2_dlc10_hef_cha_mage_heavens_0
spellcaster	wh2_dlc10_hef_cha_mage_heavens_1
very_fast	wh2_dlc10_hef_cha_mage_heavens_1
anti_infantry	wh2_dlc10_hef_cha_mage_heavens_2
spellcaster	wh2_dlc10_hef_cha_mage_heavens_2
spellcaster	wh2_dlc10_hef_cha_mage_shadows_0
spellcaster	wh2_dlc10_hef_cha_mage_shadows_1
very_fast	wh2_dlc10_hef_cha_mage_shadows_1
anti_infantry	wh2_dlc10_hef_cha_mage_shadows_2
spellcaster	wh2_dlc10_hef_cha_mage_shadows_2
good_range	wh2_dlc10_hef_cha_shadow_walker
master_ambusher	wh2_dlc10_hef_cha_shadow_walker
stalk	wh2_dlc10_hef_cha_shadow_walker
vanguard_deployment	wh2_dlc10_hef_cha_shadow_walker
damage_dealer	wh2_dlc10_hef_inf_dryads_0
forest_spirit	wh2_dlc10_hef_inf_dryads_0
vanguard_deployment	wh2_dlc10_hef_inf_dryads_0
weak_anti_armour	wh2_dlc10_hef_inf_dryads_0
armour_piercing_ranged	wh2_dlc10_hef_inf_everqueens_court_guards_ror_0
bows_of_avelorn	wh2_dlc10_hef_inf_everqueens_court_guards_ror_0
decent_melee	wh2_dlc10_hef_inf_everqueens_court_guards_ror_0
good_range	wh2_dlc10_hef_inf_everqueens_court_guards_ror_0
hybrid	wh2_dlc10_hef_inf_everqueens_court_guards_ror_0
anti_large	wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0
armour_piercing	wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0
armoured	wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0
mark_of_asuryan	wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0
good_range	wh2_dlc10_hef_inf_shadow_walkers_0
master_ambusher	wh2_dlc10_hef_inf_shadow_walkers_0
stalk	wh2_dlc10_hef_inf_shadow_walkers_0
vanguard_deployment	wh2_dlc10_hef_inf_shadow_walkers_0
good_range	wh2_dlc10_hef_inf_shadow_warriors_0
master_ambusher	wh2_dlc10_hef_inf_shadow_warriors_0
stalk	wh2_dlc10_hef_inf_shadow_warriors_0
vanguard_deployment	wh2_dlc10_hef_inf_shadow_warriors_0
armour_piercing_ranged	wh2_dlc10_hef_inf_sisters_of_avelorn_0
bows_of_avelorn	wh2_dlc10_hef_inf_sisters_of_avelorn_0
decent_melee	wh2_dlc10_hef_inf_sisters_of_avelorn_0
good_range	wh2_dlc10_hef_inf_sisters_of_avelorn_0
good_range	wh2_dlc10_hef_inf_the_grey_ror_0
master_ambusher	wh2_dlc10_hef_inf_the_grey_ror_0
vanguard_deployment	wh2_dlc10_hef_inf_the_grey_ror_0
anti_large	wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0
charge_reflector	wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0
magical_aura	wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0
shielded	wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0
armour_piercing	wh2_dlc10_hef_inf_the_silverpelts_ror_0
armoured	wh2_dlc10_hef_inf_the_silverpelts_ror_0
forest_strider	wh2_dlc10_hef_inf_the_silverpelts_ror_0
lion_cloak	wh2_dlc10_hef_inf_the_silverpelts_ror_0
anti_large	wh2_dlc10_hef_inf_the_storm_riders_ror_0
charge_reflector_vs_large	wh2_dlc10_hef_inf_the_storm_riders_ror_0
fire_whilst_moving	wh2_dlc10_hef_inf_the_storm_riders_ror_0
vanguard_deployment	wh2_dlc10_hef_inf_the_storm_riders_ror_0
armoured	wh2_dlc10_hef_mon_treekin_0
charge_reflector_vs_large	wh2_dlc10_hef_mon_treekin_0
forest_spirit	wh2_dlc10_hef_mon_treekin_0
armour_piercing	wh2_dlc10_hef_mon_treeman_0
armoured	wh2_dlc10_hef_mon_treeman_0
charge_reflector	wh2_dlc10_hef_mon_treeman_0
forest_spirit	wh2_dlc10_hef_mon_treeman_0
anti_large	wh2_dlc10_lzd_mon_carnosaur_boss
armour_piercing	wh2_dlc10_lzd_mon_carnosaur_boss
armoured	wh2_dlc10_lzd_mon_carnosaur_boss
rampage	wh2_dlc10_lzd_mon_carnosaur_boss
armour_piercing	wh2_dlc10_nor_mon_phoenix_flamespyre_boss
attuned_to_magic	wh2_dlc10_nor_mon_phoenix_flamespyre_boss
armour_piercing	wh2_dlc10_skv_mon_hell_pit_abomination_boss
regeneration	wh2_dlc10_skv_mon_hell_pit_abomination_boss
terror	wh2_dlc10_skv_mon_hell_pit_abomination_boss
anti_large	wh2_dlc11_cst_art_carronade
armour_piercing_ranged	wh2_dlc11_cst_art_carronade
anti_infantry	wh2_dlc11_cst_art_mortar
anti_infantry	wh2_dlc11_cst_art_queen_bess
