name	can_weather_disable	event_start	event_stop	intensity_rtpc	make_rtpc_global	sample_distance	height_influence	height_scale	use_building_height	use_tree_height	always_play
WH3_Faction_Chaos_Int_Primary_Loop_Flavor	true	Battle_Environment_Chaos_Int_Primary_Loop_Flavor_Play	Battle_Environment_Chaos_Int_Primary_Loop_Flavor_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Chaos_Int_Secondary_Loop	true	Battle_Environment_Chaos_Int_Secondary_Loop_Play	Battle_Environment_Chaos_Int_Secondary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Chaos_Loop_Ext_Wind	true	Battle_Environment_Wind_Ext_Chaos_Quad_Play	Battle_Environment_Wind_Ext_Chaos_Quad_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Chaos_Loop_Int_Wind	true	Battle_Environment_Wind_Int_Chaos_Quad_Play	Battle_Environment_Wind_Int_Chaos_Quad_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Khorne_Forest_Loop	true	Battle_Environment_Forests_Loop_Khorne_Play	Battle_Environment_Forests_Loop_Khorne_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
WH3_Faction_Khorne_Primary_Loop	true	Battle_Environment_Khorne_Primary_Loop_Play	Battle_Environment_Khorne_Primary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Khorne_Secondary_Loop	true	Battle_Environment_Khorne_Secondary_Loop_Play	Battle_Environment_Khorne_Secondary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Khorne_Storm_Flavor_Loop	true	Battle_Environment_Storms_Of_Magic_Khorne_Flavor_Loop_Play	Battle_Environment_Storms_Of_Magic_Khorne_Flavor_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Khorne_Storm_Primary_Creature_Loop	true	Battle_Environment_Storms_Of_Magic_Khorne_Primary_Creature_Loop_Play	Battle_Environment_Storms_Of_Magic_Khorne_Primary_Creature_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Khorne_Storm_Primary_Rumble_Loop	true	Battle_Environment_Storms_Of_Magic_Khorne_Primary_Rumble_Loop_Play	Battle_Environment_Storms_Of_Magic_Khorne_Primary_Rumble_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Khorne_Storm_Primary_Voices_Loop	true	Battle_Environment_Storms_Of_Magic_Khorne_Primary_Voices_Loop_Play	Battle_Environment_Storms_Of_Magic_Khorne_Primary_Voices_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Khorne_Storm_Secondary_Loop	true	Battle_Environment_Storms_Of_Magic_Khorne_Secondary_Loop_Play	Battle_Environment_Storms_Of_Magic_Khorne_Secondary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Khorne_Water_Lake	false	Battle_Environment_Water_Lake_Khorne_Play	Battle_Environment_Water_Lake_Khorne_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
WH3_Faction_Khorne_Wind_Loop	true	Battle_Environment_Wind_Storms_Khorne_Quad_Play	Battle_Environment_Wind_Storms_Khorne_Quad_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Kislev_Forest_Loop	true	Battle_Environment_Forests_Loop_Kislev_Play	Battle_Environment_Forests_Loop_Kislev_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
WH3_Faction_Kislev_Primary_Loop	true	Battle_Environment_Kislev_Primary_Loop_Play	Battle_Environment_Kislev_Primary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Kislev_Secondary_Loop	true	Battle_Environment_Kislev_Secondary_Loop_Play	Battle_Environment_Kislev_Secondary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Nurgle_Forest_Loop	true	Battle_Environment_Forests_Loop_Nurgle_Play	Battle_Environment_Forests_Loop_Nurgle_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
WH3_Faction_Nurgle_Primary_Loop	true	Battle_Environment_Nurgle_Primary_Loop_Play	Battle_Environment_Nurgle_Primary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Nurgle_Secondary_Loop	true	Battle_Environment_Nurgle_Secondary_Loop_Play	Battle_Environment_Nurgle_Secondary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Nurgle_Storm_Flavor_Loop	true	Battle_Environment_Storms_Of_Magic_Nurgle_Flavor_Loop_Play	Battle_Environment_Storms_Of_Magic_Nurgle_Flavor_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Nurgle_Storm_Primary_Loop	true	Battle_Environment_Storms_Of_Magic_Nurgle_Primary_Loop_Play	Battle_Environment_Storms_Of_Magic_Nurgle_Primary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Nurgle_Storm_Secondary_Loop	true	Battle_Environment_Storms_Of_Magic_Nurgle_Secondary_Loop_Play	Battle_Environment_Storms_Of_Magic_Nurgle_Secondary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Nurgle_Water_Lake	false	Battle_Environment_Water_Lake_Nurgle_Play	Battle_Environment_Water_Lake_Nurgle_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
WH3_Faction_Nurgle_Wind_Loop	true	Battle_Environment_Wind_Storms_Nurgle_Quad_Play	Battle_Environment_Wind_Storms_Nurgle_Quad_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Ogres_Forest_Loop	true	Battle_Environment_Forests_Loop_Ogre_Play	Battle_Environment_Forests_Loop_Ogre_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
WH3_Faction_Ogres_Primary_Loop	true	Battle_Environment_Ogre_Primary_Loop_Play	Battle_Environment_Ogre_Primary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Ogres_Secondary_Loop	true	Battle_Environment_Ogre_Secondary_Loop_Play	Battle_Environment_Ogre_Secondary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Slaanesh_Forest_Loop	true	Battle_Environment_Forests_Loop_Slaanesh_Play	Battle_Environment_Forests_Loop_Slaanesh_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
WH3_Faction_Slaanesh_Primary_Loop	true	Battle_Environment_Slaanesh_Primary_Loop_Play	Battle_Environment_Slaanesh_Primary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Slaanesh_Secondary_Loop	true	Battle_Environment_Slaanesh_Secondary_Loop_Play	Battle_Environment_Slaanesh_Secondary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Slaanesh_Storm_Flavor_Loop	true	Battle_Environment_Storms_Of_Magic_Slaanesh_Flavor_Loop_Play	Battle_Environment_Storms_Of_Magic_Slaanesh_Flavor_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Slaanesh_Storm_Primary_Loop	true	Battle_Environment_Storms_Of_Magic_Slaanesh_Primary_Loop_Play	Battle_Environment_Storms_Of_Magic_Slaanesh_Primary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Slaanesh_Storm_Secondary_Loop	true	Battle_Environment_Storms_Of_Magic_Slaanesh_Secondary_Loop_Play	Battle_Environment_Storms_Of_Magic_Slaanesh_Secondary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Slaanesh_Water_Lake	false	Battle_Environment_Water_Lake_Slaanesh_Play	Battle_Environment_Water_Lake_Slaanesh_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
WH3_Faction_Slaanesh_Wind_Loop	true	Battle_Environment_Wind_Storms_Slaanesh_Quad_Play	Battle_Environment_Wind_Storms_Slaanesh_Quad_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Tzeentch_Forest_Loop	true	Battle_Environment_Forests_Loop_Tzeentch_Play	Battle_Environment_Forests_Loop_Tzeentch_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
WH3_Faction_Tzeentch_Primary_Loop	true	Battle_Environment_Tzeentch_Primary_Loop_Play	Battle_Environment_Tzeentch_Primary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Tzeentch_Secondary_Loop	true	Battle_Environment_Tzeentch_Secondary_Loop_Play	Battle_Environment_Tzeentch_Secondary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Tzeentch_Storm_Flavor_Loop	true	Battle_Environment_Storms_Of_Magic_Tzeentch_Flavor_Loop_Play	Battle_Environment_Storms_Of_Magic_Tzeentch_Flavor_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Tzeentch_Storm_Primary_Loop	true	Battle_Environment_Storms_Of_Magic_Tzeentch_Primary_Loop_Play	Battle_Environment_Storms_Of_Magic_Tzeentch_Primary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Tzeentch_Storm_Secondary_Loop	true	Battle_Environment_Storms_Of_Magic_Tzeentch_Secondary_Loop_Play	Battle_Environment_Storms_Of_Magic_Tzeentch_Secondary_Loop_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Faction_Tzeentch_Water_Lake	false	Battle_Environment_Water_Lake_Tzeentch_Play	Battle_Environment_Water_Lake_Tzeentch_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
WH3_Faction_Tzeentch_Wind_Loop	true	Battle_Environment_Wind_Storms_Tzeentch_Quad_Play	Battle_Environment_Wind_Storms_Tzeentch_Quad_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Generic_Caves_Forest_Loop	true	Battle_Environment_Generic_Cave_Forest_Loop_Quad_Play	Battle_Environment_Generic_Cave_Forest_Loop_Quad_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
WH3_Generic_Caves_Primary_Loop	true	Battle_Environment_Generic_Cave_Primary_Loop_Play	Battle_Environment_Generic_Cave_Primary_Loop_Stop		false	150.0000	false	1.0000	false	false	false
WH3_Generic_Caves_Secondary_Loop	true	Battle_Environment_Generic_Cave_Secondary_Loop_Play	Battle_Environment_Generic_Cave_Secondary_Loop_Stop		false	150.0000	false	1.0000	false	false	false
WH3_Generic_Caves_Wind_Loop	true	Battle_Environment_Generic_Wind_Caves_Quad_Play	Battle_Environment_Generic_Wind_Caves_Quad_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Generic_Cold_Forest_Loop	true	Battle_Environment_Generic_Cold_Forests_Loop_Quad_Play	Battle_Environment_Generic_Cold_Forests_Loop_Quad_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
WH3_Generic_Cold_Primary_Loop	true	Battle_Environment_Generic_Primary_Loop_Cold_Quad_Play	Battle_Environment_Generic_Primary_Loop_Cold_Quad_Stop		false	150.0000	false	1.0000	false	false	false
WH3_Generic_Cold_Wind_Loop	true	Battle_Environment_Generic_Wind_Cold_Quad_Play	Battle_Environment_Generic_Wind_Cold_Quad_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Generic_Desert_Forest_Loop	true	Battle_Environment_Generic_Desert_Forests_Loop_Quad_Play	Battle_Environment_Generic_Desert_Forests_Loop_Quad_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
WH3_Generic_Desert_Primary_Loop	true	Battle_Environment_Generic_Primary_Loop_Desert_Quad_Play	Battle_Environment_Generic_Primary_Loop_Desert_Quad_Stop		false	150.0000	false	1.0000	false	false	false
WH3_Generic_Desert_Wind_Loop	true	Battle_Environment_Generic_Wind_Desert_Quad_Play	Battle_Environment_Generic_Wind_Desert_Quad_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Generic_Forest_Loop_Jungle	true	Battle_Environment_Generic_Jungle_Forests_Loop_Quad_Play	Battle_Environment_Generic_Jungle_Forests_Loop_Quad_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
WH3_Generic_Forest_Loop_Trees	true	Battle_Environment_Generic_Trees_Forests_Loop_Quad_Play	Battle_Environment_Generic_Trees_Forests_Loop_Quad_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
WH3_Generic_Hills_Forest_Loop	true	Battle_Environment_Generic_Hills_Forests_Loop_Quad_Play	Battle_Environment_Generic_Hills_Forests_Loop_Quad_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
WH3_Generic_Hills_Primary_Loop	true	Battle_Environment_Generic_Primary_Loop_Hills_Quad_Play	Battle_Environment_Generic_Primary_Loop_Hills_Quad_Stop		false	150.0000	false	1.0000	false	false	false
WH3_Generic_Hills_Wind_Loop	true	Battle_Environment_Generic_Wind_Hills_Quad_Play	Battle_Environment_Generic_Wind_Hills_Quad_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Generic_Jungle_Primary_Loop	true	Battle_Environment_Generic_Primary_Loop_Jungle_Quad_Play	Battle_Environment_Generic_Primary_Loop_Jungle_Quad_Stop		false	150.0000	false	1.0000	false	false	false
WH3_Generic_Jungle_Wind_Loop	true	Battle_Environment_Generic_Wind_Jungle_Quad_Play	Battle_Environment_Generic_Wind_Jungle_Quad_Stop		false	100.0000	false	1.0000	false	false	false
WH3_Generic_Lake	false	Battle_Environment_Element_Water_Lake_Generic_Play	Battle_Environment_Element_Water_Lake_Generic_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
WH3_Generic_Volcanic_Forest_Loop	true	Battle_Environment_Generic_Volcanic_Forests_Loop_Quad_Play	Battle_Environment_Generic_Volcanic_Forests_Loop_Quad_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
WH3_Generic_Volcanic_Primary_Loop	true	Battle_Environment_Generic_Volcanic_Primary_Loop_Play	Battle_Environment_Generic_Volcanic_Primary_Loop_Stop		false	150.0000	false	1.0000	false	false	false
WH3_Generic_Volcanic_Secondary_Loop	true	Battle_Environment_Generic_Volcanic_Secondary_Loop_Play	Battle_Environment_Generic_Volcanic_Secondary_Loop_Stop		false	150.0000	false	1.0000	false	false	false
WH3_Generic_Volcanic_Wind_Loop	true	Battle_Environment_Generic_Wind_Volcanic_Quad_Play	Battle_Environment_Generic_Wind_Volcanic_Quad_Stop		false	100.0000	false	1.0000	false	false	false
beastmen_ambience	true	Battle_Environment_Beastmen_Ambience_Play	Battle_Environment_Beastmen_Ambience_Stop		false	100.0000	false	1.0000	false	false	false
beastmen_forest	true	Battle_Environment_Beastmen_Forest_Play	Battle_Environment_Beastmen_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
beastmen_lake	false	Battle_Environment_Element_Water_Lake_Beastmen_Play	Battle_Environment_Element_Water_Lake_Beastmen_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
cave_forest	true	Battle_Environment_Cave_Forest_Play	Battle_Environment_Cave_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
cave_lake	false	Battle_Environment_Element_Water_Lake_Cave_Play	Battle_Environment_Element_Water_Lake_Cave_Stop	Generic_Water_Percentage	false	150.0000	false	1.0000	false	false	false
cave_wind	false	Battle_Environment_Element_Wind_Cave_Play	Battle_Environment_Element_Wind_Cave_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
cave_wind_abstract	false	Battle_Environment_Element_Ambience_Cave_Play	Battle_Environment_Element_Ambience_Cave_Stop		false	100.0000	false	166.0000	false	false	true
chaos_dwarves_main	true	Battle_Environment_Chaos_Dwarves_Loop_Main_Play	Battle_Environment_Chaos_Dwarves_Loop_Main_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
climate_desert_forest	true	Battle_Environment_Desert_Forest_Loop_Start	Battle_Environment_Desert_Forest_Loop_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
climate_desert_main	true	Battle_Environment_Desert_Main_Loop_Start	Battle_Environment_Desert_Main_Loop_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
climate_desert_wind	true	Battle_Environment_Desert_Wind_Loop_Start	Battle_Environment_Desert_Wind_Loop_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
dark_elves_beach_forest	true	Battle_Environment_Dark_Elves_Beach_Forest_Play	Battle_Environment_Dark_Elves_Beach_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
dark_elves_beach_lake	false	Battle_Environment_Element_Water_Lake_Dark_Elves_Beach_Play	Battle_Environment_Element_Water_Lake_Dark_Elves_Beach_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
dark_elves_beach_primary	true	Battle_Environment_Dark_Elves_Beach_Primary_Play	Battle_Environment_Dark_Elves_Beach_Primary_Stop		false	100.0000	false	1.0000	false	false	false
dark_elves_beach_secondary	true	Battle_Environment_Dark_Elves_Beach_Secondary_Play	Battle_Environment_Dark_Elves_Beach_Secondary_Stop		false	100.0000	false	1.0000	false	false	false
dark_elves_beach_wind	false	Battle_Environment_Element_Wind_Dark_Elves_Beach_Play	Battle_Environment_Element_Wind_Dark_Elves_Beach_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
dark_elves_cold_forest	true	Battle_Environment_Dark_Elves_Cold_Forest_Play	Battle_Environment_Dark_Elves_Cold_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
dark_elves_cold_lake	false	Battle_Environment_Element_Water_Lake_Dark_Elves_Cold_Play	Battle_Environment_Element_Water_Lake_Dark_Elves_Cold_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
dark_elves_cold_primary	true	Battle_Environment_Dark_Elves_Cold_Primary_Play	Battle_Environment_Dark_Elves_Cold_Primary_Stop		false	100.0000	false	1.0000	false	false	false
dark_elves_cold_wind	false	Battle_Environment_Element_Wind_Dark_Elves_Cold_Play	Battle_Environment_Element_Wind_Dark_Elves_Cold_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
dark_elves_desert_forest	true	Battle_Environment_Dark_Elves_Desert_Forest_Play	Battle_Environment_Dark_Elves_Desert_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
dark_elves_desert_lake	false	Battle_Environment_Element_Water_Lake_Dark_Elves_Desert_Play	Battle_Environment_Element_Water_Lake_Dark_Elves_Desert_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
dark_elves_desert_primary	true	Battle_Environment_Dark_Elves_Desert_Primary_Play	Battle_Environment_Dark_Elves_Desert_Primary_Stop		false	100.0000	false	1.0000	false	false	false
dark_elves_desert_wind	false	Battle_Environment_Element_Wind_Dark_Elves_Desert_Play	Battle_Environment_Element_Wind_Dark_Elves_Desert_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
dark_elves_hills_forest	true	Battle_Environment_Dark_Elves_Hills_Forest_Play	Battle_Environment_Dark_Elves_Hills_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
dark_elves_hills_lake	false	Battle_Environment_Element_Water_Lake_Dark_Elves_Hills_Play	Battle_Environment_Element_Water_Lake_Dark_Elves_Hills_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
dark_elves_hills_primary	true	Battle_Environment_Dark_Elves_Hills_Primary_Play	Battle_Environment_Dark_Elves_Hills_Primary_Stop		false	100.0000	false	1.0000	false	false	false
dark_elves_hills_wind	false	Battle_Environment_Element_Wind_Dark_Elves_Hills_Play	Battle_Environment_Element_Wind_Dark_Elves_Hills_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
dark_elves_marsh_forest	true	Battle_Environment_Dark_Elves_Marsh_Forest_Play	Battle_Environment_Dark_Elves_Marsh_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
dark_elves_marsh_lake	false	Battle_Environment_Element_Water_Lake_Dark_Elves_Marsh_Play	Battle_Environment_Element_Water_Lake_Dark_Elves_Marsh_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
dark_elves_marsh_primary	true	Battle_Environment_Dark_Elves_Marsh_Primary_Play	Battle_Environment_Dark_Elves_Marsh_Primary_Stop		false	100.0000	false	1.0000	false	false	false
dark_elves_marsh_wind	false	Battle_Environment_Element_Wind_Dark_Elves_Marsh_Play	Battle_Environment_Element_Wind_Dark_Elves_Marsh_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
dark_elves_volcanic_forest	true	Battle_Environment_Dark_Elves_Volcanic_Forest_Play	Battle_Environment_Dark_Elves_Volcanic_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
dark_elves_volcanic_lake	false	Battle_Environment_Element_Water_Lake_Dark_Elves_Volcanic_Play	Battle_Environment_Element_Water_Lake_Dark_Elves_Volcanic_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
dark_elves_volcanic_primary	true	Battle_Environment_Dark_Elves_Volcanic_Primary_Play	Battle_Environment_Dark_Elves_Volcanic_Primary_Stop		false	100.0000	false	1.0000	false	false	false
dark_elves_volcanic_wind	false	Battle_Environment_Element_Wind_Dark_Elves_Volcanic_Play	Battle_Environment_Element_Wind_Dark_Elves_Volcanic_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
dwarf_ambience	true	Battle_Environment_Dwarf_Ambience_Play	Battle_Environment_Dwarf_Ambience_Stop		false	100.0000	false	1.0000	false	false	false
dwarf_forest	true	Battle_Environment_Dwarf_Forest_Play	Battle_Environment_Dwarf_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
dwarf_lake	false	Battle_Environment_Element_Water_Lake_Dwarf_Play	Battle_Environment_Element_Water_Lake_Dwarf_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
dwarf_wind	false	Battle_Environment_Element_Wind_Dwarf_Play	Battle_Environment_Element_Wind_Dwarf_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
empire_ambience	true	Battle_Environment_Empire_Ambience_Play	Battle_Environment_Empire_Ambience_Stop		false	100.0000	false	1.0000	false	false	false
empire_forest	false	Battle_Environment_Empire_Forest_Play	Battle_Environment_Empire_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
empire_lake	false	Battle_Environment_Element_Water_Lake_Empire_Play	Battle_Environment_Element_Water_Lake_Empire_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
generic_river	false	Battle_Environment_Element_Water_River_Play	Battle_Environment_Element_Water_River_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
generic_sea	false	Battle_Environment_Element_Water_Sea_Play	Battle_Environment_Element_Water_Sea_Stop	Generic_Water_Percentage	false	180.0000	false	1.0000	false	false	false
generic_wind	false	Battle_Environment_Element_Wind_Generic_Play	Battle_Environment_Element_Wind_Generic_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
greenskin_ambience	true	Battle_Environment_Greenskin_Ambience_Play	Battle_Environment_Greenskin_Ambience_Stop		false	100.0000	false	1.0000	false	false	false
greenskin_forest	true	Battle_Environment_Greenskin_Forest_Play	Battle_Environment_Greenskin_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
greenskin_lake	false	Battle_Environment_Element_Water_Lake_Greenskins_Play	Battle_Environment_Element_Water_Lake_Greenskins_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
high_elves_beach_forest	true	Battle_Environment_High_Elves_Beach_Forest_Play	Battle_Environment_High_Elves_Beach_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
high_elves_beach_primary	true	Battle_Environment_High_Elves_Beach_Primary_Play	Battle_Environment_High_Elves_Beach_Primary_Stop		false	100.0000	false	1.0000	false	false	false
high_elves_beach_secondary	true	Battle_Environment_High_Elves_Beach_Secondary_Play	Battle_Environment_High_Elves_Beach_Secondary_Stop		false	100.0000	false	1.0000	false	false	false
high_elves_beach_wind	false	Battle_Environment_Element_Wind_High_Elves_Beach_Play	Battle_Environment_Element_Wind_High_Elves_Beach_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
high_elves_hills_forest	true	Battle_Environment_High_Elves_Hills_Forest_Play	Battle_Environment_High_Elves_Hills_Forest_Stop	Generic_Forest_Percentage	false	150.0000	false	1.0000	false	false	false
high_elves_hills_primary	true	Battle_Environment_High_Elves_Hills_Primary_Play	Battle_Environment_High_Elves_Hills_Primary_Stop		false	100.0000	false	1.0000	false	false	false
high_elves_hills_wind	false	Battle_Environment_Element_Wind_High_Elves_Hills_Play	Battle_Environment_Element_Wind_High_Elves_Hills_Stop	Battle_Wind_Intensity	false	100.0000	true	166.0000	false	false	true
high_elves_lake	false	Battle_Environment_Element_Water_Lake_High_Elves_Play	Battle_Environment_Element_Water_Lake_High_Elves_Stop	Generic_Water_Percentage	false	100.0000	false	1.0000	false	false	false
lizardmen_dlc13_qb_golden_tributes	true	Battle_Environment_DLC13_Lizardmen_QB_Golden_Tributes_Primary_Play	Battle_Environment_DLC13_Lizardmen_QB_Golden_Tributes_Primary_Stop		false	100.0000	false	1.0000	false	false	false
