effect	icon_path
wh2_main_effect_agent_action_passive_spread_corruption_buff_sla	ui/campaign ui/effect_bundles/corruption_slaanesh.png
wh2_main_effect_agent_action_passive_spread_corruption_buff_tze	ui/campaign ui/effect_bundles/corruption_tzeentch.png
wh2_main_effect_agent_action_passive_spread_corruption_buff_vmp	ui/campaign ui/effect_bundles/corruption_vampiric.png
wh2_main_effect_agent_action_passive_spread_public_order_buff	ui/campaign ui/effect_bundles/public_order.png
wh2_main_effect_agent_action_passive_spread_public_order_horde_buff	ui/campaign ui/effect_bundles/public_order.png
wh2_main_effect_agent_action_passive_stimulate_growth_buff	ui/campaign ui/effect_bundles/growth.png
wh2_main_effect_army_movement_up_dummy	ui/campaign ui/effect_bundles/campaign_movement.png
wh2_main_effect_blark_soi_replenishment	ui/campaign ui/effect_bundles/replenishment.png
wh2_main_effect_force_enemy_campaign_movement_range	ui/campaign ui/effect_bundles/campaign_movement.png
wh2_main_effect_force_own_campaign_movement_range	ui/campaign ui/effect_bundles/campaign_movement.png
wh2_main_effect_replenishment_lords	ui/campaign ui/effect_bundles/replenishment.png
wh2_twa01_effect_enable_mount_spider_shrine	ui/Campaign ui/mounts/mount_arachnarok_spider.png
wh3_dlc20_effect_char_upgrade_xp_loss_mod_khorne_scripted	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_char_upgrade_xp_loss_mod_nurgle_scripted	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_char_upgrade_xp_loss_mod_slaanesh_scripted	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_char_upgrade_xp_loss_mod_tzeentch_scripted	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_character_ascension_mod_all_daemon_prince	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_character_ascension_mod_kho_daemon_prince	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_character_ascension_mod_nur_daemon_prince	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_character_ascension_mod_sla_daemon_prince	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_character_ascension_mod_tze_daemon_prince	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_character_ascension_mod_und_daemon_prince	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_chs_gift_cap_mod_all	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_chs_gift_cap_mod_kho	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_chs_gift_cap_mod_nur	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_chs_gift_cap_mod_sla	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_chs_gift_cap_mod_tze	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_chs_gift_cap_mod_und	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_chs_souls_on_plague_spread	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_force_replenishment_rate_chaos_warhounds_all	ui/campaign ui/effect_bundles/replenishment.png
wh3_dlc20_effect_force_replenishment_rate_khorne_marked_daemon_units	ui/campaign ui/effect_bundles/replenishment.png
wh3_dlc20_effect_force_replenishment_rate_nurgle_marked_daemon_units	ui/campaign ui/effect_bundles/replenishment.png
wh3_dlc20_effect_force_replenishment_rate_slaanesh_marked_daemon_units	ui/campaign ui/effect_bundles/replenishment.png
wh3_dlc20_effect_force_replenishment_rate_tzeentch_marked_daemon_units	ui/campaign ui/effect_bundles/replenishment.png
wh3_dlc20_effect_force_replenishment_rate_unmarked_units	ui/campaign ui/effect_bundles/replenishment.png
wh3_dlc20_effect_initiative_cost_reduction_mark_of_khorne	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_cost_reduction_mark_of_nurgle	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_cost_reduction_mark_of_slaanesh	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_cost_reduction_mark_of_tzeentch	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_upgrade_all_kho_authority_dummy	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_upgrade_all_kho_corruption_dummy	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_upgrade_all_kho_diplomacy_dummy	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_upgrade_all_kho_weapon_strength_dummy	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_upgrade_all_nur_authority_dummy	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_upgrade_all_nur_corruption_dummy	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_upgrade_all_nur_diplomacy_dummy	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_upgrade_all_nur_healing_dummy	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_upgrade_all_sla_authority_dummy	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_upgrade_all_sla_corruption_dummy	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_upgrade_all_sla_diplomacy_dummy	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_upgrade_all_sla_speed_dummy	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_upgrade_all_tze_authority_dummy	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_upgrade_all_tze_corruption_dummy	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_upgrade_all_tze_diplomacy_dummy	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_upgrade_all_tze_physical_resist_dummy	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_upgrade_all_und_corruption_dummy	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_initiative_upgrade_all_und_diplomacy_dummy	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_pooled_resource_mod_chs_authority_khorne_character	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_pooled_resource_mod_chs_authority_khorne_faction	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_pooled_resource_mod_chs_authority_nurgle_character	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_pooled_resource_mod_chs_authority_nurgle_faction	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_pooled_resource_mod_chs_authority_slaanesh_character	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_pooled_resource_mod_chs_authority_slaanesh_faction	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_pooled_resource_mod_chs_authority_tzeentch_character	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_pooled_resource_mod_chs_authority_tzeentch_faction	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_pooled_resource_mod_chs_authority_undivided_character	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_pooled_resource_mod_chs_authority_undivided_faction	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_pooled_resource_mod_souls_battle	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_replenishment_rate_marauder_horsemen_all	ui/campaign ui/effect_bundles/replenishment.png
wh3_dlc20_effect_replenishment_rate_marauders_all	ui/campaign ui/effect_bundles/replenishment.png
wh3_dlc20_effect_replenishment_und_all	ui/campaign ui/effect_bundles/replenishment.png
wh3_dlc20_effect_souls_from_post_battle_options	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc20_effect_souls_received_from_own_casualties	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc23_agent_action_daemonsmith_sorcerer_hashuts_blood	ui/campaign ui/effect_bundles/siege_attack.png
wh3_dlc23_effect_ability_replace_burning_bright_upgraded_chd_kdaai	ui/campaign ui/effect_bundles/wh3_dlc23_unit_passive_burning_bright.png
wh3_dlc23_effect_contact_phase_chd_melee_infantry	ui/campaign ui/effect_bundles/phase_sunder_armour.png
wh3_dlc23_effect_contact_phase_suppressed_chd_missile_inf	ui/campaign ui/effect_bundles/battle_movement.png
wh3_dlc23_effect_replenishment_rate_chd_arty_warmachines	ui/campaign ui/effect_bundles/replenishment.png
wh3_dlc23_effect_replenishment_rate_hobgoblins	ui/campaign ui/effect_bundles/replenishment.png
wh3_dlc24_effect_ability_ability_duration_debuff_spells_ostankya	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc24_effect_ability_wom_cost_debuff_spells_ostankya	ui/campaign ui/effect_bundles/general_ability.png
wh3_dlc24_effect_agent_action_assist_army_funnel_magic_buff	ui/campaign ui/effect_bundles/magic_campaign.png
wh3_dlc24_effect_agent_action_assist_army_protective_charms_buff	ui/campaign ui/effect_bundles/attrition.png
wh3_dlc24_effect_agent_action_hinder_army_hags_cursemark_buff	ui/campaign ui/effect_bundles/vigour.png
wh3_dlc24_effect_agent_action_hinder_army_siphon_winds_buff	ui/campaign ui/effect_bundles/magic_campaign.png
wh3_dlc24_effect_building_construction_cost_mod_all_compass	ui/campaign ui/effect_bundles/attribute_harmony.png
wh3_dlc24_effect_building_construction_time_add_mod_all_compass	ui/campaign ui/effect_bundles/attribute_harmony.png
wh3_dlc24_effect_building_settlement_initial_supply_points_compass	ui/campaign ui/effect_bundles/attribute_harmony.png
wh3_dlc24_effect_character_campaign_experience_mod_compass	ui/campaign ui/effect_bundles/attribute_harmony.png
wh3_dlc24_effect_cth_force_subtype_campaign_movement_yin	ui/campaign ui/effect_bundles/campaign_movement.png
wh3_dlc24_effect_force_all_campaign_experience_base_all_compass	ui/campaign ui/effect_bundles/attribute_harmony.png
wh3_dlc24_effect_force_stat_missile_resistance_cth_jade_warrior	ui/campaign ui/effect_bundles/resistance_missile.png
wh3_dlc24_effect_force_stat_missile_resistance_terracotta_sentinel	ui/campaign ui/effect_bundles/resistance_missile.png
wh3_dlc24_effect_force_stat_ward_save_cth_infantry	ui/campaign ui/effect_bundles/resistance_ward_save.png
wh3_dlc24_effect_public_order_compass	ui/campaign ui/effect_bundles/attribute_harmony.png
wh3_dlc24_effect_tze_cotw_enable_force_peace	ui/campaign ui/effect_bundles/cotw_force_peace.png
wh3_dlc24_effect_winds_of_magic_compass	ui/campaign ui/effect_bundles/attribute_harmony.png
wh3_dlc24_effect_xp_gain_all_units_compass	ui/campaign ui/effect_bundles/attribute_harmony.png
wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_1	ui/campaign ui/effect_bundles/hex_1.png
wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_2	ui/campaign ui/effect_bundles/hex_2.png
wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_3	ui/campaign ui/effect_bundles/hex_3.png
wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_4	ui/campaign ui/effect_bundles/hex_4.png
wh3_dlc24_tech_ksl_ostankya_witches_hut_hex_upgrade_5	ui/campaign ui/effect_bundles/hex_5.png
wh3_dlc25_effect_agent_nur_cultist_campaign_movement_increase	ui/campaign ui/effect_bundles/campaign_movement.png
wh3_dlc25_effect_contact_phase_suppressed_dwf_organ_guns	ui/campaign ui/effect_bundles/battle_movement.png
wh3_main_effect_agent_movement_range_mod_kho_bloodreaper	ui/campaign ui/effect_bundles/campaign_movement.png
wh3_main_effect_army_ability_enable_celestial_intervention	ui/campaign ui/effect_bundles/attribute_harmony.png
wh3_main_effect_corruption_reduction_compass	ui/campaign ui/effect_bundles/attribute_harmony.png
wh3_main_effect_cth_force_subtype_campaign_movement_yang	ui/campaign ui/effect_bundles/campaign_movement.png
wh3_main_effect_enable_ritual_ksl_winter_dazh_upgraded	ui/campaign ui/effect_bundles/kislev_motherland.png
wh3_main_effect_enable_ritual_ksl_winter_salyak_upgraded	ui/campaign ui/effect_bundles/kislev_motherland.png
wh3_main_effect_enable_ritual_ksl_winter_tor_upgraded	ui/campaign ui/effect_bundles/kislev_motherland.png
wh3_main_effect_enable_ritual_ksl_winter_ursun_upgraded	ui/campaign ui/effect_bundles/kislev_motherland.png
wh3_main_effect_force_replenishment_rate_cth_peasant_units	ui/campaign ui/effect_bundles/replenishment.png
wh3_main_effect_force_replenishment_rate_cth_terracotta_sentinels	ui/campaign ui/effect_bundles/replenishment.png
wh3_main_effect_force_replenishment_rate_kho_bloodletters_exalted_bloodletters	ui/campaign ui/effect_bundles/replenishment.png
wh3_main_effect_force_replenishment_rate_khorne	ui/campaign ui/effect_bundles/replenishment.png
wh3_main_effect_force_replenishment_rate_ksl_elemental	ui/campaign ui/effect_bundles/replenishment.png
wh3_main_effect_force_replenishment_rate_nur_nurglings	ui/campaign ui/effect_bundles/replenishment.png
wh3_main_effect_force_replenishment_rate_nur_plague_drones_rot_flies	ui/campaign ui/effect_bundles/replenishment.png
wh3_main_effect_force_replenishment_rate_nurgle	ui/campaign ui/effect_bundles/replenishment.png
wh3_main_effect_force_replenishment_rate_ogr_gorgers	ui/campaign ui/effect_bundles/replenishment.png
wh3_main_effect_force_replenishment_rate_sla_marauders_hellstriders	ui/campaign ui/effect_bundles/replenishment.png
wh3_main_effect_force_replenishment_rate_slaanesh	ui/campaign ui/effect_bundles/replenishment.png
wh3_main_effect_force_replenishment_rate_tze_forsaken	ui/campaign ui/effect_bundles/replenishment.png
wh3_main_effect_force_replenishment_rate_tzeentch	ui/campaign ui/effect_bundles/replenishment.png
wh3_main_effect_kairos_unlock_item_lore_of_beasts_dummy	ui/campaign ui/effect_bundles/item_ability.png
wh3_main_effect_kairos_unlock_item_lore_of_death_dummy	ui/campaign ui/effect_bundles/item_ability.png
wh3_main_effect_kairos_unlock_item_lore_of_fire_dummy	ui/campaign ui/effect_bundles/item_ability.png
wh3_main_effect_kairos_unlock_item_lore_of_heavens_dummy	ui/campaign ui/effect_bundles/item_ability.png
wh3_main_effect_kairos_unlock_item_lore_of_light_dummy	ui/campaign ui/effect_bundles/item_ability.png
wh3_main_effect_kairos_unlock_item_lore_of_metal_dummy	ui/campaign ui/effect_bundles/item_ability.png
wh3_main_effect_kairos_unlock_item_lore_of_shadows_dummy	ui/campaign ui/effect_bundles/item_ability.png
wh3_main_effect_kho_spawned_armies_battle_speed_mod	ui/campaign ui/effect_bundles/khorne_skull_throne.png
wh3_main_effect_kho_spawned_armies_guaranteed_bloodthirster	ui/campaign ui/effect_bundles/khorne_skull_throne.png
wh3_main_effect_kho_spawned_armies_initial_immunity_mod	ui/campaign ui/effect_bundles/khorne_skull_throne.png
wh3_main_effect_kho_spawned_armies_melee_attack_mod	ui/campaign ui/effect_bundles/khorne_skull_throne.png
wh3_main_effect_kho_spawned_armies_movement_mod	ui/campaign ui/effect_bundles/khorne_skull_throne.png
wh3_main_effect_kho_spawned_armies_post_battle_immunity_mod	ui/campaign ui/effect_bundles/khorne_skull_throne.png
wh3_main_effect_kho_spawned_armies_size_mod	ui/campaign ui/effect_bundles/khorne_skull_throne.png
wh3_main_effect_kho_spawned_army_upkeep	ui/campaign ui/effect_bundles/khorne_skull_throne.png
wh3_main_effect_province_growth_compass	ui/campaign ui/effect_bundles/attribute_harmony.png
wh3_main_effect_public_order_compass	ui/campaign ui/effect_bundles/attribute_harmony.png
wh3_main_effect_stance_ap_percentage_increase	ui/campaign ui/effect_bundles/campaign_movement.png
wh3_main_effect_tze_cotw_enable_borrow_time	ui/campaign ui/effect_bundles/cotw_show_ai_intentions.png
wh3_main_effect_tze_cotw_enable_break_alliance	ui/campaign ui/effect_bundles/cotw_break_alliance.png
wh3_main_effect_tze_cotw_enable_force_rebellion	ui/campaign ui/effect_bundles/cotw_force_rebellion.png
wh3_main_effect_tze_cotw_enable_force_war	ui/campaign ui/effect_bundles/cotw_force_war.png
wh3_main_effect_tze_cotw_enable_give_war_coordination_target	ui/campaign ui/effect_bundles/cotw_give_war_coordination_target.png
wh3_main_effect_tze_cotw_enable_halt_army	ui/campaign ui/effect_bundles/cotw_halt_faction.png
wh3_main_effect_tze_cotw_enable_open_gates	ui/campaign ui/effect_bundles/cotw_open_gates.png
wh3_main_effect_tze_cotw_enable_reveal_shroud	ui/campaign ui/effect_bundles/cotw_reveal_shroud.png
wh3_main_effect_tze_cotw_enable_track_army	ui/campaign ui/effect_bundles/cotw_track_army.png
wh3_main_effect_tze_cotw_enable_transfer_settlement	ui/campaign ui/effect_bundles/cotw_transfer_settlement.png
wh3_main_effect_unit_enable_spell_mastery_tzeentch_chars	ui/campaign ui/effect_bundles/attribute_mastery_of_elemental_winds.png
wh3_main_effect_winds_of_magic_compass_increase	ui/campaign ui/effect_bundles/attribute_harmony.png
wh_dlc06_effect_replenishment_savage_orcs	ui/campaign ui/effect_bundles/replenishment.png
wh_dlc07_effect_force_all_campaign_replenishment_rate_peasants	ui/campaign ui/effect_bundles/replenishment.png
wh_dlc08_effect_foce_slayers_replenishment_rate	ui/campaign ui/effect_bundles/replenishment.png
wh_main_effect_agent_movement_range_mod	ui/campaign ui/effect_bundles/campaign_movement.png
wh_main_effect_character_stat_aura_leadership_effect	ui/campaign ui/effect_bundles/general_ability.png
wh_main_effect_character_stat_fire_resistance	ui/campaign ui/effect_bundles/resistance_fire.png
wh_main_effect_character_stat_leadership_aura_size	ui/campaign ui/effect_bundles/general_ability.png
wh_main_effect_character_stat_leadership_aura_size_attacking	ui/campaign ui/effect_bundles/general_ability.png
wh_main_effect_character_stat_leadership_aura_size_defending	ui/campaign ui/effect_bundles/general_ability.png
wh_main_effect_character_stat_leadership_aura_size_sieging	ui/campaign ui/effect_bundles/general_ability.png
wh_main_effect_character_stat_magic_resistance	ui/campaign ui/effect_bundles/resistance_magic.png
wh_main_effect_character_stat_missile_resistance	ui/campaign ui/effect_bundles/resistance_missile.png
wh_main_effect_character_stat_physical_resistance	ui/campaign ui/effect_bundles/resistance_physical.png
wh_main_effect_character_stat_ward_save	ui/campaign ui/effect_bundles/resistance_ward_save.png
wh_main_effect_conquest_enable_night_battles	ui/campaign ui/effect_bundles/subterfuge.png
wh_main_effect_economy_gdp_mod_all_compass	ui/campaign ui/effect_bundles/attribute_harmony.png
wh_main_effect_force_all_campaign_movement_range	ui/campaign ui/effect_bundles/campaign_movement.png
wh_main_effect_force_all_campaign_movement_range_bad	ui/campaign ui/effect_bundles/campaign_movement.png
wh_main_effect_force_all_campaign_recruitment_cost_all_compass	ui/campaign ui/effect_bundles/attribute_harmony.png
wh_main_effect_force_all_campaign_replenishment_rate	ui/campaign ui/effect_bundles/replenishment.png
wh_main_effect_force_all_campaign_replenishment_rate_chaos	ui/campaign ui/effect_bundles/replenishment.png
wh_main_effect_force_all_campaign_replenishment_rate_chaos_good	ui/campaign ui/effect_bundles/replenishment.png
wh_main_effect_force_all_campaign_replenishment_rate_compass	ui/campaign ui/effect_bundles/attribute_harmony.png
wh_main_effect_force_all_campaign_replenishment_rate_undead	ui/campaign ui/effect_bundles/replenishment.png
wh_main_effect_force_all_campaign_replenishment_rate_undead_good	ui/campaign ui/effect_bundles/replenishment.png
wh_main_effect_force_army_campaign_movement_range	ui/campaign ui/effect_bundles/campaign_movement.png
wh_main_effect_force_artillery_campaign_replenishment_rate	ui/campaign ui/effect_bundles/replenishment.png
wh_main_effect_force_knights_campaign_replenishment_rate	ui/campaign ui/effect_bundles/replenishment.png
wh_main_effect_force_stat_fire_resistance	ui/campaign ui/effect_bundles/resistance_fire.png
wh_main_effect_force_stat_leadership_enemy_unit_compass	ui/campaign ui/effect_bundles/attribute_harmony.png
wh_main_effect_force_stat_magic_resistance	ui/campaign ui/effect_bundles/resistance_magic.png
wh_main_effect_force_stat_missile_resistance_artillery	ui/campaign ui/effect_bundles/resistance_missile.png
wh_main_effect_force_stat_physical_resistance	ui/campaign ui/effect_bundles/resistance_physical.png
wh_main_effect_force_stat_ward_save	ui/campaign ui/effect_bundles/resistance_ward_save.png
wh_main_effect_general_aura_mod_all_during_ambush	ui/campaign ui/effect_bundles/general_ability.png
