existing_building_chain_key	existing_building_level_inclusive_end	existing_building_level_inclusive_start	potential_buiding_chain_key	potential_building_level_inclusive_end	potential_building_level_inclusive_start	synergy_policy_key	existing_building_instance	existing_building_super_chain	potential_building_instance	potential_building_super_chain	synergy_scope_key	synergy_level_key
wh2_main_lzd_terradons	wh2_dlc12_lzd_terradons_2	wh2_main_lzd_terradons_1	wh2_main_lzd_smith	wh2_main_lzd_smith_1	wh2_main_lzd_smith_1	cai_cs_synergy_policy_default		wh2_main_sch_military3_warmachines		wh2_main_sch_military5	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh2_main_skv_assassins	wh2_main_skv_assassins_2	wh2_main_skv_assassins_1	wh2_main_skv_plagues	wh2_main_skv_plagues_3	wh2_main_skv_plagues_1	cai_cs_synergy_policy_default		wh2_main_sch_military2_stables		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_skv_clanrats	wh2_main_skv_clanrats_3	wh2_main_skv_clanrats_1	wh2_main_skv_engineers	wh2_main_skv_engineers_3	wh2_main_skv_engineers_1	cai_cs_synergy_policy_default		wh2_main_sch_military1_barracks		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_skv_settlement_major	wh2_main_skv_settlement_major_5	wh2_main_skv_settlement_major_5	wh2_main_skv_farm	wh2_main_skv_farm_3	wh2_main_skv_farm_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_skv_settlement_minor	wh2_main_skv_settlement_minor_3	wh2_main_skv_settlement_minor_1	wh2_main_skv_assassins_eshin	wh2_dlc14_skv_eshin_assassins_3	wh2_dlc14_skv_eshin_assassins_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_negative_level_high
wh2_main_skv_settlement_minor	wh2_main_skv_settlement_minor_3	wh2_main_skv_settlement_minor_1	wh2_main_skv_engineers	wh2_main_skv_engineers_3	wh2_main_skv_engineers_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh2_main_skv_settlement_minor	wh2_main_skv_settlement_minor_3	wh2_main_skv_settlement_minor_1	wh2_main_skv_plagues	wh2_main_skv_plagues_3	wh2_main_skv_plagues_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh2_main_skv_weaponteams	wh2_main_skv_weaponteams_1	wh2_main_skv_weaponteams_1	wh2_main_skv_engineers	wh2_main_skv_engineers_3	wh2_main_skv_engineers_1	cai_cs_synergy_policy_default		wh2_main_sch_support1_smith		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_special_altdorf_castle_reikguard	wh2_main_special_altdorf_castle_reikguard	wh2_main_special_altdorf_castle_reikguard	wh_main_special_reiksfort	wh_main_special_reiksfort	wh_main_special_reiksfort	cai_cs_synergy_policy_default		wh2_main_sch_special_altdorf_castle_reikguard		wh_main_sch_special_reiksfort	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_negative_level_high
wh2_main_special_altdorf_castle_reikguard			wh_main_EMPIRE_smiths			cai_cs_synergy_policy_default		wh2_main_sch_special_altdorf_castle_reikguard		wh2_main_sch_support1_smith	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_special_lothern_port_other	wh2_main_special_lothern_port_other_3	wh2_main_special_lothern_port_other_1	wh2_main_hef_embassy	wh2_main_hef_embassy_1	wh2_main_hef_embassy_1	cai_cs_synergy_policy_default		wh2_main_sch_special_lothern_port		wh2_main_sch_infrastructure5_tradingspying	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_special_lothern_port	wh2_main_special_lothern_port_3	wh2_main_special_lothern_port_1	wh2_main_hef_embassy	wh2_main_hef_embassy_1	wh2_main_hef_embassy_1	cai_cs_synergy_policy_default		wh2_main_sch_special_lothern_port		wh2_main_sch_infrastructure5_tradingspying	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_special_settlement_gaean_vale	wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_1	wh2_main_hef_barracks	wh2_main_hef_barracks_3	wh2_main_hef_barracks_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh2_main_special_settlement_gaean_vale	wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_1	wh2_main_hef_court	wh2_main_hef_court_2	wh2_main_hef_court_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure4_energy	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_low
wh2_main_special_settlement_gaean_vale	wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_1	wh2_main_hef_stables	wh2_main_hef_stables_2	wh2_main_hef_stables_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh2_main_special_settlement_gaean_vale	wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_5	wh2_main_hef_farm	wh2_main_hef_farm_3	wh2_main_hef_farm_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_negative_level_high
wh3_dlc20_woc_dark_fortress_income			wh3_dlc20_woc_dark_fortress_knights			cai_cs_synergy_policy_default		wh3_dlc20_sch_woc_dark_fortress_income		wh3_dlc20_sch_woc_dark_fortress_knights	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_high
wh3_dlc20_woc_dark_fortress_income			wh3_dlc20_woc_dark_fortress_large_monsters			cai_cs_synergy_policy_default		wh3_dlc20_sch_woc_dark_fortress_income		wh3_dlc20_sch_woc_dark_fortress_large_monsters	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_high
wh3_dlc20_woc_dark_fortress_income			wh3_dlc20_woc_dark_fortress_shrine			cai_cs_synergy_policy_default		wh3_dlc20_sch_woc_dark_fortress_income		wh3_dlc20_sch_woc_dark_fortress_shrine	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_high
wh3_dlc23_chd_outpost_mine			wh3_dlc23_chd_factory_drills			cai_cs_synergy_policy_default		wh3_dlc23_sch_chd_outpost_reinforced_mine		wh3_dlc23_sch_chd_factory_drills	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh3_dlc23_chd_settlement_factory	wh3_dlc23_chd_settlement_factory_3	wh3_dlc23_chd_settlement_factory_1	wh3_dlc23_chd_military_chaos_dwarf_infantry	wh3_dlc23_chd_military_chaos_dwarf_infantry_3	wh3_dlc23_chd_military_chaos_dwarf_infantry_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_dlc23_chd_settlement_factory	wh3_dlc23_chd_settlement_factory_3	wh3_dlc23_chd_settlement_factory_1	wh3_dlc23_chd_military_hobgoblins	wh3_dlc23_chd_military_hobgoblins_2	wh3_dlc23_chd_military_hobgoblins_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh3_dlc23_chd_settlement_factory	wh3_dlc23_chd_settlement_factory_3	wh3_dlc23_chd_settlement_factory_1	wh3_dlc23_chd_military_war_machines	wh3_dlc23_chd_military_war_machines_3	wh3_dlc23_chd_military_war_machines_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_dlc23_chd_settlement_tower	wh3_dlc23_chd_settlement_tower_5	wh3_dlc23_chd_settlement_tower_1	wh3_dlc23_chd_military_hobgoblins	wh3_dlc23_chd_military_hobgoblins_2	wh3_dlc23_chd_military_hobgoblins_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh3_dlc23_chd_tower_furnace	wh3_dlc23_chd_tower_furnace_2	wh3_dlc23_chd_tower_furnace_1	wh3_dlc23_chd_factory_assembly_line	wh3_dlc23_chd_factory_assembly_line_3	wh3_dlc23_chd_factory_assembly_line_1	cai_cs_synergy_policy_default		wh3_dlc23_sch_chd_tower_furnance		wh2_main_sch_infrastructure2_industry	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh3_dlc23_chd_tower_furnace	wh3_dlc23_chd_tower_furnace_2	wh3_dlc23_chd_tower_furnace_1	wh3_dlc23_chd_factory_refinery	wh3_dlc23_chd_factory_refinery_3	wh3_dlc23_chd_factory_refinery_1	cai_cs_synergy_policy_default		wh3_dlc23_sch_chd_tower_furnance		wh2_main_sch_infrastructure4_energy	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh3_main_cth_settlement_major			wh3_main_cth_jade_barracks			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_main_cth_settlement_major	wh3_main_cth_settlement_major_5	wh3_main_cth_settlement_major_5	wh3_main_cth_growth_yang	wh3_main_cth_growth_yang_3	wh3_main_cth_growth_yang_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh3_main_cth_settlement_major	wh3_main_cth_settlement_major_5	wh3_main_cth_settlement_major_5	wh3_main_cth_growth_yin	wh3_main_cth_growth_yin_3	wh3_main_cth_growth_yin_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh3_main_dae_kho_settlement_major			wh3_main_dae_barracks_kho			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military4_monsters	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_main_dae_nur_settlement_major			wh3_main_dae_barracks_nur			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_main_dae_sla_settlement_major			wh3_main_dae_barracks_sla			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_main_dae_tze_settlement_major			wh3_main_dae_barracks_tze			cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh3_main_kho_settlement_major	wh3_main_kho_settlement_major_5_a	wh3_main_kho_settlement_major_2_a	wh3_main_kho_infra_growth_income	wh3_main_kho_infra_growth_income_3	wh3_main_kho_infra_growth_income_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_high
wh3_main_kho_settlement_major	wh3_main_kho_settlement_major_5	wh3_main_kho_settlement_major_2	wh3_main_kho_infra_growth_income	wh3_main_kho_infra_growth_income_3	wh3_main_kho_infra_growth_income_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_high
