key	use_unit_exp_level_range	min_unit_exp_level_inclusive	max_unit_exp_level_inclusive	special_category
lzd_kroq_gar_mounted	false	-1	-1	
lzd_kroxigor	false	-1	-1	
lzd_kroxigor_ancient	false	-1	-1	
lzd_missile_skinks	false	-1	-1	
lzd_nakai	false	-1	-1	
lzd_oxyotl	false	-1	-1	
lzd_salamander_ancients	false	-1	-1	
lzd_salamander_razordon_hunting_packs	false	-1	-1	
lzd_salamander_razordon_hunting_packs_rank7	true	7	9	
lzd_salamander_razordon_hunting_packs_rank7_ror	false	-1	-1	
lzd_saurus	false	-1	-1	
lzd_saurus_coldones	false	-1	-1	
lzd_saurus_templeg	false	-1	-1	
lzd_saurus_templeg_rank7	true	7	9	
lzd_saurus_templeg_rank7_ror	false	-1	-1	
lzd_skink_chief_unmounted_terradon	false	-1	-1	
lzd_skink_kroxigor_rank7	true	7	9	
lzd_skink_kroxigor_rank7_ror	false	-1	-1	
lzd_skinks	false	-1	-1	
lzd_skinks_rank_1	true	1	9	
lzd_skinks_rank_2	true	2	9	
lzd_skinks_rank_3	true	3	9	
lzd_skinks_rank_4	true	4	9	
lzd_skinks_rank_5	true	5	9	
lzd_skinks_rank_6	true	6	9	
lzd_skinks_rank_7	true	7	9	
lzd_skinks_rank_8	true	8	9	
lzd_skinks_rank_9	true	9	9	
lzd_stegadon	false	-1	-1	
lzd_templeguard	false	-1	-1	
lzd_terradon	false	-1	-1	
lzd_terradon_coldones_rank7	true	7	9	
lzd_terradon_coldones_rank7_ror	false	-1	-1	
lzd_terradon_riders_0	false	-1	-1	
lzd_terradon_riders_1	false	-1	-1	
lzd_terradon_ripperdactyl	false	-1	-1	
lzd_terradon_ripperdactyl_coatl	false	-1	-1	
lzd_terradon_ripperdactyl_coatl_coldones_rank7	true	7	9	
lzd_terradon_ripperdactyl_coatl_coldones_rank7_ror	false	-1	-1	
lzd_troglodon	false	-1	-1	
lzd_vets_terradon_ripperdactyl	true	7	9	
lzd_vets_terradon_ripperdactyl_coatl	true	7	9	
lzd_vets_terradon_ripperdactyl_coatl_ror	false	-1	-1	
lzd_vets_terradon_ripperdactyl_ror	false	-1	-1	
manticore	false	-1	-1	
melee_units	false	-1	-1	
merc_set_chs_armoured_trolls	false	-1	-1	
merc_set_chs_aspiring_champions	false	-1	-1	
merc_set_chs_centigors_tze	false	-1	-1	
merc_set_chs_chariot_kho	false	-1	-1	
merc_set_chs_chariot_nur	false	-1	-1	
merc_set_chs_chariot_sla	false	-1	-1	
merc_set_chs_chariot_tze	false	-1	-1	
merc_set_chs_chariot_und	false	-1	-1	
merc_set_chs_daemonette_basic	false	-1	-1	
merc_set_chs_dragon_ogres_basic	false	-1	-1	
merc_set_chs_flesh_hounds	false	-1	-1	
merc_set_chs_forsaken_spawn_kho	false	-1	-1	
merc_set_chs_forsaken_spawn_nur	false	-1	-1	
merc_set_chs_forsaken_spawn_sla	false	-1	-1	
merc_set_chs_forsaken_spawn_tze	false	-1	-1	
merc_set_chs_forsaken_spawn_und	false	-1	-1	
merc_set_chs_giants	false	-1	-1	
merc_set_chs_hounds_kho	false	-1	-1	
merc_set_chs_hounds_poison	false	-1	-1	
merc_set_chs_hounds_und	false	-1	-1	
merc_set_chs_knights_kho	false	-1	-1	
merc_set_chs_knights_nur	false	-1	-1	
merc_set_chs_knights_sla	false	-1	-1	
merc_set_chs_knights_tze	false	-1	-1	
merc_set_chs_knights_und	false	-1	-1	
merc_set_chs_manticore_dragon_ogre_giant_trolls	false	-1	-1	
merc_set_chs_manticores	false	-1	-1	
merc_set_chs_marauder_horsemen_kho	false	-1	-1	
merc_set_chs_marauder_horsemen_nur	false	-1	-1	
merc_set_chs_marauder_horsemen_sla	false	-1	-1	
merc_set_chs_marauder_horsemen_tze	false	-1	-1	
merc_set_chs_marauder_horsemen_und	false	-1	-1	
merc_set_chs_marauders_inf_kho	false	-1	-1	
merc_set_chs_marauders_inf_nur	false	-1	-1	
merc_set_chs_marauders_inf_sla	false	-1	-1	
merc_set_chs_marauders_inf_tze	false	-1	-1	
merc_set_chs_marauders_inf_und	false	-1	-1	
merc_set_chs_nurglings	false	-1	-1	
merc_set_chs_pestigors_nur	false	-1	-1	
merc_set_chs_regular_trolls	false	-1	-1	
merc_set_chs_screamers	false	-1	-1	
merc_set_chs_spawns_und	false	-1	-1	
merc_set_chs_tzaangors_tze	false	-1	-1	
merc_set_chs_warriors_kho	false	-1	-1	
merc_set_chs_warriors_nur	false	-1	-1	
merc_set_chs_warriors_sla	false	-1	-1	
merc_set_chs_warriors_tze	false	-1	-1	
merc_set_chs_warriors_und	false	-1	-1	
missile_units	false	-1	-1	
monsters	false	-1	-1	
mp_cap_group_360_degree_fire	false	-1	-1	
mp_cap_group_chariots_warmachines	false	-1	-1	
mp_cap_group_chd_veh_train	false	-1	-1	
mp_cap_group_extended_roster	false	-1	-1	
mp_cap_group_extended_roster_chaos_daemon_units	false	-1	-1	
mp_cap_group_extended_roster_dwarfs	false	-1	-1	
mp_cap_group_extended_roster_rakarth_units	false	-1	-1	
mp_cap_group_extended_roster_vampire_counts	false	-1	-1	
mp_cap_group_flying_unit	false	-1	-1	
mp_cap_group_heroes	false	-1	-1	
mp_cap_group_joke_speed	false	-1	-1	
mp_cap_group_lords	false	-1	-1	
mp_cap_group_mark_of_chaos	false	-1	-1	
mp_cap_group_missile_cav_chariots_warmachines	false	-1	-1	
mp_cap_group_ranged_units	false	-1	-1	
mp_cap_group_rare_single_entities	false	-1	-1	
mp_cap_group_restricted_units	false	-1	-1	
mp_cap_hero_aekold_helbrass	false	-1	-1	
