building_chain	level	active_slot_count
wh2_dlc17_bst_special_settlement_couronne	4	2
wh2_dlc17_bst_special_settlement_couronne	5	2
wh2_dlc17_bst_special_settlement_hexoatl	1	1
wh2_dlc17_bst_special_settlement_hexoatl	2	1
wh2_dlc17_bst_special_settlement_hexoatl	3	2
wh2_dlc17_bst_special_settlement_hexoatl	4	2
wh2_dlc17_bst_special_settlement_hexoatl	5	2
wh2_dlc17_bst_special_settlement_karaz_a_karak	1	1
wh2_dlc17_bst_special_settlement_karaz_a_karak	2	1
wh2_dlc17_bst_special_settlement_karaz_a_karak	3	2
wh2_dlc17_bst_special_settlement_karaz_a_karak	4	2
wh2_dlc17_bst_special_settlement_karaz_a_karak	5	2
wh2_dlc17_bst_special_settlement_kislev	1	1
wh2_dlc17_bst_special_settlement_kislev	2	1
wh2_dlc17_bst_special_settlement_kislev	3	2
wh2_dlc17_bst_special_settlement_kislev	4	2
wh2_dlc17_bst_special_settlement_kislev	5	2
wh2_dlc17_bst_special_settlement_lothern	1	2
wh2_dlc17_bst_special_settlement_lothern	2	2
wh2_dlc17_bst_special_settlement_lothern	3	3
wh2_dlc17_bst_special_settlement_lothern	4	3
wh2_dlc17_bst_special_settlement_lothern	5	3
wh2_dlc17_bst_special_settlement_naggarond	1	2
wh2_dlc17_bst_special_settlement_naggarond	2	2
wh2_dlc17_bst_special_settlement_naggarond	3	3
wh2_dlc17_bst_special_settlement_naggarond	4	3
wh2_dlc17_bst_special_settlement_naggarond	5	3
wh2_dlc17_bst_special_settlement_oak_of_ages	1	1
wh2_dlc17_bst_special_settlement_oak_of_ages	2	1
wh2_dlc17_bst_special_settlement_oak_of_ages	3	2
wh2_dlc17_bst_special_settlement_oak_of_ages	4	2
wh2_dlc17_bst_special_settlement_oak_of_ages	5	2
wh2_dlc17_bst_special_settlement_wei_jin	1	1
wh2_dlc17_bst_special_settlement_wei_jin	2	1
wh2_dlc17_bst_special_settlement_wei_jin	3	2
wh2_dlc17_bst_special_settlement_wei_jin	4	2
wh2_dlc17_bst_special_settlement_wei_jin	5	2
wh2_dlc17_bst_special_settlement_zharr_naggrund	1	1
wh2_dlc17_bst_special_settlement_zharr_naggrund	2	1
wh2_dlc17_bst_special_settlement_zharr_naggrund	3	2
wh2_dlc17_bst_special_settlement_zharr_naggrund	4	2
wh2_dlc17_bst_special_settlement_zharr_naggrund	5	2
wh2_main_def_settlement_major	4	5
wh2_main_def_settlement_major	5	7
wh2_main_hef_settlement_major	4	5
wh2_main_hef_settlement_major	5	7
wh2_main_lzd_settlement_major	4	5
wh2_main_lzd_settlement_major	5	7
wh2_main_skv_settlement_major	4	5
wh2_main_skv_settlement_major	5	7
wh2_main_special_empire_fort_chaos	-1	0
wh2_main_special_empire_fort_cst	-1	0
wh2_main_special_empire_fort_emp	-1	0
wh2_main_special_empire_fort_skaven	-1	0
wh2_main_special_empire_fort_vmp	-1	0
wh2_main_special_empire_fort_wef	-1	0
wh2_main_special_fortress_gate_eagle_chaos	-1	0
wh2_main_special_fortress_gate_eagle_cst	-1	0
wh2_main_special_fortress_gate_eagle_hef	-1	0
wh2_main_special_fortress_gate_eagle_skaven	-1	0
wh2_main_special_fortress_gate_eagle_untainted	-1	0
wh2_main_special_fortress_gate_eagle_vmp	-1	0
wh2_main_special_fortress_gate_eagle_wef	-1	0
wh2_main_special_fortress_gate_griffon_chaos	-1	0
wh2_main_special_fortress_gate_griffon_cst	-1	0
wh2_main_special_fortress_gate_griffon_hef	-1	0
wh2_main_special_fortress_gate_griffon_skaven	-1	0
wh2_main_special_fortress_gate_griffon_untainted	-1	0
wh2_main_special_fortress_gate_griffon_vmp	-1	0
wh2_main_special_fortress_gate_griffon_wef	-1	0
wh2_main_special_fortress_gate_phoenix_chaos	-1	0
wh2_main_special_fortress_gate_phoenix_cst	-1	0
wh2_main_special_fortress_gate_phoenix_hef	-1	0
wh2_main_special_fortress_gate_phoenix_skaven	-1	0
wh2_main_special_fortress_gate_phoenix_untainted	-1	0
wh2_main_special_fortress_gate_phoenix_vmp	-1	0
wh2_main_special_fortress_gate_phoenix_wef	-1	0
wh2_main_special_fortress_gate_unicorn_chaos	-1	0
wh2_main_special_fortress_gate_unicorn_cst	-1	0
wh2_main_special_fortress_gate_unicorn_hef	-1	0
wh2_main_special_fortress_gate_unicorn_skaven	-1	0
wh2_main_special_fortress_gate_unicorn_untainted	-1	0
wh2_main_special_fortress_gate_unicorn_vmp	-1	0
wh2_main_special_fortress_gate_unicorn_wef	-1	0
wh2_main_special_settlement_colony_major_hef	4	5
wh2_main_special_settlement_colony_major_hef	5	7
wh2_main_special_settlement_drakenhof_cst	-1	2
wh2_main_special_settlement_eight_peaks_skv	-1	2
wh2_main_special_settlement_gaean_vale	-1	2
wh2_main_special_settlement_gaean_vale_wef	1	3
wh2_main_special_settlement_gaean_vale_wef	2	5
wh2_main_special_settlement_gaean_vale_wef	3	6
wh2_main_special_settlement_gaean_vale_wef	4	8
wh2_main_special_settlement_gaean_vale_wef	5	9
wh2_main_special_settlement_hellpit	-1	2
wh2_main_special_settlement_hellpit_wef	-1	2
wh2_main_special_settlement_hexoatl_lzd	-1	2
wh2_main_special_settlement_hexoatl_wef	-1	2
wh2_main_special_settlement_itza_lzd	-1	2
wh2_main_special_settlement_itza_wef	-1	2
wh2_main_special_settlement_karaz_a_karak_skv	-1	2
wh2_main_special_settlement_khemri_wef	-1	2
wh2_main_special_settlement_konquata_wef	-1	2
wh2_main_special_settlement_lahmia_wef	-1	2
wh2_main_special_settlement_lothern	-1	2
wh2_main_special_settlement_lothern_def	-1	2
wh2_main_special_settlement_lothern_wef	-1	2
wh2_main_special_settlement_naggarond	-1	2
wh2_main_special_settlement_naggarond_hef	-1	2
wh2_main_special_settlement_naggarond_wef	-1	2
wh2_main_special_settlement_pyramid_of_nagash_wef	-1	2
wh2_main_special_settlement_sartosa_brt	-1	2
wh2_main_special_settlement_sartosa_cst	-1	2
wh2_main_special_settlement_sartosa_def	-1	2
wh2_main_special_settlement_sartosa_emp	-1	2
wh2_main_special_settlement_sartosa_wef	-1	2
wh2_main_special_settlement_skavenblight	1	2
wh2_main_special_settlement_skavenblight	2	4
wh2_main_special_settlement_skavenblight	3	6
wh2_main_special_settlement_skavenblight	4	9
wh2_main_special_settlement_skavenblight	5	12
wh2_main_special_settlement_skavenblight_wef	-1	2
wh2_main_special_settlement_the_awakening_cst	-1	2
wh2_main_special_settlement_the_awakening_other	-1	2
wh2_main_special_settlement_the_awakening_wef	-1	2
wh2_main_wef_oak_of_ages_occupied	-1	0
wh2_twa03_special_settlement_konquata_lzd	4	5
wh2_twa03_special_settlement_konquata_lzd	5	7
wh3_dlc20_settlement_woc_chaos_altar	-1	1
wh3_dlc20_settlement_woc_chaos_altar_special_gate	1	1
wh3_dlc20_settlement_woc_chaos_altar_special_gate	2	1
wh3_dlc20_settlement_woc_chaos_altar_special_gate	3	1
wh3_dlc20_settlement_woc_dark_fortress	1	2
wh3_dlc20_settlement_woc_dark_fortress	2	3
wh3_dlc20_settlement_woc_dark_fortress	3	4
wh3_dlc20_settlement_woc_dark_fortress	4	5
wh3_dlc20_settlement_woc_dark_fortress	5	7
wh3_dlc23_chd_settlement_tower	1	2
wh3_dlc23_chd_settlement_tower	2	3
wh3_dlc23_chd_settlement_tower	3	4
wh3_dlc23_chd_settlement_tower	4	5
wh3_dlc23_chd_settlement_tower	5	7
wh3_dlc23_chd_special_settlement_tower	-1	2
wh3_dlc23_special_empire_fort_chd	-1	0
wh3_dlc23_special_fortress_gate_eagle_chd	-1	0
wh3_dlc23_special_fortress_gate_griffon_chd	-1	0
wh3_dlc23_special_fortress_gate_phoenix_chd	-1	0
wh3_dlc23_special_fortress_gate_unicorn_chd	-1	0
wh3_dlc23_special_settlement_bastion_chd	-1	0
wh3_dlc25_special_settlement_oak_of_ages_dwf	1	1
wh3_dlc27_hef_colony_settlement_major	4	5
wh3_dlc27_hef_colony_settlement_major	5	7
wh3_dlc27_settlement_nor_chaos_altar_kho	1	1
wh3_dlc27_settlement_nor_chaos_altar_kho	2	1
wh3_dlc27_settlement_nor_chaos_altar_kho_special_gate	1	1
wh3_dlc27_settlement_nor_chaos_altar_kho_special_gate	2	1
wh3_dlc27_settlement_nor_chaos_altar_kho_special_gate	3	1
wh3_dlc27_settlement_nor_chaos_altar_kho_special_port	1	2
wh3_dlc27_settlement_nor_chaos_altar_kho_special_port	2	2
wh3_dlc27_settlement_nor_chaos_altar_nur	1	1
wh3_dlc27_settlement_nor_chaos_altar_nur	2	1
wh3_dlc27_settlement_nor_chaos_altar_nur_special_gate	1	1
wh3_dlc27_settlement_nor_chaos_altar_nur_special_gate	2	1
wh3_dlc27_settlement_nor_chaos_altar_nur_special_gate	3	1
wh3_dlc27_settlement_nor_chaos_altar_nur_special_port	1	2
wh3_dlc27_settlement_nor_chaos_altar_nur_special_port	2	2
wh3_dlc27_settlement_nor_chaos_altar_sla	1	1
wh3_dlc27_settlement_nor_chaos_altar_sla	2	1
wh3_dlc27_settlement_nor_chaos_altar_sla_special_gate	1	1
wh3_dlc27_settlement_nor_chaos_altar_sla_special_gate	2	1
wh3_dlc27_settlement_nor_chaos_altar_sla_special_gate	3	1
wh3_dlc27_settlement_nor_chaos_altar_sla_special_port	1	2
wh3_dlc27_settlement_nor_chaos_altar_sla_special_port	2	2
wh3_dlc27_settlement_nor_chaos_altar_tze	1	1
wh3_dlc27_settlement_nor_chaos_altar_tze	2	1
wh3_dlc27_settlement_nor_chaos_altar_tze_special_gate	1	1
wh3_dlc27_settlement_nor_chaos_altar_tze_special_gate	2	1
wh3_dlc27_settlement_nor_chaos_altar_tze_special_gate	3	1
wh3_dlc27_settlement_nor_chaos_altar_tze_special_port	1	2
wh3_dlc27_settlement_nor_chaos_altar_tze_special_port	2	2
wh3_dlc27_settlement_nor_chaos_altar_und	1	1
wh3_dlc27_settlement_nor_chaos_altar_und	2	1
wh3_dlc27_settlement_nor_chaos_altar_und	3	1
wh3_dlc27_settlement_nor_chaos_altar_und	4	1
wh3_dlc27_settlement_nor_chaos_altar_und	5	1
wh3_dlc27_settlement_nor_chaos_altar_und_special_gate	1	1
wh3_dlc27_settlement_nor_chaos_altar_und_special_gate	2	1
wh3_dlc27_settlement_nor_chaos_altar_und_special_gate	3	1
wh3_dlc27_settlement_nor_chaos_altar_und_special_gate	4	2
wh3_dlc27_settlement_nor_chaos_altar_und_special_gate	5	2
wh3_dlc27_settlement_nor_chaos_altar_und_special_port	1	2
wh3_dlc27_settlement_nor_chaos_altar_und_special_port	2	2
wh3_dlc27_settlement_nor_chaos_altar_und_special_port	3	2
wh3_dlc27_settlement_nor_chaos_altar_und_special_port	4	2
wh3_dlc27_settlement_nor_chaos_altar_und_special_port	5	2
wh3_dlc27_sla_dec_palace_settlement	1	3
wh3_dlc27_sla_dec_palace_settlement	2	5
wh3_dlc27_sla_dec_palace_settlement	3	6
wh3_dlc27_sla_dec_palace_settlement	4	8
wh3_dlc27_sla_dec_palace_settlement	5	9
wh3_dlc27_sla_settlement_major_tormentors	4	5
wh3_dlc27_sla_settlement_major_tormentors	5	7
wh3_main_chs_settlement_minor	4	5
wh3_main_cth_bastion_primary	4	5
wh3_main_cth_settlement_major	4	5
wh3_main_cth_settlement_major	5	7
wh3_main_dae_kho_settlement_major	4	5
wh3_main_dae_kho_settlement_major	5	7
wh3_main_dae_nur_settlement_major	4	5
wh3_main_dae_nur_settlement_major	5	7
wh3_main_dae_settlement_major	4	5
wh3_main_dae_settlement_major	5	7
wh3_main_dae_sla_settlement_major	4	5
wh3_main_dae_sla_settlement_major	5	7
wh3_main_dae_tze_settlement_major	4	5
wh3_main_dae_tze_settlement_major	5	7
wh3_main_kho_settlement_major	4	5
wh3_main_kho_settlement_major	5	7
wh3_main_ksl_erengrad_city	1	2
wh3_main_ksl_erengrad_city	2	3
wh3_main_ksl_erengrad_city	3	5
wh3_main_ksl_erengrad_city	4	7
wh3_main_ksl_erengrad_city	5	9
wh3_main_ksl_kislev_city	1	2
wh3_main_ksl_kislev_city	2	3
wh3_main_ksl_kislev_city	3	5
wh3_main_ksl_kislev_city	4	7
wh3_main_ksl_kislev_city	5	9
wh3_main_ksl_praag_city	1	2
wh3_main_ksl_praag_city	2	3
wh3_main_ksl_praag_city	3	5
wh3_main_ksl_praag_city	4	7
wh3_main_ksl_praag_city	5	9
wh3_main_ksl_settlement_major	4	5
wh3_main_ksl_settlement_major	5	7
wh3_main_nur_settlement_major	4	5
wh3_main_nur_settlement_major	5	7
wh3_main_sla_settlement_major	4	5
wh3_main_sla_settlement_major	5	7
wh3_main_special_city_wei_jin_woodelves	-1	2
wh3_main_special_city_zharr_naggrund_woodelves	-1	2
wh3_main_special_settlement_bastion_other	-1	0
wh3_main_special_settlement_fort_other	-1	0
wh3_main_special_settlement_gate_dae	-1	0
wh3_main_special_settlement_wei_jin	1	2
wh3_main_special_settlement_wei_jin	2	3
wh3_main_special_settlement_wei_jin	3	5
wh3_main_special_settlement_wei_jin	4	7
wh3_main_special_settlement_wei_jin	5	9
wh3_main_tze_settlement_major	4	5
wh3_main_tze_settlement_major	5	7
wh_dlc05_special_city_altdorf_woodelves	-1	2
wh_dlc05_special_city_black_crag_woodelves	-1	2
wh_dlc05_special_city_castle_drakenhof_woodelves	-1	2
wh_dlc05_special_city_couronne_woodelves	-1	2
wh_dlc05_special_city_eight_peaks_woodelves	-1	2
wh_dlc05_special_city_karaz_a_karak_woodelves	-1	2
wh_dlc05_special_city_kislev_woodelves	-1	2
wh_dlc05_special_city_miragliano_woodelves	-1	2
wh_dlc05_wef_oak_of_ages	-1	0
wh_dlc05_wef_settlement_major_main	1	3
wh_dlc05_wef_settlement_major_main	2	5
wh_dlc05_wef_settlement_major_main	3	6
wh_dlc05_wef_settlement_major_main	4	8
wh_dlc05_wef_settlement_major_main	5	9
wh_dlc06_GREENSKIN_settlement_major_skarsnik	4	5
wh_dlc06_GREENSKIN_settlement_major_skarsnik	5	7
wh_dlc06_GREENSKIN_settlement_major_wurrzag	4	5
wh_dlc06_GREENSKIN_settlement_major_wurrzag	5	7
wh_main_BRETONNIA_settlement_major	4	5
wh_main_BRETONNIA_settlement_major	5	7
wh_main_DWARFS_settlement_major	4	5
wh_main_DWARFS_settlement_major	5	7
wh_main_EMPIRE_settlement_major	4	5
wh_main_EMPIRE_settlement_major	5	7
wh_main_GREENSKIN_settlement_major	4	5
wh_main_GREENSKIN_settlement_major	5	7
wh_main_NORSCA_settlement_major	4	5
wh_main_NORSCA_settlement_major	5	7
wh_main_VAMPIRES_settlement_major	4	5
wh_main_VAMPIRES_settlement_major	5	7
wh_main_horde_chaos_settlement	5	7
wh_main_special_settlement_altdorf	-1	2
wh_main_special_settlement_altdorf_vampires	-1	2
wh_main_special_settlement_black_crag	-1	2
wh_main_special_settlement_black_crag_dwarf	-1	2
wh_main_special_settlement_black_crag_savage	-1	2
wh_main_special_settlement_castle_drakenhof	-1	2
wh_main_special_settlement_castle_drakenhof_bretonnia	-1	2
wh_main_special_settlement_castle_drakenhof_empire	-1	2
wh_main_special_settlement_couronne	-1	2
wh_main_special_settlement_couronne_empire	-1	2
wh_main_special_settlement_couronne_vampires	-1	2
wh_main_special_settlement_eight_peaks	-1	2
wh_main_special_settlement_eight_peaks_dwarf	-1	2
wh_main_special_settlement_eight_peaks_savage	-1	2
wh_main_special_settlement_karaz_a_karak	-1	2
wh_main_special_settlement_karaz_a_karak_greenskins	-1	2
wh_main_special_settlement_karaz_a_karak_savage	-1	2
wh_main_special_settlement_miragliano	-1	2
wh_main_special_settlement_miragliano_bretonnia	-1	2
wh_main_special_settlement_miragliano_empire	-1	2
