key	active_initiative_limit	activation_cooldown	category	points_limit	allows_multiple_activation	base_cost	use_force_pooled_resources	sort_order
wh3_dlc20_character_initiative_set_exalted_hero_mnur_upgrades	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_exalted_hero_upgrades_azazel	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_exalted_hero_upgrades_festus	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_exalted_hero_upgrades_glottkin	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_exalted_hero_upgrades_valkia	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_exalted_hero_upgrades_vilitch	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_exalted_hero_upgrades_warriors	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_lord_mko_upgrades	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_lord_msla_upgrades	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_lord_upgrades_azazel	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_lord_upgrades_festus	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_lord_upgrades_glottkin	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_lord_upgrades_valkia	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_lord_upgrades_vilitch	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_lord_upgrades_warriors	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_sorcerer_death_shadows_upgrades_warriors	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_sorcerer_fire_metal_upgrades_warriors	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_sorcerer_lord_death_shadows_upgrades_warriors	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_sorcerer_lord_fire_metal_upgrades_warriors	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_sorcerer_lord_mnur_upgrades	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_sorcerer_lord_mtze_upgrades	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_azazel	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_festus	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_glottkin	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_vilitch	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_sorcerer_msla_upgrades	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_sorcerer_mtze_upgrades	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_sorcerer_upgrades_azazel	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_sorcerer_upgrades_festus	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_sorcerer_upgrades_glottkin	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_sorcerer_upgrades_valkia	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_character_initiative_set_sorcerer_upgrades_vilitch	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc20_faction_initiative_set_chs_khorne	0	1	DLC20_KHORNE_INITIATIVES	0	false		false	0
wh3_dlc20_faction_initiative_set_chs_nurgle	0	1	DLC20_NURGLE_INITIATIVES	0	false		false	0
wh3_dlc20_faction_initiative_set_chs_slaanesh	0	1	DLC20_SLAANESH_INITIATIVES	0	false		false	0
wh3_dlc20_faction_initiative_set_chs_tzeentch	0	1	DLC20_TZEENTCH_INITIATIVES	0	false		false	0
wh3_dlc20_faction_initiative_set_chs_undivided	1	1	DLC20_UNDIVIDED_INITIATIVES	0	false		false	0
wh3_dlc20_faction_initiative_set_chs_undivided_warriors	1	1	DLC20_UNDIVIDED_INITIATIVES	0	false		false	0
wh3_dlc23_faction_initiative_set_chd_category_bull_centaurs	3	3	DLC23_CATEGORY_BULL_CENTAURS_INITIATIVES	0	true		false	0
wh3_dlc23_faction_initiative_set_chd_category_flying_beasts	3	3	DLC23_CATEGORY_FLYING_BEASTS_INITIATIVES	0	true		false	0
wh3_dlc23_faction_initiative_set_chd_category_kdaai	3	3	DLC23_CATEGORY_KDAAI_INITIATIVES	0	true		false	0
wh3_dlc23_faction_initiative_set_chd_category_melee_infantry	3	3	DLC23_CATEGORY_MELEE_INFANTRY_INITIATIVES	0	true		false	0
wh3_dlc23_faction_initiative_set_chd_category_missile_infantry	3	3	DLC23_CATEGORY_MISSILE_INFANTRY_INITIATIVES	0	true		false	0
wh3_dlc23_faction_initiative_set_chd_category_warmachines	3	3	DLC23_CATEGORY_WARMAHINES_INITIATIVES	0	true		false	0
wh3_dlc24_character_initiative_set_boons_chaos_lord_tzeentch	-1	0	PATH_TO_GLORY_BOON	0	false		false	0
wh3_dlc24_character_initiative_set_boons_exalted_hero_tzeentch	-1	0	PATH_TO_GLORY_BOON	0	false		false	0
wh3_dlc24_character_initiative_set_lord_mtze_upgrades	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc25_character_initiative_set_boons_chaos_lord_mnur	-1	0	PATH_TO_GLORY_BOON	0	false		false	0
wh3_dlc25_character_initiative_set_boons_chaos_sorcerer_nurgle	-1	0	PATH_TO_GLORY_BOON	0	false		false	0
wh3_dlc25_character_initiative_set_lord_mnur_upgrades	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc26_character_initiative_set_boons_bloodspeaker	-1	0	PATH_TO_GLORY_BOON	0	false		false	0
wh3_dlc26_character_initiative_set_ogr_maw_offering_1	1	1	OFFER_TO_THE_MAW	0	true		true	0
wh3_dlc26_character_initiative_set_ogr_maw_offering_2	1	1	OFFER_TO_THE_MAW	0	true		true	0
wh3_dlc26_character_initiative_set_ogr_maw_offering_3	1	1	OFFER_TO_THE_MAW	0	true		true	0
wh3_dlc26_character_initiative_set_ogr_maw_offering_4	1	1	OFFER_TO_THE_MAW	0	true		true	0
wh3_dlc26_character_intiative_set_ogre_big_names_bragg	-1	0	STANDARD_INITIATIVES	0	false		false	0
wh3_dlc26_character_intiative_set_ogre_big_names_bruiser	-1	0	STANDARD_INITIATIVES	0	false		false	0
wh3_dlc26_character_intiative_set_ogre_big_names_butcher	-1	0	STANDARD_INITIATIVES	0	false		false	0
wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	-1	0	STANDARD_INITIATIVES	0	false		false	0
wh3_dlc26_character_intiative_set_ogre_big_names_golgfag	-1	0	STANDARD_INITIATIVES	0	false		false	0
wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	-1	0	STANDARD_INITIATIVES	0	false		false	0
wh3_dlc26_character_intiative_set_ogre_big_names_slaughtermaster	-1	0	STANDARD_INITIATIVES	0	false		false	0
wh3_dlc26_faction_initiative_set_kho_arbaal	3	0	DLC26_WRATH_OF_KHORNE	0	true		false	0
wh3_dlc26_force_initiative_grn_da_plan	0	0	DLC26_DA_PLAN	0	true		false	0
wh3_dlc27_asur_domination_focus_colonies	-1	0	DLC27_ASUR_DOMINATION_FOCUS_COLONIES	0	false		false	0
wh3_dlc27_asur_domination_focus_dragonships	-1	0	DLC27_ASUR_DOMINATION_FOCUS_DRAGONSHIPS	0	false		false	0
wh3_dlc27_asur_domination_focus_outposts	-1	0	DLC27_ASUR_DOMINATION_FOCUS_OUTPOSTS	0	false		false	0
wh3_dlc27_character_initiative_set_boons_chaos_sorcerer_lord_slaanesh	-1	0	PATH_TO_GLORY_BOON	0	false		false	0
wh3_dlc27_character_initiative_set_boons_exalted_hero_slaanesh	-1	0	PATH_TO_GLORY_BOON	0	false		false	0
wh3_dlc27_character_initiative_set_exalted_hero_msla_upgrades	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc27_character_initiative_set_sorcerer_lord_msla_upgrades	1	10	PATH_TO_GLORY_MARK	0	false		false	0
wh3_dlc27_eternal_dance_of_elves_tempo_1	0	0	ETERNAL_DANCE_OF_ENVY_INITIATIVES	0	false		true	0
wh3_dlc27_eternal_dance_of_elves_tempo_2	0	0	ETERNAL_DANCE_OF_ENVY_INITIATIVES	0	false		true	0
wh3_dlc27_eternal_dance_of_elves_tempo_3	0	0	ETERNAL_DANCE_OF_ENVY_INITIATIVES	0	false		true	0
wh3_dlc27_eternal_dance_of_elves_tempo_4	0	0	ETERNAL_DANCE_OF_ENVY_INITIATIVES	0	false		true	0
wh3_dlc27_eternal_dance_of_final_battle_tempo_1	0	0	ETERNAL_DANCE_OF_PRIDE_INITIATIVES	0	false		true	0
wh3_dlc27_eternal_dance_of_final_battle_tempo_2	0	0	ETERNAL_DANCE_OF_PRIDE_INITIATIVES	0	false		true	0
wh3_dlc27_eternal_dance_of_final_battle_tempo_3	0	0	ETERNAL_DANCE_OF_PRIDE_INITIATIVES	0	false		true	0
wh3_dlc27_eternal_dance_of_final_battle_tempo_4	0	0	ETERNAL_DANCE_OF_PRIDE_INITIATIVES	0	false		true	0
wh3_dlc27_eternal_dance_of_khorne_tempo_1	0	0	ETERNAL_DANCE_OF_EXCESS_INITIATIVES	0	false		true	0
wh3_dlc27_eternal_dance_of_khorne_tempo_2	0	0	ETERNAL_DANCE_OF_EXCESS_INITIATIVES	0	false		true	0
wh3_dlc27_eternal_dance_of_khorne_tempo_3	0	0	ETERNAL_DANCE_OF_EXCESS_INITIATIVES	0	false		true	0
wh3_dlc27_eternal_dance_of_khorne_tempo_4	0	0	ETERNAL_DANCE_OF_EXCESS_INITIATIVES	0	false		true	0
wh3_dlc27_eternal_dance_of_nurgle_tempo_1	0	0	ETERNAL_DANCE_OF_GREED_INITIATIVES	0	false		true	0
wh3_dlc27_eternal_dance_of_nurgle_tempo_2	0	0	ETERNAL_DANCE_OF_GREED_INITIATIVES	0	false		true	0
wh3_dlc27_eternal_dance_of_nurgle_tempo_3	0	0	ETERNAL_DANCE_OF_GREED_INITIATIVES	0	false		true	0
wh3_dlc27_eternal_dance_of_nurgle_tempo_4	0	0	ETERNAL_DANCE_OF_GREED_INITIATIVES	0	false		true	0
wh3_dlc29_book_of_nagash_slot_1	0	0	DLC29_BOOKS_OF_NAGASH	0	false		false	1
wh3_dlc29_book_of_nagash_slot_2	0	0	DLC29_BOOKS_OF_NAGASH	0	false		false	2
wh3_dlc29_book_of_nagash_slot_3	0	0	DLC29_BOOKS_OF_NAGASH	0	false		false	3
wh3_dlc29_book_of_nagash_slot_4	0	0	DLC29_BOOKS_OF_NAGASH	0	false		false	4
wh3_dlc29_book_of_nagash_slot_5	0	0	DLC29_BOOKS_OF_NAGASH	0	false		false	5
wh3_dlc29_book_of_nagash_slot_6	0	0	DLC29_BOOKS_OF_NAGASH	0	false		false	6
wh3_dlc29_book_of_nagash_slot_7	0	0	DLC29_BOOKS_OF_NAGASH	0	false		false	7
wh3_dlc29_book_of_nagash_slot_8	0	0	DLC29_BOOKS_OF_NAGASH	0	false		false	8
wh3_dlc29_book_of_nagash_slot_9	0	0	DLC29_BOOKS_OF_NAGASH	0	false		false	9
wh3_dlc29_glottkin_marks_set_heroes	0	0	DLC29_MARKS_OF_NURGLE_HEROES	0	false		false	0
wh3_dlc29_glottkin_marks_set_hybrid	0	0	DLC29_MARKS_OF_NURGLE_HYBRID	0	false		false	0
wh3_dlc29_glottkin_marks_set_lords	0	0	DLC29_MARKS_OF_NURGLE_LORDS	0	false		false	0
wh3_dlc29_glottkin_marks_set_settlements	0	0	DLC29_MARKS_OF_NURGLE_SETTLEMENTS	0	false		false	0
wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_flame	1	0	DLC29_GREAT_TEMPLE_OF_ULRIC	0	false		false	5
wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric	1	0	DLC29_GREAT_TEMPLE_OF_ULRIC	0	false		false	1
wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat	1	0	DLC29_GREAT_TEMPLE_OF_ULRIC	0	false		false	2
wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs	1	0	DLC29_GREAT_TEMPLE_OF_ULRIC	0	false		false	4
wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf	1	0	DLC29_GREAT_TEMPLE_OF_ULRIC	0	false		false	3
wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion	1	0	DLC29_GREAT_TEMPLE_OF_ULRIC	0	false		false	6
wh3_dlc29_pyramid_initiative_set	-1	0	DLC29_BLACK_PYRAMID	0	false		false	0
wh3_main_character_initiative_set_kairos_spells_common_1	0	0	KAIROS_FRAGMENTS_OF_SORCERY	0	false		false	0
wh3_main_character_initiative_set_kairos_spells_common_2	0	0	KAIROS_FRAGMENTS_OF_SORCERY	0	false		false	0
wh3_main_character_initiative_set_kairos_spells_rare_1	0	0	KAIROS_FRAGMENTS_OF_SORCERY	0	false		false	0
wh3_main_character_initiative_set_kairos_spells_rare_2	0	0	KAIROS_FRAGMENTS_OF_SORCERY	0	false		false	0
wh3_main_character_initiative_set_kairos_spells_uncommon_1	0	0	KAIROS_FRAGMENTS_OF_SORCERY	0	false		false	0
wh3_main_character_initiative_set_kairos_spells_uncommon_2	0	0	KAIROS_FRAGMENTS_OF_SORCERY	0	false		false	0
wh3_main_character_initiative_set_ogre_big_names_greasus	-1	0	STANDARD_INITIATIVES	0	false		false	0
wh3_main_character_initiative_set_ogre_big_names_hunter	-1	0	STANDARD_INITIATIVES	0	false		false	0
wh3_main_character_initiative_set_ogre_big_names_skrag	-1	0	STANDARD_INITIATIVES	0	false		false	0
wh3_main_character_initiative_set_ogre_big_names_tyrant	-1	0	STANDARD_INITIATIVES	0	false		false	0
wh3_pro11_chs_cha_harald_hammerstorm	-1	0	PATH_TO_GLORY_BOON	0	false		false	0
