key	chance_to_replenish	max_count	unit_record	use_partial_replenishment	max_replenish_per_turn
wh2_dlc10_hef_cav_the_fireborn_ror_0	100.0000	1	wh2_dlc10_hef_cav_the_fireborn_ror_0	true	0.1000
wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0	100.0000	1	wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0	true	0.1000
wh2_dlc10_hef_inf_everqueens_court_guards_ror_0	100.0000	1	wh2_dlc10_hef_inf_everqueens_court_guards_ror_0	true	0.1000
wh2_dlc10_hef_inf_the_grey_ror_0	100.0000	1	wh2_dlc10_hef_inf_the_grey_ror_0	true	0.1000
wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0	100.0000	1	wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0	true	0.1000
wh2_dlc10_hef_inf_the_silverpelts_ror_0	100.0000	1	wh2_dlc10_hef_inf_the_silverpelts_ror_0	true	0.1000
wh2_dlc10_hef_inf_the_storm_riders_ror_0	100.0000	1	wh2_dlc10_hef_inf_the_storm_riders_ror_0	true	0.1000
wh2_dlc10_hef_mon_keepers_of_the_flame_ror_0	100.0000	1	wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0	true	0.1000
wh2_dlc10_lzd_mon_carnosaur_boss	100.0000	1	wh2_dlc10_lzd_mon_carnosaur_boss	true	0.1000
wh2_dlc10_nor_mon_phoenix_flamespyre_boss	100.0000	0	wh2_dlc10_nor_mon_phoenix_flamespyre_boss	true	0.1000
wh2_dlc11_cst_art_carronade	0.0000	0	wh2_dlc11_cst_art_carronade	false	1.0000
wh2_dlc11_cst_art_mortar	0.0000	0	wh2_dlc11_cst_art_mortar	false	1.0000
wh2_dlc11_cst_art_queen_bess	0.0000	1	wh2_dlc11_cst_art_queen_bess	false	0.0000
wh2_dlc11_cst_cav_deck_droppers_0	0.2000	0	wh2_dlc11_cst_cav_deck_droppers_0	false	1.0000
wh2_dlc11_cst_cav_deck_droppers_1	0.0000	0	wh2_dlc11_cst_cav_deck_droppers_1	false	1.0000
wh2_dlc11_cst_cav_deck_droppers_2	0.0000	0	wh2_dlc11_cst_cav_deck_droppers_2	false	1.0000
wh2_dlc11_cst_cav_deck_droppers_ror_0	100.0000	1	wh2_dlc11_cst_cav_deck_droppers_ror_0	true	0.1000
wh2_dlc11_cst_inf_deck_gunners_0	0.0000	0	wh2_dlc11_cst_inf_deck_gunners_0	false	1.0000
wh2_dlc11_cst_inf_deck_gunners_ror_0	100.0000	1	wh2_dlc11_cst_inf_deck_gunners_ror_0	true	0.1000
wh2_dlc11_cst_inf_depth_guard_0	0.0000	0	wh2_dlc11_cst_inf_depth_guard_0	false	1.0000
wh2_dlc11_cst_inf_depth_guard_1	0.0000	0	wh2_dlc11_cst_inf_depth_guard_1	false	1.0000
wh2_dlc11_cst_inf_depth_guard_ror_0	100.0000	1	wh2_dlc11_cst_inf_depth_guard_ror_0	true	0.1000
wh2_dlc11_cst_inf_syreens	0.0000	0	wh2_dlc11_cst_inf_syreens	false	1.0000
wh2_dlc11_cst_inf_zombie_deckhands_mob_0	0.5000	3	wh2_dlc11_cst_inf_zombie_deckhands_mob_0	false	3.0000
wh2_dlc11_cst_inf_zombie_deckhands_mob_1	0.1000	1	wh2_dlc11_cst_inf_zombie_deckhands_mob_1	false	1.0000
wh2_dlc11_cst_inf_zombie_deckhands_mob_ror_0	100.0000	1	wh2_dlc11_cst_inf_zombie_deckhands_mob_ror_0	true	0.1000
wh2_dlc11_cst_inf_zombie_gunnery_mob_0	0.2000	2	wh2_dlc11_cst_inf_zombie_gunnery_mob_0	false	1.0000
wh2_dlc11_cst_inf_zombie_gunnery_mob_1	0.2000	1	wh2_dlc11_cst_inf_zombie_gunnery_mob_1	false	1.0000
wh2_dlc11_cst_inf_zombie_gunnery_mob_2	0.1000	0	wh2_dlc11_cst_inf_zombie_gunnery_mob_2	false	1.0000
wh2_dlc11_cst_inf_zombie_gunnery_mob_3	0.1000	0	wh2_dlc11_cst_inf_zombie_gunnery_mob_3	false	1.0000
wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0	100.0000	1	wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0	true	0.1000
wh2_dlc11_cst_mon_animated_hulks_0	0.1000	0	wh2_dlc11_cst_mon_animated_hulks_0	false	1.0000
wh2_dlc11_cst_mon_bloated_corpse_0	0.3500	3	wh2_dlc11_cst_mon_bloated_corpse_0	false	1.0000
wh2_dlc11_cst_mon_fell_bats	0.2000	2	wh2_dlc11_cst_mon_fell_bats	false	1.0000
wh2_dlc11_cst_mon_mournguls_0	0.0000	0	wh2_dlc11_cst_mon_mournguls_0	false	1.0000
wh2_dlc11_cst_mon_mournguls_ror_0	100.0000	1	wh2_dlc11_cst_mon_mournguls_ror_0	true	0.1000
wh2_dlc11_cst_mon_necrofex_colossus_ror_0	100.0000	1	wh2_dlc11_cst_mon_necrofex_colossus_ror_0	true	0.1000
wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror	100.0000	1	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror	true	0.1000
wh2_dlc11_cst_mon_scurvy_dogs	0.2000	1	wh2_dlc11_cst_mon_scurvy_dogs	false	1.0000
wh2_dlc11_vmp_inf_crossbowmen	0.0000	6	wh2_dlc11_vmp_inf_crossbowmen	false	0.0000
wh2_dlc11_vmp_inf_handgunners	0.0000	1	wh2_dlc11_vmp_inf_handgunners	false	0.0000
wh2_dlc12_lzd_cav_cold_one_spearriders_ror_0	100.0000	1	wh2_dlc12_lzd_cav_cold_one_spearriders_ror_0	true	0.1000
wh2_dlc12_lzd_cav_ripperdactyl_riders_ror_0	100.0000	1	wh2_dlc12_lzd_cav_ripperdactyl_riders_ror_0	true	0.1000
wh2_dlc12_lzd_cav_terradon_riders_ror_0	100.0000	1	wh2_dlc12_lzd_cav_terradon_riders_ror_0	true	0.1000
wh2_dlc12_lzd_inf_saurus_warriors_ror_0	100.0000	1	wh2_dlc12_lzd_inf_saurus_warriors_ror_0	true	0.1000
wh2_dlc12_lzd_inf_skink_red_crested_ror_0	100.0000	1	wh2_dlc12_lzd_inf_skink_red_crested_ror_0	true	0.1000
wh2_dlc12_lzd_inf_temple_guards_ror_0	100.0000	1	wh2_dlc12_lzd_inf_temple_guards_ror_0	true	0.1000
wh2_dlc12_lzd_mon_ancient_stegadon_ror_0	100.0000	1	wh2_dlc12_lzd_mon_ancient_stegadon_ror_0	true	0.1000
wh2_dlc12_lzd_mon_salamander_pack_ror_0	100.0000	1	wh2_dlc12_lzd_mon_salamander_pack_ror_0	true	0.1000
wh2_dlc12_skv_art_warp_lightning_cannon_ror_0	100.0000	1	wh2_dlc12_skv_art_warp_lightning_cannon_ror_0	true	0.1000
wh2_dlc12_skv_art_warplock_jezzails_ror_tech_lab_0	100.0000	1	wh2_dlc12_skv_art_warplock_jezzails_ror_tech_lab_0	true	0.1000
wh2_dlc12_skv_inf_clanrats_ror_0	100.0000	1	wh2_dlc12_skv_inf_clanrats_ror_0	true	0.1000
wh2_dlc12_skv_inf_plague_monk_censer_bearer_ror_0	100.0000	1	wh2_dlc12_skv_inf_plague_monk_censer_bearer_ror_0	true	0.1000
wh2_dlc12_skv_inf_ratling_gun_ror_0	100.0000	1	wh2_dlc12_skv_inf_ratling_gun_ror_0	true	0.1000
wh2_dlc12_skv_inf_ratling_gun_ror_tech_lab_0	100.0000	1	wh2_dlc12_skv_inf_ratling_gun_ror_tech_lab_0	true	0.1000
wh2_dlc12_skv_inf_stormvermin_ror_0	100.0000	1	wh2_dlc12_skv_inf_stormvermin_ror_0	true	0.1000
wh2_dlc12_skv_inf_warpfire_thrower_ror_tech_lab_0	100.0000	1	wh2_dlc12_skv_inf_warpfire_thrower_ror_tech_lab_0	true	0.1000
wh2_dlc12_skv_inf_warplock_jezzails_ror_0	100.0000	1	wh2_dlc12_skv_inf_warplock_jezzails_ror_0	true	0.1000
wh2_dlc12_skv_veh_doom_flayer_ror_0	100.0000	1	wh2_dlc12_skv_veh_doom_flayer_ror_0	true	0.1000
wh2_dlc12_skv_veh_doom_flayer_ror_tech_lab_0	100.0000	1	wh2_dlc12_skv_veh_doom_flayer_ror_tech_lab_0	true	0.1000
wh2_dlc12_skv_veh_doomwheel_ror_0	100.0000	1	wh2_dlc12_skv_veh_doomwheel_ror_0	true	0.1000
wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	100.0000	1	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	true	0.1000
wh2_dlc13_emp_art_great_cannon_imperial_supply	0.0000	20	wh2_dlc13_emp_art_great_cannon_imperial_supply	false	0.0000
wh2_dlc13_emp_art_helblaster_volley_gun_imperial_supply	0.0000	20	wh2_dlc13_emp_art_helblaster_volley_gun_imperial_supply	false	0.0000
wh2_dlc13_emp_art_helstorm_rocket_battery_imperial_supply	0.0000	20	wh2_dlc13_emp_art_helstorm_rocket_battery_imperial_supply	false	0.0000
wh2_dlc13_emp_art_mortar_ror_0	100.0000	1	wh2_dlc13_emp_art_mortar_ror_0	true	0.0667
wh2_dlc13_emp_art_mortar_ror_0_non_replenish	100.0000	5	wh2_dlc13_emp_art_mortar_ror_0	true	0.0000
wh2_dlc13_emp_cav_demigryph_knights_0_imperial_supply	0.0000	20	wh2_dlc13_emp_cav_demigryph_knights_0_imperial_supply	false	0.0000
wh2_dlc13_emp_cav_demigryph_knights_1_imperial_supply	0.0000	20	wh2_dlc13_emp_cav_demigryph_knights_1_imperial_supply	false	0.0000
wh2_dlc13_emp_cav_empire_knights_imperial_supply	0.0000	20	wh2_dlc13_emp_cav_empire_knights_imperial_supply	false	0.0000
wh2_dlc13_emp_cav_empire_knights_ror_0	100.0000	1	wh2_dlc13_emp_cav_empire_knights_ror_0	true	0.0667
wh2_dlc13_emp_cav_empire_knights_ror_0_non_replenish	100.0000	5	wh2_dlc13_emp_cav_empire_knights_ror_0	true	0.0000
wh2_dlc13_emp_cav_empire_knights_ror_1	100.0000	1	wh2_dlc13_emp_cav_empire_knights_ror_1	true	0.0667
wh2_dlc13_emp_cav_empire_knights_ror_1_non_replenish	100.0000	5	wh2_dlc13_emp_cav_empire_knights_ror_1	true	0.0000
wh2_dlc13_emp_cav_empire_knights_ror_2	100.0000	1	wh2_dlc13_emp_cav_empire_knights_ror_2	true	0.0667
wh2_dlc13_emp_cav_empire_knights_ror_2_non_replenish	100.0000	5	wh2_dlc13_emp_cav_empire_knights_ror_2	true	0.0000
wh2_dlc13_emp_cav_outriders_1_imperial_supply	0.0000	20	wh2_dlc13_emp_cav_outriders_1_imperial_supply	false	0.0000
wh2_dlc13_emp_cav_outriders_ror_0	100.0000	1	wh2_dlc13_emp_cav_outriders_ror_0	true	0.1000
wh2_dlc13_emp_cav_outriders_ror_0_non_replenish	100.0000	5	wh2_dlc13_emp_cav_outriders_ror_0	true	0.0000
wh2_dlc13_emp_cav_pistoliers_1_imperial_supply	0.0000	20	wh2_dlc13_emp_cav_pistoliers_1_imperial_supply	false	0.0000
wh2_dlc13_emp_cav_pistoliers_ror_0	100.0000	1	wh2_dlc13_emp_cav_pistoliers_ror_0	true	0.1000
wh2_dlc13_emp_cav_pistoliers_ror_0_non_replenish	100.0000	5	wh2_dlc13_emp_cav_pistoliers_ror_0	true	0.0000
wh2_dlc13_emp_cav_reiksguard_imperial_supply	0.0000	20	wh2_dlc13_emp_cav_reiksguard_imperial_supply	false	0.0000
wh2_dlc13_emp_inf_archers_ror_0	100.0000	1	wh2_dlc13_emp_inf_archers_ror_0	true	0.1000
wh2_dlc13_emp_inf_crossbowmen_ror_0	100.0000	1	wh2_dlc13_emp_inf_crossbowmen_ror_0	true	0.1000
wh2_dlc13_emp_inf_crossbowmen_ror_0_non_replenish	100.0000	5	wh2_dlc13_emp_inf_crossbowmen_ror_0	true	0.0000
wh2_dlc13_emp_inf_greatswords_imperial_supply	0.0000	20	wh2_dlc13_emp_inf_greatswords_imperial_supply	false	0.0000
wh2_dlc13_emp_inf_greatswords_ror_0	100.0000	1	wh2_dlc13_emp_inf_greatswords_ror_0	true	0.0667
wh2_dlc13_emp_inf_greatswords_ror_0_non_replenish	100.0000	5	wh2_dlc13_emp_inf_greatswords_ror_0	true	0.0000
wh2_dlc13_emp_inf_halberdiers_imperial_supply	0.0000	20	wh2_dlc13_emp_inf_halberdiers_imperial_supply	false	0.0000
wh2_dlc13_emp_inf_halberdiers_ror_0	100.0000	1	wh2_dlc13_emp_inf_halberdiers_ror_0	true	0.0667
wh2_dlc13_emp_inf_halberdiers_ror_0_non_replenish	100.0000	5	wh2_dlc13_emp_inf_halberdiers_ror_0	true	0.0000
wh2_dlc13_emp_inf_handgunners_imperial_supply	0.0000	20	wh2_dlc13_emp_inf_handgunners_imperial_supply	false	0.0000
wh2_dlc13_emp_inf_handgunners_ror_0	100.0000	1	wh2_dlc13_emp_inf_handgunners_ror_0	true	0.1000
wh2_dlc13_emp_inf_handgunners_ror_0_non_replenish	100.0000	5	wh2_dlc13_emp_inf_handgunners_ror_0	true	0.0000
wh2_dlc13_emp_inf_huntsmen_0_imperial_supply	0.0000	20	wh2_dlc13_emp_inf_huntsmen_0_imperial_supply	false	0.0000
wh2_dlc13_emp_inf_huntsmen_ror_0	100.0000	1	wh2_dlc13_emp_inf_huntsmen_ror_0	true	0.1000
wh2_dlc13_emp_inf_spearmen_ror_0	100.0000	1	wh2_dlc13_emp_inf_spearmen_ror_0	true	0.1000
wh2_dlc13_emp_inf_spearmen_ror_0_non_replenish	100.0000	5	wh2_dlc13_emp_inf_spearmen_ror_0	true	0.0000
wh2_dlc13_emp_inf_swordsmen_ror_0	100.0000	1	wh2_dlc13_emp_inf_swordsmen_ror_0	true	0.1000
wh2_dlc13_emp_inf_swordsmen_ror_0_non_replenish	100.0000	5	wh2_dlc13_emp_inf_swordsmen_ror_0	true	0.0000
wh2_dlc13_emp_veh_luminark_of_hysh_0_imperial_supply	0.0000	20	wh2_dlc13_emp_veh_luminark_of_hysh_0_imperial_supply	false	0.0000
wh2_dlc13_emp_veh_steam_tank_imperial_supply	0.0000	20	wh2_dlc13_emp_veh_steam_tank_imperial_supply	false	0.0000
wh2_dlc13_emp_veh_steam_tank_ror_0	100.0000	1	wh2_dlc13_emp_veh_steam_tank_ror_0	true	0.0667
wh2_dlc13_emp_veh_steam_tank_ror_0_non_replenish	100.0000	5	wh2_dlc13_emp_veh_steam_tank_ror_0	true	0.0000
wh2_dlc13_emp_veh_war_wagon_0_imperial_supply	0.0000	20	wh2_dlc13_emp_veh_war_wagon_0_imperial_supply	false	0.0000
wh2_dlc13_emp_veh_war_wagon_1_imperial_supply	0.0000	20	wh2_dlc13_emp_veh_war_wagon_1_imperial_supply	false	0.0000
wh2_dlc13_emp_veh_war_wagon_ror_0	100.0000	1	wh2_dlc13_emp_veh_war_wagon_ror_0	true	0.1000
wh2_dlc13_huntmarshall_veh_obsinite_gyrocopter_0	0.0000	1	wh2_dlc13_huntmarshall_veh_obsinite_gyrocopter_0	false	0.0000
wh2_dlc13_lzd_mon_dread_saurian_ror_0	100.0000	1	wh2_dlc13_lzd_mon_dread_saurian_ror_0	true	0.1000
wh2_dlc13_lzd_mon_kroxigors_ror_0	100.0000	1	wh2_dlc13_lzd_mon_sacred_kroxigors_ror_0	true	0.1000
wh2_dlc13_lzd_mon_razordon_pack_ror_0	100.0000	1	wh2_dlc13_lzd_mon_razordon_pack_ror_0	true	0.1000
wh2_dlc14_def_cav_scourgerunner_chariot_ror_0	100.0000	1	wh2_dlc14_def_cav_scourgerunner_chariot_ror_0	true	0.1000
wh2_dlc14_def_inf_harpies_ror_0	100.0000	1	wh2_dlc14_def_inf_harpies_ror_0	true	0.1000
wh2_dlc14_def_mon_bloodwrack_medusa_ror_0	100.0000	1	wh2_dlc14_def_mon_bloodwrack_medusa_ror_0	true	0.1000
wh2_dlc14_skv_inf_death_runners_ror_0	100.0000	1	wh2_dlc14_skv_inf_death_runners_ror_0	true	0.1000
wh2_dlc14_skv_inf_eshin_triads_ror_0	100.0000	1	wh2_dlc14_skv_inf_eshin_triads_ror_0	true	0.1000
wh2_dlc14_skv_inf_eshin_triads_ror_summoned_0	100.0000	1	wh2_dlc14_skv_inf_eshin_triads_ror_summoned_0	true	0.1000
wh2_dlc14_skv_inf_poison_wind_mortar_ror_0	100.0000	1	wh2_dlc14_skv_inf_poison_wind_mortar_ror_0	true	0.1000
wh2_dlc15_grn_cav_forest_goblin_spider_riders_waaagh_0	0.0000	20	wh2_dlc15_grn_cav_forest_goblin_spider_riders_waaagh_0	true	0.0000
wh2_dlc15_grn_cav_squig_hoppers_waaagh_0	0.0000	20	wh2_dlc15_grn_cav_squig_hoppers_waaagh_0	true	0.0000
wh2_dlc15_grn_mon_feral_hydra_waaagh_0	0.0000	20	wh2_dlc15_grn_mon_feral_hydra_waaagh_0	true	0.0000
wh2_dlc15_grn_mon_river_trolls_ror_0	100.0000	1	wh2_dlc15_grn_mon_river_trolls_ror_0	true	0.1000
wh2_dlc15_grn_mon_rogue_idol_ror_0	100.0000	1	wh2_dlc15_grn_mon_rogue_idol_ror_0	true	0.1000
wh2_dlc15_grn_mon_wyvern_waaagh_0	0.0000	20	wh2_dlc15_grn_mon_wyvern_waaagh_0	true	0.0000
wh2_dlc15_grn_veh_snotling_pump_wagon_ror_0	100.0000	1	wh2_dlc15_grn_veh_snotling_pump_wagon_ror_0	true	0.1000
wh2_dlc15_hef_inf_archers_ror_0	100.0000	1	wh2_dlc15_hef_inf_archers_ror_0	true	0.1000
wh2_dlc15_hef_inf_mistwalkers_faithbearers_0	100.0000	10	wh2_dlc15_hef_inf_mistwalkers_faithbearers_0	true	0.1000
wh2_dlc15_hef_inf_mistwalkers_griffon_knights_0	100.0000	10	wh2_dlc15_hef_inf_mistwalkers_griffon_knights_0	true	0.1000
wh2_dlc15_hef_inf_mistwalkers_sentinels_0	100.0000	10	wh2_dlc15_hef_inf_mistwalkers_sentinels_0	true	0.1000
wh2_dlc15_hef_inf_mistwalkers_skyhawks_0	100.0000	10	wh2_dlc15_hef_inf_mistwalkers_skyhawks_0	true	0.1000
wh2_dlc15_hef_inf_mistwalkers_spireguard_0	100.0000	10	wh2_dlc15_hef_inf_mistwalkers_spireguard_0	true	0.1000
wh2_dlc15_hef_mon_arcane_phoenix_ror_0	100.0000	1	wh2_dlc15_hef_mon_arcane_phoenix_ror_0	true	0.1000
wh2_dlc15_hef_mon_black_dragon_imrik	100.0000	0	wh2_dlc15_hef_mon_black_dragon_imrik	true	0.1000
wh2_dlc15_hef_mon_black_dragon_imrik_boss	100.0000	0	wh2_dlc15_hef_mon_black_dragon_imrik_boss	true	0.1000
wh2_dlc15_hef_mon_forest_dragon_0	100.0000	0	wh2_dlc15_hef_mon_forest_dragon_0	true	0.1000
wh2_dlc15_hef_mon_forest_dragon_imrik	100.0000	0	wh2_dlc15_hef_mon_forest_dragon_imrik	true	0.1000
wh2_dlc15_hef_mon_forest_dragon_imrik_boss	100.0000	0	wh2_dlc15_hef_mon_forest_dragon_imrik_boss	true	0.1000
wh2_dlc15_hef_mon_moon_dragon_imrik	100.0000	0	wh2_dlc15_hef_mon_moon_dragon_imrik	true	0.1000
wh2_dlc15_hef_mon_moon_dragon_imrik_boss	100.0000	0	wh2_dlc15_hef_mon_moon_dragon_imrik_boss	true	0.1000
wh2_dlc15_hef_mon_star_dragon_imrik	100.0000	0	wh2_dlc15_hef_mon_star_dragon_imrik	true	0.1000
wh2_dlc15_hef_mon_star_dragon_imrik_boss	100.0000	0	wh2_dlc15_hef_mon_star_dragon_imrik_boss	true	0.1000
wh2_dlc15_hef_mon_sun_dragon_imrik	100.0000	0	wh2_dlc15_hef_mon_sun_dragon_imrik	true	0.1000
wh2_dlc15_hef_mon_sun_dragon_imrik_boss	100.0000	0	wh2_dlc15_hef_mon_sun_dragon_imrik_boss	true	0.1000
wh2_dlc15_hef_mon_war_lions_of_chrace_ror_0	100.0000	1	wh2_dlc15_hef_mon_war_lions_of_chrace_ror_0	true	0.1000
wh2_dlc16_mon_monster_feral_bear	0.1000	2	wh3_main_monster_feral_bears	false	1.0000
wh2_dlc16_skv_inf_skavenslave_spearmen_0_flesh_lab	0.0000	20	wh2_dlc16_skv_inf_skavenslave_spearmen_0_flesh_lab	false	0.0000
wh2_dlc16_skv_inf_skavenslaves_0_flesh_lab	0.0000	20	wh2_dlc16_skv_inf_skavenslaves_0_flesh_lab	false	0.0000
wh2_dlc16_skv_mon_brood_horror_0_flesh_lab	0.0000	20	wh2_dlc16_skv_mon_brood_horror_0_flesh_lab	false	0.0000
wh2_dlc16_skv_mon_hell_pit_abomination_flesh_lab	0.0000	20	wh2_dlc16_skv_mon_hell_pit_abomination_flesh_lab	false	0.0000
wh2_dlc16_skv_mon_hell_pit_abomination_ror_0	100.0000	1	wh2_dlc16_skv_mon_hell_pit_abomination_ror_0	true	0.1000
wh2_dlc16_skv_mon_rat_ogre_mutant_flesh_lab	0.0000	20	wh2_dlc16_skv_mon_rat_ogre_mutant_flesh_lab	false	0.0000
wh2_dlc16_skv_mon_rat_ogre_mutant_ror_0	100.0000	1	wh2_dlc16_skv_mon_rat_ogre_mutant_ror_0	true	0.1000
wh2_dlc16_skv_mon_rat_ogres_flesh_lab	0.0000	20	wh2_dlc16_skv_mon_rat_ogres_flesh_lab	false	0.0000
wh2_dlc16_skv_mon_rat_ogres_ror_0	100.0000	1	wh2_dlc16_skv_mon_rat_ogres_ror_0	true	0.1000
wh2_dlc16_skv_mon_wolf_rats_0_flesh_lab	0.0000	20	wh2_dlc16_skv_mon_wolf_rats_0_flesh_lab	false	0.0000
wh2_dlc16_skv_mon_wolf_rats_1_flesh_lab	0.0000	20	wh2_dlc16_skv_mon_wolf_rats_1_flesh_lab	false	0.0000
wh2_dlc16_wef_cav_great_stag_knights_ror_0	100.0000	1	wh2_dlc16_wef_cav_great_stag_knights_ror_0	true	0.1000
wh2_dlc16_wef_inf_dryads_ror_0	100.0000	1	wh2_dlc16_wef_inf_dryads_ror_0	true	0.1000
wh2_dlc16_wef_inf_malicious_dryads_0	0.1000	1	wh2_dlc16_wef_inf_malicious_dryads_0	false	1.0000
wh2_dlc16_wef_mon_cave_bats_drycha	0.3500	3	wh2_dlc16_wef_mon_cave_bats	false	1.0000
wh2_dlc16_wef_mon_feral_manticore	0.0100	1	wh2_dlc16_wef_mon_feral_manticore	false	1.0000
wh2_dlc16_wef_mon_giant_spiders	0.1000	2	wh2_dlc16_wef_mon_giant_spiders_0	false	1.0000
wh2_dlc16_wef_mon_hawks	0.0500	2	wh2_dlc16_wef_mon_hawks_0	false	1.0000
wh2_dlc16_wef_mon_malicious_treekin_0	0.0500	1	wh2_dlc16_wef_mon_malicious_treekin_0	false	1.0000
wh2_dlc16_wef_mon_malicious_treeman_0	0.0100	1	wh2_dlc16_wef_mon_malicious_treeman_0	false	1.0000
wh2_dlc16_wef_mon_wolves	0.1000	2	wh2_dlc16_wef_mon_wolves_0	false	1.0000
wh2_dlc16_wef_mon_zoats_ror_0	100.0000	1	wh2_dlc16_wef_mon_zoats_ror_0	true	0.1000
wh2_dlc17_bst_inf_centigors_ror_1	100.0000	1	wh2_dlc17_bst_inf_centigors_ror_1	true	0.1000
wh2_dlc17_bst_mon_ghorgon_ror_0	100.0000	1	wh2_dlc17_bst_mon_ghorgon_ror_0	true	0.1000
wh2_dlc17_bst_mon_jabberslythe_ror_0	100.0000	1	wh2_dlc17_bst_mon_jabberslythe_ror_0	true	0.1000
wh2_dlc17_dwf_mon_carnosaur_thorek_0	100.0000	1	wh2_dlc17_dwf_mon_carnosaur_thorek_0	true	0.1000
wh2_dlc17_kho_mon_ghorgon_ror_0	100.0000	1	wh2_dlc17_kho_mon_ghorgon_ror_0	true	0.1000
wh2_dlc17_lzd_mon_carnosaur_ror_0	100.0000	1	wh2_dlc17_lzd_mon_carnosaur_ror_0	true	0.1000
wh2_dlc17_lzd_mon_coatl_ror_0	100.0000	1	wh2_dlc17_lzd_mon_coatl_ror_0	true	0.1000
wh2_dlc17_lzd_mon_troglodon_ror_0	100.0000	1	wh2_dlc17_lzd_mon_troglodon_ror_0	true	0.1000
wh2_main_def_mon_black_dragon	100.0000	0	wh2_main_def_mon_black_dragon	true	0.1000
wh2_main_hef_mon_moon_dragon	100.0000	0	wh2_main_hef_mon_moon_dragon	true	0.1000
wh2_main_hef_mon_star_dragon	100.0000	0	wh2_main_hef_mon_star_dragon	true	0.1000
wh2_main_hef_mon_sun_dragon	100.0000	0	wh2_main_hef_mon_sun_dragon	true	0.1000
wh2_main_lzd_cav_cold_one_spearriders_blessed_0	0.0000	10	wh2_main_lzd_cav_cold_one_spearriders_blessed_0	false	0.0000
