component_id	custom_loading_screen_key	image_path
background	wh2_main_skv_clan_pestilens_gc	UI/loading_ui/load_images/campaign_skaven1.png
custom_quote	wh2_main_skv_clan_pestilens_gc	
background	wh2_twa03_def_rakarth_gc	UI/loading_ui/load_images/campaign_dark_elves1.png
custom_quote	wh2_twa03_def_rakarth_gc	
background	wh3_dlc20_chs_azazel_gc	ui/loading_ui/load_images/campaign_champions1.png
custom_quote	wh3_dlc20_chs_azazel_gc	
background	wh3_dlc20_chs_azazel	ui/loading_ui/load_images/campaign_champions1.png
custom_quote	wh3_dlc20_chs_azazel	
background	wh3_dlc20_chs_festus_gc	ui/loading_ui/load_images/campaign_champions1.png
custom_quote	wh3_dlc20_chs_festus_gc	
background	wh3_dlc20_chs_festus	ui/loading_ui/load_images/campaign_champions1.png
custom_quote	wh3_dlc20_chs_festus	
background	wh3_dlc20_chs_valkia_gc	ui/loading_ui/load_images/campaign_champions1.png
custom_quote	wh3_dlc20_chs_valkia_gc	
background	wh3_dlc20_chs_valkia	ui/loading_ui/load_images/campaign_champions1.png
custom_quote	wh3_dlc20_chs_valkia	
background	wh3_dlc20_chs_vilitch_gc	ui/loading_ui/load_images/campaign_champions1.png
custom_quote	wh3_dlc20_chs_vilitch_gc	
background	wh3_dlc20_chs_vilitch	ui/loading_ui/load_images/campaign_champions1.png
custom_quote	wh3_dlc20_chs_vilitch	
background	wh3_dlc20_survival_altar_of_battle_outro	ui/loading_ui/load_images/campaign_champions1.png
custom_quote	wh3_dlc20_survival_altar_of_battle_outro	
background	wh3_dlc23_chd_astragoth_gc	ui/loading_ui/load_images/campaign_chaos_dwarfs1.png
custom_quote	wh3_dlc23_chd_astragoth_gc	
background	wh3_dlc23_chd_astragoth	ui/loading_ui/load_images/campaign_chaos_dwarfs1.png
custom_quote	wh3_dlc23_chd_astragoth	
background	wh3_dlc23_chd_legion_of_azgorh_gc	ui/loading_ui/load_images/campaign_chaos_dwarfs1.png
custom_quote	wh3_dlc23_chd_legion_of_azgorh_gc	
background	wh3_dlc23_chd_legion_of_azgorh	ui/loading_ui/load_images/campaign_chaos_dwarfs1.png
custom_quote	wh3_dlc23_chd_legion_of_azgorh	
background	wh3_dlc23_chd_zhatan_gc	ui/loading_ui/load_images/campaign_chaos_dwarfs1.png
custom_quote	wh3_dlc23_chd_zhatan_gc	
background	wh3_dlc23_chd_zhatan	ui/loading_ui/load_images/campaign_chaos_dwarfs1.png
custom_quote	wh3_dlc23_chd_zhatan	
background	wh3_dlc24_cth_the_celestial_court_gc	UI/loading_ui/load_images/campaign_cathay1.png
custom_quote	wh3_dlc24_cth_the_celestial_court_gc	
background	wh3_dlc24_cth_the_celestial_court	UI/loading_ui/load_images/campaign_cathay1.png
custom_quote	wh3_dlc24_cth_the_celestial_court	
background	wh3_dlc24_ksl_daughters_of_the_forest_gc	UI/loading_ui/load_images/campaign_kislev1.png
custom_quote	wh3_dlc24_ksl_daughters_of_the_forest_gc	
background	wh3_dlc24_ksl_daughters_of_the_forest	UI/loading_ui/load_images/campaign_kislev1.png
custom_quote	wh3_dlc24_ksl_daughters_of_the_forest	
background	wh3_dlc24_tze_the_deceivers_gc	UI/loading_ui/load_images/campaign_tzeentch1.png
custom_quote	wh3_dlc24_tze_the_deceivers_gc	
background	wh3_dlc24_tze_the_deceivers	UI/loading_ui/load_images/campaign_tzeentch1.png
custom_quote	wh3_dlc24_tze_the_deceivers	
background	wh3_dlc25_dwf_malakai_gc	ui/loading_ui/load_images/campaign_dwarfs1.png
custom_quote	wh3_dlc25_dwf_malakai_gc	
background	wh3_dlc25_dwf_malakai	ui/loading_ui/load_images/campaign_dwarfs1.png
custom_quote	wh3_dlc25_dwf_malakai	
background	wh3_dlc25_nur_epidemius_gc	UI/loading_ui/load_images/campaign_nurgle1.png
custom_quote	wh3_dlc25_nur_epidemius_gc	
background	wh3_dlc25_nur_tamurkhan_gc	UI/loading_ui/load_images/campaign_nurgle1.png
custom_quote	wh3_dlc25_nur_tamurkhan_gc	
background	wh3_dlc25_nur_tamurkhan	UI/loading_ui/load_images/campaign_nurgle1.png
custom_quote	wh3_dlc25_nur_tamurkhan	
background	wh3_dlc26_grn_gorbad_gc	ui/loading_ui/load_images/campaign_greenskins1.png
custom_quote	wh3_dlc26_grn_gorbad_gc	
background	wh3_dlc26_kho_arbaal_gc	UI/loading_ui/load_images/campaign_khorne1.png
custom_quote	wh3_dlc26_kho_arbaal_gc	
background	wh3_dlc26_kho_skulltaker_gc	UI/loading_ui/load_images/campaign_khorne1.png
custom_quote	wh3_dlc26_kho_skulltaker_gc	
background	wh3_dlc26_ogr_golgfag_gc	UI/loading_ui/load_images/campaign_ogre_kingdoms1.png
custom_quote	wh3_dlc26_ogr_golgfag_gc	
background	wh3_main_chs_shadow_legion	ui/loading_ui/load_images/campaign_chaos1.png
custom_quote	wh3_main_chs_shadow_legion	
background	wh3_main_cth_the_northern_provinces_gc	UI/loading_ui/load_images/campaign_cathay1.png
custom_quote	wh3_main_cth_the_northern_provinces_gc	
background	wh3_main_cth_the_northern_provinces_tol	UI/loading_ui/load_images/campaign_cathay1.png
custom_quote	wh3_main_cth_the_northern_provinces_tol	
background	wh3_main_cth_the_northern_provinces	UI/loading_ui/load_images/campaign_cathay1.png
custom_quote	wh3_main_cth_the_northern_provinces	
background	wh3_main_cth_the_western_provinces_gc	UI/loading_ui/load_images/campaign_cathay1.png
custom_quote	wh3_main_cth_the_western_provinces_gc	
background	wh3_main_cth_the_western_provinces_tol	UI/loading_ui/load_images/campaign_cathay1.png
custom_quote	wh3_main_cth_the_western_provinces_tol	
background	wh3_main_cth_the_western_provinces	UI/loading_ui/load_images/campaign_cathay1.png
custom_quote	wh3_main_cth_the_western_provinces	
background	wh3_main_dae_daemon_prince_gc	UI/loading_ui/load_images/campaign_daemons1.png
custom_quote	wh3_main_dae_daemon_prince_gc	
background	wh3_main_dae_daemon_prince	UI/loading_ui/load_images/campaign_daemons1.png
custom_quote	wh3_main_dae_daemon_prince	
background	wh3_main_kho_exiles_of_khorne_gc	UI/loading_ui/load_images/campaign_khorne1.png
custom_quote	wh3_main_kho_exiles_of_khorne_gc	
background	wh3_main_kho_exiles_of_khorne_tol	UI/loading_ui/load_images/campaign_khorne1.png
custom_quote	wh3_main_kho_exiles_of_khorne_tol	
background	wh3_main_kho_exiles_of_khorne	UI/loading_ui/load_images/campaign_khorne1.png
custom_quote	wh3_main_kho_exiles_of_khorne	
background	wh3_main_ksl_the_great_orthodoxy_gc	UI/loading_ui/load_images/campaign_kislev1.png
custom_quote	wh3_main_ksl_the_great_orthodoxy_gc	
background	wh3_main_ksl_the_great_orthodoxy_tol	UI/loading_ui/load_images/campaign_kislev1.png
custom_quote	wh3_main_ksl_the_great_orthodoxy_tol	
background	wh3_main_ksl_the_great_orthodoxy	UI/loading_ui/load_images/campaign_kislev1.png
custom_quote	wh3_main_ksl_the_great_orthodoxy	
background	wh3_main_ksl_the_ice_court_gc	UI/loading_ui/load_images/campaign_kislev1.png
custom_quote	wh3_main_ksl_the_ice_court_gc	
background	wh3_main_ksl_the_ice_court_tol	UI/loading_ui/load_images/campaign_kislev1.png
custom_quote	wh3_main_ksl_the_ice_court_tol	
background	wh3_main_ksl_the_ice_court	UI/loading_ui/load_images/campaign_kislev1.png
custom_quote	wh3_main_ksl_the_ice_court	
background	wh3_main_ksl_ursun_revivalists_gc	UI/loading_ui/load_images/campaign_kislev1.png
custom_quote	wh3_main_ksl_ursun_revivalists_gc	
background	wh3_main_ksl_ursun_revivalists_tol	UI/loading_ui/load_images/campaign_kislev1.png
custom_quote	wh3_main_ksl_ursun_revivalists_tol	
background	wh3_main_ksl_ursun_revivalists	UI/loading_ui/load_images/campaign_kislev1.png
custom_quote	wh3_main_ksl_ursun_revivalists	
background	wh3_main_nur_poxmakers_of_nurgle_gc	UI/loading_ui/load_images/campaign_nurgle1.png
custom_quote	wh3_main_nur_poxmakers_of_nurgle_gc	
background	wh3_main_nur_poxmakers_of_nurgle_tol	UI/loading_ui/load_images/campaign_nurgle1.png
custom_quote	wh3_main_nur_poxmakers_of_nurgle_tol	
background	wh3_main_nur_poxmakers_of_nurgle	UI/loading_ui/load_images/campaign_nurgle1.png
custom_quote	wh3_main_nur_poxmakers_of_nurgle	
background	wh3_main_ogr_disciples_of_the_maw_gc	UI/loading_ui/load_images/campaign_ogre_kingdoms1.png
custom_quote	wh3_main_ogr_disciples_of_the_maw_gc	
background	wh3_main_ogr_disciples_of_the_maw_tol	UI/loading_ui/load_images/campaign_ogre_kingdoms1.png
custom_quote	wh3_main_ogr_disciples_of_the_maw_tol	
background	wh3_main_ogr_disciples_of_the_maw	UI/loading_ui/load_images/campaign_ogre_kingdoms1.png
custom_quote	wh3_main_ogr_disciples_of_the_maw	
background	wh3_main_ogr_goldtooth_gc	UI/loading_ui/load_images/campaign_ogre_kingdoms1.png
custom_quote	wh3_main_ogr_goldtooth_gc	
background	wh3_main_ogr_goldtooth_tol	UI/loading_ui/load_images/campaign_ogre_kingdoms1.png
custom_quote	wh3_main_ogr_goldtooth_tol	
background	wh3_main_ogr_goldtooth	UI/loading_ui/load_images/campaign_ogre_kingdoms1.png
custom_quote	wh3_main_ogr_goldtooth	
background	wh3_main_prologue_initial_load	UI/loading_ui/load_images/wh3_main_prologue_initial_load.png
custom_quote	wh3_main_prologue_initial_load	
background	wh3_main_sla_seducers_of_slaanesh_gc	UI/loading_ui/load_images/campaign_slaanesh1.png
custom_quote	wh3_main_sla_seducers_of_slaanesh_gc	
background	wh3_main_sla_seducers_of_slaanesh_tol	UI/loading_ui/load_images/campaign_slaanesh1.png
custom_quote	wh3_main_sla_seducers_of_slaanesh_tol	
background	wh3_main_sla_seducers_of_slaanesh	UI/loading_ui/load_images/campaign_slaanesh1.png
custom_quote	wh3_main_sla_seducers_of_slaanesh	
custom_quote	wh3_main_survival_brass_citadel_defeat	
custom_quote	wh3_main_survival_brass_citadel_first_win	
custom_quote	wh3_main_survival_brass_citadel_fourth_win	
custom_quote	wh3_main_survival_brass_citadel_second_win	
custom_quote	wh3_main_survival_brass_citadel_third_win	
custom_quote	wh3_main_survival_forge_of_souls_outro	
custom_quote	wh3_main_survival_impossible_fortress_defeat	
custom_quote	wh3_main_survival_impossible_fortress_first_win	
custom_quote	wh3_main_survival_impossible_fortress_fourth_win	
custom_quote	wh3_main_survival_impossible_fortress_second_win	
custom_quote	wh3_main_survival_impossible_fortress_third_win	
custom_quote	wh3_main_survival_plague_mansion_defeat	
custom_quote	wh3_main_survival_plague_mansion_first_win	
custom_quote	wh3_main_survival_plague_mansion_fourth_win	
custom_quote	wh3_main_survival_plague_mansion_second_win	
custom_quote	wh3_main_survival_plague_mansion_third_win	
custom_quote	wh3_main_survival_slaanesh_palace_defeat	
custom_quote	wh3_main_survival_slaanesh_palace_first_win	
custom_quote	wh3_main_survival_slaanesh_palace_fourth_win	
custom_quote	wh3_main_survival_slaanesh_palace_second_win	
custom_quote	wh3_main_survival_slaanesh_palace_third_win	
background	wh3_main_tze_oracles_of_tzeentch_gc	UI/loading_ui/load_images/campaign_tzeentch1.png
custom_quote	wh3_main_tze_oracles_of_tzeentch_gc	
background	wh3_main_tze_oracles_of_tzeentch_tol	UI/loading_ui/load_images/campaign_tzeentch1.png
custom_quote	wh3_main_tze_oracles_of_tzeentch_tol	
background	wh3_main_tze_oracles_of_tzeentch	UI/loading_ui/load_images/campaign_tzeentch1.png
custom_quote	wh3_main_tze_oracles_of_tzeentch	
background	wh3_pro10_mom	UI/loading_ui/load_images/trials_1.png
background	wh3_prologue_kislev_expedition	
custom_quote	wh3_prologue_kislev_expedition	
background	wh_dlc03_bst_beastmen_khazrak	ui/loading_ui/load_images/campaign_beastmen1.png
custom_quote	wh_dlc03_bst_beastmen_khazrak	
background	wh_dlc03_bst_beastmen_malagor	ui/loading_ui/load_images/campaign_beastmen1.png
custom_quote	wh_dlc03_bst_beastmen_malagor	
background	wh_dlc03_bst_beastmen_morghur	ui/loading_ui/load_images/campaign_beastmen1.png
custom_quote	wh_dlc03_bst_beastmen_morghur	
background	wh_dlc04_emp_empire_volkmar	ui/loading_ui/load_images/campaign_empire1.png
custom_quote	wh_dlc04_emp_empire_volkmar	
background	wh_dlc04_vmp_vampire_counts_helman	ui/loading_ui/load_images/campaign_vampire_counts1.png
custom_quote	wh_dlc04_vmp_vampire_counts_helman	
background	wh_dlc05_wef_argwylon_durthu	ui/loading_ui/load_images/campaign_wood_elves1.png
custom_quote	wh_dlc05_wef_argwylon_durthu	
background	wh_dlc05_wef_wood_elves_orion	ui/loading_ui/load_images/campaign_wood_elves1.png
custom_quote	wh_dlc05_wef_wood_elves_orion	
background	wh_dlc06_dwf_karak_izor_belegar	ui/loading_ui/load_images/campaign_dwarfs1.png
custom_quote	wh_dlc06_dwf_karak_izor_belegar	
background	wh_dlc06_grn_crooked_moon_skarsnik	ui/loading_ui/load_images/campaign_greenskins1.png
custom_quote	wh_dlc06_grn_crooked_moon_skarsnik	
background	wh_dlc06_grn_orcs_of_the_bloody_hand_wurrzag	ui/loading_ui/load_images/campaign_greenskins1.png
custom_quote	wh_dlc06_grn_orcs_of_the_bloody_hand_wurrzag	
background	wh_dlc07_brt_bordeleaux_alberic	ui/loading_ui/load_images/campaign_bretonnia1.png
custom_quote	wh_dlc07_brt_bordeleaux_alberic	
background	wh_dlc07_brt_bretonnia_louen	ui/loading_ui/load_images/campaign_bretonnia1.png
custom_quote	wh_dlc07_brt_bretonnia_louen	
background	wh_dlc07_brt_carcassonne_fay	ui/loading_ui/load_images/campaign_bretonnia1.png
custom_quote	wh_dlc07_brt_carcassonne_fay	
background	wh_dlc08_nor_norsca_gc	UI/loading_ui/load_images/campaign_norsca1.png
custom_quote	wh_dlc08_nor_norsca_gc	
background	wh_dlc08_nor_wintertooth_gc	UI/loading_ui/load_images/campaign_norsca1.png
custom_quote	wh_dlc08_nor_wintertooth_gc	
background	wh_main_chs_chaos_archaon	ui/loading_ui/load_images/campaign_chaos1.png
custom_quote	wh_main_chs_chaos_archaon	
background	wh_main_chs_chaos_kholek	ui/loading_ui/load_images/campaign_chaos1.png
custom_quote	wh_main_chs_chaos_kholek	
background	wh_main_chs_chaos_sigvald	ui/loading_ui/load_images/campaign_chaos1.png
custom_quote	wh_main_chs_chaos_sigvald	
background	wh_main_dwf_dwarfs_grombrindal	ui/loading_ui/load_images/campaign_dwarfs1.png
custom_quote	wh_main_dwf_dwarfs_grombrindal	
background	wh_main_dwf_dwarfs_thorgrim	ui/loading_ui/load_images/campaign_dwarfs1.png
custom_quote	wh_main_dwf_dwarfs_thorgrim	
background	wh_main_dwf_dwarfs_ungrim	ui/loading_ui/load_images/campaign_dwarfs1.png
custom_quote	wh_main_dwf_dwarfs_ungrim	
background	wh_main_emp_empire_balthasar	ui/loading_ui/load_images/campaign_empire1.png
custom_quote	wh_main_emp_empire_balthasar	
background	wh_main_emp_empire_karl_franz	ui/loading_ui/load_images/campaign_empire1.png
custom_quote	wh_main_emp_empire_karl_franz	
background	wh_main_emp_wissenland_gc	ui/loading_ui/load_images/campaign_empire1.png
custom_quote	wh_main_emp_wissenland_gc	
background	wh_main_emp_wissenland	ui/loading_ui/load_images/campaign_empire1.png
custom_quote	wh_main_emp_wissenland	
background	wh_main_grn_greenskins_azhag	ui/loading_ui/load_images/campaign_greenskins1.png
custom_quote	wh_main_grn_greenskins_azhag	
background	wh_main_grn_greenskins_grimgor	ui/loading_ui/load_images/campaign_greenskins1.png
custom_quote	wh_main_grn_greenskins_grimgor	
background	wh_main_vmp_vampire_counts_heinrich	ui/loading_ui/load_images/campaign_vampire_counts1.png
custom_quote	wh_main_vmp_vampire_counts_heinrich	
background	wh_main_vmp_vampire_counts_mannfred	ui/loading_ui/load_images/campaign_vampire_counts1.png
custom_quote	wh_main_vmp_vampire_counts_mannfred	
background	wh_pro02_vmp_schwartzhafen_isabella	ui/loading_ui/load_images/campaign_vampire_counts1.png
custom_quote	wh_pro02_vmp_schwartzhafen_isabella	
background	wh_pro02_vmp_schwartzhafen_vlad	ui/loading_ui/load_images/campaign_vampire_counts1.png
custom_quote	wh_pro02_vmp_schwartzhafen_vlad	
