variant_name	skeleton	root_joint
wh3_main_dae_cha_daemon_prince_arm_r_beast_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_beast_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_bird_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_bird_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_bird_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_bird_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_bird_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_bird_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_flamer_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_flamer_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_flamer_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_flamer_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_flamer_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_moutharm_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_moutharm_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_moutharm_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_moutharm_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_moutharm_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_moutharm_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_mutated_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_mutated_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_mutated_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_mutated_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_mutated_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_mutated_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_pincer_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_pincer_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_pincer_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_pincer_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_pincer_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_pincer_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_scythe_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_scythe_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_scythe_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_scythe_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_scythe_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_arm_r_scythe_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_arm_l_armoured_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_arm_l_base_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_arm_l_base_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_arm_l_bird_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_arm_l_corpulent_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_arm_r_armoured_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_arm_r_base_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_arm_r_bird_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_arm_r_corpulent_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_arm_r_scythe_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_head_adornedhelmet_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_head_base_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_head_beast_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_head_bird_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_head_corpulent_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_legs_base_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_legs_beast_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_legs_bird_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_legs_corpulent_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_legs_daemonette_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_tail_base_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_tail_corpulent_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_tail_fiend_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_tail_living_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_tail_snapping_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_torso_adornedarmour_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_torso_base_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_torso_bird_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_torso_brasscollar_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_torso_corpulent_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_weapon_bloodthirster_great_axe_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_weapon_exalted_great_unclean_one_sword_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_weapon_exalted_keeper_of_secrets_shield_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_weapon_exalted_lord_of_change_staff_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_weapon_sword_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_wings_base_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_wings_beast_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_wings_bird_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_wings_corpulent_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_fe_wings_sensuous_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_2headed_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_2headed_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_2headed_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_2headed_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_2headed_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_2headed_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_07	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_08	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_base_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_base_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_base_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_base_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_base_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_base_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_base_07	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_base_08	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_base_09	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_base_10	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_base_11	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_beast_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_beast_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_beast_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_beast_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_beast_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_beast_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_bird_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_bird_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_bird_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_bird_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_bird_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_bird_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_bird_07	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_bird_08	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_corpulent_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_corpulent_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_corpulent_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_corpulent_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_corpulent_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_corpulent_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_dreads_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_dreads_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_dreads_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_dreads_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_dreads_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_dreads_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_fiend_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_fiend_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_fiend_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_fiend_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_fiend_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_fiend_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_helmeted_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_helmeted_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_helmeted_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_helmeted_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_helmeted_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_helmeted_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_horror_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_horror_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_horror_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_horror_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_horror_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_horror_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_livingarmour_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_livingarmour_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_livingarmour_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_livingarmour_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_livingarmour_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_livingarmour_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_moon_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_moon_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_moon_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_moon_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_moon_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_moon_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_skull_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_skull_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_skull_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_skull_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_skull_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_skull_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_unclean_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_unclean_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_unclean_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_unclean_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_unclean_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_head_unclean_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_base_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_base_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_base_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_base_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_base_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_base_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_beast_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_beast_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_beast_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_beast_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_beast_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_beast_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_beast_07	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_beast_08	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_bird_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_bird_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_bird_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_bird_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_bird_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_bird_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_bird_07	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_bird_08	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_corpulent_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_corpulent_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_corpulent_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_corpulent_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_corpulent_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_corpulent_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_corpulent_07	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_daemonette_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_daemonette_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_daemonette_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_daemonette_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_daemonette_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_daemonette_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_daemonette_07	humanoid10e	
wh3_main_dae_cha_daemon_prince_legs_daemonette_08	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_base_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_base_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_base_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_base_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_base_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_base_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_beast_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_beast_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_beast_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_beast_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_beast_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_beast_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_corpulent_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_corpulent_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_corpulent_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_corpulent_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_corpulent_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_corpulent_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_fiend_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_fiend_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_fiend_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_fiend_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_fiend_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_fiend_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_flamer_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_flamer_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_flamer_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_flamer_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_flamer_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_flamer_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_living_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_living_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_living_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_living_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_living_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_living_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_rotfly_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_rotfly_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_rotfly_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_rotfly_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_rotfly_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_rotfly_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_screamer_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_screamer_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_screamer_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_screamer_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_screamer_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_screamer_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_snapping_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_snapping_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_snapping_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_snapping_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_snapping_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_snapping_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_steed_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_steed_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_steed_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_steed_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_steed_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_tail_steed_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_armoured_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_armoured_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_armoured_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_armoured_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_armoured_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_armoured_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_base_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_base_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_base_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_base_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_base_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_base_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_base_07	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_base_08	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_base_09	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_base_10	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_bird_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_bird_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_bird_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_bird_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_bird_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_bird_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_brasscollar_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_brasscollar_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_brasscollar_03	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_brasscollar_04	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_brasscollar_05	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_brasscollar_06	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_corpulent_01	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_corpulent_02	humanoid10e	
wh3_main_dae_cha_daemon_prince_torso_corpulent_03	humanoid10e	
