decision_item	decision_policy	query	query_variable_set	query_invert_result	query_weight
changing_of_the_ways_halt_faction	changing_of_the_ways_actions_easy	faction_to_faction_check_attitude	queried_domain_source_to_target_bounds_max-15	true	-100.0000
changing_of_the_ways_halt_faction	changing_of_the_ways_actions_easy	faction_to_faction_check_threat_score_normalized	queried_domain_source_to_target	false	20.0000
changing_of_the_ways_halt_faction	changing_of_the_ways_actions_easy	gds_random		false	5.0000
changing_of_the_ways_open_gates	changing_of_the_ways_actions_easy	faction_check_if_human	queried_domain_target	false	-100.0000
changing_of_the_ways_open_gates	changing_of_the_ways_actions_easy	faction_to_faction_check_attitude	queried_domain_source_to_target_bounds_max-15	true	-100.0000
changing_of_the_ways_open_gates	changing_of_the_ways_actions_easy	faction_to_faction_check_threat_score_normalized	queried_domain_source_to_target	false	40.0000
changing_of_the_ways_open_gates	changing_of_the_ways_actions_easy	gds_random		false	5.0000
	changing_of_the_ways_actions_easy	decision_item_rounds_ago_that_any_was_chosen	bounds_max_20	false	-100.0000
	changing_of_the_ways_actions_easy	faction_check_pooled_resource	pooled_resource_grimoires_bounds_min200	true	-100.0000
	changing_of_the_ways_actions_easy	random_with_min_max_behaviour	bounds_max_0.8	false	-100.0000
changing_of_the_ways_halt_faction	changing_of_the_ways_actions_hard	faction_check_if_human	queried_domain_target	false	-15.0000
changing_of_the_ways_halt_faction	changing_of_the_ways_actions_hard	faction_to_faction_check_attitude	queried_domain_source_to_target_bounds_max-15	true	-100.0000
changing_of_the_ways_halt_faction	changing_of_the_ways_actions_hard	faction_to_faction_check_threat_score_normalized	queried_domain_source_to_target	false	20.0000
changing_of_the_ways_halt_faction	changing_of_the_ways_actions_hard	gds_random		false	5.0000
changing_of_the_ways_open_gates	changing_of_the_ways_actions_hard	faction_check_if_human	queried_domain_target	false	-15.0000
changing_of_the_ways_open_gates	changing_of_the_ways_actions_hard	faction_to_faction_check_attitude	queried_domain_source_to_target_bounds_max-15	true	-100.0000
changing_of_the_ways_open_gates	changing_of_the_ways_actions_hard	faction_to_faction_check_threat_score_normalized	queried_domain_source_to_target	false	40.0000
changing_of_the_ways_open_gates	changing_of_the_ways_actions_hard	gds_random		false	5.0000
	changing_of_the_ways_actions_hard	decision_item_rounds_ago_that_any_was_chosen	bounds_max_20	false	-100.0000
	changing_of_the_ways_actions_hard	faction_check_pooled_resource	pooled_resource_grimoires_bounds_min200	true	-100.0000
	changing_of_the_ways_actions_hard	random_with_min_max_behaviour	bounds_max_0.6	false	-100.0000
chaos_dwarf_convoy_start	chaos_dwarf_convoy_start	always_true		false	1.0000
chaos_dwarf_convoy_start	chaos_dwarf_convoy_start	decision_item_rounds_ago_that_any_was_chosen	long_random_bounds	false	-100.0000
chaos_dwarf_convoy_start	chaos_dwarf_convoy_start	faction_check_average_provincial_pooled_resource	pooled_resource_chd_armaments_min200	false	-100.0000
	chaos_dwarf_convoy_start	random_with_min_max_behaviour	bounds_max_0.8	false	-100.0000
daemon_prince_ascension_ritual_khorne	daemon_prince_ascension_default	always_true		false	1.0000
daemon_prince_ascension_ritual_khorne	daemon_prince_ascension_default	gds_random	bounds_max_0.8	false	-100.0000
daemon_prince_ascension_ritual_nurgle	daemon_prince_ascension_default	always_true		false	1.0000
daemon_prince_ascension_ritual_nurgle	daemon_prince_ascension_default	gds_random	bounds_max_0.8	false	-100.0000
daemon_prince_ascension_ritual_slaanesh	daemon_prince_ascension_default	always_true		false	1.0000
daemon_prince_ascension_ritual_slaanesh	daemon_prince_ascension_default	gds_random	bounds_max_0.8	false	-100.0000
daemon_prince_ascension_ritual_tzeentch	daemon_prince_ascension_default	always_true		false	1.0000
daemon_prince_ascension_ritual_tzeentch	daemon_prince_ascension_default	gds_random	bounds_max_0.8	false	-100.0000
daemon_prince_ascension_ritual_undivided	daemon_prince_ascension_default	always_true		false	1.0000
daemon_prince_ascension_ritual_undivided	daemon_prince_ascension_default	gds_random	bounds_max_0.98	false	-100.0000
deploy_ogre_camp	deploy_ogre_camp_policy_default	always_true		false	0.2000
deploy_ogre_camp	deploy_ogre_camp_policy_default	faction_check_mobiles_in_stance	ogre_camp_stance_min_1	true	1.0000
deploy_ogre_camp	deploy_ogre_camp_policy_default	resource_mobile_check_enemy_army_nearby	enemy_army_strong	false	0.4000
deploy_ogre_camp	deploy_ogre_camp_policy_default	resource_mobile_check_pooled_resource	military_force_low_on_meat	true	0.2000
deploy_ogre_camp	deploy_ogre_camp_policy_default	resource_mobile_search_strongest_force_nearby	nearby_deployed_ogre_camp	false	-100.0000
deploy_ogre_camp	deploy_ogre_camp_policy_default	resource_mobile_search_territory	enemy_territory_range_0	false	0.4000
deploy_ogre_camp	deploy_ogre_camp_policy_default	resource_mobile_search_territory	enemy_territory_range_1	false	0.4000
deploy_ogre_camp	deploy_ogre_camp_policy_default	resource_mobile_search_territory	own_territory_range_0	false	-0.3000
wh3_dlc25_plague_target_own_army_0	festus_plague_create_plague_default	always_true		false	5.0000
wh3_dlc25_plague_target_own_army_0	festus_plague_create_plague_default	faction_check_pooled_resource	pooled_resource_nur_infections_bounds_min600	true	-100.0000
wh3_dlc25_plague_target_own_army_1	festus_plague_create_plague_default	always_true		false	5.0000
wh3_dlc25_plague_target_own_army_1	festus_plague_create_plague_default	faction_check_pooled_resource	pooled_resource_nur_infections_bounds_min600	true	-100.0000
wh3_dlc25_plague_target_own_army_2_festus_only	festus_plague_create_plague_default	always_true		false	5.0000
wh3_dlc25_plague_target_own_army_2_festus_only	festus_plague_create_plague_default	faction_check_pooled_resource	pooled_resource_nur_infections_bounds_min600	true	-100.0000
wh3_dlc25_plague_target_own_army_3	festus_plague_create_plague_default	always_true		false	5.0000
wh3_dlc25_plague_target_own_army_3	festus_plague_create_plague_default	faction_check_pooled_resource	pooled_resource_nur_infections_bounds_min600	true	-100.0000
wh3_main_ritual_kho_gg_1_upgraded	great_game_default	always_true		false	2.0000
wh3_main_ritual_kho_gg_1_upgraded	great_game_default	resource_mobile_check_combat_potential	scaled_combat_potential	false	1.0000
wh3_main_ritual_kho_gg_1_upgraded	great_game_default	resource_mobile_check_if_at_home		true	-100.0000
wh3_main_ritual_kho_gg_1_upgraded	great_game_default	resource_mobile_check_units	bounds_min_14	true	-100.0000
wh3_main_ritual_kho_gg_1	great_game_default	always_true		false	1.0000
wh3_main_ritual_kho_gg_1	great_game_default	resource_mobile_check_combat_potential	scaled_combat_potential	false	1.0000
wh3_main_ritual_kho_gg_1	great_game_default	resource_mobile_check_if_at_home		true	-100.0000
wh3_main_ritual_kho_gg_1	great_game_default	resource_mobile_check_units	bounds_min_14	true	-100.0000
wh3_main_ritual_kho_gg_2_upgraded	great_game_default	always_true		false	4.0000
wh3_main_ritual_kho_gg_2_upgraded	great_game_default	resource_mobile_check_combat_potential	scaled_combat_potential	false	1.0000
wh3_main_ritual_kho_gg_2_upgraded	great_game_default	resource_mobile_check_enemy_army_nearby		false	1.0000
wh3_main_ritual_kho_gg_2	great_game_default	always_true		false	3.0000
wh3_main_ritual_kho_gg_2	great_game_default	resource_mobile_check_combat_potential	scaled_combat_potential	false	1.0000
wh3_main_ritual_kho_gg_2	great_game_default	resource_mobile_check_enemy_army_nearby		false	1.0000
wh3_main_ritual_kho_gg_3_upgraded	great_game_default	always_true		false	6.0000
wh3_main_ritual_kho_gg_3_upgraded	great_game_default	resource_mobile_check_combat_potential	scaled_combat_potential	false	1.0000
wh3_main_ritual_kho_gg_3_upgraded	great_game_default	resource_mobile_check_enemy_army_nearby		false	1.0000
wh3_main_ritual_kho_gg_3	great_game_default	always_true		false	5.0000
wh3_main_ritual_kho_gg_3	great_game_default	faction_check_own_forces_in_enemy_regions		false	1.0000
wh3_main_ritual_kho_gg_3	great_game_default	faction_province_check_avg_settlement_level	avg_settlement_level_high	false	1.0000
wh3_main_ritual_kho_gg_3	great_game_default	resource_mobile_check_combat_potential	scaled_combat_potential	false	1.0000
wh3_main_ritual_kho_gg_3	great_game_default	resource_mobile_check_enemy_army_nearby		false	1.0000
wh3_main_ritual_kho_gg_4_upgraded	great_game_default	always_true		false	8.0000
wh3_main_ritual_kho_gg_4_upgraded	great_game_default	resource_mobile_check_average_unit_health_percentage	bounds_min_0.95	false	1.0000
wh3_main_ritual_kho_gg_4_upgraded	great_game_default	resource_mobile_check_units	bounds_min_14	false	1.0000
wh3_main_ritual_kho_gg_4	great_game_default	always_true		false	7.0000
wh3_main_ritual_kho_gg_4	great_game_default	resource_mobile_check_average_unit_health_percentage	bounds_min_0.95	false	1.0000
wh3_main_ritual_kho_gg_4	great_game_default	resource_mobile_check_units	bounds_min_14	false	1.0000
wh3_main_ritual_nur_gg_1_upgraded	great_game_default	always_true		false	2.0000
wh3_main_ritual_nur_gg_1_upgraded	great_game_default	resource_mobile_check_average_unit_health_percentage		true	1.0000
wh3_main_ritual_nur_gg_1_upgraded	great_game_default	resource_mobile_check_average_unit_health_percentage	bounds_min_0.8	false	-100.0000
wh3_main_ritual_nur_gg_1_upgraded	great_game_default	resource_mobile_check_if_at_home		true	-100.0000
wh3_main_ritual_nur_gg_1_upgraded	great_game_default	resource_mobile_check_units		false	0.5000
wh3_main_ritual_nur_gg_1	great_game_default	always_true		false	1.0000
wh3_main_ritual_nur_gg_1	great_game_default	resource_mobile_check_average_unit_health_percentage		true	1.0000
wh3_main_ritual_nur_gg_1	great_game_default	resource_mobile_check_average_unit_health_percentage	bounds_min_0.8	false	-100.0000
wh3_main_ritual_nur_gg_1	great_game_default	resource_mobile_check_if_at_home		true	-100.0000
wh3_main_ritual_nur_gg_1	great_game_default	resource_mobile_check_units		false	0.5000
wh3_main_ritual_nur_gg_2_upgraded	great_game_default	always_true		false	4.0000
wh3_main_ritual_nur_gg_2_upgraded	great_game_default	faction_check_own_forces_in_enemy_regions		false	1.0000
wh3_main_ritual_nur_gg_2_upgraded	great_game_default	resource_mobile_check_combat_potential	scaled_combat_potential	false	1.0000
wh3_main_ritual_nur_gg_2_upgraded	great_game_default	resource_mobile_check_if_plague_spreader_with_recipe		true	-100.0000
wh3_main_ritual_nur_gg_2	great_game_default	always_true		false	3.0000
wh3_main_ritual_nur_gg_2	great_game_default	faction_check_own_forces_in_enemy_regions		false	1.0000
wh3_main_ritual_nur_gg_2	great_game_default	resource_mobile_check_combat_potential	scaled_combat_potential	false	1.0000
wh3_main_ritual_nur_gg_2	great_game_default	resource_mobile_check_if_plague_spreader_with_recipe		true	-100.0000
wh3_main_ritual_nur_gg_3_upgraded	great_game_default	always_true		false	6.0000
wh3_main_ritual_nur_gg_3_upgraded	great_game_default	faction_province_check_avg_settlement_level	avg_settlement_level_high	true	1.0000
wh3_main_ritual_nur_gg_3	great_game_default	always_true		false	5.0000
wh3_main_ritual_nur_gg_3	great_game_default	faction_province_check_avg_settlement_level	avg_settlement_level_high	true	1.0000
wh3_main_ritual_nur_gg_4_upgraded	great_game_default	always_true		false	8.0000
wh3_main_ritual_nur_gg_4_upgraded	great_game_default	faction_check_own_forces_in_enemy_regions		false	1.0000
wh3_main_ritual_nur_gg_4_upgraded	great_game_default	resource_mobile_check_combat_potential	scaled_combat_potential	false	1.0000
wh3_main_ritual_nur_gg_4_upgraded	great_game_default	resource_mobile_check_enemy_army_nearby		false	1.0000
wh3_main_ritual_nur_gg_4	great_game_default	always_true		false	7.0000
wh3_main_ritual_nur_gg_4	great_game_default	faction_check_own_forces_in_enemy_regions		false	1.0000
wh3_main_ritual_nur_gg_4	great_game_default	resource_mobile_check_combat_potential	scaled_combat_potential	false	1.0000
wh3_main_ritual_nur_gg_4	great_game_default	resource_mobile_check_enemy_army_nearby		false	1.0000
wh3_main_ritual_sla_gg_1_upgraded	great_game_default	always_true		false	2.0000
wh3_main_ritual_sla_gg_1_upgraded	great_game_default	resource_mobile_check_average_unit_health_percentage	bounds_max_0.95	false	-100.0000
wh3_main_ritual_sla_gg_1	great_game_default	always_true		false	1.0000
wh3_main_ritual_sla_gg_1	great_game_default	resource_mobile_check_average_unit_health_percentage	bounds_max_0.95	false	-100.0000
wh3_main_ritual_sla_gg_2_upgraded	great_game_default	always_true		false	4.0000
wh3_main_ritual_sla_gg_2	great_game_default	always_true		false	3.0000
wh3_main_ritual_sla_gg_3_upgraded	great_game_default	always_true		false	6.0000
wh3_main_ritual_sla_gg_3_upgraded	great_game_default	resource_mobile_check_enemy_army_nearby	enemy_army_strong	false	2.0000
wh3_main_ritual_sla_gg_3	great_game_default	always_true		false	5.0000
wh3_main_ritual_sla_gg_3	great_game_default	resource_mobile_check_enemy_army_nearby	enemy_army_strong	false	2.0000
wh3_main_ritual_sla_gg_4_upgraded	great_game_default	always_true		false	8.0000
wh3_main_ritual_sla_gg_4	great_game_default	always_true		false	7.0000
wh3_main_ritual_tze_gg_1_upgraded	great_game_default	always_true		false	2.0000
wh3_main_ritual_tze_gg_1_upgraded	great_game_default	world_check_round_number	bounds_max_20	false	-200.0000
wh3_main_ritual_tze_gg_1	great_game_default	always_true		false	1.0000
wh3_main_ritual_tze_gg_1	great_game_default	world_check_round_number	bounds_max_20	false	-200.0000
wh3_main_ritual_tze_gg_2_upgraded	great_game_default	always_true		false	4.0000
wh3_main_ritual_tze_gg_2_upgraded	great_game_default	resource_mobile_search_strongest_force_nearby	enemy_army_strength_present_range_1	false	2.0000
wh3_main_ritual_tze_gg_2	great_game_default	always_true		false	3.0000
wh3_main_ritual_tze_gg_2	great_game_default	resource_mobile_search_strongest_force_nearby	enemy_army_strength_present_range_1	false	2.0000
wh3_main_ritual_tze_gg_3_upgraded	great_game_default	always_true		false	6.0000
wh3_main_ritual_tze_gg_3_upgraded	great_game_default	resource_mobile_check_enemy_army_nearby	enemy_army_strong	false	2.0000
wh3_main_ritual_tze_gg_3	great_game_default	always_true		false	5.0000
wh3_main_ritual_tze_gg_3	great_game_default	resource_mobile_check_enemy_army_nearby	enemy_army_strong	false	2.0000
wh3_main_ritual_tze_gg_4_upgraded	great_game_default	always_true		false	8.0000
wh3_main_ritual_tze_gg_4	great_game_default	always_true		false	7.0000
wh3_main_ritual_tze_gg_4	great_game_default	resource_mobile_check_combat_potential	scaled_combat_potential	false	1.0000
	khorne_cloak_of_skulls_policy_default	decision_item_rounds_ago_that_any_was_chosen	bounds_max_3	false	-250.0000
wh3_dlc26_kho_cloak_of_skulls_10_1	khorne_cloak_of_skulls_policy_default	always_true		false	850.0000
wh3_dlc26_kho_cloak_of_skulls_10_1	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min800	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_10_2	khorne_cloak_of_skulls_policy_default	always_true		false	875.0000
wh3_dlc26_kho_cloak_of_skulls_10_2	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min1600	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_10_3	khorne_cloak_of_skulls_policy_default	always_true		false	900.0000
wh3_dlc26_kho_cloak_of_skulls_10_3	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min3200	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_1_1	khorne_cloak_of_skulls_policy_default	always_true		false	10.0000
wh3_dlc26_kho_cloak_of_skulls_1_1	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min50	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_1_2	khorne_cloak_of_skulls_policy_default	always_true		false	15.0000
wh3_dlc26_kho_cloak_of_skulls_1_2	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min100	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_1_3	khorne_cloak_of_skulls_policy_default	always_true		false	20.0000
wh3_dlc26_kho_cloak_of_skulls_1_3	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min200	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_2_1	khorne_cloak_of_skulls_policy_default	always_true		false	50.0000
wh3_dlc26_kho_cloak_of_skulls_2_1	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min100	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_2_2	khorne_cloak_of_skulls_policy_default	always_true		false	75.0000
wh3_dlc26_kho_cloak_of_skulls_2_2	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min200	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_2_3	khorne_cloak_of_skulls_policy_default	always_true		false	100.0000
wh3_dlc26_kho_cloak_of_skulls_2_3	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min400	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_3_1	khorne_cloak_of_skulls_policy_default	always_true		false	150.0000
wh3_dlc26_kho_cloak_of_skulls_3_1	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min100	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_3_2	khorne_cloak_of_skulls_policy_default	always_true		false	175.0000
wh3_dlc26_kho_cloak_of_skulls_3_2	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min200	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_3_3	khorne_cloak_of_skulls_policy_default	always_true		false	200.0000
wh3_dlc26_kho_cloak_of_skulls_3_3	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min400	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_4_2	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min400	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_4_3	khorne_cloak_of_skulls_policy_default	always_true		false	300.0000
wh3_dlc26_kho_cloak_of_skulls_4_3	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min800	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_5_1	khorne_cloak_of_skulls_policy_default	always_true		false	350.0000
wh3_dlc26_kho_cloak_of_skulls_5_1	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min400	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_5_2	khorne_cloak_of_skulls_policy_default	always_true		false	375.0000
wh3_dlc26_kho_cloak_of_skulls_5_2	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min800	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_5_3	khorne_cloak_of_skulls_policy_default	always_true		false	400.0000
wh3_dlc26_kho_cloak_of_skulls_5_3	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min1600	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_6_1	khorne_cloak_of_skulls_policy_default	always_true		false	450.0000
wh3_dlc26_kho_cloak_of_skulls_6_1	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min400	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_6_2	khorne_cloak_of_skulls_policy_default	always_true		false	475.0000
wh3_dlc26_kho_cloak_of_skulls_6_2	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min800	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_6_3	khorne_cloak_of_skulls_policy_default	always_true		false	500.0000
wh3_dlc26_kho_cloak_of_skulls_6_3	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min1600	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_7_1	khorne_cloak_of_skulls_policy_default	always_true		false	550.0000
wh3_dlc26_kho_cloak_of_skulls_7_1	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min400	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_7_2	khorne_cloak_of_skulls_policy_default	always_true		false	575.0000
wh3_dlc26_kho_cloak_of_skulls_7_2	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min800	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_7_3	khorne_cloak_of_skulls_policy_default	always_true		false	600.0000
wh3_dlc26_kho_cloak_of_skulls_7_3	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min1600	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_8_1	khorne_cloak_of_skulls_policy_default	always_true		false	650.0000
wh3_dlc26_kho_cloak_of_skulls_8_1	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min400	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_8_2	khorne_cloak_of_skulls_policy_default	always_true		false	675.0000
wh3_dlc26_kho_cloak_of_skulls_8_2	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min800	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_9_1	khorne_cloak_of_skulls_policy_default	always_true		false	750.0000
wh3_dlc26_kho_cloak_of_skulls_9_1	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min800	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_9_2	khorne_cloak_of_skulls_policy_default	always_true		false	775.0000
wh3_dlc26_kho_cloak_of_skulls_9_2	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min1600	true	-100.0000
wh3_dlc26_kho_cloak_of_skulls_9_3	khorne_cloak_of_skulls_policy_default	always_true		false	800.0000
wh3_dlc26_kho_cloak_of_skulls_9_3	khorne_cloak_of_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_champions_essence_min3200	true	-100.0000
khorne_skulls	khorne_skulls_policy_default	faction_check_enemy_forces_in_own_regions		false	0.4000
khorne_skulls	khorne_skulls_policy_default	faction_check_own_forces_in_enemy_regions		false	0.4000
khorne_skulls	khorne_skulls_policy_default	faction_check_pooled_resource	source_pooled_resource_skulls_min1500	true	-100.0000
	khorne_skulls_throne_policy_default	decision_item_rounds_ago_that_any_was_chosen	bounds_max_3	false	-250.0000
wh3_dlc26_ritual_kho_the_skull_throne_1_1	khorne_skulls_throne_policy_default	always_true		false	20.0000
wh3_dlc26_ritual_kho_the_skull_throne_1_1	khorne_skulls_throne_policy_default	faction_check_pooled_resource	source_pooled_resource_skulls_min1000	true	-100.0000
wh3_dlc26_ritual_kho_the_skull_throne_1_2	khorne_skulls_throne_policy_default	always_true		false	15.0000
wh3_dlc26_ritual_kho_the_skull_throne_1_2	khorne_skulls_throne_policy_default	faction_check_pooled_resource	source_pooled_resource_skulls_min1000	true	-100.0000
wh3_dlc26_ritual_kho_the_skull_throne_1_3	khorne_skulls_throne_policy_default	always_true		false	20.0000
wh3_dlc26_ritual_kho_the_skull_throne_1_3	khorne_skulls_throne_policy_default	faction_check_pooled_resource	source_pooled_resource_skulls_min1000	true	-100.0000
wh3_dlc26_ritual_kho_the_skull_throne_1_4	khorne_skulls_throne_policy_default	always_true		false	10.0000
wh3_dlc26_ritual_kho_the_skull_throne_1_4	khorne_skulls_throne_policy_default	faction_check_pooled_resource	source_pooled_resource_skulls_min1000	true	-100.0000
wh3_dlc26_ritual_kho_the_skull_throne_2_1	khorne_skulls_throne_policy_default	always_true		false	100.0000
