base_unit	mounted_unit	icon_name
wh2_dlc10_hef_cha_mage_shadows_0	wh2_dlc10_hef_cha_mage_shadows_2	ui/campaign ui/mounts/mount_ithilmar_chariot.png
wh2_dlc11_cst_cha_aranessa_0	wh2_dlc11_cst_cha_aranessa_1	ui/campaign ui/mounts/mount_promethean.png
wh2_dlc11_cst_cha_cylostra_direfin_0	wh2_dlc11_cst_cha_cylostra_direfin_1	ui/campaign ui/mounts/mount_leviathon.png
wh2_dlc11_cst_cha_damned_paladin_0	wh2_dlc11_cst_cha_damned_paladin_1	ui/campaign ui/mounts/mount_barded_warhorse.png
wh2_dlc11_cst_cha_gunnery_wight_0	wh2_dlc11_cst_cha_gunnery_wight_1	ui/campaign ui/mounts/mount_promethean.png
wh2_dlc11_cst_cha_luthor_harkon_0	wh2_dlc11_cst_cha_luthor_harkon_1	ui/campaign ui/mounts/mount_terrorgheist.png
wh2_dlc11_cst_cha_vampire_fleet_admiral_0	wh2_dlc11_cst_cha_vampire_fleet_admiral_1	ui/campaign ui/mounts/mount_promethean.png
wh2_dlc11_cst_cha_vampire_fleet_admiral_death_0	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_1	ui/campaign ui/mounts/mount_promethean.png
wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_0	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_1	ui/campaign ui/mounts/mount_promethean.png
wh2_dlc11_cst_cha_vampire_fleet_admiral_female_0	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_1	ui/campaign ui/mounts/mount_promethean.png
wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_0	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_1	ui/campaign ui/mounts/mount_promethean.png
wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_0	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1	ui/campaign ui/mounts/mount_promethean.png
wh2_dlc11_cst_cha_vampire_fleet_captain_0	wh2_dlc11_cst_cha_vampire_fleet_captain_1	ui/campaign ui/mounts/mount_promethean.png
wh2_dlc11_cst_cha_vampire_fleet_captain_death_0	wh2_dlc11_cst_cha_vampire_fleet_captain_death_1	ui/campaign ui/mounts/mount_promethean.png
wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_0	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_1	ui/campaign ui/mounts/mount_promethean.png
wh2_dlc11_cst_inf_count_noctilus_0	wh2_dlc11_cst_inf_count_noctilus_1	ui/campaign ui/mounts/mount_necrofex.png
wh2_dlc11_def_cha_lokhir_fellheart_0	wh2_dlc11_def_cha_lokhir_fellheart_1	ui/campaign ui/mounts/mount_black_dragon.png
wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_0	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1	ui/campaign ui/mounts/mount_barded_nightmare.png
wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_0	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_2	ui/campaign ui/mounts/mount_hellsteed.png
wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_0	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3	ui/campaign ui/mounts/mount_zombie_dragon.png
wh2_dlc11_vmp_cha_bloodline_lahmian_lord_0	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_1	ui/campaign ui/mounts/mount_barded_nightmare.png
wh2_dlc11_vmp_cha_bloodline_lahmian_lord_0	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_2	ui/campaign ui/mounts/mount_hellsteed.png
wh2_dlc11_vmp_cha_bloodline_lahmian_lord_0	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_3	ui/campaign ui/mounts/mount_zombie_dragon.png
wh2_dlc11_vmp_cha_bloodline_necrarch_lord_0	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_1	ui/campaign ui/mounts/mount_barded_nightmare.png
wh2_dlc11_vmp_cha_bloodline_necrarch_lord_0	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_2	ui/campaign ui/mounts/mount_hellsteed.png
wh2_dlc11_vmp_cha_bloodline_necrarch_lord_0	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_3	ui/campaign ui/mounts/mount_zombie_dragon.png
wh2_dlc11_vmp_cha_bloodline_strigoi_lord_0	wh2_dlc11_vmp_cha_bloodline_strigoi_lord_1	ui/campaign ui/mounts/mount_terrorgheist.png
wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_0	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_1	ui/campaign ui/mounts/mount_barded_nightmare.png
wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_0	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_2	ui/campaign ui/mounts/mount_hellsteed.png
wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_0	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_3	ui/campaign ui/mounts/mount_zombie_dragon.png
wh2_dlc12_lzd_cha_skink_chief_red_crested_0	wh2_dlc12_lzd_cha_skink_chief_red_crested_1	ui/campaign ui/mounts/mount_horned_one.png
wh2_dlc12_lzd_cha_skink_chief_red_crested_0	wh2_dlc12_lzd_cha_skink_chief_red_crested_2	ui/campaign ui/mounts/mount_ripperdactyl.png
wh2_dlc12_lzd_cha_skink_chief_red_crested_0	wh2_dlc12_lzd_cha_skink_chief_red_crested_3	ui/campaign ui/mounts/mount_ancient_stegadon.png
wh2_dlc12_lzd_cha_tehenhauin_0	wh2_dlc12_lzd_cha_tehenhauin_1	ui/campaign ui/mounts/mount_horned_one.png
wh2_dlc12_lzd_cha_tehenhauin_0	wh2_dlc12_lzd_cha_tehenhauin_2	ui/campaign ui/mounts/mount_ripperdactyl.png
wh2_dlc12_lzd_cha_tehenhauin_0	wh2_dlc12_lzd_cha_tehenhauin_3	ui/campaign ui/mounts/mount_stegadon_engine_gods.png
wh2_dlc12_skv_cha_ikit_claw_0	wh2_dlc12_skv_cha_ikit_claw_1	ui/campaign ui/mounts/mount_doom_flayer.png
wh2_dlc12_skv_cha_ikit_claw_0	wh2_dlc12_skv_cha_ikit_claw_2	ui/campaign ui/mounts/mount_doom_wheel.png
wh2_dlc12_skv_cha_warlock_master_0	wh2_dlc12_skv_cha_warlock_master_1	ui/campaign ui/mounts/mount_doom_flayer.png
wh2_dlc12_skv_cha_warlock_master_0	wh2_dlc12_skv_cha_warlock_master_2	ui/campaign ui/mounts/mount_doom_wheel.png
wh2_dlc14_brt_cha_henri_le_massif_0	wh2_dlc14_brt_cha_henri_le_massif_3	ui/campaign ui/mounts/mount_hippogryph.png
wh2_dlc14_brt_cha_henri_le_massif_0	wh2_dlc14_brt_cha_henri_le_massif_4	ui/campaign ui/mounts/mount_barded_warhorse.png
wh2_dlc14_brt_cha_repanse_de_lyonesse_0	wh2_dlc14_brt_cha_repanse_de_lyonesse_1	ui/campaign ui/mounts/mount_barded_warhorse.png
wh2_dlc14_def_cha_high_beastmaster_0	wh2_dlc14_def_cha_high_beastmaster_1	ui/campaign ui/mounts/mount_scourgerunner_chariot.png
wh2_dlc14_def_cha_high_beastmaster_0	wh2_dlc14_def_cha_high_beastmaster_2	ui/campaign ui/mounts/mount_manticore.png
wh2_dlc14_def_cha_malus_darkblade_0_mp	wh2_dlc14_def_cha_malus_darkblade_1_mp	ui/campaign ui/mounts/mount_cold_one.png
wh2_dlc14_def_cha_malus_darkblade_0	wh2_dlc14_def_cha_malus_darkblade_1	ui/campaign ui/mounts/mount_cold_one.png
wh2_dlc14_def_cha_master_0	wh2_dlc14_def_cha_master_1	ui/campaign ui/mounts/mount_dark_steed.png
wh2_dlc14_def_cha_master_0	wh2_dlc14_def_cha_master_2	ui/campaign ui/mounts/mount_cold_one.png
wh2_dlc14_def_cha_master_0	wh2_dlc14_def_cha_master_3	ui/campaign ui/mounts/mount_dark_pegasus.png
wh2_dlc14_def_cha_master_0	wh2_dlc14_def_cha_master_4	ui/campaign ui/mounts/mount_cold_one_chariot.png
wh2_dlc15_hef_cha_archmage_beasts_0	wh2_dlc15_hef_cha_archmage_beasts_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_dlc15_hef_cha_archmage_beasts_0	wh2_dlc15_hef_cha_archmage_beasts_2	ui/campaign ui/mounts/mount_ithilmar_chariot.png
wh2_dlc15_hef_cha_archmage_beasts_0	wh2_dlc15_hef_cha_archmage_beasts_3	ui/campaign ui/mounts/mount_great_eagle.png
wh2_dlc15_hef_cha_archmage_beasts_0	wh2_dlc15_hef_cha_archmage_beasts_4	ui/campaign ui/mounts/mount_moon_dragon.png
wh2_dlc15_hef_cha_archmage_death_0	wh2_dlc15_hef_cha_archmage_death_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_dlc15_hef_cha_archmage_death_0	wh2_dlc15_hef_cha_archmage_death_2	ui/campaign ui/mounts/mount_ithilmar_chariot.png
wh2_dlc15_hef_cha_archmage_death_0	wh2_dlc15_hef_cha_archmage_death_3	ui/campaign ui/mounts/mount_great_eagle.png
wh2_dlc15_hef_cha_archmage_death_0	wh2_dlc15_hef_cha_archmage_death_4	ui/campaign ui/mounts/mount_moon_dragon.png
wh2_dlc15_hef_cha_archmage_fire_0	wh2_dlc15_hef_cha_archmage_fire_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_dlc15_hef_cha_archmage_fire_0	wh2_dlc15_hef_cha_archmage_fire_2	ui/campaign ui/mounts/mount_ithilmar_chariot.png
wh2_dlc15_hef_cha_archmage_fire_0	wh2_dlc15_hef_cha_archmage_fire_3	ui/campaign ui/mounts/mount_great_eagle.png
wh2_dlc15_hef_cha_archmage_fire_0	wh2_dlc15_hef_cha_archmage_fire_4	ui/campaign ui/mounts/mount_moon_dragon.png
wh2_dlc15_hef_cha_archmage_heavens_0	wh2_dlc15_hef_cha_archmage_heavens_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_dlc15_hef_cha_archmage_heavens_0	wh2_dlc15_hef_cha_archmage_heavens_2	ui/campaign ui/mounts/mount_ithilmar_chariot.png
wh2_dlc15_hef_cha_archmage_heavens_0	wh2_dlc15_hef_cha_archmage_heavens_3	ui/campaign ui/mounts/mount_great_eagle.png
wh2_dlc15_hef_cha_archmage_heavens_0	wh2_dlc15_hef_cha_archmage_heavens_4	ui/campaign ui/mounts/mount_moon_dragon.png
wh2_dlc15_hef_cha_archmage_high_0	wh2_dlc15_hef_cha_archmage_high_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_dlc15_hef_cha_archmage_high_0	wh2_dlc15_hef_cha_archmage_high_2	ui/campaign ui/mounts/mount_ithilmar_chariot.png
wh2_dlc15_hef_cha_archmage_high_0	wh2_dlc15_hef_cha_archmage_high_3	ui/campaign ui/mounts/mount_great_eagle.png
wh2_dlc15_hef_cha_archmage_high_0	wh2_dlc15_hef_cha_archmage_high_4	ui/campaign ui/mounts/mount_moon_dragon.png
wh2_dlc15_hef_cha_archmage_life_0	wh2_dlc15_hef_cha_archmage_life_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_dlc15_hef_cha_archmage_life_0	wh2_dlc15_hef_cha_archmage_life_2	ui/campaign ui/mounts/mount_ithilmar_chariot.png
wh2_dlc15_hef_cha_archmage_life_0	wh2_dlc15_hef_cha_archmage_life_3	ui/campaign ui/mounts/mount_great_eagle.png
wh2_dlc15_hef_cha_archmage_life_0	wh2_dlc15_hef_cha_archmage_life_4	ui/campaign ui/mounts/mount_moon_dragon.png
wh2_dlc15_hef_cha_archmage_light_0	wh2_dlc15_hef_cha_archmage_light_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_dlc15_hef_cha_archmage_light_0	wh2_dlc15_hef_cha_archmage_light_2	ui/campaign ui/mounts/mount_ithilmar_chariot.png
wh2_dlc15_hef_cha_archmage_light_0	wh2_dlc15_hef_cha_archmage_light_3	ui/campaign ui/mounts/mount_great_eagle.png
wh2_dlc15_hef_cha_archmage_light_0	wh2_dlc15_hef_cha_archmage_light_4	ui/campaign ui/mounts/mount_moon_dragon.png
wh2_dlc15_hef_cha_archmage_metal_0	wh2_dlc15_hef_cha_archmage_metal_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_dlc15_hef_cha_archmage_metal_0	wh2_dlc15_hef_cha_archmage_metal_2	ui/campaign ui/mounts/mount_ithilmar_chariot.png
wh2_dlc15_hef_cha_archmage_metal_0	wh2_dlc15_hef_cha_archmage_metal_3	ui/campaign ui/mounts/mount_great_eagle.png
wh2_dlc15_hef_cha_archmage_metal_0	wh2_dlc15_hef_cha_archmage_metal_4	ui/campaign ui/mounts/mount_moon_dragon.png
wh2_dlc15_hef_cha_archmage_shadows_0	wh2_dlc15_hef_cha_archmage_shadows_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_dlc15_hef_cha_archmage_shadows_0	wh2_dlc15_hef_cha_archmage_shadows_2	ui/campaign ui/mounts/mount_ithilmar_chariot.png
wh2_dlc15_hef_cha_archmage_shadows_0	wh2_dlc15_hef_cha_archmage_shadows_3	ui/campaign ui/mounts/mount_great_eagle.png
wh2_dlc15_hef_cha_archmage_shadows_0	wh2_dlc15_hef_cha_archmage_shadows_4	ui/campaign ui/mounts/mount_moon_dragon.png
wh2_dlc15_hef_cha_eltharion_the_grim_0	wh2_dlc15_hef_cha_eltharion_the_grim_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_dlc15_hef_cha_eltharion_the_grim_0	wh2_dlc15_hef_cha_eltharion_the_grim_2	ui/campaign ui/mounts/mount_hef_griffon.png
wh2_dlc15_hef_cha_imrik_0	wh2_dlc15_hef_cha_imrik_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_dlc15_hef_cha_imrik_0	wh2_dlc15_hef_cha_imrik_2	ui/campaign ui/mounts/mount_star_dragon.png
wh2_dlc15_hef_cha_mage_beasts_0	wh2_dlc15_hef_cha_mage_beasts_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_dlc15_hef_cha_mage_beasts_0	wh2_dlc15_hef_cha_mage_beasts_2	ui/campaign ui/mounts/mount_ithilmar_chariot.png
wh2_dlc15_hef_cha_mage_death_0	wh2_dlc15_hef_cha_mage_death_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_dlc15_hef_cha_mage_death_0	wh2_dlc15_hef_cha_mage_death_2	ui/campaign ui/mounts/mount_ithilmar_chariot.png
wh2_dlc15_hef_cha_mage_fire_0	wh2_dlc15_hef_cha_mage_fire_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_dlc15_hef_cha_mage_fire_0	wh2_dlc15_hef_cha_mage_fire_2	ui/campaign ui/mounts/mount_ithilmar_chariot.png
wh2_dlc15_hef_cha_mage_fire_0	wh2_dlc15_hef_cha_mage_fire_3	ui/campaign ui/mounts/mount_sun_dragon.png
wh2_dlc15_hef_cha_mage_metal_0	wh2_dlc15_hef_cha_mage_metal_1	ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
wh2_dlc15_hef_cha_mage_metal_0	wh2_dlc15_hef_cha_mage_metal_2	ui/campaign ui/mounts/mount_ithilmar_chariot.png
wh2_dlc16_skv_cha_chieftain_0	wh2_dlc16_skv_cha_chieftain_1	ui/campaign ui/mounts/mount_rat_ogre.png
wh2_dlc16_skv_cha_packmaster_0	wh2_dlc16_skv_cha_packmaster_2	ui/campaign ui/mounts/mount_brood_horror.png
wh2_dlc16_skv_cha_throt_the_unclean_0	wh2_dlc16_skv_cha_throt_the_unclean_2	ui/campaign ui/mounts/mount_brood_horror.png
wh2_dlc16_wef_cha_sisters_of_twilight_0	wh2_dlc16_wef_cha_sisters_of_twilight_1	ui/campaign ui/mounts/mount_forest_dragon.png
wh2_dlc16_wef_cha_spellweaver_beasts_0	wh2_dlc16_wef_cha_spellweaver_beasts_1	ui/campaign ui/mounts/mount_warhorse.png
wh2_dlc16_wef_cha_spellweaver_beasts_0	wh2_dlc16_wef_cha_spellweaver_beasts_2	ui/campaign ui/mounts/mount_unicorn.png
wh2_dlc16_wef_cha_spellweaver_beasts_0	wh2_dlc16_wef_cha_spellweaver_beasts_3	ui/campaign ui/mounts/mount_great_eagle.png
wh2_dlc16_wef_cha_spellweaver_dark_0	wh2_dlc16_wef_cha_spellweaver_dark_1	ui/campaign ui/mounts/mount_warhorse.png
wh2_dlc16_wef_cha_spellweaver_dark_0	wh2_dlc16_wef_cha_spellweaver_dark_2	ui/campaign ui/mounts/mount_unicorn.png
wh2_dlc16_wef_cha_spellweaver_dark_0	wh2_dlc16_wef_cha_spellweaver_dark_3	ui/campaign ui/mounts/mount_great_eagle.png
wh2_dlc16_wef_cha_spellweaver_high_0	wh2_dlc16_wef_cha_spellweaver_high_1	ui/campaign ui/mounts/mount_warhorse.png
wh2_dlc16_wef_cha_spellweaver_high_0	wh2_dlc16_wef_cha_spellweaver_high_2	ui/campaign ui/mounts/mount_unicorn.png
wh2_dlc16_wef_cha_spellweaver_high_0	wh2_dlc16_wef_cha_spellweaver_high_3	ui/campaign ui/mounts/mount_great_eagle.png
wh2_dlc16_wef_cha_spellweaver_life_0	wh2_dlc16_wef_cha_spellweaver_life_1	ui/campaign ui/mounts/mount_warhorse.png
wh2_dlc16_wef_cha_spellweaver_life_0	wh2_dlc16_wef_cha_spellweaver_life_2	ui/campaign ui/mounts/mount_unicorn.png
wh2_dlc16_wef_cha_spellweaver_life_0	wh2_dlc16_wef_cha_spellweaver_life_3	ui/campaign ui/mounts/mount_great_eagle.png
wh2_dlc16_wef_cha_spellweaver_shadows_0	wh2_dlc16_wef_cha_spellweaver_shadows_1	ui/campaign ui/mounts/mount_warhorse.png
wh2_dlc16_wef_cha_spellweaver_shadows_0	wh2_dlc16_wef_cha_spellweaver_shadows_2	ui/campaign ui/mounts/mount_unicorn.png
wh2_dlc16_wef_cha_spellweaver_shadows_0	wh2_dlc16_wef_cha_spellweaver_shadows_3	ui/campaign ui/mounts/mount_great_eagle.png
wh2_dlc17_bst_cha_wargor_0	wh2_dlc17_bst_cha_wargor_1	ui/campaign ui/mounts/mount_razorgor_chariot.png
wh2_dlc17_bst_cha_wargor_0	wh2_dlc17_bst_cha_wargor_2	ui/campaign ui/mounts/mount_tuskgor_chariot.png
