battle_animations_table	culture_pack
hu1_tomb_hr1_tomb_steed_halberd	wh2_dlc09_tmb_tomb_kings
hu1_tomb_hr1_tomb_steed_halberd_and_shield	wh2_dlc09_tmb_tomb_kings
hu1_tomb_hr1_tomb_steed_spear_and_shield	wh2_dlc09_tmb_tomb_kings
hu1_tomb_hr1_tomb_steed_staff_and_sword	wh2_dlc09_tmb_tomb_kings
hu1_tomb_hr1_tomb_steed_sword_and_bow	wh2_dlc09_tmb_tomb_kings
hu1_tomb_hr1_tomb_steed_sword_and_shield	wh2_dlc09_tmb_tomb_kings
hu1_tomb_hr1_tomb_steed_sword_and_whip	wh2_dlc09_tmb_tomb_kings
hu1_tomb_skeleton_dual_swords	wh2_dlc09_tmb_tomb_kings
hu1_tomb_skeleton_spear_and_shield	wh2_dlc09_tmb_tomb_kings
hu1_tomb_skeleton_sword	wh2_dlc09_tmb_tomb_kings
hu1_tomb_skeleton_sword_and_bow	wh2_dlc09_tmb_tomb_kings
hu1_tomb_skeleton_sword_and_shield	wh2_dlc09_tmb_tomb_kings
hu1_tomb_sn1_serpent_spear	wh2_dlc09_tmb_tomb_kings
hu1_tomb_sn1_serpent_spear_and_shield	wh2_dlc09_tmb_tomb_kings
hu1_tomb_sword_and_shield	wh2_dlc09_tmb_tomb_kings
hu1_tomb_sword_and_whip	wh2_dlc09_tmb_tomb_kings
hu1_tomb_wb_bigcat01_bow	wh2_dlc09_tmb_tomb_kings
hu1_tomb_wm_tomb_chariot01_2handed_halberd	wh2_dlc09_tmb_tomb_kings
hu1_tomb_wm_tomb_chariot01_sword_and_bow	wh2_dlc09_tmb_tomb_kings
hu1_tomb_wm_tomb_chariot01_sword_and_shield	wh2_dlc09_tmb_tomb_kings
hu1_tomb_wm_tomb_chariot01_whip	wh2_dlc09_tmb_tomb_kings
hu1_vampire_counts_hr1_warhorse_scythe	wh2_dlc09_tmb_tomb_kings
hu1_wight_king_sword_and_shield	wh2_dlc09_tmb_tomb_kings
hu1b_khalida_sn1_serpent_staff_and_sword	wh2_dlc09_tmb_tomb_kings
hu1b_khalida_staff_and_sword	wh2_dlc09_tmb_tomb_kings
hu1b_tomb_wm_chariot01_staff_and_sword	wh2_dlc09_tmb_tomb_kings
hu6e_ushabti_dual_swords	wh2_dlc09_tmb_tomb_kings
hu6e_ushabti_sword_and_bow	wh2_dlc09_tmb_tomb_kings
hu8_crypt_horror_club	wh2_dlc09_tmb_tomb_kings
hu8c_ghoul_club	wh2_dlc09_tmb_tomb_kings
sc1_scorpion01	wh2_dlc09_tmb_tomb_kings
sn1_khalida_serpent	wh2_dlc09_tmb_tomb_kings
sn1_sepulchral_stalker_halberd	wh2_dlc09_tmb_tomb_kings
sn1_serpent	wh2_dlc09_tmb_tomb_kings
wf1_dire_wolf	wh2_dlc09_tmb_tomb_kings
wm_arkhan_tomb_chariot01	wh2_dlc09_tmb_tomb_kings
wm_casket_souls01	wh2_dlc09_tmb_tomb_kings
wm_catapult01	wh2_dlc09_tmb_tomb_kings
wm_tomb_chariot01	wh2_dlc09_tmb_tomb_kings
hu3_dwarf_2handed_hammer_infantry_hammerer	wh2_dlc11_cst_rogue_bleak_coast_buccaneers
ba1_bat	wh2_dlc11_cst_vampire_coast
ba1_drop_bat	wh2_dlc11_cst_vampire_coast
bi2_terrorgheist	wh2_dlc11_cst_vampire_coast
cr1_cst_leviathon	wh2_dlc11_cst_vampire_coast
cr1_cst_promethean	wh2_dlc11_cst_vampire_coast
gh1_banshee	wh2_dlc11_cst_vampire_coast
gh4_cst_mourngul	wh2_dlc11_cst_vampire_coast
gh4_cst_mourngul_haunter	wh2_dlc11_cst_vampire_coast
gi2_cst_colossus	wh2_dlc11_cst_vampire_coast
gi2_cst_colossus_flame_thrower	wh2_dlc11_cst_vampire_coast
hc2_cst_hulks	wh2_dlc11_cst_vampire_coast
hc9_cst_cylostra_cr1_leviathan_wb_fan_and_staff	wh2_dlc11_cst_vampire_coast
hc9_cst_cylostra_fan_and_staff	wh2_dlc11_cst_vampire_coast
hr1_warhorse	wh2_dlc11_cst_vampire_coast
hu13_cst_bloated_corpse	wh2_dlc11_cst_vampire_coast
hu1_bretonnian_hr1_warhorse_2handed_sword	wh2_dlc11_cst_vampire_coast
hu1_cst_admiral_cr1_promethean_wb_halberd	wh2_dlc11_cst_vampire_coast
hu1_cst_admiral_halberd	wh2_dlc11_cst_vampire_coast
hu1_cst_deck_ba1_wb_bomb	wh2_dlc11_cst_vampire_coast
hu1_cst_deck_ba1_wb_pistol_and_sword	wh2_dlc11_cst_vampire_coast
hu1_cst_deck_ba1_wb_rifle	wh2_dlc11_cst_vampire_coast
hu1_cst_depth_guard_dual_axe	wh2_dlc11_cst_vampire_coast
hu1_cst_depth_guard_halberd	wh2_dlc11_cst_vampire_coast
hu1_cst_gunnery_cr1_promethean_wb_rifle	wh2_dlc11_cst_vampire_coast
hu1_cst_gunnery_rifle	wh2_dlc11_cst_vampire_coast
hu1_cst_luthor_bi2_terrorgheist_wb_cutlass_and_pistol	wh2_dlc11_cst_vampire_coast
hu1_cst_luthor_cutlass_and_pistol	wh2_dlc11_cst_vampire_coast
hu1_cst_noctilus_2handed_axe	wh2_dlc11_cst_vampire_coast
hu1_cst_noctilus_gi2_colossus_wb_2handed_axe	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_artillery	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_cr1_leviathan_wb_rifle	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_cr1_leviathon_wb_rifle	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_cr1_pomenthean_wb_hand_cannon	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_cr1_promethean_wb_cutlass_and_pistol	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_cr1_promethean_wb_hand_cannon	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_cr1_promethean_wb_hand_cannon1	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_cutlass_and_bomb	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_cutlass_and_pistol	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_dual_cutlass	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_gi2_colossus_wb_crew_1	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_gi2_colossus_wb_crew_2	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_gi2_colossus_wb_crew_3	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_gi2_colossus_wb_crew_4	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_gi2_colossus_wb_crew_5	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_gi2_resurrect_1	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_halberd	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_hand_cannon	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_rifle	wh2_dlc11_cst_vampire_coast
hu1_cst_zombie_rifle_bayonet	wh2_dlc11_cst_vampire_coast
hu1_empire_2handed_sword	wh2_dlc11_cst_vampire_coast
hu1_empire_dual_hammer	wh2_dlc11_cst_vampire_coast
hu1_empire_halberd	wh2_dlc11_cst_vampire_coast
hu1_empire_hr1_warhorse_lance_sword_shield	wh2_dlc11_cst_vampire_coast
hu1_empire_sword_and_pistol	wh2_dlc11_cst_vampire_coast
hu1_paladin_hr1_warhorse_lance_sword_shield	wh2_dlc11_cst_vampire_coast
hu1_paladin_sword_and_shield	wh2_dlc11_cst_vampire_coast
hu1_sartosa_free_company	wh2_dlc11_cst_vampire_coast
hu1_t1_cst_mini_gun	wh2_dlc11_cst_vampire_coast
hu1b_cst_admiral_cr1_promethean_wb_cutlass_and_pistol	wh2_dlc11_cst_vampire_coast
hu1b_cst_admiral_cutlass_and_pistol	wh2_dlc11_cst_vampire_coast
hu1b_cst_aranessa_cr1_promethean_wb_halberd	wh2_dlc11_cst_vampire_coast
hu1b_cst_aranessa_halberd	wh2_dlc11_cst_vampire_coast
hu1b_cst_captain_cutlass_and_hook	wh2_dlc11_cst_vampire_coast
wf1_dire_wolf	wh2_dlc11_cst_vampire_coast
wm_cst_queenbess01	wh2_dlc11_cst_vampire_coast
wm_great_cannon01	wh2_dlc11_cst_vampire_coast
wm_mortar01	wh2_dlc11_cst_vampire_coast
bc3_manticore	wh2_main_def_dark_elves
dr1_dragon	wh2_main_def_dark_elves
dr2_hydra	wh2_main_def_dark_elves
dr2_hydra_boss	wh2_main_def_dark_elves
dr2_kharibdyss	wh2_main_def_dark_elves
hq1_feral_stegadon	wh2_main_def_dark_elves
hr1_pegasus	wh2_main_def_dark_elves
hr1_warhorse	wh2_main_def_dark_elves
hu10b_harpy	wh2_main_def_dark_elves
hu1_vampire_wm_corpse_cart_staff_and_sword	wh2_main_def_dark_elves
hu1b_bretonnian_hr1_warhorse_staff_and_sword	wh2_main_def_dark_elves
hu1b_bretonnian_staff_and_sword	wh2_main_def_dark_elves
hu1b_def_lord_staff_and_sword	wh2_main_def_dark_elves
hu1b_def_whip_and_shield	wh2_main_def_dark_elves
hu1b_elf_bc3_manticore_wb_dual_sword	wh2_main_def_dark_elves
hu1b_elf_bc3_manticore_wb_staff_and_sword	wh2_main_def_dark_elves
hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_main_def_dark_elves
hu1b_elf_dr1_dragon_wb_sword_and_bow	wh2_main_def_dark_elves
hu1b_elf_dr1_dragon_wb_sword_and_shield	wh2_main_def_dark_elves
hu1b_elf_dual_sword	wh2_main_def_dark_elves
hu1b_elf_hr1_pegasus_staff_and_sword	wh2_main_def_dark_elves
hu1b_elf_hr1_pegasus_sword_and_shield	wh2_main_def_dark_elves
hu1b_elf_hr1_warhorse_dual_sword	wh2_main_def_dark_elves
hu1b_elf_hr1_warhorse_sword_and_shield	wh2_main_def_dark_elves
hu1b_elf_rp3_cold_one_staff_and_sword	wh2_main_def_dark_elves
hu1b_elf_rp3_cold_one_sword_shield	wh2_main_def_dark_elves
hu1b_elf_staff_and_sword	wh2_main_def_dark_elves
hu1b_elf_sword_and_shield	wh2_main_def_dark_elves
hu1b_elf_wm_blood_cauldron_dual_sword_01	wh2_main_def_dark_elves
hu1b_elf_wm_blood_cauldron_dual_sword_02	wh2_main_def_dark_elves
hu1b_hellebron_dual_sword	wh2_main_def_dark_elves
hu1d_def_2handed_sword	wh2_main_def_dark_elves
hu1d_def_lord_sword_and_shield	wh2_main_def_dark_elves
hu1d_def_spear_and_shield	wh2_main_def_dark_elves
hu1d_def_sword_and_shield	wh2_main_def_dark_elves
hu1d_dlc14_bc3_manticore_wb_beastmaster_spear_whip	wh2_main_def_dark_elves
hu1d_dlc14_beastmaster_spear_whip	wh2_main_def_dark_elves
hu1d_dlc14_hr1_pegasus_master_spear_shield	wh2_main_def_dark_elves
hu1d_dlc14_hr1_warhorse_master_spear_shield	wh2_main_def_dark_elves
hu1d_dlc14_malus_lord_sword	wh2_main_def_dark_elves
hu1d_dlc14_master_spear_and_shield	wh2_main_def_dark_elves
hu1d_dlc14_rp3_cold_one_malus_lord_sword	wh2_main_def_dark_elves
hu1d_dlc14_tzarkan_sword	wh2_main_def_dark_elves
hu1d_dlc14_wm_cold_one_chariot01_master_spear_shield	wh2_main_def_dark_elves
hu1d_dlc14_wm_scourge_chariot01_beastmaster_spear_whip	wh2_main_def_dark_elves
hu1d_dlc14_wm_scourge_chariot01_whip	wh2_main_def_dark_elves
hu1d_doomfire_hr1_warhorse_sword	wh2_main_def_dark_elves
hu1d_elf_2handed_sword	wh2_main_def_dark_elves
hu1d_elf_2handed_sword_crossbow	wh2_main_def_dark_elves
hu1d_elf_dr1_dragon_wb_malekith_sword_and_shield	wh2_main_def_dark_elves
hu1d_elf_dr1_dragon_wb_sword_and_crossbow	wh2_main_def_dark_elves
hu1d_elf_dr1_dragon_wb_sword_and_shield	wh2_main_def_dark_elves
hu1d_elf_dual_sword	wh2_main_def_dark_elves
hu1d_elf_dual_sword_crossbow	wh2_main_def_dark_elves
hu1d_elf_halberd	wh2_main_def_dark_elves
hu1d_elf_hr1_pegasus_sword_crossbow	wh2_main_def_dark_elves
hu1d_elf_hr1_warhorse_dreadlord_sword_crossbow	wh2_main_def_dark_elves
hu1d_elf_hr1_warhorse_dual_sword	wh2_main_def_dark_elves
hu1d_elf_hr1_warhorse_spear	wh2_main_def_dark_elves
hu1d_elf_hr1_warhorse_spear_shield	wh2_main_def_dark_elves
hu1d_elf_hr1_warhorse_sword_and_shield	wh2_main_def_dark_elves
hu1d_elf_hr1_warhorse_sword_and_staff	wh2_main_def_dark_elves
hu1d_elf_hr1_warhorse_sword_crossbow	wh2_main_def_dark_elves
hu1d_elf_rp3_cold_one_lance_sword_shield	wh2_main_def_dark_elves
hu1d_elf_rp3_cold_one_mace_shield	wh2_main_def_dark_elves
hu1d_elf_rp3_cold_one_sword_crossbow	wh2_main_def_dark_elves
hu1d_elf_rp3_cold_one_sword_shield	wh2_main_def_dark_elves
hu1d_elf_spear_and_shield	wh2_main_def_dark_elves
hu1d_elf_staff_and_sword	wh2_main_def_dark_elves
hu1d_elf_sword	wh2_main_def_dark_elves
hu1d_elf_sword_and_handbow	wh2_main_def_dark_elves
hu1d_elf_sword_and_shield	wh2_main_def_dark_elves
hu1d_elf_sword_crossbow	wh2_main_def_dark_elves
hu1d_elf_sword_crossbow_shield	wh2_main_def_dark_elves
hu1d_elf_wm_cold_one_chariot01_crossbow_01	wh2_main_def_dark_elves
hu1d_elf_wm_cold_one_chariot01_crossbow_02	wh2_main_def_dark_elves
hu1d_elf_wm_cold_one_chariot01_sword_and_shield	wh2_main_def_dark_elves
hu1d_elf_wm_cold_one_chariot01_whip	wh2_main_def_dark_elves
hu1d_elf_wm_tiranoc_chariot01_whip	wh2_main_def_dark_elves
hu6_gor_2handed_axe	wh2_main_def_dark_elves
hu6_gor_axe_and_shield	wh2_main_def_dark_elves
rp3_cold_one	wh2_main_def_dark_elves
rp3_cold_one_draught	wh2_main_def_dark_elves
rp3_cold_one_malus	wh2_main_def_dark_elves
sn2_dlc14_medusa_2h_halberd	wh2_main_def_dark_elves
sn2_dlc14_wm_bloodwrack_shrine01_medusa_2h_halberd	wh2_main_def_dark_elves
wm_blood_cauldron01	wh2_main_def_dark_elves
wm_bolt_thrower01	wh2_main_def_dark_elves
wm_cold_one_chariot01	wh2_main_def_dark_elves
wm_dlc14_scourge_chariot01	wh2_main_def_dark_elves
wm_trebuchet01_blessed	wh2_main_def_dark_elves
bi1_eagle	wh2_main_hef_high_elves
bi1_eagle_boss	wh2_main_hef_high_elves
bi1_eagle_sisters_of_twilight	wh2_main_hef_high_elves
dr1_dragon	wh2_main_hef_high_elves
hc2_treekin	wh2_main_hef_high_elves
hr1_warhorse	wh2_main_hef_high_elves
hr1_warhorse_draught	wh2_main_hef_high_elves
hu1b_alarielle_hr1_warhorse_staff_and_sword	wh2_main_hef_high_elves
hu1b_alarielle_staff_and_sword	wh2_main_hef_high_elves
hu1b_bretonnian_hr1_warhorse_staff_and_sword	wh2_main_hef_high_elves
hu1b_elf_bi1_alarielle_wb_staff_and_sword	wh2_main_hef_high_elves
hu1b_elf_bi1_eagle_wb_sword_and_bow	wh2_main_hef_high_elves
hu1b_elf_dr1_dragon_wb_sword_and_bow	wh2_main_hef_high_elves
hu1b_elf_hr1_warhorse_sword_bow	wh2_main_hef_high_elves
hu1b_elf_staff_and_sword	wh2_main_hef_high_elves
hu1b_elf_sword_and_bow	wh2_main_hef_high_elves
hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_main_hef_high_elves
hu1b_hef_avelorn_sword_and_bow	wh2_main_hef_high_elves
hu1b_hef_everqueens_sword_and_bow	wh2_main_hef_high_elves
hu1b_hef_hr1_warhorse_spear_and_bow	wh2_main_hef_high_elves
hu1b_hef_hr1_warhorse_sword_bow	wh2_main_hef_high_elves
hu1b_hef_spear_and_bow	wh2_main_hef_high_elves
hu1b_hef_sword_and_bow	wh2_main_hef_high_elves
hu1d_alith_anar_glade_lord_sword_and_bow	wh2_main_hef_high_elves
hu1d_alith_anar_glade_lord_sword_and_bow_decoy	wh2_main_hef_high_elves
hu1d_elf_2handed_axe	wh2_main_hef_high_elves
hu1d_elf_2handed_sword	wh2_main_hef_high_elves
hu1d_elf_2handed_sword_crossbow	wh2_main_hef_high_elves
hu1d_elf_bi1_eagle_wb_2handed_axe	wh2_main_hef_high_elves
hu1d_elf_bi1_eagle_wb_halberd	wh2_main_hef_high_elves
hu1d_elf_bi1_eagle_wb_sword_and_bow	wh2_main_hef_high_elves
hu1d_elf_bi1_eagle_wb_sword_and_shield	wh2_main_hef_high_elves
hu1d_elf_dr1_dragon_wb_2handed_axe	wh2_main_hef_high_elves
hu1d_elf_dr1_dragon_wb_sword_and_shield	wh2_main_hef_high_elves
hu1d_elf_dual_sword_crossbow	wh2_main_hef_high_elves
hu1d_elf_halberd	wh2_main_hef_high_elves
hu1d_elf_halberd_ror	wh2_main_hef_high_elves
hu1d_elf_hr1_warhorse_halberd	wh2_main_hef_high_elves
hu1d_elf_hr1_warhorse_lance_sword	wh2_main_hef_high_elves
hu1d_elf_hr1_warhorse_lance_sword_shield	wh2_main_hef_high_elves
hu1d_elf_hr1_warhorse_spear	wh2_main_hef_high_elves
hu1d_elf_hr1_warhorse_spear_shield	wh2_main_hef_high_elves
hu1d_elf_hr1_warhorse_sword	wh2_main_hef_high_elves
hu1d_elf_hr1_warhorse_sword_and_shield	wh2_main_hef_high_elves
hu1d_elf_hr1_warhorse_sword_and_staff	wh2_main_hef_high_elves
hu1d_elf_hr1_warhorse_sword_bow	wh2_main_hef_high_elves
hu1d_elf_hr1_warhorse_sword_crossbow	wh2_main_hef_high_elves
hu1d_elf_spear_and_bow	wh2_main_hef_high_elves
hu1d_elf_spear_and_shield	wh2_main_hef_high_elves
hu1d_elf_spear_and_shield_bow	wh2_main_hef_high_elves
hu1d_elf_staff_and_sword	wh2_main_hef_high_elves
hu1d_elf_sword	wh2_main_hef_high_elves
hu1d_elf_sword_and_bow	wh2_main_hef_high_elves
hu1d_elf_sword_and_handbow	wh2_main_hef_high_elves
hu1d_elf_sword_and_shield	wh2_main_hef_high_elves
hu1d_elf_sword_crossbow	wh2_main_hef_high_elves
hu1d_elf_sword_crossbow_shield	wh2_main_hef_high_elves
hu1d_elf_wm_tiranoc_chariot01_halberd	wh2_main_hef_high_elves
hu1d_elf_wm_tiranoc_chariot01_spear	wh2_main_hef_high_elves
hu1d_elf_wm_tiranoc_chariot01_sword_and_bow	wh2_main_hef_high_elves
hu1d_elf_wm_tiranoc_chariot01_sword_and_bow2	wh2_main_hef_high_elves
hu1d_elf_wm_tiranoc_chariot01_whip	wh2_main_hef_high_elves
hu1d_glade_lord_sword_and_bow	wh2_main_hef_high_elves
hu1d_hef_2handed_sword	wh2_main_hef_high_elves
hu1d_hef_lord_sword	wh2_main_hef_high_elves
hu1d_hef_spear_and_shield	wh2_main_hef_high_elves
hu1d_shadow_walkers_dual_sword_bow	wh2_main_hef_high_elves
hu20_dryads	wh2_main_hef_high_elves
hu21_treeman	wh2_main_hef_high_elves
hu21_treeman_staff	wh2_main_hef_high_elves
wm_bolt_thrower01b	wh2_main_hef_high_elves
wm_tiranoc_chariot01	wh2_main_hef_high_elves
ap1_gorebeast	wh2_main_lzd_lizardmen
bc3_manticore	wh2_main_lzd_lizardmen
bi3_ripperdactyl	wh2_main_lzd_lizardmen
bi3_terradon	wh2_main_lzd_lizardmen
hq1_bastiladon	wh2_main_lzd_lizardmen
hq1_feral_stegadon	wh2_main_lzd_lizardmen
hq1_stegadon	wh2_main_lzd_lizardmen
hu7_dlc12_skink_2h_greatweapon	wh2_main_lzd_lizardmen
hu7_dlc12_skink_bi3_terradon_2h_greatweapon	wh2_main_lzd_lizardmen
hu7_dlc12_skink_bi3_terradon_sword_and_plaque	wh2_main_lzd_lizardmen
hu7_dlc12_skink_bi3_terradon_tiktaqto_sword	wh2_main_lzd_lizardmen
hu7_dlc12_skink_chief_2h_greatweapon	wh2_main_lzd_lizardmen
hu7_dlc12_skink_hq1_stegadon_wb_sword_and_plaque	wh2_main_lzd_lizardmen
hu7_dlc12_skink_rp3_cold_one_chief_2h_greatweapon	wh2_main_lzd_lizardmen
hu7_dlc12_skink_rp3_cold_one_sword_and_plaque	wh2_main_lzd_lizardmen
hu7_dlc12_skink_sword_and_plaque	wh2_main_lzd_lizardmen
hu7_dlc12_skink_tiktaqto_sword	wh2_main_lzd_lizardmen
hu7_skink_bi3_ripperdactyl_javelin	wh2_main_lzd_lizardmen
hu7_skink_bi3_terradon_club_blowpipe	wh2_main_lzd_lizardmen
hu7_skink_bi3_terradon_fireleech_bolas	wh2_main_lzd_lizardmen
hu7_skink_bi3_terradon_javelin	wh2_main_lzd_lizardmen
hu7_skink_bi3_terradon_staff_and_club	wh2_main_lzd_lizardmen
hu7_skink_club	wh2_main_lzd_lizardmen
hu7_skink_club_and_blowpipe	wh2_main_lzd_lizardmen
hu7_skink_club_and_shield	wh2_main_lzd_lizardmen
hu7_skink_club_javelin_shield	wh2_main_lzd_lizardmen
hu7_skink_hq1_bastilidon_wb_javelin	wh2_main_lzd_lizardmen
hu7_skink_hq1_bastilidon_wb_javelin_02	wh2_main_lzd_lizardmen
hu7_skink_hq1_bastilidon_wb_javelin_02_b	wh2_main_lzd_lizardmen
hu7_skink_hq1_bastilidon_wb_javelin_b	wh2_main_lzd_lizardmen
hu7_skink_hq1_stegadon_wb_giant_blowpipe	wh2_main_lzd_lizardmen
hu7_skink_hq1_stegadon_wb_giant_blowpipe_02	wh2_main_lzd_lizardmen
hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_lizardmen
hu7_skink_staff_and_club	wh2_main_lzd_lizardmen
hu7b_dlc13_saurus_gor_rok_club	wh2_main_lzd_lizardmen
hu7b_saurus_club	wh2_main_lzd_lizardmen
hu7b_saurus_club_and_shield	wh2_main_lzd_lizardmen
hu7b_saurus_halberd_and_shield	wh2_main_lzd_lizardmen
hu7b_saurus_lord_spear	wh2_main_lzd_lizardmen
hu7b_saurus_rp3_cold_one_club_and_shield	wh2_main_lzd_lizardmen
hu7b_saurus_rp3_cold_one_spear_and_shield	wh2_main_lzd_lizardmen
hu7b_saurus_rp3b_carnosaur_wb_club_and_shield	wh2_main_lzd_lizardmen
hu7b_saurus_spear	wh2_main_lzd_lizardmen
hu7b_saurus_spear_and_shield	wh2_main_lzd_lizardmen
hu7c_dlc13_kroxigor_ancient_2handed_axe	wh2_main_lzd_lizardmen
hu7c_dlc13_kroxigor_gauntlets	wh2_main_lzd_lizardmen
hu7c_dlc13_kroxigor_nakai_club	wh2_main_lzd_lizardmen
hu7c_kroxigor_2handed_axe	wh2_main_lzd_lizardmen
hu9_dlc12_kroak	wh2_main_lzd_lizardmen
hu9_slann_mace	wh2_main_lzd_lizardmen
hu9_slann_wm_platform01_mace	wh2_main_lzd_lizardmen
lz1_dlc12_ancient_salamander	wh2_main_lzd_lizardmen
lz1_dlc12_salamander	wh2_main_lzd_lizardmen
lz1_dlc13_razordon	wh2_main_lzd_lizardmen
rp3_cold_one	wh2_main_lzd_lizardmen
rp3b_carnosaur	wh2_main_lzd_lizardmen
rp3b_carnosaur_boss	wh2_main_lzd_lizardmen
rp4_dlc13_dread_saurian	wh2_main_lzd_lizardmen
rp4_dlc13_dread_saurian_howdaah	wh2_main_lzd_lizardmen
wm_kroak_platform01	wh2_main_lzd_lizardmen
wm_platform01	wh2_main_lzd_lizardmen
hq1_feral_stegadon	wh2_main_rogue_black_spider_tribe
hu3_dwarf_2handed_hammer_infantry_hammerer	wh2_main_rogue_doomseekers
hc5_skv_hell_pit	wh2_main_skv_skaven
hc5_skv_hell_pit_boss	wh2_main_skv_skaven
hu17_craventail_spear_and_fork	wh2_main_skv_skaven
hu17_dlc12_ikit_halberd_and_claw_gun	wh2_main_skv_skaven
hu17_dlc12_skaven_doomflayer_driver_01	wh2_main_skv_skaven
hu17_dlc12_warlock_gauntlets	wh2_main_skv_skaven
hu17_dlc12_wm_doomflayer01_ikit_halberd_and_claw_gun	wh2_main_skv_skaven
hu17_dlc12_wm_doomflayer01_warlock_gauntlets	wh2_main_skv_skaven
hu17_dlc12_wm_doomwheel01_ikit_halberd_and_claw_gun	wh2_main_skv_skaven
hu17_dlc14_eshin_triad_naginata	wh2_main_skv_skaven
hu17_dlc14_eshin_triad_naginata_decoy	wh2_main_skv_skaven
hu17_dlc14_master_assasin_dual_sword	wh2_main_skv_skaven
hu17_dlc14_snikch_dual_sword	wh2_main_skv_skaven
hu17_skaven_censer	wh2_main_skv_skaven
hu17_skaven_council_halberd	wh2_main_skv_skaven
hu17_skaven_doom_wheel_driver_01	wh2_main_skv_skaven
hu17_skaven_doom_wheel_driver_02	wh2_main_skv_skaven
hu17_skaven_dual_claw_and_sling	wh2_main_skv_skaven
hu17_skaven_dual_claw_and_throwing_stars	wh2_main_skv_skaven
hu17_skaven_dual_sword	wh2_main_skv_skaven
hu17_skaven_eshin_dual_sword	wh2_main_skv_skaven
hu17_skaven_halberd	wh2_main_skv_skaven
hu17_skaven_halberd_and_doomfire_rocket	wh2_main_skv_skaven
hu17_skaven_monk_censer	wh2_main_skv_skaven
hu17_skaven_spear	wh2_main_skv_skaven
hu17_skaven_spear_and_shield	wh2_main_skv_skaven
hu17_skaven_staff_and_book	wh2_main_skv_skaven
hu17_skaven_staff_and_sword	wh2_main_skv_skaven
hu17_skaven_stormvermin_sword_and_shield	wh2_main_skv_skaven
hu17_skaven_sword	wh2_main_skv_skaven
hu17_skaven_sword_and_globe	wh2_main_skv_skaven
hu17_skaven_sword_and_hook	wh2_main_skv_skaven
