key	layout_name	should_fade_to_black
wh3_dlc24_tze_the_deceivers	custom_loading_screen	true
wh3_dlc24_tze_the_deceivers_gc	custom_loading_screen	true
wh3_main_chs_shadow_legion	custom_loading_screen	true
wh3_main_cth_the_northern_provinces	advisor_loading_screen	true
wh3_main_cth_the_northern_provinces_gc	custom_loading_screen	true
wh3_main_cth_the_northern_provinces_tol	custom_loading_screen	true
wh3_main_cth_the_western_provinces	advisor_loading_screen	true
wh3_main_cth_the_western_provinces_gc	custom_loading_screen	true
wh3_main_cth_the_western_provinces_tol	custom_loading_screen	true
wh3_main_dae_daemon_prince	advisor_loading_screen	true
wh3_main_dae_daemon_prince_gc	custom_loading_screen	true
wh3_main_kho_exiles_of_khorne	advisor_loading_screen	true
wh3_main_kho_exiles_of_khorne_gc	custom_loading_screen	true
wh3_main_kho_exiles_of_khorne_tol	custom_loading_screen	true
wh3_main_ksl_the_great_orthodoxy	advisor_loading_screen	true
wh3_main_ksl_the_great_orthodoxy_gc	custom_loading_screen	true
wh3_main_ksl_the_great_orthodoxy_tol	custom_loading_screen	true
wh3_main_ksl_the_ice_court	advisor_loading_screen	true
wh3_main_ksl_the_ice_court_gc	custom_loading_screen	true
wh3_main_ksl_the_ice_court_tol	custom_loading_screen	true
wh3_main_ksl_ursun_revivalists	advisor_loading_screen	true
wh3_main_ksl_ursun_revivalists_gc	custom_loading_screen	true
wh3_main_ksl_ursun_revivalists_tol	custom_loading_screen	true
wh3_main_nur_poxmakers_of_nurgle	advisor_loading_screen	true
wh3_main_nur_poxmakers_of_nurgle_gc	custom_loading_screen	true
wh3_main_nur_poxmakers_of_nurgle_tol	custom_loading_screen	true
wh3_main_ogr_disciples_of_the_maw	advisor_loading_screen	true
wh3_main_ogr_disciples_of_the_maw_gc	custom_loading_screen	true
wh3_main_ogr_disciples_of_the_maw_tol	custom_loading_screen	true
wh3_main_ogr_goldtooth	advisor_loading_screen	true
wh3_main_ogr_goldtooth_gc	custom_loading_screen	true
wh3_main_ogr_goldtooth_tol	custom_loading_screen	true
wh3_main_prologue_initial_load	custom_loading_screen_no_quote	true
wh3_main_sla_seducers_of_slaanesh	advisor_loading_screen	true
wh3_main_sla_seducers_of_slaanesh_gc	custom_loading_screen	true
wh3_main_sla_seducers_of_slaanesh_tol	custom_loading_screen	true
wh3_main_survival_brass_citadel_defeat	custom_loading_screen	true
wh3_main_survival_brass_citadel_first_win	custom_loading_screen	true
wh3_main_survival_brass_citadel_fourth_win	custom_loading_screen	true
wh3_main_survival_brass_citadel_second_win	custom_loading_screen	true
wh3_main_survival_brass_citadel_third_win	custom_loading_screen	true
wh3_main_survival_forge_of_souls_outro	custom_loading_screen	true
wh3_main_survival_impossible_fortress_defeat	custom_loading_screen	true
wh3_main_survival_impossible_fortress_first_win	custom_loading_screen	true
wh3_main_survival_impossible_fortress_fourth_win	custom_loading_screen	true
wh3_main_survival_impossible_fortress_second_win	custom_loading_screen	true
wh3_main_survival_impossible_fortress_third_win	custom_loading_screen	true
wh3_main_survival_plague_mansion_defeat	custom_loading_screen	true
wh3_main_survival_plague_mansion_first_win	custom_loading_screen	true
wh3_main_survival_plague_mansion_fourth_win	custom_loading_screen	true
wh3_main_survival_plague_mansion_second_win	custom_loading_screen	true
wh3_main_survival_plague_mansion_third_win	custom_loading_screen	true
wh3_main_survival_slaanesh_palace_defeat	custom_loading_screen	true
wh3_main_survival_slaanesh_palace_first_win	custom_loading_screen	true
wh3_main_survival_slaanesh_palace_fourth_win	custom_loading_screen	true
wh3_main_survival_slaanesh_palace_second_win	custom_loading_screen	true
wh3_main_survival_slaanesh_palace_third_win	custom_loading_screen	true
wh3_main_tze_oracles_of_tzeentch	advisor_loading_screen	true
wh3_main_tze_oracles_of_tzeentch_gc	custom_loading_screen	true
wh3_main_tze_oracles_of_tzeentch_tol	custom_loading_screen	true
wh3_pro10_mom	custom_loading_screen	true
wh3_prologue_kislev_expedition	custom_loading_screen	true
wh_dlc03_bst_beastmen_khazrak	custom_loading_screen	true
wh_dlc03_bst_beastmen_malagor	custom_loading_screen	true
wh_dlc03_bst_beastmen_morghur	custom_loading_screen	true
wh_dlc04_emp_empire_volkmar	custom_loading_screen	true
wh_dlc04_vmp_vampire_counts_helman	custom_loading_screen	true
wh_dlc05_wef_argwylon_durthu	custom_loading_screen	true
wh_dlc05_wef_wood_elves_orion	custom_loading_screen	true
wh_dlc06_dwf_karak_izor_belegar	custom_loading_screen	true
wh_dlc06_grn_crooked_moon_skarsnik	custom_loading_screen	true
wh_dlc06_grn_orcs_of_the_bloody_hand_wurrzag	custom_loading_screen	true
wh_dlc07_brt_bordeleaux_alberic	custom_loading_screen	true
wh_dlc07_brt_bretonnia_louen	custom_loading_screen	true
wh_dlc07_brt_carcassonne_fay	custom_loading_screen	true
wh_dlc08_nor_norsca_gc	custom_loading_screen	true
wh_dlc08_nor_wintertooth_gc	custom_loading_screen	true
wh_main_chs_chaos_archaon	custom_loading_screen	true
wh_main_chs_chaos_kholek	custom_loading_screen	true
wh_main_chs_chaos_sigvald	custom_loading_screen	true
wh_main_dwf_dwarfs_grombrindal	custom_loading_screen	true
wh_main_dwf_dwarfs_thorgrim	custom_loading_screen	true
wh_main_dwf_dwarfs_ungrim	custom_loading_screen	true
wh_main_emp_empire_balthasar	custom_loading_screen	true
wh_main_emp_empire_karl_franz	custom_loading_screen	true
wh_main_grn_greenskins_azhag	custom_loading_screen	true
wh_main_grn_greenskins_grimgor	custom_loading_screen	true
wh_main_vmp_vampire_counts_heinrich	custom_loading_screen	true
wh_main_vmp_vampire_counts_mannfred	custom_loading_screen	true
wh_pro02_vmp_schwartzhafen_isabella	custom_loading_screen	true
wh_pro02_vmp_schwartzhafen_vlad	custom_loading_screen	true
