ability	default_amount	max_amount	intensity_source	intensity_type	intensity_decay_delay	intensity_decay_duration	reset_intensity_in_reinforcement_pool
wh2_main_spell_ruin_howling_warpgale	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh2_main_spell_ruin_howling_warpgale_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh2_main_spell_ruin_scorch	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh2_main_spell_ruin_scorch_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh2_main_spell_ruin_skitterleap	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh2_main_spell_ruin_skitterleap_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh2_main_spell_ruin_warp_lightning	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh2_main_spell_ruin_warp_lightning_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc20_item_passive_the_scarlet_armour	50.0000	100.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_dlc20_lord_passive_domineering_aura	0.0000	5.0000	enemy_in_range_low_morale	linear_multiplier	-1.0000	0.0000	true
wh3_dlc20_lord_passive_paragon_of_carnage	1.0000	200.0000	nearby_all_deaths	linear_multiplier	-1.0000	0.0000	true
wh3_dlc20_lord_passive_the_twisted_twin	0.0000	240.0000	combined_time_in_melee_and_self_wom_spent	linear_multiplier	-1.0000	0.0000	true
wh3_dlc20_unit_passive_giver_of_abundant_glory	0.0000	300.0000	nearby_all_deaths	linear_multiplier	-1.0000	0.0000	true
wh3_dlc20_unit_passive_giver_of_arcane_glory	0.0000	300.0000	nearby_all_deaths	linear_multiplier	-1.0000	0.0000	true
wh3_dlc20_unit_passive_giver_of_furious_glory	0.0000	300.0000	nearby_all_deaths	linear_multiplier	-1.0000	0.0000	true
wh3_dlc20_unit_passive_giver_of_glory	0.0000	300.0000	nearby_all_deaths	linear_multiplier	-1.0000	0.0000	true
wh3_dlc20_unit_passive_giver_of_torturous_glory	0.0000	300.0000	nearby_all_deaths	linear_multiplier	-1.0000	0.0000	true
wh3_dlc20_weapon_passive_axe_of_khorne	0.0000	50.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_dlc23_arcane_passive_blood_shard	0.0000	200.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_dlc23_character_passive_lesser_hunger	0.0000	50.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_dlc23_item_abilities_armour_of_gazrakh	0.0000	300.0000	damage_taken	linear_multiplier	-1.0000	0.0000	true
wh3_dlc23_item_passive_daemonspite_crucible	0.0000	100.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_dlc23_item_passive_embrace_of_skavor	0.0000	200.0000	nearby_all_deaths	linear_multiplier	-1.0000	0.0000	true
wh3_dlc23_item_passive_stone_mantle	0.0000	4000.0000	damage_taken	linear_multiplier	-1.0000	0.0000	true
wh3_dlc23_lord_passive_boundless_cruelty	1.0000	200.0000	enemies_in_range	linear_multiplier	-1.0000	0.0000	true
wh3_dlc23_lord_passive_mechanical_overdrive	0.0000	100.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_dlc23_spell_hashut_ash_storm	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc23_spell_hashut_ash_storm_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc23_spell_hashut_burning_wrath	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc23_spell_hashut_burning_wrath_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc23_spell_hashut_curse_of_hashut	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc23_spell_hashut_curse_of_hashut_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc23_spell_hashut_dark_subjugation	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc23_spell_hashut_dark_subjugation_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc23_spell_hashut_flames_of_azgorh	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc23_spell_hashut_flames_of_azgorh_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc23_spell_hashut_hell_hammer	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc23_spell_hashut_hell_hammer_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc23_unit_passive_blazing_body	0.0000	240.0000	time_in_melee	linear_multiplier	-1.0000	0.0000	true
wh3_dlc23_unit_passive_revel_in_fear	0.0000	5.0000	enemy_in_range_low_morale	linear_multiplier	-1.0000	0.0000	true
wh3_dlc23_weapon_passive_the_obsidian_axe	0.0000	150.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_dlc24_hero_passive_meeting_of_the_minds	0.0000	100.0000	all_wom_spent	linear_multiplier	-1.0000	0.0000	true
wh3_dlc24_hero_passive_spell_syphon	0.0000	100.0000	all_wom_spent	linear_multiplier	-1.0000	0.0000	true
wh3_dlc24_lord_passive_kislev_unite	0.0000	3000.0000	damage_taken	linear_multiplier	-1.0000	0.0000	true
wh3_dlc24_spell_hags_curse_of_the_ancient_witch	1.0000	1.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc24_spell_hags_curse_of_the_ancient_witch_upgraded	1.0000	1.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc24_spell_hags_cursed_cauldron	1.0000	1.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc24_spell_hags_cursed_cauldron_upgraded	1.0000	1.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc24_spell_hags_malediction_of_madness	1.0000	1.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc24_spell_hags_malediction_of_madness_upgraded	1.0000	1.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc24_spell_hags_the_forbidden_fens	1.0000	1.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc24_spell_hags_the_forbidden_fens_upgraded	1.0000	1.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc24_spell_hags_vengeance_of_spirits	1.0000	1.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc24_spell_hags_vengeance_of_spirits_upgraded	1.0000	1.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc24_spell_hags_witchbrew	1.0000	1.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc24_spell_hags_witchbrew_upgraded	1.0000	1.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc24_unit_passive_arcane_charge	0.0000	100.0000	all_wom_spent	linear_multiplier	-1.0000	0.0000	true
wh3_dlc24_unit_passive_entropous	0.0000	10.0000	enemy_wom_spent	linear_multiplier	-1.0000	0.0000	true
wh3_dlc24_unit_passive_hushed_cast	0.0000	10.0000	allied_and_self_wom_spent	linear_multiplier	-1.0000	0.0000	true
wh3_dlc24_unit_passive_incarnates_wrath	0.0000	30.0000	time_in_melee	linear_multiplier	-1.0000	0.0000	true
wh3_dlc24_unit_passive_rats_grit	0.0000	3.0000	units_in_range	linear_multiplier	-1.0000	0.0000	true
wh3_dlc25_character_passive_slayer_of_legend	0.0000	300.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_dlc25_character_passive_tally_of_pestilence	0.0000	150.0000	nearby_all_deaths	linear_multiplier	-1.0000	0.0000	true
wh3_dlc25_quest_passive_rogue_idol_qb	0.0000	100.0000	allied_wom_spent	linear_multiplier	-1.0000	0.0000	true
wh3_dlc25_spell_bound_fire_the_burning_head	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc25_spell_bound_the_fate_of_bjuna	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc25_unit_passive_last_rites	0.0000	500.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_dlc25_unit_passive_wards_of_grimnir	0.0000	300.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_dlc25_weapon_passive_the_pale_scythe	0.0000	100.0000	all_wom_spent	linear_multiplier	-1.0000	0.0000	true
wh3_dlc26_army_abilities_da_plan_foot_of_gork	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_dlc26_character_passive_blood_thirst	0.0000	150.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_dlc26_character_passive_cheerleaderz	0.0000	10.0000	allied_goblin_infantry_in_range	linear_multiplier	-1.0000	0.0000	true
wh3_dlc26_character_passive_cloak_of_skulls_ii	0.0000	100.0000	kills_made	linear_multiplier	-1.0000	0.0000	false
wh3_dlc26_item_passive_brass_collar_of_khorne	0.0000	100.0000	kills_made	linear_multiplier	-1.0000	0.0000	false
wh3_dlc26_lord_passive_bone_to_pot	0.0000	500.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_dlc26_lord_passive_thirst_for_challenge	0.0000	400.0000	enemies_in_range	linear_multiplier	-1.0000	0.0000	true
wh3_dlc26_unit_passive_big_banner_boyz	0.0000	200.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_dlc26_unit_passive_carrion_frenzy	0.0000	200.0000	nearby_all_deaths	linear_multiplier	-1.0000	0.0000	true
wh3_dlc26_unit_passive_erd_mentality	0.0000	5.0000	allied_squig_herds_in_range	linear_multiplier	-1.0000	0.0000	true
wh3_dlc26_unit_passive_shoot_da_runts	0.0000	100.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_dlc26_weapon_passive_destroyer_of_khorne	0.0000	150.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_main_ambush_unready	0.0000	100.0000	time_active_relative_to_duration	inverse_linear_multiplier	-1.0000	0.0000	false
wh3_main_daemon_body_passive_tempered_rage	0.0000	100.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_main_item_passive_cauldron_of_the_great_maw_ii	0.0000	200.0000	kills_made	linear_multiplier	-1.0000	0.0000	true
wh3_main_lord_passive_feasting_on_fear	0.0000	5.0000	enemy_in_range_low_morale	linear_multiplier	-1.0000	0.0000	true
wh3_main_lord_passive_lord_of_torment	0.0000	4.0000	enemy_in_range_low_morale	linear_multiplier	-1.0000	0.0000	true
wh3_main_mount_bound_celestial_comet	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_mount_bound_celestial_lightning	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_siege_momentum	0.0000	1.0000	capture_points_controlled_percentage	set	-1.0000	0.0000	false
wh3_main_spell_bound_rancid_visitations	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_great_maw_bonecrusher	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_great_maw_bonecrusher_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_great_maw_braingobbler	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_great_maw_braingobbler_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_great_maw_bullgorger	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_great_maw_bullgorger_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_great_maw_the_maw	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_great_maw_the_maw_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_great_maw_toothcracker	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_great_maw_toothcracker_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_great_maw_trollguts	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_great_maw_trollguts_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_ice_crystal_sanctuary	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_ice_crystal_sanctuary_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_ice_death_frost	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_ice_death_frost_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_ice_frost_blades	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_ice_frost_blades_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_ice_heart_of_winter	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_ice_heart_of_winter_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_ice_ice_maidens_kiss	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_ice_ice_maidens_kiss_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_ice_ice_sheet	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_nurgle_curse_of_the_leper	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_nurgle_curse_of_the_leper_bound	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_nurgle_curse_of_the_leper_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_nurgle_fleshy_abundance	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_nurgle_fleshy_abundance_bound	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_nurgle_fleshy_abundance_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_nurgle_miasma_of_pestilence	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_nurgle_miasma_of_pestilence_bound	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_nurgle_miasma_of_pestilence_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_nurgle_pestilent_pustule	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_nurgle_pestilent_pustule_bound	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_nurgle_pestilent_pustule_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_nurgle_rancid_visitations	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_nurgle_rancid_visitations_bound	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_nurgle_rancid_visitations_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_nurgle_stream_of_corruption	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_nurgle_stream_of_corruption_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_slaanesh_acquiescence	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_slaanesh_acquiescence_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_slaanesh_hysterical_frenzy	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_slaanesh_hysterical_frenzy_bound	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_slaanesh_hysterical_frenzy_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_slaanesh_lash_of_slaanesh	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_slaanesh_lash_of_slaanesh_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_slaanesh_pavane_of_slaanesh	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_slaanesh_pavane_of_slaanesh_bound	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
wh3_main_spell_slaanesh_pavane_of_slaanesh_upgraded	1.0000	2.0000	mastery_of_elemental_winds	set	-1.0000	0.0000	false
