attribute	attribute_group
causes_fear	wh2_dlc09_tmb_cav_necropolis_knights_ror
causes_fear	wh2_dlc09_tmb_cav_nehekhara_horsemen_0
causes_fear	wh2_dlc09_tmb_cav_nehekhara_horsemen_ror
causes_fear	wh2_dlc09_tmb_cav_skeleton_horsemen_0
causes_fear	wh2_dlc09_tmb_cav_skeleton_horsemen_archers_0
causes_fear	wh2_dlc09_tmb_cha_arkhan_0
causes_fear	wh2_dlc09_tmb_cha_arkhan_1
causes_fear	wh2_dlc09_tmb_cha_arkhan_2
causes_fear	wh2_dlc09_tmb_cha_khalida_0
causes_fear	wh2_dlc09_tmb_cha_khalida_1
causes_fear	wh2_dlc09_tmb_cha_khalida_2
causes_fear	wh2_dlc09_tmb_cha_khatep_0
causes_fear	wh2_dlc09_tmb_cha_khatep_1
causes_fear	wh2_dlc09_tmb_cha_khatep_2
causes_fear	wh2_dlc09_tmb_cha_khatep_3
causes_fear	wh2_dlc09_tmb_cha_liche_priest_death_0
causes_fear	wh2_dlc09_tmb_cha_liche_priest_death_1
causes_fear	wh2_dlc09_tmb_cha_liche_priest_light_0
causes_fear	wh2_dlc09_tmb_cha_liche_priest_light_1
causes_fear	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0
causes_fear	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1
causes_fear	wh2_dlc09_tmb_cha_liche_priest_shadow_0
causes_fear	wh2_dlc09_tmb_cha_liche_priest_shadow_1
causes_fear	wh2_dlc09_tmb_cha_necrotect_0
causes_fear	wh2_dlc09_tmb_cha_necrotect_1
causes_fear	wh2_dlc09_tmb_cha_settra_0
causes_fear	wh2_dlc09_tmb_cha_settra_1
causes_fear	wh2_dlc09_tmb_cha_settra_2
causes_fear	wh2_dlc09_tmb_cha_settra_3
causes_fear	wh2_dlc09_tmb_cha_tomb_king_0
causes_fear	wh2_dlc09_tmb_cha_tomb_king_1
causes_fear	wh2_dlc09_tmb_cha_tomb_king_2
causes_fear	wh2_dlc09_tmb_cha_tomb_king_3
causes_fear	wh2_dlc09_tmb_cha_tomb_prince_0
causes_fear	wh2_dlc09_tmb_cha_tomb_prince_1
causes_fear	wh2_dlc09_tmb_cha_tomb_prince_2
causes_fear	wh2_dlc09_tmb_inf_crypt_ghouls
causes_fear	wh2_dlc09_tmb_inf_nehekhara_warriors_0
causes_fear	wh2_dlc09_tmb_inf_nehekhara_warriors_ror
causes_fear	wh2_dlc09_tmb_inf_skeleton_archers_0
causes_fear	wh2_dlc09_tmb_inf_skeleton_archers_ror
causes_fear	wh2_dlc09_tmb_inf_skeleton_spearmen_0
causes_fear	wh2_dlc09_tmb_inf_skeleton_spearmen_ror
causes_fear	wh2_dlc09_tmb_inf_skeleton_warriors_0
causes_fear	wh2_dlc09_tmb_inf_skeleton_warriors_0_summoned
causes_fear	wh2_dlc09_tmb_inf_tomb_guard_0
causes_fear	wh2_dlc09_tmb_inf_tomb_guard_1
causes_fear	wh2_dlc09_tmb_inf_tomb_guard_ror
causes_fear	wh2_dlc09_tmb_mon_carrion_0
causes_fear	wh2_dlc09_tmb_mon_carrion_ror
causes_fear	wh2_dlc09_tmb_mon_dire_wolves
causes_fear	wh2_dlc09_tmb_mon_fell_bats
causes_fear	wh2_dlc09_tmb_mon_heirotitan_0
causes_fear	wh2_dlc09_tmb_mon_khemrian_warsphinx_0
causes_fear	wh2_dlc09_tmb_mon_necrosphinx_0
causes_fear	wh2_dlc09_tmb_mon_necrosphinx_ror
causes_fear	wh2_dlc09_tmb_mon_sepulchral_stalkers_0
causes_fear	wh2_dlc09_tmb_mon_sepulchral_stalkers_ror
causes_fear	wh2_dlc09_tmb_mon_tomb_scorpion_0
causes_fear	wh2_dlc09_tmb_mon_ushabti_0
causes_fear	wh2_dlc09_tmb_mon_ushabti_0_summoned
causes_fear	wh2_dlc09_tmb_mon_ushabti_1
causes_fear	wh2_dlc09_tmb_mon_ushabti_ror
causes_fear	wh2_dlc09_tmb_veh_skeleton_archer_chariot_0
causes_fear	wh2_dlc09_tmb_veh_skeleton_chariot_0
causes_fear	wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0
causes_fear	wh2_dlc10_def_cha_crone_0
causes_fear	wh2_dlc10_def_cha_crone_1
causes_fear	wh2_dlc10_def_cha_crone_4
causes_fear	wh2_dlc10_def_cha_crone_5
causes_fear	wh2_dlc10_def_cha_sorceress_beasts_2
causes_fear	wh2_dlc10_def_cha_sorceress_death_2
causes_fear	wh2_dlc10_def_cha_supreme_sorceress_beasts_2
causes_fear	wh2_dlc10_def_cha_supreme_sorceress_beasts_4
causes_fear	wh2_dlc10_def_cha_supreme_sorceress_beasts_5
causes_fear	wh2_dlc10_def_cha_supreme_sorceress_dark_2
causes_fear	wh2_dlc10_def_cha_supreme_sorceress_dark_4
causes_fear	wh2_dlc10_def_cha_supreme_sorceress_dark_5
causes_fear	wh2_dlc10_def_cha_supreme_sorceress_death_2
causes_fear	wh2_dlc10_def_cha_supreme_sorceress_death_4
causes_fear	wh2_dlc10_def_cha_supreme_sorceress_death_5
causes_fear	wh2_dlc10_def_cha_supreme_sorceress_fire_2
causes_fear	wh2_dlc10_def_cha_supreme_sorceress_fire_4
causes_fear	wh2_dlc10_def_cha_supreme_sorceress_fire_5
causes_fear	wh2_dlc10_def_cha_supreme_sorceress_shadow_2
causes_fear	wh2_dlc10_def_cha_supreme_sorceress_shadow_4
causes_fear	wh2_dlc10_def_cha_supreme_sorceress_shadow_5
causes_fear	wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0
causes_fear	wh2_dlc10_def_mon_chill_of_sontar_ror_0
causes_fear	wh2_dlc10_def_mon_feral_manticore_0
causes_fear	wh2_dlc10_def_mon_kharibdyss_0
causes_fear	wh2_dlc10_def_mon_war_hydra_boss
causes_fear	wh2_dlc10_dwf_cha_thane_ghost_summoned_0
causes_fear	wh2_dlc10_hef_cha_alarielle_the_radiant_3
causes_fear	wh2_dlc10_hef_inf_dryads_0
causes_fear	wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0
causes_fear	wh2_dlc10_hef_inf_the_storm_riders_ror_0
causes_fear	wh2_dlc10_hef_mon_treekin_0
causes_fear	wh2_dlc10_hef_mon_treeman_0
causes_fear	wh2_dlc10_lzd_mon_carnosaur_boss
causes_fear	wh2_dlc10_nor_mon_phoenix_flamespyre_boss
causes_fear	wh2_dlc10_skv_mon_hell_pit_abomination_boss
causes_fear	wh2_dlc11_cst_art_carronade
causes_fear	wh2_dlc11_cst_art_mortar
causes_fear	wh2_dlc11_cst_art_queen_bess
causes_fear	wh2_dlc11_cst_cav_deck_droppers_0
causes_fear	wh2_dlc11_cst_cav_deck_droppers_1
causes_fear	wh2_dlc11_cst_cav_deck_droppers_2
causes_fear	wh2_dlc11_cst_cav_deck_droppers_ror_0
causes_fear	wh2_dlc11_cst_cav_knights_errant_0
causes_fear	wh2_dlc11_cst_cav_knights_errant_1
causes_fear	wh2_dlc11_cst_cav_knights_errant_2
causes_fear	wh2_dlc11_cst_cav_knights_of_the_realm
causes_fear	wh2_dlc11_cst_cav_questing_knights_0
causes_fear	wh2_dlc11_cst_cha_aranessa_1
causes_fear	wh2_dlc11_cst_cha_count_noctilus_0
causes_fear	wh2_dlc11_cst_cha_count_noctilus_1
causes_fear	wh2_dlc11_cst_cha_cylostra_0
causes_fear	wh2_dlc11_cst_cha_cylostra_1
causes_fear	wh2_dlc11_cst_cha_damned_paladin_0
causes_fear	wh2_dlc11_cst_cha_damned_paladin_1
causes_fear	wh2_dlc11_cst_cha_gunnery_wight_0
causes_fear	wh2_dlc11_cst_cha_gunnery_wight_1
causes_fear	wh2_dlc11_cst_cha_luthor_harkon_0
causes_fear	wh2_dlc11_cst_cha_luthor_harkon_1
causes_fear	wh2_dlc11_cst_cha_mourngul_haunter
causes_fear	wh2_dlc11_cst_cha_vampire_fleet_admiral_0
causes_fear	wh2_dlc11_cst_cha_vampire_fleet_admiral_1
causes_fear	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_0
causes_fear	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_1
causes_fear	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_0
causes_fear	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_1
causes_fear	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_0
causes_fear	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_1
causes_fear	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_0
causes_fear	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_1
causes_fear	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_0
causes_fear	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1
causes_fear	wh2_dlc11_cst_cha_vampire_fleet_captain_0
causes_fear	wh2_dlc11_cst_cha_vampire_fleet_captain_1
causes_fear	wh2_dlc11_cst_cha_vampire_fleet_captain_death_0
causes_fear	wh2_dlc11_cst_cha_vampire_fleet_captain_death_1
causes_fear	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_0
causes_fear	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_1
causes_fear	wh2_dlc11_cst_inf_deck_gunners_0
causes_fear	wh2_dlc11_cst_inf_deck_gunners_ror_0
causes_fear	wh2_dlc11_cst_inf_depth_guard_0
causes_fear	wh2_dlc11_cst_inf_depth_guard_1
causes_fear	wh2_dlc11_cst_inf_depth_guard_ror_0
causes_fear	wh2_dlc11_cst_inf_syreens
causes_fear	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
causes_fear	wh2_dlc11_cst_inf_zombie_deckhands_mob_1
causes_fear	wh2_dlc11_cst_inf_zombie_deckhands_mob_necrofex_summoned_0
causes_fear	wh2_dlc11_cst_inf_zombie_deckhands_mob_ror_0
causes_fear	wh2_dlc11_cst_inf_zombie_deckhands_mob_summoned_0
causes_fear	wh2_dlc11_cst_inf_zombie_gunnery_mob_0
causes_fear	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
causes_fear	wh2_dlc11_cst_inf_zombie_gunnery_mob_2
causes_fear	wh2_dlc11_cst_inf_zombie_gunnery_mob_3
causes_fear	wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0
causes_fear	wh2_dlc11_cst_inf_zombie_gunnery_mob_summoned_0
causes_fear	wh2_dlc11_cst_mon_animated_hulks_0
causes_fear	wh2_dlc11_cst_mon_bloated_corpse_0
causes_fear	wh2_dlc11_cst_mon_fell_bats
causes_fear	wh2_dlc11_cst_mon_mournguls_0
causes_fear	wh2_dlc11_cst_mon_mournguls_ror_0
causes_fear	wh2_dlc11_cst_mon_necrofex_colossus_0
causes_fear	wh2_dlc11_cst_mon_necrofex_colossus_ror_0
causes_fear	wh2_dlc11_cst_mon_rotting_leviathan_0
causes_fear	wh2_dlc11_cst_mon_rotting_prometheans_0
causes_fear	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0
causes_fear	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror
causes_fear	wh2_dlc11_cst_mon_rotting_prometheans_summoned_0
causes_fear	wh2_dlc11_cst_mon_scurvy_dogs
causes_fear	wh2_dlc11_cst_mon_terrorgheist
causes_fear	wh2_dlc11_def_cha_lokhir_fellheart_0
causes_fear	wh2_dlc11_def_cha_lokhir_fellheart_1
causes_fear	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_0
causes_fear	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1
causes_fear	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_2
causes_fear	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3
causes_fear	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_0
causes_fear	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_1
causes_fear	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_2
causes_fear	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_3
causes_fear	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_0
causes_fear	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_1
causes_fear	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_2
causes_fear	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_3
causes_fear	wh2_dlc11_vmp_cha_bloodline_strigoi_lord_0
causes_fear	wh2_dlc11_vmp_cha_bloodline_strigoi_lord_1
causes_fear	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_0
causes_fear	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_1
causes_fear	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_2
causes_fear	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_3
causes_fear	wh2_dlc11_vmp_cha_heinrich_kemmler_1
causes_fear	wh2_dlc11_vmp_mon_varghulf_summoned
causes_fear	wh2_dlc12_lzd_cav_cold_one_spearriders_ror_0
causes_fear	wh2_dlc12_lzd_cav_ripperdactyl_riders_0
causes_fear	wh2_dlc12_lzd_cav_ripperdactyl_riders_ror_0
causes_fear	wh2_dlc12_lzd_cav_terradon_riders_0_tlaqua
causes_fear	wh2_dlc12_lzd_cav_terradon_riders_1_tlaqua
causes_fear	wh2_dlc12_lzd_cav_terradon_riders_ror_0
causes_fear	wh2_dlc12_lzd_cha_skink_chief_red_crested_1
causes_fear	wh2_dlc12_lzd_cha_skink_chief_red_crested_2
causes_fear	wh2_dlc12_lzd_cha_skink_chief_red_crested_3
causes_fear	wh2_dlc12_lzd_cha_skink_priest_beasts_4
causes_fear	wh2_dlc12_lzd_cha_skink_priest_heavens_4
causes_fear	wh2_dlc12_lzd_cha_tehenhauin_1
causes_fear	wh2_dlc12_lzd_cha_tehenhauin_2
causes_fear	wh2_dlc12_lzd_cha_tehenhauin_3
causes_fear	wh2_dlc12_lzd_cha_tiktaqto_1
causes_fear	wh2_dlc12_lzd_lzd_cha_kroak_0
causes_fear	wh2_dlc12_lzd_lzd_cha_kroak_0_boss
causes_fear	wh2_dlc12_lzd_mon_ancient_salamander_0
causes_fear	wh2_dlc12_lzd_mon_ancient_stegadon_1
causes_fear	wh2_dlc12_lzd_mon_ancient_stegadon_ror_0
causes_fear	wh2_dlc12_lzd_mon_bastiladon_3
causes_fear	wh2_dlc12_lzd_mon_salamander_pack_0
causes_fear	wh2_dlc12_lzd_mon_salamander_pack_ror_0
causes_fear	wh2_dlc12_skv_cha_ikit_claw_2
causes_fear	wh2_dlc12_skv_cha_warlock_master_2
causes_fear	wh2_dlc12_skv_veh_doom_flayer_ror_0
causes_fear	wh2_dlc12_skv_veh_doom_flayer_ror_tech_lab_0
causes_fear	wh2_dlc12_skv_veh_doomwheel_ror_0
causes_fear	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0
causes_fear	wh2_dlc13_emp_cav_empire_knights_ror_1
causes_fear	wh2_dlc13_emp_inf_swordsmen_ror_0
causes_fear	wh2_dlc13_emp_veh_steam_tank_driver_ror_0
causes_fear	wh2_dlc13_lzd_cha_kroxigor_ancient_0
causes_fear	wh2_dlc13_lzd_cha_nakai_0
causes_fear	wh2_dlc13_lzd_mon_dread_saurian_0
causes_fear	wh2_dlc13_lzd_mon_dread_saurian_1
causes_fear	wh2_dlc13_lzd_mon_dread_saurian_ror_0
causes_fear	wh2_dlc13_lzd_mon_razordon_pack_0
causes_fear	wh2_dlc13_lzd_mon_razordon_pack_ror_0
causes_fear	wh2_dlc13_lzd_mon_razordon_pack_summoned_0
causes_fear	wh2_dlc13_lzd_mon_sacred_kroxigors_0
causes_fear	wh2_dlc13_lzd_mon_sacred_kroxigors_ror_0
causes_fear	wh2_dlc14_brt_cha_henri_le_massif_3
causes_fear	wh2_dlc14_def_cha_high_beastmaster_2
causes_fear	wh2_dlc14_def_cha_malus_darkblade_0
causes_fear	wh2_dlc14_def_cha_malus_darkblade_0_mp
causes_fear	wh2_dlc14_def_cha_malus_darkblade_1
causes_fear	wh2_dlc14_def_cha_malus_darkblade_1_mp
causes_fear	wh2_dlc14_def_cha_malus_darkblade_tzarkan_0
causes_fear	wh2_dlc14_def_cha_malus_darkblade_tzarkan_0_final_battle
causes_fear	wh2_dlc14_def_cha_malus_darkblade_tzarkan_1
causes_fear	wh2_dlc14_def_cha_master_2
causes_fear	wh2_dlc14_def_cha_master_4
causes_fear	wh2_dlc14_def_inf_harpies_ror_0
causes_fear	wh2_dlc14_def_mon_bloodwrack_medusa_0
causes_fear	wh2_dlc14_def_mon_bloodwrack_medusa_ror_0
causes_fear	wh2_dlc14_def_veh_bloodwrack_shrine_0
causes_fear	wh2_dlc15_grn_cha_river_troll_hag_0
causes_fear	wh2_dlc15_grn_mon_arachnarok_spider_waaagh_0
causes_fear	wh2_dlc15_grn_mon_feral_hydra_waaagh_0
causes_fear	wh2_dlc15_grn_mon_river_trolls_0
causes_fear	wh2_dlc15_grn_mon_river_trolls_ror_0
causes_fear	wh2_dlc15_grn_mon_rogue_idol_0
causes_fear	wh2_dlc15_grn_mon_rogue_idol_ror_0
causes_fear	wh2_dlc15_grn_mon_rogue_idol_summoned_0
causes_fear	wh2_dlc15_grn_mon_stone_trolls_0
causes_fear	wh2_dlc15_grn_mon_wyvern_waaagh_0
causes_fear	wh2_dlc15_grn_veh_snotling_pump_wagon_roller_0
causes_fear	wh2_dlc15_hef_cha_alastar_1
causes_fear	wh2_dlc15_hef_cha_archmage_beasts_3
causes_fear	wh2_dlc15_hef_cha_archmage_beasts_4
causes_fear	wh2_dlc15_hef_cha_archmage_death_3
causes_fear	wh2_dlc15_hef_cha_archmage_death_4
causes_fear	wh2_dlc15_hef_cha_archmage_fire_3
causes_fear	wh2_dlc15_hef_cha_archmage_fire_4
causes_fear	wh2_dlc15_hef_cha_archmage_heavens_3
causes_fear	wh2_dlc15_hef_cha_archmage_heavens_4
causes_fear	wh2_dlc15_hef_cha_archmage_high_3
causes_fear	wh2_dlc15_hef_cha_archmage_high_4
causes_fear	wh2_dlc15_hef_cha_archmage_life_3
causes_fear	wh2_dlc15_hef_cha_archmage_life_4
causes_fear	wh2_dlc15_hef_cha_archmage_light_3
causes_fear	wh2_dlc15_hef_cha_archmage_light_4
causes_fear	wh2_dlc15_hef_cha_archmage_metal_3
causes_fear	wh2_dlc15_hef_cha_archmage_metal_4
causes_fear	wh2_dlc15_hef_cha_archmage_shadows_3
causes_fear	wh2_dlc15_hef_cha_archmage_shadows_4
causes_fear	wh2_dlc15_hef_cha_eltharion_the_grim_2
causes_fear	wh2_dlc15_hef_cha_imrik_2
causes_fear	wh2_dlc15_hef_cha_mage_fire_3
causes_fear	wh2_dlc15_hef_cha_prince_6
causes_fear	wh2_dlc15_hef_cha_princess_6
causes_fear	wh2_dlc15_hef_cha_teclis_2
causes_fear	wh2_dlc15_hef_inf_mistwalkers_griffon_knights_0
causes_fear	wh2_dlc15_hef_mon_arcane_phoenix_0
causes_fear	wh2_dlc15_hef_mon_arcane_phoenix_ror_0
causes_fear	wh2_dlc15_hef_mon_black_dragon_imrik
causes_fear	wh2_dlc15_hef_mon_black_dragon_imrik_boss
causes_fear	wh2_dlc15_hef_mon_forest_dragon_0
causes_fear	wh2_dlc15_hef_mon_forest_dragon_imrik
causes_fear	wh2_dlc15_hef_mon_forest_dragon_imrik_boss
causes_fear	wh2_dlc15_hef_mon_moon_dragon_imrik
causes_fear	wh2_dlc15_hef_mon_moon_dragon_imrik_boss
causes_fear	wh2_dlc15_hef_mon_star_dragon_imrik
causes_fear	wh2_dlc15_hef_mon_star_dragon_imrik_boss
causes_fear	wh2_dlc15_hef_mon_sun_dragon_imrik
causes_fear	wh2_dlc15_hef_mon_sun_dragon_imrik_boss
causes_fear	wh2_dlc15_hef_mon_war_lions_of_chrace_0
causes_fear	wh2_dlc15_hef_mon_war_lions_of_chrace_ror_0
causes_fear	wh2_dlc15_hef_veh_lion_chariot_of_chrace_0
causes_fear	wh2_dlc16_skv_cha_chieftain_1
causes_fear	wh2_dlc16_skv_cha_ghoritch_0
causes_fear	wh2_dlc16_skv_cha_ghoritch_0_boss
causes_fear	wh2_dlc16_skv_cha_packmaster_2
causes_fear	wh2_dlc16_skv_cha_throt_the_unclean_0
causes_fear	wh2_dlc16_skv_cha_throt_the_unclean_2
causes_fear	wh2_dlc16_skv_cha_warlord_2
causes_fear	wh2_dlc16_skv_mon_brood_horror_0
causes_fear	wh2_dlc16_skv_mon_hell_pit_abomination_ror_0
causes_fear	wh2_dlc16_skv_mon_rat_ogre_mutant
causes_fear	wh2_dlc16_skv_mon_rat_ogre_mutant_ror_0
causes_fear	wh2_dlc16_skv_mon_rat_ogres_ror_0
causes_fear	wh2_dlc16_skv_mon_rat_ogres_summoned
causes_fear	wh2_dlc16_wef_cav_great_stag_knights_0
causes_fear	wh2_dlc16_wef_cav_great_stag_knights_ror_0
causes_fear	wh2_dlc16_wef_cha_ancient_treeman_coeddil_0
causes_fear	wh2_dlc16_wef_cha_ariel_0
causes_fear	wh2_dlc16_wef_cha_drycha_0
causes_fear	wh2_dlc16_wef_cha_female_glade_lord_4
causes_fear	wh2_dlc16_wef_cha_glade_lord_4
causes_fear	wh2_dlc16_wef_cha_malicious_ancient_treeman_beasts_0
causes_fear	wh2_dlc16_wef_cha_malicious_ancient_treeman_life_0
causes_fear	wh2_dlc16_wef_cha_malicious_ancient_treeman_shadows_0
causes_fear	wh2_dlc16_wef_cha_malicious_branchwraith_beasts_0
causes_fear	wh2_dlc16_wef_cha_malicious_branchwraith_life_0
causes_fear	wh2_dlc16_wef_cha_malicious_branchwraith_shadows_0
causes_fear	wh2_dlc16_wef_cha_sisters_of_twilight_0
causes_fear	wh2_dlc16_wef_cha_sisters_of_twilight_1
causes_fear	wh2_dlc16_wef_cha_spellweaver_beasts_2
causes_fear	wh2_dlc16_wef_cha_spellweaver_beasts_3
causes_fear	wh2_dlc16_wef_cha_spellweaver_dark_2
causes_fear	wh2_dlc16_wef_cha_spellweaver_dark_3
causes_fear	wh2_dlc16_wef_cha_spellweaver_high_2
causes_fear	wh2_dlc16_wef_cha_spellweaver_high_3
causes_fear	wh2_dlc16_wef_cha_spellweaver_life_2
causes_fear	wh2_dlc16_wef_cha_spellweaver_life_3
causes_fear	wh2_dlc16_wef_cha_spellweaver_shadows_2
causes_fear	wh2_dlc16_wef_cha_spellweaver_shadows_3
causes_fear	wh2_dlc16_wef_inf_dryads_0_summoned
causes_fear	wh2_dlc16_wef_inf_dryads_ror_0
causes_fear	wh2_dlc16_wef_inf_malicious_dryads_0
causes_fear	wh2_dlc16_wef_mon_cave_bats
causes_fear	wh2_dlc16_wef_mon_ceithin_har_summoned
causes_fear	wh2_dlc16_wef_mon_feral_manticore
causes_fear	wh2_dlc16_wef_mon_giant_spiders_0
causes_fear	wh2_dlc16_wef_mon_gwindalor_summoned
causes_fear	wh2_dlc16_wef_mon_hawks_0
causes_fear	wh2_dlc16_wef_mon_malicious_treekin_0
causes_fear	wh2_dlc16_wef_mon_malicious_treeman_0
causes_fear	wh2_dlc16_wef_mon_wolves_0
causes_fear	wh2_dlc16_wef_mon_zoats
causes_fear	wh2_dlc16_wef_mon_zoats_ror_0
causes_fear	wh2_dlc17_bst_cha_doombull_0
causes_fear	wh2_dlc17_bst_cha_taurox_the_brass_bull_0
causes_fear	wh2_dlc17_bst_cha_wargor_1
causes_fear	wh2_dlc17_bst_mon_ghorgon_0
causes_fear	wh2_dlc17_bst_mon_ghorgon_boss_0
causes_fear	wh2_dlc17_bst_mon_ghorgon_ror_0
causes_fear	wh2_dlc17_bst_mon_jabberslythe_0
causes_fear	wh2_dlc17_bst_mon_jabberslythe_ror_0
causes_fear	wh2_dlc17_dwf_cha_thane_ghost_2
causes_fear	wh2_dlc17_dwf_mon_carnosaur_thorek_0
causes_fear	wh2_dlc17_lzd_cha_skink_oracle_troglodon_0
causes_fear	wh2_dlc17_lzd_mon_carnosaur_ror_0
causes_fear	wh2_dlc17_lzd_mon_coatl_0
causes_fear	wh2_dlc17_lzd_mon_coatl_ror_0
causes_fear	wh2_dlc17_lzd_mon_dread_saurian_qb_boss
causes_fear	wh2_dlc17_lzd_mon_troglodon_0
causes_fear	wh2_dlc17_lzd_mon_troglodon_ror_0
causes_fear	wh2_main_def_cav_cold_one_chariot
causes_fear	wh2_main_def_cav_cold_one_knights_0
causes_fear	wh2_main_def_cav_cold_one_knights_1
causes_fear	wh2_main_def_cha_death_hag_1
causes_fear	wh2_main_def_cha_dreadlord_2
causes_fear	wh2_main_def_cha_dreadlord_4
causes_fear	wh2_main_def_cha_dreadlord_female_2
causes_fear	wh2_main_def_cha_dreadlord_female_4
causes_fear	wh2_main_def_cha_malekith_0
causes_fear	wh2_main_def_cha_malekith_1
causes_fear	wh2_main_def_cha_malekith_2
causes_fear	wh2_main_def_cha_malekith_3
causes_fear	wh2_main_def_cha_sorceress_dark_2
causes_fear	wh2_main_def_cha_sorceress_fire_2
causes_fear	wh2_main_def_cha_sorceress_shadow_2
causes_fear	wh2_main_def_mon_black_dragon
causes_fear	wh2_main_def_mon_war_hydra_0
causes_fear	wh2_main_hef_cha_alastar_3
causes_fear	wh2_main_hef_cha_alastar_4
causes_fear	wh2_main_hef_cha_alastar_5
causes_fear	wh2_main_hef_cha_noble_3
causes_fear	wh2_main_hef_cha_prince_3
