faction1	faction2	key	stance	grants_military_access	grants_trade_agreement	non_aggression_pact
1390786946	1179515434	1437064317	neutral	true	true	true
1403249724	1795061510	260971189	war	false	false	false
1419984050	1179515434	5600056	neutral	true	true	true
1419984050	1906341843	99770270	neutral	false	false	true
1419984050	2016479166	354268076	war	false	false	false
1429282489	983952412	104466522	war	false	false	false
1443225988	1283932114	430738465	war	false	false	false
1443225988	1503274821	1902973584	war	false	false	false
1443494585	512305940	45113697	neutral	true	true	true
1443494585	580202271	1945280503	war	false	false	false
14487349	2124070741	903597451	war	false	false	false
1456132922	369842912	173270676	war	false	false	false
1482038259	1159200146	1179353311	war	false	false	false
1482038259	1254481662	1643993432	neutral	true	false	true
1482038259	394088986	991779833	war	false	false	false
1485012966	645611288	1941494820	war	false	false	false
1485220947	1849564109	1604523386	war	false	false	false
1491488285	565687805	1165457062	war	false	false	false
1496322526	1985164626	1636987474	war	false	false	false
1498130279	1385898091	34667055	war	false	false	false
1503274821	806473390	1451576203	neutral	false	false	true
1508182177	498737377	325721701	war	false	false	false
1515777063	2096232174	1526898165	neutral	false	false	true
1534281925	1593776653	27971053	war	false	false	false
1535913231	974767229	12719156	war	false	false	false
153733105	583581759	546218528	war	false	false	false
1537615998	1196890600	1029363084	war	false	false	false
1542591415	848111430	344115235	war	false	false	false
1548901588	1534018226	152985598	war	false	false	false
1548901588	1867071958	2020037415	war	false	false	false
1548901588	676592859	1277819406	war	false	false	false
1553917028	732909713	210208910	war	false	false	false
1557774012	1295067546	1887647032	war	false	false	false
1591112591	612879378	1086660580	war	false	false	false
1593776653	1654025452	740799729	war	false	false	false
1593776653	838038747	1456878549	war	false	false	false
1607684397	74119223	1968876717	war	false	false	false
1612875393	1483487203	2056798618	war	false	false	false
1617002092	105099250	2033736735	war	false	false	false
1617002092	599405884	988192766	war	false	false	false
162494995	1923431245	1053017684	war	false	false	false
1637619212	1321424359	803982745	war	false	false	false
1660285504	1724488880	306435234	war	false	false	false
1663321090	440616951	1148747704	war	false	false	false
1679977197	1114567555	464534085	war	false	false	false
1684585931	675565794	1276500595	war	false	false	false
1701040892	583581759	1988844004	neutral	false	false	true
1701040892	730471226	1215056780	war	false	false	false
1701040892	85284281	1004737040	war	false	false	false
1715719410	1114600230	1776969525	war	false	false	false
1715719410	1230551507	1949163381	war	false	false	false
1716746889	1222086739	863029003	neutral	false	false	true
1716746889	1224603894	165677212	war	false	false	false
1716746889	1784816538	2067011530	war	false	false	false
1729816574	1637619212	2133737190	war	false	false	false
1729816574	334735201	786084811	war	false	false	false
1732203237	512305940	888061730	war	false	false	false
1738448985	1533013278	317680198	war	false	false	false
1738448985	394088986	979703159	neutral	false	false	true
1738448985	823417961	2022262713	neutral	false	false	true
1757885673	235896571	853006213	war	false	false	false
1761964073	433034784	1642482651	war	false	false	false
1765441450	270212848	1478105701	war	false	false	false
1765441450	498737377	2138861148	neutral	false	false	true
1765441450	658473919	777437634	war	false	false	false
1765441450	664202917	1759115915	neutral	true	true	true
1784816538	1443157541	1921063183	war	false	false	false
1784816538	730471226	2014029266	neutral	false	false	false
178708155	1330000727	476938300	war	false	false	false
179781650	784436951	247861537	war	false	false	false
1802900155	1612875393	1186526637	neutral	false	false	true
1802900155	48610513	1307492545	war	false	false	false
1807067425	732909713	736753420	war	false	false	false
1807067425	794419093	1682579204	neutral	false	false	true
1808297680	1043860424	2140694583	war	false	false	false
1808297680	1830215129	1468121046	war	false	false	false
1808297680	510209667	1391624895	neutral	false	false	true
1823236257	1436269821	43220648	war	false	false	false
1830215129	1043860424	1848777769	war	false	false	false
1830215129	659172782	132880354	war	false	false	false
1860527124	1661140290	2143833528	war	false	false	false
1860527124	561137669	803320945	neutral	false	false	true
1860527124	883773280	374148196	neutral	false	false	true
1877503903	1047877759	265515190	neutral	false	false	false
1877503903	2030819466	1406375400	war	false	false	false
1893613898	1751606289	1035536544	war	false	false	false
1906341843	1167690607	50845827	neutral	false	false	false
1906341843	1179515434	1209767976	neutral	true	true	true
1906341843	1333936363	1951925519	neutral	false	false	true
1906341843	565687805	227397882	war	false	false	false
1908464026	1985164626	1919788659	war	false	false	false
1908464026	296562760	1415848498	war	false	false	false
1938263930	783780650	1175043618	war	false	false	false
1938263930	970922096	1533905048	neutral	false	false	true
1948666814	1754835792	1772506630	neutral	false	false	true
1948666814	982058306	911749463	war	false	false	false
1949981617	1342265001	2075035798	war	false	false	false
1949981617	2098197784	807312030	neutral	false	false	true
1949981617	273285228	1692224448	war	false	false	false
1949981617	510209667	2143530727	neutral	false	false	true
1949981617	581892238	772588420	war	false	false	false
1949981617	677383490	249389905	war	false	false	false
1953273264	542533424	1453835732	war	false	false	false
1953273264	906517539	672004394	neutral	false	false	true
1956714703	305475951	889025257	war	false	false	false
1971810107	70804551	1538607002	war	false	false	false
2005117686	305475951	1087178942	war	false	false	false
2009011188	1222086739	1214907030	war	false	false	false
2013319212	1232471715	872709226	war	false	false	false
2013319212	1332560320	764810617	neutral	false	false	true
202058440	675348787	1576426609	war	false	false	false
2027170986	1342487182	1375354234	war	false	false	false
2027170986	519923100	348327323	war	false	false	false
204672036	906517539	1576629553	neutral	false	false	false
2094609216	433034784	1522194724	war	false	false	false
2094609216	568296057	638664933	neutral	false	false	true
2098197784	1663321090	808697022	neutral	true	false	true
2117612387	956090833	784343566	war	false	false	false
2122407046	1456132922	1280225433	war	false	false	false
2124070741	2100662971	1024736877	neutral	false	false	true
2143875224	1435211962	389129449	war	false	false	false
221944945	1448550515	1095809755	war	false	false	false
233917443	804805912	653943744	war	false	false	false
253361864	231949890	72083004	war	false	false	false
253361864	38532181	523043610	neutral	true	true	true
259240550	1160931066	2057536861	military_allies	true	true	false
259240550	566089373	763994248	war	false	false	false
259240550	638774402	574123011	neutral	false	false	true
264686110	363706678	326181407	war	false	false	false
266621855	1443494585	891180535	war	false	false	false
266621855	580202271	7442861	war	false	false	false
266621855	995499774	233429197	neutral	true	true	true
267465111	40719351	1086798472	war	false	false	false
267465111	487559677	258099098	neutral	false	false	false
267968718	1537615998	1925652526	neutral	true	false	true
273285228	126940812	1305529906	war	false	false	false
273285228	454078334	584889097	war	false	false	false
27974696	645781362	1305264887	war	false	false	false
284129114	1443494585	50226078	war	false	false	false
284129114	1894664247	1576743928	war	false	false	false
299845382	95808816	307592642	war	false	false	false
299896925	836453197	658836935	war	false	false	false
309177715	1055675159	538625449	war	false	false	false
309177715	829494977	353618645	war	false	false	false
314366501	1593776653	903883326	war	false	false	false
369842912	339725344	1197639783	war	false	false	false
381550725	566089373	1307290894	war	false	false	false
38532181	231949890	1096282570	war	false	false	false
38532181	253361864	654080859	neutral	true	true	true
394088986	823417961	528622126	neutral	false	false	true
425751768	1701040892	1970226724	neutral	true	false	true
425751768	730471226	1226432951	war	false	false	false
433034784	1342487182	852794643	war	false	false	false
439368868	1731586231	1624419816	war	false	false	false
439368868	309177715	1411224181	war	false	false	false
453131403	995499774	2061072830	neutral	true	false	true
454078334	126940812	434803328	war	false	false	false
454078334	2098197784	1778815857	war	false	false	false
473126023	264686110	1368036103	neutral	false	false	true
473126023	270212848	537709023	war	false	false	false
473126023	709318746	1027845711	war	false	false	false
491475609	453131403	1640206721	war	false	false	false
491475609	677383490	100519996	war	false	false	false
500783776	1537615998	1338602599	neutral	false	false	true
500783776	1810179394	1169231462	war	false	false	false
500783776	267968718	310474145	neutral	false	true	true
508065318	1330000727	1215328999	neutral	false	false	true
508065318	207158515	762777680	war	false	false	false
510209667	1443494585	1938414554	war	false	false	false
510209667	266621855	601504670	war	false	false	false
510209667	750002534	940612532	war	false	false	false
519816309	1242361771	1046513391	war	false	false	false
531098838	1230551507	1287960218	neutral	false	false	true
531098838	1511910055	1479588067	neutral	true	true	true
531098838	709318746	1934284702	war	false	false	false
540737980	1321424359	805142662	war	false	false	false
540737980	145324297	1179142077	war	false	false	false
542899430	1654025452	192020762	war	false	false	false
542899430	309177715	1346986546	neutral	false	true	true
542899430	835127146	92824744	neutral	true	true	false
544554827	1807766155	632408046	war	false	false	false
549966469	1443157541	991352360	war	false	false	false
561137669	1869225456	426974203	war	false	false	false
561137669	579054252	280093341	neutral	false	false	false
568296057	759572821	1043943979	war	false	false	false
569532132	476033301	1313342709	war	false	false	false
579054252	18203086	1849823646	war	false	false	false
599405884	1133653520	1574840813	war	false	false	false
599405884	1321424359	1460615832	war	false	false	false
599405884	1673374258	1634951350	war	false	false	false
599405884	2061945541	357084355	neutral	false	false	true
600712500	1334941675	1360267775	neutral	false	false	false
600712500	1537615998	722490759	neutral	false	false	false
600712500	1963923375	1917357752	war	false	false	false
600712500	267968718	2108884213	neutral	false	false	false
600712500	500783776	79951225	neutral	false	false	false
600712500	833335398	383911952	neutral	false	false	false
619817635	1107400604	1745596929	war	false	false	false
62893473	145324297	601663572	war	false	false	false
634048259	1019828114	1540167734	neutral	true	true	true
634048259	2016479166	1999036682	war	false	false	false
634915173	2061945541	276268326	war	false	false	false
638774402	369842912	1280842976	war	false	false	false
652259241	1890165015	1863498418	war	false	false	false
659172782	995499774	331731319	war	false	false	false
708758271	1330000727	212890257	war	false	false	false
708758271	718454926	59848114	war	false	false	false
718454926	2013319212	330935672	neutral	false	false	true
718454926	2136152674	1874421243	war	false	false	false
720812093	1575377	1167732412	neutral	false	false	true
732909713	794419093	151820970	war	false	false	false
742791397	874508441	2107977303	war	false	false	false
749624153	1133653520	1225898142	war	false	false	false
750002534	580202271	1174843855	war	false	false	false
750002534	783169615	1377513129	war	false	false	false
783169615	1732203237	588285194	war	false	false	false
783169615	580202271	6245232	neutral	true	true	true
784436951	1274628481	771529909	neutral	true	false	true
786773665	2143875224	1408956893	war	false	false	false
794419093	1553917028	123468041	neutral	false	false	true
794419093	299473800	1445661985	war	false	false	false
795012507	984601308	1820426936	neutral	false	true	false
800574669	453131403	1480784049	war	false	false	false
800574669	454078334	1760826021	neutral	false	false	true
804805912	2016479166	1819627255	war	false	false	false
816585405	1491488285	777400474	war	false	false	false
823417961	806473390	1776773727	war	false	false	false
831822567	266028984	76464169	neutral	true	false	true
833335398	1334941675	1160574970	neutral	false	false	true
833335398	2063015132	1915969321	war	false	false	false
833335398	953089787	150207305	neutral	false	false	false
836052260	839559960	1461343586	war	false	false	false
836052260	85284281	1029621098	war	false	false	false
837838157	1890165015	285812839	war	false	false	false
838047000	749624153	1133270600	neutral	true	true	true
838047000	91585576	1874639764	war	false	false	false
839559960	1679977197	1512338200	neutral	false	false	true
844020302	1488312364	1956699868	neutral	false	false	true
844020302	1761450491	784673243	war	false	false	false
849527226	784436951	1403919416	war	false	false	false
850377301	970922096	79410561	war	false	false	false
857470699	1529143065	70237299	war	false	false	false
857470699	2146649072	1730198816	war	false	false	false
87280910	749624153	1870888646	neutral	true	true	true
873964117	1777299878	740590648	war	false	false	false
873964117	874508441	2082786298	neutral	false	false	true
877410301	1445733772	1931241788	neutral	false	false	true
877410301	1485012966	1448623976	war	false	false	false
883773280	1589325213	1603163946	war	false	false	false
888558183	1163265541	2088533843	war	false	false	false
888558183	619383355	1464634186	war	false	false	false
896524730	1443954661	2060847999	war	false	false	false
896524730	835127146	37560634	neutral	true	true	false
899844774	1985164626	876186452	war	false	false	false
906517539	696189066	1581758295	war	false	false	false
913642425	1674673608	960634395	war	false	false	false
940432391	1637619212	1076899762	war	false	false	false
940432391	336270203	673197438	military_allies	false	false	false
951716403	253361864	2078818326	war	false	false	false
953089787	1332560320	206900279	neutral	false	false	true
970922096	2019007801	1411158107	neutral	true	false	true
974767229	708758271	1328089751	war	false	false	false
984601308	2035650351	337806310	war	false	false	false
994298147	2053564926	753213865	war	false	false	false
994940764	1496322526	2093682608	neutral	false	false	true
994940764	608402148	573363822	war	false	false	false
994940764	784436951	292857140	neutral	false	false	true
994940764	88093681	936235364	war	false	false	false
994940764	983952412	1808277189	neutral	false	false	true
995499774	659172782	826443029	war	false	false	false
996520110	210081327	126568983	war	false	false	false
