key	persistant	show_instant	show_on_navigate	is_header	navigation_order
war.battle.advice.deployment.info_003	false	false	true	false	2
war.battle.advice.deployment.info_004	false	false	true	false	3
war.battle.advice.eye_of_tzeentch.info_001	false	false	true	true	0
war.battle.advice.eye_of_tzeentch.info_002	false	false	true	false	1
war.battle.advice.eye_of_tzeentch.info_003	false	false	true	false	2
war.battle.advice.eye_of_tzeentch.info_004	false	false	true	false	3
war.battle.advice.fire_at_will.info_001	false	false	true	true	0
war.battle.advice.fire_at_will.info_002	false	false	true	false	1
war.battle.advice.fire_at_will.info_003	false	false	true	false	2
war.battle.advice.fire_at_will.info_004	false	false	true	false	3
war.battle.advice.flanking.info_001	false	false	true	true	0
war.battle.advice.flanking.info_002	false	false	true	false	1
war.battle.advice.flanking.info_003	false	false	true	false	2
war.battle.advice.flying_units.info_001	false	false	true	true	0
war.battle.advice.flying_units.info_002	false	false	true	false	1
war.battle.advice.flying_units.info_003	false	false	true	false	2
war.battle.advice.formations.info_001	false	false	true	true	0
war.battle.advice.formations.info_002	false	false	true	false	1
war.battle.advice.formations.info_003	false	false	true	false	2
war.battle.advice.formations.info_004	false	false	true	false	3
war.battle.advice.leadership.info_001	false	false	true	true	0
war.battle.advice.leadership.info_002	false	false	true	false	1
war.battle.advice.leadership.info_003	false	false	true	false	2
war.battle.advice.leadership.info_004	false	false	true	false	3
war.battle.advice.major_siege_battles.info_001	false	false	true	true	0
war.battle.advice.major_siege_battles.info_002	false	false	true	false	1
war.battle.advice.major_siege_battles.info_003	false	false	true	false	2
war.battle.advice.major_siege_battles.info_004	false	false	true	false	3
war.battle.advice.major_siege_battles.info_005	false	false	true	false	3
war.battle.advice.minor_settlement_battles.info_001	false	false	true	true	0
war.battle.advice.minor_settlement_battles.info_002	false	false	true	false	1
war.battle.advice.minor_settlement_battles.info_003	false	false	true	false	2
war.battle.advice.minor_settlement_battles.info_004	false	false	true	false	3
war.battle.advice.minor_settlement_battles.info_005	false	false	true	false	3
war.battle.advice.missile_units.info_001	false	false	true	true	0
war.battle.advice.missile_units.info_002	false	false	true	false	1
war.battle.advice.missile_units.info_003	false	false	true	false	2
war.battle.advice.monsters.info_001	false	false	true	true	0
war.battle.advice.monsters.info_002	false	false	true	false	1
war.battle.advice.monsters.info_003	false	false	true	false	2
war.battle.advice.mounted_units.info_001	false	false	true	true	0
war.battle.advice.mounted_units.info_002	false	false	true	false	1
war.battle.advice.mounted_units.info_003	false	false	true	false	2
war.battle.advice.ogres.info_001	true	false	true	true	1
war.battle.advice.plague_lords_blessings.info_001	false	false	true	true	0
war.battle.advice.plague_lords_blessings.info_002	false	false	true	false	1
war.battle.advice.plague_lords_blessings.info_003	false	false	true	false	2
war.battle.advice.plague_lords_blessings.info_004	false	false	true	false	3
war.battle.advice.rallying.info_001	false	false	true	true	0
war.battle.advice.rallying.info_002	false	false	true	false	1
war.battle.advice.rallying.info_003	false	false	true	false	2
war.battle.advice.rallying.info_004	false	false	true	false	3
war.battle.advice.reinforcements.info_001	false	false	true	true	0
war.battle.advice.reinforcements.info_002	false	false	true	false	1
war.battle.advice.reinforcements.info_003	false	false	true	false	2
war.battle.advice.sensuous_seductions.info_001	false	false	true	true	0
war.battle.advice.sensuous_seductions.info_002	false	false	true	false	1
war.battle.advice.sensuous_seductions.info_003	false	false	true	false	2
war.battle.advice.sensuous_seductions.info_004	false	false	true	false	3
war.battle.advice.siege_weapons.info_001	false	false	true	true	0
war.battle.advice.siege_weapons.info_002	false	false	true	false	1
war.battle.advice.siege_weapons.info_003	false	false	true	false	2
war.battle.advice.spells.info_001	false	false	true	true	0
war.battle.advice.spells.info_002	false	false	true	false	1
war.battle.advice.spells.info_003	false	false	true	false	2
war.battle.advice.spells.info_004	false	false	true	false	3
war.battle.advice.tactical_map.info_001	false	false	true	true	0
war.battle.advice.tactical_map.info_002	false	false	true	false	1
war.battle.advice.tactical_map.info_003	false	false	true	false	2
war.battle.advice.terrain.info_001	false	false	true	true	0
war.battle.advice.terrain.info_002	false	false	true	false	1
war.battle.advice.terrain.info_003	false	false	true	false	2
war.battle.advice.terrain.info_004	false	false	true	false	3
war.battle.advice.terrain.info_005	false	false	true	false	2
war.battle.advice.the_general.info_001	false	false	true	true	0
war.battle.advice.the_general.info_002	false	false	true	false	1
war.battle.advice.the_general.info_003	false	false	true	false	2
war.battle.advice.the_general.info_004	false	false	true	false	3
war.battle.advice.victory_locations.info_005	false	false	true	true	0
war.battle.advice.victory_locations.info_006	false	false	true	false	1
war.battle.advice.victory_locations.info_007	false	false	true	false	2
war.battle.advice.victory_locations.info_008	false	false	true	false	3
war.battle.advice.victory_locations.info_009	false	false	true	false	2
war.battle.advice.victory_locations.info_010	false	false	true	false	2
war.battle.advice.victory_points.info_010	false	false	true	false	3
war.battle.advice.victory_points.info_011	false	false	true	false	4
war.battle.advice.vigour.info_001	false	false	true	true	0
war.battle.advice.vigour.info_002	false	false	true	false	1
war.battle.advice.vigour.info_003	false	false	true	false	2
war.battle.advice.visibility.info_001	false	false	true	true	0
war.battle.advice.visibility.info_002	false	false	true	false	1
war.battle.advice.visibility.info_003	false	false	true	false	2
war.battle.advice.winds_of_magic.info_001	false	false	true	true	0
war.battle.advice.winds_of_magic.info_002	false	false	true	false	1
war.battle.advice.winds_of_magic.info_003	false	false	true	false	2
war.battle.hp.advanced_controls.001	true	false	true	true	0
war.battle.hp.advanced_controls.002	true	false	true	false	1
war.battle.hp.advanced_controls.003	true	false	true	false	2
war.battle.hp.advanced_controls.004	true	false	true	false	3
war.battle.hp.advanced_controls.005	true	false	true	false	4
war.battle.hp.advanced_controls.006	true	false	true	false	5
war.battle.hp.advanced_controls.007	true	false	true	false	6
war.battle.hp.advisor.001	true	false	true	true	0
war.battle.hp.advisor.002	true	false	true	false	1
war.battle.hp.advisor.003	true	false	true	false	2
war.battle.hp.advisor.004	true	false	true	false	3
war.battle.hp.ambush_battles.001	true	false	true	true	0
war.battle.hp.ambush_battles.002	true	false	true	false	1
war.battle.hp.ambush_battles.003	true	false	true	false	2
war.battle.hp.armies.001	true	false	true	true	0
war.battle.hp.armies.002	true	false	true	false	1
war.battle.hp.armies.003	true	false	true	false	2
war.battle.hp.armies.004	true	false	true	false	3
war.battle.hp.armies.005	true	false	true	false	4
war.battle.hp.armies.006	true	false	true	false	5
war.battle.hp.armies.007	true	false	true	false	6
war.battle.hp.armour.001	true	false	true	true	0
war.battle.hp.armour.002	true	false	true	false	1
war.battle.hp.armour.003	true	false	true	false	2
war.battle.hp.armour.004	true	false	true	false	3
war.battle.hp.armour.005	true	false	true	false	4
war.battle.hp.armour.006	true	false	true	false	5
war.battle.hp.armour.007	true	false	true	false	6
war.battle.hp.armour.008	true	false	true	false	7
war.battle.hp.armour.009	true	false	true	false	8
war.battle.hp.armour.010	true	false	true	false	9
war.battle.hp.armour.011	true	false	true	false	10
war.battle.hp.army_abilities.001	true	false	true	true	0
war.battle.hp.army_abilities.002	true	false	true	false	1
war.battle.hp.army_abilities.003	true	false	true	false	2
war.battle.hp.artillery.001	true	false	true	true	0
war.battle.hp.artillery.002	true	false	true	false	1
war.battle.hp.artillery.003	true	false	true	false	2
war.battle.hp.artillery.004	true	false	true	false	3
war.battle.hp.artillery.005	true	false	true	false	4
war.battle.hp.battle_game.001	true	false	true	true	0
war.battle.hp.battle_game.002	true	false	true	false	1
war.battle.hp.battle_game.003	true	false	true	false	2
war.battle.hp.battle_game.004	true	false	true	false	3
war.battle.hp.battle_game.005	true	false	true	false	4
war.battle.hp.battle_game.006	true	false	true	false	5
war.battle.hp.battle_game.007	true	false	true	false	6
war.battle.hp.battle_interface.001	true	false	true	true	0
war.battle.hp.battle_interface.002	true	false	true	false	1
war.battle.hp.battle_interface.003	true	false	true	false	2
war.battle.hp.battle_interface.004	true	false	true	false	3
war.battle.hp.battle_interface.005	true	false	true	false	4
war.battle.hp.battle_interface.006	true	false	true	false	5
war.battle.hp.battle_interface.007	true	false	true	false	6
war.battle.hp.blood_for_the_blood_god.001	true	false	true	true	0
war.battle.hp.blood_for_the_blood_god.002	true	false	true	false	1
war.battle.hp.blood_for_the_blood_god.003	true	false	true	false	2
war.battle.hp.blood_for_the_blood_god.004	true	false	true	false	3
war.battle.hp.blood_for_the_blood_god.005	true	false	true	false	4
war.battle.hp.camera_controls.001	true	false	true	true	0
war.battle.hp.camera_controls.002	true	false	true	false	1
war.battle.hp.camera_controls.003	true	false	true	false	2
war.battle.hp.camera_controls.004	true	false	true	false	3
war.battle.hp.camera_controls.005	true	false	true	false	4
war.battle.hp.camera_controls.006	true	false	true	false	5
war.battle.hp.camera_controls.007	true	false	true	false	6
war.battle.hp.capture_locations.001	true	false	true	true	0
war.battle.hp.capture_locations.002	true	false	true	false	1
war.battle.hp.capture_locations.003	true	false	true	false	2
war.battle.hp.capture_locations.004	true	false	true	false	3
war.battle.hp.capture_locations.005	true	false	true	false	4
war.battle.hp.capture_locations.006	true	false	true	false	5
war.battle.hp.capture_locations.007	true	false	true	false	6
war.battle.hp.capture_locations.008	true	false	true	false	7
war.battle.hp.capture_locations.009	true	false	true	false	8
war.battle.hp.capture_locations.010	true	false	true	false	9
war.battle.hp.capture_locations.011	true	false	true	false	10
war.battle.hp.capture_locations.012	true	false	true	false	11
war.battle.hp.capture_locations.013	true	false	true	false	12
war.battle.hp.capture_locations.014	true	false	true	false	13
war.battle.hp.capture_locations.015	true	false	true	false	14
war.battle.hp.constructed_defences.001	true	false	true	true	0
war.battle.hp.constructed_defences.002	true	false	true	false	1
war.battle.hp.constructed_defences.003	true	false	true	false	2
war.battle.hp.constructed_defences.004	true	false	true	false	3
war.battle.hp.constructed_defences.005	true	false	true	false	4
war.battle.hp.contents.001	true	false	true	true	0
war.battle.hp.contents.002	true	false	true	false	1
war.battle.hp.contents.003	true	false	true	false	2
war.battle.hp.contents.004	true	false	true	false	3
war.battle.hp.contents.005	true	false	true	false	4
war.battle.hp.contents.006	true	false	true	false	5
war.battle.hp.contents.007	true	false	true	false	6
war.battle.hp.contents.008	true	false	true	false	7
war.battle.hp.contents.009	true	false	true	false	8
war.battle.hp.contents.010	true	false	true	false	9
war.battle.hp.contents.011	true	false	true	false	10
war.battle.hp.contents.012	true	false	true	false	11
war.battle.hp.contents.013	true	false	true	false	12
war.battle.hp.contents.014	true	false	true	false	13
war.battle.hp.contents.015	true	false	true	false	14
war.battle.hp.contents.016	true	false	true	false	15
war.battle.hp.contents.017	true	false	true	false	16
war.battle.hp.contents.018	true	false	true	false	17
war.battle.hp.contents.019	true	false	true	false	18
war.battle.hp.controls_cheat_sheet.001	true	false	true	true	0
war.battle.hp.controls_cheat_sheet.002	true	false	true	false	1
war.battle.hp.controls_cheat_sheet.003	true	false	true	false	2
war.battle.hp.controls_cheat_sheet.004	true	false	true	false	3
war.battle.hp.controls_cheat_sheet.005	true	false	true	false	4
war.battle.hp.controls_cheat_sheet.006	true	false	true	true	5
war.battle.hp.controls_cheat_sheet.007	true	false	true	false	6
war.battle.hp.controls_cheat_sheet.008	true	false	true	false	7
war.battle.hp.controls_cheat_sheet.009	true	false	true	true	8
war.battle.hp.controls_cheat_sheet.010	true	false	true	false	9
war.battle.hp.controls_cheat_sheet.011	true	false	true	false	10
war.battle.hp.controls_cheat_sheet.012	true	false	true	false	11
war.battle.hp.controls_cheat_sheet.013	true	false	true	false	12
war.battle.hp.controls_cheat_sheet.014	true	false	true	false	13
war.battle.hp.deployment.001	true	false	true	true	0
war.battle.hp.deployment.002	true	false	true	false	1
war.battle.hp.deployment.003	true	false	true	false	2
war.battle.hp.deployment.004	true	false	true	false	3
war.battle.hp.deployment.005	true	false	true	false	4
war.battle.hp.deployment.006	true	false	true	false	5
war.battle.hp.dragon_transformation.001	true	false	true	true	0
war.battle.hp.dragon_transformation.002	true	false	true	false	1
war.battle.hp.dragon_transformation.003	true	false	true	false	2
war.battle.hp.dragon_transformation.004	true	false	true	false	3
war.battle.hp.dragon_transformation.005	true	false	true	false	4
war.battle.hp.extra_powder.001	true	false	true	false	0
war.battle.hp.extra_powder.002	true	false	true	false	1
war.battle.hp.extra_powder.003	true	false	true	false	2
war.battle.hp.extra_powder.004	true	false	true	false	3
war.battle.hp.extra_powder.005	true	false	true	false	4
war.battle.hp.eye_of_tzeentch.001	true	false	true	true	0
war.battle.hp.eye_of_tzeentch.002	true	false	true	false	1
war.battle.hp.eye_of_tzeentch.003	true	false	true	false	2
war.battle.hp.eye_of_tzeentch.004	true	false	true	false	3
war.battle.hp.eye_of_tzeentch.005	true	false	true	false	4
war.battle.hp.fire_at_will.001	true	false	true	true	0
war.battle.hp.fire_at_will.002	true	false	true	false	1
war.battle.hp.fire_at_will.003	true	false	true	false	2
war.battle.hp.fire_at_will.004	true	false	true	false	3
war.battle.hp.flanking.001	true	false	true	true	0
war.battle.hp.flanking.002	true	false	true	false	1
war.battle.hp.flanking.003	true	false	true	false	2
war.battle.hp.flanking.004	true	false	true	false	3
war.battle.hp.flying_units.001	true	false	true	true	0
war.battle.hp.flying_units.002	true	false	true	false	1
war.battle.hp.flying_units.003	true	false	true	false	2
war.battle.hp.flying_units.004	true	false	true	false	3
war.battle.hp.flying_units.005	true	false	true	false	4
war.battle.hp.flying_units.006	true	false	true	false	5
war.battle.hp.formations.001	true	false	true	true	0
war.battle.hp.formations.002	true	false	true	false	1
war.battle.hp.formations.003	true	false	true	false	2
war.battle.hp.formations.004	true	false	true	false	3
war.battle.hp.formations.005	true	false	true	false	4
war.battle.hp.gates.001	true	false	true	false	6
war.battle.hp.gates.002	true	false	true	false	7
war.battle.hp.gates.003	true	false	true	false	8
war.battle.hp.gates.004	true	false	true	false	9
war.battle.hp.gates.005	true	false	true	false	10
war.battle.hp.grouping.001	true	false	true	true	0
war.battle.hp.grouping.002	true	false	true	false	1
war.battle.hp.grouping.003	true	false	true	false	2
war.battle.hp.grouping.004	true	false	true	false	3
war.battle.hp.grouping.005	true	false	true	false	4
war.battle.hp.grouping.006	true	false	true	false	5
war.battle.hp.harmony.001	true	false	true	true	0
war.battle.hp.harmony.002	true	false	true	false	1
war.battle.hp.harmony.003	true	false	true	false	2
war.battle.hp.harmony.004	true	false	true	false	3
war.battle.hp.harmony.005	true	false	true	false	4
war.battle.hp.harmony.006	true	false	true	false	5
war.battle.hp.infantry.001	true	false	true	true	0
war.battle.hp.infantry.002	true	false	true	false	1
war.battle.hp.infantry.003	true	false	true	false	2
war.battle.hp.infantry.004	true	false	true	false	3
war.battle.hp.infantry.005	true	false	true	false	4
war.battle.hp.infantry.006	true	false	true	false	5
war.battle.hp.infantry.007	false	false	true	true	0
war.battle.hp.leadership.001	true	false	true	true	0
war.battle.hp.leadership.002	true	false	true	false	1
war.battle.hp.leadership.003	true	false	true	false	2
war.battle.hp.leadership.004	true	false	true	false	3
war.battle.hp.leadership.005	true	false	true	false	4
war.battle.hp.leadership.006	true	false	true	false	5
war.battle.hp.leadership.007	true	false	true	false	6
war.battle.hp.magic_barriers.001	true	false	true	true	0
war.battle.hp.magic_barriers.002	true	false	true	false	1
war.battle.hp.magic_barriers.003	true	false	true	false	2
war.battle.hp.magic_barriers.004	true	false	true	false	3
war.battle.hp.magic_barriers.005	true	false	true	false	4
war.battle.hp.major_siege_battles.001	true	false	true	true	0
war.battle.hp.major_siege_battles.002	true	false	true	false	1
war.battle.hp.major_siege_battles.003	true	false	true	false	2
war.battle.hp.major_siege_battles.004	true	false	true	false	3
war.battle.hp.major_siege_battles.005	true	false	true	false	3
war.battle.hp.major_siege_battles.006	true	false	true	false	4
war.battle.hp.major_siege_battles.007	true	false	true	false	5
war.battle.hp.major_siege_battles.008	true	false	true	false	6
war.battle.hp.major_siege_battles.009	true	false	true	false	8
war.battle.hp.major_siege_battles.010	true	false	true	false	7
war.battle.hp.major_siege_battles.011	true	false	true	false	8
war.battle.hp.major_siege_battles.012	true	false	true	false	9
war.battle.hp.major_siege_battles.013	true	false	true	false	10
war.battle.hp.major_siege_battles.014	true	false	true	false	11
war.battle.hp.major_siege_battles.015	true	false	true	false	12
war.battle.hp.major_siege_battles.016	true	false	true	false	13
war.battle.hp.mastery_of_the_elemental_winds.001	true	false	true	true	0
war.battle.hp.mastery_of_the_elemental_winds.002	true	false	true	false	1
war.battle.hp.mastery_of_the_elemental_winds.003	true	false	true	false	2
war.battle.hp.mastery_of_the_elemental_winds.004	true	false	true	false	3
war.battle.hp.melee_combat.001	false	false	true	false	1
war.battle.hp.melee_combat.002	false	false	true	false	2
war.battle.hp.melee_combat.003	false	false	true	false	3
war.battle.hp.melee_combat.004	false	false	true	false	4
war.battle.hp.melee_combat.005	false	false	true	false	5
war.battle.hp.melee_combat.006	false	false	true	false	6
war.battle.hp.melee_combat.007	false	false	true	false	7
war.battle.hp.melee_combat.008	false	false	true	false	8
war.battle.hp.melee_combat.009	false	false	true	false	9
war.battle.hp.melee_combat.010	false	false	true	false	10
war.battle.hp.melee_combat.011	false	false	true	false	11
war.battle.hp.melee_combat.012	false	false	true	false	12
