unique_id	factor	resource	minimum	maximum	specific_faction_set
grn_salvage_waaagh	wh2_dlc15_resource_factor_waaagh_success	grn_salvage	-2147483647	2147483647	
infamy_assassination	characters_assassinated	cst_infamy	0	2147483647	
infamy_battles	enemy_units_killed	cst_infamy	0	2147483647	
infamy_edicts	commandments_negative	cst_infamy	-2147483647	0	
infamy_missions	missions	cst_infamy	0	2147483647	
infamy_other	other	cst_infamy	0	2147483647	
infamy_pirate_coves	pirate_coves	cst_infamy	0	2147483647	
infamy_razing	razed_settlements	cst_infamy	0	2147483647	
infamy_sharing_loot	sharing_loot	cst_infamy	-2147483647	0	
infamy_technology	technology_negative	cst_infamy	-2147483647	0	
nor_progress_crow_events	events	nor_progress_crow	-2147483647	2147483647	
nor_progress_crow_razing	razed_settlements	nor_progress_crow	-2147483647	2147483647	
nor_progress_eagle_events	events	nor_progress_eagle	-2147483647	2147483647	
nor_progress_eagle_razing	razed_settlements	nor_progress_eagle	-2147483647	2147483647	
nor_progress_hound_events	events	nor_progress_hound	-2147483647	2147483647	
nor_progress_hound_razing	razed_settlements	nor_progress_hound	-2147483647	2147483647	
nor_progress_serpent_events	events	nor_progress_serpent	-2147483647	2147483647	
nor_progress_serpent_razing	razed_settlements	nor_progress_serpent	-2147483647	2147483647	
post_battle_corruption_swing_chaos	post_battle_corruption_swing	wh3_main_corruption_chaos	-2147483647	2147483647	
post_battle_corruption_swing_khorne	post_battle_corruption_swing	wh3_main_corruption_khorne	-2147483647	2147483647	
post_battle_corruption_swing_nurgle	post_battle_corruption_swing	wh3_main_corruption_nurgle	-2147483647	2147483647	
post_battle_corruption_swing_skaven	post_battle_corruption_swing	wh3_main_corruption_skaven	-2147483647	2147483647	
post_battle_corruption_swing_slaanesh	post_battle_corruption_swing	wh3_main_corruption_slaanesh	-2147483647	2147483647	
post_battle_corruption_swing_tzeentch	post_battle_corruption_swing	wh3_main_corruption_tzeentch	-2147483647	2147483647	
post_battle_corruption_swing_vampiric	post_battle_corruption_swing	wh3_main_corruption_vampiric	-2147483647	2147483647	
skaven_food_buildings	buildings	skaven_food	0	2147483647	
skaven_food_captives	captives	skaven_food	0	2147483647	
skaven_food_colonisation	colonisation	skaven_food	-2147483647	0	
skaven_food_commandments	commandments	skaven_food	0	2147483647	
skaven_food_force_upkeep	army_upkeep	skaven_food	-2147483647	0	
skaven_food_looting	looting	skaven_food	-2147483647	2147483647	
skaven_food_menace_below	the_menace_below	skaven_food	-2147483647	0	
skaven_food_missions	missions	skaven_food	0	2147483647	
skaven_food_raiding	raiding	skaven_food	0	2147483647	
skaven_food_regions	settlement_upkeep	skaven_food	-2147483647	0	
skaven_food_rituals	rituals	skaven_food	-2147483647	2147483647	
skaven_food_technology	technology	skaven_food	0	2147483647	
skaven_food_the_dominating_scheme	the_dominating_scheme	skaven_food	0	2147483647	
thorek_artifact_part_1a_forging	forging_items	dwf_thorek_artifact_part_1a	0	2147483647	
thorek_artifact_part_1a_missions	missions	dwf_thorek_artifact_part_1a	0	2147483647	
thorek_artifact_part_1b_forging	forging_items	dwf_thorek_artifact_part_1b	0	2147483647	
thorek_artifact_part_1b_missions	missions	dwf_thorek_artifact_part_1b	0	2147483647	
thorek_artifact_part_2a_forging	forging_items	dwf_thorek_artifact_part_2a	0	2147483647	
thorek_artifact_part_2a_missions	missions	dwf_thorek_artifact_part_2a	0	2147483647	
thorek_artifact_part_2b_forging	forging_items	dwf_thorek_artifact_part_2b	0	2147483647	
thorek_artifact_part_2b_missions	missions	dwf_thorek_artifact_part_2b	0	2147483647	
thorek_artifact_part_3a_forging	forging_items	dwf_thorek_artifact_part_3a	0	2147483647	
thorek_artifact_part_3a_missions	missions	dwf_thorek_artifact_part_3a	0	2147483647	
thorek_artifact_part_3b_forging	forging_items	dwf_thorek_artifact_part_3b	0	2147483647	
thorek_artifact_part_3b_missions	missions	dwf_thorek_artifact_part_3b	0	2147483647	
thorek_artifact_part_4a_forging	forging_items	dwf_thorek_artifact_part_4a	0	2147483647	
thorek_artifact_part_4a_missions	missions	dwf_thorek_artifact_part_4a	0	2147483647	
thorek_artifact_part_4b_forging	forging_items	dwf_thorek_artifact_part_4b	0	2147483647	
thorek_artifact_part_4b_missions	missions	dwf_thorek_artifact_part_4b	0	2147483647	
thorek_artifact_part_5a_forging	forging_items	dwf_thorek_artifact_part_5a	0	2147483647	
thorek_artifact_part_5a_missions	missions	dwf_thorek_artifact_part_5a	0	2147483647	
thorek_artifact_part_5b_forging	forging_items	dwf_thorek_artifact_part_5b	0	2147483647	
thorek_artifact_part_5b_missions	missions	dwf_thorek_artifact_part_5b	0	2147483647	
thorek_artifact_part_6a_forging	forging_items	dwf_thorek_artifact_part_6a	0	2147483647	
thorek_artifact_part_6a_missions	missions	dwf_thorek_artifact_part_6a	0	2147483647	
thorek_artifact_part_6b_forging	forging_items	dwf_thorek_artifact_part_6b	0	2147483647	
thorek_artifact_part_6b_missions	missions	dwf_thorek_artifact_part_6b	0	2147483647	
thorek_artifact_part_7a_forging	forging_items	dwf_thorek_artifact_part_7a	0	2147483647	
thorek_artifact_part_7a_missions	missions	dwf_thorek_artifact_part_7a	0	2147483647	
thorek_artifact_part_7b_forging	forging_items	dwf_thorek_artifact_part_7b	0	2147483647	
thorek_artifact_part_7b_missions	missions	dwf_thorek_artifact_part_7b	0	2147483647	
thorek_artifact_part_8a_forging	forging_items	dwf_thorek_artifact_part_8a	0	2147483647	
thorek_artifact_part_8a_missions	missions	dwf_thorek_artifact_part_8a	0	2147483647	
thorek_artifact_part_8b_forging	forging_items	dwf_thorek_artifact_part_8b	0	2147483647	
thorek_artifact_part_8b_missions	missions	dwf_thorek_artifact_part_8b	0	2147483647	
wardens_supply_execute	wh2_dlc15_resource_factor_wardens_supply_executed_prisoners	wardens_supply	-2147483647	2147483647	
wardens_supply_greenskin_settlements_destroyed	wh2_dlc15_resource_factor_wardens_supply_sacked_razed_greenskins	wardens_supply	-2147483647	2147483647	
wardens_supply_indoctrinate	wh2_dlc15_resource_factor_wardens_supply_indoctrinated_prisoners	wardens_supply	-2147483647	2147483647	
wardens_supply_missions	wh2_dlc15_resource_factor_wardens_supply_missions	wardens_supply	-2147483647	2147483647	
wardens_supply_mistwalkers	wh2_dlc15_resource_factor_wardens_supply_mistwalkers	wardens_supply	-2147483647	2147483647	
wardens_supply_upgrade	wh2_dlc15_resource_factor_wardens_supply_upgrade	wardens_supply	-2147483647	2147483647	
wef_amber_rituals	wh2_dlc16_resource_factor_worldroots_healed	wef_amber	0	2147483647	
wef_amber_technology	technology_negative	wef_amber	-2147483647	0	
wef_forge_battles	battles	wef_forge_daiths_favour	0	2147483647	
wef_forge_forging	forging_items	wef_forge_daiths_favour	-2147483647	0	
wef_worldroots_athel_loren_battles	wh2_dlc16_resource_factor_razing_and_battles	wef_worldroots_athel_loren	0	2147483647	
wef_worldroots_athel_loren_buildings	buildings	wef_worldroots_athel_loren	0	2147483647	
wef_worldroots_athel_loren_completed_encounters	wh2_dlc16_resource_factor_completed_encounters	wef_worldroots_athel_loren	0	2147483647	
wef_worldroots_athel_loren_corruption	wh2_dlc16_resource_factor_corruption	wef_worldroots_athel_loren	-2147483647	0	
wef_worldroots_athel_loren_events	events	wef_worldroots_athel_loren	-2147483647	2147483647	
wef_worldroots_athel_loren_hidden	wh2_dlc16_resource_factor_hidden	wef_worldroots_athel_loren	-2147483647	2147483647	
wef_worldroots_athel_loren_hostile_regions	wh2_dlc16_resource_factor_hostile_regions	wef_worldroots_athel_loren	-2147483647	0	
wef_worldroots_athel_loren_natural_decline	wh2_dlc16_resource_factor_natural_decline	wef_worldroots_athel_loren	-2147483647	0	
wef_worldroots_athel_loren_pacified_regions	wh2_dlc16_resource_factor_pacified_regions	wef_worldroots_athel_loren	0	2147483647	
wef_worldroots_athel_loren_rituals	rituals	wef_worldroots_athel_loren	-2147483647	2147483647	
wef_worldroots_athel_loren_worldroots_healed	wh2_dlc16_resource_factor_worldroots_healed	wef_worldroots_athel_loren	0	2147483647	
wef_worldroots_emerald_pools_battles	wh2_dlc16_resource_factor_razing_and_battles	wef_worldroots_emerald_pools	0	2147483647	
wef_worldroots_emerald_pools_buildings	buildings	wef_worldroots_emerald_pools	0	2147483647	
wef_worldroots_emerald_pools_completed_encounters	wh2_dlc16_resource_factor_completed_encounters	wef_worldroots_emerald_pools	0	2147483647	
wef_worldroots_emerald_pools_corruption	wh2_dlc16_resource_factor_corruption	wef_worldroots_emerald_pools	-2147483647	0	
wef_worldroots_emerald_pools_events	events	wef_worldroots_emerald_pools	-2147483647	2147483647	
wef_worldroots_emerald_pools_hidden	wh2_dlc16_resource_factor_hidden	wef_worldroots_emerald_pools	-2147483647	2147483647	
wef_worldroots_emerald_pools_hostile_regions	wh2_dlc16_resource_factor_hostile_regions	wef_worldroots_emerald_pools	-2147483647	0	
wef_worldroots_emerald_pools_pacified_regions	wh2_dlc16_resource_factor_pacified_regions	wef_worldroots_emerald_pools	0	2147483647	
wef_worldroots_emerald_pools_rituals	rituals	wef_worldroots_emerald_pools	-2147483647	2147483647	
wef_worldroots_emerald_pools_unresolved_encounters	wh2_dlc16_resource_factor_unresolved_encounters	wef_worldroots_emerald_pools	-2147483647	0	
wef_worldroots_emerald_pools_worldroots_healed	wh2_dlc16_resource_factor_worldroots_healed	wef_worldroots_emerald_pools	0	2147483647	
wef_worldroots_gaean_vale_battles	wh2_dlc16_resource_factor_razing_and_battles	wef_worldroots_gaean_vale	0	2147483647	
wef_worldroots_gaean_vale_buildings	buildings	wef_worldroots_gaean_vale	0	2147483647	
wef_worldroots_gaean_vale_completed_encounters	wh2_dlc16_resource_factor_completed_encounters	wef_worldroots_gaean_vale	0	2147483647	
wef_worldroots_gaean_vale_corruption	wh2_dlc16_resource_factor_corruption	wef_worldroots_gaean_vale	-2147483647	0	
wef_worldroots_gaean_vale_events	events	wef_worldroots_gaean_vale	-2147483647	2147483647	
wef_worldroots_gaean_vale_hidden	wh2_dlc16_resource_factor_hidden	wef_worldroots_gaean_vale	-2147483647	2147483647	
wef_worldroots_gaean_vale_hostile_regions	wh2_dlc16_resource_factor_hostile_regions	wef_worldroots_gaean_vale	-2147483647	0	
wef_worldroots_gaean_vale_pacified_regions	wh2_dlc16_resource_factor_pacified_regions	wef_worldroots_gaean_vale	0	2147483647	
wef_worldroots_gaean_vale_rituals	rituals	wef_worldroots_gaean_vale	-2147483647	2147483647	
wef_worldroots_gaean_vale_unresolved_encounters	wh2_dlc16_resource_factor_unresolved_encounters	wef_worldroots_gaean_vale	-2147483647	0	
wef_worldroots_gaean_vale_worldroots_healed	wh2_dlc16_resource_factor_worldroots_healed	wef_worldroots_gaean_vale	0	2147483647	
wef_worldroots_gryphon_wood_battles	wh2_dlc16_resource_factor_razing_and_battles	wef_worldroots_gryphon_wood	0	2147483647	
wef_worldroots_gryphon_wood_buildings	buildings	wef_worldroots_gryphon_wood	0	2147483647	
wef_worldroots_gryphon_wood_completed_encounters	wh2_dlc16_resource_factor_completed_encounters	wef_worldroots_gryphon_wood	0	2147483647	
wef_worldroots_gryphon_wood_corruption	wh2_dlc16_resource_factor_corruption	wef_worldroots_gryphon_wood	-2147483647	0	
wef_worldroots_gryphon_wood_events	events	wef_worldroots_gryphon_wood	-2147483647	2147483647	
wef_worldroots_gryphon_wood_hidden	wh2_dlc16_resource_factor_hidden	wef_worldroots_gryphon_wood	-2147483647	2147483647	
wef_worldroots_gryphon_wood_hostile_regions	wh2_dlc16_resource_factor_hostile_regions	wef_worldroots_gryphon_wood	-2147483647	0	
wef_worldroots_gryphon_wood_pacified_regions	wh2_dlc16_resource_factor_pacified_regions	wef_worldroots_gryphon_wood	0	2147483647	
wef_worldroots_gryphon_wood_rituals	rituals	wef_worldroots_gryphon_wood	-2147483647	2147483647	
wef_worldroots_gryphon_wood_unresolved_encounters	wh2_dlc16_resource_factor_unresolved_encounters	wef_worldroots_gryphon_wood	-2147483647	0	
wef_worldroots_gryphon_wood_worldroots_healed	wh2_dlc16_resource_factor_worldroots_healed	wef_worldroots_gryphon_wood	0	2147483647	
wef_worldroots_heart_of_the_jungle_battles	wh2_dlc16_resource_factor_razing_and_battles	wef_worldroots_heart_of_the_jungle	0	2147483647	
wef_worldroots_heart_of_the_jungle_buildings	buildings	wef_worldroots_heart_of_the_jungle	0	2147483647	
wef_worldroots_heart_of_the_jungle_completed_encounters	wh2_dlc16_resource_factor_completed_encounters	wef_worldroots_heart_of_the_jungle	0	2147483647	
wef_worldroots_heart_of_the_jungle_corruption	wh2_dlc16_resource_factor_corruption	wef_worldroots_heart_of_the_jungle	-2147483647	0	
wef_worldroots_heart_of_the_jungle_events	events	wef_worldroots_heart_of_the_jungle	-2147483647	2147483647	
wef_worldroots_heart_of_the_jungle_hidden	wh2_dlc16_resource_factor_hidden	wef_worldroots_heart_of_the_jungle	-2147483647	2147483647	
wef_worldroots_heart_of_the_jungle_hostile_regions	wh2_dlc16_resource_factor_hostile_regions	wef_worldroots_heart_of_the_jungle	-2147483647	0	
wef_worldroots_heart_of_the_jungle_pacified_regions	wh2_dlc16_resource_factor_pacified_regions	wef_worldroots_heart_of_the_jungle	0	2147483647	
wef_worldroots_heart_of_the_jungle_rituals	rituals	wef_worldroots_heart_of_the_jungle	-2147483647	2147483647	
wef_worldroots_heart_of_the_jungle_unresolved_encounters	wh2_dlc16_resource_factor_unresolved_encounters	wef_worldroots_heart_of_the_jungle	-2147483647	0	
wef_worldroots_heart_of_the_jungle_worldroots_healed	wh2_dlc16_resource_factor_worldroots_healed	wef_worldroots_heart_of_the_jungle	0	2147483647	
wef_worldroots_jungles_of_chian_battles	wh2_dlc16_resource_factor_razing_and_battles	wef_worldroots_jungles_of_chian	0	2147483647	
wef_worldroots_jungles_of_chian_buildings	buildings	wef_worldroots_jungles_of_chian	0	2147483647	
wef_worldroots_jungles_of_chian_completed_encounters	wh2_dlc16_resource_factor_completed_encounters	wef_worldroots_jungles_of_chian	0	2147483647	
wef_worldroots_jungles_of_chian_corruption	wh2_dlc16_resource_factor_corruption	wef_worldroots_jungles_of_chian	-2147483647	0	
wef_worldroots_jungles_of_chian_events	events	wef_worldroots_jungles_of_chian	-2147483647	2147483647	
wef_worldroots_jungles_of_chian_hidden	wh2_dlc16_resource_factor_hidden	wef_worldroots_jungles_of_chian	-2147483647	2147483647	
wef_worldroots_jungles_of_chian_hostile_regions	wh2_dlc16_resource_factor_hostile_regions	wef_worldroots_jungles_of_chian	-2147483647	0	
wef_worldroots_jungles_of_chian_pacified_regions	wh2_dlc16_resource_factor_pacified_regions	wef_worldroots_jungles_of_chian	0	2147483647	
wef_worldroots_jungles_of_chian_rituals	rituals	wef_worldroots_jungles_of_chian	-2147483647	2147483647	
wef_worldroots_jungles_of_chian_unresolved_encounters	wh2_dlc16_resource_factor_unresolved_encounters	wef_worldroots_jungles_of_chian	-2147483647	0	
wef_worldroots_jungles_of_chian_worldroots_healed	wh2_dlc16_resource_factor_worldroots_healed	wef_worldroots_jungles_of_chian	0	2147483647	
wef_worldroots_laurelorn_battles	wh2_dlc16_resource_factor_razing_and_battles	wef_worldroots_laurelorn	0	2147483647	
wef_worldroots_laurelorn_buildings	buildings	wef_worldroots_laurelorn	0	2147483647	
wef_worldroots_laurelorn_completed_encounters	wh2_dlc16_resource_factor_completed_encounters	wef_worldroots_laurelorn	0	2147483647	
wef_worldroots_laurelorn_corruption	wh2_dlc16_resource_factor_corruption	wef_worldroots_laurelorn	-2147483647	0	
wef_worldroots_laurelorn_events	events	wef_worldroots_laurelorn	-2147483647	2147483647	
wef_worldroots_laurelorn_hidden	wh2_dlc16_resource_factor_hidden	wef_worldroots_laurelorn	-2147483647	2147483647	
wef_worldroots_laurelorn_hostile_regions	wh2_dlc16_resource_factor_hostile_regions	wef_worldroots_laurelorn	-2147483647	0	
wef_worldroots_laurelorn_pacified_regions	wh2_dlc16_resource_factor_pacified_regions	wef_worldroots_laurelorn	0	2147483647	
wef_worldroots_laurelorn_rituals	rituals	wef_worldroots_laurelorn	-2147483647	2147483647	
wef_worldroots_laurelorn_unresolved_encounters	wh2_dlc16_resource_factor_unresolved_encounters	wef_worldroots_laurelorn	-2147483647	0	
wef_worldroots_laurelorn_worldroots_healed	wh2_dlc16_resource_factor_worldroots_healed	wef_worldroots_laurelorn	0	2147483647	
wef_worldroots_naggarond_glade_battles	wh2_dlc16_resource_factor_razing_and_battles	wef_worldroots_naggarond_glade	0	2147483647	
wef_worldroots_naggarond_glade_buildings	buildings	wef_worldroots_naggarond_glade	0	2147483647	
wef_worldroots_naggarond_glade_completed_encounters	wh2_dlc16_resource_factor_completed_encounters	wef_worldroots_naggarond_glade	0	2147483647	
wef_worldroots_naggarond_glade_corruption	wh2_dlc16_resource_factor_corruption	wef_worldroots_naggarond_glade	-2147483647	0	
wef_worldroots_naggarond_glade_events	events	wef_worldroots_naggarond_glade	-2147483647	2147483647	
wef_worldroots_naggarond_glade_hidden	wh2_dlc16_resource_factor_hidden	wef_worldroots_naggarond_glade	-2147483647	2147483647	
wef_worldroots_naggarond_glade_hostile_regions	wh2_dlc16_resource_factor_hostile_regions	wef_worldroots_naggarond_glade	-2147483647	0	
wef_worldroots_naggarond_glade_pacified_regions	wh2_dlc16_resource_factor_pacified_regions	wef_worldroots_naggarond_glade	0	2147483647	
wef_worldroots_naggarond_glade_rituals	rituals	wef_worldroots_naggarond_glade	-2147483647	2147483647	
wef_worldroots_naggarond_glade_unresolved_encounters	wh2_dlc16_resource_factor_unresolved_encounters	wef_worldroots_naggarond_glade	-2147483647	0	
wef_worldroots_naggarond_glade_worldroots_healed	wh2_dlc16_resource_factor_worldroots_healed	wef_worldroots_naggarond_glade	0	2147483647	
wef_worldroots_the_haunted_forest_battles	wh2_dlc16_resource_factor_razing_and_battles	wef_worldroots_the_haunted_forest	0	2147483647	
wef_worldroots_the_haunted_forest_buildings	buildings	wef_worldroots_the_haunted_forest	0	2147483647	
wef_worldroots_the_haunted_forest_completed_encounters	wh2_dlc16_resource_factor_completed_encounters	wef_worldroots_the_haunted_forest	0	2147483647	
wef_worldroots_the_haunted_forest_corruption	wh2_dlc16_resource_factor_corruption	wef_worldroots_the_haunted_forest	-2147483647	0	
wef_worldroots_the_haunted_forest_events	events	wef_worldroots_the_haunted_forest	-2147483647	2147483647	
wef_worldroots_the_haunted_forest_hidden	wh2_dlc16_resource_factor_hidden	wef_worldroots_the_haunted_forest	-2147483647	2147483647	
wef_worldroots_the_haunted_forest_hostile_regions	wh2_dlc16_resource_factor_hostile_regions	wef_worldroots_the_haunted_forest	-2147483647	0	
wef_worldroots_the_haunted_forest_pacified_regions	wh2_dlc16_resource_factor_pacified_regions	wef_worldroots_the_haunted_forest	0	2147483647	
wef_worldroots_the_haunted_forest_rituals	rituals	wef_worldroots_the_haunted_forest	-2147483647	2147483647	
wef_worldroots_the_haunted_forest_unresolved_encounters	wh2_dlc16_resource_factor_unresolved_encounters	wef_worldroots_the_haunted_forest	-2147483647	0	
wef_worldroots_the_haunted_forest_worldroots_healed	wh2_dlc16_resource_factor_worldroots_healed	wef_worldroots_the_haunted_forest	0	2147483647	
wef_worldroots_vale_of_webs_battles	wh2_dlc16_resource_factor_razing_and_battles	wef_worldroots_vale_of_webs	0	2147483647	
wef_worldroots_vale_of_webs_buildings	buildings	wef_worldroots_vale_of_webs	0	2147483647	
wef_worldroots_vale_of_webs_completed_encounters	wh2_dlc16_resource_factor_completed_encounters	wef_worldroots_vale_of_webs	0	2147483647	
wef_worldroots_vale_of_webs_corruption	wh2_dlc16_resource_factor_corruption	wef_worldroots_vale_of_webs	-2147483647	0	
wef_worldroots_vale_of_webs_events	events	wef_worldroots_vale_of_webs	-2147483647	2147483647	
wef_worldroots_vale_of_webs_hidden	wh2_dlc16_resource_factor_hidden	wef_worldroots_vale_of_webs	-2147483647	2147483647	
wef_worldroots_vale_of_webs_hostile_regions	wh2_dlc16_resource_factor_hostile_regions	wef_worldroots_vale_of_webs	-2147483647	0	
wef_worldroots_vale_of_webs_pacified_regions	wh2_dlc16_resource_factor_pacified_regions	wef_worldroots_vale_of_webs	0	2147483647	
wef_worldroots_vale_of_webs_rituals	rituals	wef_worldroots_vale_of_webs	-2147483647	2147483647	
wef_worldroots_vale_of_webs_unresolved_encounters	wh2_dlc16_resource_factor_unresolved_encounters	wef_worldroots_vale_of_webs	-2147483647	0	
wef_worldroots_vale_of_webs_worldroots_healed	wh2_dlc16_resource_factor_worldroots_healed	wef_worldroots_vale_of_webs	0	2147483647	
wh2_dlc09_resource_factor_events	events	emp_wanted	-2147483647	2147483647	
wh2_dlc12_resource_factor_action	hero_actions	skv_reactor_core	0	2147483647	
wh2_dlc12_resource_factor_battle_consumed	consumed_in_battle	skv_nuke	-2147483647	0	
wh2_dlc12_resource_factor_loot	discovered_in_battle	skv_reactor_core	0	2147483647	
wh2_dlc12_resource_factor_missions	workshop_upgrade	skv_reactor_core	0	2147483647	
wh2_dlc12_resource_factor_missions_alt	missions	skv_reactor_core	-2147483647	2147483647	
wh2_dlc12_resource_factor_sacrifices	sacrificed_to_sotek	lzd_sacrificial_offerings	-2147483647	0	
wh2_dlc12_resource_factor_sacrifices_battle	captured_in_battle	lzd_sacrificial_offerings	0	2147483647	
wh2_dlc12_resource_factor_sacrifices_characters	characters	lzd_sacrificial_offerings	-2147483647	2147483647	
wh2_dlc12_resource_factor_sacrifices_missions	captured_during_missions	lzd_sacrificial_offerings	0	2147483647	
wh2_dlc12_resource_factor_workshop	workshop_research	skv_reactor_core	-2147483647	0	
wh2_dlc12_resource_factor_workshop_food	workshop_research	skaven_food	-2147483647	0	wh2_main_skv_clan_skryre
wh2_dlc12_resource_factor_workshop_production	workshop_production	skv_nuke	0	2147483647	wh2_main_skv_clan_skryre
wh2_dlc12_resource_food_under_empire_negative	under_empire_negative	skaven_food	-2147483647	0	
wh2_dlc12_resource_food_under_empire_positive	under_empire	skaven_food	0	2147483647	
wh2_dlc13_authority_resource_factor_events	events	emp_imperial_authority	0	2147483647	
wh2_dlc13_authority_resource_factor_events_negative	events_negative	emp_imperial_authority	-2147483647	0	
wh2_dlc13_authority_resource_factor_missions	missions	emp_imperial_authority	0	2147483647	
wh2_dlc13_prestige_resource_factor_events	events	emp_prestige	0	2147483647	
wh2_dlc13_prestige_resource_factor_events_negative	events_negative	emp_prestige	-2147483647	0	
wh2_dlc13_resource_factor_allowed_expansion	allowed_expansion	emp_loyalty	0	2147483647	
wh2_dlc13_resource_factor_attacked_returned_region	attacked_recently_returned_settlements	emp_imperial_authority	-2147483647	0	
wh2_dlc13_resource_factor_base_fealty	base_fealty	emp_loyalty	0	2147483647	
wh2_dlc13_resource_factor_battles	battles	emp_prestige	0	2147483647	
wh2_dlc13_resource_factor_building_ports	ports_built_or_upgraded	emp_progress	0	2147483647	
wh2_dlc13_resource_factor_buildings	buildings	emp_prestige	0	2147483647	
wh2_dlc13_resource_factor_casualty	armies_attacked_and_defeated	emp_wanted	0	2147483647	
wh2_dlc13_resource_factor_confederation	confederation	emp_imperial_authority	-2147483647	0	
wh2_dlc13_resource_factor_declared_war	declared_war_on_elector_counts	emp_imperial_authority	-2147483647	0	
wh2_dlc13_resource_factor_defended_regions	defended_settlements	emp_loyalty	0	2147483647	
wh2_dlc13_resource_factor_denied_assistance	declined_to_defend_settlement	emp_loyalty	-2147483647	0	
wh2_dlc13_resource_factor_elector_destroyed	elector_counts_destroyed	emp_imperial_authority	-2147483647	0	
wh2_dlc13_resource_factor_elector_revived	elector_counts_reinstated	emp_imperial_authority	0	2147483647	
