key	filename	range	animated
1398660846	warmachines\chariot\chd_iron_daemon_train\chd_iron_daemon_train_01.rigid_model_v2	0.0000	chd_iron_daemon_train_test
1404422774	warmachines/chariot/dae_seeker_chariot/dae_seeker_chariot_exalted_01_destruct.wsmodel	0.0000	dae_seeker_chariot_exalted_destruct
1417146567	warmachines/engines/skv_doom_flayer/skv_doom_flayer_blackhole_destruct.wsmodel	0.0000	skv_doom_flayer_destruct_tech_lab_ror
14270693	warmachines\engines\chd_deathshrieker\chd_deathshrieker_01.wsmodel	0.0000	chd_deathshrieker
1430219713	warmachines/chariot/ksl_ostankya_sled/ksl_ostankya_sled_01.wsmodel	0.0000	ksl_ostankya_sled
1439326383	warmachines\chariot\chs_chariot\dae_chariot_khorne_02_destruct.wsmodel	0.0000	chs_chariot_mkho_large_draught_destruction
1444206355	warmachines/chariot/def_scourgerunner_chariot/def_scourgerunner_chariot_01.wsmodel	0.0000	def_dlc14_scourgerunner_chariot
1451105936	RigidModels\Naval\Variant\oar_R_loop_anim.rigid_model_v2	0.0000	oar_R_anim_loop
1452378059	warmachines\chariot\chs_chariot\dae_chariot_nurgle_01.wsmodel	0.0000	chs_chariot_mnur_small_draught
1455583331	warmachines\chariot\tmb_arkhan_chariot\tmb_arkhan_chariot_01_destruct.rigid_model_v2	0.0000	tmb_tomb_chariot_arkhan_destruct
1461113702	warmachines\chariot\bst_tuskgor_chariot\bst_tuskgor_chariot_01.wsmodel	0.0000	bst_tuskgor_chariot
1464864656	warmachines\engines\grn_snotling_pump_wagon\grn_snotling_pump_wagon_sporesploda_01.rigid_model_v2	0.0000	grn_snotling_pump_wagon_sporesploda
1476148850	warmachines\chariot\ksl_katarin_sled\yoke\ksl_katarin_sled_yoke_01_destruct.wsmodel	0.0000	ksl_katarin_sled_yoke_destruct
1489838025	warmachines/chariot/dae_seeker_chariot/dae_seeker_chariot_hellflayer_01.wsmodel	0.0000	dae_seeker_chariot_hellflayer_01
1496562222	warmachines\engines\chd_dreadquake\chd_dreadquake_mortar_destruct_01.wsmodel	0.0000	chd_dreadquake_destruct
1496650780	warmachines/chariot/ksl_warsled/ksl_warsled_heavy_destruct.wsmodel	0.0000	ksl_warsled_heavy_destruct
1505141020	warmachines/engines/skv_doomwheel/skv_doomwheel_hellire_01_destruct.wsmodel	0.0000	skv_doomwheel_destruct_tech_lab_ror
1529656816	warmachines/engines/hef_eagleclaw_bolt_thrower/hef_eagleclaw_bolt_thrower_01_destruct.rigid_model_v2	0.0000	hef_eagle_claw_bolt_thrower_destruct
1620876289	warmachines/engines/cth_war_drum/cth_war_drum_jade_01_destruct.wsmodel	0.0000	cth_zhangu_war_drum_ror_destruct
1623151710	warmachines/engines/cth_war_compass/cth_war_compass_proxy_01.wsmodel	0.0000	cth_war_compass_destruct
165422341	warmachines\engines\grn_snotling_pump_wagon\grn_snotling_pump_wagon_roller_01.rigid_model_v2	0.0000	grn_snotling_pump_wagon_roller
1664300949	warmachines\chariot\ksl_katarin_sled\yoke\ksl_katarin_sled_yoke_01.wsmodel	0.0000	ksl_katarin_sled_yoke
1701576453	warmachines\chariot\ksl_katarin_sled\ksl_katarin_sled_01_destruct.wsmodel	0.0000	ksl_katarin_sled_destruct
1725893171	warmachines\engines\grn_snotling_pump_wagon\grn_snotling_pump_wagon_01.rigid_model_v2	0.0000	grn_snotling_pump_wagon
1728115613	warmachines\engines\tmb_skull_catapult\tmb_screaming_skull_catapult_01_destruct.wsmodel	0.0000	tmb_skull_catapult_destruct
172880930	warmachines\engines\chd_deathshrieker\chd_deathshrieker_01_destruct.wsmodel	0.0000	chd_deathshrieker_destruct
1746253439	warmachines\engines\cst_queen_bess\cst_queen_bess_01_destruct.wsmodel	0.0000	cst_queen_bess_destruct
1766906089	warmachines\chariot\tmb_general_chariot\tmb_general_chariot_01.rigid_model_v2	0.0000	tmb_tomb_chariot_general
1769541643	warmachines\chariot\ksl_katarin_sled\ksl_katarin_sled_01.wsmodel	0.0000	ksl_katarin_sled
1805948316	warmachines/chariot/grn_grom_chariot/grn_grom_chariot_01_destruct.wsmodel	0.0000	grn_grom_chariot_destruct
1817365789	warmachines/chariot/ksl_warsled/ksl_warsled_light.wsmodel	0.0000	ksl_warsled_light
1817669793	warmachines\engines\grn_snotling_pump_wagon\grn_snotling_pump_wagon_flappa_01.rigid_model_v2	0.0000	grn_snotling_pump_wagon_flappa
182227378	warmachines\chariot\chs_chariot\dae_chariot_tzeentch_01_destruct.wsmodel	0.0000	chs_chariot_mtze_small_draught_destruction
1840544747	warmachines\engines\emp_steam_tank\emp_steam_tank_emperors_wrath_destruct.wsmodel	0.0000	emp_steam_tank_emperors_wrath_destruct
1845077732	warmachines/engines/skv_doom_flayer/skv_doom_flayer_menace_destruct.wsmodel	0.0000	skv_doom_flayer_destruct_ror
1851843782	warmachines/engines/chs_hellcannon/chs_hellcannon_ror_01.wsmodel	0.0000	chs_hellcannon_ror
187167005	warmachines/chariot/ksl_ostankya_sled/ksl_hag_witch_sled_01.wsmodel	0.0000	ksl_hag_witch_sled
1874708313	warmachines/engines/cth_war_drum/cth_war_drum_01_destruct.wsmodel	0.0000	cth_zhangu_war_drum_destruct
1886834502	warmachines/chariot/ksl_warsled/ksl_warsled_heavy.wsmodel	0.0000	ksl_warsled_heavy
1894089442	warmachines\engines\skv_doom_flayer\skv_doom_flayer_blackhole_01.wsmodel	0.0000	skv_doom_flayer_blackhole_01
1898524163	warmachines/engines/cth_grand_cannon/cth_grand_cannon_destruct_01.wsmodel	0.0000	cth_grand_cannon_destruct
190256090	warmachines\chariot\chs_chariot\dae_chariot_tzeentch_02.wsmodel	0.0000	chs_chariot_mtze_large_draught
1934528324	warmachines/chariot/emp_war_wagon/emp_war_wagon_helblaster_01.wsmodel	0.0000	emp_war_wagon_hellblaster
1947064115	warmachines\engines\chd_iron_daemon\chd_iron_daemon_flame_01.wsmodel	0.0000	chd_iron_daemon_ror
1952133144	warmachines/chariot/def_scourgerunner_chariot/def_scourgerunner_ravagers_chariot_01_destruct.wsmodel	0.0000	def_dlc14_scourgerunner_chariot_ror_destruct
1999668575	warmachines\engines\chd_magma_cannon\chd_magma_cannon_flame_01.wsmodel	0.0000	chd_magma_cannon_ror
2031606131	warmachines\chariot\chs_chariot\chs_chariot_01.wsmodel	0.0000	chs_chariot_small_draught
2033737118	warmachines\engines\grn_snotling_pump_wagon\grn_snotling_pump_wagon_roller_01_destroyed.rigid_model_v2	0.0000	grn_snotling_pump_wagon_roller_destruct
2046902397	warmachines\chariot\hef_tiranoc_chariot\hef_tiranoc_chariot01.rigid_model_v2	0.0000	hef_tiranoc_chariot_hero
206157397	warmachines/engines/ogr_gnoblar_scraplauncher/ogr_gnoblar_scraplauncher_01.wsmodel	0.0000	ogr_scrap_launcher
2077314018	warmachines/chariot/dae_gorebeast_chariot/dae_gorebeast_chariot_01_destruct.wsmodel	0.0000	dae_gorebeast_chariot_destruction
2115206915	warmachines/engines/skv_doom_flayer/skv_doom_flayer_01.wsmodel	0.0000	skv_doom_flayer
2116509210	warmachines\engines\cth_war_drum\cth_war_drum_01.wsmodel	0.0000	cth_zhangu_war_drum
2146654967	RigidModels\CampaignBuildings\Building_Siegeicon\icon_under_siege_anim.rigid_model_v2	0.0000	campaign_building_siege
2146654983	RigidModels/CampaignBuildings//campaign_building_placeholder1_anim.rigid_model_v2	0.0000	campaign_building_placeholder1_anim
2146655425	RigidModels/artillery_and_siege/ballista30d_50p/ballista30d_50p.rigid_model_v2	0.0000	rome_ballista_medium
2146655435	RigidModels/artillery_and_siege/onager/onager.rigid_model_v2	0.0000	rome_onager
2146655477	RigidModels/artillery_and_siege/ballista30d_100p/ballista30d_100p.rigid_model_v2	0.0000	rome_ballista_giant
2146655484	RigidModels/artillery_and_siege/polybolos/polybolos.rigid_model_v2	0.0000	rome_polybolos
2146655488	RigidModels/artillery_and_siege/scorpio/scorpio.rigid_model_v2	0.0000	rome_scorpio
2146655492	RigidModels/artillery_and_siege/fire_raiser/fire_raiser.rigid_model_v2	0.0000	rome_fireraiser
2146655493	RigidModels/artillery_and_siege/battering_ram_heavy/battering_ram_heavy.rigid_model_v2	0.0000	rome_battering_ram_heavy
2146655500	RigidModels/artillery_and_siege/battering_ram_light/battering_ram_light.rigid_model_v2	0.0000	rome_battering_ram_light
2146655503	RigidModels/artillery_and_siege/battering_ram_medium/battering_ram_medium.rigid_model_v2	0.0000	rome_battering_ram_medium
2146655507	RigidModels/artillery_and_siege/ballista30d_50p/ballista30d_50p_destruction_anim.rigid_model_v2	0.0000	rome_ballista_medium_destruction_anim
2146655512	RigidModels/artillery_and_siege/ballista30d_50p_ship/ballista30d_50p_ship.rigid_model_v2	0.0000	rome_ballista_medium_ship
2146655516	RigidModels/artillery_and_siege/ballista30d_50p_ship/ballista30d_50p_ship_destruction_anim.rigid_model_v2	0.0000	rome_ballista_medium_ship_destruction_anim
2146655519	RigidModels/artillery_and_siege/onager/onager_destruction_anim.rigid_model_v2	0.0000	rome_onager_destruction_anim
2146655528	RigidModels/artillery_and_siege/onager_ship/onager_ship.rigid_model_v2	0.0000	rome_onager_ship
2146655537	RigidModels/artillery_and_siege/onager_ship/onager_ship_destruction_anim.rigid_model_v2	0.0000	rome_onager_ship_destruction_anim
2146655546	RigidModels/artillery_and_siege/scorpio/scorpio_destruction_anim.rigid_model_v2	0.0000	rome_scorpio_destruction_anim
2146655550	RigidModels/artillery_and_siege/polybolos/polybolos_destruction_anim.rigid_model_v2	0.0000	rome_polybolos_destruction_anim
2146655554	RigidModels/artillery_and_siege/cherioballistra/cherioballistra.rigid_model_v2	0.0000	rome_cheiroballistra
2146655555	RigidModels/artillery_and_siege/cherioballistra/cherioballistra_destruction_anim.rigid_model_v2	0.0000	rome_cheiroballistra_destruction_anim
2146655556	RigidModels/artillery_and_siege/ballista30d_100p/ballista30d_100p_destruction_anim.rigid_model_v2	0.0000	rome_ballista_giant_destruction_anim
2146655559	RigidModels\artillery_and_siege\onager_large\onager_large.rigid_model_v2	0.0000	rome_onager_large
2146655564	RigidModels\artillery_and_siege\onager_large\onager_large_destruction_anim.rigid_model_v2	0.0000	rome_onager_large_destruction_anim
2146655574	RigidModels\artillery_and_siege\chariot_generic\chariot_generic.rigid_model_v2	0.0000	chariot_generic
2146655581	RigidModels\artillery_and_siege\chariot_celtic\chariot_celtic.rigid_model_v2	0.0000	chariot_celtic
2146655585	RigidModels\artillery_and_siege\harpax\harpax.rigid_model_v2	0.0000	rome_harpax
2146655587	RigidModels\artillery_and_siege\harpax\harpax_destruction_anim.rigid_model_v2	0.0000	rome_harpax_destruction_anim
2146655591	RigidModels\artillery_and_siege\chariot_generic\chariot_generic_destruction_anim.rigid_model_v2	0.0000	chariot_generic_destruction_anim
2146655597	RigidModels\artillery_and_siege\chariot_celtic\chariot_celtic_destruction_anim.rigid_model_v2	0.0000	chariot_celtic_destruction_anim
2146655609	RigidModels\artillery_and_siege\chariot_egyptian\chariot_egyptian.rigid_model_v2	0.0000	chariot_egyptian
2146655612	RigidModels\artillery_and_siege\chariot_egyptian\chariot_egyptian_destruction_anim.rigid_model_v2	0.0000	chariot_egyptian_destruction_anim
2146655631	RigidModels\campaign\trade_models\barbarian_trade_anim.rigid_model_v2	0.0000	trade_ship_barbarian
2146655641	RigidModels\campaign\trade_models\ox_trader_anim.rigid_model_v2	0.0000	trade_ox
2146655649	RigidModels\campaign\trade_models\ox_cart_anim.rigid_model_v2	0.0000	trade_ox_cart
2146655658	warmachines/engines/brt_trebuchet/brt_trebuchet_01.rigid_model_v2	0.0000	brt_trebuchet
2146655665	warmachines/engines/dwf_bolt_thrower/dwf_bolt_thrower.rigid_model_v2	0.0000	dwf_bolt_thrower
2146655666	warmachines\engines\dwf_grudge_thrower\dwf_grudge_thrower_1.rigid_model_v2	0.0000	dwf_grudge_thrower
2146655669	warmachines\engines\emp_great_cannon\emp_great_cannon.rigid_model_v2	0.0000	emp_great_cannon
2146655675	warmachines\engines\emp_helblaster\emp_helblaster_01.rigid_model_v2	0.0000	emp_helblaster
2146655682	warmachines\carriage\emp_luminark\emp_luminark_01.rigid_model_v2	0.0000	emp_luminark
2146655688	warmachines\engines\emp_mortar\emp_mortar.rigid_model_v2	0.0000	emp_mortar
2146655692	warmachines\engines\emp_steam_tank\emp_steam_tank01.rigid_model_v2	0.0000	emp_steam_tank
2146655694	warmachines\chariot\grn_boar_chariot\grn_boar_chariot_01.rigid_model_v2	0.0000	grn_boar_chariot
2146655706	warmachines\engines\grn_doomdiver_catapult\grn_doomdiver_catapult_01.rigid_model_v2	0.0000	grn_doomdiver_catapult
2146655722	warmachines\chariot\grn_wolf_chariot\grn_wolf_chariot_01.rigid_model_v2	0.0000	grn_wolf_chariot
2146655724	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_01.rigid_model_v2	0.0000	vmp_corpse_cart
2146655727	warmachines\engines\grn_rocklobber\grn_rocklobber_01.rigid_model_v2	0.0000	grn_rocklobber
2146655733	warmachines\carriage\emp_war_altar\emp_war_altar_01.rigid_model_v2	0.0000	emp_war_altar
2146655735	warmachines/engines/chs_hellcannon/chs_hellcannon_01.wsmodel	0.0000	chs_hellcannon
2146655740	warmachines\engines\dwf_organ_gun\dwf_organ_gun_01.rigid_model_v2	0.0000	dwf_organ_gun
2146655743	warmachines\engines\dwf_flame_cannon\dwf_flame_cannon.rigid_model_v2	0.0000	dwf_flame_cannon
2146655752	warmachines\engines\dwf_cannon\dwf_cannon.rigid_model_v2	0.0000	dwf_cannon
2146655756	warmachines\chariot\bst_razorgor_chariot\bst_razorgor_chariot_01.rigid_model_v2	0.0000	bst_razorgor_chariot
2146655762	warmachines\carriage\vmp_black_coach\vmp_black_coach_01.rigid_model_v2	0.0000	vmp_black_coach_01
2146655771	warmachines\engines\emp_helstorm\emp_helstorm_01.rigid_model_v2	0.0000	emp_helstorm
2146655791	warmachines\engines\grn_doomdiver_catapult\grn_doomdiver_catapult_destruct.rigid_model_v2	0.0000	grn_doomdiver_catapult_destruct
2146655801	warmachines\carriage\emp_luminark\emp_luminark_destruct.rigid_model_v2	0.0000	emp_luminark_destruct
2146655809	warmachines\engines\emp_helblaster\emp_helblaster_destruct.rigid_model_v2	0.0000	emp_helblaster_destruct
2146655817	warmachines\engines\emp_great_cannon\emp_great_cannon_destruct.rigid_model_v2	0.0000	emp_great_cannon_destruct
2146655820	warmachines\engines\emp_steam_tank\emp_steam_tank_destruct.rigid_model_v2	0.0000	emp_steam_tank_destruct
2146655822	warmachines\chariot\grn_boar_chariot\grn_boar_chariot_destruct.rigid_model_v2	0.0000	grn_boar_chariot_destruct
2146655825	warmachines\engines\chs_hellcannon\chs_hellcannon_01_destruct.rigid_model_v2	0.0000	chs_hellcannon_destruct
2146655831	warmachines\chariot\grn_wolf_chariot\grn_wolf_chariot_01_destruct.rigid_model_v2	0.0000	grn_wolf_chariot_destruction
2146655835	warmachines\chariot\chs_chariot\chs_chariot_02.wsmodel	0.0000	chs_chariot_large_draught
2146655837	warmachines\chariot\chs_chariot\chs_chariot_02_destruct.wsmodel	0.0000	chs_chariot_large_draught_destruction
2146655841	warmachines\chariot\chs_gorebeast_chariot\chs_gorebeast_chariot_01.rigid_model_v2	0.0000	chs_gorebeast_chariot
2146655851	warmachines/engines/brt_trebuchet/brt_trebuchet_01_destruct.rigid_model_v2	0.0000	brt_trebuchet_destruct
2146655854	warmachines/engines/dwf_flame_cannon/dwf_flame_cannon_destruct.rigid_model_v2	0.0000	dwf_flame_cannon_destruct
2146655863	warmachines/engines/dwf_organ_gun/dwf_organ_gun_destruct_01.rigid_model_v2	0.0000	dwf_organ_gun_destruct
2146655869	warmachines/engines/dwf_cannon/dwf_cannon_destruct.rigid_model_v2	0.0000	dwf_cannon_destruct
2146655870	warmachines/carriage/vmp_black_coach/vmp_black_coach_destruct.rigid_model_v2	0.0000	vmp_black_coach_destruct
2146655879	warmachines/engines/dwf_grudge_thrower/dwf_grudge_thrower_destruct.rigid_model_v2	0.0000	dwf_grudge_thrower_destruct
2146655881	warmachines/engines/emp_mortar/emp_mortar_destruct.rigid_model_v2	0.0000	emp_mortar_destruct
2146655882	warmachines\engines\grn_rocklobber\grn_rocklobber_destruct.rigid_model_v2	0.0000	grn_rocklobber_destruct
2146655889	warmachines/engines/emp_helstorm/emp_helstorm_destruct.rigid_model_v2	0.0000	emp_helstorm_destruct
2146655894	warmachines\chariot\vmp_mortis_engine\vmp_mortis_engine01.rigid_model_v2	0.0000	vmp_mortis_engine
2146655898	warmachines\chariot\chs_gorebeast_chariot\chs_gorebeast_chariot_01_destruct.rigid_model_v2	0.0000	chs_gorebeast_chariot_destruction
2146655899	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_bell_01.rigid_model_v2	0.0000	vmp_corpse_cart_lodestone
2146655901	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_cauldron_01.rigid_model_v2	0.0000	vmp_corpse_cart_balefire
2146655906	warmachines\chariot\bst_razorgor_chariot\building_bst_razorgor_chariot_01_destruct.rigid_model_v2	0.0000	bst_razorgor_chariot_destruction
2146655910	warmachines\engines\emp_great_cannon\emp_great_cannon_hammer_01.rigid_model_v2	0.0000	emp_great_cannon_hammer
2146655914	warmachines\engines\emp_great_cannon\emp_great_cannon_hammer_01_destruct.rigid_model_v2	0.0000	emp_great_cannon_hammer_destruct
2146655926	warmachines\carriage\emp_luminark\emp_luminark_temple_01.rigid_model_v2	0.0000	emp_luminark_temple
2146655928	warmachines\carriage\emp_luminark\emp_luminark_temple_destruct_01.rigid_model_v2	0.0000	emp_luminark_destruct_temple
2146655930	warmachines\engines\emp_helstorm\emp_helstorm_sunmaker_01.rigid_model_v2	0.0000	emp_helstorm_sunmaker_01
2146655935	warmachines/engines/emp_helstorm/emp_helstorm_sunmaker_destruct_01.rigid_model_v2	0.0000	emp_helstorm_sunmaker_destruct_01
2146655940	warmachines\chariot\vmp_mortis_engine\vmp_mortis_engine_destruct_01.rigid_model_v2	0.0000	vmp_mortis_engine_destruct
2146655944	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_01_destruct.rigid_model_v2	0.0000	vmp_corpse_cart_destruct
2146655953	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_bell_01_destruct.rigid_model_v2	0.0000	vmp_corpse_cart_lodestone_destruct
2146655960	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_cauldron_01_destruct.rigid_model_v2	0.0000	vmp_corpse_cart_balefire_destruct
2146655962	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_helman_01_destruct.rigid_model_v2	0.0000	vmp_corpse_cart_helman_destruct
2146655972	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_helman_01.rigid_model_v2	0.0000	vmp_corpse_cart_helman
2146655981	warmachines\carriage\emp_war_altar\emp_war_altar_destruct_01.rigid_model_v2	0.0000	emp_war_altar_destruct
2146655984	warmachines\chariot\grn_wolf_chariot\grn_wolf_chariot_robbers_01.rigid_model_v2	0.0000	grn_wolf_chariot_robbers
2146655989	warmachines\chariot\grn_wolf_chariot\grn_wolf_chariot_robbers_01_destruct.rigid_model_v2	0.0000	grn_wolf_chariot_robbers_destruct
2146655990	warmachines\chariot\vmp_mortis_engine\vmp_mortis_engine_nagash01.rigid_model_v2	0.0000	vmp_mortis_engine_nagash
2146655991	warmachines\engines\grn_rocklobber\grn_rocklobber_gork.rigid_model_v2	0.0000	grn_rocklobber_gork
2146655992	warmachines\engines\grn_rocklobber\grn_rocklobber_gork_destruct.rigid_model_v2	0.0000	grn_rocklobber_gork_destruct
2146655993	warmachines/engines/dwf_grudge_thrower/dwf_grudge_thrower_gob_01.wsmodel	0.0000	dwf_grudge_thrower_gob
2146655999	warmachines/engines/dwf_grudge_thrower/dwf_grudge_thrower_gob_destruct.wsmodel	0.0000	dwf_grudge_thrower_gob_destruct
2146656004	warmachines/engines/hef_eagleclaw_bolt_thrower/hef_eagleclaw_bolt_thrower_01.rigid_model_v2	0.0000	hef_eagle_claw_bolt_thrower
2146656018	warmachines/engines/skv_doomwheel/skv_doomwheel_01.rigid_model_v2	0.0000	skv_doomwheel
2146656027	warmachines\engines\skv_screaming_bell\skv_screaming_bell_01.rigid_model_v2	0.0000	skv_screaming_bell
2146656033	warmachines\engines\skv_plague_furnace\skv_plague_furnace_01.rigid_model_v2	0.0000	skv_plague_furnace
2146656036	warmachines\chariot\hef_tiranoc_chariot\hef_tiranoc_chariot01.rigid_model_v2	0.0000	hef_tiranoc_chariot
2146656038	warmachines/engines/def_reaper_bolt_thrower/def_reaper_bolt_thrower_01.rigid_model_v2	0.0000	def_reaper_bolt_thrower
2146656042	warmachines\engines\skv_lightning_cannon\skv_lightning_cannon_01.rigid_model_v2	0.0000	skv_lightning_cannon
2146656043	warmachines\engines\skv_plagueclaw\skv_plagueclaw_01.rigid_model_v2	0.0000	skv_plagueclaw_catapult
2146656046	warmachines\chariot\def_coldone_chariot\def_coldone_chariot_01.rigid_model_v2	0.0000	def_coldone_chariot
2146656052	warmachines\chariot\lzd_slann_platform\lzd_slann_palanquin_01.rigid_model_v2	0.0000	lzd_slann_palanquin
2146656060	warmachines\engines\skv_plagueclaw\skv_plagueclaw_01_destruct.rigid_model_v2	0.0000	skv_plagueclaw_catapult_destruct
2146656063	warmachines\engines\skv_lightning_cannon\skv_lightning_cannon_01_destruct.rigid_model_v2	0.0000	skv_lightning_cannon_destruct
