key	ui_enable_event	ui_disable_event	ui_targetting_event_start	ui_targetting_event_stop	ui_select_event	enable_event	disable_event	max_distance	use_reverb	switch	wind_up_target_enable_event	wind_up_target_disable_event	wind_up_target_max_distance	wind_up_target_use_reverb	wind_up_target_switch	use_active_time	use_wind_up_time	casting_rtpc_name	state_affecting_ability_state_group	state_affecting_ability_state_inactive	state_affecting_ability_state_active	ui_targetting_group_sound
wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation	UI_BAT_SABL_Spell_Nehekhara_Usekhps_Incantation_Of_Desiccation_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Nehekhara			100.0000	false				100.0000	false		false	false					
wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation_upgraded	UI_BAT_SABL_Spell_Nehekhara_Usekhps_Incantation_Of_Desiccation_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Nehekhara_Upgraded			100.0000	false				100.0000	false		false	false					
wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance	UI_BAT_SABL_Spell_Nehekhara_Usirians_Incantation_Of_Vengeance_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Nehekhara			100.0000	false				100.0000	false		false	false					
wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance_upgraded	UI_BAT_SABL_Spell_Nehekhara_Usirians_Incantation_Of_Vengeance_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Nehekhara_Upgraded			100.0000	false				100.0000	false		false	false					
wh2_dlc09_unit_abilities_death_from_above	UI_BAT_SABL_Generic_Enable							100.0000	false				100.0000	false		false	false					wh3_ui_grp_targeting
wh2_dlc11_abilities_ghosts_of_the_past	UI_BAT_SABL_Character		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			100.0000	false				900.0000	true		false	false					
wh2_dlc11_shanty_verse_01	UI_BAT_SABL_Shanty_Verse_01		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			100.0000	false				100.0000	false		false	false					
wh2_dlc11_shanty_verse_01_ai	UI_BAT_SABL_Shanty_Verse_01_AI		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			100.0000	false				100.0000	false		false	false					
wh2_dlc11_shanty_verse_02	UI_BAT_SABL_Shanty_Verse_02		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			100.0000	false				100.0000	false		false	false					
wh2_dlc11_shanty_verse_02_ai	UI_BAT_SABL_Shanty_Verse_02_AI		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			100.0000	false				100.0000	false		false	false					
wh2_dlc11_shanty_verse_03	UI_BAT_SABL_Shanty_Verse_03		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			100.0000	false				100.0000	false		false	false					
wh2_dlc11_shanty_verse_03_ai	UI_BAT_SABL_Shanty_Verse_03_AI		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			100.0000	false				100.0000	false		false	false					
wh2_dlc11_spell_beasts_transformation_of_kadon	UI_BAT_SABL_Spell_Beasts_Transformation_Of_Kadon_DLC11_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts	Battle_IND_Magic_Beasts_Tranformation_Of_Kadon_DLC11_OneShot		500.0000	true				100.0000	false		false	false					
wh2_dlc11_spell_deep_denizens_of_the_deep	UI_BAT_SABL_Spell_Deep_Denizens_Of_The_Deep_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Deep			700.0000	true				900.0000	true		false	false					
wh2_dlc11_spell_deep_denizens_of_the_deep_upgraded	UI_BAT_SABL_Spell_Deep_Denizens_Of_The_Deep_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Deep			700.0000	true				900.0000	true		false	false					
wh2_dlc11_spell_deep_fog_of_the_damned	UI_BAT_SABL_Spell_Deep_Fog_Of_The_Damned_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Deep			700.0000	true				900.0000	true		false	false					
wh2_dlc11_spell_deep_fog_of_the_damned_upgraded	UI_BAT_SABL_Spell_Deep_Fog_Of_The_Damned_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Deep			700.0000	true				900.0000	true		false	false					
wh2_dlc11_spell_deep_ghost_ship	UI_BAT_SABL_Spell_Deep_Ghost_Ship_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Deep			700.0000	true				900.0000	true		false	false					
wh2_dlc11_spell_deep_ghost_ship_upgraded	UI_BAT_SABL_Spell_Deep_Ghost_Ship_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Deep			700.0000	true				900.0000	true		false	false					
wh2_dlc11_spell_deep_krakens_pull	UI_BAT_SABL_Spell_Deep_Krakens_Pull_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Deep			700.0000	true		Battle_IND_Magic_Deep_Krakens_Pull_Pre_Life		900.0000	true		false	false					
wh2_dlc11_spell_deep_krakens_pull_upgraded	UI_BAT_SABL_Spell_Deep_Krakens_Pull_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Deep			700.0000	true		Battle_IND_Magic_Deep_Krakens_Pull_Pre_Life		900.0000	true		false	false					
wh2_dlc11_spell_deep_spiteful_shot	UI_BAT_SABL_Spell_Deep_Spiteful_Shot_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Deep			700.0000	true				900.0000	true		false	false					
wh2_dlc11_spell_deep_spiteful_shot_upgraded	UI_BAT_SABL_Spell_Deep_Spiteful_Shot_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Deep			700.0000	true				900.0000	true		false	false					
wh2_dlc11_spell_deep_tidecall	UI_BAT_SABL_Spell_Deep_Tidecall_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Deep			700.0000	true				900.0000	true		false	false					
wh2_dlc11_spell_deep_tidecall_upgraded	UI_BAT_SABL_Spell_Deep_Tidecall_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Deep			700.0000	true				900.0000	true		false	false					
wh2_dlc11_spell_vampires_drowned_dead	UI_BAT_SABL_Spell_Vampires_Drowned_Dead_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Vampire			700.0000	true				100.0000	false		false	false					
wh2_dlc11_spell_vampires_drowned_dead_upgraded	UI_BAT_SABL_Spell_Vampires_Drowned_Dead_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Vampire			700.0000	true				100.0000	false		false	false					
wh2_dlc12_abilities_invocation_of_sotek	UI_BAT_SABL_Unit		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			100.0000	false		Battle_IND_Magic_Invocation_Of_Sotek_Incoming		9000.0000	true		true	true					
wh2_dlc12_abilities_jungle_swarm	UI_BAT_SABL_Unit		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			100.0000	false		Battle_IND_Magic_Jungle_Swarm_Wind_Up		500.0000	true		true	true					
wh2_dlc12_unholy_clamour	UI_BAT_SABL_Mount_Generic		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			100.0000	false				100.0000	false		true	true					
wh2_dlc14_spell_ruin_flensing_ruin	UI_BAT_SABL_Spell_Ruin_Flensing_Ruin_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin			100.0000	false				100.0000	false		false	true					
wh2_dlc14_spell_ruin_flensing_ruin_upgraded	UI_BAT_SABL_Spell_Ruin_Flensing_Ruin_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin			100.0000	false				100.0000	false		false	true					
wh2_dlc14_spell_stealth_armour_of_darkness	UI_BAT_SABL_Spell_Stealth_Armour_Of_Darkness_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Stealth			700.0000	true				900.0000	true		false	false					
wh2_dlc14_spell_stealth_armour_of_darkness_upgraded	UI_BAT_SABL_Spell_Stealth_Armour_Of_Darkness_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Stealth			700.0000	true				900.0000	true		false	false					
wh2_dlc14_spell_stealth_black_whirlwind	UI_BAT_SABL_Spell_Stealth_Black_Whirlwind_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Stealth			700.0000	true				900.0000	true		false	false					
wh2_dlc14_spell_stealth_black_whirlwind_upgraded	UI_BAT_SABL_Spell_Stealth_Black_Whirlwind_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Stealth			700.0000	true				900.0000	true		false	false					
wh2_dlc14_spell_stealth_brittle_bone	UI_BAT_SABL_Spell_Stealth_Brittle_Bone_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Stealth			700.0000	true				900.0000	true		false	false					
wh2_dlc14_spell_stealth_brittle_bone_upgraded	UI_BAT_SABL_Spell_Stealth_Brittle_Bone_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Stealth			700.0000	true				900.0000	true		false	false					
wh2_dlc14_spell_stealth_skitterleap	UI_BAT_SABL_Spell_Stealth_Skitterleap_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Stealth			700.0000	true				900.0000	true		false	false					
wh2_dlc14_spell_stealth_skitterleap_upgraded	UI_BAT_SABL_Spell_Stealth_Skitterleap_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Stealth			700.0000	true				900.0000	true		false	false					
wh2_dlc14_spell_stealth_veil_of_shadows	UI_BAT_SABL_Spell_Stealth_Veil_Of_Shadows_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Stealth			700.0000	true		Battle_IND_Magic_Stealth_Veil_of_Shadows_Pre_Life		900.0000	true		false	false					
wh2_dlc14_spell_stealth_veil_of_shadows_upgraded	UI_BAT_SABL_Spell_Stealth_Veil_Of_Shadows_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Stealth			700.0000	true		Battle_IND_Magic_Stealth_Veil_of_Shadows_Pre_Life		900.0000	true		false	false					
wh2_dlc14_spell_stealth_warp_stars	UI_BAT_SABL_Spell_Stealth_Warp_Stars_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Stealth			700.0000	true				900.0000	true		false	false					
wh2_dlc14_spell_stealth_warp_stars_upgraded	UI_BAT_SABL_Spell_Stealth_Warp_Stars_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Stealth			700.0000	true				900.0000	true		false	false					
wh2_dlc15_ability_blacktoofs_conjurgation	UI_BAT_SABL_Blacktoofs_Conjurgation		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Blacktoofs_Conjurgation_Select			700.0000	true				900.0000	true		false	false					
wh2_dlc15_ability_rock_bottom	UI_BAT_SABL_Rock_Bottom		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			700.0000	true				900.0000	true		false	false					
wh2_dlc15_spell_warden_dragonhorn	UI_BAT_SABL_Dragon_Horn		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			700.0000	true				900.0000	true		false	false					
wh2_dlc15_spell_warden_wardens_cage	UI_BAT_SABL_Wardens_Cage		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			700.0000	true				900.0000	true		false	false					
wh2_dlc16_ability_beast_pack	UI_BAT_SABL_Unit		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			700.0000	true		IND_magic_DLC16_Beast_Pack_pre_sfx		900.0000	true		true	true					
wh2_dlc16_ability_call_to_ceithin_har	UI_BAT_SABL_Unit		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select	Battle_IND_Magic_Call_to_Ceithin_Har		700.0000	true				900.0000	true		true	true					
wh2_dlc16_ability_dreaming_cloak	UI_BAT_SABL_Unit		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select	Battle_IND_Magic_Dreaming_Cloak		700.0000	true				900.0000	true		true	true					
wh2_dlc16_ability_loecs_blessing	UI_BAT_SABL_Banner		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			700.0000	true				900.0000	true		true	true					
wh2_dlc16_ability_roused_to_wrath	UI_BAT_SABL_Unit		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select	Battle_IND_Magic_Roused_to_Wrath		700.0000	true				900.0000	true		true	true					
wh2_dlc16_ability_tide_of_death	UI_BAT_SABL_Unit		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			700.0000	true		IND_magic_DLC16_Tide_Of_Death_pre_sfx		900.0000	true		true	true					
wh2_dlc16_ability_tide_of_pox	UI_BAT_SABL_Unit		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			700.0000	true		IND_magic_DLC16_Tide_Of_Death_pre_sfx		900.0000	true		true	true					
wh2_dlc16_item_abilities_dart_of_doom	UI_BAT_SABL_Items		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life			100.0000	false				100.0000	false		false	false					
wh2_dlc16_lord_passive_fanatical_resolve								100.0000	false				100.0000	false		false	false		Generic_Actor_Drycha_Enraged	Default	Enraged	
wh2_dlc16_spell_beasts_transformation_of_kadon_wef	UI_BAT_SABL_Spell_Beasts_Transformation_Of_Kadon_DLC16_Wef_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts	Battle_IND_Magic_Beasts_Tranformation_Of_Kadon_DLC16_Wef_OneShot		500.0000	true				100.0000	false		false	false					
wh2_dlc17_ability_bloodbeast	UI_BAT_SABL_Bloodbeast				UI_BAT_SABL_Select			0.0000	true				350.0000	true		true	true					
wh2_dlc17_ability_primeval_roar	UI_BAT_SABL_Primeval_Roar				UI_BAT_SABL_Select			0.0000	true				350.0000	true		true	true					
wh2_dlc17_ability_tzcatlis_sanctum	UI_BAT_SABL_Generic_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select	IND_Magic_DLC17_SABL_Tzcatlis_Sanctum_Summon		350.0000	true				500.0000	true		true	false					
wh2_dlc17_lord_abilities_barbed_knuckle_boxing	UI_BAT_SABL_Barbed_Knuckle_Boxing				UI_BAT_SABL_Select			0.0000	false				0.0000	false		false	false					
wh2_dlc17_lord_abilities_master_predator	UI_BAT_SABL_Master_Predator	UI_BAT_SABL_Select			UI_BAT_SABL_Select			0.0000	false				0.0000	false		false	false					
wh2_dlc17_lord_abilities_rune_of_doom					UI_BAT_SABL_Rune			100.0000	false				100.0000	false		false	false					
wh2_dlc17_lord_abilities_rune_of_speed	UI_BAT_SABL_Rune		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Select			100.0000	false				100.0000	false		false	false					
wh2_dlc17_lord_abilities_the_golden_blowpipe_of_ptoohee	UI_BAT_SABL_Golden_Blowpipe_Of_Ptoohee				UI_BAT_SABL_Select			0.0000	false				0.0000	false		false	false					
wh2_dlc17_spell_ancestral_rune_of_grimnir			UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	UI_BAT_SABL_Rune			100.0000	false		WH2_DLC17_Battle_IND_Magic_Thorek_Army_Ability_Windup		350.0000	false		false	false					
wh2_main_spell_dark_magic_bladewind	UI_BAT_SABL_Spell_Dark_Magic_Bladewind_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Dark_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_dark_magic_bladewind_upgraded	UI_BAT_SABL_Spell_Dark_Magic_Bladewind_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Dark_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_dark_magic_chillwind	UI_BAT_SABL_Spell_Dark_Magic_Chillwind_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Dark_Magic			100.0000	false		Battle_IND_Magic_Dark_Chillwind_Incoming		100.0000	true		false	false					
wh2_main_spell_dark_magic_chillwind_upgraded	UI_BAT_SABL_Spell_Dark_Magic_Chillwind_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Dark_Magic			100.0000	false		Battle_IND_Magic_Dark_Chillwind_Incoming		100.0000	true		false	false					
wh2_main_spell_dark_magic_doombolt	UI_BAT_SABL_Spell_Dark_Magic_Doombolt_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Dark_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_dark_magic_doombolt_upgraded	UI_BAT_SABL_Spell_Dark_Magic_Doombolt_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Dark_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_dark_magic_power_of_darkness	UI_BAT_SABL_Spell_Dark_Magic_Power_Of_Darkness_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Dark_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_dark_magic_power_of_darkness_upgraded	UI_BAT_SABL_Spell_Dark_Magic_Power_Of_Darkness_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Dark_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_dark_magic_soul_stealer	UI_BAT_SABL_Spell_Dark_Magic_Soul_Stealer_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Dark_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_dark_magic_soul_stealer_upgraded	UI_BAT_SABL_Spell_Dark_Magic_Soul_Stealer_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Dark_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_dark_magic_word_of_pain	UI_BAT_SABL_Spell_Dark_Magic_Word_Of_Pain_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Dark_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_dark_magic_word_of_pain_upgraded	UI_BAT_SABL_Spell_Dark_Magic_Word_Of_Pain_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Dark_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_high_magic_apotheosis	UI_BAT_SABL_Spell_High_Magic_Apotheosis_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_High_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_high_magic_apotheosis_upgraded	UI_BAT_SABL_Spell_High_Magic_Apotheosis_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_High_Magic			100.0000	false				100.0000	false		false	false					
wh2_main_spell_high_magic_arcane_unforging	UI_BAT_SABL_Spell_High_Magic_Arcane_Unforging_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_High_Magic			100.0000	false				100.0000	false		false	false					
