identifier	region_group_key	region_group_policy_key	turn_start
3	cai_chaos_region_hint_area_empire	wh3_chaos_region_hint_policy_chaos_settled_valkia	100
2	cai_chaos_region_hint_area_kislev	wh3_chaos_region_hint_policy_chaos_settled_valkia	50
3	cai_chaos_region_hint_area_kislev	wh3_chaos_region_hint_policy_chaos_settled_valkia	100
1	cai_chaos_region_hint_area_norsca	wh3_chaos_region_hint_policy_chaos_settled_valkia	0
3	cai_chaos_region_hint_area_empire	wh3_chaos_region_hint_policy_chaos_settled_vilitch	100
2	cai_chaos_region_hint_area_kislev	wh3_chaos_region_hint_policy_chaos_settled_vilitch	50
3	cai_chaos_region_hint_area_kislev	wh3_chaos_region_hint_policy_chaos_settled_vilitch	100
1	cai_chaos_region_hint_area_norsca	wh3_chaos_region_hint_policy_chaos_settled_vilitch	0
3	cai_chaos_region_hint_area_empire	wh3_chaos_region_hint_policy_daemon_prince	100
2	cai_chaos_region_hint_area_kislev	wh3_chaos_region_hint_policy_daemon_prince	50
3	cai_chaos_region_hint_area_kislev	wh3_chaos_region_hint_policy_daemon_prince	100
1	cai_chaos_region_hint_area_norsca	wh3_chaos_region_hint_policy_daemon_prince	0
3	cai_chaos_region_hint_area_kislev	wh3_chaos_region_hint_policy_khorne_skarbrand	100
2	cai_chaos_region_hint_area_norsca	wh3_chaos_region_hint_policy_khorne_skarbrand	50
1	cai_chaos_region_hint_sub_area_western_wastes	wh3_chaos_region_hint_policy_khorne_skarbrand	0
1	cai_chaos_region_hint_area_kislev	wh3_chaos_region_hint_policy_kislev_katarin	0
2	cai_chaos_region_hint_area_kislev	wh3_chaos_region_hint_policy_kislev_katarin	50
3	cai_chaos_region_hint_area_kislev	wh3_chaos_region_hint_policy_kislev_katarin	100
1	cai_chaos_region_hint_area_kislev	wh3_chaos_region_hint_policy_kislev_kostaltyn	0
2	cai_chaos_region_hint_area_kislev	wh3_chaos_region_hint_policy_kislev_kostaltyn	50
3	cai_chaos_region_hint_area_kislev	wh3_chaos_region_hint_policy_kislev_kostaltyn	100
2	cai_chaos_region_hint_area_chaos_wastes	wh3_chaos_region_hint_policy_kislev_ostankya	50
3	cai_chaos_region_hint_area_chaos_wastes	wh3_chaos_region_hint_policy_kislev_ostankya	100
1	cai_chaos_region_hint_sub_area_eastern_wastes	wh3_chaos_region_hint_policy_kislev_ostankya	0
3	cai_chaos_region_hint_area_dwarf_empire	wh3_chaos_region_hint_policy_nurgle_kugath	100
2	cai_chaos_region_hint_sub_area_darklands	wh3_chaos_region_hint_policy_nurgle_kugath	50
1	cai_chaos_region_hint_sub_area_eastern_wastes	wh3_chaos_region_hint_policy_nurgle_kugath	0
1	cai_chaos_region_hint_area_mourn_mountains	wh3_chaos_region_hint_policy_ogre_greasus	0
2	cai_chaos_region_hint_area_mourn_mountains	wh3_chaos_region_hint_policy_ogre_greasus	50
3	cai_chaos_region_hint_area_mourn_mountains	wh3_chaos_region_hint_policy_ogre_greasus	100
3	cai_chaos_region_hint_area_kislev	wh3_chaos_region_hint_policy_slaanesh_nkari	100
2	cai_chaos_region_hint_area_norsca	wh3_chaos_region_hint_policy_slaanesh_nkari	50
1	cai_chaos_region_hint_sub_area_western_wastes	wh3_chaos_region_hint_policy_slaanesh_nkari	0
2	cai_chaos_region_hint_area_cathay	wh3_chaos_region_hint_policy_tzeentch_kairos	50
3	cai_chaos_region_hint_area_cathay	wh3_chaos_region_hint_policy_tzeentch_kairos	100
1	cai_chaos_region_hint_sub_area_beyond_bastion	wh3_chaos_region_hint_policy_tzeentch_kairos	0
2	cai_region_hint_area_empire	wh3_combi_region_hint_policy_beastmen_khazrak	50
3	cai_region_hint_area_empire	wh3_combi_region_hint_policy_beastmen_khazrak	100
1	cai_region_hint_sub_area_northern_empire	wh3_combi_region_hint_policy_beastmen_khazrak	0
1	cai_region_hint_area_badlands	wh3_combi_region_hint_policy_beastmen_malagor	0
2	cai_region_hint_area_border_princes	wh3_combi_region_hint_policy_beastmen_malagor	50
3	cai_region_hint_area_empire	wh3_combi_region_hint_policy_beastmen_malagor	100
3	cai_region_hint_area_athel_loren	wh3_combi_region_hint_policy_beastmen_morghur	100
2	cai_region_hint_area_bretonnia	wh3_combi_region_hint_policy_beastmen_morghur	50
1	cai_region_hint_sub_area_western_border_princes	wh3_combi_region_hint_policy_beastmen_morghur	0
3	cai_region_hint_area_border_princes	wh3_combi_region_hint_policy_bretonnia_fayenchantress	100
1	cai_region_hint_area_bretonnia	wh3_combi_region_hint_policy_bretonnia_fayenchantress	0
2	cai_region_hint_area_bretonnia	wh3_combi_region_hint_policy_bretonnia_fayenchantress	50
3	cai_region_hint_area_bretonnia	wh3_combi_region_hint_policy_bretonnia_fayenchantress	100
1	cai_region_hint_area_bretonnia	wh3_combi_region_hint_policy_bretonnia_louen	0
2	cai_region_hint_area_bretonnia	wh3_combi_region_hint_policy_bretonnia_louen	50
3	cai_region_hint_area_bretonnia	wh3_combi_region_hint_policy_bretonnia_louen	100
3	cai_region_hint_area_southlands	wh3_combi_region_hint_policy_bretonnia_repanse	100
1	cai_region_hint_sub_area_araby	wh3_combi_region_hint_policy_bretonnia_repanse	0
2	cai_region_hint_sub_area_araby	wh3_combi_region_hint_policy_bretonnia_repanse	50
2	cai_region_hint_sub_area_nehekara	wh3_combi_region_hint_policy_bretonnia_repanse	50
2	cai_region_hint_area_cathay	wh3_combi_region_hint_policy_cathay_miao_ying	50
3	cai_region_hint_area_cathay	wh3_combi_region_hint_policy_cathay_miao_ying	100
1	cai_region_hint_sub_area_northern_cathay	wh3_combi_region_hint_policy_cathay_miao_ying	0
2	cai_region_hint_area_lustria	wh3_combi_region_hint_policy_cathay_yuan_bo	50
3	cai_region_hint_area_lustria	wh3_combi_region_hint_policy_cathay_yuan_bo	100
1	cai_region_hint_sub_area_western_lustria	wh3_combi_region_hint_policy_cathay_yuan_bo	0
2	cai_region_hint_area_cathay	wh3_combi_region_hint_policy_cathay_zhao_ming	50
3	cai_region_hint_area_cathay	wh3_combi_region_hint_policy_cathay_zhao_ming	100
1	cai_region_hint_sub_area_southern_cathay	wh3_combi_region_hint_policy_cathay_zhao_ming	0
1	cai_region_hint_area_norsca	wh3_combi_region_hint_policy_chaos_dwarf_astragoth	0
2	cai_region_hint_area_darklands	wh3_combi_region_hint_policy_chaos_dwarf_drazoath	50
3	cai_region_hint_area_darklands	wh3_combi_region_hint_policy_chaos_dwarf_drazoath	100
3	cai_region_hint_area_dwarf_empire	wh3_combi_region_hint_policy_chaos_dwarf_drazoath	100
1	cai_region_hint_sub_area_southern_darklands	wh3_combi_region_hint_policy_chaos_dwarf_drazoath	0
3	cai_region_hint_area_cathay	wh3_combi_region_hint_policy_chaos_dwarf_zhatan	100
1	cai_region_hint_sub_area_beyond_the_bastion	wh3_combi_region_hint_policy_chaos_dwarf_zhatan	0
2	cai_region_hint_sub_area_beyond_the_bastion	wh3_combi_region_hint_policy_chaos_dwarf_zhatan	50
2	cai_region_hint_sub_area_northern_cathay	wh3_combi_region_hint_policy_chaos_dwarf_zhatan	50
1	cai_region_hint_sub_area_bastion	wh3_combi_region_hint_policy_chaos_gatedestroyer	0
2	cai_region_hint_sub_area_bastion	wh3_combi_region_hint_policy_chaos_gatedestroyer	50
3	cai_region_hint_sub_area_bastion	wh3_combi_region_hint_policy_chaos_gatedestroyer	100
3	cai_region_hint_area_empire	wh3_combi_region_hint_policy_chaos_settled_archaon	100
2	cai_region_hint_area_kislev	wh3_combi_region_hint_policy_chaos_settled_archaon	50
3	cai_region_hint_area_kislev	wh3_combi_region_hint_policy_chaos_settled_archaon	100
1	cai_region_hint_sub_area_eastern_chaos_wastes	wh3_combi_region_hint_policy_chaos_settled_archaon	0
3	cai_region_hint_area_empire	wh3_combi_region_hint_policy_chaos_settled_azazel	100
1	cai_region_hint_area_kislev	wh3_combi_region_hint_policy_chaos_settled_azazel	0
2	cai_region_hint_area_kislev	wh3_combi_region_hint_policy_chaos_settled_azazel	50
3	cai_region_hint_area_kislev	wh3_combi_region_hint_policy_chaos_settled_azazel	100
1	cai_region_hint_area_norsca	wh3_combi_region_hint_policy_chaos_settled_azazel	0
2	cai_region_hint_sub_area_eastern_empire	wh3_combi_region_hint_policy_chaos_settled_azazel	50
2	cai_region_hint_area_empire	wh3_combi_region_hint_policy_chaos_settled_festus	50
3	cai_region_hint_area_empire	wh3_combi_region_hint_policy_chaos_settled_festus	100
1	cai_region_hint_sub_area_eastern_empire	wh3_combi_region_hint_policy_chaos_settled_festus	0
3	cai_region_hint_area_cathay	wh3_combi_region_hint_policy_chaos_settled_kholek	100
2	cai_region_hint_area_mountains_of_mourn	wh3_combi_region_hint_policy_chaos_settled_kholek	50
1	cai_region_hint_sub_area_eastern_chaos_wastes	wh3_combi_region_hint_policy_chaos_settled_kholek	0
3	cai_region_hint_area_naggarond	wh3_combi_region_hint_policy_chaos_settled_sigvald	100
3	cai_region_hint_area_ulthuan	wh3_combi_region_hint_policy_chaos_settled_sigvald	100
2	cai_region_hint_sub_area_northern_naggarond	wh3_combi_region_hint_policy_chaos_settled_sigvald	50
1	cai_region_hint_sub_area_western_chaos_wastes	wh3_combi_region_hint_policy_chaos_settled_sigvald	0
3	cai_region_hint_area_naggarond	wh3_combi_region_hint_policy_chaos_settled_valkia	100
1	cai_region_hint_sub_area_northern_naggarond	wh3_combi_region_hint_policy_chaos_settled_valkia	0
2	cai_region_hint_sub_area_western_naggarond	wh3_combi_region_hint_policy_chaos_settled_valkia	50
3	cai_region_hint_area_cathay	wh3_combi_region_hint_policy_chaos_settled_vilitch	100
1	cai_region_hint_sub_area_beyond_the_bastion	wh3_combi_region_hint_policy_chaos_settled_vilitch	0
1	cai_region_hint_sub_area_northern_cathay	wh3_combi_region_hint_policy_chaos_settled_vilitch	0
2	cai_region_hint_sub_area_northern_cathay	wh3_combi_region_hint_policy_chaos_settled_vilitch	50
3	cai_region_hint_area_kislev	wh3_combi_region_hint_policy_daemon_prince	100
2	cai_region_hint_area_norsca	wh3_combi_region_hint_policy_daemon_prince	50
1	cai_region_hint_sub_area_western_chaos_wastes	wh3_combi_region_hint_policy_daemon_prince	0
3	cai_region_hint_area_naggarond	wh3_combi_region_hint_policy_darkelf_hellebron	100
3	cai_region_hint_area_ulthuan	wh3_combi_region_hint_policy_darkelf_hellebron	100
2	cai_region_hint_sub_area_eastern_naggarond	wh3_combi_region_hint_policy_darkelf_hellebron	50
1	cai_region_hint_sub_area_northern_naggarond	wh3_combi_region_hint_policy_darkelf_hellebron	0
2	cai_region_hint_sub_area_northern_naggarond	wh3_combi_region_hint_policy_darkelf_hellebron	50
2	cai_region_hint_sub_area_western_naggarond	wh3_combi_region_hint_policy_darkelf_hellebron	50
3	cai_region_hint_area_naggarond	wh3_combi_region_hint_policy_darkelf_malekith	100
3	cai_region_hint_area_ulthuan	wh3_combi_region_hint_policy_darkelf_malekith	100
2	cai_region_hint_sub_area_eastern_naggarond	wh3_combi_region_hint_policy_darkelf_malekith	50
2	cai_region_hint_sub_area_northern_naggarond	wh3_combi_region_hint_policy_darkelf_malekith	50
1	cai_region_hint_sub_area_western_naggarond	wh3_combi_region_hint_policy_darkelf_malekith	0
2	cai_region_hint_sub_area_western_naggarond	wh3_combi_region_hint_policy_darkelf_malekith	50
2	cai_region_hint_area_chaos_wastes	wh3_combi_region_hint_policy_darkelf_malus	50
3	cai_region_hint_area_chaos_wastes	wh3_combi_region_hint_policy_darkelf_malus	100
3	cai_region_hint_area_naggarond	wh3_combi_region_hint_policy_darkelf_malus	100
1	cai_region_hint_sub_area_western_chaos_wastes	wh3_combi_region_hint_policy_darkelf_malus	0
2	cai_region_hint_area_ulthuan	wh3_combi_region_hint_policy_darkelf_morathi	50
3	cai_region_hint_area_ulthuan	wh3_combi_region_hint_policy_darkelf_morathi	100
1	cai_region_hint_sub_area_southern_naggarond	wh3_combi_region_hint_policy_darkelf_morathi	0
2	cai_region_hint_sub_area_southern_naggarond	wh3_combi_region_hint_policy_darkelf_morathi	50
3	cai_region_hint_sub_area_southern_naggarond	wh3_combi_region_hint_policy_darkelf_morathi	100
3	cai_region_hint_area_dwarf_empire	wh3_combi_region_hint_policy_dwarf_belegar	100
2	cai_region_hint_sub_area_southern_worlds_edge_mountains	wh3_combi_region_hint_policy_dwarf_belegar	50
1	cai_region_hint_sub_area_western_mountains	wh3_combi_region_hint_policy_dwarf_belegar	0
3	cai_region_hint_area_naggarond	wh3_combi_region_hint_policy_dwarf_grombrindal	100
2	cai_region_hint_sub_area_eastern_naggarond	wh3_combi_region_hint_policy_dwarf_grombrindal	50
2	cai_region_hint_sub_area_southern_naggarond	wh3_combi_region_hint_policy_dwarf_grombrindal	50
1	cai_region_hint_sub_area_western_naggarond	wh3_combi_region_hint_policy_dwarf_grombrindal	0
2	cai_region_hint_sub_area_western_naggarond	wh3_combi_region_hint_policy_dwarf_grombrindal	50
3	cai_region_hint_area_dwarf_empire	wh3_combi_region_hint_policy_dwarf_thorek	100
1	cai_region_hint_sub_area_mangrove_coast	wh3_combi_region_hint_policy_dwarf_thorek	0
2	cai_region_hint_sub_area_mangrove_coast	wh3_combi_region_hint_policy_dwarf_thorek	50
3	cai_region_hint_sub_area_mangrove_coast	wh3_combi_region_hint_policy_dwarf_thorek	100
2	cai_region_hint_sub_area_southern_worlds_edge_mountains	wh3_combi_region_hint_policy_dwarf_thorek	50
3	cai_region_hint_area_dwarf_empire	wh3_combi_region_hint_policy_dwarf_thorgrim	100
1	cai_region_hint_sub_area_northern_worlds_edge_mountains	wh3_combi_region_hint_policy_dwarf_thorgrim	0
2	cai_region_hint_sub_area_northern_worlds_edge_mountains	wh3_combi_region_hint_policy_dwarf_thorgrim	50
1	cai_region_hint_sub_area_southern_worlds_edge_mountains	wh3_combi_region_hint_policy_dwarf_thorgrim	0
2	cai_region_hint_sub_area_southern_worlds_edge_mountains	wh3_combi_region_hint_policy_dwarf_thorgrim	50
3	cai_region_hint_area_dwarf_empire	wh3_combi_region_hint_policy_dwarf_ungrim	100
1	cai_region_hint_sub_area_northern_worlds_edge_mountains	wh3_combi_region_hint_policy_dwarf_ungrim	0
2	cai_region_hint_sub_area_northern_worlds_edge_mountains	wh3_combi_region_hint_policy_dwarf_ungrim	50
2	cai_region_hint_sub_area_southern_worlds_edge_mountains	wh3_combi_region_hint_policy_dwarf_ungrim	50
2	cai_region_hint_area_empire	wh3_combi_region_hint_policy_empire_franz	50
3	cai_region_hint_area_empire	wh3_combi_region_hint_policy_empire_franz	100
3	cai_region_hint_area_kislev	wh3_combi_region_hint_policy_empire_franz	100
1	cai_region_hint_sub_area_eastern_empire	wh3_combi_region_hint_policy_empire_franz	0
1	cai_region_hint_sub_area_northern_empire	wh3_combi_region_hint_policy_empire_franz	0
1	cai_region_hint_sub_area_southern_empire	wh3_combi_region_hint_policy_empire_franz	0
3	cai_region_hint_area_empire	wh3_combi_region_hint_policy_empire_gelt	100
2	cai_region_hint_sub_area_eastern_empire	wh3_combi_region_hint_policy_empire_gelt	50
1	cai_region_hint_sub_area_southern_empire	wh3_combi_region_hint_policy_empire_gelt	0
2	cai_region_hint_sub_area_southern_empire	wh3_combi_region_hint_policy_empire_gelt	50
2	cai_region_hint_sub_area_sylvania	wh3_combi_region_hint_policy_empire_gelt	50
1	cai_region_hint_area_empire	wh3_combi_region_hint_policy_empire_minor	0
2	cai_region_hint_area_empire	wh3_combi_region_hint_policy_empire_minor	50
3	cai_region_hint_area_empire	wh3_combi_region_hint_policy_empire_minor	100
3	cai_region_hint_area_badlands	wh3_combi_region_hint_policy_empire_volkmar	100
2	cai_region_hint_sub_area_araby	wh3_combi_region_hint_policy_empire_volkmar	50
3	cai_region_hint_sub_area_araby	wh3_combi_region_hint_policy_empire_volkmar	100
1	cai_region_hint_sub_area_nehekara	wh3_combi_region_hint_policy_empire_volkmar	0
2	cai_region_hint_sub_area_nehekara	wh3_combi_region_hint_policy_empire_volkmar	50
3	cai_region_hint_sub_area_nehekara	wh3_combi_region_hint_policy_empire_volkmar	100
3	cai_region_hint_area_lustria	wh3_combi_region_hint_policy_empire_wulfhart	100
1	cai_region_hint_sub_area_eastern_lustria	wh3_combi_region_hint_policy_empire_wulfhart	0
2	cai_region_hint_sub_area_eastern_lustria	wh3_combi_region_hint_policy_empire_wulfhart	50
1	cai_region_hint_sub_area_eastern_empire	wh3_combi_region_hint_policy_greenskin_azhag	0
2	cai_region_hint_sub_area_eastern_empire	wh3_combi_region_hint_policy_greenskin_azhag	50
3	cai_region_hint_sub_area_eastern_empire	wh3_combi_region_hint_policy_greenskin_azhag	100
1	cai_region_hint_sub_area_northern_worlds_edge_mountains	wh3_combi_region_hint_policy_greenskin_azhag	0
2	cai_region_hint_sub_area_northern_worlds_edge_mountains	wh3_combi_region_hint_policy_greenskin_azhag	50
3	cai_region_hint_sub_area_northern_worlds_edge_mountains	wh3_combi_region_hint_policy_greenskin_azhag	100
2	cai_region_hint_area_darklands	wh3_combi_region_hint_policy_greenskin_grimgor	50
3	cai_region_hint_area_dwarf_empire	wh3_combi_region_hint_policy_greenskin_grimgor	100
1	cai_region_hint_area_mountains_of_mourn	wh3_combi_region_hint_policy_greenskin_grimgor	0
1	cai_region_hint_area_bretonnia	wh3_combi_region_hint_policy_greenskin_grom	0
2	cai_region_hint_area_ulthuan	wh3_combi_region_hint_policy_greenskin_grom	50
3	cai_region_hint_area_ulthuan	wh3_combi_region_hint_policy_greenskin_grom	100
3	cai_region_hint_area_dwarf_empire	wh3_combi_region_hint_policy_greenskin_skarsnik	100
1	cai_region_hint_sub_area_southern_worlds_edge_mountains	wh3_combi_region_hint_policy_greenskin_skarsnik	0
2	cai_region_hint_sub_area_southern_worlds_edge_mountains	wh3_combi_region_hint_policy_greenskin_skarsnik	50
3	cai_region_hint_area_naggarond	wh3_combi_region_hint_policy_highelf_alarielle	100
1	cai_region_hint_area_ulthuan	wh3_combi_region_hint_policy_highelf_alarielle	0
2	cai_region_hint_area_ulthuan	wh3_combi_region_hint_policy_highelf_alarielle	50
3	cai_region_hint_area_ulthuan	wh3_combi_region_hint_policy_highelf_alarielle	100
2	cai_region_hint_sub_area_eastern_naggarond	wh3_combi_region_hint_policy_highelf_alarielle	50
3	cai_region_hint_area_naggarond	wh3_combi_region_hint_policy_highelf_alithanar	100
1	cai_region_hint_sub_area_eastern_naggarond	wh3_combi_region_hint_policy_highelf_alithanar	0
2	cai_region_hint_sub_area_eastern_naggarond	wh3_combi_region_hint_policy_highelf_alithanar	50
2	cai_region_hint_sub_area_western_naggarond	wh3_combi_region_hint_policy_highelf_alithanar	50
1	cai_region_hint_area_ulthuan	wh3_combi_region_hint_policy_highelf_eltharion	0
2	cai_region_hint_area_ulthuan	wh3_combi_region_hint_policy_highelf_eltharion	50
3	cai_region_hint_area_ulthuan	wh3_combi_region_hint_policy_highelf_eltharion	100
1	cai_region_hint_area_ulthuan	wh3_combi_region_hint_policy_highelf_minor	0
2	cai_region_hint_area_ulthuan	wh3_combi_region_hint_policy_highelf_minor	50
3	cai_region_hint_area_ulthuan	wh3_combi_region_hint_policy_highelf_minor	100
3	cai_region_hint_area_naggarond	wh3_combi_region_hint_policy_highelf_tyrion	100
1	cai_region_hint_area_ulthuan	wh3_combi_region_hint_policy_highelf_tyrion	0
2	cai_region_hint_area_ulthuan	wh3_combi_region_hint_policy_highelf_tyrion	50
3	cai_region_hint_area_ulthuan	wh3_combi_region_hint_policy_highelf_tyrion	100
2	cai_region_hint_sub_area_southern_naggarond	wh3_combi_region_hint_policy_highelf_tyrion	50
2	cai_region_hint_area_kislev	wh3_combi_region_hint_policy_kislev_boris	50
3	cai_region_hint_area_kislev	wh3_combi_region_hint_policy_kislev_boris	100
1	cai_region_hint_sub_area_eastern_chaos_wastes	wh3_combi_region_hint_policy_kislev_boris	0
1	cai_region_hint_area_kislev	wh3_combi_region_hint_policy_kislev_katarin	0
2	cai_region_hint_area_kislev	wh3_combi_region_hint_policy_kislev_katarin	50
3	cai_region_hint_area_kislev	wh3_combi_region_hint_policy_kislev_katarin	100
1	cai_region_hint_area_kislev	wh3_combi_region_hint_policy_kislev_kostaltyn	0
2	cai_region_hint_area_kislev	wh3_combi_region_hint_policy_kislev_kostaltyn	50
3	cai_region_hint_area_kislev	wh3_combi_region_hint_policy_kislev_kostaltyn	100
2	cai_region_hint_area_naggarond	wh3_combi_region_hint_policy_kislev_ostankya	50
3	cai_region_hint_area_naggarond	wh3_combi_region_hint_policy_kislev_ostankya	100
1	cai_region_hint_sub_area_southern_naggarond	wh3_combi_region_hint_policy_kislev_ostankya	0
3	cai_region_hint_area_southlands	wh3_combi_region_hint_policy_lizardmen_kroqgar	100
1	cai_region_hint_sub_area_mangrove_coast	wh3_combi_region_hint_policy_lizardmen_kroqgar	0
2	cai_region_hint_sub_area_mangrove_coast	wh3_combi_region_hint_policy_lizardmen_kroqgar	50
2	cai_region_hint_sub_area_southern_southlands	wh3_combi_region_hint_policy_lizardmen_kroqgar	50
3	cai_region_hint_area_lustria	wh3_combi_region_hint_policy_lizardmen_mazdamundi	100
2	cai_region_hint_sub_area_eastern_lustria	wh3_combi_region_hint_policy_lizardmen_mazdamundi	50
1	cai_region_hint_sub_area_isthmus_of_lustria	wh3_combi_region_hint_policy_lizardmen_mazdamundi	0
2	cai_region_hint_sub_area_isthmus_of_lustria	wh3_combi_region_hint_policy_lizardmen_mazdamundi	50
1	cai_region_hint_area_southern_wastes	wh3_combi_region_hint_policy_lizardmen_oxyotl	0
2	cai_region_hint_area_southern_wastes	wh3_combi_region_hint_policy_lizardmen_oxyotl	50
3	cai_region_hint_empty	wh3_combi_region_hint_policy_lizardmen_oxyotl	100
3	cai_region_hint_area_southlands	wh3_combi_region_hint_policy_lizardmen_tiktaqto	100
2	cai_region_hint_sub_area_mangrove_coast	wh3_combi_region_hint_policy_lizardmen_tiktaqto	50
1	cai_region_hint_sub_area_southern_southlands	wh3_combi_region_hint_policy_lizardmen_tiktaqto	0
2	cai_region_hint_sub_area_southern_southlands	wh3_combi_region_hint_policy_lizardmen_tiktaqto	50
2	cai_region_hint_area_kislev	wh3_combi_region_hint_policy_norsca_throgg	50
3	cai_region_hint_area_kislev	wh3_combi_region_hint_policy_norsca_throgg	100
1	cai_region_hint_area_norsca	wh3_combi_region_hint_policy_norsca_throgg	0
2	cai_region_hint_area_norsca	wh3_combi_region_hint_policy_norsca_throgg	50
3	cai_region_hint_area_norsca	wh3_combi_region_hint_policy_norsca_throgg	100
3	cai_region_hint_area_empire	wh3_combi_region_hint_policy_norsca_wulfrik	100
1	cai_region_hint_area_norsca	wh3_combi_region_hint_policy_norsca_wulfrik	0
2	cai_region_hint_area_norsca	wh3_combi_region_hint_policy_norsca_wulfrik	50
3	cai_region_hint_area_norsca	wh3_combi_region_hint_policy_norsca_wulfrik	100
2	cai_region_hint_sub_area_northern_empire	wh3_combi_region_hint_policy_norsca_wulfrik	50
3	cai_region_hint_area_dwarf_empire	wh3_combi_region_hint_policy_skaven_queek	100
1	cai_region_hint_sub_area_southern_worlds_edge_mountains	wh3_combi_region_hint_policy_skaven_queek	0
2	cai_region_hint_sub_area_southern_worlds_edge_mountains	wh3_combi_region_hint_policy_skaven_queek	50
1	cai_region_hint_sub_area_araby	wh3_combi_region_hint_policy_tombking_arkhan	0
2	cai_region_hint_sub_area_araby	wh3_combi_region_hint_policy_tombking_arkhan	50
3	cai_region_hint_sub_area_araby	wh3_combi_region_hint_policy_tombking_arkhan	100
3	cai_region_hint_sub_area_mangrove_coast	wh3_combi_region_hint_policy_tombking_arkhan	100
2	cai_region_hint_sub_area_nehekara	wh3_combi_region_hint_policy_tombking_arkhan	50
3	cai_region_hint_sub_area_nehekara	wh3_combi_region_hint_policy_tombking_arkhan	100
1	cai_region_hint_sub_area_mangrove_coast	wh3_combi_region_hint_policy_tombking_khalida	0
2	cai_region_hint_sub_area_mangrove_coast	wh3_combi_region_hint_policy_tombking_khalida	50
3	cai_region_hint_sub_area_mangrove_coast	wh3_combi_region_hint_policy_tombking_khalida	100
3	cai_region_hint_sub_area_nehekara	wh3_combi_region_hint_policy_tombking_khalida	100
2	cai_region_hint_sub_area_araby	wh3_combi_region_hint_policy_tombking_settra	50
3	cai_region_hint_sub_area_araby	wh3_combi_region_hint_policy_tombking_settra	100
3	cai_region_hint_sub_area_mangrove_coast	wh3_combi_region_hint_policy_tombking_settra	100
1	cai_region_hint_sub_area_nehekara	wh3_combi_region_hint_policy_tombking_settra	0
2	cai_region_hint_sub_area_nehekara	wh3_combi_region_hint_policy_tombking_settra	50
