key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost	required_parents	pixel_offset_x	pixel_offset_y
dlc05_tech_wef_1_1_1			7	wh_dlc05_tech_2_anath_raema	wef_civ	1	400	0	0			0	0	0
dlc05_tech_wef_1_2_0			7	wh_dlc05_tech_2_drakira	wef_civ	2	600	0	0			0	0	0
dlc05_tech_wef_1_2_1			8	wh_dlc05_tech_2_hukon	wef_civ	2	400	0	0			0	0	0
dlc05_tech_wef_1_3_0			7	wh_dlc05_tech_2_eldrazor	wef_civ	3	600	0	0			0	0	0
dlc05_tech_wef_1_3_1			8	wh_dlc05_tech_2_nethu	wef_civ	3	400	0	0			0	0	0
dlc05_tech_wef_1_4_0			7	wh_dlc05_tech_2_addaioth	wef_civ	4	800	0	0			0	0	0
dlc05_tech_wef_1_4_1			8	wh_dlc05_tech_2_atharti	wef_civ	4	400	0	0			0	0	0
dlc05_tech_wef_1_5_0			6	wh_dlc05_tech_2_ereth_khial	wef_civ	5	900	0	0			0	0	0
dlc05_tech_wef_1_5_1			7	wh_dlc05_tech_2_hekarti	wef_civ	5	400	0	0			0	0	0
dlc16_tech_wef_3_0			4	tech_dlc16_wef_ancients_eagles	wef_civ	1	100	5000	0			0	0	0
dlc16_tech_wef_3_1			3	tech_dlc16_wef_ancients_pine	wef_civ	2	100	0	0		wh2_dlc16_tech_cost_amber_1	0	0	0
dlc16_tech_wef_3_3			5	tech_dlc16_wef_ancients_ash	wef_civ	2	100	0	0		wh2_dlc16_tech_cost_amber_1	0	0	0
dlc16_tech_wef_3_4			3	tech_dlc16_wef_ancients_poplar	wef_civ	3	100	0	0		wh2_dlc16_tech_cost_amber_1	0	0	0
dlc16_tech_wef_3_5			4	tech_dlc16_wef_ancients_willow	wef_civ	2	100	0	0		wh2_dlc16_tech_cost_amber_1	0	0	0
dlc16_tech_wef_3_6			5	tech_dlc16_wef_ancients_yew	wef_civ	3	100	0	0		wh2_dlc16_tech_cost_amber_1	0	0	0
dlc16_tech_wef_3_7			3	tech_dlc16_wef_ancients_oak	wef_civ	4	100	0	0		wh2_dlc16_tech_cost_amber_1	0	0	0
dlc16_tech_wef_3_9			5	tech_dlc16_wef_ancients_cypress	wef_civ	4	100	0	0		wh2_dlc16_tech_cost_amber_1	0	0	0
dlc16_tech_wef_3_drycha_1		wh2_dlc16_wef_drycha	2	tech_dlc16_wef_ancients_wildwood	wef_civ	3	100	0	0		wh2_dlc16_tech_cost_amber_1	0	0	0
dlc16_tech_wef_3_drycha_2		wh2_dlc16_wef_drycha	6	tech_dlc16_wef_ancients_addaivoch	wef_civ	3	100	0	0		wh2_dlc16_tech_cost_amber_1	0	0	0
dlc16_tech_wef_3_final			4	wh_dlc05_tech_1_the_ancients	wef_civ	4	100	0	0		wh2_dlc16_tech_cost_amber_1	0	0	0
dlc20_chs_kho_0			0	wh3_dlc20_chs_kho_shared_gift_upgrade_authority	chs_mil	2	400	0	0	chs_kho		0	0	0
dlc20_chs_kho_1			0	wh3_dlc20_chs_kho_shared_gift_upgrade_corruption	chs_mil	3	400	0	0	chs_kho		0	0	0
dlc20_chs_kho_2			1	wh3_dlc20_chs_kho_shared_gift_upgrade_diplomacy	chs_mil	2	400	0	0	chs_kho		0	0	0
dlc20_chs_kho_3			1	wh3_dlc20_chs_kho_shared_gift_upgrade_summons	chs_mil	3	400	0	0	chs_kho		0	0	0
dlc20_chs_kho_bot_0		wh3_dlc20_chs_valkia	7	wh3_dlc20_chs_kho_shared_gift_upgrade_corruption	chs_mil_valkia	2	400	0	0			0	0	0
dlc20_chs_kho_bot_1		wh3_dlc20_chs_valkia	8	wh3_dlc20_chs_kho_valkia_buildings	chs_mil_valkia	4	400	0	0			0	0	0
dlc20_chs_kho_bot_2		wh3_dlc20_chs_valkia	8	wh3_dlc20_chs_kho_valkia_gift_slot_1	chs_mil_valkia	5	800	0	0			0	0	0
dlc20_chs_kho_bot_3		wh3_dlc20_chs_valkia	8	wh3_dlc20_chs_kho_shared_gift_upgrade_diplomacy	chs_mil_valkia	6	400	0	0			0	0	0
dlc20_chs_kho_bot_4		wh3_dlc20_chs_valkia	7	wh3_dlc20_chs_kho_valkia_xp	chs_mil_valkia	8	400	0	0			0	0	0
dlc20_chs_kho_bot_bonus		wh3_dlc20_chs_valkia	9	wh3_dlc20_chs_kho_valkia_heroes_lords	chs_mil_valkia	5	800	0	0			0	0	0
dlc20_chs_kho_final			0	wh3_dlc20_chs_kho_warriors_gift_slot_2	chs_mil	1	800	0	0			3	0	0
dlc20_chs_kho_final_0		wh3_dlc20_chs_valkia	4	wh3_dlc20_chs_kho_valkia_gift_slot_3	chs_mil_valkia	9	800	0	0			0	0	0
dlc20_chs_kho_final_1		wh3_dlc20_chs_valkia	4	wh3_dlc20_chs_kho_valkia_ultimate	chs_mil_valkia	10	800	0	0			0	0	0
dlc20_chs_kho_start			0	wh3_dlc20_chs_kho_warriors_gift_slot_1	chs_mil	4	800	0	0			0	0	0
dlc20_chs_kho_start_0		wh3_dlc20_chs_valkia	4	wh3_dlc20_chs_und_shared_marks_khorne	chs_mil_valkia	0	400	0	0			0	0	0
dlc20_chs_kho_start_1		wh3_dlc20_chs_valkia	4	wh3_dlc20_chs_kho_shared_gift_upgrade_authority	chs_mil_valkia	1	300	0	0			0	0	0
dlc20_chs_kho_top_0		wh3_dlc20_chs_valkia	1	wh3_dlc20_chs_kho_valkia_military_1	chs_mil_valkia	2	400	0	0			0	0	0
dlc20_chs_kho_top_1		wh3_dlc20_chs_valkia	0	wh3_dlc20_chs_kho_valkia_movement	chs_mil_valkia	4	400	0	0			0	0	0
dlc20_chs_kho_top_2		wh3_dlc20_chs_valkia	0	wh3_dlc20_chs_kho_valkia_gift_slot_2	chs_mil_valkia	5	800	0	0			0	0	0
dlc20_chs_kho_top_3		wh3_dlc20_chs_valkia	0	wh3_dlc20_chs_kho_shared_gift_upgrade_summons	chs_mil_valkia	6	400	0	0			0	0	0
dlc20_chs_kho_top_4		wh3_dlc20_chs_valkia	1	wh3_dlc20_chs_kho_valkia_military_2	chs_mil_valkia	8	400	0	0			0	0	0
dlc20_chs_kho_top_bonus		wh3_dlc20_chs_valkia	-1	wh3_dlc20_chs_kho_valkia_weapons	chs_mil_valkia	5	800	0	0			0	0	0
dlc20_chs_nur_0			5	wh3_dlc20_chs_nur_shared_gift_upgrade_authority	chs_mil	2	400	0	0	chs_nur		0	0	0
dlc20_chs_nur_1			5	wh3_dlc20_chs_nur_shared_gift_upgrade_corruption	chs_mil	3	400	0	0	chs_nur		0	0	0
dlc20_chs_nur_2			6	wh3_dlc20_chs_nur_shared_gift_upgrade_diplomacy	chs_mil	2	400	0	0	chs_nur		0	0	0
dlc20_chs_nur_3			6	wh3_dlc20_chs_nur_shared_gift_upgrade_summons	chs_mil	3	400	0	0	chs_nur		0	0	0
dlc20_chs_nur_bot_0		wh3_dlc20_chs_festus	7	wh3_dlc20_chs_nur_shared_gift_upgrade_corruption	chs_mil_festus	2	400	0	0			0	0	0
dlc20_chs_nur_bot_1		wh3_dlc20_chs_festus	8	wh3_dlc20_chs_nur_festus_buildings	chs_mil_festus	4	400	0	0			0	0	0
dlc20_chs_nur_bot_2		wh3_dlc20_chs_festus	8	wh3_dlc20_chs_nur_festus_gift_slot_1	chs_mil_festus	5	800	0	0			0	0	0
dlc20_chs_nur_bot_3		wh3_dlc20_chs_festus	8	wh3_dlc20_chs_nur_shared_gift_upgrade_diplomacy	chs_mil_festus	6	400	0	0			0	0	0
dlc20_chs_nur_bot_4		wh3_dlc20_chs_festus	7	wh3_dlc20_chs_nur_festus_plagues	chs_mil_festus	8	400	0	0			0	0	0
dlc20_chs_nur_bot_bonus		wh3_dlc20_chs_festus	9	wh3_dlc20_chs_nur_festus_heroes_lords	chs_mil_festus	5	800	0	0			0	0	0
dlc20_chs_nur_final			6	wh3_dlc20_chs_nur_warriors_gift_slot_2	chs_mil	1	800	0	0			3	0	0
dlc20_chs_nur_final_0		wh3_dlc20_chs_festus	4	wh3_dlc20_chs_nur_festus_gift_slot_3	chs_mil_festus	9	800	0	0			0	0	0
dlc20_chs_nur_final_1		wh3_dlc20_chs_festus	4	wh3_dlc20_chs_nur_festus_ultimate	chs_mil_festus	10	800	0	0			0	0	0
dlc20_chs_nur_start			6	wh3_dlc20_chs_nur_warriors_gift_slot_1	chs_mil	4	800	0	0			0	0	0
dlc20_chs_nur_start_0		wh3_dlc20_chs_festus	4	wh3_dlc20_chs_und_shared_marks_nurgle	chs_mil_festus	0	400	0	0			0	0	0
dlc20_chs_nur_start_1		wh3_dlc20_chs_festus	4	wh3_dlc20_chs_nur_shared_gift_upgrade_authority	chs_mil_festus	1	300	0	0			0	0	0
dlc20_chs_nur_top_0		wh3_dlc20_chs_festus	1	wh3_dlc20_chs_nur_festus_military_1	chs_mil_festus	2	400	0	0			0	0	0
dlc20_chs_nur_top_1		wh3_dlc20_chs_festus	0	wh3_dlc20_chs_nur_festus_magic	chs_mil_festus	4	400	0	0			0	0	0
dlc20_chs_nur_top_2		wh3_dlc20_chs_festus	0	wh3_dlc20_chs_nur_festus_gift_slot_2	chs_mil_festus	5	800	0	0			0	0	0
dlc20_chs_nur_top_3		wh3_dlc20_chs_festus	0	wh3_dlc20_chs_nur_shared_gift_upgrade_summons	chs_mil_festus	6	400	0	0			0	0	0
dlc20_chs_nur_top_4		wh3_dlc20_chs_festus	1	wh3_dlc20_chs_nur_festus_military_2	chs_mil_festus	8	400	0	0			0	0	0
dlc20_chs_nur_top_bonus		wh3_dlc20_chs_festus	-1	wh3_dlc20_chs_nur_festus_weapons	chs_mil_festus	5	800	0	0			0	0	0
dlc20_chs_sla_0			5	wh3_dlc20_chs_sla_shared_gift_upgrade_authority	chs_mil	11	400	0	0	chs_sla		0	0	0
dlc20_chs_sla_1			5	wh3_dlc20_chs_sla_shared_gift_upgrade_corruption	chs_mil	12	400	0	0	chs_sla		0	0	0
dlc20_chs_sla_2			6	wh3_dlc20_chs_sla_shared_gift_upgrade_diplomacy	chs_mil	11	400	0	0	chs_sla		0	0	0
dlc20_chs_sla_3			6	wh3_dlc20_chs_sla_shared_gift_upgrade_summons	chs_mil	12	400	0	0	chs_sla		0	0	0
dlc20_chs_sla_bot_0		wh3_dlc20_chs_azazel	7	wh3_dlc20_chs_sla_shared_gift_upgrade_corruption	chs_mil_azazel	2	400	0	0			0	0	0
dlc20_chs_sla_bot_1		wh3_dlc20_chs_azazel	8	wh3_dlc20_chs_sla_azazel_buildings	chs_mil_azazel	4	400	0	0			0	0	0
dlc20_chs_sla_bot_2		wh3_dlc20_chs_azazel	8	wh3_dlc20_chs_sla_azazel_gift_slot_2	chs_mil_azazel	5	800	0	0			0	0	0
dlc20_chs_sla_bot_3		wh3_dlc20_chs_azazel	8	wh3_dlc20_chs_sla_shared_gift_upgrade_diplomacy	chs_mil_azazel	6	400	0	0			0	0	0
dlc20_chs_sla_bot_4		wh3_dlc20_chs_azazel	7	wh3_dlc20_chs_sla_azazel_mark	chs_mil_azazel	8	400	0	0			0	0	0
dlc20_chs_sla_bot_bonus		wh3_dlc20_chs_azazel	9	wh3_dlc20_chs_sla_azazel_heroes_lords	chs_mil_azazel	5	800	0	0			0	0	0
dlc20_chs_sla_final			6	wh3_dlc20_chs_sla_warriors_gift_slot_2	chs_mil	13	800	0	0			3	0	0
dlc20_chs_sla_final_0		wh3_dlc20_chs_azazel	4	wh3_dlc20_chs_sla_azazel_gift_slot_3	chs_mil_azazel	9	800	0	0			0	0	0
dlc20_chs_sla_final_1		wh3_dlc20_chs_azazel	4	wh3_dlc20_chs_sla_azazel_ultimate	chs_mil_azazel	10	800	0	0			0	0	0
dlc20_chs_sla_sigvald_bonus_1		wh3_dlc20_chs_sigvald	5	wh3_dlc20_chs_sla_azazel_weapons	chs_mil	13	800	0	0			3	0	0
dlc20_chs_sla_start			6	wh3_dlc20_chs_sla_warriors_gift_slot_1	chs_mil	10	800	0	0			0	0	0
dlc20_chs_sla_start_0		wh3_dlc20_chs_azazel	4	wh3_dlc20_chs_und_shared_marks_slaanesh	chs_mil_azazel	0	400	0	0			0	0	0
dlc20_chs_sla_start_1		wh3_dlc20_chs_azazel	4	wh3_dlc20_chs_sla_shared_gift_upgrade_authority	chs_mil_azazel	1	300	0	0			0	0	0
dlc20_chs_sla_top_0		wh3_dlc20_chs_azazel	1	wh3_dlc20_chs_sla_azazel_military_1	chs_mil_azazel	2	400	0	0			0	0	0
dlc20_chs_sla_top_1		wh3_dlc20_chs_azazel	0	wh3_dlc20_chs_sla_azazel_spells	chs_mil_azazel	4	400	0	0			0	0	0
dlc20_chs_sla_top_2		wh3_dlc20_chs_azazel	0	wh3_dlc20_chs_sla_azazel_gift_slot_1	chs_mil_azazel	5	800	0	0			0	0	0
dlc20_chs_sla_top_3		wh3_dlc20_chs_azazel	0	wh3_dlc20_chs_sla_shared_gift_upgrade_summons	chs_mil_azazel	6	400	0	0			0	0	0
dlc20_chs_sla_top_4		wh3_dlc20_chs_azazel	1	wh3_dlc20_chs_sla_azazel_military_2	chs_mil_azazel	8	400	0	0			0	0	0
dlc20_chs_sla_top_bonus		wh3_dlc20_chs_azazel	-1	wh3_dlc20_chs_sla_azazel_weapons	chs_mil_azazel	5	800	0	0			0	0	0
dlc20_chs_tze_0			0	wh3_dlc20_chs_tze_shared_gift_upgrade_authority	chs_mil	11	400	0	0	chs_tze		0	0	0
dlc20_chs_tze_1			0	wh3_dlc20_chs_tze_shared_gift_upgrade_corruption	chs_mil	12	400	0	0	chs_tze		0	0	0
dlc20_chs_tze_2			1	wh3_dlc20_chs_tze_shared_gift_upgrade_diplomacy	chs_mil	11	400	0	0	chs_tze		0	0	0
dlc20_chs_tze_3			1	wh3_dlc20_chs_tze_shared_gift_upgrade_summons	chs_mil	12	400	0	0	chs_tze		0	0	0
dlc20_chs_tze_bot_0		wh3_dlc20_chs_vilitch	7	wh3_dlc20_chs_tze_shared_gift_upgrade_corruption	chs_mil_vilitch	2	400	0	0			0	0	0
dlc20_chs_tze_bot_1		wh3_dlc20_chs_vilitch	8	wh3_dlc20_chs_tze_vilitch_buildings	chs_mil_vilitch	4	400	0	0			0	0	0
dlc20_chs_tze_bot_2		wh3_dlc20_chs_vilitch	8	wh3_dlc20_chs_tze_vilitch_gift_slot_1	chs_mil_vilitch	5	800	0	0			0	0	0
dlc20_chs_tze_bot_3		wh3_dlc20_chs_vilitch	8	wh3_dlc20_chs_tze_shared_gift_upgrade_diplomacy	chs_mil_vilitch	6	400	0	0			0	0	0
dlc20_chs_tze_bot_4		wh3_dlc20_chs_vilitch	7	wh3_dlc20_chs_tze_vilitch_teleport	chs_mil_vilitch	8	400	0	0			0	0	0
dlc20_chs_tze_bot_bonus		wh3_dlc20_chs_vilitch	9	wh3_dlc20_chs_tze_vilitch_heroes_lords	chs_mil_vilitch	5	800	0	0			0	0	0
dlc20_chs_tze_final			0	wh3_dlc20_chs_tze_warriors_gift_slot_2	chs_mil	13	800	0	0			3	0	0
dlc20_chs_tze_final_0		wh3_dlc20_chs_vilitch	4	wh3_dlc20_chs_tze_vilitch_gift_slot_3	chs_mil_vilitch	9	800	0	0			0	0	0
dlc20_chs_tze_final_1		wh3_dlc20_chs_vilitch	4	wh3_dlc20_chs_tze_vilitch_ultimate	chs_mil_vilitch	10	800	0	0			0	0	0
dlc20_chs_tze_start			0	wh3_dlc20_chs_tze_warriors_gift_slot_1	chs_mil	10	800	0	0			0	0	0
dlc20_chs_tze_start_0		wh3_dlc20_chs_vilitch	4	wh3_dlc20_chs_und_shared_marks_tzeentch	chs_mil_vilitch	0	400	0	0			0	0	0
dlc20_chs_tze_start_1		wh3_dlc20_chs_vilitch	4	wh3_dlc20_chs_tze_shared_gift_upgrade_authority	chs_mil_vilitch	1	300	0	0			0	0	0
dlc20_chs_tze_top_0		wh3_dlc20_chs_vilitch	1	wh3_dlc20_chs_tze_vilitch_military_1	chs_mil_vilitch	2	400	0	0			0	0	0
dlc20_chs_tze_top_1		wh3_dlc20_chs_vilitch	0	wh3_dlc20_chs_tze_vilitch_spells	chs_mil_vilitch	4	400	0	0			0	0	0
dlc20_chs_tze_top_2		wh3_dlc20_chs_vilitch	0	wh3_dlc20_chs_tze_vilitch_gift_slot_2	chs_mil_vilitch	5	800	0	0			0	0	0
dlc20_chs_tze_top_3		wh3_dlc20_chs_vilitch	0	wh3_dlc20_chs_tze_shared_gift_upgrade_summons	chs_mil_vilitch	6	400	0	0			0	0	0
dlc20_chs_tze_top_4		wh3_dlc20_chs_vilitch	1	wh3_dlc20_chs_tze_vilitch_military_2	chs_mil_vilitch	8	400	0	0			0	0	0
dlc20_chs_tze_top_bonus		wh3_dlc20_chs_vilitch	-1	wh3_dlc20_chs_tze_vilitch_weapons	chs_mil_vilitch	5	800	0	0			0	0	0
dlc20_chs_und_0			1	wh3_dlc20_chs_und_shared_building	chs_mil	7	400	0	0			0	0	0
dlc20_chs_und_0_azazel		wh3_dlc20_chs_azazel	4	wh3_dlc20_chs_und_shared_marauders	chs_mil_azazel	2	300	0	0			0	0	0
dlc20_chs_und_0_festus		wh3_dlc20_chs_festus	4	wh3_dlc20_chs_und_shared_marauders	chs_mil_festus	2	300	0	0			0	0	0
dlc20_chs_und_0_valkia		wh3_dlc20_chs_valkia	4	wh3_dlc20_chs_und_shared_marauders	chs_mil_valkia	2	300	0	0			0	0	0
dlc20_chs_und_0_vilitch		wh3_dlc20_chs_vilitch	4	wh3_dlc20_chs_und_shared_marauders	chs_mil_vilitch	2	300	0	0			0	0	0
dlc20_chs_und_1			2	wh3_dlc20_chs_und_shared_vassals	chs_mil	6	400	0	0			1	0	0
dlc20_chs_und_10			4	wh3_dlc20_chs_und_shared_movement	chs_mil	8	400	0	0			1	0	0
dlc20_chs_und_10_azazel		wh3_dlc20_chs_azazel	3	wh3_dlc20_chs_und_shared_beasts	chs_mil_azazel	6	400	0	0			1	0	0
dlc20_chs_und_10_festus		wh3_dlc20_chs_festus	3	wh3_dlc20_chs_und_shared_beasts	chs_mil_festus	6	400	0	0			1	0	0
dlc20_chs_und_10_valkia		wh3_dlc20_chs_valkia	3	wh3_dlc20_chs_und_shared_beasts	chs_mil_valkia	6	400	0	0			1	0	0
dlc20_chs_und_10_vilitch		wh3_dlc20_chs_vilitch	3	wh3_dlc20_chs_und_shared_beasts	chs_mil_vilitch	6	400	0	0			1	0	0
dlc20_chs_und_11			5	wh3_dlc20_chs_und_shared_knights	chs_mil	7	400	0	0			0	0	0
dlc20_chs_und_11_azazel		wh3_dlc20_chs_azazel	5	wh3_dlc20_chs_und_shared_building	chs_mil_azazel	6	400	0	0			1	0	0
dlc20_chs_und_11_festus		wh3_dlc20_chs_festus	5	wh3_dlc20_chs_und_shared_building	chs_mil_festus	6	400	0	0			1	0	0
dlc20_chs_und_11_valkia		wh3_dlc20_chs_valkia	5	wh3_dlc20_chs_und_shared_building	chs_mil_valkia	6	400	0	0			1	0	0
dlc20_chs_und_11_vilitch		wh3_dlc20_chs_vilitch	5	wh3_dlc20_chs_und_shared_building	chs_mil_vilitch	6	400	0	0			1	0	0
dlc20_chs_und_12			-1	wh3_dlc20_chs_und_shared_gift_slot_1	chs_mil	7	800	0	0			0	0	0
dlc20_chs_und_12_azazel		wh3_dlc20_chs_azazel	2	wh3_dlc20_chs_und_shared_upgrades	chs_mil_azazel	7	400	0	0			0	0	0
dlc20_chs_und_12_festus		wh3_dlc20_chs_festus	2	wh3_dlc20_chs_und_shared_upgrades	chs_mil_festus	7	400	0	0			0	0	0
dlc20_chs_und_12_valkia		wh3_dlc20_chs_valkia	2	wh3_dlc20_chs_und_shared_upgrades	chs_mil_valkia	7	400	0	0			0	0	0
dlc20_chs_und_12_vilitch		wh3_dlc20_chs_vilitch	2	wh3_dlc20_chs_und_shared_upgrades	chs_mil_vilitch	7	400	0	0			0	0	0
dlc20_chs_und_13			7	wh3_dlc20_chs_und_shared_gift_slot_2	chs_mil	7	800	0	0			0	0	0
dlc20_chs_und_13_azazel		wh3_dlc20_chs_azazel	6	wh3_dlc20_chs_und_shared_souls	chs_mil_azazel	7	400	0	0			0	0	0
dlc20_chs_und_13_festus		wh3_dlc20_chs_festus	6	wh3_dlc20_chs_und_shared_souls	chs_mil_festus	7	400	0	0			0	0	0
dlc20_chs_und_13_valkia		wh3_dlc20_chs_valkia	6	wh3_dlc20_chs_und_shared_souls	chs_mil_valkia	7	400	0	0			0	0	0
dlc20_chs_und_13_vilitch		wh3_dlc20_chs_vilitch	6	wh3_dlc20_chs_und_shared_souls	chs_mil_vilitch	7	400	0	0			0	0	0
dlc20_chs_und_14			1	wh3_dlc20_chs_und_shared_marks_khorne	chs_mil	5	400	0	0			1	0	0
dlc20_chs_und_14_azazel		wh3_dlc20_chs_azazel	4	wh3_dlc20_chs_und_shared_gift_slot_2	chs_mil_azazel	8	800	0	0			1	0	0
dlc20_chs_und_14_festus		wh3_dlc20_chs_festus	4	wh3_dlc20_chs_und_shared_gift_slot_2	chs_mil_festus	8	800	0	0			1	0	0
dlc20_chs_und_14_valkia		wh3_dlc20_chs_valkia	4	wh3_dlc20_chs_und_shared_gift_slot_2	chs_mil_valkia	8	800	0	0			1	0	0
dlc20_chs_und_14_vilitch		wh3_dlc20_chs_vilitch	4	wh3_dlc20_chs_und_shared_gift_slot_2	chs_mil_vilitch	8	800	0	0			1	0	0
dlc20_chs_und_15			1	wh3_dlc20_chs_und_shared_marks_tzeentch	chs_mil	9	400	0	0			1	0	0
dlc20_chs_und_15_azazel		wh3_dlc20_chs_azazel	4	wh3_dlc20_chs_und_shared_chariots	chs_mil_azazel	3	400	0	0			1	0	0
dlc20_chs_und_15_festus		wh3_dlc20_chs_festus	4	wh3_dlc20_chs_und_shared_chariots	chs_mil_festus	3	400	0	0			1	0	0
dlc20_chs_und_15_valkia		wh3_dlc20_chs_valkia	4	wh3_dlc20_chs_und_shared_chariots	chs_mil_valkia	3	400	0	0			1	0	0
dlc20_chs_und_15_vilitch		wh3_dlc20_chs_vilitch	4	wh3_dlc20_chs_und_shared_chariots	chs_mil_vilitch	3	400	0	0			1	0	0
dlc20_chs_und_16			5	wh3_dlc20_chs_und_shared_marks_nurgle	chs_mil	5	400	0	0			1	0	0
dlc20_chs_und_16_azazel		wh3_dlc20_chs_azazel	4	wh3_dlc20_chs_und_shared_monsters	chs_mil_azazel	7	400	0	0			1	0	0
dlc20_chs_und_16_festus		wh3_dlc20_chs_festus	4	wh3_dlc20_chs_und_shared_monsters	chs_mil_festus	7	400	0	0			1	0	0
dlc20_chs_und_16_valkia		wh3_dlc20_chs_valkia	4	wh3_dlc20_chs_und_shared_monsters	chs_mil_valkia	7	400	0	0			1	0	0
dlc20_chs_und_16_vilitch		wh3_dlc20_chs_vilitch	4	wh3_dlc20_chs_und_shared_monsters	chs_mil_vilitch	7	400	0	0			1	0	0
dlc20_chs_und_17			5	wh3_dlc20_chs_und_shared_marks_slaanesh	chs_mil	9	400	0	0			1	0	0
dlc20_chs_und_18			3	wh3_dlc20_chs_und_warriors_hellcannons	chs_mil	4	400	0	0			0	0	0
dlc20_chs_und_19			3	wh3_dlc20_chs_und_shared_monsters	chs_mil	10	400	0	0			0	0	0
dlc20_chs_und_1_azazel		wh3_dlc20_chs_azazel	2	wh3_dlc20_chs_und_shared_chosen	chs_mil_azazel	3	500	0	0			0	0	0
dlc20_chs_und_1_festus		wh3_dlc20_chs_festus	2	wh3_dlc20_chs_und_shared_chosen	chs_mil_festus	3	500	0	0			0	0	0
dlc20_chs_und_1_valkia		wh3_dlc20_chs_valkia	2	wh3_dlc20_chs_und_shared_chosen	chs_mil_valkia	3	500	0	0			0	0	0
dlc20_chs_und_1_vilitch		wh3_dlc20_chs_vilitch	2	wh3_dlc20_chs_und_shared_chosen	chs_mil_vilitch	3	500	0	0			0	0	0
dlc20_chs_und_2			2	wh3_dlc20_chs_und_shared_diplomacy	chs_mil	7	400	0	0			0	0	0
dlc20_chs_und_20			3	wh3_dlc20_chs_und_warriors_warmachines	chs_mil	3	400	0	0			0	0	0
dlc20_chs_und_21			3	wh3_dlc20_chs_und_warriors_shaggoths	chs_mil	11	400	0	0			0	0	0
dlc20_chs_und_2_azazel		wh3_dlc20_chs_azazel	6	wh3_dlc20_chs_und_shared_mutants	chs_mil_azazel	3	500	0	0			0	0	0
dlc20_chs_und_2_festus		wh3_dlc20_chs_festus	6	wh3_dlc20_chs_und_shared_mutants	chs_mil_festus	3	500	0	0			0	0	0
dlc20_chs_und_2_valkia		wh3_dlc20_chs_valkia	6	wh3_dlc20_chs_und_shared_mutants	chs_mil_valkia	3	500	0	0			0	0	0
dlc20_chs_und_2_vilitch		wh3_dlc20_chs_vilitch	6	wh3_dlc20_chs_und_shared_mutants	chs_mil_vilitch	3	500	0	0			0	0	0
dlc20_chs_und_3			2	wh3_dlc20_chs_und_shared_souls	chs_mil	8	400	0	0			1	0	0
dlc20_chs_und_3_azazel		wh3_dlc20_chs_azazel	3	wh3_dlc20_chs_und_shared_diplomacy	chs_mil_azazel	4	400	0	0			0	0	0
dlc20_chs_und_3_festus		wh3_dlc20_chs_festus	3	wh3_dlc20_chs_und_shared_diplomacy	chs_mil_festus	4	400	0	0			0	0	0
dlc20_chs_und_3_valkia		wh3_dlc20_chs_valkia	3	wh3_dlc20_chs_und_shared_diplomacy	chs_mil_valkia	4	400	0	0			0	0	0
dlc20_chs_und_3_vilitch		wh3_dlc20_chs_vilitch	3	wh3_dlc20_chs_und_shared_diplomacy	chs_mil_vilitch	4	400	0	0			0	0	0
dlc20_chs_und_4			3	wh3_dlc20_chs_und_shared_daemonic_mounts	chs_mil	5	400	0	0			0	0	0
